"","Participant","SelfD","SelfB","SelfA","SelfBPPD","SelfC","TheyD","TheyB","TheyA","TheyBPPD","TheyC","WeD","WeB","WeA","WeBPPD","WeC","YouD","YouB","YouA","YouBPPD","YouC"
"1",1,3.43329803784228,0.477069891798739,0.986111111111111,-1,-0.215563072877117,2.84464588684706,2.54486300879935,0.956221198156682,0.631578947368421,0.328363127828641,2.93386279851958,0.650771488527394,0.970995670995671,-0.477611940298507,-0.146426995392511,2.73155973979709,1.39293761224128,0.962789661319073,0.18562874251497,0.121328083127132
"2",2,3.68289816305043,0.715859812486833,0.993055555555556,-1,-0.0907630102730447,2.37243857263026,2.11066235125566,0.931288032454361,0.498154981549815,0.314866659728893,3.68289816305043,0.715859812486833,0.993055555555556,-1,-0.0907630102730447,3.62143433953403,4.34497037177553,0.986111111111111,1,0.405645609457383
"3",3,2.99513785802358,2.13426160678868,0.970995670995671,0.477611940298508,0.253117142240378,2.87758665717678,1.14915802107023,0.962789661319073,0.18562874251497,0.0483146244372903,3.31658226701486,6.14656580707068,0.972222222222222,1,0.547519516870646,3.36404446590447,1.25984437980032,0.985714285714286,2.56937328556108e-16,0.0686638382999334
"4",4,3.68289816305043,0.715859812486833,0.993055555555556,-1,-0.0907630102730447,3.1557576315618,1.72519107979219,0.978361344537815,0.320388349514563,0.172807255471268,2.99513785802358,2.13426160678868,0.970995670995671,0.477611940298508,0.253117142240378,2.31496228707703,1.45847694020603,0.937927663734115,0.220472440944882,0.163023260328764
"5",5,4.14857487102266,1.80292473803814,1,NA,0.14207534371307,3.62143433953403,4.34497037177553,0.986111111111111,1,0.405645609457383,2.26325606166749,0.832892938408783,0.919354838709677,-2.32072425792613e-16,-0.0807907569505196,2.48156583623543,1.84277353234387,0.947106261859582,0.390134529147982,0.246325034907963
"6",6,2.93386279851958,0.650771488527394,0.970995670995671,-0.477611940298507,-0.146426995392511,2.74553773281544,1.42233428397632,0.962789661319073,0.18562874251497,0.128317079636306,2.06523367933647,1.3418204283506,0.919791666666667,0.168831168831169,0.142369952397855,2.54978084950254,1.0807031090476,0.954545454545455,2.72509287862538e-16,0.0304386379798545
"7",7,2.90615750635366,1.14971773441151,0.970588235294118,2.64494308807758e-16,0.048007192867196,2.71040062304075,0.873566463315575,0.962789661319073,-0.18562874251497,-0.0498712487892551,3.61088221068771,4.24476843350881,0.986111111111111,1,0.400369545034223,2.78834518671839,0.542717868083889,0.963616071428572,-0.570552147239264,-0.219185801293106
"8",8,2.56495619063869,1.1024509257063,0.954545454545455,2.72509287862538e-16,0.0380263085479335,2.19185703045352,1.63597382781921,0.92110762800418,0.344370860927152,0.224575888640521,1.78820320298179,2.14361757401503,0.886666666666667,0.470588235294118,0.426402802376386,2.39928887832601,1.28861492750546,0.937927663734115,0.220472440944882,0.105684623568117
"9",9,3.36404446590447,1.25984437980032,0.985714285714286,2.56937328556108e-16,0.0686638382999334,2.78834518671839,0.542717868083889,0.963616071428572,-0.570552147239264,-0.219185801293106,1.74977287528526,0.523794721881333,0.886666666666667,-0.470588235294117,-0.369565349128781,2.29528906065464,0.800754687431862,0.937927663734115,-0.220472440944882,-0.096807256444093
"10",10,3.62143433953403,4.34497037177553,0.986111111111111,1,0.405645609457383,2.89217951333531,1.1259554759838,0.970588235294118,2.64494308807758e-16,0.0410181963580226,2.06523367933647,1.3418204283506,0.919791666666667,0.168831168831169,0.142369952397855,2.8488796434104,2.44391916089267,0.963616071428571,0.570552147239264,0.313668205068413
"11",11,1.56400025356306,1.28247577310916,0.869444444444444,0.148936170212766,0.159074403571444,1.30149851047019,1.18478954060114,0.835172413793103,0.150627615062762,0.130284556287612,2.05184614698976,0.840216101682763,0.919791666666667,-0.168831168831169,-0.0848485431419047,1.8233656913437,0.717230814422244,0.890841013824885,-0.182058047493404,-0.182276969923035
"12",12,2.61185756268081,1.66482950125857,0.954963235294118,0.306122448979592,0.19515716470362,2.64093295852255,3.11485032053055,0.948809523809524,0.674418604651163,0.430219591990894,3.8297211738767,3.17297403597732,0.993055555555556,1,0.301502192286048,2.02680696670737,1.86345871506585,0.912608225108225,0.386996904024768,0.307100920513597
"13",13,1.86064107037744,0.714798429129061,0.901785714285714,-0.272727272727273,-0.180451081448065,1.73186812084329,0.958767561156754,0.889942528735632,-0.0600522193211489,-0.0243128268487332,2.45590883419286,0.647275310329852,0.947106261859582,-0.390134529147982,-0.177117143213203,2.05184614698976,0.840216101682763,0.919791666666667,-0.168831168831169,-0.0848485431419047
