"","Subject","Gender","Age","Handedness","First_Language","Matching","Origin_Identity","Phase","Shape","Label","WeShape","SelfShape","TheyShape","AloneShape","ShapeLoc","Response","RT_sec","ACC","RT_ms","English_Identity","Standarlized_Identity"
"1872",7,"Male",27,"l","h","Match","Self","EXPERIMENT","Self","Self","Diamond","Triangle","Star","Circle","Top","m",0.633,1,633,"Self","Self"
"1873",7,"Male",27,"l","h","Match","Self","EXPERIMENT","Self","Self","Diamond","Triangle","Star","Circle","Bottom","m",0.633,1,633,"Self","Self"
"1874",7,"Male",27,"l","h","Match","Self","EXPERIMENT","Self","Self","Diamond","Triangle","Star","Circle","Bottom","m",0.583,1,583,"Self","Self"
"1875",7,"Male",27,"l","h","Match","Self","EXPERIMENT","Self","Self","Diamond","Triangle","Star","Circle","Top","m",0.617,1,617,"Self","Self"
"1876",7,"Male",27,"l","h","Match","Self","EXPERIMENT","Self","Self","Diamond","Triangle","Star","Circle","Bottom","m",0.55,1,550,"Self","Self"
"1877",7,"Male",27,"l","h","Match","Self","EXPERIMENT","Self","Self","Diamond","Triangle","Star","Circle","Bottom","m",0.667,1,667,"Self","Self"
"1878",7,"Male",27,"l","h","Match","Self","EXPERIMENT","Self","Self","Diamond","Triangle","Star","Circle","Top","m",0.684,1,684,"Self","Self"
"1879",7,"Male",27,"l","h","Match","Self","EXPERIMENT","Self","Self","Diamond","Triangle","Star","Circle","Bottom","m",0.683,1,683,"Self","Self"
"1880",7,"Male",27,"l","h","Match","Self","EXPERIMENT","Self","Self","Diamond","Triangle","Star","Circle","Top","m",0.583,1,583,"Self","Self"
"1881",7,"Male",27,"l","h","Match","Self","EXPERIMENT","Self","Self","Diamond","Triangle","Star","Circle","Bottom","m",0.867,1,867,"Self","Self"
"1882",7,"Male",27,"l","h","Match","Self","EXPERIMENT","Self","Self","Diamond","Triangle","Star","Circle","Bottom","m",0.634,1,634,"Self","Self"
"1883",7,"Male",27,"l","h","Match","Self","EXPERIMENT","Self","Self","Diamond","Triangle","Star","Circle","Bottom","m",0.584,1,584,"Self","Self"
"1884",7,"Male",27,"l","h","Match","Self","EXPERIMENT","Self","Self","Diamond","Triangle","Star","Circle","Top","m",0.6,1,600,"Self","Self"
"1885",7,"Male",27,"l","h","Match","Self","EXPERIMENT","Self","Self","Diamond","Triangle","Star","Circle","Top","m",0.633,1,633,"Self","Self"
"1886",7,"Male",27,"l","h","Match","Self","EXPERIMENT","Self","Self","Diamond","Triangle","Star","Circle","Top","m",0.667,1,667,"Self","Self"
"1887",7,"Male",27,"l","h","Match","They","TRAINING","They","They","Diamond","Triangle","Star","Circle","Top","m",1.017,1,1017,"They","Group-Stranger"
"1888",7,"Male",27,"l","h","Match","They","TRAINING","They","They","Diamond","Triangle","Star","Circle","Bottom","m",1.083,1,1083,"They","Group-Stranger"
"1889",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Bottom","m",0.667,1,667,"They","Group-Stranger"
"1890",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Bottom","m",0.783,1,783,"They","Group-Stranger"
"1891",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Bottom","m",0.55,1,550,"They","Group-Stranger"
"1892",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Top","m",0.633,1,633,"They","Group-Stranger"
"1893",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Top","m",0.784,1,784,"They","Group-Stranger"
"1894",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Top","m",0.667,1,667,"They","Group-Stranger"
"1895",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Top","m",0.767,1,767,"They","Group-Stranger"
"1896",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Top","m",0.967,1,967,"They","Group-Stranger"
"1897",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Bottom","m",0.784,1,784,"They","Group-Stranger"
"1898",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Top","m",0.55,1,550,"They","Group-Stranger"
"1899",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Bottom","m",0.65,1,650,"They","Group-Stranger"
"1900",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Bottom","m",0.75,1,750,"They","Group-Stranger"
"1901",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Top","m",0.767,1,767,"They","Group-Stranger"
"1902",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Bottom","m",1.15,1,1150,"They","Group-Stranger"
"1903",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Top","m",0.617,1,617,"They","Group-Stranger"
"1904",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Bottom","m",0.8,1,800,"They","Group-Stranger"
"1905",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Top","m",0.817,1,817,"They","Group-Stranger"
"1906",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Top","m",1.133,1,1133,"They","Group-Stranger"
"1907",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Bottom","m",0.733,1,733,"They","Group-Stranger"
"1908",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Top","m",0.633,1,633,"They","Group-Stranger"
"1909",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Top","m",0.784,1,784,"They","Group-Stranger"
"1910",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Bottom","m",0.667,1,667,"They","Group-Stranger"
"1911",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Bottom","m",0.65,1,650,"They","Group-Stranger"
"1912",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Bottom","m",0.8,1,800,"They","Group-Stranger"
"1913",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Bottom","m",0.633,1,633,"They","Group-Stranger"
"1914",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Bottom","m",0.667,1,667,"They","Group-Stranger"
"1915",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Bottom","m",0.734,1,734,"They","Group-Stranger"
"1916",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Top","m",0.733,1,733,"They","Group-Stranger"
"1917",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Bottom","m",0.684,1,684,"They","Group-Stranger"
"1918",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Top","m",0.933,1,933,"They","Group-Stranger"
"1919",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Top","m",0.65,1,650,"They","Group-Stranger"
"1920",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Top","m",0.684,1,684,"They","Group-Stranger"
"1921",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Bottom","m",0.667,1,667,"They","Group-Stranger"
"1922",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Top","m",0.633,1,633,"They","Group-Stranger"
"1923",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Top","m",0.7,1,700,"They","Group-Stranger"
"1924",7,"Male",27,"l","h","Match","They","EXPERIMENT","They","They","Diamond","Triangle","Star","Circle","Bottom","m",0.867,1,867,"They","Group-Stranger"
"1925",7,"Male",27,"l","h","Match","We","TRAINING","We","We","Diamond","Triangle","Star","Circle","Bottom","n",1.433,0,1433,"We","Group-Self"
"1926",7,"Male",27,"l","h","Match","We","TRAINING","We","We","Diamond","Triangle","Star","Circle","Top","n",1.584,0,1584,"We","Group-Self"
"1927",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Top","m",1.25,1,1250,"We","Group-Self"
"1928",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Top","m",1.083,1,1083,"We","Group-Self"
"1929",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Bottom","m",0.717,1,717,"We","Group-Self"
"1930",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Top","m",0.95,1,950,"We","Group-Self"
"1931",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Top","m",0.683,1,683,"We","Group-Self"
"1932",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Bottom","m",0.633,1,633,"We","Group-Self"
"1933",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Top","m",0.8,1,800,"We","Group-Self"
"1934",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Top","m",1.283,1,1283,"We","Group-Self"
"1935",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Bottom","m",1.15,1,1150,"We","Group-Self"
"1936",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Bottom","m",1.15,1,1150,"We","Group-Self"
"1937",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Bottom","m",0.967,1,967,"We","Group-Self"
"1938",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Bottom","m",1.017,1,1017,"We","Group-Self"
"1939",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Bottom","n",0.667,0,667,"We","Group-Self"
"1940",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Bottom","n",0.8,0,800,"We","Group-Self"
"1941",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Bottom","m",0.95,1,950,"We","Group-Self"
"1942",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Bottom","m",1.017,1,1017,"We","Group-Self"
"1943",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Bottom","m",0.834,1,834,"We","Group-Self"
"1944",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Top","m",0.917,1,917,"We","Group-Self"
"1945",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Top","m",1.283,1,1283,"We","Group-Self"
"1946",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Top","m",1.384,1,1384,"We","Group-Self"
"1947",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Bottom","m",1.167,1,1167,"We","Group-Self"
"1948",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Top","m",0.834,1,834,"We","Group-Self"
"1949",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Top","m",0.884,1,884,"We","Group-Self"
"1950",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Top","m",0.817,1,817,"We","Group-Self"
"1951",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Top","m",1.017,1,1017,"We","Group-Self"
"1952",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Bottom","m",0.684,1,684,"We","Group-Self"
"1953",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Bottom","m",0.767,1,767,"We","Group-Self"
"1954",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Bottom","m",1.633,1,1633,"We","Group-Self"
"1955",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Bottom","m",1.133,1,1133,"We","Group-Self"
"1956",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Top","m",0.75,1,750,"We","Group-Self"
"1957",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Top","m",0.65,1,650,"We","Group-Self"
"1958",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Top","m",0.833,1,833,"We","Group-Self"
"1959",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Top","m",0.983,1,983,"We","Group-Self"
"1960",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Bottom","m",0.917,1,917,"We","Group-Self"
"1961",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Top","m",0.983,1,983,"We","Group-Self"
"1962",7,"Male",27,"l","h","Match","We","EXPERIMENT","We","We","Diamond","Triangle","Star","Circle","Bottom","m",0.8,1,800,"We","Group-Self"
"1963",7,"Male",27,"l","h","Match","You","TRAINING","You","You","Diamond","Triangle","Star","Circle","Top","m",1.65,1,1650,"You","Stranger"
"1964",7,"Male",27,"l","h","Match","You","TRAINING","You","You","Diamond","Triangle","Star","Circle","Bottom","m",1.133,1,1133,"You","Stranger"
"1965",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Top","m",1.15,1,1150,"You","Stranger"
"1966",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Top","m",0.65,1,650,"You","Stranger"
"1967",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Bottom","m",0.633,1,633,"You","Stranger"
"1968",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Bottom","m",0.484,1,484,"You","Stranger"
"1969",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Top","m",0.667,1,667,"You","Stranger"
"1970",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Top","n",1.017,0,1017,"You","Stranger"
"1971",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Bottom","m",0.767,1,767,"You","Stranger"
"1972",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Bottom","m",1.067,1,1067,"You","Stranger"
"1973",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Top","m",0.684,1,684,"You","Stranger"
"1974",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Top","m",1.167,1,1167,"You","Stranger"
"1975",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Bottom","m",1.1,1,1100,"You","Stranger"
"1976",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Bottom","m",0.917,1,917,"You","Stranger"
"1977",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Bottom","m",0.8,1,800,"You","Stranger"
"1978",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Top","m",0.683,1,683,"You","Stranger"
"1979",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Bottom","m",0.584,1,584,"You","Stranger"
"1980",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Bottom","m",0.817,1,817,"You","Stranger"
"1981",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Top","m",0.617,1,617,"You","Stranger"
"1982",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Top","m",1.25,1,1250,"You","Stranger"
"1983",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Bottom","m",0.834,1,834,"You","Stranger"
"1984",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Top","m",0.667,1,667,"You","Stranger"
"1985",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Bottom","m",0.85,1,850,"You","Stranger"
"1986",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Top","m",0.683,1,683,"You","Stranger"
"1987",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Top","m",0.734,1,734,"You","Stranger"
"1988",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Bottom","m",1.067,1,1067,"You","Stranger"
"1989",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Top","m",0.834,1,834,"You","Stranger"
"1990",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Bottom","m",0.6,1,600,"You","Stranger"
"1991",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Top","m",0.75,1,750,"You","Stranger"
"1992",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Bottom","m",0.667,1,667,"You","Stranger"
"1993",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Bottom","m",0.75,1,750,"You","Stranger"
"1994",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Top","m",0.65,1,650,"You","Stranger"
"1995",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Top","m",0.633,1,633,"You","Stranger"
"1996",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Bottom","m",0.584,1,584,"You","Stranger"
"1997",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Top","m",0.667,1,667,"You","Stranger"
"1998",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Bottom","m",0.933,1,933,"You","Stranger"
"1999",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Top","m",0.55,1,550,"You","Stranger"
"2000",7,"Male",27,"l","h","Match","You","EXPERIMENT","You","You","Diamond","Triangle","Star","Circle","Bottom","m",0.617,1,617,"You","Stranger"
"2001",7,"Male",27,"l","h","Mismatch","Self","TRAINING","We","Self","Diamond","Triangle","Star","Circle","Top","n",0.867,1,867,"Self","Self"
"2002",7,"Male",27,"l","h","Mismatch","Self","TRAINING","They","Self","Diamond","Triangle","Star","Circle","Top","n",0.833,1,833,"Self","Self"
"2003",7,"Male",27,"l","h","Mismatch","Self","TRAINING","You","Self","Diamond","Triangle","Star","Circle","Bottom","n",1.05,1,1050,"Self","Self"
"2004",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","You","Self","Diamond","Triangle","Star","Circle","Top","n",1.234,1,1234,"Self","Self"
"2005",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","We","Self","Diamond","Triangle","Star","Circle","Top","n",0.983,1,983,"Self","Self"
"2006",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","We","Self","Diamond","Triangle","Star","Circle","Top","n",0.85,1,850,"Self","Self"
"2007",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","You","Self","Diamond","Triangle","Star","Circle","Bottom","m",0.65,0,650,"Self","Self"
"2008",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","We","Self","Diamond","Triangle","Star","Circle","Bottom","n",0.784,1,784,"Self","Self"
"2009",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","You","Self","Diamond","Triangle","Star","Circle","Bottom","m",0.883,0,883,"Self","Self"
"2010",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","We","Self","Diamond","Triangle","Star","Circle","Bottom","n",0.933,1,933,"Self","Self"
"2011",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","You","Self","Diamond","Triangle","Star","Circle","Top","m",0.683,0,683,"Self","Self"
"2012",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","They","Self","Diamond","Triangle","Star","Circle","Top","n",0.7,1,700,"Self","Self"
"2013",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","They","Self","Diamond","Triangle","Star","Circle","Top","n",0.633,1,633,"Self","Self"
"2014",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","They","Self","Diamond","Triangle","Star","Circle","Bottom","n",0.684,1,684,"Self","Self"
"2015",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","They","Self","Diamond","Triangle","Star","Circle","Bottom","n",0.783,1,783,"Self","Self"
"2016",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","You","Self","Diamond","Triangle","Star","Circle","Top","n",0.617,1,617,"Self","Self"
"2017",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","We","Self","Diamond","Triangle","Star","Circle","Bottom","n",1.35,1,1350,"Self","Self"
"2018",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","We","Self","Diamond","Triangle","Star","Circle","Top","n",1.3,1,1300,"Self","Self"
"2019",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","They","Self","Diamond","Triangle","Star","Circle","Top","n",0.783,1,783,"Self","Self"
"2020",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","You","Self","Diamond","Triangle","Star","Circle","Bottom","n",1.15,1,1150,"Self","Self"
"2021",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","You","Self","Diamond","Triangle","Star","Circle","Bottom","n",0.95,1,950,"Self","Self"
"2022",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","They","Self","Diamond","Triangle","Star","Circle","Top","n",0.667,1,667,"Self","Self"
"2023",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","We","Self","Diamond","Triangle","Star","Circle","Bottom","n",0.85,1,850,"Self","Self"
"2024",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","They","Self","Diamond","Triangle","Star","Circle","Bottom","n",0.667,1,667,"Self","Self"
"2025",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","They","Self","Diamond","Triangle","Star","Circle","Bottom","n",0.683,1,683,"Self","Self"
"2026",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","We","Self","Diamond","Triangle","Star","Circle","Top","n",0.75,1,750,"Self","Self"
"2027",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","You","Self","Diamond","Triangle","Star","Circle","Top","m",0.734,0,734,"Self","Self"
"2028",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","You","Self","Diamond","Triangle","Star","Circle","Top","n",1.083,1,1083,"Self","Self"
"2029",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","You","Self","Diamond","Triangle","Star","Circle","Top","n",0.833,1,833,"Self","Self"
"2030",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","You","Self","Diamond","Triangle","Star","Circle","Bottom","m",0.9,0,900,"Self","Self"
"2031",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","We","Self","Diamond","Triangle","Star","Circle","Top","n",1.117,1,1117,"Self","Self"
"2032",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","We","Self","Diamond","Triangle","Star","Circle","Bottom","n",0.684,1,684,"Self","Self"
"2033",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","They","Self","Diamond","Triangle","Star","Circle","Bottom","n",0.617,1,617,"Self","Self"
"2034",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","They","Self","Diamond","Triangle","Star","Circle","Bottom","n",0.65,1,650,"Self","Self"
"2035",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","We","Self","Diamond","Triangle","Star","Circle","Bottom","n",0.717,1,717,"Self","Self"
"2036",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","We","Self","Diamond","Triangle","Star","Circle","Top","n",0.817,1,817,"Self","Self"
"2037",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","You","Self","Diamond","Triangle","Star","Circle","Bottom","m",0.584,0,584,"Self","Self"
"2038",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","They","Self","Diamond","Triangle","Star","Circle","Top","n",0.75,1,750,"Self","Self"
"2039",7,"Male",27,"l","h","Mismatch","Self","EXPERIMENT","They","Self","Diamond","Triangle","Star","Circle","Top","n",0.65,1,650,"Self","Self"
"2040",7,"Male",27,"l","h","Mismatch","They","TRAINING","We","They","Diamond","Triangle","Star","Circle","Bottom","n",1.017,1,1017,"They","Group-Stranger"
"2041",7,"Male",27,"l","h","Mismatch","They","TRAINING","Self","They","Diamond","Triangle","Star","Circle","Top","n",0.983,1,983,"They","Group-Stranger"
"2042",7,"Male",27,"l","h","Mismatch","They","TRAINING","You","They","Diamond","Triangle","Star","Circle","Top","n",0.717,1,717,"They","Group-Stranger"
"2043",7,"Male",27,"l","h","Mismatch","They","EXPERIMENT","Self","They","Diamond","Triangle","Star","Circle","Top","n",0.783,1,783,"They","Group-Stranger"
"2044",7,"Male",27,"l","h","Mismatch","They","EXPERIMENT","We","They","Diamond","Triangle","Star","Circle","Bottom","n",0.917,1,917,"They","Group-Stranger"
"2045",7,"Male",27,"l","h","Mismatch","They","EXPERIMENT","You","They","Diamond","Triangle","Star","Circle","Bottom","m",0.717,0,717,"They","Group-Stranger"
"2046",7,"Male",27,"l","h","Mismatch","They","EXPERIMENT","We","They","Diamond","Triangle","Star","Circle","Top","n",0.967,1,967,"They","Group-Stranger"
"2047",7,"Male",27,"l","h","Mismatch","They","EXPERIMENT","Self","They","Diamond","Triangle","Star","Circle","Top","n",0.85,1,850,"They","Group-Stranger"
"2048",7,"Male",27,"l","h","Mismatch","They","EXPERIMENT","We","They","Diamond","Triangle","Star","Circle","Bottom","n",1.267,1,1267,"They","Group-Stranger"
"2049",7,"Male",27,"l","h","Mismatch","They","EXPERIMENT","You","They","Diamond","Triangle","Star","Circle","Top","n",0.95,1,950,"They","Group-Stranger"
"2050",7,"Male",27,"l","h","Mismatch","They","EXPERIMENT","We","They","Diamond","Triangle","Star","Circle","Top","n",1.35,1,1350,"They","Group-Stranger"
