"","Subject","Gender","Age","Handedness","First_Language","Matching","Origin_Identity","Phase","Shape","Label","WeShape","SelfShape","TheyShape","AloneShape","ShapeLoc","Response","RT_sec","ACC","RT_ms","English_Identity","Standarlized_Identity"
"4738",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Top","n",0.633,1,633,"You","Stranger"
"4739",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Bottom","n",0.634,1,634,"You","Stranger"
"4740",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Bottom","n",0.684,1,684,"You","Stranger"
"4741",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Top","n",0.717,1,717,"You","Stranger"
"4742",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Top","n",0.634,1,634,"You","Stranger"
"4743",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Bottom","n",0.784,1,784,"You","Stranger"
"4744",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Top","n",0.617,1,617,"You","Stranger"
"4745",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Bottom","n",0.667,1,667,"You","Stranger"
"4746",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Top","n",0.867,1,867,"You","Stranger"
"4747",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Bottom","n",0.75,1,750,"You","Stranger"
"4748",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Bottom","n",0.7,1,700,"You","Stranger"
"4749",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Bottom","n",0.567,1,567,"You","Stranger"
"4750",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Top","n",0.584,1,584,"You","Stranger"
"4751",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Bottom","n",0.667,1,667,"You","Stranger"
"4752",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Top","n",0.65,1,650,"You","Stranger"
"4753",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Top","n",0.7,1,700,"You","Stranger"
"4754",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Bottom","n",0.567,1,567,"You","Stranger"
"4755",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Top","n",0.517,1,517,"You","Stranger"
"4756",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Top","n",0.55,1,550,"You","Stranger"
"4757",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Top","n",0.984,1,984,"You","Stranger"
"4758",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Bottom","n",0.567,1,567,"You","Stranger"
"4759",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Bottom","n",0.617,1,617,"You","Stranger"
"4760",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Bottom","n",0.633,1,633,"You","Stranger"
"4761",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Top","n",0.684,1,684,"You","Stranger"
"4762",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Top","n",0.584,1,584,"You","Stranger"
"4763",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Top","n",0.584,1,584,"You","Stranger"
"4764",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Top","n",0.65,1,650,"You","Stranger"
"4765",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Bottom","n",0.584,1,584,"You","Stranger"
"4766",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Bottom","n",0.567,1,567,"You","Stranger"
"4767",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Bottom","n",0.567,1,567,"You","Stranger"
"4768",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Top","n",0.617,1,617,"You","Stranger"
"4769",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Bottom","n",1.4,1,1400,"You","Stranger"
"4770",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Bottom","n",0.484,1,484,"You","Stranger"
"4771",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Bottom","n",0.65,1,650,"You","Stranger"
"4772",16,"Female",21,"r","h","Match","You","EXPERIMENT","You","You","Star","Triangle","Diamond","Circle","Top","n",0.567,1,567,"You","Stranger"
"4773",16,"Female",21,"r","h","Mismatch","Self","TRAINING","You","Self","Star","Triangle","Diamond","Circle","Bottom","m",0.767,1,767,"Self","Self"
"4774",16,"Female",21,"r","h","Mismatch","Self","TRAINING","We","Self","Star","Triangle","Diamond","Circle","Top","n",0.717,0,717,"Self","Self"
"4775",16,"Female",21,"r","h","Mismatch","Self","TRAINING","They","Self","Star","Triangle","Diamond","Circle","Top","m",1,1,1000,"Self","Self"
"4776",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","We","Self","Star","Triangle","Diamond","Circle","Bottom","m",0.583,1,583,"Self","Self"
"4777",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","You","Self","Star","Triangle","Diamond","Circle","Top","n",0.65,0,650,"Self","Self"
"4778",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","They","Self","Star","Triangle","Diamond","Circle","Bottom","m",0.717,1,717,"Self","Self"
"4779",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","We","Self","Star","Triangle","Diamond","Circle","Top","m",0.883,1,883,"Self","Self"
"4780",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","They","Self","Star","Triangle","Diamond","Circle","Bottom","m",0.833,1,833,"Self","Self"
"4781",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","They","Self","Star","Triangle","Diamond","Circle","Top","m",0.784,1,784,"Self","Self"
"4782",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","We","Self","Star","Triangle","Diamond","Circle","Bottom","m",0.817,1,817,"Self","Self"
"4783",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","You","Self","Star","Triangle","Diamond","Circle","Bottom","m",0.783,1,783,"Self","Self"
"4784",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","We","Self","Star","Triangle","Diamond","Circle","Top","m",0.85,1,850,"Self","Self"
"4785",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","They","Self","Star","Triangle","Diamond","Circle","Top","m",0.817,1,817,"Self","Self"
"4786",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","You","Self","Star","Triangle","Diamond","Circle","Bottom","n",0.683,0,683,"Self","Self"
"4787",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","You","Self","Star","Triangle","Diamond","Circle","Top","m",1.034,1,1034,"Self","Self"
"4788",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","They","Self","Star","Triangle","Diamond","Circle","Top","m",0.967,1,967,"Self","Self"
"4789",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","They","Self","Star","Triangle","Diamond","Circle","Top","m",0.717,1,717,"Self","Self"
"4790",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","You","Self","Star","Triangle","Diamond","Circle","Top","n",0.867,0,867,"Self","Self"
"4791",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","We","Self","Star","Triangle","Diamond","Circle","Bottom","m",0.783,1,783,"Self","Self"
"4792",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","We","Self","Star","Triangle","Diamond","Circle","Top","m",0.767,1,767,"Self","Self"
"4793",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","You","Self","Star","Triangle","Diamond","Circle","Top","m",0.617,1,617,"Self","Self"
"4794",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","They","Self","Star","Triangle","Diamond","Circle","Bottom","m",0.767,1,767,"Self","Self"
"4795",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","You","Self","Star","Triangle","Diamond","Circle","Bottom","m",0.7,1,700,"Self","Self"
"4796",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","They","Self","Star","Triangle","Diamond","Circle","Bottom","m",0.8,1,800,"Self","Self"
"4797",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","We","Self","Star","Triangle","Diamond","Circle","Bottom","m",0.867,1,867,"Self","Self"
"4798",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","We","Self","Star","Triangle","Diamond","Circle","Top","m",0.7,1,700,"Self","Self"
"4799",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","You","Self","Star","Triangle","Diamond","Circle","Bottom","m",0.683,1,683,"Self","Self"
"4800",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","You","Self","Star","Triangle","Diamond","Circle","Bottom","m",0.867,1,867,"Self","Self"
"4801",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","We","Self","Star","Triangle","Diamond","Circle","Bottom","m",0.75,1,750,"Self","Self"
"4802",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","You","Self","Star","Triangle","Diamond","Circle","Top","m",0.7,1,700,"Self","Self"
"4803",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","They","Self","Star","Triangle","Diamond","Circle","Bottom","m",0.784,1,784,"Self","Self"
"4804",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","We","Self","Star","Triangle","Diamond","Circle","Top","m",0.817,1,817,"Self","Self"
"4805",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","They","Self","Star","Triangle","Diamond","Circle","Bottom","m",0.734,1,734,"Self","Self"
"4806",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","They","Self","Star","Triangle","Diamond","Circle","Top","m",0.817,1,817,"Self","Self"
"4807",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","They","Self","Star","Triangle","Diamond","Circle","Top","m",0.934,1,934,"Self","Self"
"4808",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","We","Self","Star","Triangle","Diamond","Circle","Top","m",0.75,1,750,"Self","Self"
"4809",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","You","Self","Star","Triangle","Diamond","Circle","Bottom","n",0.917,0,917,"Self","Self"
"4810",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","You","Self","Star","Triangle","Diamond","Circle","Top","m",0.817,1,817,"Self","Self"
"4811",16,"Female",21,"r","h","Mismatch","Self","EXPERIMENT","We","Self","Star","Triangle","Diamond","Circle","Bottom","m",0.667,1,667,"Self","Self"
"4812",16,"Female",21,"r","h","Mismatch","They","TRAINING","We","They","Star","Triangle","Diamond","Circle","Bottom","m",1.333,1,1333,"They","Group-Stranger"
"4813",16,"Female",21,"r","h","Mismatch","They","TRAINING","You","They","Star","Triangle","Diamond","Circle","Top","n",1.067,0,1067,"They","Group-Stranger"
"4814",16,"Female",21,"r","h","Mismatch","They","TRAINING","Self","They","Star","Triangle","Diamond","Circle","Top","m",1.333,1,1333,"They","Group-Stranger"
"4815",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","Self","They","Star","Triangle","Diamond","Circle","Bottom","m",0.817,1,817,"They","Group-Stranger"
"4816",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","Self","They","Star","Triangle","Diamond","Circle","Top","m",0.767,1,767,"They","Group-Stranger"
"4817",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","We","They","Star","Triangle","Diamond","Circle","Top","m",0.8,1,800,"They","Group-Stranger"
"4818",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","You","They","Star","Triangle","Diamond","Circle","Bottom","m",0.8,1,800,"They","Group-Stranger"
"4819",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","Self","They","Star","Triangle","Diamond","Circle","Top","m",0.917,1,917,"They","Group-Stranger"
"4820",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","You","They","Star","Triangle","Diamond","Circle","Bottom","m",0.65,1,650,"They","Group-Stranger"
"4821",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","We","They","Star","Triangle","Diamond","Circle","Top","m",0.883,1,883,"They","Group-Stranger"
"4822",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","We","They","Star","Triangle","Diamond","Circle","Bottom","m",0.7,1,700,"They","Group-Stranger"
"4823",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","Self","They","Star","Triangle","Diamond","Circle","Bottom","m",0.617,1,617,"They","Group-Stranger"
"4824",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","You","They","Star","Triangle","Diamond","Circle","Top","None",NA,3,NA,"They","Group-Stranger"
"4825",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","We","They","Star","Triangle","Diamond","Circle","Bottom","m",0.833,1,833,"They","Group-Stranger"
"4826",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","You","They","Star","Triangle","Diamond","Circle","Top","m",0.617,1,617,"They","Group-Stranger"
"4827",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","We","They","Star","Triangle","Diamond","Circle","Top","m",0.8,1,800,"They","Group-Stranger"
"4828",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","We","They","Star","Triangle","Diamond","Circle","Bottom","m",1.033,1,1033,"They","Group-Stranger"
"4829",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","Self","They","Star","Triangle","Diamond","Circle","Top","m",0.7,1,700,"They","Group-Stranger"
"4830",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","Self","They","Star","Triangle","Diamond","Circle","Bottom","m",0.734,1,734,"They","Group-Stranger"
"4831",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","We","They","Star","Triangle","Diamond","Circle","Bottom","m",0.733,1,733,"They","Group-Stranger"
"4832",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","You","They","Star","Triangle","Diamond","Circle","Top","m",0.717,1,717,"They","Group-Stranger"
"4833",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","Self","They","Star","Triangle","Diamond","Circle","Bottom","m",0.734,1,734,"They","Group-Stranger"
"4834",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","Self","They","Star","Triangle","Diamond","Circle","Top","m",0.717,1,717,"They","Group-Stranger"
"4835",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","You","They","Star","Triangle","Diamond","Circle","Bottom","m",0.9,1,900,"They","Group-Stranger"
"4836",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","You","They","Star","Triangle","Diamond","Circle","Top","m",0.817,1,817,"They","Group-Stranger"
"4837",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","You","They","Star","Triangle","Diamond","Circle","Bottom","m",0.667,1,667,"They","Group-Stranger"
"4838",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","We","They","Star","Triangle","Diamond","Circle","Top","m",0.55,1,550,"They","Group-Stranger"
"4839",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","You","They","Star","Triangle","Diamond","Circle","Top","m",0.783,1,783,"They","Group-Stranger"
"4840",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","We","They","Star","Triangle","Diamond","Circle","Top","m",0.884,1,884,"They","Group-Stranger"
"4841",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","Self","They","Star","Triangle","Diamond","Circle","Top","m",0.75,1,750,"They","Group-Stranger"
"4842",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","Self","They","Star","Triangle","Diamond","Circle","Bottom","m",0.867,1,867,"They","Group-Stranger"
"4843",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","Self","They","Star","Triangle","Diamond","Circle","Bottom","m",0.817,1,817,"They","Group-Stranger"
"4844",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","You","They","Star","Triangle","Diamond","Circle","Bottom","m",0.8,1,800,"They","Group-Stranger"
"4845",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","Self","They","Star","Triangle","Diamond","Circle","Top","n",0.7,0,700,"They","Group-Stranger"
"4846",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","We","They","Star","Triangle","Diamond","Circle","Bottom","m",0.7,1,700,"They","Group-Stranger"
"4847",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","We","They","Star","Triangle","Diamond","Circle","Bottom","m",1.317,1,1317,"They","Group-Stranger"
"4848",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","We","They","Star","Triangle","Diamond","Circle","Top","m",0.983,1,983,"They","Group-Stranger"
"4849",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","You","They","Star","Triangle","Diamond","Circle","Top","m",0.684,1,684,"They","Group-Stranger"
"4850",16,"Female",21,"r","h","Mismatch","They","EXPERIMENT","You","They","Star","Triangle","Diamond","Circle","Bottom","m",0.883,1,883,"They","Group-Stranger"
"4851",16,"Female",21,"r","h","Mismatch","We","TRAINING","They","We","Star","Triangle","Diamond","Circle","Bottom","m",1.017,1,1017,"We","Group-Self"
"4852",16,"Female",21,"r","h","Mismatch","We","TRAINING","You","We","Star","Triangle","Diamond","Circle","Top","m",1.016,1,1016,"We","Group-Self"
"4853",16,"Female",21,"r","h","Mismatch","We","TRAINING","Self","We","Star","Triangle","Diamond","Circle","Bottom","m",1.1,1,1100,"We","Group-Self"
"4854",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","You","We","Star","Triangle","Diamond","Circle","Top","m",0.817,1,817,"We","Group-Self"
"4855",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","Self","We","Star","Triangle","Diamond","Circle","Top","m",0.867,1,867,"We","Group-Self"
"4856",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","You","We","Star","Triangle","Diamond","Circle","Bottom","m",1.25,1,1250,"We","Group-Self"
"4857",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","You","We","Star","Triangle","Diamond","Circle","Bottom","m",0.734,1,734,"We","Group-Self"
"4858",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","They","We","Star","Triangle","Diamond","Circle","Top","m",1,1,1000,"We","Group-Self"
"4859",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","They","We","Star","Triangle","Diamond","Circle","Bottom","m",0.884,1,884,"We","Group-Self"
"4860",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","They","We","Star","Triangle","Diamond","Circle","Top","m",0.783,1,783,"We","Group-Self"
"4861",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","Self","We","Star","Triangle","Diamond","Circle","Bottom","m",0.65,1,650,"We","Group-Self"
"4862",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","You","We","Star","Triangle","Diamond","Circle","Top","m",0.8,1,800,"We","Group-Self"
"4863",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","Self","We","Star","Triangle","Diamond","Circle","Bottom","m",0.75,1,750,"We","Group-Self"
"4864",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","They","We","Star","Triangle","Diamond","Circle","Bottom","m",1.067,1,1067,"We","Group-Self"
"4865",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","Self","We","Star","Triangle","Diamond","Circle","Top","m",0.7,1,700,"We","Group-Self"
"4866",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","You","We","Star","Triangle","Diamond","Circle","Top","m",0.733,1,733,"We","Group-Self"
"4867",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","They","We","Star","Triangle","Diamond","Circle","Top","m",0.9,1,900,"We","Group-Self"
"4868",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","They","We","Star","Triangle","Diamond","Circle","Bottom","m",0.717,1,717,"We","Group-Self"
"4869",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","Self","We","Star","Triangle","Diamond","Circle","Top","m",0.7,1,700,"We","Group-Self"
"4870",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","They","We","Star","Triangle","Diamond","Circle","Bottom","m",0.617,1,617,"We","Group-Self"
"4871",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","Self","We","Star","Triangle","Diamond","Circle","Bottom","m",0.684,1,684,"We","Group-Self"
"4872",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","You","We","Star","Triangle","Diamond","Circle","Bottom","m",0.667,1,667,"We","Group-Self"
"4873",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","Self","We","Star","Triangle","Diamond","Circle","Top","m",0.9,1,900,"We","Group-Self"
"4874",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","Self","We","Star","Triangle","Diamond","Circle","Bottom","m",0.683,1,683,"We","Group-Self"
"4875",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","You","We","Star","Triangle","Diamond","Circle","Bottom","m",0.75,1,750,"We","Group-Self"
"4876",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","You","We","Star","Triangle","Diamond","Circle","Top","m",0.767,1,767,"We","Group-Self"
"4877",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","They","We","Star","Triangle","Diamond","Circle","Top","m",0.717,1,717,"We","Group-Self"
"4878",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","You","We","Star","Triangle","Diamond","Circle","Top","m",0.85,1,850,"We","Group-Self"
"4879",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","They","We","Star","Triangle","Diamond","Circle","Top","m",0.6,1,600,"We","Group-Self"
"4880",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","Self","We","Star","Triangle","Diamond","Circle","Bottom","m",0.767,1,767,"We","Group-Self"
"4881",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","They","We","Star","Triangle","Diamond","Circle","Bottom","m",0.834,1,834,"We","Group-Self"
"4882",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","They","We","Star","Triangle","Diamond","Circle","Top","m",0.8,1,800,"We","Group-Self"
"4883",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","You","We","Star","Triangle","Diamond","Circle","Bottom","m",0.617,1,617,"We","Group-Self"
"4884",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","You","We","Star","Triangle","Diamond","Circle","Top","m",1,1,1000,"We","Group-Self"
"4885",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","Self","We","Star","Triangle","Diamond","Circle","Bottom","m",0.8,1,800,"We","Group-Self"
"4886",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","Self","We","Star","Triangle","Diamond","Circle","Top","m",0.7,1,700,"We","Group-Self"
"4887",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","They","We","Star","Triangle","Diamond","Circle","Bottom","m",0.667,1,667,"We","Group-Self"
"4888",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","You","We","Star","Triangle","Diamond","Circle","Bottom","m",0.867,1,867,"We","Group-Self"
"4889",16,"Female",21,"r","h","Mismatch","We","EXPERIMENT","Self","We","Star","Triangle","Diamond","Circle","Top","m",0.667,1,667,"We","Group-Self"
"4890",16,"Female",21,"r","h","Mismatch","You","TRAINING","We","You","Star","Triangle","Diamond","Circle","Top","m",0.967,1,967,"You","Stranger"
"4891",16,"Female",21,"r","h","Mismatch","You","TRAINING","Self","You","Star","Triangle","Diamond","Circle","Top","m",1.117,1,1117,"You","Stranger"
"4892",16,"Female",21,"r","h","Mismatch","You","TRAINING","They","You","Star","Triangle","Diamond","Circle","Bottom","m",0.883,1,883,"You","Stranger"
"4893",16,"Female",21,"r","h","Mismatch","You","EXPERIMENT","We","You","Star","Triangle","Diamond","Circle","Bottom","m",1.1,1,1100,"You","Stranger"
"4894",16,"Female",21,"r","h","Mismatch","You","EXPERIMENT","Self","You","Star","Triangle","Diamond","Circle","Bottom","m",1,1,1000,"You","Stranger"
"4895",16,"Female",21,"r","h","Mismatch","You","EXPERIMENT","They","You","Star","Triangle","Diamond","Circle","Bottom","m",0.95,1,950,"You","Stranger"
"4896",16,"Female",21,"r","h","Mismatch","You","EXPERIMENT","We","You","Star","Triangle","Diamond","Circle","Top","n",0.817,0,817,"You","Stranger"
"4897",16,"Female",21,"r","h","Mismatch","You","EXPERIMENT","Self","You","Star","Triangle","Diamond","Circle","Top","m",0.8,1,800,"You","Stranger"
"4898",16,"Female",21,"r","h","Mismatch","You","EXPERIMENT","Self","You","Star","Triangle","Diamond","Circle","Bottom","m",0.75,1,750,"You","Stranger"
"4899",16,"Female",21,"r","h","Mismatch","You","EXPERIMENT","We","You","Star","Triangle","Diamond","Circle","Bottom","m",0.933,1,933,"You","Stranger"
"4900",16,"Female",21,"r","h","Mismatch","You","EXPERIMENT","Self","You","Star","Triangle","Diamond","Circle","Top","n",0.534,0,534,"You","Stranger"
"4901",16,"Female",21,"r","h","Mismatch","You","EXPERIMENT","They","You","Star","Triangle","Diamond","Circle","Top","n",0.784,0,784,"You","Stranger"
"4902",16,"Female",21,"r","h","Mismatch","You","EXPERIMENT","We","You","Star","Triangle","Diamond","Circle","Top","m",0.8,1,800,"You","Stranger"
"4903",16,"Female",21,"r","h","Mismatch","You","EXPERIMENT","They","You","Star","Triangle","Diamond","Circle","Bottom","m",0.933,1,933,"You","Stranger"
"4904",16,"Female",21,"r","h","Mismatch","You","EXPERIMENT","They","You","Star","Triangle","Diamond","Circle","Top","m",0.8,1,800,"You","Stranger"
"4905",16,"Female",21,"r","h","Mismatch","You","EXPERIMENT","Self","You","Star","Triangle","Diamond","Circle","Bottom","m",0.833,1,833,"You","Stranger"
"4906",16,"Female",21,"r","h","Mismatch","You","EXPERIMENT","They","You","Star","Triangle","Diamond","Circle","Bottom","m",0.817,1,817,"You","Stranger"
"4907",16,"Female",21,"r","h","Mismatch","You","EXPERIMENT","They","You","Star","Triangle","Diamond","Circle","Top","m",0.767,1,767,"You","Stranger"
"4908",16,"Female",21,"r","h","Mismatch","You","EXPERIMENT","We","You","Star","Triangle","Diamond","Circle","Top","m",0.7,1,700,"You","Stranger"
"4909",16,"Female",21,"r","h","Mismatch","You","EXPERIMENT","We","You","Star","Triangle","Diamond","Circle","Bottom","m",0.6,1,600,"You","Stranger"
"4910",16,"Female",21,"r","h","Mismatch","You","EXPERIMENT","Self","You","Star","Triangle","Diamond","Circle","Top","m",0.717,1,717,"You","Stranger"
"4911",16,"Female",21,"r","h","Mismatch","You","EXPERIMENT","Self","You","Star","Triangle","Diamond","Circle","Bottom","m",0.617,1,617,"You","Stranger"
"4912",16,"Female",21,"r","h","Mismatch","You","EXPERIMENT","We","You","Star","Triangle","Diamond","Circle","Bottom","m",0.75,1,750,"You","Stranger"
"4913",16,"Female",21,"r","h","Mismatch","You","EXPERIMENT","We","You","Star","Triangle","Diamond","Circle","Top","m",0.717,1,717,"You","Stranger"
