"","Subject","Age","Gender","Matching","Identity","Session","RT_ms","RT_sec","ACC"
"1",2801,20,"female","Matching","Self","1",523,0.523,1
"2",2801,20,"female","Matching","Self","1",497,0.497,1
"3",2801,20,"female","Matching","Self","1",902,0.902,1
"4",2801,20,"female","Matching","Self","1",0,0,0
"5",2801,20,"female","Matching","Self","1",658,0.658,1
"6",2801,20,"female","Matching","Self","1",750,0.75,1
"7",2801,20,"female","Matching","Self","1",588,0.588,1
"8",2801,20,"female","Matching","Self","1",643,0.643,1
"9",2801,20,"female","Matching","Self","1",508,0.508,1
"10",2801,20,"female","Matching","Self","1",604,0.604,1
"11",2801,20,"female","Matching","Self","1",359,0.359,1
"12",2801,20,"female","Matching","Self","1",547,0.547,1
"13",2801,20,"female","Matching","Self","1",635,0.635,1
"14",2801,20,"female","Matching","Self","1",385,0.385,1
"15",2801,20,"female","Matching","Self","1",437,0.437,1
"16",2801,20,"female","Matching","Self","1",495,0.495,1
"17",2801,20,"female","Matching","Self","1",584,0.584,1
"18",2801,20,"female","Matching","Self","1",577,0.577,1
"19",2801,20,"female","Matching","Self","1",518,0.518,1
"20",2801,20,"female","Matching","Self","1",463,0.463,1
"21",2801,20,"female","Matching","Self","1",911,0.911,1
"22",2801,20,"female","Matching","Self","1",830,0.83,1
"23",2801,20,"female","Matching","Self","1",682,0.682,1
"24",2801,20,"female","Matching","Self","1",694,0.694,1
"25",2801,20,"female","Matching","Self","1",830,0.83,1
"26",2801,20,"female","Matching","Self","1",670,0.67,1
"27",2801,20,"female","Matching","Self","1",930,0.93,1
"28",2801,20,"female","Matching","Self","1",776,0.776,0
"29",2801,20,"female","Matching","Self","1",675,0.675,1
"30",2801,20,"female","Matching","Self","1",910,0.91,1
"31",2801,20,"female","Matching","Self","1",774,0.774,1
"32",2801,20,"female","Matching","Self","1",469,0.469,1
"33",2801,20,"female","Matching","Self","1",731,0.731,1
"34",2801,20,"female","Matching","Self","1",582,0.582,1
"35",2801,20,"female","Matching","Self","1",433,0.433,1
"36",2801,20,"female","Matching","Self","1",381,0.381,1
"37",2801,20,"female","Matching","Self","1",297,0.297,1
"38",2801,20,"female","Matching","Self","1",557,0.557,1
"39",2801,20,"female","Matching","Self","1",657,0.657,1
"40",2801,20,"female","Matching","Self","1",581,0.581,1
"41",2801,20,"female","Matching","Self","1",717,0.717,1
"42",2801,20,"female","Matching","Self","1",779,0.779,1
"43",2801,20,"female","Matching","Self","1",588,0.588,1
"44",2801,20,"female","Matching","Self","1",1138,1.138,1
"45",2801,20,"female","Matching","Self","1",564,0.564,1
"46",2801,20,"female","Matching","Self","1",738,0.738,1
"47",2801,20,"female","Matching","Self","1",580,0.58,1
"48",2801,20,"female","Matching","Self","1",730,0.73,1
"49",2801,20,"female","Matching","Self","1",485,0.485,1
"50",2801,20,"female","Matching","Self","1",795,0.795,0
"51",2801,20,"female","Matching","Self","1",422,0.422,1
"52",2801,20,"female","Matching","Self","1",772,0.772,1
"53",2801,20,"female","Matching","Self","1",575,0.575,1
"54",2801,20,"female","Matching","Self","1",621,0.621,0
"55",2801,20,"female","Matching","Self","1",702,0.702,1
"56",2801,20,"female","Matching","Self","1",653,0.653,1
"57",2801,20,"female","Matching","Self","1",654,0.654,1
"58",2801,20,"female","Matching","Self","1",772,0.772,1
"59",2801,20,"female","Matching","Self","1",606,0.606,1
"60",2801,20,"female","Matching","Self","1",556,0.556,1
"61",2801,20,"female","Matching","Self","2",612,0.612,1
"62",2801,20,"female","Matching","Self","2",546,0.546,1
"63",2801,20,"female","Matching","Self","2",535,0.535,1
"64",2801,20,"female","Matching","Self","2",534,0.534,1
"65",2801,20,"female","Matching","Self","2",695,0.695,1
"66",2801,20,"female","Matching","Self","2",725,0.725,1
"67",2801,20,"female","Matching","Self","2",601,0.601,1
"68",2801,20,"female","Matching","Self","2",525,0.525,1
"69",2801,20,"female","Matching","Self","2",705,0.705,1
"70",2801,20,"female","Matching","Self","2",553,0.553,1
"71",2801,20,"female","Matching","Self","2",441,0.441,1
"72",2801,20,"female","Matching","Self","2",583,0.583,1
"73",2801,20,"female","Matching","Self","2",481,0.481,1
"74",2801,20,"female","Matching","Self","2",551,0.551,1
"75",2801,20,"female","Matching","Self","2",526,0.526,1
"76",2801,20,"female","Matching","Self","2",616,0.616,1
"77",2801,20,"female","Matching","Self","2",725,0.725,1
"78",2801,20,"female","Matching","Self","2",518,0.518,1
"79",2801,20,"female","Matching","Self","2",728,0.728,1
"80",2801,20,"female","Matching","Self","2",472,0.472,1
"81",2801,20,"female","Matching","Self","2",688,0.688,1
"82",2801,20,"female","Matching","Self","2",740,0.74,1
"83",2801,20,"female","Matching","Self","2",522,0.522,1
"84",2801,20,"female","Matching","Self","2",1008,1.008,0
"85",2801,20,"female","Matching","Self","2",497,0.497,1
"86",2801,20,"female","Matching","Self","2",579,0.579,1
"87",2801,20,"female","Matching","Self","2",855,0.855,1
"88",2801,20,"female","Matching","Self","2",631,0.631,1
"89",2801,20,"female","Matching","Self","2",581,0.581,1
"90",2801,20,"female","Matching","Self","2",573,0.573,1
"91",2801,20,"female","Matching","Self","2",502,0.502,1
"92",2801,20,"female","Matching","Self","2",652,0.652,1
"93",2801,20,"female","Matching","Self","2",508,0.508,1
"94",2801,20,"female","Matching","Self","2",612,0.612,1
"95",2801,20,"female","Matching","Self","2",547,0.547,1
"96",2801,20,"female","Matching","Self","2",959,0.959,1
"97",2801,20,"female","Matching","Self","2",595,0.595,1
"98",2801,20,"female","Matching","Self","2",479,0.479,1
"99",2801,20,"female","Matching","Self","2",729,0.729,1
"100",2801,20,"female","Matching","Self","2",517,0.517,1
"101",2801,20,"female","Matching","Self","3",550,0.55,1
"102",2801,20,"female","Matching","Self","3",698,0.698,1
"103",2801,20,"female","Matching","Self","3",414,0.414,1
"104",2801,20,"female","Matching","Self","3",476,0.476,1
"105",2801,20,"female","Matching","Self","3",565,0.565,1
"106",2801,20,"female","Matching","Self","3",523,0.523,1
"107",2801,20,"female","Matching","Self","3",525,0.525,1
"108",2801,20,"female","Matching","Self","3",810,0.81,1
"109",2801,20,"female","Matching","Self","3",630,0.63,1
"110",2801,20,"female","Matching","Self","3",514,0.514,1
"111",2801,20,"female","Matching","Self","3",620,0.62,1
"112",2801,20,"female","Matching","Self","3",492,0.492,1
"113",2801,20,"female","Matching","Self","3",352,0.352,1
"114",2801,20,"female","Matching","Self","3",650,0.65,1
"115",2801,20,"female","Matching","Self","3",428,0.428,1
"116",2801,20,"female","Matching","Self","3",542,0.542,1
"117",2801,20,"female","Matching","Self","3",420,0.42,1
"118",2801,20,"female","Matching","Self","3",643,0.643,0
"119",2801,20,"female","Matching","Self","3",506,0.506,1
"120",2801,20,"female","Matching","Self","3",397,0.397,1
"121",2801,20,"female","Matching","Friend","1",692,0.692,1
"122",2801,20,"female","Matching","Friend","1",1124,1.124,1
"123",2801,20,"female","Matching","Friend","1",716,0.716,0
"124",2801,20,"female","Matching","Friend","1",1121,1.121,0
"125",2801,20,"female","Matching","Friend","1",984,0.984,1
"126",2801,20,"female","Matching","Friend","1",0,0,0
"127",2801,20,"female","Matching","Friend","1",870,0.87,1
"128",2801,20,"female","Matching","Friend","1",814,0.814,1
"129",2801,20,"female","Matching","Friend","1",698,0.698,0
"130",2801,20,"female","Matching","Friend","1",672,0.672,1
"131",2801,20,"female","Matching","Friend","1",1027,1.027,1
"132",2801,20,"female","Matching","Friend","1",1134,1.134,1
"133",2801,20,"female","Matching","Friend","1",853,0.853,0
"134",2801,20,"female","Matching","Friend","1",687,0.687,0
"135",2801,20,"female","Matching","Friend","1",737,0.737,0
"136",2801,20,"female","Matching","Friend","1",655,0.655,1
"137",2801,20,"female","Matching","Friend","1",885,0.885,1
"138",2801,20,"female","Matching","Friend","1",0,0,0
"139",2801,20,"female","Matching","Friend","1",554,0.554,1
"140",2801,20,"female","Matching","Friend","1",543,0.543,0
"141",2801,20,"female","Matching","Friend","1",659,0.659,1
"142",2801,20,"female","Matching","Friend","1",870,0.87,1
"143",2801,20,"female","Matching","Friend","1",1084,1.084,1
"144",2801,20,"female","Matching","Friend","1",0,0,0
"145",2801,20,"female","Matching","Friend","1",753,0.753,1
"146",2801,20,"female","Matching","Friend","1",0,0,0
"147",2801,20,"female","Matching","Friend","1",796,0.796,1
"148",2801,20,"female","Matching","Friend","1",1179,1.179,1
"149",2801,20,"female","Matching","Friend","1",925,0.925,1
"150",2801,20,"female","Matching","Friend","1",1049,1.049,1
"151",2801,20,"female","Matching","Friend","1",942,0.942,1
"152",2801,20,"female","Matching","Friend","1",756,0.756,1
"153",2801,20,"female","Matching","Friend","1",1078,1.078,1
"154",2801,20,"female","Matching","Friend","1",676,0.676,1
"155",2801,20,"female","Matching","Friend","1",757,0.757,1
"156",2801,20,"female","Matching","Friend","1",875,0.875,1
"157",2801,20,"female","Matching","Friend","1",855,0.855,1
"158",2801,20,"female","Matching","Friend","1",886,0.886,1
"159",2801,20,"female","Matching","Friend","1",0,0,0
"160",2801,20,"female","Matching","Friend","1",575,0.575,1
"161",2801,20,"female","Matching","Friend","1",957,0.957,1
"162",2801,20,"female","Matching","Friend","1",811,0.811,1
"163",2801,20,"female","Matching","Friend","1",700,0.7,1
"164",2801,20,"female","Matching","Friend","1",595,0.595,1
"165",2801,20,"female","Matching","Friend","1",908,0.908,0
"166",2801,20,"female","Matching","Friend","1",723,0.723,1
"167",2801,20,"female","Matching","Friend","1",772,0.772,1
"168",2801,20,"female","Matching","Friend","1",426,0.426,1
"169",2801,20,"female","Matching","Friend","1",653,0.653,1
"170",2801,20,"female","Matching","Friend","1",595,0.595,1
"171",2801,20,"female","Matching","Friend","1",766,0.766,1
"172",2801,20,"female","Matching","Friend","1",468,0.468,1
"173",2801,20,"female","Matching","Friend","1",894,0.894,1
"174",2801,20,"female","Matching","Friend","1",596,0.596,1
"175",2801,20,"female","Matching","Friend","1",647,0.647,1
"176",2801,20,"female","Matching","Friend","1",525,0.525,1
"177",2801,20,"female","Matching","Friend","1",733,0.733,1
"178",2801,20,"female","Matching","Friend","1",579,0.579,1
"179",2801,20,"female","Matching","Friend","1",718,0.718,1
"180",2801,20,"female","Matching","Friend","1",508,0.508,1
"181",2801,20,"female","Matching","Friend","2",1126,1.126,1
"182",2801,20,"female","Matching","Friend","2",772,0.772,1
"183",2801,20,"female","Matching","Friend","2",909,0.909,1
"184",2801,20,"female","Matching","Friend","2",743,0.743,1
"185",2801,20,"female","Matching","Friend","2",538,0.538,1
"186",2801,20,"female","Matching","Friend","2",721,0.721,1
"187",2801,20,"female","Matching","Friend","2",711,0.711,1
"188",2801,20,"female","Matching","Friend","2",791,0.791,1
"189",2801,20,"female","Matching","Friend","2",703,0.703,1
"190",2801,20,"female","Matching","Friend","2",479,0.479,1
"191",2801,20,"female","Matching","Friend","2",723,0.723,1
"192",2801,20,"female","Matching","Friend","2",648,0.648,1
"193",2801,20,"female","Matching","Friend","2",635,0.635,1
"194",2801,20,"female","Matching","Friend","2",711,0.711,1
"195",2801,20,"female","Matching","Friend","2",537,0.537,1
"196",2801,20,"female","Matching","Friend","2",844,0.844,1
"197",2801,20,"female","Matching","Friend","2",695,0.695,1
"198",2801,20,"female","Matching","Friend","2",531,0.531,1
"199",2801,20,"female","Matching","Friend","2",968,0.968,1
"200",2801,20,"female","Matching","Friend","2",566,0.566,1
"201",2801,20,"female","Matching","Friend","2",706,0.706,1
"202",2801,20,"female","Matching","Friend","2",966,0.966,0
"203",2801,20,"female","Matching","Friend","2",672,0.672,1
"204",2801,20,"female","Matching","Friend","2",799,0.799,1
"205",2801,20,"female","Matching","Friend","2",596,0.596,1
"206",2801,20,"female","Matching","Friend","2",877,0.877,1
"207",2801,20,"female","Matching","Friend","2",405,0.405,1
"208",2801,20,"female","Matching","Friend","2",647,0.647,1
"209",2801,20,"female","Matching","Friend","2",881,0.881,1
"210",2801,20,"female","Matching","Friend","2",379,0.379,1
"211",2801,20,"female","Matching","Friend","2",838,0.838,1
"212",2801,20,"female","Matching","Friend","2",0,0,0
"213",2801,20,"female","Matching","Friend","2",360,0.36,1
"214",2801,20,"female","Matching","Friend","2",786,0.786,1
"215",2801,20,"female","Matching","Friend","2",633,0.633,0
"216",2801,20,"female","Matching","Friend","2",795,0.795,1
"217",2801,20,"female","Matching","Friend","2",744,0.744,0
"218",2801,20,"female","Matching","Friend","2",557,0.557,0
"219",2801,20,"female","Matching","Friend","2",689,0.689,1
"220",2801,20,"female","Matching","Friend","2",737,0.737,1
"221",2801,20,"female","Matching","Friend","3",559,0.559,1
"222",2801,20,"female","Matching","Friend","3",639,0.639,1
"223",2801,20,"female","Matching","Friend","3",709,0.709,1
"224",2801,20,"female","Matching","Friend","3",689,0.689,1
"225",2801,20,"female","Matching","Friend","3",551,0.551,1
"226",2801,20,"female","Matching","Friend","3",1004,1.004,1
"227",2801,20,"female","Matching","Friend","3",770,0.77,1
"228",2801,20,"female","Matching","Friend","3",586,0.586,1
"229",2801,20,"female","Matching","Friend","3",616,0.616,1
"230",2801,20,"female","Matching","Friend","3",1078,1.078,1
"231",2801,20,"female","Matching","Friend","3",951,0.951,1
"232",2801,20,"female","Matching","Friend","3",641,0.641,1
"233",2801,20,"female","Matching","Friend","3",690,0.69,1
"234",2801,20,"female","Matching","Friend","3",598,0.598,1
"235",2801,20,"female","Matching","Friend","3",622,0.622,1
"236",2801,20,"female","Matching","Friend","3",394,0.394,1
"237",2801,20,"female","Matching","Friend","3",582,0.582,1
"238",2801,20,"female","Matching","Friend","3",855,0.855,1
"239",2801,20,"female","Matching","Friend","3",1052,1.052,1
"240",2801,20,"female","Matching","Friend","3",687,0.687,1
"241",2801,20,"female","Matching","Stranger","1",456,0.456,0
"242",2801,20,"female","Matching","Stranger","1",927,0.927,0
"243",2801,20,"female","Matching","Stranger","1",809,0.809,1
"244",2801,20,"female","Matching","Stranger","1",955,0.955,1
"245",2801,20,"female","Matching","Stranger","1",841,0.841,0
"246",2801,20,"female","Matching","Stranger","1",942,0.942,1
"247",2801,20,"female","Matching","Stranger","1",622,0.622,0
"248",2801,20,"female","Matching","Stranger","1",888,0.888,0
"249",2801,20,"female","Matching","Stranger","1",0,0,0
"250",2801,20,"female","Matching","Stranger","1",616,0.616,1
"251",2801,20,"female","Matching","Stranger","1",517,0.517,0
"252",2801,20,"female","Matching","Stranger","1",799,0.799,1
"253",2801,20,"female","Matching","Stranger","1",873,0.873,0
"254",2801,20,"female","Matching","Stranger","1",501,0.501,1
"255",2801,20,"female","Matching","Stranger","1",1019,1.019,1
"256",2801,20,"female","Matching","Stranger","1",729,0.729,1
"257",2801,20,"female","Matching","Stranger","1",835,0.835,1
"258",2801,20,"female","Matching","Stranger","1",963,0.963,0
"259",2801,20,"female","Matching","Stranger","1",723,0.723,1
"260",2801,20,"female","Matching","Stranger","1",425,0.425,1
"261",2801,20,"female","Matching","Stranger","1",1041,1.041,1
"262",2801,20,"female","Matching","Stranger","1",559,0.559,1
"263",2801,20,"female","Matching","Stranger","1",970,0.97,0
"264",2801,20,"female","Matching","Stranger","1",902,0.902,1
"265",2801,20,"female","Matching","Stranger","1",444,0.444,0
"266",2801,20,"female","Matching","Stranger","1",0,0,0
"267",2801,20,"female","Matching","Stranger","1",0,0,0
"268",2801,20,"female","Matching","Stranger","1",977,0.977,0
"269",2801,20,"female","Matching","Stranger","1",1155,1.155,0
"270",2801,20,"female","Matching","Stranger","1",0,0,0
"271",2801,20,"female","Matching","Stranger","1",0,0,0
"272",2801,20,"female","Matching","Stranger","1",0,0,0
"273",2801,20,"female","Matching","Stranger","1",1049,1.049,0
"274",2801,20,"female","Matching","Stranger","1",1125,1.125,1
"275",2801,20,"female","Matching","Stranger","1",1135,1.135,1
"276",2801,20,"female","Matching","Stranger","1",0,0,0
"277",2801,20,"female","Matching","Stranger","1",471,0.471,0
"278",2801,20,"female","Matching","Stranger","1",676,0.676,0
"279",2801,20,"female","Matching","Stranger","1",693,0.693,0
"280",2801,20,"female","Matching","Stranger","1",1171,1.171,1
"281",2801,20,"female","Matching","Stranger","1",1060,1.06,1
"282",2801,20,"female","Matching","Stranger","1",730,0.73,1
"283",2801,20,"female","Matching","Stranger","1",1108,1.108,1
"284",2801,20,"female","Matching","Stranger","1",594,0.594,1
"285",2801,20,"female","Matching","Stranger","1",892,0.892,1
"286",2801,20,"female","Matching","Stranger","1",706,0.706,1
"287",2801,20,"female","Matching","Stranger","1",796,0.796,1
"288",2801,20,"female","Matching","Stranger","1",698,0.698,1
"289",2801,20,"female","Matching","Stranger","1",708,0.708,1
"290",2801,20,"female","Matching","Stranger","1",770,0.77,1
"291",2801,20,"female","Matching","Stranger","1",847,0.847,1
"292",2801,20,"female","Matching","Stranger","1",1133,1.133,1
"293",2801,20,"female","Matching","Stranger","1",822,0.822,0
"294",2801,20,"female","Matching","Stranger","1",732,0.732,1
"295",2801,20,"female","Matching","Stranger","1",847,0.847,0
"296",2801,20,"female","Matching","Stranger","1",685,0.685,1
"297",2801,20,"female","Matching","Stranger","1",1029,1.029,1
"298",2801,20,"female","Matching","Stranger","1",619,0.619,1
"299",2801,20,"female","Matching","Stranger","1",766,0.766,1
"300",2801,20,"female","Matching","Stranger","1",852,0.852,1
"301",2801,20,"female","Matching","Stranger","2",434,0.434,1
"302",2801,20,"female","Matching","Stranger","2",935,0.935,1
"303",2801,20,"female","Matching","Stranger","2",972,0.972,1
"304",2801,20,"female","Matching","Stranger","2",666,0.666,1
"305",2801,20,"female","Matching","Stranger","2",852,0.852,1
"306",2801,20,"female","Matching","Stranger","2",1072,1.072,1
"307",2801,20,"female","Matching","Stranger","2",583,0.583,0
"308",2801,20,"female","Matching","Stranger","2",993,0.993,1
"309",2801,20,"female","Matching","Stranger","2",933,0.933,1
"310",2801,20,"female","Matching","Stranger","2",863,0.863,1
"311",2801,20,"female","Matching","Stranger","2",781,0.781,1
"312",2801,20,"female","Matching","Stranger","2",622,0.622,0
"313",2801,20,"female","Matching","Stranger","2",805,0.805,1
"314",2801,20,"female","Matching","Stranger","2",597,0.597,0
"315",2801,20,"female","Matching","Stranger","2",594,0.594,0
"316",2801,20,"female","Matching","Stranger","2",727,0.727,1
"317",2801,20,"female","Matching","Stranger","2",793,0.793,0
"318",2801,20,"female","Matching","Stranger","2",871,0.871,1
"319",2801,20,"female","Matching","Stranger","2",898,0.898,1
"320",2801,20,"female","Matching","Stranger","2",1068,1.068,0
"321",2801,20,"female","Matching","Stranger","2",704,0.704,0
"322",2801,20,"female","Matching","Stranger","2",678,0.678,1
"323",2801,20,"female","Matching","Stranger","2",969,0.969,1
"324",2801,20,"female","Matching","Stranger","2",867,0.867,0
"325",2801,20,"female","Matching","Stranger","2",672,0.672,1
"326",2801,20,"female","Matching","Stranger","2",596,0.596,0
"327",2801,20,"female","Matching","Stranger","2",721,0.721,1
"328",2801,20,"female","Matching","Stranger","2",555,0.555,0
"329",2801,20,"female","Matching","Stranger","2",551,0.551,0
"330",2801,20,"female","Matching","Stranger","2",955,0.955,1
"331",2801,20,"female","Matching","Stranger","2",604,0.604,0
"332",2801,20,"female","Matching","Stranger","2",665,0.665,0
"333",2801,20,"female","Matching","Stranger","2",776,0.776,1
"334",2801,20,"female","Matching","Stranger","2",642,0.642,1
"335",2801,20,"female","Matching","Stranger","2",529,0.529,0
"336",2801,20,"female","Matching","Stranger","2",805,0.805,1
"337",2801,20,"female","Matching","Stranger","2",732,0.732,1
"338",2801,20,"female","Matching","Stranger","2",753,0.753,1
"339",2801,20,"female","Matching","Stranger","2",891,0.891,1
"340",2801,20,"female","Matching","Stranger","2",707,0.707,0
"341",2801,20,"female","Matching","Stranger","3",581,0.581,0
"342",2801,20,"female","Matching","Stranger","3",1058,1.058,1
"343",2801,20,"female","Matching","Stranger","3",772,0.772,1
"344",2801,20,"female","Matching","Stranger","3",970,0.97,1
"345",2801,20,"female","Matching","Stranger","3",736,0.736,1
"346",2801,20,"female","Matching","Stranger","3",606,0.606,1
"347",2801,20,"female","Matching","Stranger","3",732,0.732,0
"348",2801,20,"female","Matching","Stranger","3",788,0.788,1
"349",2801,20,"female","Matching","Stranger","3",860,0.86,1
"350",2801,20,"female","Matching","Stranger","3",682,0.682,1
"351",2801,20,"female","Matching","Stranger","3",640,0.64,0
"352",2801,20,"female","Matching","Stranger","3",614,0.614,1
"353",2801,20,"female","Matching","Stranger","3",678,0.678,1
"354",2801,20,"female","Matching","Stranger","3",724,0.724,1
"355",2801,20,"female","Matching","Stranger","3",587,0.587,0
"356",2801,20,"female","Matching","Stranger","3",736,0.736,1
"357",2801,20,"female","Matching","Stranger","3",761,0.761,0
"358",2801,20,"female","Matching","Stranger","3",543,0.543,0
"359",2801,20,"female","Matching","Stranger","3",834,0.834,1
"360",2801,20,"female","Matching","Stranger","3",665,0.665,0
"361",2801,20,"female","Nonmatching","Self","1",933,0.933,1
"362",2801,20,"female","Nonmatching","Self","1",1010,1.01,1
"363",2801,20,"female","Nonmatching","Self","1",1107,1.107,1
"364",2801,20,"female","Nonmatching","Self","1",1079,1.079,0
"365",2801,20,"female","Nonmatching","Self","1",871,0.871,1
"366",2801,20,"female","Nonmatching","Self","1",995,0.995,1
"367",2801,20,"female","Nonmatching","Self","1",0,0,0
"368",2801,20,"female","Nonmatching","Self","1",1002,1.002,1
"369",2801,20,"female","Nonmatching","Self","1",422,0.422,1
"370",2801,20,"female","Nonmatching","Self","1",0,0,0
"371",2801,20,"female","Nonmatching","Self","1",785,0.785,1
"372",2801,20,"female","Nonmatching","Self","1",535,0.535,0
"373",2801,20,"female","Nonmatching","Self","1",971,0.971,1
"374",2801,20,"female","Nonmatching","Self","1",743,0.743,1
"375",2801,20,"female","Nonmatching","Self","1",521,0.521,0
"376",2801,20,"female","Nonmatching","Self","1",571,0.571,0
"377",2801,20,"female","Nonmatching","Self","1",487,0.487,0
"378",2801,20,"female","Nonmatching","Self","1",701,0.701,1
"379",2801,20,"female","Nonmatching","Self","1",0,0,0
"380",2801,20,"female","Nonmatching","Self","1",537,0.537,0
"381",2801,20,"female","Nonmatching","Self","1",1155,1.155,1
"382",2801,20,"female","Nonmatching","Self","1",1018,1.018,0
"383",2801,20,"female","Nonmatching","Self","1",0,0,0
"384",2801,20,"female","Nonmatching","Self","1",896,0.896,1
"385",2801,20,"female","Nonmatching","Self","1",1122,1.122,1
"386",2801,20,"female","Nonmatching","Self","1",1154,1.154,1
"387",2801,20,"female","Nonmatching","Self","1",957,0.957,0
"388",2801,20,"female","Nonmatching","Self","1",1023,1.023,1
"389",2801,20,"female","Nonmatching","Self","1",1055,1.055,1
"390",2801,20,"female","Nonmatching","Self","1",984,0.984,1
"391",2801,20,"female","Nonmatching","Self","1",880,0.88,1
"392",2801,20,"female","Nonmatching","Self","1",603,0.603,1
"393",2801,20,"female","Nonmatching","Self","1",649,0.649,1
"394",2801,20,"female","Nonmatching","Self","1",834,0.834,1
"395",2801,20,"female","Nonmatching","Self","1",1105,1.105,1
"396",2801,20,"female","Nonmatching","Self","1",1067,1.067,1
"397",2801,20,"female","Nonmatching","Self","1",765,0.765,1
"398",2801,20,"female","Nonmatching","Self","1",562,0.562,0
"399",2801,20,"female","Nonmatching","Self","1",529,0.529,0
"400",2801,20,"female","Nonmatching","Self","1",563,0.563,1
"401",2801,20,"female","Nonmatching","Self","1",697,0.697,1
"402",2801,20,"female","Nonmatching","Self","1",839,0.839,1
"403",2801,20,"female","Nonmatching","Self","1",704,0.704,1
"404",2801,20,"female","Nonmatching","Self","1",718,0.718,1
"405",2801,20,"female","Nonmatching","Self","1",920,0.92,1
"406",2801,20,"female","Nonmatching","Self","1",1190,1.19,0
"407",2801,20,"female","Nonmatching","Self","1",760,0.76,1
"408",2801,20,"female","Nonmatching","Self","1",726,0.726,1
"409",2801,20,"female","Nonmatching","Self","1",1009,1.009,1
"410",2801,20,"female","Nonmatching","Self","1",767,0.767,1
"411",2801,20,"female","Nonmatching","Self","1",554,0.554,1
"412",2801,20,"female","Nonmatching","Self","1",832,0.832,1
"413",2801,20,"female","Nonmatching","Self","1",915,0.915,1
"414",2801,20,"female","Nonmatching","Self","1",840,0.84,1
"415",2801,20,"female","Nonmatching","Self","1",651,0.651,1
"416",2801,20,"female","Nonmatching","Self","1",737,0.737,1
"417",2801,20,"female","Nonmatching","Self","1",610,0.61,1
"418",2801,20,"female","Nonmatching","Self","1",679,0.679,1
"419",2801,20,"female","Nonmatching","Self","1",658,0.658,1
"420",2801,20,"female","Nonmatching","Self","1",864,0.864,1
"421",2801,20,"female","Nonmatching","Self","2",350,0.35,0
"422",2801,20,"female","Nonmatching","Self","2",864,0.864,1
"423",2801,20,"female","Nonmatching","Self","2",835,0.835,1
"424",2801,20,"female","Nonmatching","Self","2",946,0.946,1
"425",2801,20,"female","Nonmatching","Self","2",926,0.926,1
"426",2801,20,"female","Nonmatching","Self","2",743,0.743,1
"427",2801,20,"female","Nonmatching","Self","2",1149,1.149,1
"428",2801,20,"female","Nonmatching","Self","2",867,0.867,0
"429",2801,20,"female","Nonmatching","Self","2",865,0.865,1
"430",2801,20,"female","Nonmatching","Self","2",669,0.669,1
"431",2801,20,"female","Nonmatching","Self","2",951,0.951,1
"432",2801,20,"female","Nonmatching","Self","2",828,0.828,1
"433",2801,20,"female","Nonmatching","Self","2",865,0.865,1
"434",2801,20,"female","Nonmatching","Self","2",1099,1.099,1
"435",2801,20,"female","Nonmatching","Self","2",876,0.876,1
"436",2801,20,"female","Nonmatching","Self","2",747,0.747,1
"437",2801,20,"female","Nonmatching","Self","2",905,0.905,1
"438",2801,20,"female","Nonmatching","Self","2",803,0.803,1
"439",2801,20,"female","Nonmatching","Self","2",0,0,0
"440",2801,20,"female","Nonmatching","Self","2",522,0.522,0
"441",2801,20,"female","Nonmatching","Self","2",724,0.724,1
"442",2801,20,"female","Nonmatching","Self","2",798,0.798,1
"443",2801,20,"female","Nonmatching","Self","2",956,0.956,1
"444",2801,20,"female","Nonmatching","Self","2",879,0.879,1
"445",2801,20,"female","Nonmatching","Self","2",1086,1.086,1
"446",2801,20,"female","Nonmatching","Self","2",1050,1.05,1
"447",2801,20,"female","Nonmatching","Self","2",827,0.827,1
"448",2801,20,"female","Nonmatching","Self","2",645,0.645,0
"449",2801,20,"female","Nonmatching","Self","2",871,0.871,1
"450",2801,20,"female","Nonmatching","Self","2",821,0.821,1
"451",2801,20,"female","Nonmatching","Self","2",564,0.564,0
"452",2801,20,"female","Nonmatching","Self","2",875,0.875,1
"453",2801,20,"female","Nonmatching","Self","2",646,0.646,1
"454",2801,20,"female","Nonmatching","Self","2",774,0.774,1
"455",2801,20,"female","Nonmatching","Self","2",0,0,0
"456",2801,20,"female","Nonmatching","Self","2",727,0.727,0
"457",2801,20,"female","Nonmatching","Self","2",470,0.47,0
"458",2801,20,"female","Nonmatching","Self","2",873,0.873,1
"459",2801,20,"female","Nonmatching","Self","2",0,0,0
"460",2801,20,"female","Nonmatching","Self","2",808,0.808,1
"461",2801,20,"female","Nonmatching","Self","3",400,0.4,0
"462",2801,20,"female","Nonmatching","Self","3",716,0.716,1
"463",2801,20,"female","Nonmatching","Self","3",384,0.384,0
"464",2801,20,"female","Nonmatching","Self","3",1054,1.054,1
"465",2801,20,"female","Nonmatching","Self","3",870,0.87,1
"466",2801,20,"female","Nonmatching","Self","3",932,0.932,1
"467",2801,20,"female","Nonmatching","Self","3",368,0.368,0
"468",2801,20,"female","Nonmatching","Self","3",791,0.791,1
"469",2801,20,"female","Nonmatching","Self","3",736,0.736,1
"470",2801,20,"female","Nonmatching","Self","3",540,0.54,0
"471",2801,20,"female","Nonmatching","Self","3",749,0.749,1
"472",2801,20,"female","Nonmatching","Self","3",699,0.699,1
"473",2801,20,"female","Nonmatching","Self","3",428,0.428,0
