"","Subject","Age","Handedness","Gender","Response","Symmetry","Matching","Origin_Identity","English_Identity","Standarlized_Identity","RT_ms","RT_sec","ACC"
"2211",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",166.0281,0.1660281,1
"2212",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",172.313,0.172313,0
"2213",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",177.1649,0.1771649,0
"2214",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",140.065,0.140065,0
"2215",5,55,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",120.1165,0.1201165,1
"2216",5,55,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",519.2691,0.5192691,1
"2217",5,55,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",223.3793,0.2233793,1
"2218",5,55,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",231.6494,0.2316494,0
"2219",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",103.0466,0.1030466,0
"2220",5,55,"right","m","a","Asymmetry","Matching","self-related","Self","Self",690.9912,0.6909912,1
"2221",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",186.8856,0.1868856,0
"2222",5,55,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",220.0406,0.2200406,0
"2223",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",167.0434,0.1670434,0
"2224",5,55,"right","m","a","Asymmetry","Matching","self-related","Self","Self",182.2881,0.1822881,1
"2225",5,55,"right","m","a","Asymmetry","Matching","self-related","Self","Self",216.2229,0.2162229,1
"2226",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",182.5437,0.1825437,0
"2227",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",142.2255,0.1422255,0
"2228",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",931.879,0.931879,0
"2229",5,55,"right","m","a","Asymmetry","Matching","self-related","Self","Self",405.865,0.405865,1
"2230",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",288.8139,0.2888139,1
"2231",5,55,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",157.7988,0.1577988,0
"2232",5,55,"right","m","a","Asymmetry","Matching","self-related","Self","Self",166.4977,0.1664977,1
"2233",5,55,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",211.3003,0.2113003,0
"2234",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",167.7628,0.1677628,0
"2235",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",154.9677,0.1549677,1
"2236",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",197.2207,0.1972207,1
"2237",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",148.3568,0.1483568,0
"2238",5,55,"right","m","a","Asymmetry","Matching","self-related","Self","Self",45.1035,0.0451035,1
"2239",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",188.2556,0.1882556,0
"2240",5,55,"right","m","a","Asymmetry","Matching","self-related","Self","Self",117.2524,0.1172524,1
"2241",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",161.8183,0.1618183,0
"2242",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",460.2569,0.4602569,0
"2243",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",119.5774,0.1195774,0
"2244",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",72.415,0.072415,1
"2245",5,55,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",245.7315,0.2457315,0
"2246",5,55,"right","m","missed","Asymmetry","Nonmatching","self-related","Self","Self",1500.0486,1.5000486,NA
"2247",5,55,"right","m","missed","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",1500.1107,1.5001107,NA
"2248",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",199.6243,0.1996243,1
"2249",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",174.2119,0.1742119,1
"2250",5,55,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",207.0511,0.2070511,1
"2251",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",749.0198,0.7490198,0
"2252",5,55,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",314.2298,0.3142298,1
"2253",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",171.5333,0.1715333,1
"2254",5,55,"right","m","a","Asymmetry","Matching","self-related","Self","Self",213.1763,0.2131763,1
"2255",5,55,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",183.5337,0.1835337,0
"2256",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",201.7549,0.2017549,0
"2257",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",205.2799,0.2052799,0
"2258",5,55,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",990.5134,0.9905134,1
"2259",5,55,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",196.5864,0.1965864,1
"2260",5,55,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",226.4095,0.2264095,0
"2261",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",142.1825,0.1421825,1
"2262",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",133.7229,0.1337229,0
"2263",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",477.1176,0.4771176,0
"2264",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",37.9258,0.0379258,0
"2265",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",57.4429,0.0574429,0
"2266",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",109.5494,0.1095494,0
"2267",5,55,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",188.4707,0.1884707,1
"2268",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",266.415,0.266415,1
"2269",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",340.3304,0.3403304,1
"2270",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",208.7546,0.2087546,0
"2271",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",323.3371,0.3233371,0
"2272",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",181.4069,0.1814069,1
"2273",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",198.4555,0.1984555,0
"2274",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",60.093,0.060093,0
"2275",5,55,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",156.3955,0.1563955,1
"2276",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",129.6534,0.1296534,0
"2277",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",214.2306,0.2142306,0
"2278",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",217.1463,0.2171463,1
"2279",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",181.2323,0.1812323,0
"2280",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",172.3209,0.1723209,0
"2281",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",168.5682,0.1685682,0
"2282",5,55,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",92.9221,0.0929221,1
"2283",5,55,"right","m","a","Asymmetry","Matching","self-related","Self","Self",171.8227,0.1718227,1
"2284",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",205.1819,0.2051819,0
"2285",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",291.9191,0.2919191,1
"2286",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",256.1262,0.2561262,1
"2287",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",231.5542,0.2315542,1
"2288",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",230.6069,0.2306069,0
"2289",5,55,"right","m","a","Asymmetry","Matching","self-related","Self","Self",214.7469,0.2147469,1
"2290",5,55,"right","m","a","Asymmetry","Matching","self-related","Self","Self",242.4416,0.2424416,1
"2291",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",105.873,0.105873,1
"2292",5,55,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",129.54,0.12954,0
"2293",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",24.6842,0.0246842,1
"2294",5,55,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",104.138,0.104138,1
"2295",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",130.6056,0.1306056,1
"2296",5,55,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",134.1001,0.1341001,1
"2297",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",164.9792,0.1649792,1
"2298",5,55,"right","m","a","Asymmetry","Matching","self-related","Self","Self",105.2223,0.1052223,1
"2299",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",183.2843,0.1832843,0
"2300",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",140.5219,0.1405219,0
"2301",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",46.4238,0.0464238,1
"2302",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",163.4009,0.1634009,1
"2303",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",174.4454,0.1744454,1
"2304",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",273.0063,0.2730063,1
"2305",5,55,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",207.3099,0.2073099,0
"2306",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",201.536,0.201536,1
"2307",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",173.8434,0.1738434,0
"2308",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",158.5426,0.1585426,0
"2309",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",207.8507,0.2078507,0
"2310",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",116.491,0.116491,0
"2311",5,55,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",220.6501,0.2206501,1
"2312",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",157.1512,0.1571512,0
"2313",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",563.2721,0.5632721,0
"2314",5,55,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",176.6504,0.1766504,0
"2315",5,55,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",220.9053,0.2209053,1
"2316",5,55,"right","m","a","Asymmetry","Matching","self-related","Self","Self",185.5966,0.1855966,1
"2317",5,55,"right","m","a","Asymmetry","Matching","self-related","Self","Self",1389.9921,1.3899921,1
"2318",5,55,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",253.9547,0.2539547,1
"2319",5,55,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",133.9573,0.1339573,1
"2320",5,55,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",442.2199,0.4422199,1
"2321",5,55,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",186.7501,0.1867501,0
"2322",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",114.0086,0.1140086,0
"2323",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",39.9646,0.0399646,0
"2324",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",80.2681,0.0802681,0
"2325",5,55,"right","m","missed","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",1500.0975,1.5000975,NA
"2326",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",138.1498,0.1381498,0
"2327",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",105.8539,0.1058539,1
"2328",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",9.2056,0.0092056,1
"2329",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",214.7238,0.2147238,0
"2330",5,55,"right","m","missed","Asymmetry","Matching","self-related","Self","Self",1500.057,1.500057,NA
"2331",5,55,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",207.8621,0.2078621,0
"2332",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",617.5137,0.6175137,1
"2333",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",175.535,0.175535,1
"2334",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",159.0372,0.1590372,1
"2335",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",1108.3076,1.1083076,1
"2336",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",247.8294,0.2478294,1
"2337",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",262.7918,0.2627918,1
"2338",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",235.2499,0.2352499,0
"2339",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",318.5882,0.3185882,1
"2340",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",88.5794,0.0885794,0
"2341",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",239.2755,0.2392755,0
"2342",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",203.9229,0.2039229,1
"2343",5,55,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",123.6708,0.1236708,0
"2344",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",122.9184,0.1229184,1
"2345",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",147.4688,0.1474688,0
"2346",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",175.0403,0.1750403,0
"2347",5,55,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",37.1962,0.0371962,0
"2348",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",51.5234,0.0515234,0
"2349",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",226.337,0.226337,0
"2350",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",174.5762,0.1745762,0
"2351",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",328.925,0.328925,1
"2352",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",1294.7806,1.2947806,0
"2353",5,55,"right","m","a","Asymmetry","Matching","self-related","Self","Self",61.2823,0.0612823,1
"2354",5,55,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",452.8919,0.4528919,0
"2355",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",174.6336,0.1746336,0
"2356",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",179.39,0.17939,0
"2357",5,55,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",268.4769,0.2684769,1
"2358",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",215.9239,0.2159239,0
"2359",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",189.9501,0.1899501,0
"2360",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",108.7528,0.1087528,1
"2361",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",184.3154,0.1843154,0
"2362",5,55,"right","m","missed","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",1500.0579,1.5000579,NA
"2363",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",210.0535,0.2100535,0
"2364",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",127.8666,0.1278666,1
"2365",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",163.0432,0.1630432,0
"2366",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",196.3805,0.1963805,1
"2367",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",668.6344,0.6686344,1
"2368",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",183.2573,0.1832573,0
"2369",5,55,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",199.1579,0.1991579,0
"2370",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",465.9154,0.4659154,0
"2371",5,55,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",176.63,0.17663,1
"2372",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",165.0423,0.1650423,1
"2373",5,55,"right","m","a","Asymmetry","Matching","self-related","Self","Self",186.1247,0.1861247,1
"2374",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",228.1088,0.2281088,0
"2375",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",169.5576,0.1695576,0
"2376",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",176.4124,0.1764124,0
"2377",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",248.8336,0.2488336,1
"2378",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",287.3757,0.2873757,1
"2379",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",200.4631,0.2004631,1
"2380",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",158.0539,0.1580539,1
"2381",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",196.2699,0.1962699,0
"2382",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",53.3956,0.0533956,0
"2383",5,55,"right","m","a","Asymmetry","Matching","self-related","Self","Self",651.1758,0.6511758,1
"2384",5,55,"right","m","a","Asymmetry","Matching","self-related","Self","Self",307.8747,0.3078747,1
"2385",5,55,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",257.4337,0.2574337,1
"2386",5,55,"right","m","a","Asymmetry","Matching","self-related","Self","Self",546.1913,0.5461913,1
"2387",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",342.5217,0.3425217,0
"2388",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",235.7762,0.2357762,1
"2389",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",568.7786,0.5687786,1
"2390",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",396.4784,0.3964784,1
"2391",5,55,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",152.31,0.15231,1
"2392",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",228.383,0.228383,1
"2393",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",247.4967,0.2474967,0
"2394",5,55,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",180.5287,0.1805287,0
"2395",5,55,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",336.1945,0.3361945,1
"2396",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",196.7567,0.1967567,0
"2397",5,55,"right","m","a","Asymmetry","Matching","self-related","Self","Self",211.8551,0.2118551,1
"2398",5,55,"right","m","l","Asymmetry","Matching","self-related","Self","Self",139.8076,0.1398076,0
"2399",5,55,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",472.8801,0.4728801,0
"2400",5,55,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",297.4642,0.2974642,0
"2401",6,21,"right","m","l","Asymmetry","Matching","self-related","Self","Self",620.7238,0.6207238,0
"2402",6,21,"right","m","l","Asymmetry","Matching","self-related","Self","Self",777.3031,0.7773031,0
"2403",6,21,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",694.2728,0.6942728,1
"2404",6,21,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",666.471,0.666471,1
"2405",6,21,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",622.4034,0.6224034,0
"2406",6,21,"right","m","missed","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",1500.0848,1.5000848,NA
"2407",6,21,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",600.5727,0.6005727,1
"2408",6,21,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",825.4289,0.8254289,0
"2409",6,21,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",1164.8939,1.1648939,1
"2410",6,21,"right","m","l","Asymmetry","Nonmatching","self-related","Self","Self",743.2462,0.7432462,1
"2411",6,21,"right","m","l","Asymmetry","Matching","self-related","Self","Self",700.5725,0.7005725,0
"2412",6,21,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",925.5971,0.9255971,1
"2413",6,21,"right","m","l","Asymmetry","Matching","self-related","Self","Self",600.1238,0.6001238,0
"2414",6,21,"right","m","l","Asymmetry","Matching","self-related","Self","Self",709.314,0.709314,0
"2415",6,21,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",1052.301,1.052301,0
"2416",6,21,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",1028.5072,1.0285072,1
"2417",6,21,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",969.9102,0.9699102,1
"2418",6,21,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",689.0175,0.6890175,0
"2419",6,21,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",775.1568,0.7751568,1
"2420",6,21,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",892.2444,0.8922444,0
"2421",6,21,"right","m","l","Asymmetry","Matching","self-related","Self","Self",697.4969,0.6974969,0
"2422",6,21,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",776.6838,0.7766838,0
"2423",6,21,"right","m","l","Asymmetry","Matching","self-related","Self","Self",744.6782,0.7446782,0
"2424",6,21,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",786.8249,0.7868249,0
"2425",6,21,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",658.2443,0.6582443,1
"2426",6,21,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",639.2859,0.6392859,0
"2427",6,21,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",1051.3287,1.0513287,0
"2428",6,21,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",1356.5638,1.3565638,0
"2429",6,21,"right","m","l","Asymmetry","Matching","self-related","Self","Self",1150.5516,1.1505516,0
"2430",6,21,"right","m","l","Asymmetry","Matching","self-related","Self","Self",800.5838,0.8005838,0
"2431",6,21,"right","m","missed","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",1500.0762,1.5000762,NA
"2432",6,21,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",527.1754,0.5271754,0
"2433",6,21,"right","m","l","Asymmetry","Matching","self-related","Self","Self",913.3854,0.9133854,0
"2434",6,21,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",1117.849,1.117849,1
"2435",6,21,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",924.0024,0.9240024,1
"2436",6,21,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",674.0717,0.6740717,1
"2437",6,21,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",590.0017,0.5900017,1
"2438",6,21,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",644.0577,0.6440577,1
"2439",6,21,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",896.2827,0.8962827,1
"2440",6,21,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",710.202,0.710202,1
"2441",6,21,"right","m","l","Asymmetry","Matching","self-related","Self","Self",785.4735,0.7854735,0
"2442",6,21,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",674.1986,0.6741986,1
"2443",6,21,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",1026.8466,1.0268466,1
"2444",6,21,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",671.1578,0.6711578,1
"2445",6,21,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",518.5277,0.5185277,1
"2446",6,21,"right","m","l","Asymmetry","Matching","self-related","Self","Self",699.6028,0.6996028,0
"2447",6,21,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",595.7271,0.5957271,0
"2448",6,21,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",1468.4263,1.4684263,0
"2449",6,21,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",823.6296,0.8236296,0
"2450",6,21,"right","m","l","Asymmetry","Matching","self-related","Self","Self",746.3992,0.7463992,0
"2451",6,21,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",590.4288,0.5904288,1
"2452",6,21,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",727.0544,0.7270544,0
"2453",6,21,"right","m","l","Asymmetry","Matching","self-related","Self","Self",614.6529,0.6146529,0
"2454",6,21,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",636.0435,0.6360435,0
"2455",6,21,"right","m","l","Asymmetry","Matching","self-related","Self","Self",800.1752,0.8001752,0
"2456",6,21,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",543.8224,0.5438224,1
"2457",6,21,"right","m","a","Asymmetry","Matching","self-related","Self","Self",706.3013,0.7063013,1
"2458",6,21,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",735.6776,0.7356776,1
"2459",6,21,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",1101.0356,1.1010356,0
"2460",6,21,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",1037.1192,1.0371192,0
"2461",6,21,"right","m","missed","Asymmetry","Matching","self-related","Self","Self",1500.0618,1.5000618,NA
"2462",6,21,"right","m","a","Asymmetry","Matching","self-related","Self","Self",931.6391,0.9316391,1
"2463",6,21,"right","m","l","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",1011.6903,1.0116903,1
"2464",6,21,"right","m","a","Asymmetry","Matching","self-related","Self","Self",725.1019,0.7251019,1
"2465",6,21,"right","m","a","Asymmetry","Nonmatching","self-related","Self","Self",777.1188,0.7771188,0
"2466",6,21,"right","m","l","Asymmetry","Matching","self-related","Self","Self",797.026,0.797026,0
"2467",6,21,"right","m","a","Asymmetry","Matching","stranger-related","Stranger","Stranger",811.1229,0.8111229,1
"2468",6,21,"right","m","missed","Asymmetry","Matching","stranger-related","Stranger","Stranger",1500.0525,1.5000525,NA
"2469",6,21,"right","m","l","Asymmetry","Matching","stranger-related","Stranger","Stranger",1118.4511,1.1184511,0
"2470",6,21,"right","m","a","Asymmetry","Nonmatching","stranger-related","Stranger","Stranger",776.4045,0.7764045,0
