"Subject","Age","Handedness","Gender","Response","Symmetry","Matching","Origin_Identity","English_Identity","Standarlized_Identity","RT_ms","RT_sec","ACC"
28,23,"left","m","missed","Symmetry","Matching","stranger-related","Stranger","Stranger",NA,NA,NA
28,23,"left","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",883.38,0.88338,0
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1027.655,1.027655,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1057.015,1.057015,1
28,23,"left","m","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1034.745,1.034745,0
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",883.25,0.88325,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",873.95,0.87395,1
28,23,"left","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",633.955,0.633955,0
28,23,"left","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",958.61,0.95861,0
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",685.855,0.685855,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1321.365,1.321365,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",826.205,0.826205,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1170.965,1.170965,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",996.08,0.99608,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1338.905,1.338905,1
28,23,"left","m","missed","Symmetry","Nonmatching","self-related","Self","Self",NA,NA,NA
28,23,"left","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",966.19,0.96619,0
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1299.385,1.299385,1
28,23,"left","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",948.81,0.94881,0
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",1386.59,1.38659,1
28,23,"left","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1037.115,1.037115,0
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",837.355,0.837355,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",769.63,0.76963,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",896.515,0.896515,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",1005.125,1.005125,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1024.08,1.02408,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1419.645,1.419645,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1446.995,1.446995,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1002.035,1.002035,1
28,23,"left","m","missed","Symmetry","Matching","stranger-related","Stranger","Stranger",NA,NA,NA
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",751.555,0.751555,1
28,23,"left","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",922.745,0.922745,0
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",749.51,0.74951,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",992.875,0.992875,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1136.995,1.136995,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",877.99,0.87799,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",853.75,0.85375,1
28,23,"left","m","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",666.51,0.66651,0
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1306.04,1.30604,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",645.495,0.645495,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",969.96,0.96996,1
28,23,"left","m","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",849.63,0.84963,0
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1182.525,1.182525,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1207.585,1.207585,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",915.43,0.91543,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1270.63,1.27063,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1188.73,1.18873,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1057.92,1.05792,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",864.765,0.864765,1
28,23,"left","m","l","Symmetry","Nonmatching","self-related","Self","Self",737.85,0.73785,0
28,23,"left","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",770.17,0.77017,0
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1008.36,1.00836,1
28,23,"left","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",856.09,0.85609,0
28,23,"left","m","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",704.135,0.704135,0
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",742.305,0.742305,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",865.48,0.86548,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",805.835,0.805835,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1336.895,1.336895,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1311.735,1.311735,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",971.895,0.971895,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1203.77,1.20377,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1406.69,1.40669,1
28,23,"left","m","l","Symmetry","Nonmatching","self-related","Self","Self",870.295,0.870295,0
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1051.945,1.051945,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",860.04,0.86004,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",914.085,0.914085,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",1047.86,1.04786,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",853.425,0.853425,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",615.38,0.61538,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1273.32,1.27332,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",840.245,0.840245,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1274.405,1.274405,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1424.375,1.424375,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1015.645,1.015645,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1126.87,1.12687,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",829.915,0.829915,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",822.105,0.822105,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1045.21,1.04521,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1065.55,1.06555,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1070.835,1.070835,1
28,23,"left","m","missed","Symmetry","Matching","stranger-related","Stranger","Stranger",NA,NA,NA
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",866.38,0.86638,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",946.79,0.94679,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",1342.465,1.342465,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1353.175,1.353175,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",651.65,0.65165,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",773.39,0.77339,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",908.835,0.908835,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",834.6,0.8346,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1396.535,1.396535,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1053.765,1.053765,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1101.94,1.10194,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",720.54,0.72054,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1488.325,1.488325,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",823.26,0.82326,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1441.85,1.44185,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",1063.715,1.063715,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1346.09,1.34609,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1393.885,1.393885,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1279.865,1.279865,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1036.38,1.03638,1
28,23,"left","m","missed","Symmetry","Nonmatching","self-related","Self","Self",NA,NA,NA
28,23,"left","m","l","Symmetry","Nonmatching","self-related","Self","Self",850.075,0.850075,0
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",730.595,0.730595,1
28,23,"left","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",878.34,0.87834,0
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",903.865,0.903865,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",704.21,0.70421,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",889.445,0.889445,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",890.385,0.890385,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",781.46,0.78146,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",842.675,0.842675,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1175.185,1.175185,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",728.69,0.72869,1
28,23,"left","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1186.345,1.186345,0
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",586.23,0.58623,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",1079.675,1.079675,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",599.25,0.59925,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",782.16,0.78216,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",735.595,0.735595,1
28,23,"left","m","l","Symmetry","Nonmatching","self-related","Self","Self",1105.34,1.10534,0
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",620.99,0.62099,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1009.39,1.00939,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",969.885,0.969885,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1077.915,1.077915,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",755.44,0.75544,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",647.16,0.64716,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",598.015,0.598015,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",621.88,0.62188,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",671.61,0.67161,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",759.245,0.759245,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",919.405,0.919405,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",834.475,0.834475,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",620.12,0.62012,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",778.425,0.778425,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",700.885,0.700885,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",661.365,0.661365,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",950.03,0.95003,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",643.03,0.64303,1
28,23,"left","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1112.74,1.11274,0
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1454.45,1.45445,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",844.185,0.844185,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",529.61,0.52961,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",743.085,0.743085,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",639.5,0.6395,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",670.69,0.67069,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",569.93,0.56993,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",980.785,0.980785,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",729.56,0.72956,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",820.07,0.82007,1
28,23,"left","m","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",663.945,0.663945,0
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",775.155,0.775155,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",825.615,0.825615,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",931.34,0.93134,1
28,23,"left","m","a","Symmetry","Matching","self-related","Self","Self",1001.28,1.00128,0
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",633.375,0.633375,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",727.865,0.727865,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",636.855,0.636855,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",669.56,0.66956,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",706.635,0.706635,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",590.085,0.590085,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",877.455,0.877455,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",772.855,0.772855,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",903.285,0.903285,1
28,23,"left","m","l","Symmetry","Nonmatching","self-related","Self","Self",669.845,0.669845,0
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",946.07,0.94607,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",816.115,0.816115,1
28,23,"left","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",762.5,0.7625,0
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",633.03,0.63303,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",565.57,0.56557,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",554.6,0.5546,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1073.225,1.073225,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1008.305,1.008305,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1048.4,1.0484,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",646.385,0.646385,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",570.65,0.57065,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",911.305,0.911305,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",786.305,0.786305,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",580.41,0.58041,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",973.78,0.97378,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",955.81,0.95581,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",986.44,0.98644,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1016.045,1.016045,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",870.745,0.870745,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",961.395,0.961395,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",970.62,0.97062,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1403.81,1.40381,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",906.52,0.90652,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",1050.435,1.050435,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",839.45,0.83945,1
28,23,"left","m","missed","Symmetry","Nonmatching","self-related","Self","Self",NA,NA,NA
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",973.78,0.97378,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",941.055,0.941055,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",746.605,0.746605,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",892.245,0.892245,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",703.725,0.703725,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",979.775,0.979775,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",677.43,0.67743,1
28,23,"left","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1179.925,1.179925,0
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",842.335,0.842335,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",773.19,0.77319,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",663.68,0.66368,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",738.71,0.73871,1
28,23,"left","m","l","Symmetry","Nonmatching","self-related","Self","Self",722.51,0.72251,0
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",865.375,0.865375,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",708.48,0.70848,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",904.245,0.904245,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",720.63,0.72063,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",637.085,0.637085,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",753.53,0.75353,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",803.71,0.80371,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",863.16,0.86316,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",836.865,0.836865,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",1047.415,1.047415,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",701.76,0.70176,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",513.83,0.51383,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",856.275,0.856275,1
28,23,"left","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1110.51,1.11051,0
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",605.905,0.605905,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",866.14,0.86614,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",1072.135,1.072135,1
28,23,"left","m","a","Symmetry","Matching","stranger-related","Stranger","Stranger",839.77,0.83977,0
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",555.77,0.55577,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",913.415,0.913415,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",786.535,0.786535,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",792.775,0.792775,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",947.93,0.94793,1
28,23,"left","m","a","Symmetry","Nonmatching","self-related","Self","Self",810.11,0.81011,1
28,23,"left","m","l","Symmetry","Matching","stranger-related","Stranger","Stranger",758.485,0.758485,1
28,23,"left","m","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",943.84,0.94384,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",886.27,0.88627,1
28,23,"left","m","l","Symmetry","Matching","self-related","Self","Self",446.59,0.44659,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",843.91,0.84391,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",819.58,0.81958,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",768.135,0.768135,1
29,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",768.76,0.76876,0
29,21,"right","f","a","Symmetry","Matching","self-related","Self","Self",939.68,0.93968,0
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",915.035,0.915035,1
29,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",900.96,0.90096,0
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",777.2,0.7772,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1075.03,1.07503,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",1012.27,1.01227,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",939.38,0.93938,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1190.415,1.190415,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1110.205,1.110205,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",675.945,0.675945,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",641.6,0.6416,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",858.655,0.858655,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",824.49,0.82449,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",962.775,0.962775,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",775.985,0.775985,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",957.575,0.957575,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",839.9,0.8399,1
29,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",834.08,0.83408,0
29,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",834.315,0.834315,0
29,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",946.005,0.946005,0
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",980.275,0.980275,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",919.025,0.919025,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",809.465,0.809465,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",792.375,0.792375,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",688.245,0.688245,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",777.945,0.777945,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",831.43,0.83143,1
29,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",695.735,0.695735,0
29,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",760.12,0.76012,0
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",907.05,0.90705,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1511.885,1.511885,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",742.02,0.74202,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",846.59,0.84659,1
29,21,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",1192.185,1.192185,0
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",788.655,0.788655,1
29,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",798.135,0.798135,0
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1342.125,1.342125,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",937.895,0.937895,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",922.32,0.92232,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",846.16,0.84616,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",978.12,0.97812,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",859.56,0.85956,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",732.68,0.73268,1
29,21,"right","f","a","Symmetry","Matching","self-related","Self","Self",679.565,0.679565,0
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",889.07,0.88907,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",818.91,0.81891,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",847.665,0.847665,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",798.615,0.798615,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1298.32,1.29832,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",907.735,0.907735,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",906.395,0.906395,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",726.03,0.72603,1
29,21,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1209.955,1.209955,0
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",824.985,0.824985,1
29,21,"right","f","l","Symmetry","Matching","self-related","Self","Self",749.025,0.749025,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1168.98,1.16898,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",944.93,0.94493,1
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",814.55,0.81455,1
29,21,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",967.285,0.967285,0
29,21,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1117.24,1.11724,1
29,21,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",920.22,0.92022,1
29,21,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",973.79,0.97379,1
