"Subject","Age","Handedness","Gender","Response","Symmetry","Matching","Origin_Identity","English_Identity","Standarlized_Identity","RT_ms","RT_sec","ACC"
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",633.4,0.6334,0
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",146.7,0.1467,1
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",223.8,0.2238,0
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",473.9,0.4739,1
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",619,0.619,1
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",188.3,0.1883,0
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",4.4,0.0044,1
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",123.3,0.1233,0
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",484.2,0.4842,1
1,NA,"","","missed","Symmetry","Matching","stranger-related","Stranger","Stranger",NA,NA,NA
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",465.3,0.4653,0
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",402.5,0.4025,0
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",394.8,0.3948,0
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",383.7,0.3837,1
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",294.8,0.2948,1
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",573.2,0.5732,1
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",874.1,0.8741,0
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",330.1,0.3301,0
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",314.8,0.3148,0
1,NA,"","","missed","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",NA,NA,NA
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1051.2,1.0512,0
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",403.3,0.4033,1
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",466.4,0.4664,1
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",645.4,0.6454,1
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",337.8,0.3378,1
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",528.5,0.5285,0
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",326,0.326,1
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",438.7,0.4387,0
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",358.2,0.3582,0
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",492.1,0.4921,1
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",378,0.378,0
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",325.3,0.3253,1
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",341.4,0.3414,1
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",372.4,0.3724,0
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",326.8,0.3268,0
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",464.3,0.4643,1
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",471.9,0.4719,1
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",397.6,0.3976,1
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",478.7,0.4787,0
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",380,0.38,0
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",339.5,0.3395,1
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",412.5,0.4125,1
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",347.2,0.3472,0
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",321.5,0.3215,0
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",691.6,0.6916,0
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",351.3,0.3513,1
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",468.3,0.4683,1
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",462.3,0.4623,0
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",375,0.375,0
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",346.6,0.3466,0
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",451.5,0.4515,1
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",523.7,0.5237,0
1,NA,"","","missed","Symmetry","Nonmatching","self-related","Self","Self",NA,NA,NA
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",396.2,0.3962,1
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",341.7,0.3417,1
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",313.4,0.3134,1
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",367.8,0.3678,0
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",426.4,0.4264,1
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",636.9,0.6369,0
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",355.5,0.3555,1
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",543.5,0.5435,1
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",273,0.273,1
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",329.3,0.3293,1
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",402.5,0.4025,0
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",280.6,0.2806,0
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",422.8,0.4228,0
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",177.5,0.1775,0
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",614.3,0.6143,0
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",328.6,0.3286,0
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",391,0.391,1
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",485.7,0.4857,0
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",356.1,0.3561,1
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",458.8,0.4588,0
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",315.1,0.3151,0
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",485.4,0.4854,1
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",718.6,0.7186,1
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",424.7,0.4247,1
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",399.3,0.3993,0
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",239.5,0.2395,0
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",757.1,0.7571,1
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",549.6,0.5496,0
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",454,0.454,0
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",774.9,0.7749,0
1,NA,"","","missed","Symmetry","Matching","stranger-related","Stranger","Stranger",NA,NA,NA
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",376.6,0.3766,0
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",488.3,0.4883,1
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",517.1,0.5171,1
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",722.4,0.7224,0
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",377.2,0.3772,1
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",490.1,0.4901,1
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",628.6,0.6286,0
1,NA,"","","missed","Symmetry","Matching","self-related","Self","Self",NA,NA,NA
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",308.8,0.3088,0
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",144.2,0.1442,0
1,NA,"","","missed","Symmetry","Matching","self-related","Self","Self",NA,NA,NA
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",430,0.43,1
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",400.1,0.4001,1
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",300.5,0.3005,1
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",341.1,0.3411,0
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",369.7,0.3697,1
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",357.7,0.3577,1
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",320.9,0.3209,0
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",111.9,0.1119,1
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",400.1,0.4001,0
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",608.5,0.6085,1
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",375.4,0.3754,1
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",326.6,0.3266,1
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",272.8,0.2728,0
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",306.2,0.3062,1
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",367.2,0.3672,0
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",715.2,0.7152,0
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",723.8,0.7238,1
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",469.9,0.4699,1
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",571.9,0.5719,1
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",323,0.323,1
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",467.4,0.4674,1
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",428.3,0.4283,1
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",651.7,0.6517,1
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",650.9,0.6509,1
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",511.2,0.5112,1
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",474.5,0.4745,0
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",403.5,0.4035,1
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",408.7,0.4087,1
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",510.9,0.5109,0
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",441.7,0.4417,0
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",477.9,0.4779,1
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",531,0.531,1
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",601.6,0.6016,0
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",403.8,0.4038,0
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",421.8,0.4218,0
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",651.2,0.6512,0
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",641.9,0.6419,0
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",364.1,0.3641,1
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",445.5,0.4455,0
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",446.2,0.4462,0
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",445,0.445,0
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",425.2,0.4252,1
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",480.8,0.4808,0
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",439.1,0.4391,0
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",486.2,0.4862,1
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",646.2,0.6462,1
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",483.2,0.4832,0
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",516,0.516,0
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",376.6,0.3766,1
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",465.9,0.4659,1
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",421.2,0.4212,1
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1388.5,1.3885,0
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",615.6,0.6156,0
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",508.8,0.5088,1
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",516.8,0.5168,1
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",402.4,0.4024,1
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",443.1,0.4431,1
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",383,0.383,1
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",377,0.377,0
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",399.4,0.3994,0
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",396,0.396,0
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",371.3,0.3713,0
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",446.2,0.4462,0
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",398.3,0.3983,0
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",407.3,0.4073,1
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",539.1,0.5391,1
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",476.3,0.4763,1
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",438.8,0.4388,0
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",447,0.447,0
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",574.1,0.5741,1
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",576.7,0.5767,1
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",501.3,0.5013,0
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",695.8,0.6958,0
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",638.2,0.6382,1
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",650,0.65,0
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",929.1,0.9291,1
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",585,0.585,1
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",425.6,0.4256,0
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",638.3,0.6383,0
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",517,0.517,1
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",709.4,0.7094,1
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",703.9,0.7039,1
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",669.7,0.6697,1
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",590.6,0.5906,1
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",679.5,0.6795,1
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",693.3,0.6933,0
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",379.5,0.3795,1
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",459.6,0.4596,1
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",532,0.532,0
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",453.2,0.4532,1
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",459.9,0.4599,1
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",554.9,0.5549,0
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",347.7,0.3477,1
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",448.4,0.4484,0
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",429.7,0.4297,1
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",437.4,0.4374,0
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",432.5,0.4325,0
1,NA,"","","missed","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",NA,NA,NA
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",90.1,0.0901,0
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",347.6,0.3476,1
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",387.3,0.3873,0
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",624.7,0.6247,0
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",644.1,0.6441,0
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",536.8,0.5368,0
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",606.1,0.6061,0
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",663.4,0.6634,1
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",482.8,0.4828,0
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",627.6,0.6276,1
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",544.3,0.5443,1
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",528.6,0.5286,0
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",752.9,0.7529,0
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",512.2,0.5122,0
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",470.1,0.4701,0
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",647.1,0.6471,0
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",388.2,0.3882,1
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",787.4,0.7874,1
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",718.5,0.7185,0
1,NA,"","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",788.2,0.7882,0
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",511.6,0.5116,0
1,NA,"","","missed","Symmetry","Matching","stranger-related","Stranger","Stranger",NA,NA,NA
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",468.5,0.4685,1
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",572.2,0.5722,1
1,NA,"","","missed","Symmetry","Nonmatching","self-related","Self","Self",NA,NA,NA
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",629.1,0.6291,1
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",563.7,0.5637,1
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",464.9,0.4649,0
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",456.6,0.4566,1
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",420.5,0.4205,0
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",759.7,0.7597,1
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",646.5,0.6465,0
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",454.8,0.4548,1
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",690.4,0.6904,0
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",603.3,0.6033,1
1,NA,"","","l","Symmetry","Nonmatching","self-related","Self","Self",714.8,0.7148,1
1,NA,"","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",651.6,0.6516,0
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",518.9,0.5189,1
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",742.1,0.7421,1
1,NA,"","","a","Symmetry","Nonmatching","self-related","Self","Self",706,0.706,0
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",913.9,0.9139,1
1,NA,"","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",656.9,0.6569,1
1,NA,"","","l","Symmetry","Matching","self-related","Self","Self",678.8,0.6788,0
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",648.1,0.6481,1
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",799.3,0.7993,1
1,NA,"","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",647.9,0.6479,1
1,NA,"","","a","Symmetry","Matching","self-related","Self","Self",826.2,0.8262,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",567,0.567,1
2,20,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",688,0.688,0
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1206,1.206,1
2,20,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",990,0.99,0
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",787,0.787,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1105,1.105,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1085,1.085,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1106,1.106,1
2,20,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1405,1.405,0
2,20,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1356,1.356,0
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",1035,1.035,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1270,1.27,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",953,0.953,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1117,1.117,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1003,1.003,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",772,0.772,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",974,0.974,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",967,0.967,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1229,1.229,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1160,1.16,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",951,0.951,1
2,20,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1499,1.499,0
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1551,1.551,1
2,20,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",1051,1.051,0
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",759,0.759,1
2,20,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1083,1.083,0
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1219,1.219,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1072,1.072,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1368,1.368,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1418,1.418,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",924,0.924,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1169,1.169,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",973,0.973,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",968,0.968,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",935,0.935,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1085,1.085,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",868,0.868,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",834,0.834,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",720,0.72,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1290,1.29,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",975,0.975,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",753,0.753,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1073,1.073,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1076,1.076,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",769,0.769,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1058,1.058,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",869,0.869,1
2,20,"right","f","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",752,0.752,0
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",785,0.785,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1340,1.34,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",828,0.828,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",769,0.769,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",885,0.885,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1080,1.08,1
2,20,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1492,1.492,0
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",720,0.72,1
2,20,"right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1492,1.492,0
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",706,0.706,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",672,0.672,1
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",542,0.542,1
2,20,"right","f","missed","Symmetry","Matching","stranger-related","Stranger","Stranger",NA,NA,NA
2,20,"right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",724,0.724,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",868,0.868,1
2,20,"right","f","l","Symmetry","Nonmatching","self-related","Self","Self",852,0.852,0
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",1135,1.135,1
2,20,"right","f","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",923,0.923,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",1484,1.484,1
2,20,"right","f","l","Symmetry","Matching","self-related","Self","Self",656,0.656,1
2,20,"right","f","a","Symmetry","Nonmatching","self-related","Self","Self",950,0.95,1
