"","Subject","Gender","Age","Condition","RT_ms","RT_sec","ACC","ScreenResolution","RefreshRate","LuminanceBackground","LuminanceStrongDark","LuminanceWeakDark","LuminanceWeakLight","LuminanceStrongLight","TextColor","VisualAngle","Color","Contrast"
"2721",19,"male",20,"nn",641,0.641,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2722",19,"male",20,"nn",632,0.632,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2723",19,"male",20,"nn",552,0.552,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2724",19,"male",20,"nn",625,0.625,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2725",19,"male",20,"nn",522,0.522,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2726",19,"male",20,"nn",498,0.498,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2727",19,"male",20,"nn",711,0.711,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2728",19,"male",20,"nn",661,0.661,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2729",19,"male",20,"nn",658,0.658,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2730",19,"male",20,"nn",584,0.584,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2731",19,"male",20,"nn",436,0.436,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2732",19,"male",20,"nn",527,0.527,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2733",19,"male",20,"nn",866,0.866,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2734",19,"male",20,"nn",615,0.615,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2735",19,"male",20,"nn",479,0.479,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2736",19,"male",20,"nn",444,0.444,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2737",20,"female",21,"bm",540,0.54,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2738",20,"female",21,"bm",816,0.816,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2739",20,"female",21,"bm",734,0.734,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2740",20,"female",21,"bm",644,0.644,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2741",20,"female",21,"bm",436,0.436,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2742",20,"female",21,"bm",284,0.284,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2743",20,"female",21,"bm",489,0.489,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2744",20,"female",21,"bm",543,0.543,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2745",20,"female",21,"bm",559,0.559,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2746",20,"female",21,"bm",857,0.857,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2747",20,"female",21,"bm",398,0.398,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2748",20,"female",21,"bm",546,0.546,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2749",20,"female",21,"bm",545,0.545,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2750",20,"female",21,"bm",562,0.562,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2751",20,"female",21,"bm",426,0.426,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2752",20,"female",21,"bm",597,0.597,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2753",20,"female",21,"bm",846,0.846,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2754",20,"female",21,"bm",535,0.535,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2755",20,"female",21,"bn",828,0.828,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2756",20,"female",21,"bn",665,0.665,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2757",20,"female",21,"bn",535,0.535,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2758",20,"female",21,"bn",355,0.355,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2759",20,"female",21,"bn",652,0.652,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2760",20,"female",21,"bn",497,0.497,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2761",20,"female",21,"bn",583,0.583,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2762",20,"female",21,"bn",596,0.596,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2763",20,"female",21,"bn",483,0.483,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2764",20,"female",21,"bn",634,0.634,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2765",20,"female",21,"bn",531,0.531,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2766",20,"female",21,"bn",604,0.604,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2767",20,"female",21,"bn",501,0.501,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2768",20,"female",21,"bn",753,0.753,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2769",20,"female",21,"bn",577,0.577,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2770",20,"female",21,"bn",782,0.782,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2771",20,"female",21,"bn",779,0.779,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2772",20,"female",21,"bn",535,0.535,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2773",20,"female",21,"im",816,0.816,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2774",20,"female",21,"im",684,0.684,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2775",20,"female",21,"im",649,0.649,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2776",20,"female",21,"im",522,0.522,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2777",20,"female",21,"im",582,0.582,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2778",20,"female",21,"im",811,0.811,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2779",20,"female",21,"im",587,0.587,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2780",20,"female",21,"im",432,0.432,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2781",20,"female",21,"im",545,0.545,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2782",20,"female",21,"im",619,0.619,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2783",20,"female",21,"im",535,0.535,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2784",20,"female",21,"im",587,0.587,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2785",20,"female",21,"im",417,0.417,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2786",20,"female",21,"im",502,0.502,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2787",20,"female",21,"im",547,0.547,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2788",20,"female",21,"im",585,0.585,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2789",20,"female",21,"im",493,0.493,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2790",20,"female",21,"im",613,0.613,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2791",20,"female",21,"im",523,0.523,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2792",20,"female",21,"im",630,0.63,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2793",20,"female",21,"im",555,0.555,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2794",20,"female",21,"im",620,0.62,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2795",20,"female",21,"im",534,0.534,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2796",20,"female",21,"im",548,0.548,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2797",20,"female",21,"in",773,0.773,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2798",20,"female",21,"in",614,0.614,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2799",20,"female",21,"in",584,0.584,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2800",20,"female",21,"in",701,0.701,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2801",20,"female",21,"in",729,0.729,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2802",20,"female",21,"in",629,0.629,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2803",20,"female",21,"in",684,0.684,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2804",20,"female",21,"in",477,0.477,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2805",20,"female",21,"in",411,0.411,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2806",20,"female",21,"in",643,0.643,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2807",20,"female",21,"in",740,0.74,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2808",20,"female",21,"in",652,0.652,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2809",20,"female",21,"mm",430,0.43,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2810",20,"female",21,"mm",688,0.688,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2811",20,"female",21,"mm",559,0.559,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2812",20,"female",21,"mm",577,0.577,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2813",20,"female",21,"mm",499,0.499,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2814",20,"female",21,"mm",489,0.489,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2815",20,"female",21,"mm",684,0.684,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2816",20,"female",21,"mm",519,0.519,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2817",20,"female",21,"mm",614,0.614,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2818",20,"female",21,"mm",512,0.512,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2819",20,"female",21,"mm",501,0.501,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2820",20,"female",21,"mm",578,0.578,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2821",20,"female",21,"mm",608,0.608,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2822",20,"female",21,"mm",461,0.461,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2823",20,"female",21,"mm",399,0.399,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2824",20,"female",21,"mm",414,0.414,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2825",20,"female",21,"mm",471,0.471,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2826",20,"female",21,"mm",479,0.479,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2827",20,"female",21,"mn",678,0.678,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2828",20,"female",21,"mn",461,0.461,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2829",20,"female",21,"mn",590,0.59,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2830",20,"female",21,"mn",647,0.647,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2831",20,"female",21,"mn",596,0.596,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2832",20,"female",21,"mn",633,0.633,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2833",20,"female",21,"mn",526,0.526,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2834",20,"female",21,"mn",523,0.523,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2835",20,"female",21,"mn",698,0.698,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2836",20,"female",21,"mn",440,0.44,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2837",20,"female",21,"mn",519,0.519,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2838",20,"female",21,"mn",625,0.625,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2839",20,"female",21,"mn",356,0.356,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2840",20,"female",21,"mn",602,0.602,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2841",20,"female",21,"mn",422,0.422,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2842",20,"female",21,"mn",636,0.636,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2843",20,"female",21,"mn",597,0.597,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2844",20,"female",21,"mn",579,0.579,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2845",20,"female",21,"nm",527,0.527,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2846",20,"female",21,"nm",628,0.628,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2847",20,"female",21,"nm",512,0.512,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2848",20,"female",21,"nm",577,0.577,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2849",20,"female",21,"nm",495,0.495,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2850",20,"female",21,"nm",566,0.566,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2851",20,"female",21,"nm",606,0.606,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2852",20,"female",21,"nm",581,0.581,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2853",20,"female",21,"nm",572,0.572,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2854",20,"female",21,"nm",457,0.457,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2855",20,"female",21,"nm",431,0.431,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2856",20,"female",21,"nm",642,0.642,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2857",20,"female",21,"nm",483,0.483,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2858",20,"female",21,"nm",374,0.374,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2859",20,"female",21,"nm",479,0.479,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2860",20,"female",21,"nm",427,0.427,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2861",20,"female",21,"nm",502,0.502,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2862",20,"female",21,"nm",512,0.512,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2863",20,"female",21,"nn",528,0.528,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2864",20,"female",21,"nn",691,0.691,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2865",20,"female",21,"nn",613,0.613,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2866",20,"female",21,"nn",570,0.57,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2867",20,"female",21,"nn",607,0.607,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2868",20,"female",21,"nn",712,0.712,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2869",20,"female",21,"nn",724,0.724,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2870",20,"female",21,"nn",727,0.727,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2871",20,"female",21,"nn",619,0.619,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2872",20,"female",21,"nn",776,0.776,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2873",20,"female",21,"nn",662,0.662,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2874",20,"female",21,"nn",589,0.589,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2875",20,"female",21,"nn",546,0.546,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2876",20,"female",21,"nn",1029,1.029,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2877",20,"female",21,"nn",638,0.638,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2878",20,"female",21,"nn",569,0.569,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2879",20,"female",21,"nn",822,0.822,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2880",20,"female",21,"nn",548,0.548,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2881",21,"female",32,"bm",1135,1.135,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2882",21,"female",32,"bm",642,0.642,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2883",21,"female",32,"bm",975,0.975,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2884",21,"female",32,"bm",551,0.551,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2885",21,"female",32,"bm",1222,1.222,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2886",21,"female",32,"bm",874,0.874,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2887",21,"female",32,"bm",1215,1.215,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2888",21,"female",32,"bm",1409,1.409,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2889",21,"female",32,"bm",686,0.686,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2890",21,"female",32,"bm",641,0.641,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2891",21,"female",32,"bm",679,0.679,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2892",21,"female",32,"bm",523,0.523,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2893",21,"female",32,"bm",1059,1.059,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2894",21,"female",32,"bm",1056,1.056,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2895",21,"female",32,"bm",1416,1.416,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2896",21,"female",32,"bm",711,0.711,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2897",21,"female",32,"bm",578,0.578,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2898",21,"female",32,"bm",669,0.669,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2899",21,"female",32,"bn",1097,1.097,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2900",21,"female",32,"bn",961,0.961,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2901",21,"female",32,"bn",1034,1.034,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2902",21,"female",32,"bn",1081,1.081,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2903",21,"female",32,"bn",898,0.898,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2904",21,"female",32,"bn",1107,1.107,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2905",21,"female",32,"bn",891,0.891,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2906",21,"female",32,"bn",1129,1.129,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2907",21,"female",32,"bn",715,0.715,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2908",21,"female",32,"bn",1102,1.102,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2909",21,"female",32,"bn",976,0.976,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2910",21,"female",32,"bn",848,0.848,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2911",21,"female",32,"bn",959,0.959,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2912",21,"female",32,"bn",1077,1.077,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2913",21,"female",32,"bn",608,0.608,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2914",21,"female",32,"bn",960,0.96,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2915",21,"female",32,"bn",833,0.833,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2916",21,"female",32,"bn",852,0.852,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2917",21,"female",32,"im",1145,1.145,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2918",21,"female",32,"im",1137,1.137,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2919",21,"female",32,"im",813,0.813,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2920",21,"female",32,"im",676,0.676,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2921",21,"female",32,"im",635,0.635,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2922",21,"female",32,"im",1043,1.043,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2923",21,"female",32,"im",0,0,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2924",21,"female",32,"im",763,0.763,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2925",21,"female",32,"im",891,0.891,0,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2926",21,"female",32,"im",695,0.695,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2927",21,"female",32,"im",541,0.541,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2928",21,"female",32,"im",497,0.497,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2929",21,"female",32,"im",759,0.759,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
"2930",21,"female",32,"im",677,0.677,1,"1680x1050","60 Hz",NA,NA,NA,NA,NA,NA,"0.48°",NA,NA
