"","Subject","Gender","Age","Handedness","Matching","Identity","RT_ms","RT_sec","ACC"
"1",1,"female",20,"right","Matching","Bekannter",571,0.571,0
"2",1,"female",20,"right","Matching","Bekannter",546,0.546,1
"3",1,"female",20,"right","Matching","Bekannter",499,0.499,1
"4",1,"female",20,"right","Matching","Bekannter",612,0.612,1
"5",1,"female",20,"right","Matching","Bekannter",492,0.492,1
"6",1,"female",20,"right","Matching","Bekannter",516,0.516,1
"7",1,"female",20,"right","Matching","Bekannter",408,0.408,1
"8",1,"female",20,"right","Matching","Bekannter",459,0.459,1
"9",1,"female",20,"right","Matching","Bekannter",462,0.462,1
"10",1,"female",20,"right","Matching","Bekannter",435,0.435,1
"11",1,"female",20,"right","Matching","Bekannter",502,0.502,1
"12",1,"female",20,"right","Matching","Bekannter",473,0.473,1
"13",1,"female",20,"right","Matching","Bekannter",380,0.38,1
"14",1,"female",20,"right","Matching","Bekannter",574,0.574,1
"15",1,"female",20,"right","Matching","Bekannter",472,0.472,1
"16",1,"female",20,"right","Matching","Bekannter",385,0.385,1
"17",1,"female",20,"right","Matching","Bekannter",495,0.495,1
"18",1,"female",20,"right","Matching","Bekannter",483,0.483,1
"19",1,"female",20,"right","Matching","Ich",1899,1.899,0
"20",1,"female",20,"right","Matching","Ich",442,0.442,1
"21",1,"female",20,"right","Matching","Ich",613,0.613,1
"22",1,"female",20,"right","Matching","Ich",864,0.864,1
"23",1,"female",20,"right","Matching","Ich",594,0.594,1
"24",1,"female",20,"right","Matching","Ich",728,0.728,1
"25",1,"female",20,"right","Matching","Ich",399,0.399,1
"26",1,"female",20,"right","Matching","Ich",489,0.489,1
"27",1,"female",20,"right","Matching","Ich",495,0.495,1
"28",1,"female",20,"right","Matching","Ich",626,0.626,1
"29",1,"female",20,"right","Matching","Ich",578,0.578,1
"30",1,"female",20,"right","Matching","Ich",661,0.661,1
"31",1,"female",20,"right","Matching","Ich",392,0.392,1
"32",1,"female",20,"right","Matching","Ich",456,0.456,0
"33",1,"female",20,"right","Matching","Ich",550,0.55,1
"34",1,"female",20,"right","Matching","Ich",418,0.418,0
"35",1,"female",20,"right","Matching","Ich",366,0.366,1
"36",1,"female",20,"right","Matching","Ich",410,0.41,1
"37",1,"female",20,"right","Matching","Mutter",854,0.854,1
"38",1,"female",20,"right","Matching","Mutter",1070,1.07,1
"39",1,"female",20,"right","Matching","Mutter",517,0.517,1
"40",1,"female",20,"right","Matching","Mutter",531,0.531,1
"41",1,"female",20,"right","Matching","Mutter",637,0.637,1
"42",1,"female",20,"right","Matching","Mutter",506,0.506,1
"43",1,"female",20,"right","Matching","Mutter",518,0.518,1
"44",1,"female",20,"right","Matching","Mutter",592,0.592,1
"45",1,"female",20,"right","Matching","Mutter",615,0.615,1
"46",1,"female",20,"right","Matching","Mutter",525,0.525,1
"47",1,"female",20,"right","Matching","Mutter",477,0.477,1
"48",1,"female",20,"right","Matching","Mutter",655,0.655,1
"49",1,"female",20,"right","Matching","Mutter",429,0.429,1
"50",1,"female",20,"right","Matching","Mutter",596,0.596,1
"51",1,"female",20,"right","Matching","Mutter",413,0.413,0
"52",1,"female",20,"right","Matching","Mutter",501,0.501,1
"53",1,"female",20,"right","Matching","Mutter",494,0.494,1
"54",1,"female",20,"right","Matching","Mutter",391,0.391,1
"55",1,"female",20,"right","Matching","none",691,0.691,1
"56",1,"female",20,"right","Matching","none",1106,1.106,1
"57",1,"female",20,"right","Matching","none",679,0.679,1
"58",1,"female",20,"right","Matching","none",459,0.459,1
"59",1,"female",20,"right","Matching","none",486,0.486,1
"60",1,"female",20,"right","Matching","none",482,0.482,1
"61",1,"female",20,"right","Matching","none",612,0.612,1
"62",1,"female",20,"right","Matching","none",483,0.483,1
"63",1,"female",20,"right","Matching","none",512,0.512,1
"64",1,"female",20,"right","Matching","none",463,0.463,1
"65",1,"female",20,"right","Matching","none",461,0.461,1
"66",1,"female",20,"right","Matching","none",492,0.492,1
"67",1,"female",20,"right","Matching","none",455,0.455,1
"68",1,"female",20,"right","Matching","none",400,0.4,0
"69",1,"female",20,"right","Matching","none",442,0.442,1
"70",1,"female",20,"right","Matching","none",408,0.408,1
"71",1,"female",20,"right","Matching","none",515,0.515,1
"72",1,"female",20,"right","Matching","none",403,0.403,1
"73",1,"female",20,"right","Nonmatching","Bekannter",1358,1.358,1
"74",1,"female",20,"right","Nonmatching","Bekannter",751,0.751,1
"75",1,"female",20,"right","Nonmatching","Bekannter",534,0.534,1
"76",1,"female",20,"right","Nonmatching","Bekannter",630,0.63,1
"77",1,"female",20,"right","Nonmatching","Bekannter",518,0.518,1
"78",1,"female",20,"right","Nonmatching","Bekannter",533,0.533,1
"79",1,"female",20,"right","Nonmatching","Bekannter",554,0.554,1
"80",1,"female",20,"right","Nonmatching","Bekannter",528,0.528,1
"81",1,"female",20,"right","Nonmatching","Bekannter",599,0.599,1
"82",1,"female",20,"right","Nonmatching","Bekannter",575,0.575,1
"83",1,"female",20,"right","Nonmatching","Bekannter",515,0.515,1
"84",1,"female",20,"right","Nonmatching","Bekannter",433,0.433,1
"85",1,"female",20,"right","Nonmatching","Bekannter",418,0.418,1
"86",1,"female",20,"right","Nonmatching","Bekannter",484,0.484,1
"87",1,"female",20,"right","Nonmatching","Bekannter",444,0.444,0
"88",1,"female",20,"right","Nonmatching","Bekannter",449,0.449,1
"89",1,"female",20,"right","Nonmatching","Bekannter",416,0.416,1
"90",1,"female",20,"right","Nonmatching","Bekannter",416,0.416,1
"91",1,"female",20,"right","Nonmatching","Ich",660,0.66,1
"92",1,"female",20,"right","Nonmatching","Ich",742,0.742,1
"93",1,"female",20,"right","Nonmatching","Ich",603,0.603,1
"94",1,"female",20,"right","Nonmatching","Ich",626,0.626,1
"95",1,"female",20,"right","Nonmatching","Ich",462,0.462,1
"96",1,"female",20,"right","Nonmatching","Ich",617,0.617,1
"97",1,"female",20,"right","Nonmatching","Ich",434,0.434,1
"98",1,"female",20,"right","Nonmatching","Ich",556,0.556,1
"99",1,"female",20,"right","Nonmatching","Ich",494,0.494,1
"100",1,"female",20,"right","Nonmatching","Ich",491,0.491,1
"101",1,"female",20,"right","Nonmatching","Ich",493,0.493,1
"102",1,"female",20,"right","Nonmatching","Ich",496,0.496,1
"103",1,"female",20,"right","Nonmatching","Ich",458,0.458,1
"104",1,"female",20,"right","Nonmatching","Ich",542,0.542,1
"105",1,"female",20,"right","Nonmatching","Ich",499,0.499,1
"106",1,"female",20,"right","Nonmatching","Ich",498,0.498,1
"107",1,"female",20,"right","Nonmatching","Ich",486,0.486,1
"108",1,"female",20,"right","Nonmatching","Ich",458,0.458,1
"109",1,"female",20,"right","Nonmatching","Mutter",1282,1.282,1
"110",1,"female",20,"right","Nonmatching","Mutter",797,0.797,0
"111",1,"female",20,"right","Nonmatching","Mutter",504,0.504,1
"112",1,"female",20,"right","Nonmatching","Mutter",695,0.695,1
"113",1,"female",20,"right","Nonmatching","Mutter",461,0.461,1
"114",1,"female",20,"right","Nonmatching","Mutter",812,0.812,1
"115",1,"female",20,"right","Nonmatching","Mutter",382,0.382,1
"116",1,"female",20,"right","Nonmatching","Mutter",482,0.482,0
"117",1,"female",20,"right","Nonmatching","Mutter",393,0.393,1
"118",1,"female",20,"right","Nonmatching","Mutter",421,0.421,1
"119",1,"female",20,"right","Nonmatching","Mutter",396,0.396,1
"120",1,"female",20,"right","Nonmatching","Mutter",568,0.568,1
"121",1,"female",20,"right","Nonmatching","Mutter",500,0.5,1
"122",1,"female",20,"right","Nonmatching","Mutter",351,0.351,1
"123",1,"female",20,"right","Nonmatching","Mutter",603,0.603,1
"124",1,"female",20,"right","Nonmatching","Mutter",483,0.483,1
"125",1,"female",20,"right","Nonmatching","Mutter",461,0.461,1
"126",1,"female",20,"right","Nonmatching","Mutter",497,0.497,1
"127",1,"female",20,"right","Nonmatching","none",725,0.725,1
"128",1,"female",20,"right","Nonmatching","none",906,0.906,1
"129",1,"female",20,"right","Nonmatching","none",715,0.715,1
"130",1,"female",20,"right","Nonmatching","none",1037,1.037,1
"131",1,"female",20,"right","Nonmatching","none",534,0.534,1
"132",1,"female",20,"right","Nonmatching","none",620,0.62,1
"133",1,"female",20,"right","Nonmatching","none",580,0.58,1
"134",1,"female",20,"right","Nonmatching","none",572,0.572,1
"135",1,"female",20,"right","Nonmatching","none",661,0.661,1
"136",1,"female",20,"right","Nonmatching","none",651,0.651,1
"137",1,"female",20,"right","Nonmatching","none",466,0.466,0
"138",1,"female",20,"right","Nonmatching","none",539,0.539,1
"139",1,"female",20,"right","Nonmatching","none",497,0.497,1
"140",1,"female",20,"right","Nonmatching","none",395,0.395,1
"141",1,"female",20,"right","Nonmatching","none",525,0.525,1
"142",1,"female",20,"right","Nonmatching","none",364,0.364,1
"143",1,"female",20,"right","Nonmatching","none",504,0.504,0
"144",1,"female",20,"right","Nonmatching","none",514,0.514,1
"145",2,"female",21,"left","Matching","Bekannter",2434,2.434,1
"146",2,"female",21,"left","Matching","Bekannter",459,0.459,0
"147",2,"female",21,"left","Matching","Bekannter",653,0.653,1
"148",2,"female",21,"left","Matching","Bekannter",789,0.789,1
"149",2,"female",21,"left","Matching","Bekannter",324,0.324,1
"150",2,"female",21,"left","Matching","Bekannter",724,0.724,1
"151",2,"female",21,"left","Matching","Bekannter",399,0.399,1
"152",2,"female",21,"left","Matching","Bekannter",476,0.476,0
"153",2,"female",21,"left","Matching","Bekannter",506,0.506,1
"154",2,"female",21,"left","Matching","Bekannter",443,0.443,1
"155",2,"female",21,"left","Matching","Bekannter",510,0.51,1
"156",2,"female",21,"left","Matching","Bekannter",618,0.618,1
"157",2,"female",21,"left","Matching","Bekannter",428,0.428,1
"158",2,"female",21,"left","Matching","Bekannter",666,0.666,1
"159",2,"female",21,"left","Matching","Bekannter",353,0.353,1
"160",2,"female",21,"left","Matching","Bekannter",564,0.564,1
"161",2,"female",21,"left","Matching","Bekannter",660,0.66,1
"162",2,"female",21,"left","Matching","Bekannter",500,0.5,1
"163",2,"female",21,"left","Matching","Ich",394,0.394,1
"164",2,"female",21,"left","Matching","Ich",455,0.455,0
"165",2,"female",21,"left","Matching","Ich",544,0.544,1
"166",2,"female",21,"left","Matching","Ich",352,0.352,1
"167",2,"female",21,"left","Matching","Ich",507,0.507,1
"168",2,"female",21,"left","Matching","Ich",417,0.417,1
"169",2,"female",21,"left","Matching","Ich",421,0.421,1
"170",2,"female",21,"left","Matching","Ich",450,0.45,1
"171",2,"female",21,"left","Matching","Ich",411,0.411,0
"172",2,"female",21,"left","Matching","Ich",427,0.427,1
"173",2,"female",21,"left","Matching","Ich",515,0.515,1
"174",2,"female",21,"left","Matching","Ich",431,0.431,1
"175",2,"female",21,"left","Matching","Ich",408,0.408,1
"176",2,"female",21,"left","Matching","Ich",482,0.482,1
"177",2,"female",21,"left","Matching","Ich",460,0.46,1
"178",2,"female",21,"left","Matching","Ich",464,0.464,1
"179",2,"female",21,"left","Matching","Ich",474,0.474,1
"180",2,"female",21,"left","Matching","Ich",438,0.438,1
"181",2,"female",21,"left","Matching","Mutter",1545,1.545,1
"182",2,"female",21,"left","Matching","Mutter",341,0.341,1
"183",2,"female",21,"left","Matching","Mutter",715,0.715,1
"184",2,"female",21,"left","Matching","Mutter",503,0.503,1
"185",2,"female",21,"left","Matching","Mutter",517,0.517,1
"186",2,"female",21,"left","Matching","Mutter",607,0.607,1
"187",2,"female",21,"left","Matching","Mutter",396,0.396,1
"188",2,"female",21,"left","Matching","Mutter",551,0.551,1
"189",2,"female",21,"left","Matching","Mutter",508,0.508,1
"190",2,"female",21,"left","Matching","Mutter",467,0.467,1
"191",2,"female",21,"left","Matching","Mutter",354,0.354,1
"192",2,"female",21,"left","Matching","Mutter",445,0.445,1
"193",2,"female",21,"left","Matching","Mutter",409,0.409,0
"194",2,"female",21,"left","Matching","Mutter",611,0.611,1
"195",2,"female",21,"left","Matching","Mutter",332,0.332,1
"196",2,"female",21,"left","Matching","Mutter",539,0.539,1
"197",2,"female",21,"left","Matching","Mutter",579,0.579,1
"198",2,"female",21,"left","Matching","Mutter",542,0.542,1
"199",2,"female",21,"left","Matching","none",368,0.368,1
"200",2,"female",21,"left","Matching","none",484,0.484,1
"201",2,"female",21,"left","Matching","none",497,0.497,1
"202",2,"female",21,"left","Matching","none",513,0.513,1
"203",2,"female",21,"left","Matching","none",337,0.337,1
"204",2,"female",21,"left","Matching","none",516,0.516,1
"205",2,"female",21,"left","Matching","none",400,0.4,1
"206",2,"female",21,"left","Matching","none",435,0.435,1
"207",2,"female",21,"left","Matching","none",425,0.425,0
"208",2,"female",21,"left","Matching","none",403,0.403,1
"209",2,"female",21,"left","Matching","none",533,0.533,1
"210",2,"female",21,"left","Matching","none",471,0.471,1
"211",2,"female",21,"left","Matching","none",416,0.416,1
"212",2,"female",21,"left","Matching","none",356,0.356,1
"213",2,"female",21,"left","Matching","none",543,0.543,1
"214",2,"female",21,"left","Matching","none",476,0.476,1
"215",2,"female",21,"left","Matching","none",432,0.432,1
"216",2,"female",21,"left","Matching","none",491,0.491,1
"217",2,"female",21,"left","Nonmatching","Bekannter",440,0.44,1
"218",2,"female",21,"left","Nonmatching","Bekannter",373,0.373,0
"219",2,"female",21,"left","Nonmatching","Bekannter",389,0.389,1
"220",2,"female",21,"left","Nonmatching","Bekannter",412,0.412,1
"221",2,"female",21,"left","Nonmatching","Bekannter",360,0.36,1
"222",2,"female",21,"left","Nonmatching","Bekannter",499,0.499,1
"223",2,"female",21,"left","Nonmatching","Bekannter",620,0.62,1
"224",2,"female",21,"left","Nonmatching","Bekannter",372,0.372,1
"225",2,"female",21,"left","Nonmatching","Bekannter",392,0.392,1
"226",2,"female",21,"left","Nonmatching","Bekannter",371,0.371,1
"227",2,"female",21,"left","Nonmatching","Bekannter",566,0.566,1
"228",2,"female",21,"left","Nonmatching","Bekannter",443,0.443,1
"229",2,"female",21,"left","Nonmatching","Bekannter",348,0.348,1
"230",2,"female",21,"left","Nonmatching","Bekannter",322,0.322,1
"231",2,"female",21,"left","Nonmatching","Bekannter",387,0.387,1
"232",2,"female",21,"left","Nonmatching","Bekannter",358,0.358,1
"233",2,"female",21,"left","Nonmatching","Bekannter",410,0.41,1
"234",2,"female",21,"left","Nonmatching","Bekannter",349,0.349,0
"235",2,"female",21,"left","Nonmatching","Ich",501,0.501,1
"236",2,"female",21,"left","Nonmatching","Ich",378,0.378,1
"237",2,"female",21,"left","Nonmatching","Ich",446,0.446,1
"238",2,"female",21,"left","Nonmatching","Ich",406,0.406,1
"239",2,"female",21,"left","Nonmatching","Ich",409,0.409,1
"240",2,"female",21,"left","Nonmatching","Ich",744,0.744,1
"241",2,"female",21,"left","Nonmatching","Ich",509,0.509,1
"242",2,"female",21,"left","Nonmatching","Ich",451,0.451,1
"243",2,"female",21,"left","Nonmatching","Ich",397,0.397,1
"244",2,"female",21,"left","Nonmatching","Ich",616,0.616,1
"245",2,"female",21,"left","Nonmatching","Ich",600,0.6,1
"246",2,"female",21,"left","Nonmatching","Ich",482,0.482,1
"247",2,"female",21,"left","Nonmatching","Ich",370,0.37,1
"248",2,"female",21,"left","Nonmatching","Ich",486,0.486,1
"249",2,"female",21,"left","Nonmatching","Ich",404,0.404,1
"250",2,"female",21,"left","Nonmatching","Ich",576,0.576,1
"251",2,"female",21,"left","Nonmatching","Ich",424,0.424,1
"252",2,"female",21,"left","Nonmatching","Ich",482,0.482,1
"253",2,"female",21,"left","Nonmatching","Mutter",784,0.784,1
"254",2,"female",21,"left","Nonmatching","Mutter",426,0.426,1
"255",2,"female",21,"left","Nonmatching","Mutter",543,0.543,1
"256",2,"female",21,"left","Nonmatching","Mutter",439,0.439,1
"257",2,"female",21,"left","Nonmatching","Mutter",434,0.434,1
"258",2,"female",21,"left","Nonmatching","Mutter",579,0.579,1
"259",2,"female",21,"left","Nonmatching","Mutter",568,0.568,1
"260",2,"female",21,"left","Nonmatching","Mutter",429,0.429,1
"261",2,"female",21,"left","Nonmatching","Mutter",441,0.441,1
"262",2,"female",21,"left","Nonmatching","Mutter",389,0.389,0
"263",2,"female",21,"left","Nonmatching","Mutter",413,0.413,1
"264",2,"female",21,"left","Nonmatching","Mutter",486,0.486,1
"265",2,"female",21,"left","Nonmatching","Mutter",591,0.591,1
"266",2,"female",21,"left","Nonmatching","Mutter",469,0.469,1
"267",2,"female",21,"left","Nonmatching","Mutter",469,0.469,0
"268",2,"female",21,"left","Nonmatching","Mutter",696,0.696,1
"269",2,"female",21,"left","Nonmatching","Mutter",426,0.426,1
"270",2,"female",21,"left","Nonmatching","Mutter",482,0.482,1
"271",2,"female",21,"left","Nonmatching","none",435,0.435,1
"272",2,"female",21,"left","Nonmatching","none",524,0.524,1
"273",2,"female",21,"left","Nonmatching","none",536,0.536,1
"274",2,"female",21,"left","Nonmatching","none",413,0.413,1
"275",2,"female",21,"left","Nonmatching","none",618,0.618,1
"276",2,"female",21,"left","Nonmatching","none",474,0.474,1
"277",2,"female",21,"left","Nonmatching","none",523,0.523,1
"278",2,"female",21,"left","Nonmatching","none",441,0.441,1
"279",2,"female",21,"left","Nonmatching","none",357,0.357,1
"280",2,"female",21,"left","Nonmatching","none",441,0.441,1
"281",2,"female",21,"left","Nonmatching","none",450,0.45,1
"282",2,"female",21,"left","Nonmatching","none",545,0.545,1
"283",2,"female",21,"left","Nonmatching","none",564,0.564,1
"284",2,"female",21,"left","Nonmatching","none",558,0.558,1
"285",2,"female",21,"left","Nonmatching","none",526,0.526,1
"286",2,"female",21,"left","Nonmatching","none",485,0.485,1
"287",2,"female",21,"left","Nonmatching","none",554,0.554,1
"288",2,"female",21,"left","Nonmatching","none",475,0.475,1
"289",3,"male",20,"right","Matching","Bekannter",1324,1.324,1
"290",3,"male",20,"right","Matching","Bekannter",720,0.72,1
"291",3,"male",20,"right","Matching","Bekannter",395,0.395,1
"292",3,"male",20,"right","Matching","Bekannter",407,0.407,1
"293",3,"male",20,"right","Matching","Bekannter",712,0.712,1
"294",3,"male",20,"right","Matching","Bekannter",443,0.443,1
"295",3,"male",20,"right","Matching","Bekannter",370,0.37,1
"296",3,"male",20,"right","Matching","Bekannter",413,0.413,1
"297",3,"male",20,"right","Matching","Bekannter",368,0.368,1
"298",3,"male",20,"right","Matching","Bekannter",481,0.481,1
"299",3,"male",20,"right","Matching","Bekannter",514,0.514,1
"300",3,"male",20,"right","Matching","Bekannter",427,0.427,1
"301",3,"male",20,"right","Matching","Bekannter",564,0.564,1
"302",3,"male",20,"right","Matching","Bekannter",457,0.457,1
"303",3,"male",20,"right","Matching","Bekannter",544,0.544,1
"304",3,"male",20,"right","Matching","Bekannter",538,0.538,1
"305",3,"male",20,"right","Matching","Bekannter",467,0.467,1
"306",3,"male",20,"right","Matching","Bekannter",563,0.563,1
"307",3,"male",20,"right","Matching","Ich",791,0.791,1
"308",3,"male",20,"right","Matching","Ich",665,0.665,1
"309",3,"male",20,"right","Matching","Ich",493,0.493,1
"310",3,"male",20,"right","Matching","Ich",544,0.544,1
"311",3,"male",20,"right","Matching","Ich",591,0.591,1
"312",3,"male",20,"right","Matching","Ich",415,0.415,1
"313",3,"male",20,"right","Matching","Ich",398,0.398,1
"314",3,"male",20,"right","Matching","Ich",417,0.417,0
"315",3,"male",20,"right","Matching","Ich",433,0.433,1
"316",3,"male",20,"right","Matching","Ich",514,0.514,1
"317",3,"male",20,"right","Matching","Ich",536,0.536,1
"318",3,"male",20,"right","Matching","Ich",489,0.489,1
"319",3,"male",20,"right","Matching","Ich",652,0.652,1
"320",3,"male",20,"right","Matching","Ich",574,0.574,1
"321",3,"male",20,"right","Matching","Ich",504,0.504,1
"322",3,"male",20,"right","Matching","Ich",356,0.356,1
"323",3,"male",20,"right","Matching","Ich",361,0.361,1
"324",3,"male",20,"right","Matching","Ich",419,0.419,1
"325",3,"male",20,"right","Matching","Mutter",929,0.929,1
"326",3,"male",20,"right","Matching","Mutter",718,0.718,1
"327",3,"male",20,"right","Matching","Mutter",575,0.575,1
"328",3,"male",20,"right","Matching","Mutter",647,0.647,1
"329",3,"male",20,"right","Matching","Mutter",434,0.434,1
"330",3,"male",20,"right","Matching","Mutter",398,0.398,0
"331",3,"male",20,"right","Matching","Mutter",640,0.64,1
"332",3,"male",20,"right","Matching","Mutter",595,0.595,1
"333",3,"male",20,"right","Matching","Mutter",388,0.388,1
"334",3,"male",20,"right","Matching","Mutter",431,0.431,0
"335",3,"male",20,"right","Matching","Mutter",591,0.591,1
"336",3,"male",20,"right","Matching","Mutter",476,0.476,1
"337",3,"male",20,"right","Matching","Mutter",814,0.814,1
"338",3,"male",20,"right","Matching","Mutter",759,0.759,1
"339",3,"male",20,"right","Matching","Mutter",606,0.606,1
"340",3,"male",20,"right","Matching","Mutter",363,0.363,1
"341",3,"male",20,"right","Matching","Mutter",402,0.402,1
"342",3,"male",20,"right","Matching","Mutter",515,0.515,1
"343",3,"male",20,"right","Matching","none",633,0.633,1
"344",3,"male",20,"right","Matching","none",1253,1.253,1
"345",3,"male",20,"right","Matching","none",837,0.837,1
"346",3,"male",20,"right","Matching","none",732,0.732,1
"347",3,"male",20,"right","Matching","none",667,0.667,1
"348",3,"male",20,"right","Matching","none",517,0.517,1
"349",3,"male",20,"right","Matching","none",768,0.768,1
"350",3,"male",20,"right","Matching","none",418,0.418,1
"351",3,"male",20,"right","Matching","none",526,0.526,1
"352",3,"male",20,"right","Matching","none",488,0.488,1
"353",3,"male",20,"right","Matching","none",526,0.526,1
"354",3,"male",20,"right","Matching","none",506,0.506,1
"355",3,"male",20,"right","Matching","none",1202,1.202,1
"356",3,"male",20,"right","Matching","none",553,0.553,1
"357",3,"male",20,"right","Matching","none",464,0.464,1
"358",3,"male",20,"right","Matching","none",1056,1.056,1
"359",3,"male",20,"right","Matching","none",383,0.383,0
"360",3,"male",20,"right","Matching","none",455,0.455,1
"361",3,"male",20,"right","Nonmatching","Bekannter",629,0.629,1
"362",3,"male",20,"right","Nonmatching","Bekannter",562,0.562,1
"363",3,"male",20,"right","Nonmatching","Bekannter",575,0.575,1
"364",3,"male",20,"right","Nonmatching","Bekannter",530,0.53,1
"365",3,"male",20,"right","Nonmatching","Bekannter",503,0.503,1
"366",3,"male",20,"right","Nonmatching","Bekannter",448,0.448,1
"367",3,"male",20,"right","Nonmatching","Bekannter",648,0.648,1
"368",3,"male",20,"right","Nonmatching","Bekannter",520,0.52,1
"369",3,"male",20,"right","Nonmatching","Bekannter",509,0.509,1
"370",3,"male",20,"right","Nonmatching","Bekannter",594,0.594,1
"371",3,"male",20,"right","Nonmatching","Bekannter",356,0.356,1
"372",3,"male",20,"right","Nonmatching","Bekannter",489,0.489,1
"373",3,"male",20,"right","Nonmatching","Bekannter",456,0.456,1
"374",3,"male",20,"right","Nonmatching","Bekannter",457,0.457,1
"375",3,"male",20,"right","Nonmatching","Bekannter",514,0.514,1
"376",3,"male",20,"right","Nonmatching","Bekannter",391,0.391,1
"377",3,"male",20,"right","Nonmatching","Bekannter",502,0.502,1
"378",3,"male",20,"right","Nonmatching","Bekannter",356,0.356,1
"379",3,"male",20,"right","Nonmatching","Ich",4407,4.407,1
"380",3,"male",20,"right","Nonmatching","Ich",899,0.899,1
"381",3,"male",20,"right","Nonmatching","Ich",488,0.488,1
"382",3,"male",20,"right","Nonmatching","Ich",557,0.557,1
"383",3,"male",20,"right","Nonmatching","Ich",673,0.673,1
"384",3,"male",20,"right","Nonmatching","Ich",673,0.673,1
"385",3,"male",20,"right","Nonmatching","Ich",949,0.949,1
"386",3,"male",20,"right","Nonmatching","Ich",413,0.413,1
"387",3,"male",20,"right","Nonmatching","Ich",600,0.6,1
"388",3,"male",20,"right","Nonmatching","Ich",893,0.893,1
"389",3,"male",20,"right","Nonmatching","Ich",437,0.437,1
"390",3,"male",20,"right","Nonmatching","Ich",501,0.501,1
"391",3,"male",20,"right","Nonmatching","Ich",394,0.394,0
"392",3,"male",20,"right","Nonmatching","Ich",517,0.517,1
"393",3,"male",20,"right","Nonmatching","Ich",447,0.447,1
"394",3,"male",20,"right","Nonmatching","Ich",425,0.425,1
"395",3,"male",20,"right","Nonmatching","Ich",302,0.302,1
"396",3,"male",20,"right","Nonmatching","Ich",400,0.4,1
"397",3,"male",20,"right","Nonmatching","Mutter",632,0.632,1
"398",3,"male",20,"right","Nonmatching","Mutter",1289,1.289,1
"399",3,"male",20,"right","Nonmatching","Mutter",493,0.493,1
"400",3,"male",20,"right","Nonmatching","Mutter",428,0.428,1
"401",3,"male",20,"right","Nonmatching","Mutter",529,0.529,1
"402",3,"male",20,"right","Nonmatching","Mutter",446,0.446,1
"403",3,"male",20,"right","Nonmatching","Mutter",624,0.624,1
"404",3,"male",20,"right","Nonmatching","Mutter",477,0.477,1
"405",3,"male",20,"right","Nonmatching","Mutter",515,0.515,1
"406",3,"male",20,"right","Nonmatching","Mutter",458,0.458,1
"407",3,"male",20,"right","Nonmatching","Mutter",600,0.6,1
"408",3,"male",20,"right","Nonmatching","Mutter",390,0.39,1
"409",3,"male",20,"right","Nonmatching","Mutter",918,0.918,1
"410",3,"male",20,"right","Nonmatching","Mutter",369,0.369,1
"411",3,"male",20,"right","Nonmatching","Mutter",549,0.549,1
"412",3,"male",20,"right","Nonmatching","Mutter",592,0.592,1
"413",3,"male",20,"right","Nonmatching","Mutter",564,0.564,1
"414",3,"male",20,"right","Nonmatching","Mutter",584,0.584,1
"415",3,"male",20,"right","Nonmatching","none",531,0.531,1
"416",3,"male",20,"right","Nonmatching","none",1038,1.038,1
"417",3,"male",20,"right","Nonmatching","none",475,0.475,1
"418",3,"male",20,"right","Nonmatching","none",402,0.402,1
"419",3,"male",20,"right","Nonmatching","none",946,0.946,1
"420",3,"male",20,"right","Nonmatching","none",412,0.412,1
"421",3,"male",20,"right","Nonmatching","none",485,0.485,1
"422",3,"male",20,"right","Nonmatching","none",496,0.496,1
"423",3,"male",20,"right","Nonmatching","none",539,0.539,1
"424",3,"male",20,"right","Nonmatching","none",499,0.499,1
"425",3,"male",20,"right","Nonmatching","none",495,0.495,1
"426",3,"male",20,"right","Nonmatching","none",393,0.393,1
"427",3,"male",20,"right","Nonmatching","none",338,0.338,1
"428",3,"male",20,"right","Nonmatching","none",493,0.493,1
"429",3,"male",20,"right","Nonmatching","none",531,0.531,1
"430",3,"male",20,"right","Nonmatching","none",503,0.503,1
"431",3,"male",20,"right","Nonmatching","none",359,0.359,1
"432",3,"male",20,"right","Nonmatching","none",420,0.42,1
"433",4,"female",20,"right","Matching","Bekannter",732,0.732,1
"434",4,"female",20,"right","Matching","Bekannter",1182,1.182,0
"435",4,"female",20,"right","Matching","Bekannter",733,0.733,1
"436",4,"female",20,"right","Matching","Bekannter",613,0.613,1
"437",4,"female",20,"right","Matching","Bekannter",583,0.583,1
"438",4,"female",20,"right","Matching","Bekannter",710,0.71,1
"439",4,"female",20,"right","Matching","Bekannter",619,0.619,1
"440",4,"female",20,"right","Matching","Bekannter",1258,1.258,1
"441",4,"female",20,"right","Matching","Bekannter",479,0.479,1
"442",4,"female",20,"right","Matching","Bekannter",611,0.611,1
"443",4,"female",20,"right","Matching","Bekannter",527,0.527,1
"444",4,"female",20,"right","Matching","Bekannter",797,0.797,1
"445",4,"female",20,"right","Matching","Bekannter",847,0.847,1
"446",4,"female",20,"right","Matching","Bekannter",528,0.528,0
"447",4,"female",20,"right","Matching","Bekannter",605,0.605,1
"448",4,"female",20,"right","Matching","Bekannter",360,0.36,1
"449",4,"female",20,"right","Matching","Bekannter",922,0.922,1
"450",4,"female",20,"right","Matching","Bekannter",453,0.453,1
"451",4,"female",20,"right","Matching","Ich",660,0.66,1
"452",4,"female",20,"right","Matching","Ich",748,0.748,1
"453",4,"female",20,"right","Matching","Ich",581,0.581,1
