"","Subject","Gender","Age","Handedness","Matching","Identity","RT_ms","RT_sec","ACC","ScreenResolution","RefreshRate","Luminance","TextColor","VisualAngle","Color","Contrast"
"2851",20,"female",21,"right","incomp","Ich",686,0.686,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2852",20,"female",21,"right","incomp","Ich",592,0.592,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2853",20,"female",21,"right","incomp","Ich",801,0.801,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2854",20,"female",21,"right","incomp","Ich",663,0.663,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2855",20,"female",21,"right","incomp","Ich",579,0.579,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2856",20,"female",21,"right","incomp","Ich",1289,1.289,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2857",20,"female",21,"right","incomp","Mutter",1068,1.068,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2858",20,"female",21,"right","incomp","Mutter",1364,1.364,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2859",20,"female",21,"right","incomp","Mutter",713,0.713,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2860",20,"female",21,"right","incomp","Mutter",547,0.547,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2861",20,"female",21,"right","incomp","Mutter",613,0.613,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2862",20,"female",21,"right","incomp","Mutter",578,0.578,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2863",20,"female",21,"right","incomp","Mutter",520,0.52,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2864",20,"female",21,"right","incomp","Mutter",530,0.53,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2865",20,"female",21,"right","incomp","Mutter",602,0.602,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2866",20,"female",21,"right","incomp","Mutter",657,0.657,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2867",20,"female",21,"right","incomp","Mutter",651,0.651,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2868",20,"female",21,"right","incomp","Mutter",567,0.567,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2869",20,"female",21,"right","incomp","Mutter",432,0.432,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2870",20,"female",21,"right","incomp","Mutter",619,0.619,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2871",20,"female",21,"right","incomp","Mutter",494,0.494,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2872",20,"female",21,"right","incomp","Mutter",825,0.825,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2873",20,"female",21,"right","incomp","Mutter",878,0.878,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2874",20,"female",21,"right","incomp","Mutter",769,0.769,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2875",20,"female",21,"right","incomp","Mutter",673,0.673,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2876",20,"female",21,"right","incomp","Mutter",652,0.652,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2877",20,"female",21,"right","incomp","Mutter",639,0.639,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2878",20,"female",21,"right","incomp","Mutter",737,0.737,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2879",20,"female",21,"right","incomp","Mutter",634,0.634,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2880",20,"female",21,"right","incomp","Mutter",619,0.619,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2881",21,"female",20,"right","comp","Bekannter",628,0.628,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2882",21,"female",20,"right","comp","Bekannter",482,0.482,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2883",21,"female",20,"right","comp","Bekannter",760,0.76,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2884",21,"female",20,"right","comp","Bekannter",432,0.432,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2885",21,"female",20,"right","comp","Bekannter",429,0.429,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2886",21,"female",20,"right","comp","Bekannter",370,0.37,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2887",21,"female",20,"right","comp","Bekannter",281,0.281,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2888",21,"female",20,"right","comp","Bekannter",278,0.278,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2889",21,"female",20,"right","comp","Bekannter",404,0.404,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2890",21,"female",20,"right","comp","Bekannter",404,0.404,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2891",21,"female",20,"right","comp","Bekannter",370,0.37,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2892",21,"female",20,"right","comp","Bekannter",440,0.44,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2893",21,"female",20,"right","comp","Bekannter",426,0.426,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2894",21,"female",20,"right","comp","Bekannter",388,0.388,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2895",21,"female",20,"right","comp","Bekannter",471,0.471,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2896",21,"female",20,"right","comp","Bekannter",437,0.437,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2897",21,"female",20,"right","comp","Bekannter",341,0.341,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2898",21,"female",20,"right","comp","Bekannter",340,0.34,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2899",21,"female",20,"right","comp","Bekannter",328,0.328,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2900",21,"female",20,"right","comp","Bekannter",352,0.352,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2901",21,"female",20,"right","comp","Bekannter",554,0.554,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2902",21,"female",20,"right","comp","Bekannter",251,0.251,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2903",21,"female",20,"right","comp","Bekannter",335,0.335,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2904",21,"female",20,"right","comp","Bekannter",297,0.297,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2905",21,"female",20,"right","comp","Ich",615,0.615,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2906",21,"female",20,"right","comp","Ich",439,0.439,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2907",21,"female",20,"right","comp","Ich",400,0.4,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2908",21,"female",20,"right","comp","Ich",317,0.317,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2909",21,"female",20,"right","comp","Ich",367,0.367,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2910",21,"female",20,"right","comp","Ich",338,0.338,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2911",21,"female",20,"right","comp","Ich",371,0.371,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2912",21,"female",20,"right","comp","Ich",636,0.636,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2913",21,"female",20,"right","comp","Ich",386,0.386,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2914",21,"female",20,"right","comp","Ich",355,0.355,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2915",21,"female",20,"right","comp","Ich",330,0.33,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2916",21,"female",20,"right","comp","Ich",331,0.331,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2917",21,"female",20,"right","comp","Ich",308,0.308,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2918",21,"female",20,"right","comp","Ich",363,0.363,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2919",21,"female",20,"right","comp","Ich",371,0.371,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2920",21,"female",20,"right","comp","Ich",237,0.237,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2921",21,"female",20,"right","comp","Ich",359,0.359,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2922",21,"female",20,"right","comp","Ich",314,0.314,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2923",21,"female",20,"right","comp","Ich",251,0.251,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2924",21,"female",20,"right","comp","Ich",1740,1.74,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2925",21,"female",20,"right","comp","Ich",298,0.298,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2926",21,"female",20,"right","comp","Ich",333,0.333,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2927",21,"female",20,"right","comp","Ich",315,0.315,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2928",21,"female",20,"right","comp","Ich",326,0.326,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2929",21,"female",20,"right","comp","Mutter",1380,1.38,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2930",21,"female",20,"right","comp","Mutter",374,0.374,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2931",21,"female",20,"right","comp","Mutter",325,0.325,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2932",21,"female",20,"right","comp","Mutter",515,0.515,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2933",21,"female",20,"right","comp","Mutter",204,0.204,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2934",21,"female",20,"right","comp","Mutter",267,0.267,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2935",21,"female",20,"right","comp","Mutter",294,0.294,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2936",21,"female",20,"right","comp","Mutter",345,0.345,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2937",21,"female",20,"right","comp","Mutter",722,0.722,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2938",21,"female",20,"right","comp","Mutter",279,0.279,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2939",21,"female",20,"right","comp","Mutter",597,0.597,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2940",21,"female",20,"right","comp","Mutter",1006,1.006,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2941",21,"female",20,"right","comp","Mutter",321,0.321,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2942",21,"female",20,"right","comp","Mutter",214,0.214,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2943",21,"female",20,"right","comp","Mutter",332,0.332,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2944",21,"female",20,"right","comp","Mutter",515,0.515,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2945",21,"female",20,"right","comp","Mutter",225,0.225,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2946",21,"female",20,"right","comp","Mutter",295,0.295,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2947",21,"female",20,"right","comp","Mutter",442,0.442,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2948",21,"female",20,"right","comp","Mutter",259,0.259,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2949",21,"female",20,"right","comp","Mutter",274,0.274,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2950",21,"female",20,"right","comp","Mutter",471,0.471,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2951",21,"female",20,"right","comp","Mutter",302,0.302,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2952",21,"female",20,"right","comp","Mutter",306,0.306,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2953",21,"female",20,"right","incomp","Bekannter",891,0.891,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2954",21,"female",20,"right","incomp","Bekannter",357,0.357,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2955",21,"female",20,"right","incomp","Bekannter",486,0.486,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2956",21,"female",20,"right","incomp","Bekannter",806,0.806,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2957",21,"female",20,"right","incomp","Bekannter",553,0.553,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2958",21,"female",20,"right","incomp","Bekannter",409,0.409,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2959",21,"female",20,"right","incomp","Bekannter",516,0.516,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2960",21,"female",20,"right","incomp","Bekannter",403,0.403,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2961",21,"female",20,"right","incomp","Bekannter",573,0.573,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2962",21,"female",20,"right","incomp","Bekannter",797,0.797,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2963",21,"female",20,"right","incomp","Bekannter",475,0.475,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2964",21,"female",20,"right","incomp","Bekannter",620,0.62,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2965",21,"female",20,"right","incomp","Bekannter",692,0.692,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2966",21,"female",20,"right","incomp","Bekannter",462,0.462,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2967",21,"female",20,"right","incomp","Bekannter",388,0.388,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2968",21,"female",20,"right","incomp","Bekannter",485,0.485,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2969",21,"female",20,"right","incomp","Bekannter",474,0.474,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2970",21,"female",20,"right","incomp","Bekannter",615,0.615,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2971",21,"female",20,"right","incomp","Bekannter",642,0.642,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2972",21,"female",20,"right","incomp","Bekannter",387,0.387,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2973",21,"female",20,"right","incomp","Bekannter",1007,1.007,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2974",21,"female",20,"right","incomp","Bekannter",554,0.554,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2975",21,"female",20,"right","incomp","Bekannter",374,0.374,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2976",21,"female",20,"right","incomp","Bekannter",657,0.657,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2977",21,"female",20,"right","incomp","Ich",624,0.624,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2978",21,"female",20,"right","incomp","Ich",575,0.575,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2979",21,"female",20,"right","incomp","Ich",512,0.512,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2980",21,"female",20,"right","incomp","Ich",585,0.585,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2981",21,"female",20,"right","incomp","Ich",393,0.393,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2982",21,"female",20,"right","incomp","Ich",404,0.404,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2983",21,"female",20,"right","incomp","Ich",497,0.497,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2984",21,"female",20,"right","incomp","Ich",459,0.459,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2985",21,"female",20,"right","incomp","Ich",561,0.561,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2986",21,"female",20,"right","incomp","Ich",556,0.556,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2987",21,"female",20,"right","incomp","Ich",558,0.558,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2988",21,"female",20,"right","incomp","Ich",503,0.503,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2989",21,"female",20,"right","incomp","Ich",586,0.586,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2990",21,"female",20,"right","incomp","Ich",665,0.665,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2991",21,"female",20,"right","incomp","Ich",420,0.42,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2992",21,"female",20,"right","incomp","Ich",556,0.556,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2993",21,"female",20,"right","incomp","Ich",436,0.436,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2994",21,"female",20,"right","incomp","Ich",223,0.223,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2995",21,"female",20,"right","incomp","Ich",307,0.307,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2996",21,"female",20,"right","incomp","Ich",402,0.402,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2997",21,"female",20,"right","incomp","Ich",363,0.363,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2998",21,"female",20,"right","incomp","Ich",461,0.461,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"2999",21,"female",20,"right","incomp","Ich",612,0.612,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3000",21,"female",20,"right","incomp","Ich",569,0.569,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3001",21,"female",20,"right","incomp","Mutter",1385,1.385,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3002",21,"female",20,"right","incomp","Mutter",709,0.709,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3003",21,"female",20,"right","incomp","Mutter",640,0.64,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3004",21,"female",20,"right","incomp","Mutter",472,0.472,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3005",21,"female",20,"right","incomp","Mutter",491,0.491,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3006",21,"female",20,"right","incomp","Mutter",620,0.62,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3007",21,"female",20,"right","incomp","Mutter",391,0.391,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3008",21,"female",20,"right","incomp","Mutter",415,0.415,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3009",21,"female",20,"right","incomp","Mutter",475,0.475,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3010",21,"female",20,"right","incomp","Mutter",429,0.429,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3011",21,"female",20,"right","incomp","Mutter",520,0.52,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3012",21,"female",20,"right","incomp","Mutter",417,0.417,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3013",21,"female",20,"right","incomp","Mutter",571,0.571,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3014",21,"female",20,"right","incomp","Mutter",415,0.415,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3015",21,"female",20,"right","incomp","Mutter",383,0.383,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3016",21,"female",20,"right","incomp","Mutter",388,0.388,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3017",21,"female",20,"right","incomp","Mutter",413,0.413,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3018",21,"female",20,"right","incomp","Mutter",387,0.387,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3019",21,"female",20,"right","incomp","Mutter",327,0.327,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3020",21,"female",20,"right","incomp","Mutter",264,0.264,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3021",21,"female",20,"right","incomp","Mutter",342,0.342,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3022",21,"female",20,"right","incomp","Mutter",337,0.337,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3023",21,"female",20,"right","incomp","Mutter",466,0.466,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3024",21,"female",20,"right","incomp","Mutter",336,0.336,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3025",22,"female",19,"right","comp","Bekannter",265,0.265,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3026",22,"female",19,"right","comp","Bekannter",172,0.172,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3027",22,"female",19,"right","comp","Bekannter",236,0.236,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3028",22,"female",19,"right","comp","Bekannter",84,0.084,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3029",22,"female",19,"right","comp","Bekannter",188,0.188,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3030",22,"female",19,"right","comp","Bekannter",213,0.213,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3031",22,"female",19,"right","comp","Bekannter",155,0.155,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3032",22,"female",19,"right","comp","Bekannter",191,0.191,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3033",22,"female",19,"right","comp","Bekannter",175,0.175,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3034",22,"female",19,"right","comp","Bekannter",278,0.278,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3035",22,"female",19,"right","comp","Bekannter",185,0.185,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3036",22,"female",19,"right","comp","Bekannter",251,0.251,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3037",22,"female",19,"right","comp","Bekannter",123,0.123,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3038",22,"female",19,"right","comp","Bekannter",355,0.355,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3039",22,"female",19,"right","comp","Bekannter",217,0.217,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3040",22,"female",19,"right","comp","Bekannter",235,0.235,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3041",22,"female",19,"right","comp","Bekannter",181,0.181,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3042",22,"female",19,"right","comp","Bekannter",255,0.255,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3043",22,"female",19,"right","comp","Bekannter",266,0.266,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3044",22,"female",19,"right","comp","Bekannter",183,0.183,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3045",22,"female",19,"right","comp","Bekannter",304,0.304,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3046",22,"female",19,"right","comp","Bekannter",245,0.245,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3047",22,"female",19,"right","comp","Bekannter",111,0.111,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3048",22,"female",19,"right","comp","Bekannter",319,0.319,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3049",22,"female",19,"right","comp","Ich",126,0.126,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3050",22,"female",19,"right","comp","Ich",59,0.059,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3051",22,"female",19,"right","comp","Ich",179,0.179,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3052",22,"female",19,"right","comp","Ich",172,0.172,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3053",22,"female",19,"right","comp","Ich",246,0.246,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3054",22,"female",19,"right","comp","Ich",179,0.179,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3055",22,"female",19,"right","comp","Ich",143,0.143,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3056",22,"female",19,"right","comp","Ich",147,0.147,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3057",22,"female",19,"right","comp","Ich",348,0.348,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3058",22,"female",19,"right","comp","Ich",203,0.203,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3059",22,"female",19,"right","comp","Ich",171,0.171,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3060",22,"female",19,"right","comp","Ich",232,0.232,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3061",22,"female",19,"right","comp","Ich",151,0.151,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3062",22,"female",19,"right","comp","Ich",284,0.284,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3063",22,"female",19,"right","comp","Ich",75,0.075,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3064",22,"female",19,"right","comp","Ich",187,0.187,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3065",22,"female",19,"right","comp","Ich",315,0.315,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3066",22,"female",19,"right","comp","Ich",257,0.257,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3067",22,"female",19,"right","comp","Ich",281,0.281,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3068",22,"female",19,"right","comp","Ich",193,0.193,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3069",22,"female",19,"right","comp","Ich",177,0.177,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3070",22,"female",19,"right","comp","Ich",308,0.308,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3071",22,"female",19,"right","comp","Ich",203,0.203,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3072",22,"female",19,"right","comp","Ich",225,0.225,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3073",22,"female",19,"right","comp","Mutter",158,0.158,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3074",22,"female",19,"right","comp","Mutter",251,0.251,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3075",22,"female",19,"right","comp","Mutter",232,0.232,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3076",22,"female",19,"right","comp","Mutter",319,0.319,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3077",22,"female",19,"right","comp","Mutter",190,0.19,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3078",22,"female",19,"right","comp","Mutter",160,0.16,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3079",22,"female",19,"right","comp","Mutter",245,0.245,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"3080",22,"female",19,"right","comp","Mutter",317,0.317,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
