"","Subject","Gender","Age","Handedness","Matching","Identity","RT_ms","RT_sec","ACC","ScreenResolution","RefreshRate","Luminance","TextColor","VisualAngle","Color","Contrast"
"1397",10,"female",19,"right","incomp","Ich",664,0.664,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1398",10,"female",19,"right","incomp","Ich",429,0.429,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1399",10,"female",19,"right","incomp","Ich",443,0.443,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1400",10,"female",19,"right","incomp","Ich",753,0.753,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1401",10,"female",19,"right","incomp","Ich",607,0.607,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1402",10,"female",19,"right","incomp","Ich",730,0.73,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1403",10,"female",19,"right","incomp","Ich",589,0.589,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1404",10,"female",19,"right","incomp","Ich",1081,1.081,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1405",10,"female",19,"right","incomp","Ich",543,0.543,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1406",10,"female",19,"right","incomp","Ich",474,0.474,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1407",10,"female",19,"right","incomp","Ich",768,0.768,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1408",10,"female",19,"right","incomp","Ich",612,0.612,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1409",10,"female",19,"right","incomp","Ich",541,0.541,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1410",10,"female",19,"right","incomp","Ich",752,0.752,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1411",10,"female",19,"right","incomp","Ich",719,0.719,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1412",10,"female",19,"right","incomp","Ich",553,0.553,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1413",10,"female",19,"right","incomp","Ich",510,0.51,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1414",10,"female",19,"right","incomp","Ich",591,0.591,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1415",10,"female",19,"right","incomp","Ich",635,0.635,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1416",10,"female",19,"right","incomp","Ich",484,0.484,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1417",10,"female",19,"right","incomp","Mutter",679,0.679,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1418",10,"female",19,"right","incomp","Mutter",602,0.602,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1419",10,"female",19,"right","incomp","Mutter",741,0.741,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1420",10,"female",19,"right","incomp","Mutter",619,0.619,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1421",10,"female",19,"right","incomp","Mutter",741,0.741,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1422",10,"female",19,"right","incomp","Mutter",559,0.559,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1423",10,"female",19,"right","incomp","Mutter",718,0.718,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1424",10,"female",19,"right","incomp","Mutter",815,0.815,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1425",10,"female",19,"right","incomp","Mutter",737,0.737,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1426",10,"female",19,"right","incomp","Mutter",595,0.595,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1427",10,"female",19,"right","incomp","Mutter",707,0.707,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1428",10,"female",19,"right","incomp","Mutter",574,0.574,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1429",10,"female",19,"right","incomp","Mutter",385,0.385,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1430",10,"female",19,"right","incomp","Mutter",662,0.662,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1431",10,"female",19,"right","incomp","Mutter",774,0.774,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1432",10,"female",19,"right","incomp","Mutter",543,0.543,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1433",10,"female",19,"right","incomp","Mutter",980,0.98,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1434",10,"female",19,"right","incomp","Mutter",526,0.526,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1435",10,"female",19,"right","incomp","Mutter",507,0.507,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1436",10,"female",19,"right","incomp","Mutter",610,0.61,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1437",10,"female",19,"right","incomp","Mutter",592,0.592,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1438",10,"female",19,"right","incomp","Mutter",763,0.763,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1439",10,"female",19,"right","incomp","Mutter",716,0.716,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1440",10,"female",19,"right","incomp","Mutter",495,0.495,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1441",11,"female",20,"right","comp","Bekannter",202,0.202,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1442",11,"female",20,"right","comp","Bekannter",438,0.438,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1443",11,"female",20,"right","comp","Bekannter",389,0.389,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1444",11,"female",20,"right","comp","Bekannter",559,0.559,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1445",11,"female",20,"right","comp","Bekannter",615,0.615,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1446",11,"female",20,"right","comp","Bekannter",327,0.327,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1447",11,"female",20,"right","comp","Bekannter",827,0.827,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1448",11,"female",20,"right","comp","Bekannter",626,0.626,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1449",11,"female",20,"right","comp","Bekannter",950,0.95,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1450",11,"female",20,"right","comp","Bekannter",983,0.983,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1451",11,"female",20,"right","comp","Bekannter",583,0.583,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1452",11,"female",20,"right","comp","Bekannter",607,0.607,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1453",11,"female",20,"right","comp","Bekannter",801,0.801,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1454",11,"female",20,"right","comp","Bekannter",530,0.53,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1455",11,"female",20,"right","comp","Bekannter",428,0.428,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1456",11,"female",20,"right","comp","Bekannter",395,0.395,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1457",11,"female",20,"right","comp","Bekannter",626,0.626,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1458",11,"female",20,"right","comp","Bekannter",441,0.441,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1459",11,"female",20,"right","comp","Bekannter",581,0.581,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1460",11,"female",20,"right","comp","Bekannter",508,0.508,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1461",11,"female",20,"right","comp","Bekannter",414,0.414,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1462",11,"female",20,"right","comp","Bekannter",470,0.47,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1463",11,"female",20,"right","comp","Bekannter",1062,1.062,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1464",11,"female",20,"right","comp","Bekannter",613,0.613,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1465",11,"female",20,"right","comp","Ich",1296,1.296,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1466",11,"female",20,"right","comp","Ich",455,0.455,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1467",11,"female",20,"right","comp","Ich",658,0.658,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1468",11,"female",20,"right","comp","Ich",658,0.658,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1469",11,"female",20,"right","comp","Ich",475,0.475,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1470",11,"female",20,"right","comp","Ich",480,0.48,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1471",11,"female",20,"right","comp","Ich",481,0.481,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1472",11,"female",20,"right","comp","Ich",446,0.446,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1473",11,"female",20,"right","comp","Ich",785,0.785,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1474",11,"female",20,"right","comp","Ich",1046,1.046,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1475",11,"female",20,"right","comp","Ich",787,0.787,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1476",11,"female",20,"right","comp","Ich",1417,1.417,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1477",11,"female",20,"right","comp","Ich",564,0.564,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1478",11,"female",20,"right","comp","Ich",404,0.404,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1479",11,"female",20,"right","comp","Ich",544,0.544,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1480",11,"female",20,"right","comp","Ich",446,0.446,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1481",11,"female",20,"right","comp","Ich",344,0.344,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1482",11,"female",20,"right","comp","Ich",368,0.368,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1483",11,"female",20,"right","comp","Ich",666,0.666,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1484",11,"female",20,"right","comp","Ich",402,0.402,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1485",11,"female",20,"right","comp","Ich",479,0.479,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1486",11,"female",20,"right","comp","Ich",456,0.456,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1487",11,"female",20,"right","comp","Ich",492,0.492,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1488",11,"female",20,"right","comp","Ich",729,0.729,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1489",11,"female",20,"right","comp","Mutter",206,0.206,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1490",11,"female",20,"right","comp","Mutter",507,0.507,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1491",11,"female",20,"right","comp","Mutter",353,0.353,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1492",11,"female",20,"right","comp","Mutter",614,0.614,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1493",11,"female",20,"right","comp","Mutter",438,0.438,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1494",11,"female",20,"right","comp","Mutter",758,0.758,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1495",11,"female",20,"right","comp","Mutter",558,0.558,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1496",11,"female",20,"right","comp","Mutter",517,0.517,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1497",11,"female",20,"right","comp","Mutter",391,0.391,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1498",11,"female",20,"right","comp","Mutter",500,0.5,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1499",11,"female",20,"right","comp","Mutter",563,0.563,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1500",11,"female",20,"right","comp","Mutter",624,0.624,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1501",11,"female",20,"right","comp","Mutter",435,0.435,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1502",11,"female",20,"right","comp","Mutter",663,0.663,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1503",11,"female",20,"right","comp","Mutter",539,0.539,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1504",11,"female",20,"right","comp","Mutter",499,0.499,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1505",11,"female",20,"right","comp","Mutter",307,0.307,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1506",11,"female",20,"right","comp","Mutter",536,0.536,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1507",11,"female",20,"right","comp","Mutter",505,0.505,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1508",11,"female",20,"right","comp","Mutter",521,0.521,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1509",11,"female",20,"right","comp","Mutter",614,0.614,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1510",11,"female",20,"right","comp","Mutter",845,0.845,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1511",11,"female",20,"right","comp","Mutter",1470,1.47,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1512",11,"female",20,"right","comp","Mutter",608,0.608,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1513",11,"female",20,"right","incomp","Bekannter",147,0.147,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1514",11,"female",20,"right","incomp","Bekannter",373,0.373,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1515",11,"female",20,"right","incomp","Bekannter",541,0.541,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1516",11,"female",20,"right","incomp","Bekannter",504,0.504,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1517",11,"female",20,"right","incomp","Bekannter",400,0.4,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1518",11,"female",20,"right","incomp","Bekannter",635,0.635,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1519",11,"female",20,"right","incomp","Bekannter",647,0.647,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1520",11,"female",20,"right","incomp","Bekannter",1069,1.069,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1521",11,"female",20,"right","incomp","Bekannter",1156,1.156,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1522",11,"female",20,"right","incomp","Bekannter",720,0.72,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1523",11,"female",20,"right","incomp","Bekannter",1032,1.032,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1524",11,"female",20,"right","incomp","Bekannter",887,0.887,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1525",11,"female",20,"right","incomp","Bekannter",883,0.883,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1526",11,"female",20,"right","incomp","Bekannter",1123,1.123,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1527",11,"female",20,"right","incomp","Bekannter",765,0.765,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1528",11,"female",20,"right","incomp","Bekannter",580,0.58,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1529",11,"female",20,"right","incomp","Bekannter",817,0.817,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1530",11,"female",20,"right","incomp","Bekannter",686,0.686,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1531",11,"female",20,"right","incomp","Bekannter",384,0.384,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1532",11,"female",20,"right","incomp","Bekannter",494,0.494,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1533",11,"female",20,"right","incomp","Bekannter",1211,1.211,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1534",11,"female",20,"right","incomp","Bekannter",1018,1.018,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1535",11,"female",20,"right","incomp","Bekannter",777,0.777,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1536",11,"female",20,"right","incomp","Bekannter",699,0.699,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1537",11,"female",20,"right","incomp","Ich",200,0.2,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1538",11,"female",20,"right","incomp","Ich",621,0.621,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1539",11,"female",20,"right","incomp","Ich",555,0.555,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1540",11,"female",20,"right","incomp","Ich",444,0.444,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1541",11,"female",20,"right","incomp","Ich",451,0.451,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1542",11,"female",20,"right","incomp","Ich",365,0.365,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1543",11,"female",20,"right","incomp","Ich",478,0.478,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1544",11,"female",20,"right","incomp","Ich",544,0.544,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1545",11,"female",20,"right","incomp","Ich",892,0.892,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1546",11,"female",20,"right","incomp","Ich",901,0.901,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1547",11,"female",20,"right","incomp","Ich",579,0.579,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1548",11,"female",20,"right","incomp","Ich",1288,1.288,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1549",11,"female",20,"right","incomp","Ich",1084,1.084,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1550",11,"female",20,"right","incomp","Ich",1318,1.318,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1551",11,"female",20,"right","incomp","Ich",973,0.973,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1552",11,"female",20,"right","incomp","Ich",850,0.85,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1553",11,"female",20,"right","incomp","Ich",656,0.656,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1554",11,"female",20,"right","incomp","Ich",845,0.845,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1555",11,"female",20,"right","incomp","Ich",628,0.628,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1556",11,"female",20,"right","incomp","Ich",588,0.588,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1557",11,"female",20,"right","incomp","Ich",1297,1.297,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1558",11,"female",20,"right","incomp","Ich",1220,1.22,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1559",11,"female",20,"right","incomp","Ich",836,0.836,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1560",11,"female",20,"right","incomp","Ich",1211,1.211,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1561",11,"female",20,"right","incomp","Mutter",1785,1.785,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1562",11,"female",20,"right","incomp","Mutter",455,0.455,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1563",11,"female",20,"right","incomp","Mutter",480,0.48,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1564",11,"female",20,"right","incomp","Mutter",594,0.594,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1565",11,"female",20,"right","incomp","Mutter",804,0.804,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1566",11,"female",20,"right","incomp","Mutter",411,0.411,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1567",11,"female",20,"right","incomp","Mutter",456,0.456,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1568",11,"female",20,"right","incomp","Mutter",425,0.425,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1569",11,"female",20,"right","incomp","Mutter",605,0.605,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1570",11,"female",20,"right","incomp","Mutter",673,0.673,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1571",11,"female",20,"right","incomp","Mutter",564,0.564,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1572",11,"female",20,"right","incomp","Mutter",1045,1.045,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1573",11,"female",20,"right","incomp","Mutter",517,0.517,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1574",11,"female",20,"right","incomp","Mutter",849,0.849,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1575",11,"female",20,"right","incomp","Mutter",786,0.786,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1576",11,"female",20,"right","incomp","Mutter",561,0.561,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1577",11,"female",20,"right","incomp","Mutter",923,0.923,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1578",11,"female",20,"right","incomp","Mutter",564,0.564,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1579",11,"female",20,"right","incomp","Mutter",577,0.577,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1580",11,"female",20,"right","incomp","Mutter",754,0.754,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1581",11,"female",20,"right","incomp","Mutter",460,0.46,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1582",11,"female",20,"right","incomp","Mutter",633,0.633,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1583",11,"female",20,"right","incomp","Mutter",1416,1.416,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1584",11,"female",20,"right","incomp","Mutter",632,0.632,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1585",12,"female",23,"right","comp","Bekannter",801,0.801,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1586",12,"female",23,"right","comp","Bekannter",1222,1.222,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1587",12,"female",23,"right","comp","Bekannter",491,0.491,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1588",12,"female",23,"right","comp","Bekannter",588,0.588,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1589",12,"female",23,"right","comp","Bekannter",1169,1.169,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1590",12,"female",23,"right","comp","Bekannter",461,0.461,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1591",12,"female",23,"right","comp","Bekannter",528,0.528,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1592",12,"female",23,"right","comp","Bekannter",468,0.468,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1593",12,"female",23,"right","comp","Bekannter",1230,1.23,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1594",12,"female",23,"right","comp","Bekannter",533,0.533,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1595",12,"female",23,"right","comp","Bekannter",458,0.458,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1596",12,"female",23,"right","comp","Bekannter",503,0.503,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1597",12,"female",23,"right","comp","Bekannter",419,0.419,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1598",12,"female",23,"right","comp","Bekannter",437,0.437,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1599",12,"female",23,"right","comp","Bekannter",475,0.475,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1600",12,"female",23,"right","comp","Bekannter",472,0.472,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1601",12,"female",23,"right","comp","Bekannter",502,0.502,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1602",12,"female",23,"right","comp","Bekannter",593,0.593,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1603",12,"female",23,"right","comp","Bekannter",671,0.671,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1604",12,"female",23,"right","comp","Bekannter",543,0.543,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1605",12,"female",23,"right","comp","Bekannter",804,0.804,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1606",12,"female",23,"right","comp","Bekannter",449,0.449,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1607",12,"female",23,"right","comp","Bekannter",440,0.44,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1608",12,"female",23,"right","comp","Bekannter",475,0.475,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1609",12,"female",23,"right","comp","Ich",1784,1.784,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1610",12,"female",23,"right","comp","Ich",623,0.623,0,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1611",12,"female",23,"right","comp","Ich",374,0.374,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1612",12,"female",23,"right","comp","Ich",336,0.336,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1613",12,"female",23,"right","comp","Ich",593,0.593,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1614",12,"female",23,"right","comp","Ich",493,0.493,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1615",12,"female",23,"right","comp","Ich",354,0.354,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1616",12,"female",23,"right","comp","Ich",380,0.38,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1617",12,"female",23,"right","comp","Ich",501,0.501,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1618",12,"female",23,"right","comp","Ich",386,0.386,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1619",12,"female",23,"right","comp","Ich",359,0.359,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1620",12,"female",23,"right","comp","Ich",494,0.494,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1621",12,"female",23,"right","comp","Ich",418,0.418,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1622",12,"female",23,"right","comp","Ich",376,0.376,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1623",12,"female",23,"right","comp","Ich",430,0.43,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1624",12,"female",23,"right","comp","Ich",311,0.311,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
"1625",12,"female",23,"right","comp","Ich",751,0.751,1,"1680*1050","60 Hz",NA,NA,"60cm",NA,NA
