"Subject","Identity","d_prime"
1,"Self",2.88192739115726
2,"Self",3.13514617390291
3,"Self",3.1864376360461
4,"Self",2.4412806976947
5,"Self",3.1864376360461
6,"Self",2.02394611731851
7,"Self",2.8138591668704
8,"Self",3.82901165011111
9,"Self",3.13514617390291
10,"Self",-0.142505848180646
11,"Self",3.13514617390291
12,"Self",3.1864376360461
13,"Self",3.1864376360461
14,"Self",2.8138591668704
15,"Self",2.56064038412475
16,"Self",3.50772464307861
17,"Self",3.82901165011111
18,"Self",3.50772464307861
19,"Self",2.4412806976947
20,"Self",3.82901165011111
21,"Self",3.13514617390291
22,"Self",3.1864376360461
23,"Self",2.8138591668704
24,"Self",2.8138591668704
25,"Self",1.87543496508556
26,"Self",3.82901165011111
27,"Self",3.1864376360461
28,"Self",2.88192739115726
29,"Self",-0.139710298881862
30,"Self",3.50772464307861
31,"Self",2.8138591668704
32,"Self",1.19543697308184
1,"Mother",2.8138591668704
2,"Mother",2.8138591668704
3,"Mother",3.13514617390291
4,"Mother",2.67921549884194
5,"Mother",2.18806191494905
6,"Mother",2.67921549884194
7,"Mother",3.50772464307861
8,"Mother",1.55687736395148
9,"Mother",2.4412806976947
10,"Mother",0.142505848180646
11,"Mother",3.50772464307861
12,"Mother",2.88192739115726
13,"Mother",3.13514617390291
14,"Mother",1.65136764814281
15,"Mother",3.1864376360461
16,"Mother",2.8138591668704
17,"Mother",3.50772464307861
18,"Mother",2.67921549884194
19,"Mother",3.50772464307861
20,"Mother",3.82901165011111
21,"Mother",3.1864376360461
22,"Mother",3.1864376360461
23,"Mother",2.56064038412475
24,"Mother",3.50772464307861
25,"Mother",1.81009614669713
26,"Mother",3.82901165011111
27,"Mother",2.8138591668704
28,"Mother",2.35792849180944
29,"Mother",-0.430727299295457
30,"Mother",3.82901165011111
31,"Mother",3.13514617390291
32,"Mother",1.22064034884735
1,"Acquaintance",3.1864376360461
2,"Acquaintance",2.4412806976947
3,"Acquaintance",3.82901165011111
4,"Acquaintance",3.13514617390291
5,"Acquaintance",2.4412806976947
6,"Acquaintance",1.39814886539716
7,"Acquaintance",2.8138591668704
8,"Acquaintance",2.34523312435101
9,"Acquaintance",2.56064038412475
10,"Acquaintance",0
11,"Acquaintance",3.13514617390291
12,"Acquaintance",2.18806191494905
13,"Acquaintance",3.1864376360461
14,"Acquaintance",3.1864376360461
15,"Acquaintance",3.13514617390291
16,"Acquaintance",2.56064038412475
17,"Acquaintance",3.50772464307861
18,"Acquaintance",3.50772464307861
19,"Acquaintance",3.1864376360461
20,"Acquaintance",3.50772464307861
21,"Acquaintance",3.1864376360461
22,"Acquaintance",2.56064038412475
23,"Acquaintance",2.8138591668704
24,"Acquaintance",2.4412806976947
25,"Acquaintance",1.19543697308184
26,"Acquaintance",3.50772464307861
27,"Acquaintance",3.82901165011111
28,"Acquaintance",2.18806191494905
29,"Acquaintance",0.449745498967916
30,"Acquaintance",3.50772464307861
31,"Acquaintance",2.8138591668704
32,"Acquaintance",0.764709673786387
1,"none",2.8138591668704
2,"none",3.50772464307861
3,"none",3.50772464307861
4,"none",3.82901165011111
5,"none",3.13514617390291
6,"none",1.98535002263374
7,"none",3.1864376360461
8,"none",2.8138591668704
9,"none",2.56064038412475
10,"none",0.291017000413595
11,"none",3.82901165011111
12,"none",2.8138591668704
13,"none",2.35792849180944
14,"none",2.67921549884194
15,"none",3.1864376360461
16,"none",2.8138591668704
17,"none",3.50772464307861
18,"none",3.50772464307861
19,"none",2.18806191494905
20,"none",3.50772464307861
21,"none",3.13514617390291
22,"none",3.1864376360461
23,"none",2.56064038412475
24,"none",2.35792849180944
25,"none",1.39814886539716
26,"none",3.50772464307861
27,"none",2.8138591668704
28,"none",2.67921549884194
29,"none",0.729166096731641
30,"none",3.13514617390291
31,"none",3.50772464307861
32,"none",0.449745498967916
