"Subject","Age","Gender","Handedness","Block","Trial","Shape","Label","Matching","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","Response","RT_ms","RT_sec","ACC"
6121887,17,"Mujer","Diestro",3,132,"circulo","extrano","Nonmatching","Stranger","Self","Self","Self",1,691,0.691,1
6121887,17,"Mujer","Diestro",3,133,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,757,0.757,1
6121887,17,"Mujer","Diestro",3,134,"circulo","amigo","Nonmatching","Friend","Self","Self","Self",5,767,0.767,0
6121887,17,"Mujer","Diestro",3,135,"cuadrado","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,691,0.691,1
6121887,17,"Mujer","Diestro",3,136,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",1,629,0.629,0
6121887,17,"Mujer","Diestro",3,137,"triangulo","tu","Nonmatching","Self","Friend","Friend","Close",1,983,0.983,1
6121887,17,"Mujer","Diestro",3,138,"circulo","amigo","Nonmatching","Friend","Self","Self","Self",5,885,0.885,0
6121887,17,"Mujer","Diestro",3,139,"cuadrado","tu","Nonmatching","Self","Stranger","Stranger","Stranger",1,555,0.555,1
6121887,17,"Mujer","Diestro",3,140,"circulo","extrano","Nonmatching","Stranger","Self","Self","Self",1,799,0.799,1
6121887,17,"Mujer","Diestro",3,141,"circulo","extrano","Nonmatching","Stranger","Self","Self","Self",1,626,0.626,1
6121887,17,"Mujer","Diestro",3,142,"cuadrado","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,487,0.487,1
6121887,17,"Mujer","Diestro",3,143,"cuadrado","amigo","Nonmatching","Friend","Stranger","Stranger","Stranger",1,765,0.765,1
6121887,17,"Mujer","Diestro",3,144,"circulo","tu","Matching","Self","Self","Self","Self",5,447,0.447,1
6121887,17,"Mujer","Diestro",4,145,"circulo","extrano","Nonmatching","Stranger","Self","Self","Self",1,607,0.607,1
6121887,17,"Mujer","Diestro",4,146,"circulo","tu","Matching","Self","Self","Self","Self",5,417,0.417,1
6121887,17,"Mujer","Diestro",4,147,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,482,0.482,1
6121887,17,"Mujer","Diestro",4,148,"circulo","amigo","Nonmatching","Friend","Self","Self","Self",5,326,0.326,0
6121887,17,"Mujer","Diestro",4,149,"triangulo","tu","Nonmatching","Self","Friend","Friend","Close",5,274,0.274,0
6121887,17,"Mujer","Diestro",4,150,"triangulo","extrano","Nonmatching","Stranger","Friend","Friend","Close",1,1030,1.03,1
6121887,17,"Mujer","Diestro",4,151,"cuadrado","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,639,0.639,1
6121887,17,"Mujer","Diestro",4,152,"cuadrado","extrano","Matching","Stranger","Stranger","Stranger","Stranger",1,444,0.444,0
6121887,17,"Mujer","Diestro",4,153,"cuadrado","tu","Nonmatching","Self","Stranger","Stranger","Stranger",1,532,0.532,1
6121887,17,"Mujer","Diestro",4,154,"circulo","tu","Matching","Self","Self","Self","Self",5,398,0.398,1
6121887,17,"Mujer","Diestro",4,155,"circulo","tu","Matching","Self","Self","Self","Self",5,413,0.413,1
6121887,17,"Mujer","Diestro",4,156,"circulo","tu","Matching","Self","Self","Self","Self",5,572,0.572,1
6121887,17,"Mujer","Diestro",4,157,"circulo","amigo","Nonmatching","Friend","Self","Self","Self",1,570,0.57,1
6121887,17,"Mujer","Diestro",4,158,"circulo","tu","Matching","Self","Self","Self","Self",5,495,0.495,1
6121887,17,"Mujer","Diestro",4,159,"cuadrado","tu","Nonmatching","Self","Stranger","Stranger","Stranger",1,652,0.652,1
6121887,17,"Mujer","Diestro",4,160,"cuadrado","amigo","Nonmatching","Friend","Stranger","Stranger","Stranger",1,930,0.93,1
6121887,17,"Mujer","Diestro",4,161,"circulo","amigo","Nonmatching","Friend","Self","Self","Self",1,688,0.688,1
6121887,17,"Mujer","Diestro",4,162,"circulo","extrano","Nonmatching","Stranger","Self","Self","Self",1,627,0.627,1
6121887,17,"Mujer","Diestro",4,163,"cuadrado","amigo","Nonmatching","Friend","Stranger","Stranger","Stranger",5,728,0.728,0
6121887,17,"Mujer","Diestro",4,164,"cuadrado","amigo","Nonmatching","Friend","Stranger","Stranger","Stranger",1,359,0.359,1
6121887,17,"Mujer","Diestro",4,165,"circulo","amigo","Nonmatching","Friend","Self","Self","Self",1,626,0.626,1
6121887,17,"Mujer","Diestro",4,166,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,536,0.536,1
6121887,17,"Mujer","Diestro",4,167,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",1,491,0.491,0
6121887,17,"Mujer","Diestro",4,168,"triangulo","tu","Nonmatching","Self","Friend","Friend","Close",1,816,0.816,1
6121887,17,"Mujer","Diestro",4,169,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,624,0.624,1
6121887,17,"Mujer","Diestro",4,170,"circulo","tu","Matching","Self","Self","Self","Self",5,477,0.477,1
6121887,17,"Mujer","Diestro",4,171,"cuadrado","tu","Nonmatching","Self","Stranger","Stranger","Stranger",1,510,0.51,1
6121887,17,"Mujer","Diestro",4,172,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,576,0.576,1
6121887,17,"Mujer","Diestro",4,173,"cuadrado","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,713,0.713,1
6121887,17,"Mujer","Diestro",4,174,"cuadrado","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,390,0.39,1
6121887,17,"Mujer","Diestro",4,175,"circulo","tu","Matching","Self","Self","Self","Self",5,561,0.561,1
6121887,17,"Mujer","Diestro",4,176,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,583,0.583,1
6121887,17,"Mujer","Diestro",4,177,"cuadrado","amigo","Nonmatching","Friend","Stranger","Stranger","Stranger",1,478,0.478,1
6121887,17,"Mujer","Diestro",4,178,"triangulo","tu","Nonmatching","Self","Friend","Friend","Close",1,635,0.635,1
6121887,17,"Mujer","Diestro",4,179,"cuadrado","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,671,0.671,1
6121887,17,"Mujer","Diestro",4,180,"cuadrado","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,864,0.864,1
6121887,17,"Mujer","Diestro",4,181,"triangulo","extrano","Nonmatching","Stranger","Friend","Friend","Close",5,392,0.392,0
6121887,17,"Mujer","Diestro",4,182,"circulo","extrano","Nonmatching","Stranger","Self","Self","Self",1,711,0.711,1
6121887,17,"Mujer","Diestro",4,183,"cuadrado","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,439,0.439,1
6121887,17,"Mujer","Diestro",4,184,"cuadrado","tu","Nonmatching","Self","Stranger","Stranger","Stranger",1,628,0.628,1
6121887,17,"Mujer","Diestro",4,185,"circulo","tu","Matching","Self","Self","Self","Self",5,449,0.449,1
6121887,17,"Mujer","Diestro",4,186,"cuadrado","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,672,0.672,1
6121887,17,"Mujer","Diestro",4,187,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,672,0.672,1
6121887,17,"Mujer","Diestro",4,188,"circulo","extrano","Nonmatching","Stranger","Self","Self","Self",1,666,0.666,1
6121887,17,"Mujer","Diestro",4,189,"triangulo","extrano","Nonmatching","Stranger","Friend","Friend","Close",1,935,0.935,1
6121887,17,"Mujer","Diestro",4,190,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,467,0.467,1
6121887,17,"Mujer","Diestro",4,191,"triangulo","extrano","Nonmatching","Stranger","Friend","Friend","Close",1,533,0.533,1
6121887,17,"Mujer","Diestro",4,192,"triangulo","tu","Nonmatching","Self","Friend","Friend","Close",1,676,0.676,1
6121887,17,"Mujer","Diestro",5,193,"circulo","extrano","Nonmatching","Stranger","Self","Self","Self",1,767,0.767,1
6121887,17,"Mujer","Diestro",5,194,"circulo","amigo","Nonmatching","Friend","Self","Self","Self",5,486,0.486,0
6121887,17,"Mujer","Diestro",5,195,"cuadrado","extrano","Matching","Stranger","Stranger","Stranger","Stranger",1,478,0.478,0
6121887,17,"Mujer","Diestro",5,196,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,574,0.574,1
6121887,17,"Mujer","Diestro",5,197,"circulo","amigo","Nonmatching","Friend","Self","Self","Self",1,563,0.563,1
6121887,17,"Mujer","Diestro",5,198,"circulo","extrano","Nonmatching","Stranger","Self","Self","Self",1,573,0.573,1
6121887,17,"Mujer","Diestro",5,199,"triangulo","tu","Nonmatching","Self","Friend","Friend","Close",1,715,0.715,1
6121887,17,"Mujer","Diestro",5,200,"circulo","extrano","Nonmatching","Stranger","Self","Self","Self",1,658,0.658,1
6121887,17,"Mujer","Diestro",5,201,"circulo","tu","Matching","Self","Self","Self","Self",5,573,0.573,1
6121887,17,"Mujer","Diestro",5,202,"triangulo","tu","Nonmatching","Self","Friend","Friend","Close",1,611,0.611,1
6121887,17,"Mujer","Diestro",5,203,"circulo","tu","Matching","Self","Self","Self","Self",5,470,0.47,1
6121887,17,"Mujer","Diestro",5,204,"cuadrado","extrano","Matching","Stranger","Stranger","Stranger","Stranger",1,540,0.54,0
6121887,17,"Mujer","Diestro",5,205,"cuadrado","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,623,0.623,1
6121887,17,"Mujer","Diestro",5,206,"circulo","tu","Matching","Self","Self","Self","Self",5,484,0.484,1
6121887,17,"Mujer","Diestro",5,207,"cuadrado","amigo","Nonmatching","Friend","Stranger","Stranger","Stranger",1,499,0.499,1
6121887,17,"Mujer","Diestro",5,208,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,335,0.335,1
6121887,17,"Mujer","Diestro",5,209,"triangulo","extrano","Nonmatching","Stranger","Friend","Friend","Close",1,849,0.849,1
6121887,17,"Mujer","Diestro",5,210,"circulo","tu","Matching","Self","Self","Self","Self",5,406,0.406,1
6121887,17,"Mujer","Diestro",5,211,"cuadrado","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,641,0.641,1
6121887,17,"Mujer","Diestro",5,212,"cuadrado","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,426,0.426,1
6121887,17,"Mujer","Diestro",5,213,"cuadrado","tu","Nonmatching","Self","Stranger","Stranger","Stranger",1,608,0.608,1
6121887,17,"Mujer","Diestro",5,214,"triangulo","tu","Nonmatching","Self","Friend","Friend","Close",1,504,0.504,1
6121887,17,"Mujer","Diestro",5,215,"triangulo","extrano","Nonmatching","Stranger","Friend","Friend","Close",1,749,0.749,1
6121887,17,"Mujer","Diestro",5,216,"circulo","tu","Matching","Self","Self","Self","Self",5,456,0.456,1
6121887,17,"Mujer","Diestro",5,217,"circulo","tu","Matching","Self","Self","Self","Self",1,591,0.591,0
6121887,17,"Mujer","Diestro",5,218,"cuadrado","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,952,0.952,1
6121887,17,"Mujer","Diestro",5,219,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,750,0.75,1
6121887,17,"Mujer","Diestro",5,220,"cuadrado","tu","Nonmatching","Self","Stranger","Stranger","Stranger",1,579,0.579,1
6121887,17,"Mujer","Diestro",5,221,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,569,0.569,1
6121887,17,"Mujer","Diestro",5,222,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,580,0.58,1
6121887,17,"Mujer","Diestro",5,223,"circulo","amigo","Nonmatching","Friend","Self","Self","Self",1,591,0.591,1
6121887,17,"Mujer","Diestro",5,224,"circulo","tu","Matching","Self","Self","Self","Self",5,409,0.409,1
6121887,17,"Mujer","Diestro",5,225,"cuadrado","tu","Nonmatching","Self","Stranger","Stranger","Stranger",1,526,0.526,1
6121887,17,"Mujer","Diestro",5,226,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,434,0.434,1
6121887,17,"Mujer","Diestro",5,227,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,447,0.447,1
6121887,17,"Mujer","Diestro",5,228,"cuadrado","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,641,0.641,1
6121887,17,"Mujer","Diestro",5,229,"cuadrado","amigo","Nonmatching","Friend","Stranger","Stranger","Stranger",1,553,0.553,1
6121887,17,"Mujer","Diestro",5,230,"circulo","extrano","Nonmatching","Stranger","Self","Self","Self",1,926,0.926,1
6121887,17,"Mujer","Diestro",5,231,"cuadrado","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,656,0.656,1
6121887,17,"Mujer","Diestro",5,232,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,637,0.637,1
6121887,17,"Mujer","Diestro",5,233,"circulo","tu","Matching","Self","Self","Self","Self",5,415,0.415,1
6121887,17,"Mujer","Diestro",5,234,"circulo","amigo","Nonmatching","Friend","Self","Self","Self",5,448,0.448,0
6121887,17,"Mujer","Diestro",5,235,"cuadrado","tu","Nonmatching","Self","Stranger","Stranger","Stranger",1,536,0.536,1
6121887,17,"Mujer","Diestro",5,236,"triangulo","extrano","Nonmatching","Stranger","Friend","Friend","Close",1,996,0.996,1
6121887,17,"Mujer","Diestro",5,237,"cuadrado","amigo","Nonmatching","Friend","Stranger","Stranger","Stranger",1,655,0.655,1
6121887,17,"Mujer","Diestro",5,238,"triangulo","extrano","Nonmatching","Stranger","Friend","Friend","Close",1,607,0.607,1
6121887,17,"Mujer","Diestro",5,239,"triangulo","tu","Nonmatching","Self","Friend","Friend","Close",1,656,0.656,1
6121887,17,"Mujer","Diestro",5,240,"cuadrado","amigo","Nonmatching","Friend","Stranger","Stranger","Stranger",1,652,0.652,1
9341983,21,"Mujer","Diestro",1,1,"cuadrado","tu","Matching","Self","Self","Self","Self",5,474,0.474,1
9341983,21,"Mujer","Diestro",1,2,"cuadrado","extrano","Nonmatching","Stranger","Self","Self","Self",1,625,0.625,1
9341983,21,"Mujer","Diestro",1,3,"circulo","amigo","Nonmatching","Friend","Stranger","Stranger","Stranger",5,543,0.543,0
9341983,21,"Mujer","Diestro",1,4,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,360,0.36,1
9341983,21,"Mujer","Diestro",1,5,"triangulo","extrano","Nonmatching","Stranger","Friend","Friend","Close",1,779,0.779,1
9341983,21,"Mujer","Diestro",1,6,"triangulo","tu","Nonmatching","Self","Friend","Friend","Close",1,967,0.967,1
9341983,21,"Mujer","Diestro",1,7,"cuadrado","tu","Matching","Self","Self","Self","Self",5,481,0.481,1
9341983,21,"Mujer","Diestro",1,8,"cuadrado","amigo","Nonmatching","Friend","Self","Self","Self",5,772,0.772,0
9341983,21,"Mujer","Diestro",1,9,"cuadrado","tu","Matching","Self","Self","Self","Self",5,626,0.626,1
9341983,21,"Mujer","Diestro",1,10,"circulo","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,841,0.841,1
9341983,21,"Mujer","Diestro",1,11,"circulo","amigo","Nonmatching","Friend","Stranger","Stranger","Stranger",1,524,0.524,1
9341983,21,"Mujer","Diestro",1,12,"circulo","tu","Nonmatching","Self","Stranger","Stranger","Stranger",1,700,0.7,1
9341983,21,"Mujer","Diestro",1,13,"cuadrado","tu","Matching","Self","Self","Self","Self",5,476,0.476,1
9341983,21,"Mujer","Diestro",1,14,"cuadrado","amigo","Nonmatching","Friend","Self","Self","Self",1,835,0.835,1
9341983,21,"Mujer","Diestro",1,15,"cuadrado","tu","Matching","Self","Self","Self","Self",5,412,0.412,1
9341983,21,"Mujer","Diestro",1,16,"circulo","tu","Nonmatching","Self","Stranger","Stranger","Stranger",1,741,0.741,1
9341983,21,"Mujer","Diestro",1,17,"triangulo","tu","Nonmatching","Self","Friend","Friend","Close",1,496,0.496,1
9341983,21,"Mujer","Diestro",1,18,"cuadrado","extrano","Nonmatching","Stranger","Self","Self","Self",1,741,0.741,1
9341983,21,"Mujer","Diestro",1,19,"cuadrado","extrano","Nonmatching","Stranger","Self","Self","Self",1,488,0.488,1
9341983,21,"Mujer","Diestro",1,20,"cuadrado","tu","Matching","Self","Self","Self","Self",5,772,0.772,1
9341983,21,"Mujer","Diestro",1,21,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",1,1013,1.013,0
9341983,21,"Mujer","Diestro",1,22,"triangulo","tu","Nonmatching","Self","Friend","Friend","Close",1,712,0.712,1
9341983,21,"Mujer","Diestro",1,23,"triangulo","extrano","Nonmatching","Stranger","Friend","Friend","Close",1,1099,1.099,1
9341983,21,"Mujer","Diestro",1,24,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,539,0.539,1
9341983,21,"Mujer","Diestro",1,25,"circulo","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,528,0.528,1
9341983,21,"Mujer","Diestro",1,26,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",1,1079,1.079,0
9341983,21,"Mujer","Diestro",1,27,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,577,0.577,1
9341983,21,"Mujer","Diestro",1,28,"triangulo","extrano","Nonmatching","Stranger","Friend","Friend","Close",1,463,0.463,1
9341983,21,"Mujer","Diestro",1,29,"circulo","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,781,0.781,1
9341983,21,"Mujer","Diestro",1,30,"circulo","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,346,0.346,1
9341983,21,"Mujer","Diestro",1,31,"cuadrado","tu","Matching","Self","Self","Self","Self",5,394,0.394,1
9341983,21,"Mujer","Diestro",1,32,"circulo","tu","Nonmatching","Self","Stranger","Stranger","Stranger",1,553,0.553,1
9341983,21,"Mujer","Diestro",1,33,"cuadrado","amigo","Nonmatching","Friend","Self","Self","Self",1,892,0.892,1
9341983,21,"Mujer","Diestro",1,34,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,633,0.633,1
9341983,21,"Mujer","Diestro",1,35,"triangulo","extrano","Nonmatching","Stranger","Friend","Friend","Close",1,634,0.634,1
9341983,21,"Mujer","Diestro",1,36,"circulo","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,501,0.501,1
9341983,21,"Mujer","Diestro",1,37,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",1,668,0.668,0
9341983,21,"Mujer","Diestro",1,38,"circulo","amigo","Nonmatching","Friend","Stranger","Stranger","Stranger",1,999,0.999,1
9341983,21,"Mujer","Diestro",1,39,"circulo","amigo","Nonmatching","Friend","Stranger","Stranger","Stranger",1,625,0.625,1
9341983,21,"Mujer","Diestro",1,40,"circulo","tu","Nonmatching","Self","Stranger","Stranger","Stranger",1,727,0.727,1
9341983,21,"Mujer","Diestro",1,41,"cuadrado","extrano","Nonmatching","Stranger","Self","Self","Self",1,745,0.745,1
9341983,21,"Mujer","Diestro",1,42,"circulo","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,790,0.79,1
9341983,21,"Mujer","Diestro",1,43,"cuadrado","amigo","Nonmatching","Friend","Self","Self","Self",1,897,0.897,1
9341983,21,"Mujer","Diestro",1,44,"triangulo","tu","Nonmatching","Self","Friend","Friend","Close",5,478,0.478,0
9341983,21,"Mujer","Diestro",1,45,"cuadrado","tu","Matching","Self","Self","Self","Self",5,619,0.619,1
9341983,21,"Mujer","Diestro",1,46,"circulo","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,551,0.551,1
9341983,21,"Mujer","Diestro",1,47,"circulo","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,726,0.726,1
9341983,21,"Mujer","Diestro",1,48,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",NA,0,0,0
9341983,21,"Mujer","Diestro",2,49,"triangulo","tu","Nonmatching","Self","Friend","Friend","Close",5,390,0.39,0
9341983,21,"Mujer","Diestro",2,50,"triangulo","extrano","Nonmatching","Stranger","Friend","Friend","Close",1,770,0.77,1
9341983,21,"Mujer","Diestro",2,51,"circulo","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,255,0.255,1
9341983,21,"Mujer","Diestro",2,52,"circulo","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,416,0.416,1
9341983,21,"Mujer","Diestro",2,53,"cuadrado","tu","Matching","Self","Self","Self","Self",5,412,0.412,1
9341983,21,"Mujer","Diestro",2,54,"circulo","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,356,0.356,1
9341983,21,"Mujer","Diestro",2,55,"triangulo","extrano","Nonmatching","Stranger","Friend","Friend","Close",1,481,0.481,1
9341983,21,"Mujer","Diestro",2,56,"circulo","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,247,0.247,1
9341983,21,"Mujer","Diestro",2,57,"cuadrado","extrano","Nonmatching","Stranger","Self","Self","Self",1,489,0.489,1
9341983,21,"Mujer","Diestro",2,58,"circulo","tu","Nonmatching","Self","Stranger","Stranger","Stranger",1,833,0.833,1
9341983,21,"Mujer","Diestro",2,59,"circulo","tu","Nonmatching","Self","Stranger","Stranger","Stranger",1,642,0.642,1
9341983,21,"Mujer","Diestro",2,60,"cuadrado","tu","Matching","Self","Self","Self","Self",5,395,0.395,1
9341983,21,"Mujer","Diestro",2,61,"triangulo","tu","Nonmatching","Self","Friend","Friend","Close",1,565,0.565,1
9341983,21,"Mujer","Diestro",2,62,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,580,0.58,1
9341983,21,"Mujer","Diestro",2,63,"circulo","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,654,0.654,1
9341983,21,"Mujer","Diestro",2,64,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",NA,0,0,0
9341983,21,"Mujer","Diestro",2,65,"cuadrado","amigo","Nonmatching","Friend","Self","Self","Self",1,699,0.699,1
9341983,21,"Mujer","Diestro",2,66,"circulo","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,409,0.409,1
9341983,21,"Mujer","Diestro",2,67,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,681,0.681,1
9341983,21,"Mujer","Diestro",2,68,"cuadrado","amigo","Nonmatching","Friend","Self","Self","Self",1,599,0.599,1
9341983,21,"Mujer","Diestro",2,69,"cuadrado","amigo","Nonmatching","Friend","Self","Self","Self",5,665,0.665,0
9341983,21,"Mujer","Diestro",2,70,"cuadrado","tu","Matching","Self","Self","Self","Self",5,438,0.438,1
9341983,21,"Mujer","Diestro",2,71,"circulo","tu","Nonmatching","Self","Stranger","Stranger","Stranger",1,625,0.625,1
9341983,21,"Mujer","Diestro",2,72,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,526,0.526,1
9341983,21,"Mujer","Diestro",2,73,"circulo","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,445,0.445,1
9341983,21,"Mujer","Diestro",2,74,"cuadrado","extrano","Nonmatching","Stranger","Self","Self","Self",1,434,0.434,1
9341983,21,"Mujer","Diestro",2,75,"cuadrado","amigo","Nonmatching","Friend","Self","Self","Self",5,441,0.441,0
9341983,21,"Mujer","Diestro",2,76,"triangulo","extrano","Nonmatching","Stranger","Friend","Friend","Close",1,604,0.604,1
9341983,21,"Mujer","Diestro",2,77,"cuadrado","tu","Matching","Self","Self","Self","Self",5,502,0.502,1
9341983,21,"Mujer","Diestro",2,78,"triangulo","extrano","Nonmatching","Stranger","Friend","Friend","Close",1,834,0.834,1
9341983,21,"Mujer","Diestro",2,79,"cuadrado","tu","Matching","Self","Self","Self","Self",5,518,0.518,1
9341983,21,"Mujer","Diestro",2,80,"circulo","amigo","Nonmatching","Friend","Stranger","Stranger","Stranger",1,777,0.777,1
9341983,21,"Mujer","Diestro",2,81,"circulo","amigo","Nonmatching","Friend","Stranger","Stranger","Stranger",1,646,0.646,1
9341983,21,"Mujer","Diestro",2,82,"cuadrado","extrano","Nonmatching","Stranger","Self","Self","Self",1,1045,1.045,1
9341983,21,"Mujer","Diestro",2,83,"cuadrado","tu","Matching","Self","Self","Self","Self",5,611,0.611,1
9341983,21,"Mujer","Diestro",2,84,"cuadrado","tu","Matching","Self","Self","Self","Self",5,519,0.519,1
9341983,21,"Mujer","Diestro",2,85,"circulo","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,611,0.611,1
9341983,21,"Mujer","Diestro",2,86,"circulo","amigo","Nonmatching","Friend","Stranger","Stranger","Stranger",1,835,0.835,1
9341983,21,"Mujer","Diestro",2,87,"cuadrado","extrano","Nonmatching","Stranger","Self","Self","Self",1,681,0.681,1
9341983,21,"Mujer","Diestro",2,88,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,611,0.611,1
9341983,21,"Mujer","Diestro",2,89,"cuadrado","tu","Matching","Self","Self","Self","Self",5,213,0.213,1
9341983,21,"Mujer","Diestro",2,90,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,495,0.495,1
9341983,21,"Mujer","Diestro",2,91,"triangulo","tu","Nonmatching","Self","Friend","Friend","Close",1,781,0.781,1
9341983,21,"Mujer","Diestro",2,92,"circulo","tu","Nonmatching","Self","Stranger","Stranger","Stranger",1,623,0.623,1
9341983,21,"Mujer","Diestro",2,93,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,559,0.559,1
9341983,21,"Mujer","Diestro",2,94,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,801,0.801,1
9341983,21,"Mujer","Diestro",2,95,"circulo","amigo","Nonmatching","Friend","Stranger","Stranger","Stranger",1,696,0.696,1
9341983,21,"Mujer","Diestro",2,96,"triangulo","tu","Nonmatching","Self","Friend","Friend","Close",5,334,0.334,0
9341983,21,"Mujer","Diestro",3,97,"cuadrado","amigo","Nonmatching","Friend","Self","Self","Self",1,707,0.707,1
9341983,21,"Mujer","Diestro",3,98,"circulo","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,608,0.608,1
9341983,21,"Mujer","Diestro",3,99,"circulo","amigo","Nonmatching","Friend","Stranger","Stranger","Stranger",1,679,0.679,1
9341983,21,"Mujer","Diestro",3,100,"circulo","amigo","Nonmatching","Friend","Stranger","Stranger","Stranger",1,520,0.52,1
9341983,21,"Mujer","Diestro",3,101,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",1,479,0.479,0
9341983,21,"Mujer","Diestro",3,102,"circulo","amigo","Nonmatching","Friend","Stranger","Stranger","Stranger",1,763,0.763,1
9341983,21,"Mujer","Diestro",3,103,"triangulo","extrano","Nonmatching","Stranger","Friend","Friend","Close",1,584,0.584,1
9341983,21,"Mujer","Diestro",3,104,"circulo","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,826,0.826,1
9341983,21,"Mujer","Diestro",3,105,"circulo","tu","Nonmatching","Self","Stranger","Stranger","Stranger",5,240,0.24,0
9341983,21,"Mujer","Diestro",3,106,"cuadrado","tu","Matching","Self","Self","Self","Self",5,491,0.491,1
9341983,21,"Mujer","Diestro",3,107,"triangulo","tu","Nonmatching","Self","Friend","Friend","Close",1,540,0.54,1
9341983,21,"Mujer","Diestro",3,108,"cuadrado","tu","Matching","Self","Self","Self","Self",5,260,0.26,1
9341983,21,"Mujer","Diestro",3,109,"cuadrado","amigo","Nonmatching","Friend","Self","Self","Self",1,564,0.564,1
9341983,21,"Mujer","Diestro",3,110,"cuadrado","extrano","Nonmatching","Stranger","Self","Self","Self",1,611,0.611,1
9341983,21,"Mujer","Diestro",3,111,"cuadrado","tu","Matching","Self","Self","Self","Self",5,418,0.418,1
9341983,21,"Mujer","Diestro",3,112,"triangulo","amigo","Matching","Friend","Friend","Friend","Close",5,736,0.736,1
9341983,21,"Mujer","Diestro",3,113,"triangulo","extrano","Nonmatching","Stranger","Friend","Friend","Close",1,601,0.601,1
9341983,21,"Mujer","Diestro",3,114,"circulo","extrano","Matching","Stranger","Stranger","Stranger","Stranger",5,285,0.285,1
9341983,21,"Mujer","Diestro",3,115,"cuadrado","tu","Matching","Self","Self","Self","Self",5,377,0.377,1
