"","Subject","Shape","Label","Matching","Identity","ShapeLoc","RT_ms","RT_sec","ACC","Phase"
"1614",4,"Stranger","Stranger","Matching","Stranger","2",817,0.817,1,1
"1615",4,"Stranger","Stranger","Matching","Stranger","2",833,0.833,1,1
"1616",4,"Stranger","Stranger","Matching","Stranger","2",600,0.6,1,1
"1617",4,"Stranger","Stranger","Matching","Stranger","2",833,0.833,1,1
"1618",4,"Stranger","Stranger","Matching","Stranger","2",983,0.983,1,1
"1619",4,"Stranger","Stranger","Matching","Stranger","2",833,0.833,0,2
"1620",4,"Stranger","Stranger","Matching","Stranger","2",467,0.467,1,2
"1621",4,"Stranger","Stranger","Matching","Stranger","2",550,0.55,1,2
"1622",4,"Stranger","Stranger","Matching","Stranger","2",533,0.533,1,2
"1623",4,"Stranger","Stranger","Matching","Stranger","2",917,0.917,1,2
"1624",4,"Stranger","Stranger","Matching","Stranger","2",1133,1.133,0,2
"1625",4,"Stranger","Stranger","Matching","Stranger","2",500,0.5,1,2
"1626",4,"Stranger","Stranger","Matching","Stranger","2",467,0.467,1,2
"1627",4,"Stranger","Stranger","Matching","Stranger","2",483,0.483,1,2
"1628",4,"Stranger","Stranger","Matching","Stranger","2",983,0.983,0,2
"1629",4,"Stranger","Stranger","Matching","Stranger","2",850,0.85,1,2
"1630",4,"Stranger","Stranger","Matching","Stranger","2",834,0.834,1,2
"1631",4,"Stranger","Stranger","Matching","Stranger","2",467,0.467,1,2
"1632",4,"Stranger","Stranger","Matching","Stranger","2",733,0.733,1,2
"1633",4,"Stranger","Stranger","Matching","Stranger","2",750,0.75,1,2
"1634",4,"Stranger","Stranger","Matching","Stranger","2",883,0.883,1,2
"1635",4,"Stranger","Stranger","Matching","Stranger","2",617,0.617,1,2
"1636",4,"Stranger","Stranger","Matching","Stranger","2",583,0.583,1,2
"1637",4,"Stranger","Stranger","Matching","Stranger","2",850,0.85,1,2
"1638",4,"Stranger","Stranger","Matching","Stranger","2",533,0.533,1,2
"1639",4,"P1","Stranger","Nonmatching","Self","1",933,0.933,1,1
"1640",4,"P1","Stranger","Nonmatching","Self","1",1000,1,1,1
"1641",4,"P1","P2","Nonmatching","Self","1",717,0.717,1,1
"1642",4,"P1","P2","Nonmatching","Self","1",833,0.833,1,1
"1643",4,"P1","Stranger","Nonmatching","Self","1",1483,1.483,1,1
"1644",4,"P1","P2","Nonmatching","Self","1",717,0.717,1,1
"1645",4,"P1","P2","Nonmatching","Self","1",667,0.667,1,1
"1646",4,"P1","P2","Nonmatching","Self","1",717,0.717,1,1
"1647",4,"P1","P2","Nonmatching","Self","1",650,0.65,1,1
"1648",4,"P1","P2","Nonmatching","Self","1",650,0.65,1,1
"1649",4,"P1","Stranger","Nonmatching","Self","1",933,0.933,1,1
"1650",4,"P1","P2","Nonmatching","Self","1",533,0.533,0,1
"1651",4,"P1","Stranger","Nonmatching","Self","1",1350,1.35,1,1
"1652",4,"P1","Stranger","Nonmatching","Self","1",1283,1.283,1,1
"1653",4,"P1","P2","Nonmatching","Self","1",783,0.783,1,1
"1654",4,"P1","Stranger","Nonmatching","Self","1",1050,1.05,1,1
"1655",4,"P1","Stranger","Nonmatching","Self","1",933,0.933,1,1
"1656",4,"P1","P2","Nonmatching","Self","1",583,0.583,0,1
"1657",4,"P1","Stranger","Nonmatching","Self","1",783,0.783,0,2
"1658",4,"P1","Stranger","Nonmatching","Self","1",1133,1.133,1,2
"1659",4,"P1","P2","Nonmatching","Self","1",1133,1.133,1,2
"1660",4,"P1","Stranger","Nonmatching","Self","1",1017,1.017,1,2
"1661",4,"P1","P2","Nonmatching","Self","1",1200,1.2,1,2
"1662",4,"P1","Stranger","Nonmatching","Self","1",1333,1.333,1,2
"1663",4,"P1","P2","Nonmatching","Self","1",883,0.883,1,2
"1664",4,"P1","P2","Nonmatching","Self","1",833,0.833,1,2
"1665",4,"P1","P2","Nonmatching","Self","1",767,0.767,1,2
"1666",4,"P1","Stranger","Nonmatching","Self","1",650,0.65,1,2
"1667",4,"P1","P2","Nonmatching","Self","1",750,0.75,1,2
"1668",4,"P1","P2","Nonmatching","Self","1",683,0.683,1,2
"1669",4,"P1","P2","Nonmatching","Self","1",817,0.817,1,2
"1670",4,"P1","Stranger","Nonmatching","Self","1",983,0.983,1,2
"1671",4,"P1","Stranger","Nonmatching","Self","1",1000,1,1,2
"1672",4,"P1","P2","Nonmatching","Self","1",750,0.75,1,2
"1673",4,"P1","Stranger","Nonmatching","Self","1",1050,1.05,1,2
"1674",4,"P1","P2","Nonmatching","Self","1",717,0.717,1,2
"1675",4,"P1","Stranger","Nonmatching","Self","1",717,0.717,1,2
"1676",4,"P1","P2","Nonmatching","Self","2",567,0.567,0,1
"1677",4,"P1","P2","Nonmatching","Self","2",683,0.683,0,1
"1678",4,"P1","P2","Nonmatching","Self","2",617,0.617,1,1
"1679",4,"P1","P2","Nonmatching","Self","2",550,0.55,1,1
"1680",4,"P1","Stranger","Nonmatching","Self","2",1250,1.25,1,1
"1681",4,"P1","Stranger","Nonmatching","Self","2",850,0.85,0,1
"1682",4,"P1","P2","Nonmatching","Self","2",633,0.633,1,1
"1683",4,"P1","P2","Nonmatching","Self","2",667,0.667,1,1
"1684",4,"P1","Stranger","Nonmatching","Self","2",800,0.8,1,1
"1685",4,"P1","P2","Nonmatching","Self","2",650,0.65,1,1
"1686",4,"P1","Stranger","Nonmatching","Self","2",1183,1.183,1,1
"1687",4,"P1","P2","Nonmatching","Self","2",600,0.6,0,1
"1688",4,"P1","Stranger","Nonmatching","Self","2",1434,1.434,1,1
"1689",4,"P1","P2","Nonmatching","Self","2",817,0.817,1,1
"1690",4,"P1","Stranger","Nonmatching","Self","2",800,0.8,1,1
"1691",4,"P1","P2","Nonmatching","Self","2",850,0.85,0,2
"1692",4,"P1","P2","Nonmatching","Self","2",1117,1.117,1,2
"1693",4,"P1","Stranger","Nonmatching","Self","2",817,0.817,1,2
"1694",4,"P1","Stranger","Nonmatching","Self","2",700,0.7,1,2
"1695",4,"P1","P2","Nonmatching","Self","2",767,0.767,1,2
"1696",4,"P1","Stranger","Nonmatching","Self","2",767,0.767,1,2
"1697",4,"P1","Stranger","Nonmatching","Self","2",850,0.85,1,2
"1698",4,"P1","Stranger","Nonmatching","Self","2",1250,1.25,1,2
"1699",4,"P1","P2","Nonmatching","Self","2",717,0.717,1,2
"1700",4,"P1","Stranger","Nonmatching","Self","2",1150,1.15,1,2
"1701",4,"P1","P2","Nonmatching","Self","2",733,0.733,1,2
"1702",4,"P1","P2","Nonmatching","Self","2",634,0.634,1,2
"1703",4,"P1","Stranger","Nonmatching","Self","2",983,0.983,1,2
"1704",4,"P1","P2","Nonmatching","Self","2",767,0.767,1,2
"1705",4,"P1","Stranger","Nonmatching","Self","2",650,0.65,1,2
"1706",4,"P1","Stranger","Nonmatching","Self","2",667,0.667,1,2
"1707",4,"P1","Stranger","Nonmatching","Self","2",683,0.683,1,2
"1708",4,"P1","P2","Nonmatching","Self","2",717,0.717,1,2
"1709",4,"P1","P2","Nonmatching","Self","2",600,0.6,1,2
"1710",4,"P2","P1","Nonmatching","Partner","1",983,0.983,0,1
"1711",4,"P2","Stranger","Nonmatching","Partner","1",967,0.967,1,1
"1712",4,"P2","Stranger","Nonmatching","Partner","1",583,0.583,1,1
"1713",4,"P2","Stranger","Nonmatching","Partner","1",700,0.7,1,1
"1714",4,"P2","P1","Nonmatching","Partner","1",1150,1.15,1,1
"1715",4,"P2","P1","Nonmatching","Partner","1",1067,1.067,1,1
"1716",4,"P2","P1","Nonmatching","Partner","1",650,0.65,1,1
"1717",4,"P2","P1","Nonmatching","Partner","1",733,0.733,1,1
"1718",4,"P2","P1","Nonmatching","Partner","1",850,0.85,1,1
"1719",4,"P2","P1","Nonmatching","Partner","1",600,0.6,0,1
"1720",4,"P2","Stranger","Nonmatching","Partner","1",1000,1,1,1
"1721",4,"P2","P1","Nonmatching","Partner","1",867,0.867,1,1
"1722",4,"P2","Stranger","Nonmatching","Partner","1",767,0.767,1,1
"1723",4,"P2","Stranger","Nonmatching","Partner","1",767,0.767,1,1
"1724",4,"P2","Stranger","Nonmatching","Partner","1",817,0.817,1,1
"1725",4,"P2","P1","Nonmatching","Partner","1",900,0.9,1,1
"1726",4,"P2","P1","Nonmatching","Partner","1",1017,1.017,1,2
"1727",4,"P2","Stranger","Nonmatching","Partner","1",817,0.817,1,2
"1728",4,"P2","P1","Nonmatching","Partner","1",1217,1.217,1,2
"1729",4,"P2","P1","Nonmatching","Partner","1",1100,1.1,1,2
"1730",4,"P2","Stranger","Nonmatching","Partner","1",750,0.75,1,2
"1731",4,"P2","Stranger","Nonmatching","Partner","1",750,0.75,1,2
"1732",4,"P2","P1","Nonmatching","Partner","1",1417,1.417,1,2
"1733",4,"P2","Stranger","Nonmatching","Partner","1",617,0.617,0,2
"1734",4,"P2","Stranger","Nonmatching","Partner","1",867,0.867,1,2
"1735",4,"P2","P1","Nonmatching","Partner","1",1450,1.45,1,2
"1736",4,"P2","P1","Nonmatching","Partner","1",1367,1.367,1,2
"1737",4,"P2","Stranger","Nonmatching","Partner","1",733,0.733,1,2
"1738",4,"P2","P1","Nonmatching","Partner","1",1267,1.267,1,2
"1739",4,"P2","Stranger","Nonmatching","Partner","1",600,0.6,1,2
"1740",4,"P2","Stranger","Nonmatching","Partner","1",1317,1.317,1,2
"1741",4,"P2","P1","Nonmatching","Partner","1",717,0.717,1,2
"1742",4,"P2","P1","Nonmatching","Partner","1",800,0.8,1,2
"1743",4,"P2","Stranger","Nonmatching","Partner","1",950,0.95,1,2
"1744",4,"P2","P1","Nonmatching","Partner","2",650,0.65,0,1
"1745",4,"P2","Stranger","Nonmatching","Partner","2",1200,1.2,1,1
"1746",4,"P2","P1","Nonmatching","Partner","2",850,0.85,1,1
"1747",4,"P2","Stranger","Nonmatching","Partner","2",733,0.733,1,1
"1748",4,"P2","Stranger","Nonmatching","Partner","2",1133,1.133,1,1
"1749",4,"P2","P1","Nonmatching","Partner","2",534,0.534,0,1
"1750",4,"P2","Stranger","Nonmatching","Partner","2",850,0.85,1,1
"1751",4,"P2","P1","Nonmatching","Partner","2",800,0.8,1,1
"1752",4,"P2","P1","Nonmatching","Partner","2",633,0.633,1,1
"1753",4,"P2","P1","Nonmatching","Partner","2",750,0.75,1,1
"1754",4,"P2","Stranger","Nonmatching","Partner","2",817,0.817,1,1
"1755",4,"P2","P1","Nonmatching","Partner","2",717,0.717,1,1
"1756",4,"P2","P1","Nonmatching","Partner","2",650,0.65,0,1
"1757",4,"P2","Stranger","Nonmatching","Partner","2",683,0.683,1,1
"1758",4,"P2","P1","Nonmatching","Partner","2",750,0.75,1,1
"1759",4,"P2","Stranger","Nonmatching","Partner","2",800,0.8,1,1
"1760",4,"P2","P1","Nonmatching","Partner","2",783,0.783,1,1
"1761",4,"P2","Stranger","Nonmatching","Partner","2",1050,1.05,1,1
"1762",4,"P2","Stranger","Nonmatching","Partner","2",717,0.717,1,1
"1763",4,"P2","Stranger","Nonmatching","Partner","2",1200,1.2,1,2
"1764",4,"P2","P1","Nonmatching","Partner","2",834,0.834,1,2
"1765",4,"P2","P1","Nonmatching","Partner","2",850,0.85,1,2
"1766",4,"P2","Stranger","Nonmatching","Partner","2",667,0.667,1,2
"1767",4,"P2","P1","Nonmatching","Partner","2",717,0.717,1,2
"1768",4,"P2","Stranger","Nonmatching","Partner","2",817,0.817,1,2
"1769",4,"P2","P1","Nonmatching","Partner","2",633,0.633,1,2
"1770",4,"P2","Stranger","Nonmatching","Partner","2",1300,1.3,1,2
"1771",4,"P2","P1","Nonmatching","Partner","2",767,0.767,1,2
"1772",4,"P2","Stranger","Nonmatching","Partner","2",700,0.7,1,2
"1773",4,"P2","Stranger","Nonmatching","Partner","2",834,0.834,1,2
"1774",4,"P2","Stranger","Nonmatching","Partner","2",667,0.667,1,2
"1775",4,"P2","Stranger","Nonmatching","Partner","2",700,0.7,0,2
"1776",4,"P2","P1","Nonmatching","Partner","2",550,0.55,1,2
"1777",4,"P2","P1","Nonmatching","Partner","2",683,0.683,1,2
"1778",4,"P2","Stranger","Nonmatching","Partner","2",684,0.684,1,2
"1779",4,"P2","P1","Nonmatching","Partner","2",1167,1.167,1,2
"1780",4,"P2","P1","Nonmatching","Partner","2",833,0.833,1,2
"1781",4,"P2","Stranger","Nonmatching","Partner","2",550,0.55,1,2
"1782",4,"P2","P1","Nonmatching","Partner","2",934,0.934,1,2
"1783",4,"Stranger","P1","Nonmatching","Stranger","1",1017,1.017,1,1
"1784",4,"Stranger","P1","Nonmatching","Stranger","1",634,0.634,1,1
"1785",4,"Stranger","P1","Nonmatching","Stranger","1",1117,1.117,1,1
"1786",4,"Stranger","P2","Nonmatching","Stranger","1",1383,1.383,1,1
"1787",4,"Stranger","P2","Nonmatching","Stranger","1",1200,1.2,1,1
"1788",4,"Stranger","P2","Nonmatching","Stranger","1",867,0.867,1,1
"1789",4,"Stranger","P2","Nonmatching","Stranger","1",683,0.683,1,1
"1790",4,"Stranger","P1","Nonmatching","Stranger","1",883,0.883,1,1
"1791",4,"Stranger","P1","Nonmatching","Stranger","1",967,0.967,1,1
"1792",4,"Stranger","P2","Nonmatching","Stranger","1",800,0.8,1,1
"1793",4,"Stranger","P2","Nonmatching","Stranger","1",584,0.584,1,1
"1794",4,"Stranger","P1","Nonmatching","Stranger","1",1233,1.233,1,1
"1795",4,"Stranger","P2","Nonmatching","Stranger","1",584,0.584,1,1
"1796",4,"Stranger","P2","Nonmatching","Stranger","1",633,0.633,1,1
"1797",4,"Stranger","P2","Nonmatching","Stranger","1",534,0.534,1,1
"1798",4,"Stranger","P1","Nonmatching","Stranger","1",750,0.75,1,1
"1799",4,"Stranger","P1","Nonmatching","Stranger","1",1067,1.067,1,1
"1800",4,"Stranger","P1","Nonmatching","Stranger","1",1250,1.25,1,1
"1801",4,"Stranger","P1","Nonmatching","Stranger","1",934,0.934,1,1
"1802",4,"Stranger","P2","Nonmatching","Stranger","1",684,0.684,1,1
"1803",4,"Stranger","P1","Nonmatching","Stranger","1",1133,1.133,1,2
"1804",4,"Stranger","P1","Nonmatching","Stranger","1",783,0.783,1,2
"1805",4,"Stranger","P1","Nonmatching","Stranger","1",617,0.617,1,2
"1806",4,"Stranger","P1","Nonmatching","Stranger","1",1117,1.117,1,2
"1807",4,"Stranger","P2","Nonmatching","Stranger","1",817,0.817,1,2
"1808",4,"Stranger","P2","Nonmatching","Stranger","1",634,0.634,1,2
"1809",4,"Stranger","P1","Nonmatching","Stranger","1",1084,1.084,1,2
"1810",4,"Stranger","P2","Nonmatching","Stranger","1",767,0.767,1,2
"1811",4,"Stranger","P2","Nonmatching","Stranger","1",700,0.7,1,2
"1812",4,"Stranger","P2","Nonmatching","Stranger","1",750,0.75,1,2
"1813",4,"Stranger","P1","Nonmatching","Stranger","1",1500,1.5,1,2
"1814",4,"Stranger","P1","Nonmatching","Stranger","1",650,0.65,1,2
"1815",4,"Stranger","P2","Nonmatching","Stranger","1",683,0.683,1,2
"1816",4,"Stranger","P2","Nonmatching","Stranger","1",650,0.65,1,2
"1817",4,"Stranger","P1","Nonmatching","Stranger","1",900,0.9,1,2
"1818",4,"Stranger","P2","Nonmatching","Stranger","1",700,0.7,1,2
"1819",4,"Stranger","P2","Nonmatching","Stranger","1",617,0.617,1,2
"1820",4,"Stranger","P1","Nonmatching","Stranger","1",1233,1.233,1,2
"1821",4,"Stranger","P2","Nonmatching","Stranger","1",667,0.667,1,2
"1822",4,"Stranger","P1","Nonmatching","Stranger","1",1200,1.2,1,2
"1823",4,"Stranger","P2","Nonmatching","Stranger","2",800,0.8,0,1
"1824",4,"Stranger","P1","Nonmatching","Stranger","2",1133,1.133,1,1
"1825",4,"Stranger","P1","Nonmatching","Stranger","2",783,0.783,1,1
"1826",4,"Stranger","P1","Nonmatching","Stranger","2",1167,1.167,1,1
"1827",4,"Stranger","P2","Nonmatching","Stranger","2",617,0.617,1,1
"1828",4,"Stranger","P2","Nonmatching","Stranger","2",733,0.733,1,1
"1829",4,"Stranger","P2","Nonmatching","Stranger","2",667,0.667,1,1
"1830",4,"Stranger","P2","Nonmatching","Stranger","2",683,0.683,1,1
"1831",4,"Stranger","P1","Nonmatching","Stranger","2",800,0.8,1,1
"1832",4,"Stranger","P2","Nonmatching","Stranger","2",667,0.667,1,1
"1833",4,"Stranger","P2","Nonmatching","Stranger","2",800,0.8,1,1
"1834",4,"Stranger","P1","Nonmatching","Stranger","2",1117,1.117,1,1
"1835",4,"Stranger","P1","Nonmatching","Stranger","2",717,0.717,1,1
"1836",4,"Stranger","P1","Nonmatching","Stranger","2",1183,1.183,1,1
"1837",4,"Stranger","P1","Nonmatching","Stranger","2",883,0.883,0,1
"1838",4,"Stranger","P2","Nonmatching","Stranger","2",800,0.8,1,1
"1839",4,"Stranger","P1","Nonmatching","Stranger","2",584,0.584,1,2
"1840",4,"Stranger","P1","Nonmatching","Stranger","2",550,0.55,0,2
"1841",4,"Stranger","P2","Nonmatching","Stranger","2",800,0.8,1,2
"1842",4,"Stranger","P2","Nonmatching","Stranger","2",1017,1.017,1,2
"1843",4,"Stranger","P1","Nonmatching","Stranger","2",634,0.634,0,2
"1844",4,"Stranger","P2","Nonmatching","Stranger","2",817,0.817,1,2
"1845",4,"Stranger","P1","Nonmatching","Stranger","2",650,0.65,1,2
"1846",4,"Stranger","P1","Nonmatching","Stranger","2",783,0.783,1,2
"1847",4,"Stranger","P2","Nonmatching","Stranger","2",700,0.7,1,2
"1848",4,"Stranger","P2","Nonmatching","Stranger","2",650,0.65,1,2
"1849",4,"Stranger","P1","Nonmatching","Stranger","2",1033,1.033,1,2
"1850",4,"Stranger","P1","Nonmatching","Stranger","2",767,0.767,1,2
"1851",4,"Stranger","P2","Nonmatching","Stranger","2",617,0.617,0,2
"1852",4,"Stranger","P2","Nonmatching","Stranger","2",667,0.667,1,2
"1853",4,"Stranger","P1","Nonmatching","Stranger","2",1167,1.167,1,2
"1854",4,"Stranger","P2","Nonmatching","Stranger","2",617,0.617,1,2
"1855",4,"Stranger","P2","Nonmatching","Stranger","2",617,0.617,1,2
"1856",4,"Stranger","P1","Nonmatching","Stranger","2",567,0.567,0,2
"1857",4,"Stranger","P2","Nonmatching","Stranger","2",650,0.65,1,2
"1858",4,"Stranger","P1","Nonmatching","Stranger","2",1100,1.1,1,2
"1859",5,"P1","P1","Matching","Self","1",583,0.583,1,1
"1860",5,"P1","P1","Matching","Self","1",667,0.667,1,1
"1861",5,"P1","P1","Matching","Self","1",550,0.55,1,1
"1862",5,"P1","P1","Matching","Self","1",400,0.4,1,1
"1863",5,"P1","P1","Matching","Self","1",500,0.5,1,1
"1864",5,"P1","P1","Matching","Self","1",483,0.483,1,1
"1865",5,"P1","P1","Matching","Self","1",567,0.567,1,1
"1866",5,"P1","P1","Matching","Self","1",567,0.567,1,1
"1867",5,"P1","P1","Matching","Self","1",484,0.484,1,1
"1868",5,"P1","P1","Matching","Self","1",817,0.817,0,1
"1869",5,"P1","P1","Matching","Self","1",717,0.717,0,1
"1870",5,"P1","P1","Matching","Self","1",400,0.4,1,1
"1871",5,"P1","P1","Matching","Self","1",484,0.484,1,1
"1872",5,"P1","P1","Matching","Self","1",534,0.534,1,1
"1873",5,"P1","P1","Matching","Self","1",534,0.534,0,1
"1874",5,"P1","P1","Matching","Self","1",533,0.533,1,1
"1875",5,"P1","P1","Matching","Self","1",567,0.567,1,1
"1876",5,"P1","P1","Matching","Self","1",450,0.45,1,1
"1877",5,"P1","P1","Matching","Self","1",384,0.384,1,1
"1878",5,"P1","P1","Matching","Self","1",717,0.717,1,1
"1879",5,"P1","P1","Matching","Self","1",900,0.9,1,2
"1880",5,"P1","P1","Matching","Self","1",617,0.617,1,2
"1881",5,"P1","P1","Matching","Self","1",600,0.6,1,2
"1882",5,"P1","P1","Matching","Self","1",933,0.933,1,2
"1883",5,"P1","P1","Matching","Self","1",600,0.6,1,2
"1884",5,"P1","P1","Matching","Self","1",550,0.55,1,2
"1885",5,"P1","P1","Matching","Self","1",450,0.45,1,2
"1886",5,"P1","P1","Matching","Self","1",650,0.65,1,2
"1887",5,"P1","P1","Matching","Self","1",617,0.617,1,2
"1888",5,"P1","P1","Matching","Self","1",500,0.5,1,2
"1889",5,"P1","P1","Matching","Self","1",367,0.367,1,2
"1890",5,"P1","P1","Matching","Self","1",567,0.567,1,2
"1891",5,"P1","P1","Matching","Self","1",750,0.75,1,2
"1892",5,"P1","P1","Matching","Self","1",717,0.717,1,2
"1893",5,"P1","P1","Matching","Self","1",517,0.517,1,2
"1894",5,"P1","P1","Matching","Self","1",533,0.533,1,2
"1895",5,"P1","P1","Matching","Self","1",500,0.5,1,2
"1896",5,"P1","P1","Matching","Self","1",417,0.417,1,2
"1897",5,"P1","P1","Matching","Self","1",400,0.4,1,2
"1898",5,"P1","P1","Matching","Self","1",583,0.583,1,2
"1899",5,"P1","P1","Matching","Self","2",467,0.467,0,1
"1900",5,"P1","P1","Matching","Self","2",567,0.567,1,1
"1901",5,"P1","P1","Matching","Self","2",650,0.65,0,1
"1902",5,"P1","P1","Matching","Self","2",484,0.484,1,1
"1903",5,"P1","P1","Matching","Self","2",434,0.434,1,1
"1904",5,"P1","P1","Matching","Self","2",500,0.5,1,1
"1905",5,"P1","P1","Matching","Self","2",317,0.317,1,1
"1906",5,"P1","P1","Matching","Self","2",550,0.55,1,1
"1907",5,"P1","P1","Matching","Self","2",250,0.25,0,1
"1908",5,"P1","P1","Matching","Self","2",550,0.55,1,1
"1909",5,"P1","P1","Matching","Self","2",484,0.484,1,1
"1910",5,"P1","P1","Matching","Self","2",634,0.634,1,1
"1911",5,"P1","P1","Matching","Self","2",384,0.384,1,1
"1912",5,"P1","P1","Matching","Self","2",400,0.4,1,1
"1913",5,"P1","P1","Matching","Self","2",367,0.367,1,1
"1914",5,"P1","P1","Matching","Self","2",467,0.467,1,1
"1915",5,"P1","P1","Matching","Self","2",500,0.5,1,1
"1916",5,"P1","P1","Matching","Self","2",434,0.434,1,1
"1917",5,"P1","P1","Matching","Self","2",434,0.434,1,1
"1918",5,"P1","P1","Matching","Self","2",367,0.367,1,1
"1919",5,"P1","P1","Matching","Self","2",617,0.617,0,2
"1920",5,"P1","P1","Matching","Self","2",650,0.65,1,2
"1921",5,"P1","P1","Matching","Self","2",533,0.533,1,2
"1922",5,"P1","P1","Matching","Self","2",450,0.45,1,2
"1923",5,"P1","P1","Matching","Self","2",617,0.617,1,2
"1924",5,"P1","P1","Matching","Self","2",533,0.533,1,2
"1925",5,"P1","P1","Matching","Self","2",433,0.433,1,2
"1926",5,"P1","P1","Matching","Self","2",633,0.633,0,2
"1927",5,"P1","P1","Matching","Self","2",567,0.567,1,2
"1928",5,"P1","P1","Matching","Self","2",617,0.617,1,2
"1929",5,"P1","P1","Matching","Self","2",500,0.5,1,2
"1930",5,"P1","P1","Matching","Self","2",650,0.65,1,2
"1931",5,"P1","P1","Matching","Self","2",517,0.517,1,2
"1932",5,"P1","P1","Matching","Self","2",417,0.417,1,2
"1933",5,"P1","P1","Matching","Self","2",450,0.45,1,2
"1934",5,"P1","P1","Matching","Self","2",450,0.45,1,2
"1935",5,"P1","P1","Matching","Self","2",467,0.467,1,2
"1936",5,"P1","P1","Matching","Self","2",383,0.383,1,2
"1937",5,"P1","P1","Matching","Self","2",583,0.583,1,2
"1938",5,"P1","P1","Matching","Self","2",567,0.567,1,2
"1939",5,"P2","P2","Matching","Partner","1",883,0.883,1,1
"1940",5,"P2","P2","Matching","Partner","1",433,0.433,1,1
"1941",5,"P2","P2","Matching","Partner","1",467,0.467,1,1
"1942",5,"P2","P2","Matching","Partner","1",650,0.65,1,1
"1943",5,"P2","P2","Matching","Partner","1",500,0.5,1,1
"1944",5,"P2","P2","Matching","Partner","1",483,0.483,1,1
"1945",5,"P2","P2","Matching","Partner","1",400,0.4,1,1
"1946",5,"P2","P2","Matching","Partner","1",700,0.7,0,1
"1947",5,"P2","P2","Matching","Partner","1",600,0.6,1,1
"1948",5,"P2","P2","Matching","Partner","1",567,0.567,1,1
"1949",5,"P2","P2","Matching","Partner","1",533,0.533,1,1
"1950",5,"P2","P2","Matching","Partner","1",567,0.567,1,1
"1951",5,"P2","P2","Matching","Partner","1",550,0.55,1,1
"1952",5,"P2","P2","Matching","Partner","1",617,0.617,1,1
"1953",5,"P2","P2","Matching","Partner","1",500,0.5,1,1
"1954",5,"P2","P2","Matching","Partner","1",383,0.383,1,1
"1955",5,"P2","P2","Matching","Partner","1",534,0.534,1,1
"1956",5,"P2","P2","Matching","Partner","1",533,0.533,1,1
"1957",5,"P2","P2","Matching","Partner","1",383,0.383,0,1
"1958",5,"P2","P2","Matching","Partner","1",567,0.567,1,1
"1959",5,"P2","P2","Matching","Partner","1",617,0.617,1,2
"1960",5,"P2","P2","Matching","Partner","1",450,0.45,1,2
"1961",5,"P2","P2","Matching","Partner","1",500,0.5,1,2
"1962",5,"P2","P2","Matching","Partner","1",500,0.5,1,2
"1963",5,"P2","P2","Matching","Partner","1",467,0.467,1,2
"1964",5,"P2","P2","Matching","Partner","1",567,0.567,1,2
"1965",5,"P2","P2","Matching","Partner","1",500,0.5,1,2
"1966",5,"P2","P2","Matching","Partner","1",600,0.6,1,2
"1967",5,"P2","P2","Matching","Partner","1",517,0.517,1,2
"1968",5,"P2","P2","Matching","Partner","1",700,0.7,1,2
"1969",5,"P2","P2","Matching","Partner","1",517,0.517,1,2
"1970",5,"P2","P2","Matching","Partner","1",550,0.55,1,2
"1971",5,"P2","P2","Matching","Partner","1",467,0.467,1,2
"1972",5,"P2","P2","Matching","Partner","1",600,0.6,1,2
"1973",5,"P2","P2","Matching","Partner","1",500,0.5,1,2
"1974",5,"P2","P2","Matching","Partner","1",517,0.517,1,2
"1975",5,"P2","P2","Matching","Partner","1",534,0.534,1,2
"1976",5,"P2","P2","Matching","Partner","1",383,0.383,1,2
"1977",5,"P2","P2","Matching","Partner","1",667,0.667,0,2
"1978",5,"P2","P2","Matching","Partner","1",450,0.45,1,2
"1979",5,"P2","P2","Matching","Partner","2",683,0.683,0,1
"1980",5,"P2","P2","Matching","Partner","2",783,0.783,1,1
"1981",5,"P2","P2","Matching","Partner","2",600,0.6,1,1
"1982",5,"P2","P2","Matching","Partner","2",467,0.467,1,1
"1983",5,"P2","P2","Matching","Partner","2",517,0.517,1,1
"1984",5,"P2","P2","Matching","Partner","2",650,0.65,1,1
"1985",5,"P2","P2","Matching","Partner","2",567,0.567,1,1
"1986",5,"P2","P2","Matching","Partner","2",684,0.684,1,1
"1987",5,"P2","P2","Matching","Partner","2",567,0.567,1,1
"1988",5,"P2","P2","Matching","Partner","2",533,0.533,1,1
"1989",5,"P2","P2","Matching","Partner","2",600,0.6,1,1
"1990",5,"P2","P2","Matching","Partner","2",450,0.45,1,1
"1991",5,"P2","P2","Matching","Partner","2",867,0.867,1,1
"1992",5,"P2","P2","Matching","Partner","2",584,0.584,1,1
"1993",5,"P2","P2","Matching","Partner","2",600,0.6,1,1
"1994",5,"P2","P2","Matching","Partner","2",467,0.467,1,1
"1995",5,"P2","P2","Matching","Partner","2",567,0.567,1,1
"1996",5,"P2","P2","Matching","Partner","2",400,0.4,1,1
"1997",5,"P2","P2","Matching","Partner","2",600,0.6,1,1
"1998",5,"P2","P2","Matching","Partner","2",667,0.667,1,1
"1999",5,"P2","P2","Matching","Partner","2",517,0.517,1,2
"2000",5,"P2","P2","Matching","Partner","2",367,0.367,1,2
"2001",5,"P2","P2","Matching","Partner","2",500,0.5,1,2
"2002",5,"P2","P2","Matching","Partner","2",450,0.45,1,2
"2003",5,"P2","P2","Matching","Partner","2",450,0.45,1,2
