"Subject","Gender","Age","Handedness","First_Lanugage","Shape","Label","Matching","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","Response","RT_ms","RT_sec","ACC"
3,"male",26,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1492,1.492,1
3,"male",26,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",656,0.656,1
3,"male",26,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",558,0.558,1
3,"male",26,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1681,1.681,1
3,"male",26,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",822,0.822,1
3,"male",26,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",990,0.99,1
3,"male",26,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",751,0.751,1
3,"male",26,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",1306,1.306,1
3,"male",26,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1182,1.182,1
3,"male",26,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",1480,1.48,1
3,"male",26,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",2452,2.452,1
3,"male",26,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",794,0.794,1
3,"male",26,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1075,1.075,1
3,"male",26,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1552,1.552,1
3,"male",26,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1722,1.722,1
3,"male",26,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",862,0.862,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1389,1.389,0
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",2581,2.581,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",3013,3.013,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",979,0.979,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",917,0.917,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1289,1.289,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1326,1.326,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1201,1.201,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1322,1.322,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1244,1.244,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1010,1.01,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1042,1.042,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",1297,1.297,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1078,1.078,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1459,1.459,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",785,0.785,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",874,0.874,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",608,0.608,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",448,0.448,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1032,1.032,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1015,1.015,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1480,1.48,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",565,0.565,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",503,0.503,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",781,0.781,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",2550,2.55,0
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1599,1.599,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",1159,1.159,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",1712,1.712,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",948,0.948,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",3606,3.606,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1453,1.453,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1692,1.692,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1968,1.968,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",761,0.761,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",371,0.371,0
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1557,1.557,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1552,1.552,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",906,0.906,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1615,1.615,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",582,0.582,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",888,0.888,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",990,0.99,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1167,1.167,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",3048,3.048,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1189,1.189,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",1134,1.134,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1642,1.642,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1680,1.68,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1524,1.524,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",2271,2.271,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",2364,2.364,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1973,1.973,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",2334,2.334,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1080,1.08,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1542,1.542,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1697,1.697,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1525,1.525,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",864,0.864,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1109,1.109,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1233,1.233,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",760,0.76,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",914,0.914,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",2503,2.503,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",859,0.859,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1617,1.617,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1001,1.001,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1386,1.386,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1100,1.1,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",760,0.76,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",899,0.899,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1240,1.24,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",1071,1.071,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",2237,2.237,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1179,1.179,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",1572,1.572,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",3149,3.149,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1302,1.302,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1578,1.578,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",867,0.867,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",906,0.906,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1999,1.999,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",839,0.839,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",862,0.862,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1188,1.188,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",1134,1.134,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1001,1.001,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",1770,1.77,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",1179,1.179,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1636,1.636,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",2763,2.763,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",2036,2.036,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",697,0.697,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1126,1.126,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1041,1.041,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",2545,2.545,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1250,1.25,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1433,1.433,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",4136,4.136,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",1240,1.24,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1199,1.199,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1064,1.064,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1143,1.143,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",993,0.993,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",850,0.85,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1753,1.753,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1436,1.436,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1131,1.131,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1093,1.093,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",2754,2.754,0
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1970,1.97,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",9211,9.211,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1660,1.66,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",2914,2.914,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1316,1.316,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1192,1.192,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1104,1.104,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",701,0.701,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",746,0.746,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",885,0.885,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",4244,4.244,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",976,0.976,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1681,1.681,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",1142,1.142,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1024,1.024,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1600,1.6,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",600,0.6,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",617,0.617,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1577,1.577,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",530,0.53,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1685,1.685,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",858,0.858,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1072,1.072,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1327,1.327,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",2450,2.45,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",839,0.839,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",975,0.975,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1024,1.024,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",832,0.832,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",567,0.567,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1178,1.178,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1635,1.635,0
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",2161,2.161,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",2098,2.098,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",982,0.982,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",791,0.791,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1231,1.231,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",919,0.919,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",571,0.571,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",989,0.989,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",719,0.719,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",715,0.715,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",1512,1.512,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",644,0.644,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1219,1.219,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",987,0.987,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1532,1.532,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",1079,1.079,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",869,0.869,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1099,1.099,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",904,0.904,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1340,1.34,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",1040,1.04,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",943,0.943,0
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1177,1.177,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",769,0.769,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1052,1.052,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1211,1.211,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1042,1.042,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1201,1.201,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",794,0.794,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1251,1.251,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1113,1.113,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",997,0.997,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1110,1.11,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",850,0.85,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1001,1.001,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",970,0.97,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1276,1.276,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",1185,1.185,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1242,1.242,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",721,0.721,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",2317,2.317,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",760,0.76,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",1617,1.617,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",921,0.921,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",669,0.669,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1148,1.148,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1094,1.094,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",1091,1.091,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",976,0.976,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1105,1.105,0
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",2293,2.293,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1009,1.009,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",1361,1.361,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1683,1.683,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",855,0.855,1
8,"female",27,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",814,0.814,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1575,1.575,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1039,1.039,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1999,1.999,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1206,1.206,1
8,"female",27,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",1326,1.326,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1009,1.009,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",993,0.993,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1074,1.074,1
8,"female",27,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1040,1.04,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",847,0.847,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1638,1.638,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",909,0.909,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",913,0.913,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1221,1.221,1
8,"female",27,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1341,1.341,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1184,1.184,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1097,1.097,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",981,0.981,1
8,"female",27,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",3127,3.127,1
8,"female",27,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1296,1.296,1
8,"female",27,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1189,1.189,1
8,"female",27,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",909,0.909,1
8,"female",27,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1137,1.137,1
