"Subject","Gender","Age","Handedness","First_Lanugage","Shape","Label","Matching","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","Response","RT_ms","RT_sec","ACC"
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1039,1.039,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",926,0.926,1
15,"female",23,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1137,1.137,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",973,0.973,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",879,0.879,1
15,"female",23,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1668,1.668,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",762,0.762,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",884,0.884,1
15,"female",23,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",905,0.905,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1230,1.23,1
15,"female",23,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1397,1.397,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",1013,1.013,1
15,"female",23,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1045,1.045,1
15,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1316,1.316,1
15,"female",23,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1144,1.144,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",947,0.947,1
15,"female",23,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1557,1.557,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",927,0.927,1
15,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",819,0.819,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",987,0.987,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1004,1.004,1
15,"female",23,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",813,0.813,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1349,1.349,1
15,"female",23,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1000,1,1
15,"female",23,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1497,1.497,1
15,"female",23,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1589,1.589,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",702,0.702,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",1546,1.546,1
15,"female",23,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",884,0.884,1
15,"female",23,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1194,1.194,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",914,0.914,1
15,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1526,1.526,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1025,1.025,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",4833,4.833,1
15,"female",23,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1460,1.46,1
15,"female",23,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1122,1.122,1
15,"female",23,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1166,1.166,1
15,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1416,1.416,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",728,0.728,1
15,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1124,1.124,1
15,"female",23,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1247,1.247,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",1045,1.045,1
15,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1348,1.348,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",999,0.999,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",2630,2.63,1
15,"female",23,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",996,0.996,1
15,"female",23,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",933,0.933,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",808,0.808,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",801,0.801,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1050,1.05,1
15,"female",23,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1064,1.064,1
15,"female",23,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1463,1.463,1
15,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1140,1.14,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",687,0.687,1
15,"female",23,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",765,0.765,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",871,0.871,1
15,"female",23,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",989,0.989,1
15,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1071,1.071,1
15,"female",23,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1165,1.165,1
15,"female",23,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1223,1.223,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",1215,1.215,1
15,"female",23,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1174,1.174,1
15,"female",23,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1231,1.231,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1206,1.206,1
15,"female",23,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1742,1.742,1
15,"female",23,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",992,0.992,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1057,1.057,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1023,1.023,1
15,"female",23,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1150,1.15,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",969,0.969,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",1243,1.243,1
15,"female",23,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",2001,2.001,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",1065,1.065,1
15,"female",23,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1047,1.047,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",854,0.854,1
15,"female",23,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",973,0.973,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",2479,2.479,1
15,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1155,1.155,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",862,0.862,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1668,1.668,1
15,"female",23,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1624,1.624,1
15,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1519,1.519,1
15,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1211,1.211,1
15,"female",23,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",963,0.963,1
15,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1285,1.285,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",922,0.922,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",926,0.926,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1201,1.201,1
15,"female",23,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1050,1.05,1
15,"female",23,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1208,1.208,1
15,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1168,1.168,1
15,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",922,0.922,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",799,0.799,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",903,0.903,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1148,1.148,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",727,0.727,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",1091,1.091,1
15,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1039,1.039,1
15,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",2414,2.414,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",6846,6.846,1
15,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1087,1.087,1
15,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1837,1.837,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",763,0.763,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1030,1.03,1
15,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1637,1.637,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",796,0.796,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",2869,2.869,1
15,"female",23,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",793,0.793,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",658,0.658,1
15,"female",23,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1056,1.056,1
15,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1038,1.038,1
15,"female",23,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1133,1.133,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",729,0.729,1
15,"female",23,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",2356,2.356,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",942,0.942,1
15,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",897,0.897,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",869,0.869,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",1068,1.068,1
15,"female",23,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1066,1.066,1
15,"female",23,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1144,1.144,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",994,0.994,1
15,"female",23,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1491,1.491,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1183,1.183,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1241,1.241,1
15,"female",23,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1711,1.711,1
15,"female",23,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",2739,2.739,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1099,1.099,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1928,1.928,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",627,0.627,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",754,0.754,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",558,0.558,1
15,"female",23,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1072,1.072,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","m",798,0.798,0
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1118,1.118,0
15,"female",23,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",2802,2.802,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",1497,1.497,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1077,1.077,1
15,"female",23,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",6547,6.547,1
15,"female",23,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1120,1.12,1
15,"female",23,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",620,0.62,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",940,0.94,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",655,0.655,1
15,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",2781,2.781,1
15,"female",23,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",757,0.757,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",815,0.815,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",1288,1.288,1
15,"female",23,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1133,1.133,1
15,"female",23,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",1336,1.336,1
15,"female",23,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1259,1.259,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",673,0.673,1
15,"female",23,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",895,0.895,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",836,0.836,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1275,1.275,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",737,0.737,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",860,0.86,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",707,0.707,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",879,0.879,1
15,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1093,1.093,1
15,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1313,1.313,1
15,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",853,0.853,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",828,0.828,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",979,0.979,1
15,"female",23,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",788,0.788,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",830,0.83,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",741,0.741,1
15,"female",23,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",3760,3.76,1
15,"female",23,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",1216,1.216,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",744,0.744,1
15,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1155,1.155,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",829,0.829,1
15,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",3125,3.125,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",927,0.927,1
15,"female",23,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1106,1.106,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",846,0.846,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",773,0.773,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",671,0.671,1
15,"female",23,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",894,0.894,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",674,0.674,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",720,0.72,1
15,"female",23,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",861,0.861,1
15,"female",23,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1346,1.346,1
15,"female",23,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",996,0.996,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",885,0.885,1
15,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1243,1.243,1
15,"female",23,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1057,1.057,1
15,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1103,1.103,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",892,0.892,1
15,"female",23,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",881,0.881,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",758,0.758,1
15,"female",23,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",769,0.769,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",971,0.971,1
15,"female",23,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",685,0.685,1
15,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1195,1.195,1
15,"female",23,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",819,0.819,1
15,"female",23,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",956,0.956,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",799,0.799,1
15,"female",23,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",824,0.824,1
15,"female",23,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",1007,1.007,1
15,"female",23,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1391,1.391,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1088,1.088,1
15,"female",23,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1068,1.068,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1226,1.226,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",721,0.721,1
15,"female",23,"right","Hebrew","square.bmp","Friend","Nonmatching","Friend","Self","Self","Self","m",718,0.718,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",602,0.602,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",811,0.811,1
15,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",1316,1.316,1
15,"female",23,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","m",1223,1.223,1
15,"female",23,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",1567,1.567,1
15,"female",23,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",904,0.904,1
15,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",941,0.941,1
15,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",912,0.912,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",1076,1.076,1
15,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",1009,1.009,1
15,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","Self","Friend","Friend","Close","m",994,0.994,1
15,"female",23,"right","Hebrew","triangle.bmp","Friend","Matching","Friend","Friend","Friend","Close","z",1106,1.106,1
15,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","m",959,0.959,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",913,0.913,1
15,"female",23,"right","Hebrew","square.bmp","Self","Matching","Self","Self","Self","Self","z",645,0.645,1
19,"female",24,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",8047,8.047,1
19,"female",24,"right","Hebrew","circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",4511,4.511,1
19,"female",24,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1295,1.295,1
19,"female",24,"right","Hebrew","square.bmp","Stranger","Nonmatching","Stranger","Friend","Friend","Close","z",1235,1.235,1
19,"female",24,"right","Hebrew","circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",5658,5.658,1
19,"female",24,"right","Hebrew","square.bmp","Self","Nonmatching","Self","Friend","Friend","Close","z",3228,3.228,1
19,"female",24,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",3090,3.09,0
19,"female",24,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",4116,4.116,1
19,"female",24,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",3621,3.621,1
19,"female",24,"right","Hebrew","circle.bmp","Friend","Nonmatching","Friend","Stranger","Stranger","Stranger","z",1995,1.995,1
19,"female",24,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1587,1.587,1
19,"female",24,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1980,1.98,1
19,"female",24,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1780,1.78,1
19,"female",24,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",692,0.692,1
19,"female",24,"right","Hebrew","triangle.bmp","Friend","Nonmatching","Friend","Self","Self","Self","z",1137,1.137,1
19,"female",24,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","m",2092,2.092,0
19,"female",24,"right","Hebrew","triangle.bmp","Self","Matching","Self","Self","Self","Self","m",888,0.888,1
19,"female",24,"right","Hebrew","square.bmp","Friend","Matching","Friend","Friend","Friend","Close","m",1342,1.342,1
