"","Subject","Gender","Age","Handedness","First_Lanugage","Block","Trial","Shape","Label","Matching","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","Response","RT_ms","RT_sec","ACC"
"6305",21021,"female",27,"right","Hebrew",2,185,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1096,1.096,1
"6306",21021,"female",27,"right","Hebrew",2,186,"square.bmp","Father","Nonmatching","Father","Self","Self","Self","z",615,0.615,1
"6307",21021,"female",27,"right","Hebrew",2,187,"square.bmp","Self","Matching","Self","Self","Self","Self","m",651,0.651,1
"6308",21021,"female",27,"right","Hebrew",2,188,"circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1188,1.188,1
"6309",21021,"female",27,"right","Hebrew",2,189,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",696,0.696,1
"6310",21021,"female",27,"right","Hebrew",2,190,"circle.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",1304,1.304,1
"6311",21021,"female",27,"right","Hebrew",2,191,"square.bmp","Father","Nonmatching","Father","Self","Self","Self","z",1255,1.255,1
"6312",21021,"female",27,"right","Hebrew",2,192,"square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1097,1.097,1
"6313",21021,"female",27,"right","Hebrew",2,193,"square.bmp","Self","Matching","Self","Self","Self","Self","m",648,0.648,1
"6314",21021,"female",27,"right","Hebrew",2,194,"triangle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",778,0.778,1
"6315",21021,"female",27,"right","Hebrew",2,195,"triangle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",903,0.903,1
"6316",21021,"female",27,"right","Hebrew",2,196,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",454,0.454,1
"6317",21021,"female",27,"right","Hebrew",2,197,"square.bmp","Self","Matching","Self","Self","Self","Self","m",872,0.872,1
"6318",21021,"female",27,"right","Hebrew",2,198,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",680,0.68,1
"6319",21021,"female",27,"right","Hebrew",2,199,"square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",633,0.633,1
"6320",21021,"female",27,"right","Hebrew",2,200,"square.bmp","Father","Nonmatching","Father","Self","Self","Self","z",906,0.906,1
"6321",21021,"female",27,"right","Hebrew",2,201,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",778,0.778,1
"6322",21021,"female",27,"right","Hebrew",2,202,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",854,0.854,1
"6323",21021,"female",27,"right","Hebrew",2,203,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",520,0.52,1
"6324",21021,"female",27,"right","Hebrew",2,204,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",406,0.406,1
"6325",21021,"female",27,"right","Hebrew",2,205,"triangle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",1258,1.258,1
"6326",21021,"female",27,"right","Hebrew",2,206,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",843,0.843,1
"6327",21021,"female",27,"right","Hebrew",2,207,"circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1605,1.605,1
"6328",21021,"female",27,"right","Hebrew",2,208,"circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",872,0.872,1
"6329",21021,"female",27,"right","Hebrew",2,209,"square.bmp","Self","Matching","Self","Self","Self","Self","m",569,0.569,1
"6330",21021,"female",27,"right","Hebrew",2,210,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",646,0.646,1
"6331",21021,"female",27,"right","Hebrew",2,211,"square.bmp","Father","Nonmatching","Father","Self","Self","Self","z",1064,1.064,1
"6332",21021,"female",27,"right","Hebrew",2,212,"square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",825,0.825,1
"6333",21021,"female",27,"right","Hebrew",2,213,"circle.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",764,0.764,1
"6334",21021,"female",27,"right","Hebrew",2,214,"triangle.bmp","Self","Nonmatching","Self","Father","Father","Close","m",521,0.521,0
"6335",21021,"female",27,"right","Hebrew",2,215,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",672,0.672,1
"6336",21021,"female",27,"right","Hebrew",2,216,"triangle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",872,0.872,1
"6337",21021,"female",27,"right","Hebrew",2,217,"circle.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",905,0.905,1
"6338",21021,"female",27,"right","Hebrew",2,218,"circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",809,0.809,1
"6339",21021,"female",27,"right","Hebrew",2,219,"triangle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",1108,1.108,1
"6340",21021,"female",27,"right","Hebrew",2,220,"triangle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",843,0.843,1
"6341",21021,"female",27,"right","Hebrew",2,221,"square.bmp","Self","Matching","Self","Self","Self","Self","m",741,0.741,1
"6342",21021,"female",27,"right","Hebrew",2,222,"circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",763,0.763,1
"6343",21021,"female",27,"right","Hebrew",2,223,"square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",888,0.888,1
"6344",21021,"female",27,"right","Hebrew",2,224,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",632,0.632,1
"6345",21021,"female",27,"right","Hebrew",2,225,"square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",731,0.731,1
"6346",21021,"female",27,"right","Hebrew",2,226,"square.bmp","Self","Matching","Self","Self","Self","Self","m",617,0.617,1
"6347",21021,"female",27,"right","Hebrew",2,227,"triangle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",788,0.788,1
"6348",21021,"female",27,"right","Hebrew",2,228,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",711,0.711,1
"6349",21021,"female",27,"right","Hebrew",2,229,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",534,0.534,0
"6350",21021,"female",27,"right","Hebrew",2,230,"circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",732,0.732,1
"6351",21021,"female",27,"right","Hebrew",2,231,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",667,0.667,1
"6352",21021,"female",27,"right","Hebrew",2,232,"triangle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",948,0.948,1
"6353",21021,"female",27,"right","Hebrew",2,233,"square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",713,0.713,1
"6354",21021,"female",27,"right","Hebrew",2,234,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",936,0.936,1
"6355",21021,"female",27,"right","Hebrew",2,235,"triangle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",759,0.759,1
"6356",21021,"female",27,"right","Hebrew",2,236,"square.bmp","Father","Nonmatching","Father","Self","Self","Self","z",660,0.66,1
"6357",21021,"female",27,"right","Hebrew",2,237,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",757,0.757,1
"6358",21021,"female",27,"right","Hebrew",2,238,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",794,0.794,1
"6359",21021,"female",27,"right","Hebrew",2,239,"circle.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",662,0.662,1
"6360",21021,"female",27,"right","Hebrew",2,240,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",599,0.599,1
"6361",21021,"female",27,"right","Hebrew",3,241,"square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",954,0.954,1
"6362",21021,"female",27,"right","Hebrew",3,242,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",583,0.583,1
"6363",21021,"female",27,"right","Hebrew",3,243,"square.bmp","Self","Matching","Self","Self","Self","Self","m",667,0.667,1
"6364",21021,"female",27,"right","Hebrew",3,244,"circle.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",1156,1.156,1
"6365",21021,"female",27,"right","Hebrew",3,245,"square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",817,0.817,1
"6366",21021,"female",27,"right","Hebrew",3,246,"square.bmp","Self","Matching","Self","Self","Self","Self","m",628,0.628,1
"6367",21021,"female",27,"right","Hebrew",3,247,"square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",535,0.535,1
"6368",21021,"female",27,"right","Hebrew",3,248,"circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",741,0.741,1
"6369",21021,"female",27,"right","Hebrew",3,249,"square.bmp","Father","Nonmatching","Father","Self","Self","Self","z",795,0.795,1
"6370",21021,"female",27,"right","Hebrew",3,250,"circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",743,0.743,1
"6371",21021,"female",27,"right","Hebrew",3,251,"circle.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",739,0.739,1
"6372",21021,"female",27,"right","Hebrew",3,252,"triangle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",730,0.73,1
"6373",21021,"female",27,"right","Hebrew",3,253,"triangle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",504,0.504,1
"6374",21021,"female",27,"right","Hebrew",3,254,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",695,0.695,1
"6375",21021,"female",27,"right","Hebrew",3,255,"square.bmp","Father","Nonmatching","Father","Self","Self","Self","z",551,0.551,1
"6376",21021,"female",27,"right","Hebrew",3,256,"square.bmp","Self","Matching","Self","Self","Self","Self","m",485,0.485,1
"6377",21021,"female",27,"right","Hebrew",3,257,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",597,0.597,1
"6378",21021,"female",27,"right","Hebrew",3,258,"square.bmp","Self","Matching","Self","Self","Self","Self","m",713,0.713,1
"6379",21021,"female",27,"right","Hebrew",3,259,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",696,0.696,1
"6380",21021,"female",27,"right","Hebrew",3,260,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",824,0.824,1
"6381",21021,"female",27,"right","Hebrew",3,261,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",586,0.586,1
"6382",21021,"female",27,"right","Hebrew",3,262,"triangle.bmp","Father","Matching","Father","Father","Father","Close","z",599,0.599,0
"6383",21021,"female",27,"right","Hebrew",3,263,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1250,1.25,1
"6384",21021,"female",27,"right","Hebrew",3,264,"circle.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",732,0.732,1
"6385",21021,"female",27,"right","Hebrew",3,265,"square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",970,0.97,1
"6386",21021,"female",27,"right","Hebrew",3,266,"triangle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",743,0.743,1
"6387",21021,"female",27,"right","Hebrew",3,267,"triangle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","m",661,0.661,0
"6388",21021,"female",27,"right","Hebrew",3,268,"square.bmp","Father","Nonmatching","Father","Self","Self","Self","z",750,0.75,1
"6389",21021,"female",27,"right","Hebrew",3,269,"square.bmp","Father","Nonmatching","Father","Self","Self","Self","z",844,0.844,1
"6390",21021,"female",27,"right","Hebrew",3,270,"circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1238,1.238,1
"6391",21021,"female",27,"right","Hebrew",3,271,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",792,0.792,1
"6392",21021,"female",27,"right","Hebrew",3,272,"square.bmp","Father","Nonmatching","Father","Self","Self","Self","z",604,0.604,1
"6393",21021,"female",27,"right","Hebrew",3,273,"circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",679,0.679,1
"6394",21021,"female",27,"right","Hebrew",3,274,"triangle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",712,0.712,1
"6395",21021,"female",27,"right","Hebrew",3,275,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",615,0.615,1
"6396",21021,"female",27,"right","Hebrew",3,276,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",826,0.826,1
"6397",21021,"female",27,"right","Hebrew",3,277,"square.bmp","Self","Matching","Self","Self","Self","Self","m",628,0.628,1
"6398",21021,"female",27,"right","Hebrew",3,278,"triangle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",695,0.695,1
"6399",21021,"female",27,"right","Hebrew",3,279,"circle.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",1054,1.054,1
"6400",21021,"female",27,"right","Hebrew",3,280,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",743,0.743,1
"6401",21021,"female",27,"right","Hebrew",3,281,"square.bmp","Self","Matching","Self","Self","Self","Self","m",693,0.693,1
"6402",21021,"female",27,"right","Hebrew",3,282,"square.bmp","Father","Nonmatching","Father","Self","Self","Self","z",676,0.676,1
"6403",21021,"female",27,"right","Hebrew",3,283,"triangle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",1445,1.445,1
"6404",21021,"female",27,"right","Hebrew",3,284,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",679,0.679,1
"6405",21021,"female",27,"right","Hebrew",3,285,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",695,0.695,1
"6406",21021,"female",27,"right","Hebrew",3,286,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",631,0.631,1
"6407",21021,"female",27,"right","Hebrew",3,287,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",473,0.473,1
"6408",21021,"female",27,"right","Hebrew",3,288,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",634,0.634,1
"6409",21021,"female",27,"right","Hebrew",3,289,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",564,0.564,1
"6410",21021,"female",27,"right","Hebrew",3,290,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",537,0.537,1
"6411",21021,"female",27,"right","Hebrew",3,291,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",632,0.632,1
"6412",21021,"female",27,"right","Hebrew",3,292,"square.bmp","Self","Matching","Self","Self","Self","Self","m",474,0.474,1
"6413",21021,"female",27,"right","Hebrew",3,293,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",555,0.555,1
"6414",21021,"female",27,"right","Hebrew",3,294,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",536,0.536,1
"6415",21021,"female",27,"right","Hebrew",3,295,"square.bmp","Father","Nonmatching","Father","Self","Self","Self","z",758,0.758,1
"6416",21021,"female",27,"right","Hebrew",3,296,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",540,0.54,1
"6417",21021,"female",27,"right","Hebrew",3,297,"triangle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",826,0.826,1
"6418",21021,"female",27,"right","Hebrew",3,298,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",501,0.501,1
"6419",21021,"female",27,"right","Hebrew",3,299,"triangle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","m",644,0.644,0
"6420",21021,"female",27,"right","Hebrew",3,300,"square.bmp","Self","Matching","Self","Self","Self","Self","m",606,0.606,1
"6421",21021,"female",27,"right","Hebrew",3,301,"square.bmp","Father","Nonmatching","Father","Self","Self","Self","z",681,0.681,1
"6422",21021,"female",27,"right","Hebrew",3,302,"square.bmp","Self","Matching","Self","Self","Self","Self","m",602,0.602,1
"6423",21021,"female",27,"right","Hebrew",3,303,"circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",741,0.741,1
"6424",21021,"female",27,"right","Hebrew",3,304,"square.bmp","Self","Matching","Self","Self","Self","Self","m",587,0.587,1
"6425",21021,"female",27,"right","Hebrew",3,305,"circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",663,0.663,1
"6426",21021,"female",27,"right","Hebrew",3,306,"square.bmp","Self","Matching","Self","Self","Self","Self","m",505,0.505,1
"6427",21021,"female",27,"right","Hebrew",3,307,"circle.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",600,0.6,1
"6428",21021,"female",27,"right","Hebrew",3,308,"triangle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",828,0.828,1
"6429",21021,"female",27,"right","Hebrew",3,309,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",630,0.63,1
"6430",21021,"female",27,"right","Hebrew",3,310,"square.bmp","Self","Matching","Self","Self","Self","Self","m",824,0.824,1
"6431",21021,"female",27,"right","Hebrew",3,311,"triangle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",1147,1.147,1
"6432",21021,"female",27,"right","Hebrew",3,312,"triangle.bmp","Self","Nonmatching","Self","Father","Father","Close","m",728,0.728,0
"6433",21021,"female",27,"right","Hebrew",3,313,"square.bmp","Self","Matching","Self","Self","Self","Self","m",559,0.559,1
"6434",21021,"female",27,"right","Hebrew",3,314,"triangle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",884,0.884,1
"6435",21021,"female",27,"right","Hebrew",3,315,"circle.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",1508,1.508,1
"6436",21021,"female",27,"right","Hebrew",3,316,"triangle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",1011,1.011,1
"6437",21021,"female",27,"right","Hebrew",3,317,"square.bmp","Father","Nonmatching","Father","Self","Self","Self","z",694,0.694,1
"6438",21021,"female",27,"right","Hebrew",3,318,"square.bmp","Self","Matching","Self","Self","Self","Self","m",742,0.742,1
"6439",21021,"female",27,"right","Hebrew",3,319,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",764,0.764,1
"6440",21021,"female",27,"right","Hebrew",3,320,"square.bmp","Self","Matching","Self","Self","Self","Self","m",633,0.633,1
"6441",21021,"female",27,"right","Hebrew",3,321,"triangle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",652,0.652,1
"6442",21021,"female",27,"right","Hebrew",3,322,"circle.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",677,0.677,1
"6443",21021,"female",27,"right","Hebrew",3,323,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",645,0.645,1
"6444",21021,"female",27,"right","Hebrew",3,324,"square.bmp","Self","Matching","Self","Self","Self","Self","m",727,0.727,1
"6445",21021,"female",27,"right","Hebrew",3,325,"circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","m",486,0.486,0
"6446",21021,"female",27,"right","Hebrew",3,326,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",638,0.638,1
"6447",21021,"female",27,"right","Hebrew",3,327,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",664,0.664,1
"6448",21021,"female",27,"right","Hebrew",3,328,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",681,0.681,1
"6449",21021,"female",27,"right","Hebrew",3,329,"square.bmp","Self","Matching","Self","Self","Self","Self","m",490,0.49,1
"6450",21021,"female",27,"right","Hebrew",3,330,"triangle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","m",554,0.554,0
"6451",21021,"female",27,"right","Hebrew",3,331,"square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",959,0.959,1
"6452",21021,"female",27,"right","Hebrew",3,332,"circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1012,1.012,1
"6453",21021,"female",27,"right","Hebrew",3,333,"square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",919,0.919,1
"6454",21021,"female",27,"right","Hebrew",3,334,"circle.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",758,0.758,1
"6455",21021,"female",27,"right","Hebrew",3,335,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",795,0.795,1
"6456",21021,"female",27,"right","Hebrew",3,336,"circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",823,0.823,1
"6457",21021,"female",27,"right","Hebrew",3,337,"square.bmp","Self","Matching","Self","Self","Self","Self","z",426,0.426,0
"6458",21021,"female",27,"right","Hebrew",3,338,"square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",731,0.731,1
"6459",21021,"female",27,"right","Hebrew",3,339,"triangle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",1034,1.034,1
"6460",21021,"female",27,"right","Hebrew",3,340,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",884,0.884,1
"6461",21021,"female",27,"right","Hebrew",3,341,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",692,0.692,1
"6462",21021,"female",27,"right","Hebrew",3,342,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",740,0.74,1
"6463",21021,"female",27,"right","Hebrew",3,343,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",586,0.586,1
"6464",21021,"female",27,"right","Hebrew",3,344,"square.bmp","Self","Matching","Self","Self","Self","Self","z",566,0.566,0
"6465",21021,"female",27,"right","Hebrew",3,345,"square.bmp","Father","Nonmatching","Father","Self","Self","Self","m",387,0.387,0
"6466",21021,"female",27,"right","Hebrew",3,346,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",735,0.735,1
"6467",21021,"female",27,"right","Hebrew",3,347,"square.bmp","Self","Matching","Self","Self","Self","Self","m",773,0.773,1
"6468",21021,"female",27,"right","Hebrew",3,348,"square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",778,0.778,1
"6469",21021,"female",27,"right","Hebrew",3,349,"triangle.bmp","Father","Matching","Father","Father","Father","Close","m",647,0.647,1
"6470",21021,"female",27,"right","Hebrew",3,350,"triangle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",1224,1.224,1
"6471",21021,"female",27,"right","Hebrew",3,351,"circle.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",891,0.891,1
"6472",21021,"female",27,"right","Hebrew",3,352,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",603,0.603,1
"6473",21021,"female",27,"right","Hebrew",3,353,"triangle.bmp","Father","Matching","Father","Father","Father","Close","z",935,0.935,0
"6474",21021,"female",27,"right","Hebrew",3,354,"triangle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",813,0.813,1
"6475",21021,"female",27,"right","Hebrew",3,355,"triangle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",808,0.808,1
"6476",21021,"female",27,"right","Hebrew",3,356,"square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",763,0.763,1
"6477",21021,"female",27,"right","Hebrew",3,357,"circle.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",664,0.664,1
"6478",21021,"female",27,"right","Hebrew",3,358,"circle.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",906,0.906,1
"6479",21021,"female",27,"right","Hebrew",3,359,"circle.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",377,0.377,0
"6480",21021,"female",27,"right","Hebrew",3,360,"square.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",589,0.589,1
"6481",22003,"female",25,"right","Hebrew",1,1,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",2408,2.408,1
"6482",22003,"female",25,"right","Hebrew",1,2,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",1040,1.04,1
"6483",22003,"female",25,"right","Hebrew",1,3,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1840,1.84,1
"6484",22003,"female",25,"right","Hebrew",1,4,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",751,0.751,1
"6485",22003,"female",25,"right","Hebrew",1,5,"circle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",1034,1.034,1
"6486",22003,"female",25,"right","Hebrew",1,6,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",1522,1.522,1
"6487",22003,"female",25,"right","Hebrew",1,7,"circle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",853,0.853,1
"6488",22003,"female",25,"right","Hebrew",1,8,"triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",755,0.755,1
"6489",22003,"female",25,"right","Hebrew",1,9,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",734,0.734,1
"6490",22003,"female",25,"right","Hebrew",1,10,"triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",914,0.914,1
"6491",22003,"female",25,"right","Hebrew",1,11,"square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",911,0.911,1
"6492",22003,"female",25,"right","Hebrew",1,12,"square.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",940,0.94,1
"6493",22003,"female",25,"right","Hebrew",1,13,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1159,1.159,1
"6494",22003,"female",25,"right","Hebrew",1,14,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",1074,1.074,1
"6495",22003,"female",25,"right","Hebrew",1,15,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1271,1.271,1
"6496",22003,"female",25,"right","Hebrew",1,16,"circle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",1022,1.022,1
"6497",22003,"female",25,"right","Hebrew",1,17,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",910,0.91,1
"6498",22003,"female",25,"right","Hebrew",1,18,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",963,0.963,1
"6499",22003,"female",25,"right","Hebrew",1,19,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1045,1.045,1
"6500",22003,"female",25,"right","Hebrew",1,20,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1612,1.612,1
"6501",22003,"female",25,"right","Hebrew",1,21,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",748,0.748,1
"6502",22003,"female",25,"right","Hebrew",1,22,"triangle.bmp","Father","Nonmatching","Father","Self","Self","Self","z",966,0.966,1
"6503",22003,"female",25,"right","Hebrew",1,23,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",753,0.753,1
"6504",22003,"female",25,"right","Hebrew",1,24,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1107,1.107,1
"6505",22003,"female",25,"right","Hebrew",1,25,"triangle.bmp","Father","Nonmatching","Father","Self","Self","Self","z",736,0.736,1
"6506",22003,"female",25,"right","Hebrew",1,26,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",794,0.794,1
"6507",22003,"female",25,"right","Hebrew",1,27,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",995,0.995,1
"6508",22003,"female",25,"right","Hebrew",1,28,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1435,1.435,1
"6509",22003,"female",25,"right","Hebrew",1,29,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1186,1.186,1
"6510",22003,"female",25,"right","Hebrew",1,30,"triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",867,0.867,1
