"","Subject","Gender","Age","Handedness","First_Lanugage","Block","Trial","Shape","Label","Matching","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","Response","RT_ms","RT_sec","ACC"
"1187",9703,"female",32,"right","Hebrew",1,107,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1047,1.047,1
"1188",9703,"female",32,"right","Hebrew",1,108,"circle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",1193,1.193,1
"1189",9703,"female",32,"right","Hebrew",1,109,"circle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",805,0.805,1
"1190",9703,"female",32,"right","Hebrew",1,110,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",936,0.936,1
"1191",9703,"female",32,"right","Hebrew",1,111,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",886,0.886,0
"1192",9703,"female",32,"right","Hebrew",1,112,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1278,1.278,1
"1193",9703,"female",32,"right","Hebrew",1,113,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1095,1.095,1
"1194",9703,"female",32,"right","Hebrew",1,114,"circle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",1222,1.222,1
"1195",9703,"female",32,"right","Hebrew",1,115,"triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1193,1.193,1
"1196",9703,"female",32,"right","Hebrew",1,116,"circle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",1141,1.141,1
"1197",9703,"female",32,"right","Hebrew",1,117,"square.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",1795,1.795,1
"1198",9703,"female",32,"right","Hebrew",1,118,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",870,0.87,1
"1199",9703,"female",32,"right","Hebrew",1,119,"triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1239,1.239,1
"1200",9703,"female",32,"right","Hebrew",1,120,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1128,1.128,1
"1201",9703,"female",32,"right","Hebrew",2,121,"triangle.bmp","Father","Nonmatching","Father","Self","Self","Self","z",1191,1.191,1
"1202",9703,"female",32,"right","Hebrew",2,122,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",1019,1.019,1
"1203",9703,"female",32,"right","Hebrew",2,123,"square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",806,0.806,1
"1204",9703,"female",32,"right","Hebrew",2,124,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",857,0.857,1
"1205",9703,"female",32,"right","Hebrew",2,125,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1002,1.002,1
"1206",9703,"female",32,"right","Hebrew",2,126,"triangle.bmp","Father","Nonmatching","Father","Self","Self","Self","z",1062,1.062,1
"1207",9703,"female",32,"right","Hebrew",2,127,"triangle.bmp","Father","Nonmatching","Father","Self","Self","Self","z",631,0.631,1
"1208",9703,"female",32,"right","Hebrew",2,128,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1209,1.209,1
"1209",9703,"female",32,"right","Hebrew",2,129,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",660,0.66,1
"1210",9703,"female",32,"right","Hebrew",2,130,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",646,0.646,1
"1211",9703,"female",32,"right","Hebrew",2,131,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1079,1.079,1
"1212",9703,"female",32,"right","Hebrew",2,132,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1064,1.064,1
"1213",9703,"female",32,"right","Hebrew",2,133,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",745,0.745,1
"1214",9703,"female",32,"right","Hebrew",2,134,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",919,0.919,1
"1215",9703,"female",32,"right","Hebrew",2,135,"triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",917,0.917,1
"1216",9703,"female",32,"right","Hebrew",2,136,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",868,0.868,1
"1217",9703,"female",32,"right","Hebrew",2,137,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",757,0.757,1
"1218",9703,"female",32,"right","Hebrew",2,138,"circle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",1178,1.178,1
"1219",9703,"female",32,"right","Hebrew",2,139,"triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1207,1.207,1
"1220",9703,"female",32,"right","Hebrew",2,140,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",794,0.794,1
"1221",9703,"female",32,"right","Hebrew",2,141,"circle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",1462,1.462,1
"1222",9703,"female",32,"right","Hebrew",2,142,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",823,0.823,1
"1223",9703,"female",32,"right","Hebrew",2,143,"square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1242,1.242,1
"1224",9703,"female",32,"right","Hebrew",2,144,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",635,0.635,1
"1225",9703,"female",32,"right","Hebrew",2,145,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",661,0.661,1
"1226",9703,"female",32,"right","Hebrew",2,146,"circle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",1142,1.142,1
"1227",9703,"female",32,"right","Hebrew",2,147,"triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1764,1.764,1
"1228",9703,"female",32,"right","Hebrew",2,148,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1273,1.273,1
"1229",9703,"female",32,"right","Hebrew",2,149,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",826,0.826,1
"1230",9703,"female",32,"right","Hebrew",2,150,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",580,0.58,1
"1231",9703,"female",32,"right","Hebrew",2,151,"circle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",1113,1.113,1
"1232",9703,"female",32,"right","Hebrew",2,152,"triangle.bmp","Father","Nonmatching","Father","Self","Self","Self","z",1272,1.272,1
"1233",9703,"female",32,"right","Hebrew",2,153,"triangle.bmp","Father","Nonmatching","Father","Self","Self","Self","z",1240,1.24,1
"1234",9703,"female",32,"right","Hebrew",2,154,"triangle.bmp","Self","Matching","Self","Self","Self","Self","z",698,0.698,0
"1235",9703,"female",32,"right","Hebrew",2,155,"square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1474,1.474,1
"1236",9703,"female",32,"right","Hebrew",2,156,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1787,1.787,1
"1237",9703,"female",32,"right","Hebrew",2,157,"square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",807,0.807,1
"1238",9703,"female",32,"right","Hebrew",2,158,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1066,1.066,1
"1239",9703,"female",32,"right","Hebrew",2,159,"triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1259,1.259,1
"1240",9703,"female",32,"right","Hebrew",2,160,"square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1220,1.22,1
"1241",9703,"female",32,"right","Hebrew",2,161,"circle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",1015,1.015,1
"1242",9703,"female",32,"right","Hebrew",2,162,"square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",874,0.874,1
"1243",9703,"female",32,"right","Hebrew",2,163,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1355,1.355,1
"1244",9703,"female",32,"right","Hebrew",2,164,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",632,0.632,1
"1245",9703,"female",32,"right","Hebrew",2,165,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",683,0.683,1
"1246",9703,"female",32,"right","Hebrew",2,166,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",891,0.891,1
"1247",9703,"female",32,"right","Hebrew",2,167,"square.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",715,0.715,1
"1248",9703,"female",32,"right","Hebrew",2,168,"square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1402,1.402,1
"1249",9703,"female",32,"right","Hebrew",2,169,"circle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",965,0.965,1
"1250",9703,"female",32,"right","Hebrew",2,170,"square.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",1338,1.338,1
"1251",9703,"female",32,"right","Hebrew",2,171,"circle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",904,0.904,1
"1252",9703,"female",32,"right","Hebrew",2,172,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",1255,1.255,1
"1253",9703,"female",32,"right","Hebrew",2,173,"circle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",745,0.745,1
"1254",9703,"female",32,"right","Hebrew",2,174,"square.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",1431,1.431,1
"1255",9703,"female",32,"right","Hebrew",2,175,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1113,1.113,1
"1256",9703,"female",32,"right","Hebrew",2,176,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",888,0.888,1
"1257",9703,"female",32,"right","Hebrew",2,177,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1288,1.288,1
"1258",9703,"female",32,"right","Hebrew",2,178,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",680,0.68,1
"1259",9703,"female",32,"right","Hebrew",2,179,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",745,0.745,1
"1260",9703,"female",32,"right","Hebrew",2,180,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",839,0.839,1
"1261",9703,"female",32,"right","Hebrew",2,181,"square.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",1865,1.865,1
"1262",9703,"female",32,"right","Hebrew",2,182,"circle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",1050,1.05,1
"1263",9703,"female",32,"right","Hebrew",2,183,"circle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",731,0.731,1
"1264",9703,"female",32,"right","Hebrew",2,184,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",634,0.634,1
"1265",9703,"female",32,"right","Hebrew",2,185,"triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",948,0.948,1
"1266",9703,"female",32,"right","Hebrew",2,186,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1114,1.114,1
"1267",9703,"female",32,"right","Hebrew",2,187,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",553,0.553,1
"1268",9703,"female",32,"right","Hebrew",2,188,"circle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",1350,1.35,1
"1269",9703,"female",32,"right","Hebrew",2,189,"triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",1468,1.468,1
"1270",9703,"female",32,"right","Hebrew",2,190,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",1749,1.749,1
"1271",9703,"female",32,"right","Hebrew",2,191,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",890,0.89,1
"1272",9703,"female",32,"right","Hebrew",2,192,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1801,1.801,1
"1273",9703,"female",32,"right","Hebrew",2,193,"square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",885,0.885,1
"1274",9703,"female",32,"right","Hebrew",2,194,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",837,0.837,1
"1275",9703,"female",32,"right","Hebrew",2,195,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",711,0.711,1
"1276",9703,"female",32,"right","Hebrew",2,196,"square.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",1670,1.67,1
"1277",9703,"female",32,"right","Hebrew",2,197,"square.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",743,0.743,1
"1278",9703,"female",32,"right","Hebrew",2,198,"square.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",645,0.645,1
"1279",9703,"female",32,"right","Hebrew",2,199,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",710,0.71,1
"1280",9703,"female",32,"right","Hebrew",2,200,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",565,0.565,1
"1281",9703,"female",32,"right","Hebrew",2,201,"triangle.bmp","Father","Nonmatching","Father","Self","Self","Self","z",930,0.93,1
"1282",9703,"female",32,"right","Hebrew",2,202,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",905,0.905,1
"1283",9703,"female",32,"right","Hebrew",2,203,"circle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",2056,2.056,1
"1284",9703,"female",32,"right","Hebrew",2,204,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1017,1.017,1
"1285",9703,"female",32,"right","Hebrew",2,205,"triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",804,0.804,1
"1286",9703,"female",32,"right","Hebrew",2,206,"circle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",1080,1.08,1
"1287",9703,"female",32,"right","Hebrew",2,207,"square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1000,1,1
"1288",9703,"female",32,"right","Hebrew",2,208,"square.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",1452,1.452,1
"1289",9703,"female",32,"right","Hebrew",2,209,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1045,1.045,1
"1290",9703,"female",32,"right","Hebrew",2,210,"triangle.bmp","Father","Nonmatching","Father","Self","Self","Self","z",935,0.935,1
"1291",9703,"female",32,"right","Hebrew",2,211,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",789,0.789,1
"1292",9703,"female",32,"right","Hebrew",2,212,"triangle.bmp","Father","Nonmatching","Father","Self","Self","Self","z",969,0.969,1
"1293",9703,"female",32,"right","Hebrew",2,213,"square.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",1238,1.238,1
"1294",9703,"female",32,"right","Hebrew",2,214,"circle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",1112,1.112,1
"1295",9703,"female",32,"right","Hebrew",2,215,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",1271,1.271,1
"1296",9703,"female",32,"right","Hebrew",2,216,"triangle.bmp","Father","Nonmatching","Father","Self","Self","Self","z",1032,1.032,1
"1297",9703,"female",32,"right","Hebrew",2,217,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1225,1.225,1
"1298",9703,"female",32,"right","Hebrew",2,218,"circle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",740,0.74,1
"1299",9703,"female",32,"right","Hebrew",2,219,"circle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",810,0.81,1
"1300",9703,"female",32,"right","Hebrew",2,220,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",981,0.981,1
"1301",9703,"female",32,"right","Hebrew",2,221,"triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",905,0.905,1
"1302",9703,"female",32,"right","Hebrew",2,222,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1129,1.129,1
"1303",9703,"female",32,"right","Hebrew",2,223,"circle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",919,0.919,1
"1304",9703,"female",32,"right","Hebrew",2,224,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",870,0.87,1
"1305",9703,"female",32,"right","Hebrew",2,225,"square.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",791,0.791,1
"1306",9703,"female",32,"right","Hebrew",2,226,"square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",875,0.875,1
"1307",9703,"female",32,"right","Hebrew",2,227,"circle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",1724,1.724,1
"1308",9703,"female",32,"right","Hebrew",2,228,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",1098,1.098,1
"1309",9703,"female",32,"right","Hebrew",2,229,"triangle.bmp","Father","Nonmatching","Father","Self","Self","Self","z",810,0.81,1
"1310",9703,"female",32,"right","Hebrew",2,230,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",789,0.789,1
"1311",9703,"female",32,"right","Hebrew",2,231,"circle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",969,0.969,1
"1312",9703,"female",32,"right","Hebrew",2,232,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",758,0.758,1
"1313",9703,"female",32,"right","Hebrew",2,233,"circle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",763,0.763,1
"1314",9703,"female",32,"right","Hebrew",2,234,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",744,0.744,1
"1315",9703,"female",32,"right","Hebrew",2,235,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1142,1.142,1
"1316",9703,"female",32,"right","Hebrew",2,236,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",692,0.692,1
"1317",9703,"female",32,"right","Hebrew",2,237,"triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",684,0.684,1
"1318",9703,"female",32,"right","Hebrew",2,238,"triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",589,0.589,1
"1319",9703,"female",32,"right","Hebrew",2,239,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",1033,1.033,1
"1320",9703,"female",32,"right","Hebrew",2,240,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1579,1.579,1
"1321",9703,"female",32,"right","Hebrew",3,241,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1209,1.209,1
"1322",9703,"female",32,"right","Hebrew",3,242,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1163,1.163,1
"1323",9703,"female",32,"right","Hebrew",3,243,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",856,0.856,1
"1324",9703,"female",32,"right","Hebrew",3,244,"circle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",842,0.842,1
"1325",9703,"female",32,"right","Hebrew",3,245,"square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",940,0.94,1
"1326",9703,"female",32,"right","Hebrew",3,246,"square.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","m",730,0.73,0
"1327",9703,"female",32,"right","Hebrew",3,247,"square.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",1328,1.328,1
"1328",9703,"female",32,"right","Hebrew",3,248,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",855,0.855,1
"1329",9703,"female",32,"right","Hebrew",3,249,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",984,0.984,0
"1330",9703,"female",32,"right","Hebrew",3,250,"circle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",2028,2.028,1
"1331",9703,"female",32,"right","Hebrew",3,251,"square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",950,0.95,1
"1332",9703,"female",32,"right","Hebrew",3,252,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",556,0.556,1
"1333",9703,"female",32,"right","Hebrew",3,253,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1946,1.946,1
"1334",9703,"female",32,"right","Hebrew",3,254,"triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",711,0.711,1
"1335",9703,"female",32,"right","Hebrew",3,255,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1094,1.094,1
"1336",9703,"female",32,"right","Hebrew",3,256,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",854,0.854,1
"1337",9703,"female",32,"right","Hebrew",3,257,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",616,0.616,1
"1338",9703,"female",32,"right","Hebrew",3,258,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",987,0.987,1
"1339",9703,"female",32,"right","Hebrew",3,259,"triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",919,0.919,1
"1340",9703,"female",32,"right","Hebrew",3,260,"circle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",1142,1.142,1
"1341",9703,"female",32,"right","Hebrew",3,261,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",780,0.78,1
"1342",9703,"female",32,"right","Hebrew",3,262,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",968,0.968,1
"1343",9703,"female",32,"right","Hebrew",3,263,"triangle.bmp","Father","Nonmatching","Father","Self","Self","Self","z",1109,1.109,1
"1344",9703,"female",32,"right","Hebrew",3,264,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",684,0.684,1
"1345",9703,"female",32,"right","Hebrew",3,265,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",900,0.9,1
"1346",9703,"female",32,"right","Hebrew",3,266,"circle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",1004,1.004,1
"1347",9703,"female",32,"right","Hebrew",3,267,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",760,0.76,1
"1348",9703,"female",32,"right","Hebrew",3,268,"circle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",1172,1.172,1
"1349",9703,"female",32,"right","Hebrew",3,269,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",649,0.649,1
"1350",9703,"female",32,"right","Hebrew",3,270,"circle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",762,0.762,1
"1351",9703,"female",32,"right","Hebrew",3,271,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1191,1.191,1
"1352",9703,"female",32,"right","Hebrew",3,272,"square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",652,0.652,1
"1353",9703,"female",32,"right","Hebrew",3,273,"triangle.bmp","Father","Nonmatching","Father","Self","Self","Self","z",1029,1.029,1
"1354",9703,"female",32,"right","Hebrew",3,274,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",551,0.551,1
"1355",9703,"female",32,"right","Hebrew",3,275,"circle.bmp","Self","Nonmatching","Self","Father","Father","Close","z",677,0.677,1
"1356",9703,"female",32,"right","Hebrew",3,276,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",949,0.949,1
"1357",9703,"female",32,"right","Hebrew",3,277,"triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",987,0.987,1
"1358",9703,"female",32,"right","Hebrew",3,278,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",903,0.903,1
"1359",9703,"female",32,"right","Hebrew",3,279,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",663,0.663,1
"1360",9703,"female",32,"right","Hebrew",3,280,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",840,0.84,1
"1361",9703,"female",32,"right","Hebrew",3,281,"triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",746,0.746,1
"1362",9703,"female",32,"right","Hebrew",3,282,"triangle.bmp","Father","Nonmatching","Father","Self","Self","Self","z",840,0.84,1
"1363",9703,"female",32,"right","Hebrew",3,283,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",826,0.826,1
"1364",9703,"female",32,"right","Hebrew",3,284,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","z",932,0.932,0
"1365",9703,"female",32,"right","Hebrew",3,285,"square.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",1770,1.77,1
"1366",9703,"female",32,"right","Hebrew",3,286,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",663,0.663,1
"1367",9703,"female",32,"right","Hebrew",3,287,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",776,0.776,1
"1368",9703,"female",32,"right","Hebrew",3,288,"circle.bmp","Self","Nonmatching","Self","Father","Father","Close","m",685,0.685,0
"1369",9703,"female",32,"right","Hebrew",3,289,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",925,0.925,1
"1370",9703,"female",32,"right","Hebrew",3,290,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",540,0.54,1
"1371",9703,"female",32,"right","Hebrew",3,291,"square.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",3162,3.162,1
"1372",9703,"female",32,"right","Hebrew",3,292,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1463,1.463,1
"1373",9703,"female",32,"right","Hebrew",3,293,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",1031,1.031,1
"1374",9703,"female",32,"right","Hebrew",3,294,"circle.bmp","Father","Matching","Father","Father","Father","Close","z",761,0.761,0
"1375",9703,"female",32,"right","Hebrew",3,295,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",494,0.494,1
"1376",9703,"female",32,"right","Hebrew",3,296,"square.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","m",742,0.742,0
"1377",9703,"female",32,"right","Hebrew",3,297,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",844,0.844,1
"1378",9703,"female",32,"right","Hebrew",3,298,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",1061,1.061,1
"1379",9703,"female",32,"right","Hebrew",3,299,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",935,0.935,1
"1380",9703,"female",32,"right","Hebrew",3,300,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",997,0.997,1
"1381",9703,"female",32,"right","Hebrew",3,301,"triangle.bmp","Father","Nonmatching","Father","Self","Self","Self","z",872,0.872,1
"1382",9703,"female",32,"right","Hebrew",3,302,"triangle.bmp","Father","Nonmatching","Father","Self","Self","Self","z",809,0.809,1
"1383",9703,"female",32,"right","Hebrew",3,303,"triangle.bmp","Self","Matching","Self","Self","Self","Self","m",1492,1.492,1
"1384",9703,"female",32,"right","Hebrew",3,304,"circle.bmp","Stranger","Nonmatching","Stranger","Father","Father","Close","z",1532,1.532,1
"1385",9703,"female",32,"right","Hebrew",3,305,"triangle.bmp","Stranger","Nonmatching","Stranger","Self","Self","Self","z",795,0.795,1
"1386",9703,"female",32,"right","Hebrew",3,306,"circle.bmp","Father","Matching","Father","Father","Father","Close","m",838,0.838,1
"1387",9703,"female",32,"right","Hebrew",3,307,"triangle.bmp","Father","Nonmatching","Father","Self","Self","Self","z",809,0.809,1
"1388",9703,"female",32,"right","Hebrew",3,308,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",828,0.828,1
"1389",9703,"female",32,"right","Hebrew",3,309,"square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",1862,1.862,1
"1390",9703,"female",32,"right","Hebrew",3,310,"square.bmp","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","m",1351,1.351,1
"1391",9703,"female",32,"right","Hebrew",3,311,"square.bmp","Self","Nonmatching","Self","Stranger","Stranger","Stranger","z",885,0.885,1
"1392",9703,"female",32,"right","Hebrew",3,312,"square.bmp","Father","Nonmatching","Father","Stranger","Stranger","Stranger","z",2581,2.581,1
