"","Subject","Gender","Age","Handedness","First_Lanugage","Shape","Word","Matching","Identity","Response","RT_ms","RT_sec","ACC","ScreenResolution","RefreshRate","Luminance","TextColor","Color","VisualAngle","Contrast"
"3165",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",2212,2.212,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3166",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",2716,2.716,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3167",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",941,0.941,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3168",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",2523,2.523,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3169",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",2259,2.259,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3170",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",2857,2.857,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3171",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1725,1.725,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3172",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",2036,2.036,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3173",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1919,1.919,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3174",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1859,1.859,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3175",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1446,1.446,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3176",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1652,1.652,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3177",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1822,1.822,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3178",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1884,1.884,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3179",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1209,1.209,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3180",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",3791,3.791,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3181",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1353,1.353,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3182",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",2128,2.128,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3183",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","m",1519,1.519,0,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3184",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",4370,4.37,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3185",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1808,1.808,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3186",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1603,1.603,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3187",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1668,1.668,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3188",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1689,1.689,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3189",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",2721,2.721,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3190",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1743,1.743,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3191",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",4059,4.059,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3192",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1271,1.271,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3193",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1361,1.361,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3194",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1786,1.786,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3195",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",2571,2.571,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3196",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1259,1.259,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3197",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1731,1.731,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3198",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1293,1.293,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3199",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",2274,2.274,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3200",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",3289,3.289,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3201",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",3164,3.164,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3202",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",862,0.862,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3203",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1316,1.316,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3204",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1396,1.396,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3205",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1421,1.421,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3206",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1979,1.979,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3207",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1647,1.647,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3208",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1915,1.915,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3209",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1513,1.513,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3210",6606,"female",33,"right","Hebrew","square.bmp","Stranger","Matching","Stranger","z",1671,1.671,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3211",6606,"female",33,"right","Hebrew","","","Matching",NA,"",NA,NA,NA,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3212",6606,"female",33,"right","Hebrew","","","Matching",NA,"",NA,NA,NA,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3213",6606,"female",33,"right","Hebrew","","","Matching",NA,"",NA,NA,NA,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3214",6606,"female",33,"right","Hebrew","","","Matching",NA,"",NA,NA,NA,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3215",6606,"female",33,"right","Hebrew","","","Matching",NA,"",NA,NA,NA,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3216",6606,"female",33,"right","Hebrew","","","Matching",NA,"",NA,NA,NA,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3217",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","",NA,NA,NA,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3218",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","",NA,NA,NA,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3219",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",4408,4.408,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3220",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",4965,4.965,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3221",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",4292,4.292,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3222",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",4070,4.07,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3223",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",4195,4.195,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3224",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",5118,5.118,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3225",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",7235,7.235,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3226",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",3959,3.959,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3227",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",2231,2.231,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3228",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",2128,2.128,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3229",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",1182,1.182,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3230",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",1095,1.095,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3231",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",1596,1.596,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3232",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",3102,3.102,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3233",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","z",2352,2.352,0,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3234",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",1811,1.811,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3235",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",2113,2.113,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3236",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",1934,1.934,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3237",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",4808,4.808,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3238",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",3717,3.717,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3239",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",1465,1.465,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3240",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",1748,1.748,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3241",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",2392,2.392,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3242",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",1410,1.41,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3243",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",2098,2.098,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3244",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",1945,1.945,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3245",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",1566,1.566,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3246",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",1181,1.181,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3247",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",2966,2.966,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3248",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",1706,1.706,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3249",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",2885,2.885,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3250",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",2728,2.728,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3251",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",2185,2.185,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3252",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",2000,2,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3253",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",3639,3.639,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3254",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",2703,2.703,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3255",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",2096,2.096,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3256",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",2444,2.444,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3257",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",2998,2.998,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3258",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",1867,1.867,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3259",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",4263,4.263,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3260",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",3008,3.008,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3261",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",2351,2.351,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3262",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",1524,1.524,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3263",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",2048,2.048,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3264",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",2133,2.133,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3265",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",2166,2.166,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3266",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",1219,1.219,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3267",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",1501,1.501,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3268",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",1129,1.129,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3269",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",1979,1.979,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3270",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",1442,1.442,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3271",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",1288,1.288,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3272",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",1714,1.714,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3273",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",1101,1.101,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3274",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",1250,1.25,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3275",6606,"female",33,"right","Hebrew","circle.bmp","Friend","Nonmatching","Self","m",2039,2.039,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3276",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",2414,2.414,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3277",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",1784,1.784,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3278",6606,"female",33,"right","Hebrew","circle.bmp","Stranger","Nonmatching","Self","m",1902,1.902,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3279",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","",NA,NA,NA,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3280",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","",NA,NA,NA,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3281",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",4734,4.734,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3282",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",7888,7.888,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3283",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",4242,4.242,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3284",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",1974,1.974,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3285",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",3276,3.276,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3286",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",2180,2.18,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3287",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",3668,3.668,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3288",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",4751,4.751,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3289",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",2250,2.25,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3290",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",2630,2.63,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3291",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",1576,1.576,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3292",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",1664,1.664,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3293",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",2199,2.199,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3294",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",1668,1.668,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3295",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",2212,2.212,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3296",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",1719,1.719,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3297",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",2771,2.771,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3298",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",1871,1.871,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3299",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",2322,2.322,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3300",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",2233,2.233,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3301",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",6356,6.356,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3302",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",3431,3.431,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3303",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",1668,1.668,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3304",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",1810,1.81,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3305",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",2518,2.518,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3306",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",1580,1.58,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3307",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",1685,1.685,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3308",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",2660,2.66,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3309",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",1672,1.672,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3310",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",1424,1.424,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3311",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",1714,1.714,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3312",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",2197,2.197,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3313",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",2229,2.229,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3314",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",2347,2.347,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3315",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",2170,2.17,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3316",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",2484,2.484,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3317",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",1515,1.515,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3318",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",2843,2.843,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3319",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",1726,1.726,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3320",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",2782,2.782,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3321",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",1949,1.949,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3322",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",2961,2.961,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3323",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",3530,3.53,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3324",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",2563,2.563,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3325",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",1619,1.619,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3326",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",1867,1.867,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3327",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",1514,1.514,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3328",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",2603,2.603,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3329",6606,"female",33,"right","Hebrew","triangle.bmp","Self","Nonmatching","Friend","m",2054,2.054,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3330",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",1794,1.794,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3331",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",1934,1.934,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3332",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",1794,1.794,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
"3333",6606,"female",33,"right","Hebrew","triangle.bmp","Stranger","Nonmatching","Friend","m",2818,2.818,1,"1920*1080","60Hz",NA,NA,NA,"60cm",NA
