"","Subject","Gender","Age","Handedness","First_Lanugage","Shape","Identity","Matching","Response","RT_ms","RT_sec","ACC","ScreenResolution","RefreshRate","LuminanceBackground","LuminanceStrongDark","LuminanceWeakDark","LuminanceWeakLight","LuminanceStrongLight","TextColor","Color","VisualAngle","Contrast"
"1131",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",1265,1.265,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1132",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",1283,1.283,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1133",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",1344,1.344,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1134",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",1551,1.551,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1135",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",857,0.857,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1136",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",1015,1.015,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1137",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",1495,1.495,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1138",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",851,0.851,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1139",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",1729,1.729,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1140",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",1203,1.203,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1141",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",1404,1.404,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1142",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",1196,1.196,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1143",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",3171,3.171,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1144",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",1307,1.307,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1145",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",997,0.997,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1146",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",1198,1.198,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1147",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",1797,1.797,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1148",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",945,0.945,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1149",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",1012,1.012,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1150",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",2593,2.593,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1151",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",735,0.735,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1152",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",1019,1.019,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1153",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",832,0.832,0,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1154",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",3108,3.108,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1155",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",2089,2.089,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1156",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",957,0.957,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1157",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",991,0.991,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1158",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",1312,1.312,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1159",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",1057,1.057,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1160",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",1361,1.361,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1161",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",1070,1.07,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1162",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",790,0.79,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1163",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",903,0.903,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1164",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",1612,1.612,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1165",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",1103,1.103,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1166",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",728,0.728,0,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1167",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",1127,1.127,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1168",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",1266,1.266,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1169",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",840,0.84,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1170",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",1388,1.388,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1171",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",989,0.989,0,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1172",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",1533,1.533,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1173",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",1434,1.434,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1174",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",809,0.809,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1175",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",936,0.936,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1176",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",801,0.801,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1177",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",1738,1.738,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1178",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",679,0.679,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1179",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",854,0.854,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1180",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",909,0.909,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1181",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",769,0.769,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1182",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",1004,1.004,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1183",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",1383,1.383,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1184",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",1308,1.308,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1185",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",1187,1.187,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1186",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",963,0.963,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1187",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",910,0.91,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1188",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",738,0.738,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1189",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",862,0.862,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1190",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",839,0.839,0,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1191",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",789,0.789,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1192",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",799,0.799,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1193",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",1032,1.032,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1194",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",743,0.743,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1195",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",1586,1.586,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1196",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",812,0.812,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1197",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","z",1085,1.085,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1198",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",959,0.959,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1199",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",673,0.673,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1200",5701,"female",23,"right","Hebrew","circle.bmp","Friend","Nonmatching","m",703,0.703,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1201",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",1234,1.234,0,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1202",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",1804,1.804,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1203",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",1052,1.052,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1204",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",903,0.903,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1205",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",768,0.768,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1206",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",662,0.662,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1207",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",1783,1.783,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1208",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",1629,1.629,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1209",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",835,0.835,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1210",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",2829,2.829,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1211",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",755,0.755,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1212",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",1699,1.699,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1213",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",1409,1.409,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1214",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",1217,1.217,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1215",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",945,0.945,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1216",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",1700,1.7,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1217",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",1848,1.848,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1218",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",696,0.696,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1219",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",2853,2.853,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1220",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",1081,1.081,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1221",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",946,0.946,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1222",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",2161,2.161,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1223",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",1092,1.092,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1224",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",3617,3.617,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1225",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",800,0.8,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1226",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",1217,1.217,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1227",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",695,0.695,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1228",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",890,0.89,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1229",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",853,0.853,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1230",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",908,0.908,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1231",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",1504,1.504,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1232",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",844,0.844,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1233",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",2044,2.044,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1234",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",1147,1.147,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1235",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",654,0.654,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1236",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",945,0.945,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1237",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",991,0.991,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1238",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",1040,1.04,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1239",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",1567,1.567,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1240",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",904,0.904,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1241",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",1481,1.481,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1242",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",1564,1.564,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1243",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",886,0.886,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1244",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",603,0.603,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1245",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",652,0.652,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1246",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",1946,1.946,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1247",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",725,0.725,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1248",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",834,0.834,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1249",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",1130,1.13,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1250",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",2409,2.409,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1251",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",1204,1.204,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1252",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",673,0.673,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1253",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",831,0.831,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1254",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",1287,1.287,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1255",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",599,0.599,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1256",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",775,0.775,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1257",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",710,0.71,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1258",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",840,0.84,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1259",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",4511,4.511,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1260",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",1858,1.858,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1261",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",1808,1.808,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1262",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",915,0.915,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1263",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",965,0.965,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1264",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",1023,1.023,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1265",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",799,0.799,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1266",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",824,0.824,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1267",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",1280,1.28,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1268",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",822,0.822,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1269",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",725,0.725,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1270",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",3409,3.409,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1271",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",926,0.926,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1272",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",786,0.786,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1273",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",1425,1.425,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1274",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","m",1319,1.319,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1275",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",891,0.891,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1276",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",927,0.927,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1277",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",847,0.847,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
"1278",5701,"female",23,"right","Hebrew","triangle.bmp","Self","Nonmatching","z",790,0.79,1,"1920 × 1080","60 Hz",NA,NA,NA,NA,NA,NA,NA,"60cm",NA
