"Subject","Stim","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Response","RT_ms","RT_sec","ACC"
17,0,"Nonmatching","Friend","Friend","Close",0,497,0.497,1
17,0,"Nonmatching","Friend","Friend","Close",1,743,0.743,0
17,1,"Matching","Stranger","Stranger","Stranger",1,531,0.531,1
17,1,"Matching","Stranger","Stranger","Stranger",1,760,0.76,1
17,0,"Nonmatching","Self","Self","Self",0,537,0.537,1
17,1,"Matching","Self","Self","Self",1,468,0.468,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,540,0.54,1
17,0,"Nonmatching","Friend","Friend","Close",0,734,0.734,1
17,1,"Matching","Stranger","Stranger","Stranger",1,488,0.488,1
17,0,"Nonmatching","Friend","Friend","Close",0,805,0.805,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,839,0.839,1
17,1,"Matching","Stranger","Stranger","Stranger",1,544,0.544,1
17,1,"Matching","Self","Self","Self",1,625,0.625,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,671,0.671,1
17,1,"Matching","Self","Self","Self",1,599,0.599,1
17,0,"Nonmatching","Self","Self","Self",0,679,0.679,1
17,0,"Nonmatching","Self","Self","Self",0,512,0.512,1
17,1,"Matching","Friend","Friend","Close",1,647,0.647,1
17,1,"Matching","Friend","Friend","Close",1,495,0.495,1
17,0,"Nonmatching","Friend","Friend","Close",0,588,0.588,1
17,0,"Nonmatching","Self","Self","Self",1,500,0.5,0
17,0,"Nonmatching","Self","Self","Self",0,693,0.693,1
17,1,"Matching","Self","Self","Self",1,488,0.488,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,596,0.596,1
17,1,"Matching","Stranger","Stranger","Stranger",0,534,0.534,0
17,1,"Matching","Friend","Friend","Close",1,531,0.531,1
17,1,"Matching","Friend","Friend","Close",1,770,0.77,1
17,1,"Matching","Self","Self","Self",1,531,0.531,1
17,1,"Matching","Stranger","Stranger","Stranger",1,413,0.413,1
17,0,"Nonmatching","Friend","Friend","Close",0,696,0.696,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,916,0.916,1
17,1,"Matching","Self","Self","Self",1,677,0.677,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,489,0.489,1
17,0,"Nonmatching","Self","Self","Self",1,679,0.679,0
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,726,0.726,1
17,0,"Nonmatching","Friend","Friend","Close",1,576,0.576,0
17,1,"Matching","Friend","Friend","Close",1,623,0.623,1
17,1,"Matching","Self","Self","Self",1,618,0.618,1
17,0,"Nonmatching","Friend","Friend","Close",0,643,0.643,1
17,0,"Nonmatching","Self","Self","Self",0,727,0.727,1
17,1,"Matching","Friend","Friend","Close",1,568,0.568,1
17,1,"Matching","Stranger","Stranger","Stranger",1,770,0.77,1
17,1,"Matching","Stranger","Stranger","Stranger",1,626,0.626,1
17,1,"Matching","Friend","Friend","Close",1,524,0.524,1
17,1,"Matching","Stranger","Stranger","Stranger",1,563,0.563,1
17,0,"Nonmatching","Self","Self","Self",0,571,0.571,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,651,0.651,1
17,1,"Matching","Stranger","Stranger","Stranger",1,534,0.534,1
17,1,"Matching","Self","Self","Self",1,648,0.648,1
17,0,"Nonmatching","Friend","Friend","Close",0,632,0.632,1
17,0,"Nonmatching","Friend","Friend","Close",0,498,0.498,1
17,1,"Matching","Friend","Friend","Close",1,519,0.519,1
17,1,"Matching","Self","Self","Self",1,562,0.562,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,586,0.586,1
17,0,"Nonmatching","Self","Self","Self",0,654,0.654,1
17,1,"Matching","Self","Self","Self",1,496,0.496,1
17,0,"Nonmatching","Friend","Friend","Close",0,491,0.491,1
17,1,"Matching","Stranger","Stranger","Stranger",1,536,0.536,1
17,1,"Matching","Friend","Friend","Close",1,462,0.462,1
17,0,"Nonmatching","Self","Self","Self",0,507,0.507,1
17,1,"Matching","Stranger","Stranger","Stranger",1,540,0.54,1
17,1,"Matching","Self","Self","Self",1,518,0.518,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,665,0.665,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,759,0.759,1
17,0,"Nonmatching","Friend","Friend","Close",0,637,0.637,1
17,0,"Nonmatching","Self","Self","Self",0,591,0.591,1
17,1,"Matching","Friend","Friend","Close",1,518,0.518,1
17,0,"Nonmatching","Self","Self","Self",0,595,0.595,1
17,1,"Matching","Self","Self","Self",1,638,0.638,1
17,1,"Matching","Friend","Friend","Close",1,563,0.563,1
17,0,"Nonmatching","Friend","Friend","Close",0,578,0.578,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,881,0.881,1
17,1,"Matching","Stranger","Stranger","Stranger",1,799,0.799,1
17,0,"Nonmatching","Friend","Friend","Close",0,723,0.723,1
17,0,"Nonmatching","Self","Self","Self",0,628,0.628,1
17,1,"Matching","Self","Self","Self",1,535,0.535,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,683,0.683,1
17,1,"Matching","Stranger","Stranger","Stranger",1,585,0.585,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,593,0.593,1
17,1,"Matching","Stranger","Stranger","Stranger",1,663,0.663,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,438,0.438,1
17,1,"Matching","Friend","Friend","Close",1,703,0.703,1
17,1,"Matching","Self","Self","Self",1,757,0.757,1
17,0,"Nonmatching","Friend","Friend","Close",0,649,0.649,1
17,1,"Matching","Friend","Friend","Close",1,645,0.645,1
17,1,"Matching","Stranger","Stranger","Stranger",1,724,0.724,1
17,0,"Nonmatching","Friend","Friend","Close",0,725,0.725,1
17,0,"Nonmatching","Self","Self","Self",0,667,0.667,1
17,0,"Nonmatching","Self","Self","Self",0,697,0.697,1
17,1,"Matching","Self","Self","Self",1,469,0.469,1
17,1,"Matching","Friend","Friend","Close",1,596,0.596,1
17,1,"Matching","Stranger","Stranger","Stranger",1,794,0.794,1
17,1,"Matching","Self","Self","Self",1,706,0.706,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,741,0.741,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,1037,1.037,1
17,0,"Nonmatching","Friend","Friend","Close",0,527,0.527,1
17,0,"Nonmatching","Self","Self","Self",0,740,0.74,1
17,1,"Matching","Self","Self","Self",1,641,0.641,1
17,1,"Matching","Stranger","Stranger","Stranger",1,654,0.654,1
17,0,"Nonmatching","Self","Self","Self",0,799,0.799,1
17,0,"Nonmatching","Friend","Friend","Close",0,771,0.771,1
17,1,"Matching","Friend","Friend","Close",1,471,0.471,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,612,0.612,1
17,1,"Matching","Self","Self","Self",1,520,0.52,1
17,0,"Nonmatching","Self","Self","Self",0,560,0.56,1
17,1,"Matching","Friend","Friend","Close",1,549,0.549,1
17,1,"Matching","Stranger","Stranger","Stranger",1,510,0.51,1
17,0,"Nonmatching","Friend","Friend","Close",0,516,0.516,1
17,1,"Matching","Self","Self","Self",1,633,0.633,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,528,0.528,1
17,1,"Matching","Stranger","Stranger","Stranger",1,543,0.543,1
17,0,"Nonmatching","Self","Self","Self",0,567,0.567,1
17,0,"Nonmatching","Friend","Friend","Close",0,527,0.527,1
17,1,"Matching","Friend","Friend","Close",1,461,0.461,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,556,0.556,1
17,0,"Nonmatching","Self","Self","Self",0,638,0.638,1
17,1,"Matching","Friend","Friend","Close",1,555,0.555,1
17,0,"Nonmatching","Friend","Friend","Close",0,558,0.558,1
17,1,"Matching","Friend","Friend","Close",1,555,0.555,1
17,1,"Matching","Self","Self","Self",1,529,0.529,1
17,1,"Matching","Stranger","Stranger","Stranger",1,544,0.544,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,768,0.768,1
17,0,"Nonmatching","Friend","Friend","Close",0,841,0.841,1
17,0,"Nonmatching","Self","Self","Self",0,659,0.659,1
17,1,"Matching","Self","Self","Self",1,494,0.494,1
17,1,"Matching","Stranger","Stranger","Stranger",1,742,0.742,1
17,1,"Matching","Friend","Friend","Close",1,748,0.748,1
17,0,"Nonmatching","Friend","Friend","Close",0,551,0.551,1
17,0,"Nonmatching","Self","Self","Self",0,635,0.635,1
17,1,"Matching","Friend","Friend","Close",1,561,0.561,1
17,1,"Matching","Self","Self","Self",1,591,0.591,1
17,0,"Nonmatching","Friend","Friend","Close",1,499,0.499,0
17,0,"Nonmatching","Self","Self","Self",0,659,0.659,1
17,1,"Matching","Stranger","Stranger","Stranger",1,570,0.57,1
17,1,"Matching","Self","Self","Self",1,577,0.577,1
17,1,"Matching","Stranger","Stranger","Stranger",1,604,0.604,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,685,0.685,1
17,0,"Nonmatching","Self","Self","Self",0,607,0.607,1
17,0,"Nonmatching","Self","Self","Self",0,598,0.598,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",1,704,0.704,0
17,1,"Matching","Friend","Friend","Close",1,670,0.67,1
17,1,"Matching","Stranger","Stranger","Stranger",1,629,0.629,1
17,1,"Matching","Stranger","Stranger","Stranger",0,710,0.71,0
17,0,"Nonmatching","Friend","Friend","Close",0,924,0.924,1
17,1,"Matching","Friend","Friend","Close",1,447,0.447,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,720,0.72,1
17,0,"Nonmatching","Friend","Friend","Close",0,825,0.825,1
17,1,"Matching","Self","Self","Self",1,624,0.624,1
17,1,"Matching","Self","Self","Self",1,638,0.638,1
17,1,"Matching","Friend","Friend","Close",1,511,0.511,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,528,0.528,1
17,0,"Nonmatching","Friend","Friend","Close",0,628,0.628,1
17,1,"Matching","Stranger","Stranger","Stranger",1,552,0.552,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,559,0.559,1
17,0,"Nonmatching","Self","Self","Self",0,595,0.595,1
17,1,"Matching","Friend","Friend","Close",1,912,0.912,1
17,1,"Matching","Self","Self","Self",1,677,0.677,1
17,0,"Nonmatching","Friend","Friend","Close",0,661,0.661,1
17,1,"Matching","Stranger","Stranger","Stranger",1,588,0.588,1
17,0,"Nonmatching","Self","Self","Self",0,1025,1.025,1
17,1,"Matching","Self","Self","Self",0,740,0.74,0
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,644,0.644,1
17,0,"Nonmatching","Self","Self","Self",0,594,0.594,1
17,1,"Matching","Self","Self","Self",1,596,0.596,1
17,0,"Nonmatching","Self","Self","Self",0,633,0.633,1
17,0,"Nonmatching","Friend","Friend","Close",0,657,0.657,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,696,0.696,1
17,1,"Matching","Friend","Friend","Close",1,708,0.708,1
17,1,"Matching","Friend","Friend","Close",1,620,0.62,1
17,1,"Matching","Stranger","Stranger","Stranger",1,661,0.661,1
17,1,"Matching","Self","Self","Self",1,621,0.621,1
17,1,"Matching","Stranger","Stranger","Stranger",1,635,0.635,1
17,0,"Nonmatching","Friend","Friend","Close",0,534,0.534,1
17,0,"Nonmatching","Friend","Friend","Close",0,653,0.653,1
17,1,"Matching","Self","Self","Self",1,699,0.699,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,599,0.599,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,787,0.787,1
17,1,"Matching","Stranger","Stranger","Stranger",1,515,0.515,1
17,1,"Matching","Friend","Friend","Close",1,537,0.537,1
17,0,"Nonmatching","Self","Self","Self",0,674,0.674,1
17,0,"Nonmatching","Self","Self","Self",0,537,0.537,1
17,1,"Matching","Friend","Friend","Close",1,613,0.613,1
17,1,"Matching","Stranger","Stranger","Stranger",1,635,0.635,1
17,0,"Nonmatching","Friend","Friend","Close",0,1060,1.06,1
17,1,"Matching","Self","Self","Self",1,838,0.838,1
17,1,"Matching","Self","Self","Self",1,761,0.761,1
17,0,"Nonmatching","Friend","Friend","Close",0,736,0.736,1
17,1,"Matching","Friend","Friend","Close",0,1015,1.015,0
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,775,0.775,1
17,1,"Matching","Stranger","Stranger","Stranger",1,535,0.535,1
17,1,"Matching","Stranger","Stranger","Stranger",1,582,0.582,1
17,1,"Matching","Self","Self","Self",1,503,0.503,1
17,0,"Nonmatching","Friend","Friend","Close",0,736,0.736,1
17,0,"Nonmatching","Self","Self","Self",0,999,0.999,1
17,0,"Nonmatching","Self","Self","Self",0,527,0.527,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,660,0.66,1
17,1,"Matching","Friend","Friend","Close",1,657,0.657,1
17,0,"Nonmatching","Self","Self","Self",0,974,0.974,1
17,0,"Nonmatching","Self","Self","Self",0,784,0.784,1
17,0,"Nonmatching","Friend","Friend","Close",0,830,0.83,1
17,1,"Matching","Friend","Friend","Close",1,722,0.722,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,641,0.641,1
17,1,"Matching","Friend","Friend","Close",1,603,0.603,1
17,1,"Matching","Self","Self","Self",1,601,0.601,1
17,0,"Nonmatching","Friend","Friend","Close",0,659,0.659,1
17,1,"Matching","Stranger","Stranger","Stranger",1,512,0.512,1
17,1,"Matching","Self","Self","Self",1,562,0.562,1
17,1,"Matching","Stranger","Stranger","Stranger",1,704,0.704,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,544,0.544,1
17,1,"Matching","Friend","Friend","Close",1,864,0.864,1
17,1,"Matching","Stranger","Stranger","Stranger",0,824,0.824,0
17,0,"Nonmatching","Friend","Friend","Close",0,936,0.936,1
17,0,"Nonmatching","Self","Self","Self",1,828,0.828,0
17,1,"Matching","Self","Self","Self",1,644,0.644,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,869,0.869,1
17,1,"Matching","Friend","Friend","Close",1,889,0.889,1
17,0,"Nonmatching","Friend","Friend","Close",1,635,0.635,0
17,0,"Nonmatching","Self","Self","Self",0,625,0.625,1
17,1,"Matching","Stranger","Stranger","Stranger",1,631,0.631,1
17,1,"Matching","Friend","Friend","Close",1,525,0.525,1
17,0,"Nonmatching","Self","Self","Self",0,509,0.509,1
17,1,"Matching","Self","Self","Self",1,499,0.499,1
17,0,"Nonmatching","Self","Self","Self",0,599,0.599,1
17,1,"Matching","Stranger","Stranger","Stranger",1,524,0.524,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,486,0.486,1
17,0,"Nonmatching","Friend","Friend","Close",0,715,0.715,1
17,0,"Nonmatching","Friend","Friend","Close",0,713,0.713,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,624,0.624,1
17,1,"Matching","Self","Self","Self",1,543,0.543,1
17,1,"Matching","Friend","Friend","Close",1,602,0.602,1
17,0,"Nonmatching","Friend","Friend","Close",0,554,0.554,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,649,0.649,1
17,0,"Nonmatching","Self","Self","Self",0,789,0.789,1
17,1,"Matching","Friend","Friend","Close",1,768,0.768,1
17,1,"Matching","Stranger","Stranger","Stranger",1,529,0.529,1
17,1,"Matching","Friend","Friend","Close",1,682,0.682,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,805,0.805,1
17,0,"Nonmatching","Self","Self","Self",0,825,0.825,1
17,1,"Matching","Self","Self","Self",1,536,0.536,1
17,1,"Matching","Stranger","Stranger","Stranger",1,974,0.974,1
17,0,"Nonmatching","Friend","Friend","Close",0,967,0.967,1
17,1,"Matching","Self","Self","Self",1,667,0.667,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,772,0.772,1
17,1,"Matching","Friend","Friend","Close",1,840,0.84,1
17,0,"Nonmatching","Self","Self","Self",0,624,0.624,1
17,0,"Nonmatching","Friend","Friend","Close",0,766,0.766,1
17,0,"Nonmatching","Self","Self","Self",0,799,0.799,1
17,1,"Matching","Friend","Friend","Close",1,745,0.745,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,711,0.711,1
17,1,"Matching","Self","Self","Self",1,547,0.547,1
17,0,"Nonmatching","Friend","Friend","Close",0,737,0.737,1
17,0,"Nonmatching","Self","Self","Self",0,535,0.535,1
17,1,"Matching","Friend","Friend","Close",1,614,0.614,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,724,0.724,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",1,619,0.619,0
17,1,"Matching","Self","Self","Self",1,653,0.653,1
17,0,"Nonmatching","Friend","Friend","Close",0,614,0.614,1
17,1,"Matching","Friend","Friend","Close",1,924,0.924,1
17,0,"Nonmatching","Friend","Friend","Close",0,869,0.869,1
17,1,"Matching","Self","Self","Self",1,885,0.885,1
17,0,"Nonmatching","Self","Self","Self",0,667,0.667,1
17,1,"Matching","Stranger","Stranger","Stranger",0,1045,1.045,0
17,1,"Matching","Stranger","Stranger","Stranger",1,584,0.584,1
17,1,"Matching","Stranger","Stranger","Stranger",1,605,0.605,1
17,0,"Nonmatching","Friend","Friend","Close",0,777,0.777,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,743,0.743,1
17,0,"Nonmatching","Self","Self","Self",0,676,0.676,1
17,1,"Matching","Self","Self","Self",1,588,0.588,1
17,1,"Matching","Friend","Friend","Close",1,782,0.782,1
17,1,"Matching","Self","Self","Self",1,544,0.544,1
17,0,"Nonmatching","Self","Self","Self",0,1089,1.089,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,958,0.958,1
17,1,"Matching","Stranger","Stranger","Stranger",1,786,0.786,1
17,1,"Matching","Self","Self","Self",1,578,0.578,1
17,0,"Nonmatching","Friend","Friend","Close",0,495,0.495,1
17,0,"Nonmatching","Self","Self","Self",0,552,0.552,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,553,0.553,1
17,1,"Matching","Friend","Friend","Close",1,427,0.427,1
17,1,"Matching","Stranger","Stranger","Stranger",1,507,0.507,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,793,0.793,1
17,1,"Matching","Friend","Friend","Close",1,655,0.655,1
17,0,"Nonmatching","Friend","Friend","Close",0,702,0.702,1
17,1,"Matching","Self","Self","Self",1,542,0.542,1
17,0,"Nonmatching","Self","Self","Self",0,739,0.739,1
17,1,"Matching","Friend","Friend","Close",1,709,0.709,1
17,0,"Nonmatching","Self","Self","Self",0,602,0.602,1
17,1,"Matching","Stranger","Stranger","Stranger",1,682,0.682,1
17,1,"Matching","Self","Self","Self",1,754,0.754,1
17,1,"Matching","Self","Self","Self",1,440,0.44,1
17,0,"Nonmatching","Self","Self","Self",0,559,0.559,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,831,0.831,1
17,0,"Nonmatching","Friend","Friend","Close",0,766,0.766,1
17,0,"Nonmatching","Friend","Friend","Close",0,828,0.828,1
17,1,"Matching","Friend","Friend","Close",1,577,0.577,1
17,1,"Matching","Stranger","Stranger","Stranger",1,792,0.792,1
17,1,"Matching","Friend","Friend","Close",1,712,0.712,1
17,1,"Matching","Stranger","Stranger","Stranger",0,799,0.799,0
17,1,"Matching","Stranger","Stranger","Stranger",1,493,0.493,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,1027,1.027,1
17,1,"Matching","Friend","Friend","Close",1,856,0.856,1
17,1,"Matching","Self","Self","Self",1,488,0.488,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,529,0.529,1
17,0,"Nonmatching","Friend","Friend","Close",0,617,0.617,1
17,0,"Nonmatching","Self","Self","Self",0,566,0.566,1
17,0,"Nonmatching","Friend","Friend","Close",0,814,0.814,1
17,1,"Matching","Self","Self","Self",1,567,0.567,1
17,0,"Nonmatching","Friend","Friend","Close",0,840,0.84,1
17,0,"Nonmatching","Self","Self","Self",1,954,0.954,0
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,631,0.631,1
17,1,"Matching","Stranger","Stranger","Stranger",1,607,0.607,1
17,0,"Nonmatching","Friend","Friend","Close",0,883,0.883,1
17,1,"Matching","Friend","Friend","Close",1,511,0.511,1
17,1,"Matching","Friend","Friend","Close",1,576,0.576,1
17,1,"Matching","Stranger","Stranger","Stranger",1,676,0.676,1
17,1,"Matching","Self","Self","Self",0,536,0.536,0
17,1,"Matching","Self","Self","Self",1,440,0.44,1
17,1,"Matching","Self","Self","Self",1,555,0.555,1
17,1,"Matching","Stranger","Stranger","Stranger",1,604,0.604,1
17,1,"Matching","Friend","Friend","Close",1,557,0.557,1
17,0,"Nonmatching","Friend","Friend","Close",1,1075,1.075,0
17,1,"Matching","Self","Self","Self",1,591,0.591,1
17,0,"Nonmatching","Self","Self","Self",0,478,0.478,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,777,0.777,1
17,1,"Matching","Stranger","Stranger","Stranger",1,601,0.601,1
17,0,"Nonmatching","Friend","Friend","Close",0,750,0.75,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",1,705,0.705,0
17,1,"Matching","Friend","Friend","Close",1,566,0.566,1
17,0,"Nonmatching","Self","Self","Self",0,511,0.511,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,785,0.785,1
17,1,"Matching","Stranger","Stranger","Stranger",1,619,0.619,1
17,1,"Matching","Friend","Friend","Close",1,657,0.657,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,586,0.586,1
17,1,"Matching","Self","Self","Self",0,825,0.825,0
17,1,"Matching","Stranger","Stranger","Stranger",0,459,0.459,0
17,0,"Nonmatching","Friend","Friend","Close",0,920,0.92,1
17,0,"Nonmatching","Friend","Friend","Close",0,763,0.763,1
17,1,"Matching","Friend","Friend","Close",1,625,0.625,1
17,0,"Nonmatching","Self","Self","Self",0,611,0.611,1
17,1,"Matching","Self","Self","Self",1,475,0.475,1
17,0,"Nonmatching","Self","Self","Self",0,472,0.472,1
17,1,"Matching","Self","Self","Self",0,415,0.415,0
17,1,"Matching","Friend","Friend","Close",1,553,0.553,1
17,1,"Matching","Stranger","Stranger","Stranger",1,578,0.578,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,827,0.827,1
17,1,"Matching","Self","Self","Self",1,591,0.591,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",1,595,0.595,0
17,1,"Matching","Friend","Friend","Close",1,532,0.532,1
17,1,"Matching","Stranger","Stranger","Stranger",0,952,0.952,0
17,0,"Nonmatching","Friend","Friend","Close",0,645,0.645,1
17,0,"Nonmatching","Self","Self","Self",1,687,0.687,0
17,0,"Nonmatching","Friend","Friend","Close",0,865,0.865,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,574,0.574,1
17,0,"Nonmatching","Self","Self","Self",0,687,0.687,1
17,1,"Matching","Friend","Friend","Close",1,594,0.594,1
17,1,"Matching","Stranger","Stranger","Stranger",1,648,0.648,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,638,0.638,1
17,0,"Nonmatching","Friend","Friend","Close",0,878,0.878,1
17,0,"Nonmatching","Friend","Friend","Close",0,609,0.609,1
17,1,"Matching","Self","Self","Self",1,606,0.606,1
17,1,"Matching","Self","Self","Self",1,566,0.566,1
17,1,"Matching","Friend","Friend","Close",0,836,0.836,0
17,1,"Matching","Stranger","Stranger","Stranger",1,571,0.571,1
17,0,"Nonmatching","Self","Self","Self",0,802,0.802,1
17,0,"Nonmatching","Friend","Friend","Close",0,953,0.953,1
17,1,"Matching","Friend","Friend","Close",1,647,0.647,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,673,0.673,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,842,0.842,1
17,1,"Matching","Self","Self","Self",1,889,0.889,1
17,1,"Matching","Stranger","Stranger","Stranger",1,919,0.919,1
17,1,"Matching","Friend","Friend","Close",0,918,0.918,0
17,1,"Matching","Self","Self","Self",1,601,0.601,1
17,0,"Nonmatching","Self","Self","Self",0,645,0.645,1
17,1,"Matching","Stranger","Stranger","Stranger",1,588,0.588,1
17,0,"Nonmatching","Self","Self","Self",0,707,0.707,1
17,0,"Nonmatching","Friend","Friend","Close",0,1011,1.011,1
17,1,"Matching","Self","Self","Self",1,599,0.599,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,563,0.563,1
17,1,"Matching","Friend","Friend","Close",1,545,0.545,1
17,0,"Nonmatching","Self","Self","Self",0,522,0.522,1
17,1,"Matching","Stranger","Stranger","Stranger",1,563,0.563,1
17,0,"Nonmatching","Friend","Friend","Close",0,724,0.724,1
17,0,"Nonmatching","Friend","Friend","Close",1,643,0.643,0
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,821,0.821,1
17,1,"Matching","Friend","Friend","Close",0,404,0.404,0
17,0,"Nonmatching","Self","Self","Self",0,773,0.773,1
17,1,"Matching","Self","Self","Self",1,519,0.519,1
17,0,"Nonmatching","Friend","Friend","Close",0,522,0.522,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,592,0.592,1
17,0,"Nonmatching","Self","Self","Self",0,532,0.532,1
17,1,"Matching","Friend","Friend","Close",1,496,0.496,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,496,0.496,1
17,1,"Matching","Stranger","Stranger","Stranger",1,510,0.51,1
17,0,"Nonmatching","Friend","Friend","Close",0,450,0.45,1
17,0,"Nonmatching","Self","Self","Self",0,518,0.518,1
17,1,"Matching","Self","Self","Self",1,340,0.34,1
17,1,"Matching","Friend","Friend","Close",1,607,0.607,1
17,1,"Matching","Stranger","Stranger","Stranger",1,568,0.568,1
17,1,"Matching","Self","Self","Self",1,755,0.755,1
17,1,"Matching","Self","Self","Self",0,689,0.689,0
17,0,"Nonmatching","Self","Self","Self",0,512,0.512,1
17,1,"Matching","Stranger","Stranger","Stranger",1,599,0.599,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,440,0.44,1
17,0,"Nonmatching","Friend","Friend","Close",0,696,0.696,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,786,0.786,1
17,1,"Matching","Friend","Friend","Close",1,764,0.764,1
17,1,"Matching","Friend","Friend","Close",1,556,0.556,1
17,0,"Nonmatching","Self","Self","Self",0,721,0.721,1
17,0,"Nonmatching","Friend","Friend","Close",1,805,0.805,0
17,1,"Matching","Self","Self","Self",1,620,0.62,1
17,1,"Matching","Stranger","Stranger","Stranger",0,926,0.926,0
17,1,"Matching","Self","Self","Self",1,557,0.557,1
17,1,"Matching","Friend","Friend","Close",1,799,0.799,1
17,1,"Matching","Stranger","Stranger","Stranger",1,635,0.635,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,696,0.696,1
17,1,"Matching","Friend","Friend","Close",1,648,0.648,1
17,1,"Matching","Stranger","Stranger","Stranger",1,758,0.758,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,807,0.807,1
17,0,"Nonmatching","Self","Self","Self",0,1092,1.092,1
17,0,"Nonmatching","Friend","Friend","Close",1,502,0.502,0
17,0,"Nonmatching","Self","Self","Self",1,1022,1.022,0
17,0,"Nonmatching","Friend","Friend","Close",0,812,0.812,1
17,1,"Matching","Self","Self","Self",1,677,0.677,1
17,0,"Nonmatching","Friend","Friend","Close",0,736,0.736,1
17,1,"Matching","Stranger","Stranger","Stranger",0,475,0.475,0
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,632,0.632,1
17,1,"Matching","Self","Self","Self",1,497,0.497,1
17,0,"Nonmatching","Stranger","Stranger","Stranger",0,757,0.757,1
17,0,"Nonmatching","Self","Self","Self",0,721,0.721,1
17,1,"Matching","Stranger","Stranger","Stranger",1,600,0.6,1
17,1,"Matching","Stranger","Stranger","Stranger",1,632,0.632,1
17,0,"Nonmatching","Self","Self","Self",0,620,0.62,1
17,1,"Matching","Stranger","Stranger","Stranger",1,614,0.614,1
17,1,"Matching","Friend","Friend","Close",1,637,0.637,1
