"","Subject","Age","Handedness","Gender","Response","Symmetry","Matching","Origin_Identity","English_Identity","Standarlized_Identity","RT_ms","RT_sec","ACC"
"1",1,"","","","a","Symmetry","Matching","self-related","Self","Self",4,0.004,1
"2",1,"","","","a","Symmetry","Matching","self-related","Self","Self",573,0.573,1
"3",1,"","","","l","Symmetry","Matching","self-related","Self","Self",874,0.874,0
"4",1,"","","","l","Symmetry","Matching","self-related","Self","Self",330,0.33,0
"5",1,"","","","a","Symmetry","Matching","self-related","Self","Self",403,0.403,1
"6",1,"","","","l","Symmetry","Matching","self-related","Self","Self",378,0.378,0
"7",1,"","","","a","Symmetry","Matching","self-related","Self","Self",341,0.341,1
"8",1,"","","","a","Symmetry","Matching","self-related","Self","Self",464,0.464,1
"9",1,"","","","l","Symmetry","Matching","self-related","Self","Self",692,0.692,0
"10",1,"","","","a","Symmetry","Matching","self-related","Self","Self",351,0.351,1
"11",1,"","","","a","Symmetry","Matching","self-related","Self","Self",468,0.468,1
"12",1,"","","","a","Symmetry","Matching","self-related","Self","Self",313,0.313,1
"13",1,"","","","l","Symmetry","Matching","self-related","Self","Self",637,0.637,0
"14",1,"","","","l","Symmetry","Matching","self-related","Self","Self",281,0.281,0
"15",1,"","","","l","Symmetry","Matching","self-related","Self","Self",178,0.178,0
"16",1,"","","","l","Symmetry","Matching","self-related","Self","Self",614,0.614,0
"17",1,"","","","l","Symmetry","Matching","self-related","Self","Self",486,0.486,0
"18",1,"","","","a","Symmetry","Matching","self-related","Self","Self",356,0.356,1
"19",1,"","","","missed","Symmetry","Matching","self-related","Self","Self",NA,NA,NA
"20",1,"","","","missed","Symmetry","Matching","self-related","Self","Self",NA,NA,NA
"21",1,"","","","a","Symmetry","Matching","self-related","Self","Self",112,0.112,1
"22",1,"","","","l","Symmetry","Matching","self-related","Self","Self",367,0.367,0
"23",1,"","","","a","Symmetry","Matching","self-related","Self","Self",572,0.572,1
"24",1,"","","","a","Symmetry","Matching","self-related","Self","Self",323,0.323,1
"25",1,"","","","a","Symmetry","Matching","self-related","Self","Self",652,0.652,1
"26",1,"","","","a","Symmetry","Matching","self-related","Self","Self",511,0.511,1
"27",1,"","","","l","Symmetry","Matching","self-related","Self","Self",511,0.511,0
"28",1,"","","","l","Symmetry","Matching","self-related","Self","Self",404,0.404,0
"29",1,"","","","l","Symmetry","Matching","self-related","Self","Self",642,0.642,0
"30",1,"","","","a","Symmetry","Matching","self-related","Self","Self",364,0.364,1
"31",1,"","","","l","Symmetry","Matching","self-related","Self","Self",446,0.446,0
"32",1,"","","","l","Symmetry","Matching","self-related","Self","Self",439,0.439,0
"33",1,"","","","a","Symmetry","Matching","self-related","Self","Self",646,0.646,1
"34",1,"","","","a","Symmetry","Matching","self-related","Self","Self",421,0.421,1
"35",1,"","","","a","Symmetry","Matching","self-related","Self","Self",383,0.383,1
"36",1,"","","","l","Symmetry","Matching","self-related","Self","Self",396,0.396,0
"37",1,"","","","l","Symmetry","Matching","self-related","Self","Self",446,0.446,0
"38",1,"","","","a","Symmetry","Matching","self-related","Self","Self",476,0.476,1
"39",1,"","","","l","Symmetry","Matching","self-related","Self","Self",650,0.65,0
"40",1,"","","","a","Symmetry","Matching","self-related","Self","Self",709,0.709,1
"41",1,"","","","a","Symmetry","Matching","self-related","Self","Self",680,0.679,1
"42",1,"","","","a","Symmetry","Matching","self-related","Self","Self",380,0.38,1
"43",1,"","","","a","Symmetry","Matching","self-related","Self","Self",460,0.46,1
"44",1,"","","","a","Symmetry","Matching","self-related","Self","Self",348,0.348,1
"45",1,"","","","l","Symmetry","Matching","self-related","Self","Self",437,0.437,0
"46",1,"","","","l","Symmetry","Matching","self-related","Self","Self",90,0.09,0
"47",1,"","","","a","Symmetry","Matching","self-related","Self","Self",663,0.663,1
"48",1,"","","","a","Symmetry","Matching","self-related","Self","Self",628,0.628,1
"49",1,"","","","l","Symmetry","Matching","self-related","Self","Self",753,0.753,0
"50",1,"","","","l","Symmetry","Matching","self-related","Self","Self",512,0.512,0
"51",1,"","","","a","Symmetry","Matching","self-related","Self","Self",388,0.388,1
"52",1,"","","","l","Symmetry","Matching","self-related","Self","Self",512,0.512,0
"53",1,"","","","a","Symmetry","Matching","self-related","Self","Self",468,0.469,1
"54",1,"","","","a","Symmetry","Matching","self-related","Self","Self",572,0.572,1
"55",1,"","","","a","Symmetry","Matching","self-related","Self","Self",629,0.629,1
"56",1,"","","","l","Symmetry","Matching","self-related","Self","Self",420,0.42,0
"57",1,"","","","a","Symmetry","Matching","self-related","Self","Self",519,0.519,1
"58",1,"","","","l","Symmetry","Matching","self-related","Self","Self",679,0.679,0
"59",1,"","","","a","Symmetry","Matching","self-related","Self","Self",648,0.648,1
"60",1,"","","","a","Symmetry","Matching","self-related","Self","Self",826,0.826,1
"61",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",147,0.147,1
"62",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",474,0.474,1
"63",1,"","","","missed","Symmetry","Matching","stranger-related","Stranger","Stranger",NA,NA,NA
"64",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",402,0.402,0
"65",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",295,0.295,1
"66",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",466,0.466,1
"67",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",439,0.439,0
"68",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",325,0.325,1
"69",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",327,0.327,0
"70",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",479,0.479,0
"71",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",347,0.347,0
"72",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",462,0.462,0
"73",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",347,0.347,0
"74",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",524,0.524,0
"75",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",396,0.396,1
"76",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",342,0.342,1
"77",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",356,0.356,1
"78",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",315,0.315,0
"79",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",399,0.399,0
"80",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",550,0.55,0
"81",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",775,0.775,0
"82",1,"","","","missed","Symmetry","Matching","stranger-related","Stranger","Stranger",NA,NA,NA
"83",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",309,0.309,0
"84",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",321,0.321,0
"85",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",470,0.47,1
"86",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",428,0.428,1
"87",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",474,0.474,0
"88",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",404,0.404,1
"89",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",409,0.409,1
"90",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",531,0.531,1
"91",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",651,0.651,0
"92",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",483,0.483,0
"93",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1388,1.389,0
"94",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",616,0.616,0
"95",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",402,0.402,1
"96",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",377,0.377,0
"97",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",407,0.407,1
"98",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",439,0.439,0
"99",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",574,0.574,1
"100",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",577,0.577,1
"101",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",501,0.501,0
"102",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",929,0.929,1
"103",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",585,0.585,1
"104",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",638,0.638,0
"105",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",517,0.517,1
"106",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",670,0.67,1
"107",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",693,0.693,0
"108",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",555,0.555,0
"109",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",348,0.348,1
"110",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",625,0.625,0
"111",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",606,0.606,0
"112",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",647,0.647,0
"113",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",718,0.719,0
"114",1,"","","","missed","Symmetry","Matching","stranger-related","Stranger","Stranger",NA,NA,NA
"115",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",760,0.76,1
"116",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",646,0.646,0
"117",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",455,0.455,1
"118",1,"","","","l","Symmetry","Matching","stranger-related","Stranger","Stranger",652,0.652,0
"119",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",914,0.914,1
"120",1,"","","","a","Symmetry","Matching","stranger-related","Stranger","Stranger",657,0.657,1
"121",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",224,0.224,0
"122",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",465,0.465,0
"123",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",395,0.395,0
"124",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",315,0.315,0
"125",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",528,0.528,0
"126",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",326,0.326,1
"127",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",358,0.358,0
"128",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",372,0.372,0
"129",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",472,0.472,1
"130",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",380,0.38,0
"131",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",412,0.412,1
"132",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",322,0.322,0
"133",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",375,0.375,0
"134",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",452,0.452,1
"135",1,"","","","missed","Symmetry","Nonmatching","self-related","Self","Self",NA,NA,NA
"136",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",544,0.543,1
"137",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",273,0.273,1
"138",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",485,0.485,1
"139",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",719,0.719,1
"140",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",240,0.24,0
"141",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",454,0.454,0
"142",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",517,0.517,1
"143",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",377,0.377,1
"144",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",490,0.49,1
"145",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",144,0.144,0
"146",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",430,0.43,1
"147",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",400,0.4,1
"148",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",300,0.3,1
"149",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",341,0.341,0
"150",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",358,0.358,1
"151",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",327,0.327,1
"152",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",273,0.273,0
"153",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",715,0.715,0
"154",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",442,0.442,0
"155",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",446,0.446,0
"156",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",425,0.425,1
"157",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",516,0.516,0
"158",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",509,0.509,1
"159",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",517,0.517,1
"160",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",399,0.399,0
"161",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",539,0.539,1
"162",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",447,0.447,0
"163",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",638,0.638,1
"164",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",704,0.704,1
"165",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",591,0.591,1
"166",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",448,0.448,0
"167",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",432,0.432,0
"168",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",644,0.644,0
"169",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",483,0.483,0
"170",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",544,0.544,1
"171",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",529,0.529,0
"172",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",470,0.47,0
"173",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",787,0.787,1
"174",1,"","","","missed","Symmetry","Nonmatching","self-related","Self","Self",NA,NA,NA
"175",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",564,0.564,1
"176",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",465,0.465,0
"177",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",457,0.457,1
"178",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",690,0.69,0
"179",1,"","","","l","Symmetry","Nonmatching","self-related","Self","Self",715,0.715,1
"180",1,"","","","a","Symmetry","Nonmatching","self-related","Self","Self",706,0.706,0
"181",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",633,0.633,0
"182",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",619,0.619,1
"183",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",188,0.188,0
"184",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",123,0.123,0
"185",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",484,0.484,1
"186",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",384,0.384,1
"187",1,"","","","missed","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",NA,NA,NA
"188",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",1051,1.051,0
"189",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",645,0.645,1
"190",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",338,0.338,1
"191",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",492,0.492,1
"192",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",398,0.398,1
"193",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",340,0.34,1
"194",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",368,0.368,0
"195",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",426,0.426,1
"196",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",329,0.329,1
"197",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",402,0.402,0
"198",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",423,0.423,0
"199",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",329,0.329,0
"200",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",391,0.391,1
"201",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",459,0.459,0
"202",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",425,0.425,1
"203",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",757,0.757,1
"204",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",377,0.377,0
"205",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",488,0.488,1
"206",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",722,0.722,0
"207",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",629,0.629,0
"208",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",370,0.37,1
"209",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",400,0.4,0
"210",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",608,0.609,1
"211",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",375,0.375,1
"212",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",306,0.306,1
"213",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",724,0.724,1
"214",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",467,0.467,1
"215",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",651,0.651,1
"216",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",478,0.478,1
"217",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",602,0.602,0
"218",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",422,0.422,0
"219",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",445,0.445,0
"220",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",481,0.481,0
"221",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",486,0.486,1
"222",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",377,0.377,1
"223",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",466,0.466,1
"224",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",443,0.443,1
"225",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",371,0.371,0
"226",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",398,0.398,0
"227",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",696,0.696,0
"228",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",426,0.426,0
"229",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",532,0.532,0
"230",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",453,0.453,1
"231",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",460,0.46,1
"232",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",430,0.43,1
"233",1,"","","","missed","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",NA,NA,NA
"234",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",387,0.387,0
"235",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",537,0.537,0
"236",1,"","","","a","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",788,0.788,0
"237",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",603,0.603,1
"238",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",742,0.742,1
"239",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",799,0.799,1
"240",1,"","","","l","Symmetry","Nonmatching","stranger-related","Stranger","Stranger",648,0.648,1
"241",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",567,0.567,1
"242",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",787,0.787,1
"243",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",1035,1.035,1
"244",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",953,0.953,1
"245",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",772,0.772,1
"246",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",759,0.759,1
"247",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",924,0.924,1
"248",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",968,0.968,1
"249",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",720,0.72,1
"250",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",753,0.753,1
"251",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",785,0.785,1
"252",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",885,0.885,1
"253",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",720,0.72,1
"254",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",1135,1.135,1
"255",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",656,0.656,1
"256",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",1122,1.122,1
"257",2,"20","right","f","missed","Symmetry","Matching","self-related","Self","Self",NA,NA,NA
"258",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",852,0.852,1
"259",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",725,0.725,1
"260",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",735,0.735,1
"261",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",850,0.85,1
"262",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",951,0.951,1
"263",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",749,0.749,1
"264",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",858,0.858,1
"265",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",952,0.952,1
"266",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",1250,1.25,1
"267",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",551,0.551,1
"268",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",475,0.475,1
"269",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",617,0.617,1
"270",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",1237,1.237,1
"271",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",868,0.868,1
"272",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",806,0.806,1
"273",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",956,0.956,1
"274",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",718,0.718,1
"275",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",619,0.619,1
"276",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",1035,1.035,1
"277",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",594,0.594,1
"278",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",887,0.887,1
"279",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",802,0.802,1
"280",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",757,0.757,1
"281",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",851,0.851,1
"282",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",652,0.652,1
"283",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",686,0.686,1
"284",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",621,0.621,1
"285",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",634,0.634,1
"286",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",676,0.676,1
"287",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",655,0.655,1
"288",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",708,0.708,1
"289",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",959,0.959,1
"290",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",819,0.819,1
"291",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",1402,1.402,1
"292",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",722,0.722,1
"293",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",822,0.822,1
"294",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",940,0.94,1
"295",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",585,0.585,1
"296",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",801,0.801,1
"297",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",869,0.869,1
"298",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",636,0.636,1
"299",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",542,0.542,1
"300",2,"20","right","f","l","Symmetry","Matching","self-related","Self","Self",509,0.509,1
"301",2,"20","right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",688,0.688,0
"302",2,"20","right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1405,1.405,0
"303",2,"20","right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1356,1.356,0
"304",2,"20","right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1117,1.117,1
"305",2,"20","right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1003,1.003,1
"306",2,"20","right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1160,1.16,1
"307",2,"20","right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1499,1.499,0
"308",2,"20","right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1083,1.083,0
"309",2,"20","right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1219,1.219,1
"310",2,"20","right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1169,1.169,1
"311",2,"20","right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",1290,1.29,1
"312",2,"20","right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",769,0.769,1
"313",2,"20","right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1492,1.492,0
"314",2,"20","right","f","a","Symmetry","Matching","stranger-related","Stranger","Stranger",1492,1.492,0
"315",2,"20","right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",706,0.706,1
"316",2,"20","right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",672,0.672,1
"317",2,"20","right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",542,0.542,1
"318",2,"20","right","f","missed","Symmetry","Matching","stranger-related","Stranger","Stranger",NA,NA,NA
"319",2,"20","right","f","l","Symmetry","Matching","stranger-related","Stranger","Stranger",724,0.724,1
