"","Subject","Age","Handedness","Gender","Response","Symmetry","Matching","Identity","RT_ms","RT_sec","ACC"
"9173",20,25,"right","f","missed","Asymmetry","Matching","Self",1500,1.5,NA
"9174",20,25,"right","f","a","Asymmetry","Matching","Self",529,0.529,0
"9175",20,25,"right","f","l","Asymmetry","Matching","Self",990,0.99,1
"9176",20,25,"right","f","l","Asymmetry","Matching","Self",1211,1.211,1
"9177",20,25,"right","f","l","Asymmetry","Matching","Self",397,0.397,1
"9178",20,25,"right","f","l","Asymmetry","Matching","Self",598,0.598,1
"9179",20,25,"right","f","missed","Asymmetry","Matching","Self",1500,1.5,NA
"9180",20,25,"right","f","l","Asymmetry","Matching","Self",517,0.517,1
"9181",20,25,"right","f","a","Symmetry","Matching","Self",1372,1.372,0
"9182",20,25,"right","f","a","Symmetry","Matching","Self",1144,1.144,0
"9183",20,25,"right","f","l","Symmetry","Matching","Self",1062,1.062,1
"9184",20,25,"right","f","a","Symmetry","Matching","Self",786,0.786,0
"9185",20,25,"right","f","l","Symmetry","Matching","Self",729,0.729,1
"9186",20,25,"right","f","l","Symmetry","Matching","Self",564,0.564,1
"9187",20,25,"right","f","l","Symmetry","Matching","Self",1249,1.249,1
"9188",20,25,"right","f","l","Symmetry","Matching","Self",1316,1.316,1
"9189",20,25,"right","f","l","Symmetry","Matching","Self",389,0.389,1
"9190",20,25,"right","f","l","Symmetry","Matching","Self",826,0.826,1
"9191",20,25,"right","f","l","Symmetry","Matching","Self",668,0.668,1
"9192",20,25,"right","f","l","Symmetry","Matching","Self",681,0.681,1
"9193",20,25,"right","f","a","Symmetry","Matching","Self",411,0.411,0
"9194",20,25,"right","f","a","Symmetry","Matching","Self",417,0.417,0
"9195",20,25,"right","f","l","Symmetry","Matching","Self",653,0.653,1
"9196",20,25,"right","f","l","Symmetry","Matching","Self",640,0.64,1
"9197",20,25,"right","f","l","Symmetry","Matching","Self",1097,1.097,1
"9198",20,25,"right","f","l","Symmetry","Matching","Self",610,0.61,1
"9199",20,25,"right","f","l","Symmetry","Matching","Self",1137,1.137,1
"9200",20,25,"right","f","l","Symmetry","Matching","Self",605,0.605,1
"9201",20,25,"right","f","a","Symmetry","Matching","Self",1274,1.274,0
"9202",20,25,"right","f","l","Symmetry","Matching","Self",1190,1.19,1
"9203",20,25,"right","f","a","Symmetry","Matching","Self",1436,1.436,0
"9204",20,25,"right","f","l","Symmetry","Matching","Self",1107,1.107,1
"9205",20,25,"right","f","l","Symmetry","Matching","Self",787,0.787,1
"9206",20,25,"right","f","a","Symmetry","Matching","Self",857,0.857,0
"9207",20,25,"right","f","l","Symmetry","Matching","Self",429,0.429,1
"9208",20,25,"right","f","l","Symmetry","Matching","Self",1180,1.18,1
"9209",20,25,"right","f","l","Symmetry","Matching","Self",835,0.835,1
"9210",20,25,"right","f","l","Symmetry","Matching","Self",680,0.68,1
"9211",20,25,"right","f","l","Symmetry","Matching","Self",941,0.941,1
"9212",20,25,"right","f","l","Symmetry","Matching","Self",403,0.403,1
"9213",20,25,"right","f","l","Symmetry","Matching","Self",430,0.43,1
"9214",20,25,"right","f","missed","Symmetry","Matching","Self",1500,1.5,NA
"9215",20,25,"right","f","l","Symmetry","Matching","Self",639,0.639,1
"9216",20,25,"right","f","a","Symmetry","Matching","Self",844,0.844,0
"9217",20,25,"right","f","a","Symmetry","Matching","Self",647,0.647,0
"9218",20,25,"right","f","a","Symmetry","Matching","Self",745,0.745,0
"9219",20,25,"right","f","a","Symmetry","Matching","Self",927,0.927,0
"9220",20,25,"right","f","l","Symmetry","Matching","Self",756,0.756,1
"9221",20,25,"right","f","l","Symmetry","Matching","Self",557,0.557,1
"9222",20,25,"right","f","l","Symmetry","Matching","Self",435,0.435,1
"9223",20,25,"right","f","l","Symmetry","Matching","Self",963,0.963,1
"9224",20,25,"right","f","l","Symmetry","Matching","Self",361,0.361,1
"9225",20,25,"right","f","l","Symmetry","Matching","Self",656,0.656,1
"9226",20,25,"right","f","a","Symmetry","Matching","Self",973,0.973,0
"9227",20,25,"right","f","l","Symmetry","Matching","Self",461,0.461,1
"9228",20,25,"right","f","l","Symmetry","Matching","Self",704,0.704,1
"9229",20,25,"right","f","l","Symmetry","Matching","Self",718,0.718,1
"9230",20,25,"right","f","l","Symmetry","Matching","Self",762,0.762,1
"9231",20,25,"right","f","l","Symmetry","Matching","Self",622,0.622,1
"9232",20,25,"right","f","l","Symmetry","Matching","Self",513,0.513,1
"9233",20,25,"right","f","l","Symmetry","Matching","Self",490,0.49,1
"9234",20,25,"right","f","l","Symmetry","Matching","Self",267,0.267,1
"9235",20,25,"right","f","l","Symmetry","Matching","Self",905,0.905,1
"9236",20,25,"right","f","l","Symmetry","Matching","Self",779,0.779,1
"9237",20,25,"right","f","a","Symmetry","Matching","Self",475,0.475,0
"9238",20,25,"right","f","l","Symmetry","Matching","Self",571,0.571,1
"9239",20,25,"right","f","a","Symmetry","Matching","Self",513,0.513,0
"9240",20,25,"right","f","a","Symmetry","Matching","Self",758,0.758,0
"9241",20,25,"right","f","missed","Asymmetry","Matching","Stranger",1500,1.5,NA
"9242",20,25,"right","f","a","Asymmetry","Matching","Stranger",565,0.565,0
"9243",20,25,"right","f","a","Asymmetry","Matching","Stranger",795,0.795,0
"9244",20,25,"right","f","l","Asymmetry","Matching","Stranger",612,0.612,1
"9245",20,25,"right","f","a","Asymmetry","Matching","Stranger",804,0.804,0
"9246",20,25,"right","f","a","Asymmetry","Matching","Stranger",346,0.346,0
"9247",20,25,"right","f","l","Asymmetry","Matching","Stranger",1006,1.006,1
"9248",20,25,"right","f","a","Asymmetry","Matching","Stranger",549,0.549,0
"9249",20,25,"right","f","l","Asymmetry","Matching","Stranger",413,0.413,1
"9250",20,25,"right","f","l","Asymmetry","Matching","Stranger",653,0.653,1
"9251",20,25,"right","f","l","Asymmetry","Matching","Stranger",837,0.837,1
"9252",20,25,"right","f","a","Asymmetry","Matching","Stranger",393,0.393,0
"9253",20,25,"right","f","l","Asymmetry","Matching","Stranger",949,0.949,1
"9254",20,25,"right","f","l","Asymmetry","Matching","Stranger",573,0.573,1
"9255",20,25,"right","f","l","Asymmetry","Matching","Stranger",529,0.529,1
"9256",20,25,"right","f","l","Asymmetry","Matching","Stranger",382,0.382,1
"9257",20,25,"right","f","l","Asymmetry","Matching","Stranger",1234,1.234,1
"9258",20,25,"right","f","a","Asymmetry","Matching","Stranger",830,0.83,0
"9259",20,25,"right","f","a","Asymmetry","Matching","Stranger",596,0.596,0
"9260",20,25,"right","f","l","Asymmetry","Matching","Stranger",583,0.583,1
"9261",20,25,"right","f","a","Asymmetry","Matching","Stranger",506,0.506,0
"9262",20,25,"right","f","l","Asymmetry","Matching","Stranger",750,0.75,1
"9263",20,25,"right","f","l","Asymmetry","Matching","Stranger",539,0.539,1
"9264",20,25,"right","f","a","Asymmetry","Matching","Stranger",693,0.693,0
"9265",20,25,"right","f","a","Asymmetry","Matching","Stranger",568,0.568,0
"9266",20,25,"right","f","a","Asymmetry","Matching","Stranger",441,0.441,0
"9267",20,25,"right","f","l","Asymmetry","Matching","Stranger",510,0.51,1
"9268",20,25,"right","f","a","Asymmetry","Matching","Stranger",659,0.659,0
"9269",20,25,"right","f","l","Asymmetry","Matching","Stranger",609,0.609,1
"9270",20,25,"right","f","l","Asymmetry","Matching","Stranger",600,0.6,1
"9271",20,25,"right","f","l","Asymmetry","Matching","Stranger",772,0.772,1
"9272",20,25,"right","f","l","Asymmetry","Matching","Stranger",550,0.55,1
"9273",20,25,"right","f","l","Asymmetry","Matching","Stranger",372,0.372,1
"9274",20,25,"right","f","missed","Asymmetry","Matching","Stranger",1500,1.5,NA
"9275",20,25,"right","f","a","Asymmetry","Matching","Stranger",1088,1.088,0
"9276",20,25,"right","f","l","Asymmetry","Matching","Stranger",681,0.681,1
"9277",20,25,"right","f","l","Asymmetry","Matching","Stranger",650,0.65,1
"9278",20,25,"right","f","missed","Asymmetry","Matching","Stranger",1500,1.5,NA
"9279",20,25,"right","f","missed","Asymmetry","Matching","Stranger",1500,1.5,NA
"9280",20,25,"right","f","a","Asymmetry","Matching","Stranger",1320,1.32,0
"9281",20,25,"right","f","missed","Asymmetry","Matching","Stranger",1500,1.5,NA
"9282",20,25,"right","f","missed","Asymmetry","Matching","Stranger",1500,1.5,NA
"9283",20,25,"right","f","l","Asymmetry","Matching","Stranger",1064,1.064,1
"9284",20,25,"right","f","l","Asymmetry","Matching","Stranger",614,0.614,1
"9285",20,25,"right","f","missed","Asymmetry","Matching","Stranger",1500,1.5,NA
"9286",20,25,"right","f","missed","Asymmetry","Matching","Stranger",1500,1.5,NA
"9287",20,25,"right","f","missed","Asymmetry","Matching","Stranger",1500,1.5,NA
"9288",20,25,"right","f","a","Asymmetry","Matching","Stranger",390,0.39,0
"9289",20,25,"right","f","l","Asymmetry","Matching","Stranger",545,0.545,1
"9290",20,25,"right","f","missed","Asymmetry","Matching","Stranger",1500,1.5,NA
"9291",20,25,"right","f","missed","Asymmetry","Matching","Stranger",1500,1.5,NA
"9292",20,25,"right","f","l","Asymmetry","Matching","Stranger",301,0.301,1
"9293",20,25,"right","f","missed","Asymmetry","Matching","Stranger",1500,1.5,NA
"9294",20,25,"right","f","a","Asymmetry","Matching","Stranger",482,0.482,0
"9295",20,25,"right","f","missed","Asymmetry","Matching","Stranger",1500,1.5,NA
"9296",20,25,"right","f","l","Asymmetry","Matching","Stranger",739,0.739,1
"9297",20,25,"right","f","missed","Asymmetry","Matching","Stranger",1500,1.5,NA
"9298",20,25,"right","f","a","Asymmetry","Matching","Stranger",692,0.692,0
"9299",20,25,"right","f","l","Asymmetry","Matching","Stranger",343,0.343,1
"9300",20,25,"right","f","l","Asymmetry","Matching","Stranger",1053,1.053,1
"9301",20,25,"right","f","l","Symmetry","Matching","Stranger",964,0.964,1
"9302",20,25,"right","f","a","Symmetry","Matching","Stranger",927,0.927,0
"9303",20,25,"right","f","l","Symmetry","Matching","Stranger",1211,1.211,1
"9304",20,25,"right","f","l","Symmetry","Matching","Stranger",735,0.735,1
"9305",20,25,"right","f","a","Symmetry","Matching","Stranger",523,0.523,0
"9306",20,25,"right","f","a","Symmetry","Matching","Stranger",786,0.786,0
"9307",20,25,"right","f","l","Symmetry","Matching","Stranger",602,0.602,1
"9308",20,25,"right","f","l","Symmetry","Matching","Stranger",580,0.58,1
"9309",20,25,"right","f","l","Symmetry","Matching","Stranger",772,0.772,1
"9310",20,25,"right","f","a","Symmetry","Matching","Stranger",520,0.52,0
"9311",20,25,"right","f","a","Symmetry","Matching","Stranger",634,0.634,0
"9312",20,25,"right","f","l","Symmetry","Matching","Stranger",409,0.409,1
"9313",20,25,"right","f","l","Symmetry","Matching","Stranger",657,0.657,1
"9314",20,25,"right","f","a","Symmetry","Matching","Stranger",695,0.695,0
"9315",20,25,"right","f","a","Symmetry","Matching","Stranger",1072,1.072,0
"9316",20,25,"right","f","a","Symmetry","Matching","Stranger",676,0.676,0
"9317",20,25,"right","f","a","Symmetry","Matching","Stranger",798,0.798,0
"9318",20,25,"right","f","a","Symmetry","Matching","Stranger",954,0.954,0
"9319",20,25,"right","f","l","Symmetry","Matching","Stranger",712,0.712,1
"9320",20,25,"right","f","a","Symmetry","Matching","Stranger",882,0.882,0
"9321",20,25,"right","f","a","Symmetry","Matching","Stranger",1039,1.039,0
"9322",20,25,"right","f","l","Symmetry","Matching","Stranger",849,0.849,1
"9323",20,25,"right","f","missed","Symmetry","Matching","Stranger",1500,1.5,NA
"9324",20,25,"right","f","l","Symmetry","Matching","Stranger",684,0.684,1
"9325",20,25,"right","f","l","Symmetry","Matching","Stranger",773,0.773,1
"9326",20,25,"right","f","a","Symmetry","Matching","Stranger",814,0.814,0
"9327",20,25,"right","f","l","Symmetry","Matching","Stranger",1210,1.21,1
"9328",20,25,"right","f","l","Symmetry","Matching","Stranger",695,0.695,1
"9329",20,25,"right","f","missed","Symmetry","Matching","Stranger",1500,1.5,NA
"9330",20,25,"right","f","a","Symmetry","Matching","Stranger",744,0.744,0
"9331",20,25,"right","f","a","Symmetry","Matching","Stranger",637,0.637,0
"9332",20,25,"right","f","l","Symmetry","Matching","Stranger",522,0.522,1
"9333",20,25,"right","f","a","Symmetry","Matching","Stranger",529,0.529,0
"9334",20,25,"right","f","l","Symmetry","Matching","Stranger",640,0.64,1
"9335",20,25,"right","f","l","Symmetry","Matching","Stranger",549,0.549,1
"9336",20,25,"right","f","a","Symmetry","Matching","Stranger",1043,1.043,0
"9337",20,25,"right","f","l","Symmetry","Matching","Stranger",628,0.628,1
"9338",20,25,"right","f","l","Symmetry","Matching","Stranger",809,0.809,1
"9339",20,25,"right","f","a","Symmetry","Matching","Stranger",852,0.852,0
"9340",20,25,"right","f","a","Symmetry","Matching","Stranger",618,0.618,0
"9341",20,25,"right","f","a","Symmetry","Matching","Stranger",575,0.575,0
"9342",20,25,"right","f","l","Symmetry","Matching","Stranger",380,0.38,1
"9343",20,25,"right","f","l","Symmetry","Matching","Stranger",928,0.928,1
"9344",20,25,"right","f","missed","Symmetry","Matching","Stranger",1500,1.5,NA
"9345",20,25,"right","f","a","Symmetry","Matching","Stranger",604,0.604,0
"9346",20,25,"right","f","l","Symmetry","Matching","Stranger",392,0.392,1
"9347",20,25,"right","f","a","Symmetry","Matching","Stranger",724,0.724,0
"9348",20,25,"right","f","l","Symmetry","Matching","Stranger",358,0.358,1
"9349",20,25,"right","f","l","Symmetry","Matching","Stranger",767,0.767,1
"9350",20,25,"right","f","a","Symmetry","Matching","Stranger",578,0.578,0
"9351",20,25,"right","f","l","Symmetry","Matching","Stranger",565,0.565,1
"9352",20,25,"right","f","a","Symmetry","Matching","Stranger",588,0.588,0
"9353",20,25,"right","f","a","Symmetry","Matching","Stranger",558,0.558,0
"9354",20,25,"right","f","l","Symmetry","Matching","Stranger",535,0.535,1
"9355",20,25,"right","f","l","Symmetry","Matching","Stranger",464,0.464,1
"9356",20,25,"right","f","l","Symmetry","Matching","Stranger",1051,1.051,1
"9357",20,25,"right","f","l","Symmetry","Matching","Stranger",436,0.436,1
"9358",20,25,"right","f","l","Symmetry","Matching","Stranger",1188,1.188,1
"9359",20,25,"right","f","a","Symmetry","Matching","Stranger",676,0.676,0
"9360",20,25,"right","f","l","Symmetry","Matching","Stranger",413,0.413,1
"9361",20,25,"right","f","a","Asymmetry","Nonmatching","Self",746,0.746,1
"9362",20,25,"right","f","l","Asymmetry","Nonmatching","Self",738,0.738,0
"9363",20,25,"right","f","a","Asymmetry","Nonmatching","Self",568,0.568,1
"9364",20,25,"right","f","missed","Asymmetry","Nonmatching","Self",1500,1.5,NA
"9365",20,25,"right","f","l","Asymmetry","Nonmatching","Self",754,0.754,0
"9366",20,25,"right","f","l","Asymmetry","Nonmatching","Self",657,0.657,0
"9367",20,25,"right","f","a","Asymmetry","Nonmatching","Self",565,0.565,1
"9368",20,25,"right","f","missed","Asymmetry","Nonmatching","Self",1500,1.5,NA
"9369",20,25,"right","f","l","Asymmetry","Nonmatching","Self",582,0.582,0
"9370",20,25,"right","f","l","Asymmetry","Nonmatching","Self",663,0.663,0
"9371",20,25,"right","f","l","Asymmetry","Nonmatching","Self",505,0.505,0
"9372",20,25,"right","f","l","Asymmetry","Nonmatching","Self",414,0.414,0
"9373",20,25,"right","f","a","Asymmetry","Nonmatching","Self",378,0.378,1
"9374",20,25,"right","f","l","Asymmetry","Nonmatching","Self",659,0.659,0
"9375",20,25,"right","f","l","Asymmetry","Nonmatching","Self",487,0.487,0
"9376",20,25,"right","f","a","Asymmetry","Nonmatching","Self",575,0.575,1
"9377",20,25,"right","f","l","Asymmetry","Nonmatching","Self",354,0.354,0
"9378",20,25,"right","f","a","Asymmetry","Nonmatching","Self",740,0.74,1
"9379",20,25,"right","f","a","Asymmetry","Nonmatching","Self",877,0.877,1
"9380",20,25,"right","f","l","Asymmetry","Nonmatching","Self",816,0.816,0
"9381",20,25,"right","f","l","Asymmetry","Nonmatching","Self",385,0.385,0
"9382",20,25,"right","f","a","Asymmetry","Nonmatching","Self",550,0.55,1
"9383",20,25,"right","f","a","Asymmetry","Nonmatching","Self",461,0.461,1
"9384",20,25,"right","f","a","Asymmetry","Nonmatching","Self",636,0.636,1
"9385",20,25,"right","f","a","Asymmetry","Nonmatching","Self",563,0.563,1
"9386",20,25,"right","f","l","Asymmetry","Nonmatching","Self",894,0.894,0
"9387",20,25,"right","f","l","Asymmetry","Nonmatching","Self",404,0.404,0
"9388",20,25,"right","f","l","Asymmetry","Nonmatching","Self",1101,1.101,0
"9389",20,25,"right","f","l","Asymmetry","Nonmatching","Self",681,0.681,0
"9390",20,25,"right","f","missed","Asymmetry","Nonmatching","Self",1500,1.5,NA
"9391",20,25,"right","f","l","Asymmetry","Nonmatching","Self",671,0.671,0
"9392",20,25,"right","f","l","Asymmetry","Nonmatching","Self",485,0.485,0
"9393",20,25,"right","f","l","Asymmetry","Nonmatching","Self",915,0.915,0
"9394",20,25,"right","f","a","Asymmetry","Nonmatching","Self",600,0.6,1
"9395",20,25,"right","f","l","Asymmetry","Nonmatching","Self",890,0.89,0
"9396",20,25,"right","f","missed","Asymmetry","Nonmatching","Self",1500,1.5,NA
"9397",20,25,"right","f","missed","Asymmetry","Nonmatching","Self",1500,1.5,NA
"9398",20,25,"right","f","l","Asymmetry","Nonmatching","Self",522,0.522,0
"9399",20,25,"right","f","l","Asymmetry","Nonmatching","Self",695,0.695,0
"9400",20,25,"right","f","l","Asymmetry","Nonmatching","Self",364,0.364,0
"9401",20,25,"right","f","missed","Asymmetry","Nonmatching","Self",1500,1.5,NA
"9402",20,25,"right","f","l","Asymmetry","Nonmatching","Self",384,0.384,0
"9403",20,25,"right","f","l","Asymmetry","Nonmatching","Self",576,0.576,0
"9404",20,25,"right","f","a","Asymmetry","Nonmatching","Self",450,0.45,1
"9405",20,25,"right","f","missed","Asymmetry","Nonmatching","Self",1500,1.5,NA
"9406",20,25,"right","f","missed","Asymmetry","Nonmatching","Self",1500,1.5,NA
"9407",20,25,"right","f","a","Asymmetry","Nonmatching","Self",590,0.59,1
"9408",20,25,"right","f","missed","Asymmetry","Nonmatching","Self",1500,1.5,NA
"9409",20,25,"right","f","l","Asymmetry","Nonmatching","Self",303,0.303,0
"9410",20,25,"right","f","l","Asymmetry","Nonmatching","Self",613,0.613,0
"9411",20,25,"right","f","missed","Asymmetry","Nonmatching","Self",1500,1.5,NA
"9412",20,25,"right","f","l","Asymmetry","Nonmatching","Self",575,0.575,0
"9413",20,25,"right","f","missed","Asymmetry","Nonmatching","Self",1500,1.5,NA
"9414",20,25,"right","f","a","Asymmetry","Nonmatching","Self",920,0.92,1
"9415",20,25,"right","f","l","Asymmetry","Nonmatching","Self",273,0.273,0
"9416",20,25,"right","f","missed","Asymmetry","Nonmatching","Self",1500,1.5,NA
"9417",20,25,"right","f","l","Asymmetry","Nonmatching","Self",590,0.59,0
"9418",20,25,"right","f","l","Asymmetry","Nonmatching","Self",783,0.783,0
"9419",20,25,"right","f","l","Asymmetry","Nonmatching","Self",519,0.519,0
"9420",20,25,"right","f","missed","Asymmetry","Nonmatching","Self",1500,1.5,NA
"9421",20,25,"right","f","l","Symmetry","Nonmatching","Self",943,0.943,0
"9422",20,25,"right","f","l","Symmetry","Nonmatching","Self",955,0.955,0
"9423",20,25,"right","f","l","Symmetry","Nonmatching","Self",742,0.742,0
"9424",20,25,"right","f","l","Symmetry","Nonmatching","Self",836,0.836,0
"9425",20,25,"right","f","l","Symmetry","Nonmatching","Self",520,0.52,0
"9426",20,25,"right","f","a","Symmetry","Nonmatching","Self",560,0.56,1
"9427",20,25,"right","f","a","Symmetry","Nonmatching","Self",657,0.657,1
"9428",20,25,"right","f","a","Symmetry","Nonmatching","Self",557,0.557,1
"9429",20,25,"right","f","l","Symmetry","Nonmatching","Self",985,0.985,0
"9430",20,25,"right","f","a","Symmetry","Nonmatching","Self",810,0.81,1
"9431",20,25,"right","f","l","Symmetry","Nonmatching","Self",1166,1.166,0
"9432",20,25,"right","f","l","Symmetry","Nonmatching","Self",485,0.485,0
"9433",20,25,"right","f","a","Symmetry","Nonmatching","Self",644,0.644,1
"9434",20,25,"right","f","l","Symmetry","Nonmatching","Self",506,0.506,0
"9435",20,25,"right","f","l","Symmetry","Nonmatching","Self",555,0.555,0
"9436",20,25,"right","f","l","Symmetry","Nonmatching","Self",582,0.582,0
"9437",20,25,"right","f","a","Symmetry","Nonmatching","Self",681,0.681,1
"9438",20,25,"right","f","l","Symmetry","Nonmatching","Self",536,0.536,0
"9439",20,25,"right","f","a","Symmetry","Nonmatching","Self",1105,1.105,1
"9440",20,25,"right","f","l","Symmetry","Nonmatching","Self",369,0.369,0
"9441",20,25,"right","f","a","Symmetry","Nonmatching","Self",737,0.737,1
"9442",20,25,"right","f","l","Symmetry","Nonmatching","Self",871,0.871,0
"9443",20,25,"right","f","a","Symmetry","Nonmatching","Self",867,0.867,1
"9444",20,25,"right","f","missed","Symmetry","Nonmatching","Self",1500,1.5,NA
"9445",20,25,"right","f","a","Symmetry","Nonmatching","Self",974,0.974,1
"9446",20,25,"right","f","missed","Symmetry","Nonmatching","Self",1500,1.5,NA
"9447",20,25,"right","f","l","Symmetry","Nonmatching","Self",644,0.644,0
"9448",20,25,"right","f","missed","Symmetry","Nonmatching","Self",1500,1.5,NA
"9449",20,25,"right","f","a","Symmetry","Nonmatching","Self",977,0.977,1
"9450",20,25,"right","f","a","Symmetry","Nonmatching","Self",602,0.602,1
"9451",20,25,"right","f","l","Symmetry","Nonmatching","Self",557,0.557,0
"9452",20,25,"right","f","a","Symmetry","Nonmatching","Self",1104,1.104,1
"9453",20,25,"right","f","a","Symmetry","Nonmatching","Self",697,0.697,1
"9454",20,25,"right","f","l","Symmetry","Nonmatching","Self",404,0.404,0
"9455",20,25,"right","f","l","Symmetry","Nonmatching","Self",535,0.535,0
"9456",20,25,"right","f","l","Symmetry","Nonmatching","Self",405,0.405,0
"9457",20,25,"right","f","l","Symmetry","Nonmatching","Self",578,0.578,0
"9458",20,25,"right","f","a","Symmetry","Nonmatching","Self",1128,1.128,1
"9459",20,25,"right","f","l","Symmetry","Nonmatching","Self",395,0.395,0
"9460",20,25,"right","f","a","Symmetry","Nonmatching","Self",737,0.737,1
"9461",20,25,"right","f","l","Symmetry","Nonmatching","Self",336,0.336,0
"9462",20,25,"right","f","l","Symmetry","Nonmatching","Self",301,0.301,0
"9463",20,25,"right","f","l","Symmetry","Nonmatching","Self",729,0.729,0
"9464",20,25,"right","f","l","Symmetry","Nonmatching","Self",904,0.904,0
"9465",20,25,"right","f","l","Symmetry","Nonmatching","Self",568,0.568,0
"9466",20,25,"right","f","missed","Symmetry","Nonmatching","Self",1500,1.5,NA
"9467",20,25,"right","f","l","Symmetry","Nonmatching","Self",466,0.466,0
"9468",20,25,"right","f","l","Symmetry","Nonmatching","Self",528,0.528,0
"9469",20,25,"right","f","a","Symmetry","Nonmatching","Self",616,0.616,1
"9470",20,25,"right","f","a","Symmetry","Nonmatching","Self",1270,1.27,1
"9471",20,25,"right","f","l","Symmetry","Nonmatching","Self",580,0.58,0
"9472",20,25,"right","f","a","Symmetry","Nonmatching","Self",1055,1.055,1
"9473",20,25,"right","f","l","Symmetry","Nonmatching","Self",463,0.463,0
"9474",20,25,"right","f","a","Symmetry","Nonmatching","Self",561,0.561,1
"9475",20,25,"right","f","l","Symmetry","Nonmatching","Self",346,0.346,0
"9476",20,25,"right","f","a","Symmetry","Nonmatching","Self",1098,1.098,1
"9477",20,25,"right","f","l","Symmetry","Nonmatching","Self",633,0.633,0
"9478",20,25,"right","f","a","Symmetry","Nonmatching","Self",678,0.678,1
"9479",20,25,"right","f","a","Symmetry","Nonmatching","Self",652,0.652,1
"9480",20,25,"right","f","l","Symmetry","Nonmatching","Self",465,0.465,0
"9481",20,25,"right","f","l","Asymmetry","Nonmatching","Stranger",848,0.848,0
"9482",20,25,"right","f","a","Asymmetry","Nonmatching","Stranger",572,0.572,1
"9483",20,25,"right","f","l","Asymmetry","Nonmatching","Stranger",751,0.751,0
"9484",20,25,"right","f","l","Asymmetry","Nonmatching","Stranger",566,0.566,0
"9485",20,25,"right","f","l","Asymmetry","Nonmatching","Stranger",270,0.27,0
"9486",20,25,"right","f","l","Asymmetry","Nonmatching","Stranger",739,0.739,0
"9487",20,25,"right","f","l","Asymmetry","Nonmatching","Stranger",393,0.393,0
"9488",20,25,"right","f","a","Asymmetry","Nonmatching","Stranger",538,0.538,1
"9489",20,25,"right","f","a","Asymmetry","Nonmatching","Stranger",857,0.857,1
"9490",20,25,"right","f","a","Asymmetry","Nonmatching","Stranger",458,0.458,1
"9491",20,25,"right","f","l","Asymmetry","Nonmatching","Stranger",386,0.386,0
"9492",20,25,"right","f","l","Asymmetry","Nonmatching","Stranger",466,0.466,0
"9493",20,25,"right","f","a","Asymmetry","Nonmatching","Stranger",597,0.597,1
"9494",20,25,"right","f","a","Asymmetry","Nonmatching","Stranger",462,0.462,1
"9495",20,25,"right","f","l","Asymmetry","Nonmatching","Stranger",603,0.603,0
"9496",20,25,"right","f","a","Asymmetry","Nonmatching","Stranger",357,0.357,1
"9497",20,25,"right","f","l","Asymmetry","Nonmatching","Stranger",1089,1.089,0
"9498",20,25,"right","f","l","Asymmetry","Nonmatching","Stranger",524,0.524,0
"9499",20,25,"right","f","a","Asymmetry","Nonmatching","Stranger",740,0.74,1
"9500",20,25,"right","f","a","Asymmetry","Nonmatching","Stranger",480,0.48,1
"9501",20,25,"right","f","l","Asymmetry","Nonmatching","Stranger",711,0.711,0
"9502",20,25,"right","f","l","Asymmetry","Nonmatching","Stranger",637,0.637,0
"9503",20,25,"right","f","l","Asymmetry","Nonmatching","Stranger",491,0.491,0
"9504",20,25,"right","f","a","Asymmetry","Nonmatching","Stranger",383,0.383,1
"9505",20,25,"right","f","l","Asymmetry","Nonmatching","Stranger",625,0.625,0
"9506",20,25,"right","f","a","Asymmetry","Nonmatching","Stranger",563,0.563,1
"9507",20,25,"right","f","l","Asymmetry","Nonmatching","Stranger",609,0.609,0
"9508",20,25,"right","f","a","Asymmetry","Nonmatching","Stranger",802,0.802,1
"9509",20,25,"right","f","a","Asymmetry","Nonmatching","Stranger",666,0.666,1
"9510",20,25,"right","f","l","Asymmetry","Nonmatching","Stranger",437,0.437,0
"9511",20,25,"right","f","a","Asymmetry","Nonmatching","Stranger",431,0.431,1
"9512",20,25,"right","f","l","Asymmetry","Nonmatching","Stranger",575,0.575,0
"9513",20,25,"right","f","a","Asymmetry","Nonmatching","Stranger",397,0.397,1
"9514",20,25,"right","f","l","Asymmetry","Nonmatching","Stranger",607,0.607,0
"9515",20,25,"right","f","a","Asymmetry","Nonmatching","Stranger",1111,1.111,1
"9516",20,25,"right","f","a","Asymmetry","Nonmatching","Stranger",499,0.499,1
"9517",20,25,"right","f","l","Asymmetry","Nonmatching","Stranger",588,0.588,0
"9518",20,25,"right","f","missed","Asymmetry","Nonmatching","Stranger",1500,1.5,NA
"9519",20,25,"right","f","missed","Asymmetry","Nonmatching","Stranger",1500,1.5,NA
"9520",20,25,"right","f","l","Asymmetry","Nonmatching","Stranger",482,0.482,0
"9521",20,25,"right","f","a","Asymmetry","Nonmatching","Stranger",675,0.675,1
"9522",20,25,"right","f","missed","Asymmetry","Nonmatching","Stranger",1500,1.5,NA
"9523",20,25,"right","f","missed","Asymmetry","Nonmatching","Stranger",1500,1.5,NA
"9524",20,25,"right","f","missed","Asymmetry","Nonmatching","Stranger",1500,1.5,NA
"9525",20,25,"right","f","missed","Asymmetry","Nonmatching","Stranger",1500,1.5,NA
"9526",20,25,"right","f","a","Asymmetry","Nonmatching","Stranger",984,0.984,1
