"","Subject","Age","Handedness","Gender","Response","Symmetry","Matching","Identity","RT_ms","RT_sec","ACC"
"1",1,22,"right","f","l","Symmetry","Matching","Self",872,0.872,0
"2",1,22,"right","f","l","Symmetry","Matching","Self",1118,1.118,0
"3",1,22,"right","f","a","Symmetry","Matching","Self",938,0.938,1
"4",1,22,"right","f","a","Symmetry","Matching","Self",636,0.636,1
"5",1,22,"right","f","a","Symmetry","Matching","Self",533,0.533,1
"6",1,22,"right","f","a","Symmetry","Matching","Self",595,0.595,1
"7",1,22,"right","f","a","Symmetry","Matching","Self",474,0.474,1
"8",1,22,"right","f","a","Symmetry","Matching","Self",596,0.596,1
"9",1,22,"right","f","a","Symmetry","Matching","Self",565,0.565,1
"10",1,22,"right","f","a","Symmetry","Matching","Self",477,0.477,1
"11",1,22,"right","f","a","Symmetry","Matching","Self",504,0.504,1
"12",1,22,"right","f","a","Symmetry","Matching","Self",395,0.395,1
"13",1,22,"right","f","a","Symmetry","Matching","Self",152,0.152,1
"14",1,22,"right","f","a","Symmetry","Matching","Self",427,0.427,1
"15",1,22,"right","f","a","Symmetry","Matching","Self",597,0.597,1
"16",1,22,"right","f","a","Symmetry","Matching","Self",711,0.711,1
"17",1,22,"right","f","a","Symmetry","Matching","Self",485,0.485,1
"18",1,22,"right","f","a","Symmetry","Matching","Self",670,0.67,1
"19",1,22,"right","f","l","Symmetry","Matching","Self",471,0.471,0
"20",1,22,"right","f","a","Symmetry","Matching","Self",517,0.517,1
"21",1,22,"right","f","a","Symmetry","Matching","Self",484,0.484,1
"22",1,22,"right","f","a","Symmetry","Matching","Self",949,0.949,1
"23",1,22,"right","f","a","Symmetry","Matching","Self",649,0.649,1
"24",1,22,"right","f","a","Symmetry","Matching","Self",705,0.705,1
"25",1,22,"right","f","a","Symmetry","Matching","Self",645,0.645,1
"26",1,22,"right","f","a","Symmetry","Matching","Self",452,0.452,1
"27",1,22,"right","f","a","Symmetry","Matching","Self",468,0.468,1
"28",1,22,"right","f","a","Symmetry","Matching","Self",598,0.598,1
"29",1,22,"right","f","a","Symmetry","Matching","Self",521,0.521,1
"30",1,22,"right","f","a","Symmetry","Matching","Self",581,0.581,1
"31",1,22,"right","f","a","Symmetry","Matching","Self",533,0.533,1
"32",1,22,"right","f","a","Symmetry","Matching","Self",474,0.474,1
"33",1,22,"right","f","a","Symmetry","Matching","Self",520,0.52,1
"34",1,22,"right","f","a","Symmetry","Matching","Self",622,0.622,1
"35",1,22,"right","f","a","Symmetry","Matching","Self",334,0.334,1
"36",1,22,"right","f","a","Symmetry","Matching","Self",300,0.3,1
"37",1,22,"right","f","a","Symmetry","Matching","Self",449,0.449,1
"38",1,22,"right","f","a","Symmetry","Matching","Self",531,0.531,1
"39",1,22,"right","f","a","Symmetry","Matching","Self",484,0.484,1
"40",1,22,"right","f","a","Symmetry","Matching","Self",528,0.528,1
"41",1,22,"right","f","a","Symmetry","Matching","Self",650,0.65,1
"42",1,22,"right","f","a","Symmetry","Matching","Self",676,0.676,1
"43",1,22,"right","f","a","Symmetry","Matching","Self",619,0.619,1
"44",1,22,"right","f","a","Symmetry","Matching","Self",611,0.611,1
"45",1,22,"right","f","a","Symmetry","Matching","Self",560,0.56,1
"46",1,22,"right","f","a","Symmetry","Matching","Self",515,0.515,1
"47",1,22,"right","f","l","Symmetry","Matching","Self",765,0.765,0
"48",1,22,"right","f","a","Symmetry","Matching","Self",425,0.425,1
"49",1,22,"right","f","a","Symmetry","Matching","Self",526,0.526,1
"50",1,22,"right","f","missed","Symmetry","Matching","Self",1500,1.5,NA
"51",1,22,"right","f","a","Symmetry","Matching","Self",529,0.529,1
"52",1,22,"right","f","a","Symmetry","Matching","Self",594,0.594,1
"53",1,22,"right","f","a","Symmetry","Matching","Self",626,0.626,1
"54",1,22,"right","f","a","Symmetry","Matching","Self",487,0.487,1
"55",1,22,"right","f","a","Symmetry","Matching","Self",711,0.711,1
"56",1,22,"right","f","a","Symmetry","Matching","Self",662,0.662,1
"57",1,22,"right","f","a","Symmetry","Matching","Self",459,0.459,1
"58",1,22,"right","f","a","Symmetry","Matching","Self",449,0.449,1
"59",1,22,"right","f","a","Symmetry","Matching","Self",398,0.398,1
"60",1,22,"right","f","a","Symmetry","Matching","Self",573,0.573,1
"61",1,22,"right","f","a","Asymmetry","Matching","Self",860,0.86,1
"62",1,22,"right","f","a","Asymmetry","Matching","Self",749,0.749,1
"63",1,22,"right","f","a","Asymmetry","Matching","Self",556,0.556,1
"64",1,22,"right","f","a","Asymmetry","Matching","Self",511,0.511,1
"65",1,22,"right","f","a","Asymmetry","Matching","Self",882,0.882,1
"66",1,22,"right","f","a","Asymmetry","Matching","Self",529,0.529,1
"67",1,22,"right","f","a","Asymmetry","Matching","Self",742,0.742,1
"68",1,22,"right","f","a","Asymmetry","Matching","Self",641,0.641,1
"69",1,22,"right","f","a","Asymmetry","Matching","Self",650,0.65,1
"70",1,22,"right","f","a","Asymmetry","Matching","Self",590,0.59,1
"71",1,22,"right","f","l","Asymmetry","Matching","Self",914,0.914,0
"72",1,22,"right","f","a","Asymmetry","Matching","Self",629,0.629,1
"73",1,22,"right","f","a","Asymmetry","Matching","Self",696,0.696,1
"74",1,22,"right","f","a","Asymmetry","Matching","Self",791,0.791,1
"75",1,22,"right","f","a","Asymmetry","Matching","Self",1132,1.132,1
"76",1,22,"right","f","a","Asymmetry","Matching","Self",479,0.479,1
"77",1,22,"right","f","a","Asymmetry","Matching","Self",820,0.82,1
"78",1,22,"right","f","l","Asymmetry","Matching","Self",840,0.84,0
"79",1,22,"right","f","a","Asymmetry","Matching","Self",810,0.81,1
"80",1,22,"right","f","a","Asymmetry","Matching","Self",547,0.547,1
"81",1,22,"right","f","l","Asymmetry","Matching","Self",522,0.522,0
"82",1,22,"right","f","a","Asymmetry","Matching","Self",967,0.967,1
"83",1,22,"right","f","l","Asymmetry","Matching","Self",729,0.729,0
"84",1,22,"right","f","missed","Asymmetry","Matching","Self",1500,1.5,NA
"85",1,22,"right","f","a","Asymmetry","Matching","Self",763,0.763,1
"86",1,22,"right","f","a","Asymmetry","Matching","Self",938,0.938,1
"87",1,22,"right","f","l","Asymmetry","Matching","Self",499,0.499,0
"88",1,22,"right","f","a","Asymmetry","Matching","Self",593,0.593,1
"89",1,22,"right","f","a","Asymmetry","Matching","Self",480,0.48,1
"90",1,22,"right","f","a","Asymmetry","Matching","Self",976,0.976,1
"91",1,22,"right","f","l","Asymmetry","Matching","Self",1084,1.084,0
"92",1,22,"right","f","a","Asymmetry","Matching","Self",662,0.662,1
"93",1,22,"right","f","a","Asymmetry","Matching","Self",856,0.856,1
"94",1,22,"right","f","a","Asymmetry","Matching","Self",692,0.692,1
"95",1,22,"right","f","a","Asymmetry","Matching","Self",646,0.646,1
"96",1,22,"right","f","a","Asymmetry","Matching","Self",608,0.608,1
"97",1,22,"right","f","l","Asymmetry","Matching","Self",774,0.774,0
"98",1,22,"right","f","l","Asymmetry","Matching","Self",482,0.482,0
"99",1,22,"right","f","l","Asymmetry","Matching","Self",604,0.604,0
"100",1,22,"right","f","a","Asymmetry","Matching","Self",658,0.658,1
"101",1,22,"right","f","a","Asymmetry","Matching","Self",621,0.621,1
"102",1,22,"right","f","l","Asymmetry","Matching","Self",692,0.692,0
"103",1,22,"right","f","a","Asymmetry","Matching","Self",974,0.974,1
"104",1,22,"right","f","l","Asymmetry","Matching","Self",452,0.452,0
"105",1,22,"right","f","a","Asymmetry","Matching","Self",560,0.56,1
"106",1,22,"right","f","l","Asymmetry","Matching","Self",862,0.862,0
"107",1,22,"right","f","a","Asymmetry","Matching","Self",613,0.613,1
"108",1,22,"right","f","a","Asymmetry","Matching","Self",646,0.646,1
"109",1,22,"right","f","a","Asymmetry","Matching","Self",895,0.895,1
"110",1,22,"right","f","a","Asymmetry","Matching","Self",465,0.465,1
"111",1,22,"right","f","a","Asymmetry","Matching","Self",480,0.48,1
"112",1,22,"right","f","a","Asymmetry","Matching","Self",544,0.544,1
"113",1,22,"right","f","a","Asymmetry","Matching","Self",601,0.601,1
"114",1,22,"right","f","a","Asymmetry","Matching","Self",477,0.477,1
"115",1,22,"right","f","a","Asymmetry","Matching","Self",736,0.736,1
"116",1,22,"right","f","a","Asymmetry","Matching","Self",665,0.665,1
"117",1,22,"right","f","a","Asymmetry","Matching","Self",618,0.618,1
"118",1,22,"right","f","a","Asymmetry","Matching","Self",549,0.549,1
"119",1,22,"right","f","a","Asymmetry","Matching","Self",534,0.534,1
"120",1,22,"right","f","l","Asymmetry","Matching","Self",534,0.534,0
"121",1,22,"right","f","a","Symmetry","Matching","Stranger",983,0.983,1
"122",1,22,"right","f","a","Symmetry","Matching","Stranger",846,0.846,1
"123",1,22,"right","f","l","Symmetry","Matching","Stranger",1244,1.244,0
"124",1,22,"right","f","a","Symmetry","Matching","Stranger",985,0.985,1
"125",1,22,"right","f","a","Symmetry","Matching","Stranger",961,0.961,1
"126",1,22,"right","f","l","Symmetry","Matching","Stranger",515,0.515,0
"127",1,22,"right","f","l","Symmetry","Matching","Stranger",687,0.687,0
"128",1,22,"right","f","l","Symmetry","Matching","Stranger",606,0.606,0
"129",1,22,"right","f","l","Symmetry","Matching","Stranger",56,0.056,0
"130",1,22,"right","f","a","Symmetry","Matching","Stranger",980,0.98,1
"131",1,22,"right","f","l","Symmetry","Matching","Stranger",401,0.401,0
"132",1,22,"right","f","l","Symmetry","Matching","Stranger",481,0.481,0
"133",1,22,"right","f","l","Symmetry","Matching","Stranger",502,0.502,0
"134",1,22,"right","f","missed","Symmetry","Matching","Stranger",1500,1.5,NA
"135",1,22,"right","f","l","Symmetry","Matching","Stranger",665,0.665,0
"136",1,22,"right","f","l","Symmetry","Matching","Stranger",496,0.496,0
"137",1,22,"right","f","l","Symmetry","Matching","Stranger",484,0.484,0
"138",1,22,"right","f","a","Symmetry","Matching","Stranger",682,0.682,1
"139",1,22,"right","f","l","Symmetry","Matching","Stranger",417,0.417,0
"140",1,22,"right","f","l","Symmetry","Matching","Stranger",524,0.524,0
"141",1,22,"right","f","a","Symmetry","Matching","Stranger",787,0.787,1
"142",1,22,"right","f","a","Symmetry","Matching","Stranger",1250,1.25,1
"143",1,22,"right","f","a","Symmetry","Matching","Stranger",908,0.908,1
"144",1,22,"right","f","l","Symmetry","Matching","Stranger",674,0.674,0
"145",1,22,"right","f","a","Symmetry","Matching","Stranger",211,0.211,1
"146",1,22,"right","f","a","Symmetry","Matching","Stranger",307,0.307,1
"147",1,22,"right","f","a","Symmetry","Matching","Stranger",574,0.574,1
"148",1,22,"right","f","a","Symmetry","Matching","Stranger",778,0.778,1
"149",1,22,"right","f","l","Symmetry","Matching","Stranger",446,0.446,0
"150",1,22,"right","f","a","Symmetry","Matching","Stranger",796,0.796,1
"151",1,22,"right","f","a","Symmetry","Matching","Stranger",706,0.706,1
"152",1,22,"right","f","a","Symmetry","Matching","Stranger",808,0.808,1
"153",1,22,"right","f","a","Symmetry","Matching","Stranger",523,0.523,1
"154",1,22,"right","f","a","Symmetry","Matching","Stranger",593,0.593,1
"155",1,22,"right","f","a","Symmetry","Matching","Stranger",478,0.478,1
"156",1,22,"right","f","a","Symmetry","Matching","Stranger",922,0.922,1
"157",1,22,"right","f","l","Symmetry","Matching","Stranger",929,0.929,0
"158",1,22,"right","f","a","Symmetry","Matching","Stranger",899,0.899,1
"159",1,22,"right","f","a","Symmetry","Matching","Stranger",746,0.746,1
"160",1,22,"right","f","a","Symmetry","Matching","Stranger",945,0.945,1
"161",1,22,"right","f","a","Symmetry","Matching","Stranger",682,0.682,1
"162",1,22,"right","f","l","Symmetry","Matching","Stranger",590,0.59,0
"163",1,22,"right","f","a","Symmetry","Matching","Stranger",725,0.725,1
"164",1,22,"right","f","l","Symmetry","Matching","Stranger",696,0.696,0
"165",1,22,"right","f","a","Symmetry","Matching","Stranger",780,0.78,1
"166",1,22,"right","f","a","Symmetry","Matching","Stranger",472,0.472,1
"167",1,22,"right","f","a","Symmetry","Matching","Stranger",747,0.747,1
"168",1,22,"right","f","a","Symmetry","Matching","Stranger",691,0.691,1
"169",1,22,"right","f","a","Symmetry","Matching","Stranger",746,0.746,1
"170",1,22,"right","f","a","Symmetry","Matching","Stranger",577,0.577,1
"171",1,22,"right","f","a","Symmetry","Matching","Stranger",1143,1.143,1
"172",1,22,"right","f","a","Symmetry","Matching","Stranger",574,0.574,1
"173",1,22,"right","f","l","Symmetry","Matching","Stranger",533,0.533,0
"174",1,22,"right","f","a","Symmetry","Matching","Stranger",591,0.591,1
"175",1,22,"right","f","a","Symmetry","Matching","Stranger",971,0.971,1
"176",1,22,"right","f","a","Symmetry","Matching","Stranger",573,0.573,1
"177",1,22,"right","f","a","Symmetry","Matching","Stranger",612,0.612,1
"178",1,22,"right","f","l","Symmetry","Matching","Stranger",555,0.555,0
"179",1,22,"right","f","a","Symmetry","Matching","Stranger",680,0.68,1
"180",1,22,"right","f","a","Symmetry","Matching","Stranger",624,0.624,1
"181",1,22,"right","f","a","Asymmetry","Matching","Stranger",779,0.779,1
"182",1,22,"right","f","a","Asymmetry","Matching","Stranger",909,0.909,1
"183",1,22,"right","f","a","Asymmetry","Matching","Stranger",487,0.487,1
"184",1,22,"right","f","a","Asymmetry","Matching","Stranger",461,0.461,1
"185",1,22,"right","f","a","Asymmetry","Matching","Stranger",519,0.519,1
"186",1,22,"right","f","a","Asymmetry","Matching","Stranger",644,0.644,1
"187",1,22,"right","f","l","Asymmetry","Matching","Stranger",862,0.862,0
"188",1,22,"right","f","a","Asymmetry","Matching","Stranger",1231,1.231,1
"189",1,22,"right","f","a","Asymmetry","Matching","Stranger",580,0.58,1
"190",1,22,"right","f","l","Asymmetry","Matching","Stranger",559,0.559,0
"191",1,22,"right","f","a","Asymmetry","Matching","Stranger",727,0.727,1
"192",1,22,"right","f","l","Asymmetry","Matching","Stranger",1392,1.392,0
"193",1,22,"right","f","a","Asymmetry","Matching","Stranger",928,0.928,1
"194",1,22,"right","f","a","Asymmetry","Matching","Stranger",720,0.72,1
"195",1,22,"right","f","a","Asymmetry","Matching","Stranger",731,0.731,1
"196",1,22,"right","f","a","Asymmetry","Matching","Stranger",679,0.679,1
"197",1,22,"right","f","a","Asymmetry","Matching","Stranger",741,0.741,1
"198",1,22,"right","f","a","Asymmetry","Matching","Stranger",923,0.923,1
"199",1,22,"right","f","a","Asymmetry","Matching","Stranger",576,0.576,1
"200",1,22,"right","f","a","Asymmetry","Matching","Stranger",641,0.641,1
"201",1,22,"right","f","a","Asymmetry","Matching","Stranger",573,0.573,1
"202",1,22,"right","f","l","Asymmetry","Matching","Stranger",904,0.904,0
"203",1,22,"right","f","l","Asymmetry","Matching","Stranger",414,0.414,0
"204",1,22,"right","f","a","Asymmetry","Matching","Stranger",833,0.833,1
"205",1,22,"right","f","a","Asymmetry","Matching","Stranger",568,0.568,1
"206",1,22,"right","f","l","Asymmetry","Matching","Stranger",862,0.862,0
"207",1,22,"right","f","a","Asymmetry","Matching","Stranger",852,0.852,1
"208",1,22,"right","f","a","Asymmetry","Matching","Stranger",527,0.527,1
"209",1,22,"right","f","l","Asymmetry","Matching","Stranger",531,0.531,0
"210",1,22,"right","f","a","Asymmetry","Matching","Stranger",497,0.497,1
"211",1,22,"right","f","a","Asymmetry","Matching","Stranger",443,0.443,1
"212",1,22,"right","f","l","Asymmetry","Matching","Stranger",584,0.584,0
"213",1,22,"right","f","a","Asymmetry","Matching","Stranger",480,0.48,1
"214",1,22,"right","f","a","Asymmetry","Matching","Stranger",619,0.619,1
"215",1,22,"right","f","a","Asymmetry","Matching","Stranger",454,0.454,1
"216",1,22,"right","f","a","Asymmetry","Matching","Stranger",519,0.519,1
"217",1,22,"right","f","a","Asymmetry","Matching","Stranger",803,0.803,1
"218",1,22,"right","f","a","Asymmetry","Matching","Stranger",577,0.577,1
"219",1,22,"right","f","a","Asymmetry","Matching","Stranger",674,0.674,1
"220",1,22,"right","f","a","Asymmetry","Matching","Stranger",499,0.499,1
"221",1,22,"right","f","a","Asymmetry","Matching","Stranger",514,0.514,1
"222",1,22,"right","f","a","Asymmetry","Matching","Stranger",545,0.545,1
"223",1,22,"right","f","a","Asymmetry","Matching","Stranger",586,0.586,1
"224",1,22,"right","f","a","Asymmetry","Matching","Stranger",575,0.575,1
"225",1,22,"right","f","a","Asymmetry","Matching","Stranger",725,0.725,1
"226",1,22,"right","f","a","Asymmetry","Matching","Stranger",761,0.761,1
"227",1,22,"right","f","a","Asymmetry","Matching","Stranger",874,0.874,1
"228",1,22,"right","f","a","Asymmetry","Matching","Stranger",957,0.957,1
"229",1,22,"right","f","a","Asymmetry","Matching","Stranger",432,0.432,1
"230",1,22,"right","f","a","Asymmetry","Matching","Stranger",594,0.594,1
"231",1,22,"right","f","a","Asymmetry","Matching","Stranger",455,0.455,1
"232",1,22,"right","f","a","Asymmetry","Matching","Stranger",565,0.565,1
"233",1,22,"right","f","l","Asymmetry","Matching","Stranger",489,0.489,0
"234",1,22,"right","f","a","Asymmetry","Matching","Stranger",720,0.72,1
"235",1,22,"right","f","l","Asymmetry","Matching","Stranger",489,0.489,0
"236",1,22,"right","f","a","Asymmetry","Matching","Stranger",559,0.559,1
"237",1,22,"right","f","a","Asymmetry","Matching","Stranger",504,0.504,1
"238",1,22,"right","f","a","Asymmetry","Matching","Stranger",415,0.415,1
"239",1,22,"right","f","a","Asymmetry","Matching","Stranger",396,0.396,1
"240",1,22,"right","f","a","Asymmetry","Matching","Stranger",703,0.703,1
"241",1,22,"right","f","l","Symmetry","Nonmatching","Self",763,0.763,1
"242",1,22,"right","f","l","Symmetry","Nonmatching","Self",1303,1.303,1
"243",1,22,"right","f","l","Symmetry","Nonmatching","Self",663,0.663,1
"244",1,22,"right","f","l","Symmetry","Nonmatching","Self",942,0.942,1
"245",1,22,"right","f","l","Symmetry","Nonmatching","Self",622,0.622,1
"246",1,22,"right","f","l","Symmetry","Nonmatching","Self",1066,1.066,1
"247",1,22,"right","f","l","Symmetry","Nonmatching","Self",192,0.192,1
"248",1,22,"right","f","l","Symmetry","Nonmatching","Self",724,0.724,1
"249",1,22,"right","f","a","Symmetry","Nonmatching","Self",437,0.437,0
"250",1,22,"right","f","l","Symmetry","Nonmatching","Self",729,0.729,1
"251",1,22,"right","f","l","Symmetry","Nonmatching","Self",697,0.697,1
"252",1,22,"right","f","l","Symmetry","Nonmatching","Self",381,0.381,1
"253",1,22,"right","f","l","Symmetry","Nonmatching","Self",538,0.538,1
"254",1,22,"right","f","l","Symmetry","Nonmatching","Self",848,0.848,1
"255",1,22,"right","f","l","Symmetry","Nonmatching","Self",653,0.653,1
"256",1,22,"right","f","l","Symmetry","Nonmatching","Self",673,0.673,1
"257",1,22,"right","f","l","Symmetry","Nonmatching","Self",1036,1.036,1
"258",1,22,"right","f","l","Symmetry","Nonmatching","Self",835,0.835,1
"259",1,22,"right","f","l","Symmetry","Nonmatching","Self",515,0.515,1
"260",1,22,"right","f","l","Symmetry","Nonmatching","Self",570,0.57,1
"261",1,22,"right","f","a","Symmetry","Nonmatching","Self",554,0.554,0
"262",1,22,"right","f","l","Symmetry","Nonmatching","Self",571,0.571,1
"263",1,22,"right","f","l","Symmetry","Nonmatching","Self",480,0.48,1
"264",1,22,"right","f","l","Symmetry","Nonmatching","Self",636,0.636,1
"265",1,22,"right","f","a","Symmetry","Nonmatching","Self",402,0.402,0
"266",1,22,"right","f","l","Symmetry","Nonmatching","Self",568,0.568,1
"267",1,22,"right","f","l","Symmetry","Nonmatching","Self",738,0.738,1
"268",1,22,"right","f","l","Symmetry","Nonmatching","Self",981,0.981,1
"269",1,22,"right","f","l","Symmetry","Nonmatching","Self",559,0.559,1
"270",1,22,"right","f","l","Symmetry","Nonmatching","Self",926,0.926,1
"271",1,22,"right","f","l","Symmetry","Nonmatching","Self",526,0.526,1
"272",1,22,"right","f","l","Symmetry","Nonmatching","Self",346,0.346,1
"273",1,22,"right","f","l","Symmetry","Nonmatching","Self",521,0.521,1
"274",1,22,"right","f","l","Symmetry","Nonmatching","Self",387,0.387,1
"275",1,22,"right","f","l","Symmetry","Nonmatching","Self",722,0.722,1
"276",1,22,"right","f","l","Symmetry","Nonmatching","Self",627,0.627,1
"277",1,22,"right","f","l","Symmetry","Nonmatching","Self",564,0.564,1
"278",1,22,"right","f","l","Symmetry","Nonmatching","Self",749,0.749,1
"279",1,22,"right","f","a","Symmetry","Nonmatching","Self",491,0.491,0
"280",1,22,"right","f","l","Symmetry","Nonmatching","Self",582,0.582,1
"281",1,22,"right","f","l","Symmetry","Nonmatching","Self",675,0.675,1
"282",1,22,"right","f","l","Symmetry","Nonmatching","Self",746,0.746,1
"283",1,22,"right","f","l","Symmetry","Nonmatching","Self",1314,1.314,1
"284",1,22,"right","f","l","Symmetry","Nonmatching","Self",963,0.963,1
"285",1,22,"right","f","l","Symmetry","Nonmatching","Self",709,0.709,1
"286",1,22,"right","f","l","Symmetry","Nonmatching","Self",690,0.69,1
"287",1,22,"right","f","l","Symmetry","Nonmatching","Self",596,0.596,1
"288",1,22,"right","f","l","Symmetry","Nonmatching","Self",668,0.668,1
"289",1,22,"right","f","a","Symmetry","Nonmatching","Self",700,0.7,0
"290",1,22,"right","f","l","Symmetry","Nonmatching","Self",1187,1.187,1
"291",1,22,"right","f","a","Symmetry","Nonmatching","Self",541,0.541,0
"292",1,22,"right","f","l","Symmetry","Nonmatching","Self",589,0.589,1
"293",1,22,"right","f","l","Symmetry","Nonmatching","Self",519,0.519,1
"294",1,22,"right","f","l","Symmetry","Nonmatching","Self",842,0.842,1
"295",1,22,"right","f","l","Symmetry","Nonmatching","Self",622,0.622,1
"296",1,22,"right","f","a","Symmetry","Nonmatching","Self",690,0.69,0
"297",1,22,"right","f","l","Symmetry","Nonmatching","Self",1115,1.115,1
"298",1,22,"right","f","l","Symmetry","Nonmatching","Self",442,0.442,1
"299",1,22,"right","f","l","Symmetry","Nonmatching","Self",702,0.702,1
"300",1,22,"right","f","l","Symmetry","Nonmatching","Self",1104,1.104,1
"301",1,22,"right","f","l","Asymmetry","Nonmatching","Self",646,0.646,1
"302",1,22,"right","f","l","Asymmetry","Nonmatching","Self",702,0.702,1
"303",1,22,"right","f","l","Asymmetry","Nonmatching","Self",1016,1.016,1
"304",1,22,"right","f","l","Asymmetry","Nonmatching","Self",808,0.808,1
"305",1,22,"right","f","l","Asymmetry","Nonmatching","Self",803,0.803,1
"306",1,22,"right","f","l","Asymmetry","Nonmatching","Self",798,0.798,1
"307",1,22,"right","f","l","Asymmetry","Nonmatching","Self",1105,1.105,1
"308",1,22,"right","f","l","Asymmetry","Nonmatching","Self",744,0.744,1
"309",1,22,"right","f","l","Asymmetry","Nonmatching","Self",581,0.581,1
"310",1,22,"right","f","l","Asymmetry","Nonmatching","Self",847,0.847,1
"311",1,22,"right","f","a","Asymmetry","Nonmatching","Self",569,0.569,0
"312",1,22,"right","f","l","Asymmetry","Nonmatching","Self",771,0.771,1
"313",1,22,"right","f","l","Asymmetry","Nonmatching","Self",751,0.751,1
"314",1,22,"right","f","l","Asymmetry","Nonmatching","Self",719,0.719,1
"315",1,22,"right","f","a","Asymmetry","Nonmatching","Self",444,0.444,0
"316",1,22,"right","f","a","Asymmetry","Nonmatching","Self",628,0.628,0
"317",1,22,"right","f","l","Asymmetry","Nonmatching","Self",900,0.9,1
"318",1,22,"right","f","l","Asymmetry","Nonmatching","Self",465,0.465,1
"319",1,22,"right","f","l","Asymmetry","Nonmatching","Self",584,0.584,1
"320",1,22,"right","f","l","Asymmetry","Nonmatching","Self",660,0.66,1
"321",1,22,"right","f","l","Asymmetry","Nonmatching","Self",606,0.606,1
"322",1,22,"right","f","l","Asymmetry","Nonmatching","Self",1175,1.175,1
"323",1,22,"right","f","l","Asymmetry","Nonmatching","Self",825,0.825,1
"324",1,22,"right","f","l","Asymmetry","Nonmatching","Self",709,0.709,1
"325",1,22,"right","f","l","Asymmetry","Nonmatching","Self",772,0.772,1
"326",1,22,"right","f","l","Asymmetry","Nonmatching","Self",603,0.603,1
"327",1,22,"right","f","l","Asymmetry","Nonmatching","Self",763,0.763,1
"328",1,22,"right","f","l","Asymmetry","Nonmatching","Self",676,0.676,1
"329",1,22,"right","f","l","Asymmetry","Nonmatching","Self",734,0.734,1
"330",1,22,"right","f","l","Asymmetry","Nonmatching","Self",647,0.647,1
"331",1,22,"right","f","l","Asymmetry","Nonmatching","Self",679,0.679,1
"332",1,22,"right","f","l","Asymmetry","Nonmatching","Self",554,0.554,1
"333",1,22,"right","f","l","Asymmetry","Nonmatching","Self",512,0.512,1
"334",1,22,"right","f","l","Asymmetry","Nonmatching","Self",458,0.458,1
"335",1,22,"right","f","l","Asymmetry","Nonmatching","Self",460,0.46,1
"336",1,22,"right","f","l","Asymmetry","Nonmatching","Self",773,0.773,1
"337",1,22,"right","f","l","Asymmetry","Nonmatching","Self",644,0.644,1
"338",1,22,"right","f","l","Asymmetry","Nonmatching","Self",682,0.682,1
"339",1,22,"right","f","l","Asymmetry","Nonmatching","Self",625,0.625,1
"340",1,22,"right","f","a","Asymmetry","Nonmatching","Self",540,0.54,0
"341",1,22,"right","f","l","Asymmetry","Nonmatching","Self",572,0.572,1
"342",1,22,"right","f","a","Asymmetry","Nonmatching","Self",435,0.435,0
"343",1,22,"right","f","l","Asymmetry","Nonmatching","Self",962,0.962,1
"344",1,22,"right","f","l","Asymmetry","Nonmatching","Self",676,0.676,1
"345",1,22,"right","f","l","Asymmetry","Nonmatching","Self",1244,1.244,1
"346",1,22,"right","f","l","Asymmetry","Nonmatching","Self",594,0.594,1
"347",1,22,"right","f","l","Asymmetry","Nonmatching","Self",613,0.613,1
"348",1,22,"right","f","l","Asymmetry","Nonmatching","Self",464,0.464,1
"349",1,22,"right","f","l","Asymmetry","Nonmatching","Self",621,0.621,1
"350",1,22,"right","f","l","Asymmetry","Nonmatching","Self",692,0.692,1
"351",1,22,"right","f","a","Asymmetry","Nonmatching","Self",462,0.462,0
"352",1,22,"right","f","l","Asymmetry","Nonmatching","Self",718,0.718,1
"353",1,22,"right","f","l","Asymmetry","Nonmatching","Self",959,0.959,1
"354",1,22,"right","f","a","Asymmetry","Nonmatching","Self",436,0.436,0
"355",1,22,"right","f","l","Asymmetry","Nonmatching","Self",548,0.548,1
"356",1,22,"right","f","l","Asymmetry","Nonmatching","Self",521,0.521,1
"357",1,22,"right","f","l","Asymmetry","Nonmatching","Self",773,0.773,1
"358",1,22,"right","f","l","Asymmetry","Nonmatching","Self",1035,1.035,1
"359",1,22,"right","f","l","Asymmetry","Nonmatching","Self",656,0.656,1
"360",1,22,"right","f","a","Asymmetry","Nonmatching","Self",455,0.455,0
"361",1,22,"right","f","a","Symmetry","Nonmatching","Stranger",1068,1.068,0
"362",1,22,"right","f","l","Symmetry","Nonmatching","Stranger",1186,1.186,1
"363",1,22,"right","f","l","Symmetry","Nonmatching","Stranger",727,0.727,1
"364",1,22,"right","f","a","Symmetry","Nonmatching","Stranger",742,0.742,0
"365",1,22,"right","f","a","Symmetry","Nonmatching","Stranger",992,0.992,0
"366",1,22,"right","f","a","Symmetry","Nonmatching","Stranger",393,0.393,0
"367",1,22,"right","f","l","Symmetry","Nonmatching","Stranger",599,0.599,1
"368",1,22,"right","f","a","Symmetry","Nonmatching","Stranger",110,0.11,0
"369",1,22,"right","f","a","Symmetry","Nonmatching","Stranger",553,0.553,0
"370",1,22,"right","f","a","Symmetry","Nonmatching","Stranger",605,0.605,0
"371",1,22,"right","f","l","Symmetry","Nonmatching","Stranger",697,0.697,1
"372",1,22,"right","f","a","Symmetry","Nonmatching","Stranger",466,0.466,0
"373",1,22,"right","f","l","Symmetry","Nonmatching","Stranger",466,0.466,1
