"","Subject","Age","Gender","Handedness","Shape","Label","Matching","Shape1","Shape2","Identity1","Identity2","Response","RT_ms","RT_sec","ACC","ScreenResolution","RefreshRate","Luminance","TextColor","BackgroundColor","VisualAngle","Contrast"
"633",5,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",735,0.735,1,"15.6-in",NA,NA,"white","black","50cm",NA
"634",5,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","d",944,0.944,0,"15.6-in",NA,NA,"white","black","50cm",NA
"635",5,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",745,0.745,1,"15.6-in",NA,NA,"white","black","50cm",NA
"636",5,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",1102,1.102,1,"15.6-in",NA,NA,"white","black","50cm",NA
"637",5,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",1127,1.127,1,"15.6-in",NA,NA,"white","black","50cm",NA
"638",5,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",922,0.922,1,"15.6-in",NA,NA,"white","black","50cm",NA
"639",5,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",772,0.772,1,"15.6-in",NA,NA,"white","black","50cm",NA
"640",5,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",1191,1.191,1,"15.6-in",NA,NA,"white","black","50cm",NA
"641",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",1435,1.435,1,"15.6-in",NA,NA,"white","black","50cm",NA
"642",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",7686,7.686,1,"15.6-in",NA,NA,"white","black","50cm",NA
"643",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","k",1254,1.254,0,"15.6-in",NA,NA,"white","black","50cm",NA
"644",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",1040,1.04,1,"15.6-in",NA,NA,"white","black","50cm",NA
"645",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",903,0.903,1,"15.6-in",NA,NA,"white","black","50cm",NA
"646",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","k",1212,1.212,0,"15.6-in",NA,NA,"white","black","50cm",NA
"647",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",849,0.849,1,"15.6-in",NA,NA,"white","black","50cm",NA
"648",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",474,0.474,1,"15.6-in",NA,NA,"white","black","50cm",NA
"649",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",1621,1.621,1,"15.6-in",NA,NA,"white","black","50cm",NA
"650",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",912,0.912,1,"15.6-in",NA,NA,"white","black","50cm",NA
"651",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",724,0.724,1,"15.6-in",NA,NA,"white","black","50cm",NA
"652",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",1072,1.072,1,"15.6-in",NA,NA,"white","black","50cm",NA
"653",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",753,0.753,1,"15.6-in",NA,NA,"white","black","50cm",NA
"654",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",674,0.674,1,"15.6-in",NA,NA,"white","black","50cm",NA
"655",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",1127,1.127,1,"15.6-in",NA,NA,"white","black","50cm",NA
"656",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","k",751,0.751,0,"15.6-in",NA,NA,"white","black","50cm",NA
"657",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",558,0.558,1,"15.6-in",NA,NA,"white","black","50cm",NA
"658",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",1365,1.365,1,"15.6-in",NA,NA,"white","black","50cm",NA
"659",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",1713,1.713,1,"15.6-in",NA,NA,"white","black","50cm",NA
"660",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",668,0.668,1,"15.6-in",NA,NA,"white","black","50cm",NA
"661",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",452,0.452,1,"15.6-in",NA,NA,"white","black","50cm",NA
"662",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",952,0.952,1,"15.6-in",NA,NA,"white","black","50cm",NA
"663",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",1022,1.022,1,"15.6-in",NA,NA,"white","black","50cm",NA
"664",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",878,0.878,1,"15.6-in",NA,NA,"white","black","50cm",NA
"665",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",642,0.642,1,"15.6-in",NA,NA,"white","black","50cm",NA
"666",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",1160,1.16,1,"15.6-in",NA,NA,"white","black","50cm",NA
"667",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",631,0.631,1,"15.6-in",NA,NA,"white","black","50cm",NA
"668",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",794,0.794,1,"15.6-in",NA,NA,"white","black","50cm",NA
"669",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",578,0.578,1,"15.6-in",NA,NA,"white","black","50cm",NA
"670",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",587,0.587,1,"15.6-in",NA,NA,"white","black","50cm",NA
"671",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",519,0.519,1,"15.6-in",NA,NA,"white","black","50cm",NA
"672",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",703,0.703,1,"15.6-in",NA,NA,"white","black","50cm",NA
"673",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",876,0.876,1,"15.6-in",NA,NA,"white","black","50cm",NA
"674",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",702,0.702,1,"15.6-in",NA,NA,"white","black","50cm",NA
"675",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",735,0.735,1,"15.6-in",NA,NA,"white","black","50cm",NA
"676",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",616,0.616,1,"15.6-in",NA,NA,"white","black","50cm",NA
"677",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",617,0.617,1,"15.6-in",NA,NA,"white","black","50cm",NA
"678",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",662,0.662,1,"15.6-in",NA,NA,"white","black","50cm",NA
"679",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",784,0.784,1,"15.6-in",NA,NA,"white","black","50cm",NA
"680",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",525,0.525,1,"15.6-in",NA,NA,"white","black","50cm",NA
"681",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",876,0.876,1,"15.6-in",NA,NA,"white","black","50cm",NA
"682",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",775,0.775,1,"15.6-in",NA,NA,"white","black","50cm",NA
"683",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",563,0.563,1,"15.6-in",NA,NA,"white","black","50cm",NA
"684",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",626,0.626,1,"15.6-in",NA,NA,"white","black","50cm",NA
"685",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",1124,1.124,1,"15.6-in",NA,NA,"white","black","50cm",NA
"686",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",590,0.59,1,"15.6-in",NA,NA,"white","black","50cm",NA
"687",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",518,0.518,1,"15.6-in",NA,NA,"white","black","50cm",NA
"688",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",624,0.624,1,"15.6-in",NA,NA,"white","black","50cm",NA
"689",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",581,0.581,1,"15.6-in",NA,NA,"white","black","50cm",NA
"690",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",959,0.959,1,"15.6-in",NA,NA,"white","black","50cm",NA
"691",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",699,0.699,1,"15.6-in",NA,NA,"white","black","50cm",NA
"692",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",476,0.476,1,"15.6-in",NA,NA,"white","black","50cm",NA
"693",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",879,0.879,1,"15.6-in",NA,NA,"white","black","50cm",NA
"694",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",542,0.542,1,"15.6-in",NA,NA,"white","black","50cm",NA
"695",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",584,0.584,1,"15.6-in",NA,NA,"white","black","50cm",NA
"696",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",505,0.505,1,"15.6-in",NA,NA,"white","black","50cm",NA
"697",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",634,0.634,1,"15.6-in",NA,NA,"white","black","50cm",NA
"698",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",368,0.368,1,"15.6-in",NA,NA,"white","black","50cm",NA
"699",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",444,0.444,1,"15.6-in",NA,NA,"white","black","50cm",NA
"700",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",496,0.496,1,"15.6-in",NA,NA,"white","black","50cm",NA
"701",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",595,0.595,1,"15.6-in",NA,NA,"white","black","50cm",NA
"702",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",479,0.479,1,"15.6-in",NA,NA,"white","black","50cm",NA
"703",6,NA,"","","Kreis.png","Fremder","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",644,0.644,1,"15.6-in",NA,NA,"white","black","50cm",NA
"704",6,NA,"","","Dreieck.png","Ich","Matching","Dreieck.png","Kreis.png","Ich","Fremder","d",391,0.391,1,"15.6-in",NA,NA,"white","black","50cm",NA
"705",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",2960,2.96,1,"15.6-in",NA,NA,"white","black","50cm",NA
"706",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",13049,13.049,1,"15.6-in",NA,NA,"white","black","50cm",NA
"707",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",1700,1.7,1,"15.6-in",NA,NA,"white","black","50cm",NA
"708",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",1241,1.241,1,"15.6-in",NA,NA,"white","black","50cm",NA
"709",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",978,0.978,1,"15.6-in",NA,NA,"white","black","50cm",NA
"710",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",1295,1.295,1,"15.6-in",NA,NA,"white","black","50cm",NA
"711",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",889,0.889,1,"15.6-in",NA,NA,"white","black","50cm",NA
"712",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",788,0.788,1,"15.6-in",NA,NA,"white","black","50cm",NA
"713",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",730,0.73,1,"15.6-in",NA,NA,"white","black","50cm",NA
"714",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",1402,1.402,1,"15.6-in",NA,NA,"white","black","50cm",NA
"715",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",2036,2.036,1,"15.6-in",NA,NA,"white","black","50cm",NA
"716",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",982,0.982,1,"15.6-in",NA,NA,"white","black","50cm",NA
"717",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",654,0.654,1,"15.6-in",NA,NA,"white","black","50cm",NA
"718",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",1364,1.364,1,"15.6-in",NA,NA,"white","black","50cm",NA
"719",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",891,0.891,1,"15.6-in",NA,NA,"white","black","50cm",NA
"720",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",835,0.835,1,"15.6-in",NA,NA,"white","black","50cm",NA
"721",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",968,0.968,1,"15.6-in",NA,NA,"white","black","50cm",NA
"722",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",1901,1.901,1,"15.6-in",NA,NA,"white","black","50cm",NA
"723",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",762,0.762,1,"15.6-in",NA,NA,"white","black","50cm",NA
"724",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",990,0.99,1,"15.6-in",NA,NA,"white","black","50cm",NA
"725",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",682,0.682,1,"15.6-in",NA,NA,"white","black","50cm",NA
"726",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",872,0.872,1,"15.6-in",NA,NA,"white","black","50cm",NA
"727",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",683,0.683,1,"15.6-in",NA,NA,"white","black","50cm",NA
"728",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",680,0.68,1,"15.6-in",NA,NA,"white","black","50cm",NA
"729",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",1341,1.341,1,"15.6-in",NA,NA,"white","black","50cm",NA
"730",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",797,0.797,1,"15.6-in",NA,NA,"white","black","50cm",NA
"731",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",717,0.717,1,"15.6-in",NA,NA,"white","black","50cm",NA
"732",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",1081,1.081,1,"15.6-in",NA,NA,"white","black","50cm",NA
"733",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",655,0.655,1,"15.6-in",NA,NA,"white","black","50cm",NA
"734",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",1221,1.221,1,"15.6-in",NA,NA,"white","black","50cm",NA
"735",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",659,0.659,1,"15.6-in",NA,NA,"white","black","50cm",NA
"736",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",605,0.605,1,"15.6-in",NA,NA,"white","black","50cm",NA
"737",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",632,0.632,1,"15.6-in",NA,NA,"white","black","50cm",NA
"738",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",838,0.838,1,"15.6-in",NA,NA,"white","black","50cm",NA
"739",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",682,0.682,1,"15.6-in",NA,NA,"white","black","50cm",NA
"740",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",832,0.832,1,"15.6-in",NA,NA,"white","black","50cm",NA
"741",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",699,0.699,1,"15.6-in",NA,NA,"white","black","50cm",NA
"742",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",898,0.898,1,"15.6-in",NA,NA,"white","black","50cm",NA
"743",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",628,0.628,1,"15.6-in",NA,NA,"white","black","50cm",NA
"744",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",920,0.92,1,"15.6-in",NA,NA,"white","black","50cm",NA
"745",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",695,0.695,1,"15.6-in",NA,NA,"white","black","50cm",NA
"746",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",750,0.75,1,"15.6-in",NA,NA,"white","black","50cm",NA
"747",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",549,0.549,1,"15.6-in",NA,NA,"white","black","50cm",NA
"748",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",762,0.762,1,"15.6-in",NA,NA,"white","black","50cm",NA
"749",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",724,0.724,1,"15.6-in",NA,NA,"white","black","50cm",NA
"750",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",674,0.674,1,"15.6-in",NA,NA,"white","black","50cm",NA
"751",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",563,0.563,1,"15.6-in",NA,NA,"white","black","50cm",NA
"752",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",750,0.75,1,"15.6-in",NA,NA,"white","black","50cm",NA
"753",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",859,0.859,1,"15.6-in",NA,NA,"white","black","50cm",NA
"754",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",839,0.839,1,"15.6-in",NA,NA,"white","black","50cm",NA
"755",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",575,0.575,1,"15.6-in",NA,NA,"white","black","50cm",NA
"756",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",572,0.572,1,"15.6-in",NA,NA,"white","black","50cm",NA
"757",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",547,0.547,1,"15.6-in",NA,NA,"white","black","50cm",NA
"758",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",829,0.829,1,"15.6-in",NA,NA,"white","black","50cm",NA
"759",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",499,0.499,1,"15.6-in",NA,NA,"white","black","50cm",NA
"760",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",715,0.715,1,"15.6-in",NA,NA,"white","black","50cm",NA
"761",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",601,0.601,1,"15.6-in",NA,NA,"white","black","50cm",NA
"762",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",846,0.846,1,"15.6-in",NA,NA,"white","black","50cm",NA
"763",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",582,0.582,1,"15.6-in",NA,NA,"white","black","50cm",NA
"764",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",620,0.62,1,"15.6-in",NA,NA,"white","black","50cm",NA
"765",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",741,0.741,1,"15.6-in",NA,NA,"white","black","50cm",NA
"766",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",819,0.819,1,"15.6-in",NA,NA,"white","black","50cm",NA
"767",6,NA,"","","Dreieck.png","Fremder","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",694,0.694,1,"15.6-in",NA,NA,"white","black","50cm",NA
"768",6,NA,"","","Kreis.png","Ich","Nonmatching","Dreieck.png","Kreis.png","Ich","Fremder","k",787,0.787,1,"15.6-in",NA,NA,"white","black","50cm",NA
"769",7,NA,"","","Kreis.png","Ich","Matching","Kreis.png","Dreieck.png","Fremder","Ich","d",869,0.869,1,"15.6-in",NA,NA,"white","black","50cm",NA
"770",7,NA,"","","Dreieck.png","Fremder","Matching","Kreis.png","Dreieck.png","Fremder","Ich","k",734,0.734,0,"15.6-in",NA,NA,"white","black","50cm",NA
"771",7,NA,"","","Dreieck.png","Fremder","Matching","Kreis.png","Dreieck.png","Fremder","Ich","d",885,0.885,1,"15.6-in",NA,NA,"white","black","50cm",NA
"772",7,NA,"","","Kreis.png","Ich","Matching","Kreis.png","Dreieck.png","Fremder","Ich","d",917,0.917,1,"15.6-in",NA,NA,"white","black","50cm",NA
"773",7,NA,"","","Dreieck.png","Fremder","Matching","Kreis.png","Dreieck.png","Fremder","Ich","d",1772,1.772,1,"15.6-in",NA,NA,"white","black","50cm",NA
"774",7,NA,"","","Kreis.png","Ich","Matching","Kreis.png","Dreieck.png","Fremder","Ich","d",514,0.514,1,"15.6-in",NA,NA,"white","black","50cm",NA
"775",7,NA,"","","Dreieck.png","Fremder","Matching","Kreis.png","Dreieck.png","Fremder","Ich","d",1301,1.301,1,"15.6-in",NA,NA,"white","black","50cm",NA
"776",7,NA,"","","Kreis.png","Ich","Matching","Kreis.png","Dreieck.png","Fremder","Ich","d",961,0.961,1,"15.6-in",NA,NA,"white","black","50cm",NA
"777",7,NA,"","","Kreis.png","Ich","Matching","Kreis.png","Dreieck.png","Fremder","Ich","d",754,0.754,1,"15.6-in",NA,NA,"white","black","50cm",NA
"778",7,NA,"","","Dreieck.png","Fremder","Matching","Kreis.png","Dreieck.png","Fremder","Ich","d",816,0.816,1,"15.6-in",NA,NA,"white","black","50cm",NA
"779",7,NA,"","","Kreis.png","Ich","Matching","Kreis.png","Dreieck.png","Fremder","Ich","d",1472,1.472,1,"15.6-in",NA,NA,"white","black","50cm",NA
"780",7,NA,"","","Dreieck.png","Fremder","Matching","Kreis.png","Dreieck.png","Fremder","Ich","d",1277,1.277,1,"15.6-in",NA,NA,"white","black","50cm",NA
"781",7,NA,"","","Dreieck.png","Fremder","Matching","Kreis.png","Dreieck.png","Fremder","Ich","d",756,0.756,1,"15.6-in",NA,NA,"white","black","50cm",NA
"782",7,NA,"","","Kreis.png","Ich","Matching","Kreis.png","Dreieck.png","Fremder","Ich","d",694,0.694,1,"15.6-in",NA,NA,"white","black","50cm",NA
"783",7,NA,"","","Kreis.png","Ich","Matching","Kreis.png","Dreieck.png","Fremder","Ich","d",1040,1.04,1,"15.6-in",NA,NA,"white","black","50cm",NA
"784",7,NA,"","","Dreieck.png","Fremder","Matching","Kreis.png","Dreieck.png","Fremder","Ich","d",1157,1.157,1,"15.6-in",NA,NA,"white","black","50cm",NA
"785",7,NA,"","","Kreis.png","Ich","Matching","Kreis.png","Dreieck.png","Fremder","Ich","d",784,0.784,1,"15.6-in",NA,NA,"white","black","50cm",NA
"786",7,NA,"","","Dreieck.png","Fremder","Matching","Kreis.png","Dreieck.png","Fremder","Ich","k",1326,1.326,0,"15.6-in",NA,NA,"white","black","50cm",NA
"787",7,NA,"","","Kreis.png","Ich","Matching","Kreis.png","Dreieck.png","Fremder","Ich","d",587,0.587,1,"15.6-in",NA,NA,"white","black","50cm",NA
"788",7,NA,"","","Dreieck.png","Fremder","Matching","Kreis.png","Dreieck.png","Fremder","Ich","d",708,0.708,1,"15.6-in",NA,NA,"white","black","50cm",NA
"789",7,NA,"","","Kreis.png","Ich","Matching","Kreis.png","Dreieck.png","Fremder","Ich","d",608,0.608,1,"15.6-in",NA,NA,"white","black","50cm",NA
"790",7,NA,"","","Dreieck.png","Fremder","Matching","Kreis.png","Dreieck.png","Fremder","Ich","d",1400,1.4,1,"15.6-in",NA,NA,"white","black","50cm",NA
