"","Subject","Age","Gender","Handedness","Shape","Label","Origin_Identity","English_Identity","Standardized_Idnetity","Matching","Response","RT_ms","RT_sec","ACC"
"1342",1,21,"male","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",797,0.797,1
"1343",1,21,"male","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",508,0.508,1
"1344",1,21,"male","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",619,0.619,1
"1345",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",766,0.766,1
"1346",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",825,0.825,1
"1347",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",677,0.677,1
"1348",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",756,0.756,1
"1349",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",989,0.989,1
"1350",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",1174,1.174,1
"1351",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",615,0.615,1
"1352",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",767,0.767,1
"1353",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",730,0.73,1
"1354",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",725,0.725,1
"1355",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",788,0.788,1
"1356",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",584,0.584,1
"1357",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",568,0.568,1
"1358",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","d",511,0.511,0
"1359",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",620,0.62,1
"1360",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",540,0.54,1
"1361",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",675,0.675,1
"1362",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",756,0.756,1
"1363",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",556,0.556,1
"1364",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",537,0.537,1
"1365",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",525,0.525,1
"1366",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",1530,1.53,1
"1367",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",651,0.651,1
"1368",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",727,0.727,1
"1369",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",580,0.58,1
"1370",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",631,0.631,1
"1371",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",596,0.596,1
"1372",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",627,0.627,1
"1373",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",626,0.626,1
"1374",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",654,0.654,1
"1375",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",620,0.62,1
"1376",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",578,0.578,1
"1377",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",605,0.605,1
"1378",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",795,0.795,1
"1379",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",855,0.855,1
"1380",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",622,0.622,1
"1381",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",854,0.854,1
"1382",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",553,0.553,1
"1383",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",682,0.682,1
"1384",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",679,0.679,1
"1385",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",743,0.743,1
"1386",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",786,0.786,1
"1387",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",538,0.538,1
"1388",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",604,0.604,1
"1389",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",703,0.703,1
"1390",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",660,0.66,1
"1391",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",578,0.578,1
"1392",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",709,0.709,1
"1393",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",671,0.671,1
"1394",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",592,0.592,1
"1395",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",543,0.543,1
"1396",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",491,0.491,1
"1397",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",638,0.638,1
"1398",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",814,0.814,1
"1399",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",1122,1.122,1
"1400",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",900,0.9,1
"1401",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",647,0.647,1
"1402",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",526,0.526,1
"1403",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",801,0.801,1
"1404",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",700,0.7,1
"1405",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",509,0.509,1
"1406",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",498,0.498,1
"1407",1,25,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",526,0.526,1
"1408",1,25,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1872,1.872,1
"1409",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",349,0.349,1
"1410",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",427,0.427,1
"1411",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","d",513,0.513,0
"1412",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","d",813,0.813,0
"1413",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","d",625,0.625,0
"1414",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",531,0.531,1
"1415",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",783,0.783,1
"1416",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",790,0.79,1
"1417",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",959,0.959,1
"1418",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",987,0.987,1
"1419",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",919,0.919,1
"1420",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",890,0.89,1
"1421",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",819,0.819,1
"1422",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",1254,1.254,1
"1423",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",712,0.712,1
"1424",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",936,0.936,1
"1425",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",1165,1.165,1
"1426",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1433,1.433,1
"1427",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",875,0.875,1
"1428",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1179,1.179,1
"1429",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",833,0.833,1
"1430",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1530,1.53,1
"1431",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",874,0.874,1
"1432",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",864,0.864,1
"1433",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1090,1.09,1
"1434",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",925,0.925,1
"1435",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",984,0.984,1
"1436",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",700,0.7,1
"1437",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",779,0.779,1
"1438",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1480,1.48,1
"1439",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",678,0.678,1
"1440",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",877,0.877,1
"1441",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",1194,1.194,1
"1442",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1090,1.09,1
"1443",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",805,0.805,1
"1444",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1219,1.219,1
"1445",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1687,1.687,1
"1446",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",783,0.783,1
"1447",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",795,0.795,1
"1448",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",622,0.622,1
"1449",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",681,0.681,1
"1450",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",725,0.725,1
"1451",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",1084,1.084,1
"1452",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",787,0.787,1
"1453",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",718,0.718,1
"1454",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",684,0.684,1
"1455",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",581,0.581,1
"1456",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1254,1.254,1
"1457",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",672,0.672,1
"1458",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1123,1.123,1
"1459",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",971,0.971,1
"1460",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",663,0.663,1
"1461",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",698,0.698,1
"1462",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",676,0.676,1
"1463",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",1042,1.042,1
"1464",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",876,0.876,1
"1465",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1112,1.112,1
"1466",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",758,0.758,1
"1467",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",868,0.868,1
"1468",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",639,0.639,1
"1469",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",991,0.991,1
"1470",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",1031,1.031,1
"1471",1,24,"male","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",778,0.778,1
"1472",1,24,"male","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",835,0.835,1
"1473",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",909,0.909,1
"1474",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","d",1283,1.283,0
"1475",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","d",1069,1.069,0
"1476",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",1195,1.195,1
"1477",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",814,0.814,1
"1478",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1086,1.086,1
"1479",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",783,0.783,1
"1480",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",892,0.892,1
"1481",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",841,0.841,1
"1482",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",689,0.689,1
"1483",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",569,0.569,1
"1484",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1191,1.191,1
"1485",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",734,0.734,1
"1486",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","d",800,0.8,0
"1487",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",819,0.819,1
"1488",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",563,0.563,1
"1489",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",858,0.858,1
"1490",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",1047,1.047,1
"1491",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",685,0.685,1
"1492",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1251,1.251,1
"1493",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",973,0.973,1
"1494",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","d",705,0.705,0
"1495",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",601,0.601,1
"1496",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",977,0.977,1
"1497",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",588,0.588,1
"1498",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",868,0.868,1
"1499",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",915,0.915,1
"1500",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",787,0.787,1
"1501",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",651,0.651,1
"1502",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",678,0.678,1
"1503",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",529,0.529,1
"1504",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",653,0.653,1
"1505",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",617,0.617,1
"1506",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",776,0.776,1
"1507",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",797,0.797,1
"1508",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",753,0.753,1
"1509",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",417,0.417,1
"1510",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","d",691,0.691,0
"1511",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",573,0.573,1
"1512",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",676,0.676,1
"1513",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",542,0.542,1
"1514",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","d",639,0.639,0
"1515",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",513,0.513,1
"1516",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",577,0.577,1
"1517",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",574,0.574,1
"1518",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",624,0.624,1
"1519",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",524,0.524,1
"1520",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",929,0.929,1
"1521",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",861,0.861,1
"1522",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",719,0.719,1
"1523",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",527,0.527,1
"1524",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",641,0.641,1
"1525",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",842,0.842,1
"1526",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",751,0.751,1
"1527",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",604,0.604,1
"1528",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",699,0.699,1
"1529",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",586,0.586,1
"1530",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",652,0.652,1
"1531",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","d",710,0.71,0
"1532",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",643,0.643,1
"1533",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",706,0.706,1
"1534",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","k",807,0.807,1
"1535",1,22,"female","right","Dreieck.png","Ich","Ich","Self","Self","Nonmatching","d",803,0.803,0
"1536",1,22,"female","right","Kreis.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",558,0.558,1
"1537",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1439,1.439,1
"1538",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",725,0.725,1
"1539",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1246,1.246,1
"1540",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",681,0.681,1
"1541",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",1000,1,1
"1542",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1917,1.917,1
"1543",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","d",1001,1.001,0
"1544",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",990,0.99,1
"1545",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",2664,2.664,1
"1546",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1691,1.691,1
"1547",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",2246,2.246,1
"1548",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",1037,1.037,1
"1549",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",959,0.959,1
"1550",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",1580,1.58,1
"1551",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",1546,1.546,1
"1552",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1105,1.105,1
"1553",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1251,1.251,1
"1554",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","d",999,0.999,0
"1555",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",796,0.796,1
"1556",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","d",1741,1.741,0
"1557",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",809,0.809,1
"1558",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","d",648,0.648,0
"1559",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",1145,1.145,1
"1560",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1783,1.783,1
"1561",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",713,0.713,1
"1562",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",567,0.567,1
"1563",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1008,1.008,1
"1564",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",710,0.71,1
"1565",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",757,0.757,1
"1566",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",1296,1.296,1
"1567",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",679,0.679,1
"1568",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1157,1.157,1
"1569",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",892,0.892,1
"1570",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",1940,1.94,1
"1571",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",3130,3.13,1
"1572",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",863,0.863,1
"1573",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",573,0.573,1
"1574",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1108,1.108,1
"1575",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",685,0.685,1
"1576",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",753,0.753,1
"1577",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",499,0.499,1
"1578",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",595,0.595,1
"1579",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",826,0.826,1
"1580",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",520,0.52,1
"1581",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",651,0.651,1
"1582",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",560,0.56,1
"1583",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1091,1.091,1
"1584",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",718,0.718,1
"1585",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",662,0.662,1
"1586",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1190,1.19,1
"1587",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",1351,1.351,1
"1588",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",748,0.748,1
"1589",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",799,0.799,1
"1590",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",515,0.515,1
"1591",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",786,0.786,1
"1592",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","d",732,0.732,0
"1593",1,26,"female","right","Dreieck.png","Fremder","Fremder","Stranger","Stranger","Nonmatching","k",615,0.615,1
"1594",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",822,0.822,1
"1595",1,26,"female","right","Kreis.png","Ich","Ich","Self","Self","Nonmatching","k",1128,1.128,1
