participant,file_stim,race,match,condition,rt,acc,self_other
1,white/w_m.jpg,white,no,white,NA,2,self
1,white/w_m.jpg,white,no,white,NA,2,self
1,white/w_m.jpg,white,no,white,NA,2,self
1,asian/a_m.jpg,asian,yes,white,408.3144,0,other
1,white/w_m.jpg,white,yes,white,787.5681,1,self
1,asian/a_m.jpg,asian,no,white,799.4701001,1,other
1,white/w_m.jpg,white,no,white,811.5130001,1,self
1,asian/a_m.jpg,asian,no,white,1046.9331,1,other
1,asian/a_m.jpg,asian,no,white,713.0307,1,other
1,asian/a_m.jpg,asian,yes,white,1024.3064,0,other
1,white/w_m.jpg,white,yes,white,890.9303,1,self
1,asian/a_m.jpg,asian,no,white,931.0391999,1,other
1,white/w_m.jpg,white,no,white,1089.6188,0,self
1,white/w_m.jpg,white,yes,white,929.3935,1,self
1,asian/a_m.jpg,asian,no,white,NA,2,other
1,asian/a_m.jpg,asian,no,white,788.9376,1,other
1,asian/a_m.jpg,asian,no,white,776.9718,1,other
1,asian/a_m.jpg,asian,yes,white,909.6011999,0,other
1,asian/a_m.jpg,asian,yes,white,1124.7021,0,other
1,white/w_m.jpg,white,yes,white,819.3852999,1,self
1,asian/a_m.jpg,asian,no,white,1134.2124,1,other
1,white/w_m.jpg,white,yes,white,868.8452,1,self
1,white/w_m.jpg,white,no,white,NA,2,self
1,white/w_m.jpg,white,no,white,690.2411,1,self
1,white/w_m.jpg,white,yes,white,994.3582,1,self
1,white/w_m.jpg,white,no,white,870.3086,1,self
1,white/w_m.jpg,white,yes,white,718.8603,1,self
1,white/w_m.jpg,white,yes,white,725.4884,1,self
1,white/w_m.jpg,white,yes,white,756.2523,1,self
1,asian/a_m.jpg,asian,no,white,953.467,1,other
1,white/w_m.jpg,white,no,white,1022.7316,1,self
1,asian/a_m.jpg,asian,yes,white,969.5683001,0,other
1,white/w_m.jpg,white,yes,white,750.1891999,1,self
1,asian/a_m.jpg,asian,no,white,1036.2182,1,other
1,asian/a_m.jpg,asian,yes,white,942.2376,1,other
1,white/w_m.jpg,white,yes,white,852.0190001,1,self
1,asian/a_m.jpg,asian,yes,white,821.5458,0,other
1,asian/a_m.jpg,asian,yes,white,912.2511999,0,other
1,white/w_m.jpg,white,no,white,1119.4377,1,self
1,white/w_m.jpg,white,yes,white,774.2501,1,self
1,asian/a_m.jpg,asian,yes,white,738.8457,0,other
1,asian/a_m.jpg,asian,yes,white,800.8449001,1,other
1,asian/a_m.jpg,asian,no,white,780.9833999,0,other
1,white/w_m.jpg,white,no,white,NA,2,self
1,white/w_m.jpg,white,no,white,NA,2,self
1,white/w_m.jpg,white,no,white,730.9777,1,self
1,asian/a_m.jpg,asian,no,white,865.4510999,1,other
1,white/w_m.jpg,white,no,white,786.8381999,1,self
1,white/w_m.jpg,white,yes,white,806.8952,1,self
1,white/w_m.jpg,white,yes,white,690.3099001,1,self
1,white/w_m.jpg,white,yes,white,594.2762999,1,self
1,asian/a_m.jpg,asian,no,white,734.2048,1,other
1,white/w_m.jpg,white,yes,white,716.6587,1,self
1,asian/a_m.jpg,asian,yes,white,740.1552,0,other
1,white/w_m.jpg,white,no,white,850.0335,0,self
1,white/w_m.jpg,white,no,white,1099.8989,1,self
1,white/w_m.jpg,white,no,white,772.1794,1,self
1,white/w_m.jpg,white,yes,white,816.6412,1,self
1,white/w_m.jpg,white,no,white,732.1005,1,self
1,asian/a_m.jpg,asian,yes,white,1034.8383,0,other
1,asian/a_m.jpg,asian,yes,white,756.777,1,other
1,asian/a_m.jpg,asian,no,white,802.1679,1,other
1,asian/a_m.jpg,asian,yes,white,925.6031,1,other
1,asian/a_m.jpg,asian,no,white,972.1878,1,other
1,asian/a_m.jpg,asian,yes,white,728.8392,1,other
1,white/w_m.jpg,white,yes,white,775.5412001,0,self
1,asian/a_m.jpg,asian,no,white,844.0978,1,other
1,asian/a_m.jpg,asian,no,white,942.2020001,1,other
1,white/w_m.jpg,white,yes,white,NA,2,self
1,white/w_m.jpg,white,yes,white,736.6359,1,self
1,asian/a_m.jpg,asian,no,white,694.8344001,1,other
1,asian/a_m.jpg,asian,yes,white,878.8634001,0,other
1,white/w_m.jpg,white,yes,white,727.5067,1,self
1,asian/a_m.jpg,asian,no,white,766.0297001,1,other
1,asian/a_m.jpg,asian,no,white,915.3229001,0,other
1,asian/a_m.jpg,asian,no,white,1114.6818,1,other
1,white/w_m.jpg,white,yes,white,890.1561999,1,self
1,white/w_m.jpg,white,yes,white,754.0303001,1,self
1,white/w_m.jpg,white,no,white,NA,2,self
1,white/w_m.jpg,white,no,white,940.1667,1,self
1,white/w_m.jpg,white,no,white,697.9157,1,self
1,asian/a_m.jpg,asian,yes,white,858.1651,0,other
1,white/w_m.jpg,white,yes,white,819.7062999,1,self
1,white/w_m.jpg,white,no,white,965.9901001,0,self
1,asian/a_m.jpg,asian,yes,white,851.3366,0,other
1,asian/a_m.jpg,asian,no,white,924.7616,1,other
1,white/w_m.jpg,white,yes,white,1067.4111,1,self
1,asian/a_m.jpg,asian,no,white,1156.8279,1,other
1,asian/a_m.jpg,asian,no,white,786.0762,1,other
1,asian/a_m.jpg,asian,yes,white,901.9498,1,other
1,white/w_m.jpg,white,yes,white,669.7466,1,self
1,white/w_m.jpg,white,no,white,662.7292,1,self
1,asian/a_m.jpg,asian,no,white,672.0055001,0,other
1,white/w_m.jpg,white,yes,white,688.8992999,1,self
1,asian/a_m.jpg,asian,yes,white,856.5571001,0,other
1,white/w_m.jpg,white,no,white,946.0428,1,self
1,white/w_m.jpg,white,yes,white,567.9867,1,self
1,asian/a_m.jpg,asian,no,white,860.7405,1,other
1,asian/a_m.jpg,asian,no,white,869.9951,1,other
1,white/w_m.jpg,white,yes,white,614.2765,1,self
1,white/w_m.jpg,white,no,white,737.9909999,1,self
1,white/w_m.jpg,white,no,white,672.0504999,1,self
1,asian/a_m.jpg,asian,yes,white,640.6415,1,other
1,asian/a_m.jpg,asian,yes,white,674.7357,1,other
1,asian/a_m.jpg,asian,yes,white,699.1829999,1,other
1,asian/a_m.jpg,asian,yes,white,635.331,1,other
1,asian/a_m.jpg,asian,no,white,749.2371999,1,other
1,asian/a_m.jpg,asian,no,white,667.2777999,1,other
1,white/w_m.jpg,white,no,white,988.7531999,1,self
1,white/w_m.jpg,white,yes,white,800.5868,1,self
1,white/w_m.jpg,white,no,white,948.4599,1,self
1,asian/a_m.jpg,asian,yes,white,802.6085,1,other
1,asian/a_m.jpg,asian,no,white,1085.9322,1,other
1,asian/a_m.jpg,asian,no,white,1014.138,1,other
1,white/w_m.jpg,white,yes,white,729.392,1,self
1,asian/a_m.jpg,asian,yes,white,944.0019,1,other
1,white/w_m.jpg,white,no,white,822.0354001,1,self
1,white/w_m.jpg,white,no,white,960.6577001,1,self
1,asian/a_m.jpg,asian,yes,white,877.7493,1,other
1,asian/a_m.jpg,asian,no,white,926.6459,0,other
1,asian/a_m.jpg,asian,no,white,877.1425,1,other
1,white/w_m.jpg,white,yes,white,861.9753,1,self
1,asian/a_m.jpg,asian,yes,white,695.3231,0,other
1,white/w_m.jpg,white,yes,white,863.2360999,1,self
1,white/w_m.jpg,white,yes,white,640.653,1,self
1,asian/a_m.jpg,asian,no,white,930.6593001,1,other
1,white/w_m.jpg,white,yes,white,841.3361,1,self
1,white/w_m.jpg,white,no,white,899.1351,0,self
1,white/w_m.jpg,white,yes,white,611.4665,1,self
1,asian/a_m.jpg,asian,yes,white,678.7147,1,other
1,asian/a_m.jpg,asian,yes,white,839.307,1,other
1,white/w_m.jpg,white,no,white,1017.3064,1,self
1,white/w_m.jpg,white,no,white,780.6834,1,self
1,white/w_m.jpg,white,no,white,777.3675,1,self
1,white/w_m.jpg,white,yes,white,773.9937,1,self
1,white/w_m.jpg,white,no,white,770.5655,1,self
1,asian/a_m.jpg,asian,yes,white,NA,2,other
1,white/w_m.jpg,white,no,white,1052.1036,1,self
1,white/w_m.jpg,white,no,white,837.2245,1,self
1,asian/a_m.jpg,asian,yes,white,719.2265,1,other
1,asian/a_m.jpg,asian,no,white,829.984,1,other
1,asian/a_m.jpg,asian,yes,white,816.4656,1,other
1,white/w_m.jpg,white,no,white,835.7831,1,self
1,white/w_m.jpg,white,no,white,749.9525,1,self
1,asian/a_m.jpg,asian,no,white,828.1981,1,other
1,white/w_m.jpg,white,yes,white,766.5411,1,self
1,white/w_m.jpg,white,yes,white,659.9431001,1,self
1,asian/a_m.jpg,asian,no,white,669.1698,1,other
1,asian/a_m.jpg,asian,yes,white,1157.9276,1,other
1,white/w_m.jpg,white,no,white,787.0772,1,self
1,asian/a_m.jpg,asian,yes,white,655.0417,1,other
1,white/w_m.jpg,white,yes,white,1032.494,1,self
1,white/w_m.jpg,white,no,white,763.2906999,1,self
1,asian/a_m.jpg,asian,no,white,NA,2,other
1,white/w_m.jpg,white,yes,white,NA,2,self
1,white/w_m.jpg,white,no,white,641.9320999,1,self
1,asian/a_m.jpg,asian,yes,white,811.9638,0,other
1,asian/a_m.jpg,asian,yes,white,631.0335001,1,other
1,white/w_m.jpg,white,no,white,1065.8154,1,self
1,white/w_m.jpg,white,yes,white,675.2402,1,self
1,asian/a_m.jpg,asian,no,white,747.6869,1,other
1,asian/a_m.jpg,asian,no,white,777.8698,1,other
1,asian/a_m.jpg,asian,no,white,990.5601001,0,other
1,asian/a_m.jpg,asian,yes,white,770.4272,0,other
1,asian/a_m.jpg,asian,yes,white,599.1468,1,other
1,asian/a_m.jpg,asian,yes,white,659.2344,1,other
1,asian/a_m.jpg,asian,yes,white,660.5181,1,other
1,asian/a_m.jpg,asian,yes,white,597.7572,1,other
1,asian/a_m.jpg,asian,no,white,689.7764001,0,other
1,asian/a_m.jpg,asian,no,white,961.8970001,0,other
1,asian/a_m.jpg,asian,yes,white,895.2051,1,other
1,white/w_m.jpg,white,yes,white,807.3257001,0,self
1,asian/a_m.jpg,asian,yes,white,1050.5634,1,other
1,asian/a_m.jpg,asian,no,white,836.4673,1,other
1,asian/a_m.jpg,asian,no,white,1022.5609,1,other
1,white/w_m.jpg,white,no,white,1057.081,1,self
1,white/w_m.jpg,white,yes,white,1162.4867,1,self
1,asian/a_m.jpg,asian,yes,white,751.8321,0,other
1,white/w_m.jpg,white,no,white,NA,2,self
1,white/w_m.jpg,white,yes,white,665.62,1,self
1,white/w_m.jpg,white,no,asian,1010.9193,1,other
1,asian/a_m.jpg,asian,yes,asian,766.1365001,0,self
1,asian/a_m.jpg,asian,no,asian,1027.6016,1,self
1,asian/a_m.jpg,asian,yes,asian,710.4249001,1,self
1,asian/a_m.jpg,asian,no,asian,637.4316,1,self
1,white/w_m.jpg,white,yes,asian,887.5697999,0,other
1,asian/a_m.jpg,asian,no,asian,831.4412,1,self
1,asian/a_m.jpg,asian,no,asian,914.3145001,1,self
1,white/w_m.jpg,white,yes,asian,NA,2,other
1,asian/a_m.jpg,asian,no,asian,862.2799,1,self
1,asian/a_m.jpg,asian,yes,asian,807.5631999,1,self
1,white/w_m.jpg,white,no,asian,898.7734,1,other
1,white/w_m.jpg,white,no,asian,731.0121,1,other
1,white/w_m.jpg,white,no,asian,545.6957,1,other
1,white/w_m.jpg,white,no,asian,511.5908,1,other
1,white/w_m.jpg,white,no,asian,582.7559,1,other
1,white/w_m.jpg,white,yes,asian,907.6878,1,other
1,asian/a_m.jpg,asian,no,asian,1026.936,1,self
1,asian/a_m.jpg,asian,no,asian,NA,2,self
1,asian/a_m.jpg,asian,yes,asian,666.0011001,1,self
1,white/w_m.jpg,white,no,asian,939.5471,1,other
1,white/w_m.jpg,white,yes,asian,921.4998999,0,other
1,white/w_m.jpg,white,no,asian,NA,2,other
1,white/w_m.jpg,white,yes,asian,724.9039999,0,other
1,asian/a_m.jpg,asian,yes,asian,1043.6373,1,self
1,asian/a_m.jpg,asian,no,asian,757.6696001,1,self
1,white/w_m.jpg,white,no,asian,802.7113,0,other
1,asian/a_m.jpg,asian,no,asian,798.0702,1,self
1,asian/a_m.jpg,asian,no,asian,746.2764999,1,self
1,white/w_m.jpg,white,no,asian,840.2216,0,other
1,asian/a_m.jpg,asian,no,asian,NA,2,self
1,asian/a_m.jpg,asian,yes,asian,1142.7431,1,self
1,asian/a_m.jpg,asian,yes,asian,988.7929,1,self
1,asian/a_m.jpg,asian,no,asian,632.877,1,self
1,white/w_m.jpg,white,no,asian,867.4621,1,other
1,asian/a_m.jpg,asian,yes,asian,1060.8715,0,self
1,asian/a_m.jpg,asian,yes,asian,646.4178,1,self
1,asian/a_m.jpg,asian,yes,asian,816.1409,1,self
1,asian/a_m.jpg,asian,yes,asian,595.6219001,1,self
1,asian/a_m.jpg,asian,yes,asian,543.5342001,1,self
1,white/w_m.jpg,white,no,asian,645.4917,1,other
1,white/w_m.jpg,white,no,asian,639.5468001,1,other
1,white/w_m.jpg,white,no,asian,617.4820999,1,other
1,asian/a_m.jpg,asian,no,asian,1108.7933,1,self
1,asian/a_m.jpg,asian,no,asian,668.2437999,1,self
1,asian/a_m.jpg,asian,yes,asian,924.7377999,1,self
1,white/w_m.jpg,white,no,asian,819.3216999,0,other
1,white/w_m.jpg,white,yes,asian,NA,2,other
1,white/w_m.jpg,white,no,asian,898.6884999,0,other
1,white/w_m.jpg,white,no,asian,778.8431001,1,other
1,asian/a_m.jpg,asian,no,asian,839.8345,0,self
1,asian/a_m.jpg,asian,yes,asian,553.4790001,1,self
1,white/w_m.jpg,white,yes,asian,782.8167999,0,other
1,asian/a_m.jpg,asian,yes,asian,619.2976,1,self
1,asian/a_m.jpg,asian,no,asian,758.0736,1,self
1,asian/a_m.jpg,asian,yes,asian,835.5076001,1,self
1,white/w_m.jpg,white,no,asian,861.2688,0,other
1,asian/a_m.jpg,asian,yes,asian,846.8347,1,self
1,asian/a_m.jpg,asian,no,asian,752.6901,1,self
1,white/w_m.jpg,white,yes,asian,1126.2552,0,other
1,white/w_m.jpg,white,yes,asian,948.7356,1,other
1,white/w_m.jpg,white,no,asian,970.8022999,1,other
1,asian/a_m.jpg,asian,no,asian,815.3215999,0,self
1,asian/a_m.jpg,asian,no,asian,754.9735,1,self
1,white/w_m.jpg,white,yes,asian,1024.135,1,other
1,white/w_m.jpg,white,no,asian,834.696,1,other
1,white/w_m.jpg,white,yes,asian,796.7725999,1,other
1,white/w_m.jpg,white,yes,asian,NA,2,other
1,asian/a_m.jpg,asian,no,asian,NA,2,self
1,asian/a_m.jpg,asian,yes,asian,793.9980001,1,self
1,asian/a_m.jpg,asian,yes,asian,806.1587,1,self
1,white/w_m.jpg,white,no,asian,865.3492,0,other
1,white/w_m.jpg,white,no,asian,1034.6941,1,other
1,asian/a_m.jpg,asian,no,asian,932.6104999,0,self
1,asian/a_m.jpg,asian,yes,asian,867.4475,1,self
1,white/w_m.jpg,white,no,asian,812.6981,1,other
1,asian/a_m.jpg,asian,no,asian,1064.1522,1,self
1,asian/a_m.jpg,asian,yes,asian,825.5102,1,self
1,asian/a_m.jpg,asian,yes,asian,684.0584,1,self
1,asian/a_m.jpg,asian,no,asian,1076.7561,0,self
1,asian/a_m.jpg,asian,yes,asian,1005.7086,0,self
1,white/w_m.jpg,white,yes,asian,864.7157,0,other
1,asian/a_m.jpg,asian,no,asian,890.0633,1,self
1,white/w_m.jpg,white,yes,asian,1138.0699,0,other
1,asian/a_m.jpg,asian,no,asian,NA,2,self
1,white/w_m.jpg,white,no,asian,916.8467,1,other
1,white/w_m.jpg,white,no,asian,988.1654,1,other
1,white/w_m.jpg,white,no,asian,552.0071,1,other
1,asian/a_m.jpg,asian,yes,asian,1053.2892,1,self
1,white/w_m.jpg,white,yes,asian,750.7936,0,other
1,white/w_m.jpg,white,no,asian,755.0831001,1,other
1,asian/a_m.jpg,asian,yes,asian,600.5972,1,self
1,asian/a_m.jpg,asian,yes,asian,500.5215,1,self
1,white/w_m.jpg,white,no,asian,780.6211,1,other
1,asian/a_m.jpg,asian,no,asian,777.3894001,1,self
1,white/w_m.jpg,white,yes,asian,629.9300999,0,other
1,white/w_m.jpg,white,no,asian,808.6297,0,other
1,asian/a_m.jpg,asian,yes,asian,747.7376,1,self
1,asian/a_m.jpg,asian,yes,asian,753.8856,1,self
1,white/w_m.jpg,white,yes,asian,735.1752,1,other
1,asian/a_m.jpg,asian,yes,asian,701.0348,1,self
1,white/w_m.jpg,white,no,asian,828.6285,1,other
1,asian/a_m.jpg,asian,no,asian,1039.252,1,self
1,asian/a_m.jpg,asian,no,asian,673.2317,1,self
1,asian/a_m.jpg,asian,yes,asian,633.8630001,1,self
1,white/w_m.jpg,white,no,asian,876.5984999,1,other
1,asian/a_m.jpg,asian,no,asian,997.3233,1,self
1,white/w_m.jpg,white,yes,asian,1105.057,1,other
1,white/w_m.jpg,white,yes,asian,656.6014,1,other
1,asian/a_m.jpg,asian,no,asian,1058.0009,1,self
1,white/w_m.jpg,white,yes,asian,747.3386,1,other
1,asian/a_m.jpg,asian,yes,asian,985.2878001,1,self
1,asian/a_m.jpg,asian,no,asian,837.1676999,1,self
1,white/w_m.jpg,white,yes,asian,879.3487999,0,other
1,white/w_m.jpg,white,yes,asian,959.8702,1,other
1,white/w_m.jpg,white,no,asian,861.2402,1,other
1,asian/a_m.jpg,asian,yes,asian,1166.5652,1,self
1,asian/a_m.jpg,asian,no,asian,827.7680001,1,self
1,asian/a_m.jpg,asian,yes,asian,734.407,1,self
1,asian/a_m.jpg,asian,yes,asian,732.4369999,1,self
1,white/w_m.jpg,white,yes,asian,787.1525,0,other
1,white/w_m.jpg,white,no,asian,1063.2281,1,other
1,asian/a_m.jpg,asian,no,asian,848.3768001,1,self
1,asian/a_m.jpg,asian,yes,asian,738.5120001,1,self
1,asian/a_m.jpg,asian,yes,asian,992.5479,1,self
1,asian/a_m.jpg,asian,no,asian,756.5368001,1,self
1,white/w_m.jpg,white,no,asian,969.8679999,1,other
1,white/w_m.jpg,white,no,asian,718.3886,1,other
1,asian/a_m.jpg,asian,no,asian,1164.9271,1,self
1,asian/a_m.jpg,asian,no,asian,762.4179999,1,self
1,asian/a_m.jpg,asian,no,asian,1063.8903,1,self
1,asian/a_m.jpg,asian,no,asian,704.5693999,1,self
1,white/w_m.jpg,white,yes,asian,888.5301,1,other
1,asian/a_m.jpg,asian,no,asian,1136.3526,1,self
1,white/w_m.jpg,white,no,asian,918.4231,0,other
1,white/w_m.jpg,white,yes,asian,NA,2,other
1,white/w_m.jpg,white,yes,asian,1121.8406,1,other
1,white/w_m.jpg,white,yes,asian,792.4678001,1,other
1,asian/a_m.jpg,asian,yes,asian,788.4347,1,self
1,white/w_m.jpg,white,yes,asian,NA,2,other
1,asian/a_m.jpg,asian,yes,asian,709.1639,1,self
1,asian/a_m.jpg,asian,yes,asian,636.422,1,self
1,asian/a_m.jpg,asian,no,asian,838.4514999,1,self
1,asian/a_m.jpg,asian,yes,asian,760.5073,1,self
1,white/w_m.jpg,white,no,asian,885.7027,1,other
1,asian/a_m.jpg,asian,no,asian,1021.8889,1,self
1,white/w_m.jpg,white,yes,asian,864.261,0,other
1,asian/a_m.jpg,asian,no,asian,929.826,0,self
1,white/w_m.jpg,white,yes,asian,1024.538,0,other
1,asian/a_m.jpg,asian,yes,asian,818.9699,1,self
1,white/w_m.jpg,white,no,asian,981.6487,0,other
1,white/w_m.jpg,white,yes,asian,NA,2,other
1,asian/a_m.jpg,asian,yes,asian,815.1002,1,self
1,white/w_m.jpg,white,yes,asian,802.2493999,0,other
1,white/w_m.jpg,white,yes,asian,845.9009,1,other
1,asian/a_m.jpg,asian,yes,asian,1023.8393,0,self
1,white/w_m.jpg,white,no,asian,842.2726,0,other
1,asian/a_m.jpg,asian,no,asian,764.5315001,1,self
1,asian/a_m.jpg,asian,yes,asian,713.8244,1,self
1,white/w_m.jpg,white,no,asian,937.078,1,other
1,white/w_m.jpg,white,yes,asian,895.2297,1,other
1,white/w_m.jpg,white,yes,asian,823.0768,1,other
1,white/w_m.jpg,white,yes,asian,929.7778,0,other
1,white/w_m.jpg,white,yes,asian,760.4632,1,other
1,asian/a_m.jpg,asian,no,asian,1037.7629,1,self
1,white/w_m.jpg,white,yes,asian,1063.787,1,other
1,white/w_m.jpg,white,no,asian,1073.1262,1,other
1,white/w_m.jpg,white,no,asian,737.8051,1,other
1,white/w_m.jpg,white,yes,asian,1055.822,1,other
1,white/w_m.jpg,white,no,asian,937.1004,1,other
1,white/w_m.jpg,white,yes,asian,703.0586,1,other
1,white/w_m.jpg,white,yes,asian,798.2317,0,other
1,white/w_m.jpg,white,yes,asian,938.4032,1,other
1,white/w_m.jpg,white,yes,asian,600.3537,1,other
1,asian/a_m.jpg,asian,yes,asian,652.308,1,self
1,white/w_m.jpg,white,no,asian,1045.8002,1,other
1,asian/a_m.jpg,asian,no,asian,919.3387,0,self
1,white/w_m.jpg,white,no,asian,990.4047,0,other
1,white/w_m.jpg,white,yes,asian,906.4616001,0,other
1,white/w_m.jpg,white,yes,asian,601.6286999,1,other
2,white/w_f.jpg,white,yes,asian,811.0550001,0,other
2,white/w_f.jpg,white,yes,asian,694.3096999,1,other
2,white/w_f.jpg,white,no,asian,958.3546,1,other
2,asian/a_f.jpg,asian,yes,asian,707.6833,1,self
2,asian/a_f.jpg,asian,yes,asian,634.8893,1,self
2,asian/a_f.jpg,asian,no,asian,988.9935,1,self
2,asian/a_f.jpg,asian,no,asian,696.9939,1,self
2,asian/a_f.jpg,asian,no,asian,681.0613,1,self
2,white/w_f.jpg,white,yes,asian,729.6353,0,other
2,white/w_f.jpg,white,yes,asian,656.1869001,1,other
2,asian/a_f.jpg,asian,no,asian,681.3884,0,self
2,white/w_f.jpg,white,no,asian,874.2868,1,other
2,white/w_f.jpg,white,no,asian,1106.9833,1,other
2,white/w_f.jpg,white,yes,asian,562.2554,0,other
2,white/w_f.jpg,white,yes,asian,631.5053001,0,other
2,asian/a_f.jpg,asian,yes,asian,682.037,1,self
2,white/w_f.jpg,white,no,asian,1042.9611,1,other
2,asian/a_f.jpg,asian,no,asian,548.8467,0,self
2,asian/a_f.jpg,asian,yes,asian,1042.9485,0,self
2,asian/a_f.jpg,asian,no,asian,820.9796001,1,self
2,white/w_f.jpg,white,yes,asian,919.5677,1,other
2,white/w_f.jpg,white,yes,asian,798.0193,0,other
2,white/w_f.jpg,white,no,asian,818.2056,1,other
2,asian/a_f.jpg,asian,yes,asian,748.8969,1,self
2,asian/a_f.jpg,asian,no,asian,1026.9648,1,self
2,white/w_f.jpg,white,no,asian,877.6847,1,other
2,asian/a_f.jpg,asian,yes,asian,910.2008,0,self
2,asian/a_f.jpg,asian,no,asian,597.5931,1,self
2,white/w_f.jpg,white,no,asian,657.625,1,other
2,white/w_f.jpg,white,yes,asian,930.9557,1,other
2,white/w_f.jpg,white,no,asian,1137.4837,0,other
2,white/w_f.jpg,white,no,asian,863.6089,1,other
2,asian/a_f.jpg,asian,yes,asian,648.7832,1,self
2,asian/a_f.jpg,asian,yes,asian,778.9045,1,self
2,white/w_f.jpg,white,no,asian,607.5743,0,other
2,asian/a_f.jpg,asian,no,asian,1058.8305,1,self
2,white/w_f.jpg,white,no,asian,564.3315,1,other
2,asian/a_f.jpg,asian,no,asian,681.3591,1,self
2,white/w_f.jpg,white,no,asian,818.172,1,other
2,white/w_f.jpg,white,no,asian,676.9906001,1,other
2,white/w_f.jpg,white,no,asian,645.4555,1,other
2,asian/a_f.jpg,asian,yes,asian,423.5875,0,self
2,white/w_f.jpg,white,yes,asian,698.1146,0,other
2,asian/a_f.jpg,asian,no,asian,978.2544,1,self
2,white/w_f.jpg,white,no,asian,854.8540999,0,other
2,asian/a_f.jpg,asian,no,asian,808.3025999,1,self
2,asian/a_f.jpg,asian,yes,asian,819.3469,1,self
2,white/w_f.jpg,white,yes,asian,678.2044,0,other
2,white/w_f.jpg,white,yes,asian,606.7923,1,other
2,white/w_f.jpg,white,yes,asian,626.2551,1,other
2,white/w_f.jpg,white,no,asian,652.701,1,other
2,asian/a_f.jpg,asian,yes,asian,782.0239001,1,self
2,white/w_f.jpg,white,no,asian,930.6289001,1,other
2,asian/a_f.jpg,asian,yes,asian,769.3608,1,self
2,white/w_f.jpg,white,no,asian,790.2273,0,other
2,white/w_f.jpg,white,no,asian,738.1554,1,other
2,asian/a_f.jpg,asian,no,asian,784.1358,1,self
2,asian/a_f.jpg,asian,yes,asian,652.6975,1,self
2,asian/a_f.jpg,asian,yes,asian,654.1864,1,self
2,asian/a_f.jpg,asian,no,asian,751.4232,1,self
2,asian/a_f.jpg,asian,no,asian,725.5109,1,self
2,white/w_f.jpg,white,yes,asian,964.146,1,other
2,white/w_f.jpg,white,yes,asian,753.4953001,1,other
2,white/w_f.jpg,white,yes,asian,510.8729,1,other
2,asian/a_f.jpg,asian,yes,asian,982.0537,1,self
2,white/w_f.jpg,white,no,asian,811.0805,0,other
2,asian/a_f.jpg,asian,yes,asian,574.2049,1,self
2,asian/a_f.jpg,asian,yes,asian,722.8888,1,self
2,asian/a_f.jpg,asian,no,asian,625.5014001,1,self
2,white/w_f.jpg,white,no,asian,812.1989,1,other
2,asian/a_f.jpg,asian,no,asian,583.5149999,1,self
2,asian/a_f.jpg,asian,no,asian,684.127,1,self
2,asian/a_f.jpg,asian,yes,asian,428.862,1,self
2,asian/a_f.jpg,asian,no,asian,759.5134,1,self
2,asian/a_f.jpg,asian,yes,asian,556.8532,1,self
2,asian/a_f.jpg,asian,no,asian,738.1533,1,self
2,white/w_f.jpg,white,no,asian,NA,2,other
2,asian/a_f.jpg,asian,yes,asian,716.8474001,1,self
2,asian/a_f.jpg,asian,no,asian,772.1136999,1,self
2,white/w_f.jpg,white,yes,asian,920.6862,1,other
2,asian/a_f.jpg,asian,yes,asian,839.5564,1,self
2,asian/a_f.jpg,asian,no,asian,593.4808,1,self
2,white/w_f.jpg,white,yes,asian,805.5404001,0,other
2,asian/a_f.jpg,asian,no,asian,872.7084,1,self
2,white/w_f.jpg,white,no,asian,553.3861,0,other
2,white/w_f.jpg,white,yes,asian,918.8234999,0,other
2,asian/a_f.jpg,asian,yes,asian,661.6532999,1,self
2,white/w_f.jpg,white,yes,asian,606.9002,0,other
2,white/w_f.jpg,white,yes,asian,762.3092,1,other
2,asian/a_f.jpg,asian,no,asian,815.1521999,1,self
2,white/w_f.jpg,white,yes,asian,700.8641999,0,other
2,asian/a_f.jpg,asian,yes,asian,596.8363,1,self
2,white/w_f.jpg,white,no,asian,688.7633,1,other
2,white/w_f.jpg,white,no,asian,616.7957999,1,other
2,asian/a_f.jpg,asian,yes,asian,644.0874999,1,self
2,white/w_f.jpg,white,no,asian,1062.1955,1,other
2,white/w_f.jpg,white,yes,asian,727.5279,1,other
2,asian/a_f.jpg,asian,no,asian,797.8001999,1,self
2,asian/a_f.jpg,asian,yes,asian,490.0793,1,self
2,white/w_f.jpg,white,yes,asian,490.0942,0,other
2,white/w_f.jpg,white,no,asian,802.0758,1,other
2,white/w_f.jpg,white,no,asian,1013.4444,1,other
2,white/w_f.jpg,white,yes,asian,768.7026,1,other
2,asian/a_f.jpg,asian,no,asian,677.5685,0,self
2,asian/a_f.jpg,asian,no,asian,886.0907,1,self
2,asian/a_f.jpg,asian,yes,asian,549.8867,1,self
2,white/w_f.jpg,white,no,asian,660.0327999,1,other
2,white/w_f.jpg,white,no,asian,909.4166,1,other
2,asian/a_f.jpg,asian,no,asian,636.6664,0,self
2,white/w_f.jpg,white,yes,asian,790.7126,0,other
2,white/w_f.jpg,white,no,asian,658.8134,1,other
2,white/w_f.jpg,white,no,asian,883.9649,1,other
2,white/w_f.jpg,white,no,asian,692.7887,1,other
2,asian/a_f.jpg,asian,no,asian,900.6632,1,self
2,asian/a_f.jpg,asian,yes,asian,684.5223,1,self
2,white/w_f.jpg,white,yes,asian,716.7390001,0,other
