participant,Matching,rt,corr
22,Nonmatching,915.3655001,1
22,Nonmatching,538.5506998,1
22,Nonmatching,560.8003999,1
22,Nonmatching,542.0822999,1
22,Nonmatching,500.1261998,1
22,Nonmatching,492.0949,1
22,Nonmatching,476.1369999,1
22,Nonmatching,876.4279,1
22,Nonmatching,549.2703998,1
22,Nonmatching,491.7227,1
22,Nonmatching,547.4052001,1
22,Nonmatching,1617.3033,1
22,Nonmatching,612.8093,1
22,Nonmatching,471.9366,1
22,Matching,708.5974999,1
22,Matching,443.1399,1
22,Matching,549.0967999,0
22,Matching,627.1551999,1
22,Matching,565.7535,1
22,Matching,483.1035999,1
22,Matching,483.8052001,1
22,Matching,492.4943,1
22,Matching,524.5633998,1
22,Matching,643.2138002,1
22,Matching,580.9984,1
22,Matching,570.0282999,1
22,Matching,582.3061999,0
22,Matching,579.3713001,1
22,Matching,535.7587,1
22,Matching,590.1106002,1
22,Matching,441.5784001,1
22,Matching,531.551,1
22,Matching,650.2582999,1
22,Matching,708.4128,1
23,Nonmatching,1104.2263,1
23,Nonmatching,615.0355998,1
23,Nonmatching,930.0179,1
23,Nonmatching,760.6033999,1
23,Nonmatching,621.6899001,1
23,Nonmatching,608.5242,1
23,Nonmatching,579.9274,1
23,Nonmatching,672.3805,1
23,Nonmatching,736.3396999,0
23,Nonmatching,878.5646001,1
23,Nonmatching,775.0651999,1
23,Nonmatching,819.0104,1
23,Nonmatching,541.7124999,1
23,Nonmatching,611.8782,1
23,Nonmatching,702.4055999,1
23,Nonmatching,477.8952999,1
23,Nonmatching,926.5012001,0
23,Nonmatching,709.1595002,1
23,Nonmatching,604.3450001,1
23,Nonmatching,751.8686,1
23,Matching,818.3631999,1
23,Matching,597.0061999,1
23,Matching,616.9311001,1
23,Matching,492.5599,1
23,Matching,532.3500999,1
23,Matching,795.0321001,1
23,Matching,519.0154,1
23,Matching,645.8296,1
23,Matching,575.7105001,1
23,Matching,644.4905999,1
23,Matching,598.3390999,1
23,Matching,482.4957999,1
23,Matching,490.8527001,1
23,Matching,707.0597999,1
23,Matching,650.3752,1
23,Matching,452.4655,1
23,Matching,453.6100002,1
23,Matching,519.0604001,1
23,Matching,525.7949999,0
23,Matching,484.2422002,1
24,Nonmatching,934.2431,1
24,Nonmatching,1020.8577,1
24,Nonmatching,695.3926999,1
24,Nonmatching,647.5112999,1
24,Nonmatching,544.7683001,1
24,Nonmatching,574.8179001,1
24,Nonmatching,563.5515,1
24,Nonmatching,488.8027001,1
24,Nonmatching,464.7959999,1
24,Nonmatching,450.096,1
24,Nonmatching,580.0638001,1
24,Nonmatching,456.7353001,1
24,Nonmatching,426.1699,1
24,Nonmatching,372.7841999,1
24,Nonmatching,585.4312,1
24,Nonmatching,484.5774001,1
24,Nonmatching,469.3215,1
24,Nonmatching,397.8851999,1
24,Nonmatching,434.2807999,1
24,Nonmatching,404.7812,1
24,Matching,753.9762999,1
24,Matching,974.7182999,1
24,Matching,611.3642999,1
24,Matching,830.3588,1
24,Matching,401.0158,1
24,Matching,565.2178999,1
24,Matching,514.5387,1
24,Matching,393.1737999,0
24,Matching,645.3286998,1
24,Matching,543.3001001,1
24,Matching,709.3795999,1
24,Matching,524.5025002,1
24,Matching,475.2888002,1
24,Matching,396.1604,1
24,Matching,407.9809,1
24,Matching,515.1167,1
24,Matching,562.6168998,1
24,Matching,807,1
24,Matching,466.6396,1
24,Matching,524.0109002,1
25,Matching,944.6667,1
25,Matching,845.6861,1
25,Matching,576.0321,1
25,Matching,708.5950999,1
25,Matching,627.7269998,1
25,Matching,534.3994999,1
25,Matching,637.0738999,1
25,Matching,599.0550001,1
25,Matching,515.0965999,1
25,Matching,498.4252001,1
25,Matching,546.7617,1
25,Matching,648.4315,1
25,Matching,546.6775999,1
25,Matching,568.5989,1
25,Matching,613.6612999,1
25,Matching,577.3125,1
25,Matching,509.9473,1
25,Matching,557.0034001,1
25,Matching,522.3542,1
25,Matching,881.0671,1
25,Nonmatching,940.4327001,1
25,Nonmatching,1842.4937,1
25,Nonmatching,964.3286001,1
25,Nonmatching,865.6158,1
25,Nonmatching,819.0986998,1
25,Nonmatching,693.8554998,1
25,Nonmatching,725.7984001,1
25,Nonmatching,803.5915,1
25,Nonmatching,1135.0581,1
25,Nonmatching,716.6714999,1
25,Nonmatching,684.3947,1
25,Nonmatching,564.9487001,0
25,Nonmatching,1114.348,1
25,Nonmatching,1104.9083,1
25,Nonmatching,648.2345001,1
25,Nonmatching,666.2502,1
25,Nonmatching,1027.7178,1
25,Nonmatching,886.4028999,0
25,Nonmatching,878.4374001,1
25,Nonmatching,983.1027,1
26,Matching,8950.057,0
26,Matching,3660.0339,1
26,Matching,5676.9081,1
26,Matching,1117.4979,1
26,Matching,3876.914,1
26,Matching,1237.3755,1
26,Matching,1870.6567,1
26,Matching,1807.4787,0
26,Matching,2386.8687,1
26,Matching,790.6896002,1
26,Matching,658.6783,1
26,Matching,3379.6022,1
26,Matching,1768.1169,1
26,Matching,1564.7997,1
26,Matching,1321.3203,1
26,Matching,576.3298001,1
26,Matching,628.9218999,0
26,Matching,743.4422001,1
26,Matching,1836.9487,1
26,Matching,1591.5131,1
26,Nonmatching,2117.3381,1
26,Nonmatching,700.7147002,1
26,Nonmatching,612.8457,1
26,Nonmatching,560.141,1
26,Nonmatching,693.3413001,0
26,Nonmatching,2053.1784,1
26,Nonmatching,3662.6758,1
26,Nonmatching,3176.0474,1
26,Nonmatching,3668.7157,1
26,Nonmatching,845.5010001,1
26,Nonmatching,799.3991,1
26,Nonmatching,1011.2275,1
26,Nonmatching,806.3544,0
26,Nonmatching,2346.2167,1
26,Nonmatching,968.0027,1
26,Nonmatching,1435.869,1
26,Nonmatching,621.7890999,1
26,Nonmatching,840.7902,1
26,Nonmatching,1690.7603,1
26,Nonmatching,2018.7018,1
27,Matching,1804.4198,1
27,Matching,631.8689,1
27,Matching,578.5312001,1
27,Matching,551.1276,1
27,Matching,717.0670999,1
27,Matching,540.425,1
27,Matching,538.2950001,1
27,Matching,640.6566,1
27,Matching,673.6997,1
27,Matching,538.3656002,1
27,Matching,560.6728999,1
27,Matching,437.7689001,1
27,Matching,551.8612,1
27,Matching,708.5549999,1
27,Matching,459.9118,1
27,Matching,541.1444998,1
27,Matching,563.1807998,0
27,Matching,760.5377,1
27,Matching,621.8415999,1
27,Matching,688.3665,1
27,Nonmatching,810.5773001,1
27,Nonmatching,877.8199002,1
27,Nonmatching,766.5712,0
27,Nonmatching,787.6454,1
27,Nonmatching,855.6273,1
27,Nonmatching,721.1769,1
27,Nonmatching,1119.7538,1
27,Nonmatching,965.8855998,1
27,Nonmatching,1067.11,1
27,Nonmatching,908.4886,0
27,Nonmatching,899.7205,1
27,Nonmatching,1171.7113,1
27,Nonmatching,1208.4252,1
27,Nonmatching,571.6058,1
27,Nonmatching,656.2251002,1
27,Nonmatching,689.6187,1
27,Nonmatching,945.0391,1
27,Nonmatching,670.9011002,1
27,Nonmatching,407.7566001,1
27,Nonmatching,514.8767999,1
28,Matching,779.1518001,1
28,Matching,863.7023,1
28,Matching,688.9259999,1
28,Matching,833.1631001,1
28,Matching,547.7427,1
28,Matching,545.6474999,1
28,Matching,543.7564,1
28,Matching,573.6264999,1
28,Matching,570.2712,1
28,Matching,534.9941999,1
28,Matching,861.1641999,1
28,Matching,574.4429999,1
28,Matching,554.854,1
28,Matching,584.3573001,1
28,Matching,532.8876001,1
28,Matching,579.7341999,1
28,Matching,464.3979999,1
28,Matching,593.7329,1
28,Matching,789.5066,1
28,Matching,473.3648,1
28,Nonmatching,1298.2353,1
28,Nonmatching,625.6519998,1
28,Nonmatching,996.3647998,1
28,Nonmatching,440.0616002,1
28,Nonmatching,530.4871001,1
28,Nonmatching,513.0002,1
28,Nonmatching,520.1021999,1
28,Nonmatching,494.9268999,1
28,Nonmatching,574.8995,1
28,Nonmatching,515.497,1
28,Nonmatching,554.7219,1
28,Nonmatching,544.2945999,1
28,Nonmatching,518.1001001,1
28,Nonmatching,532.8728,1
28,Nonmatching,483.4278,1
28,Nonmatching,476.5015999,1
28,Nonmatching,484.8122001,1
28,Nonmatching,572.9576,1
28,Nonmatching,609.6707999,1
28,Nonmatching,476.8428998,1
29,Nonmatching,15227.332,1
29,Nonmatching,2853.8588,0
29,Nonmatching,2031.1915,1
29,Nonmatching,1441.3298,1
29,Nonmatching,803.0417,1
29,Nonmatching,886.3526001,1
29,Nonmatching,1845.9428,1
29,Nonmatching,1047.8265,1
29,Nonmatching,1681.8096,0
29,Nonmatching,1426.6277,1
29,Nonmatching,1141.1667,1
29,Nonmatching,1003.1274,1
29,Nonmatching,1318.399,1
29,Nonmatching,1949.1217,1
29,Nonmatching,2155.0571,1
29,Nonmatching,1247.8198,1
29,Nonmatching,2145.7106,1
29,Nonmatching,1639.8367,1
29,Nonmatching,1441.9101,1
29,Nonmatching,1603.6512,1
29,Matching,1871.5219,1
29,Matching,1240.4493,1
29,Matching,1041.7071,1
29,Matching,1291.9007,1
29,Matching,827.9152,1
29,Matching,734.4529,1
29,Matching,1181.0539,1
29,Matching,753.8514999,1
29,Matching,1543.0868,1
29,Matching,1045.1434,1
29,Matching,1495.201,1
29,Matching,2143.1045,1
29,Matching,740.8773999,1
29,Matching,1083.0438,1
29,Matching,1667.7396,1
29,Matching,845.15,1
29,Matching,1479.0676,1
29,Matching,1191.8022,1
29,Matching,1315.7827,0
29,Matching,2666.9431,1
2,Matching,791.9704,0
2,Matching,587.7397,1
2,Matching,943.3770999,1
2,Matching,741.3067999,1
2,Matching,690.5957999,1
2,Matching,586.6228,1
2,Matching,478.6783,0
2,Matching,791.3034001,1
2,Matching,651.3172,1
2,Matching,669.1079,1
2,Matching,829.9151,1
2,Matching,592.7487999,1
2,Matching,563.7254,1
2,Matching,585.1527,1
2,Matching,645.313,1
2,Matching,615.1206,1
2,Matching,594.5696,1
2,Matching,646.7249,1
2,Matching,544.5173001,1
2,Matching,558.5012001,1
2,Nonmatching,1043.2745,1
2,Nonmatching,1125.1703,0
2,Nonmatching,1147.1126,1
2,Nonmatching,513.3784,1
2,Nonmatching,480.3766999,1
2,Nonmatching,665.2878,1
2,Nonmatching,1354.3197,0
2,Nonmatching,583.8412,1
2,Nonmatching,987.6389001,1
2,Nonmatching,647.6728,1
2,Nonmatching,1073.6424,1
2,Nonmatching,1154.3191,1
2,Nonmatching,759.8979,1
2,Nonmatching,1173.1985,1
2,Nonmatching,737.629,1
2,Nonmatching,951.7626,1
2,Nonmatching,637.6131,1
2,Nonmatching,600.0495,1
2,Nonmatching,667.803,1
2,Nonmatching,549.0082999,1
30,Nonmatching,1042.6577,1
30,Nonmatching,516.3489,1
30,Nonmatching,843.0098002,1
30,Nonmatching,804.178,1
30,Nonmatching,591.8953,1
30,Nonmatching,1115.4119,0
30,Nonmatching,602.9071,1
30,Nonmatching,702.5472999,1
30,Nonmatching,741.7585,1
30,Nonmatching,587.571,1
30,Nonmatching,695.6750001,1
30,Nonmatching,615.6071001,1
30,Nonmatching,602.9026001,1
30,Nonmatching,534.2073001,1
30,Nonmatching,636.7357001,1
30,Nonmatching,543.1945,1
30,Nonmatching,588.8235001,1
30,Nonmatching,520.8300001,1
30,Nonmatching,551.4727,1
30,Nonmatching,677.0794,1
30,Matching,693.7388999,1
30,Matching,485.6469,1
30,Matching,501.4962,1
30,Matching,460.9745999,1
30,Matching,542.3234,1
30,Matching,516.1663999,1
30,Matching,547.5039,1
30,Matching,497.4469999,1
30,Matching,593.7306001,1
30,Matching,637.5328999,1
30,Matching,695.6034,0
30,Matching,679.6364,1
30,Matching,584.1444,1
30,Matching,548.8297001,1
30,Matching,914.8207,1
30,Matching,530.2501,1
30,Matching,864.8232,1
30,Matching,554.0662999,0
30,Matching,655.4415,1
30,Matching,745.0138999,1
31,Nonmatching,1457.291,1
31,Nonmatching,1937.6809,1
31,Nonmatching,2263.6952,1
31,Nonmatching,689.0274,1
31,Nonmatching,1161.3466,1
31,Nonmatching,718.5305001,1
31,Nonmatching,1093.342,1
31,Nonmatching,701.1825,1
31,Nonmatching,1037.0642,1
31,Nonmatching,1247.1457,1
31,Nonmatching,857.3028001,1
31,Nonmatching,810.7016,1
31,Nonmatching,845.2564001,1
31,Nonmatching,623.1108999,1
31,Nonmatching,737.7445002,1
31,Nonmatching,895.9766,0
31,Nonmatching,871.7564999,1
31,Nonmatching,1032.4129,1
31,Nonmatching,1187.0306,1
