participant,Matching,rt,corr
31,Nonmatching,1431.1748,1
31,Matching,849.0433001,1
31,Matching,1002.989,1
31,Matching,1326.4408,1
31,Matching,1589.0625,1
31,Matching,1080.2984,1
31,Matching,729.176,1
31,Matching,1279.8292,1
31,Matching,1272.2607,1
31,Matching,768.8928,1
31,Matching,797.7056,1
31,Matching,1345.8589,1
31,Matching,1255.5945,1
31,Matching,1320.5197,1
31,Matching,863.7321,1
31,Matching,697.0392,1
31,Matching,1056.8966,1
31,Matching,706.3992999,1
31,Matching,1041.6823,1
31,Matching,827.6869999,1
31,Matching,1126.3757,1
32,Nonmatching,650.9357002,1
32,Nonmatching,620.8429001,1
32,Nonmatching,775.5382999,1
32,Nonmatching,540.0713,1
32,Nonmatching,562.5129,1
32,Nonmatching,543.67,1
32,Nonmatching,541.4861001,1
32,Nonmatching,491.4829,1
32,Nonmatching,579.7891999,1
32,Nonmatching,560.3036999,1
32,Nonmatching,565.6158,1
32,Nonmatching,602.9469001,1
32,Nonmatching,430.2361,1
32,Nonmatching,569.0019999,1
32,Nonmatching,557.5594001,1
32,Nonmatching,458.9988,1
32,Nonmatching,739.4824,1
32,Nonmatching,537.4722001,1
32,Nonmatching,463.5955999,1
32,Nonmatching,536.8173998,1
32,Matching,676.9711,1
32,Matching,557.7922,1
32,Matching,498.7633999,1
32,Matching,522.6968001,1
32,Matching,473.3138001,1
32,Matching,530.3614,1
32,Matching,584.9992998,1
32,Matching,556.6491999,1
32,Matching,546.0492,1
32,Matching,616.0543,1
32,Matching,603.2957002,1
32,Matching,510.7946,1
32,Matching,614.1208,1
32,Matching,529.3314001,1
32,Matching,520.125,1
32,Matching,502.9759,1
32,Matching,758.1831999,1
32,Matching,603.4418,1
32,Matching,398.8161001,1
32,Matching,634.7480998,1
33,Matching,953.9481001,1
33,Matching,662.4141999,1
33,Matching,528.865,1
33,Matching,535.3414,1
33,Matching,501.3478999,1
33,Matching,645.4842,1
33,Matching,583.4071001,1
33,Matching,500.1137999,1
33,Matching,491.7586001,1
33,Matching,563.8165001,1
33,Matching,537.3541999,1
33,Matching,511.4449998,1
33,Matching,510.7306999,1
33,Matching,502.0297999,1
33,Matching,565.4644,1
33,Matching,498.6627002,1
33,Matching,570.8375,1
33,Matching,478.7277,1
33,Matching,455.3042001,1
33,Matching,448.6837999,0
33,Nonmatching,840.4457001,1
33,Nonmatching,505.8209,1
33,Nonmatching,721.1090999,1
33,Nonmatching,671.9903999,0
33,Nonmatching,624.6799999,0
33,Nonmatching,1011.3926,1
33,Nonmatching,758.7228001,1
33,Nonmatching,451.901,1
33,Nonmatching,733.3781,0
33,Nonmatching,1427.3142,1
33,Nonmatching,734.0996,1
33,Nonmatching,812.6514,1
33,Nonmatching,943.9669999,1
33,Nonmatching,565.8278,1
33,Nonmatching,435.1844999,1
33,Nonmatching,589.1235999,1
33,Nonmatching,729.267,1
33,Nonmatching,623.8650999,0
33,Nonmatching,866.534,1
33,Nonmatching,628.057,0
34,Matching,782.7439,1
34,Matching,651.3424,1
34,Matching,805.1347999,1
34,Matching,2703.9425,1
34,Matching,559.484,1
34,Matching,556.5728,1
34,Matching,897.9386,1
34,Matching,962.0303999,1
34,Matching,1199.2875,1
34,Matching,1075.4342,1
34,Matching,916.0865,1
34,Matching,795.3829999,1
34,Matching,559.4374,1
34,Matching,564.8884,1
34,Matching,473.9576,1
34,Matching,570.5114,1
34,Matching,663.3997001,1
34,Matching,856.4924001,1
34,Matching,1434.0477,1
34,Matching,500.4082,1
34,Nonmatching,928.6227,1
34,Nonmatching,1095.3593,1
34,Nonmatching,695.4672,1
34,Nonmatching,1647.0919,1
34,Nonmatching,952.5258,0
34,Nonmatching,878.0299,1
34,Nonmatching,614.4418,1
34,Nonmatching,617.9677,1
34,Nonmatching,621.0669,1
34,Nonmatching,711.8736,1
34,Nonmatching,711.3294,1
34,Nonmatching,526.416,1
34,Nonmatching,693.2168,0
34,Nonmatching,1140.4499,1
34,Nonmatching,970.4932,1
34,Nonmatching,1279.2037,1
34,Nonmatching,575.9773999,0
34,Nonmatching,788.3328,1
34,Nonmatching,2376.5522,1
34,Nonmatching,613.3263001,1
35,Matching,921.0234999,1
35,Matching,536.1355001,1
35,Matching,878.1443001,1
35,Matching,894.6727,1
35,Matching,510.7149002,1
35,Matching,1622.0768,1
35,Matching,656.8864002,1
35,Matching,530.0851001,1
35,Matching,736.6663001,1
35,Matching,414.5661001,1
35,Matching,521.8169,1
35,Matching,384.6487,1
35,Matching,469.1333,1
35,Matching,453.8552,1
35,Matching,575.1155999,1
35,Matching,483.8920999,1
35,Matching,517.0592,1
35,Matching,1076.0371,1
35,Matching,492.6231999,1
35,Matching,516.4729999,1
35,Nonmatching,706.7242002,1
35,Nonmatching,1113.9861,1
35,Nonmatching,881.1768,1
35,Nonmatching,809.9291001,1
35,Nonmatching,797.2196001,1
35,Nonmatching,721.13,1
35,Nonmatching,687.1306,1
35,Nonmatching,983.1312001,1
35,Nonmatching,563.4204,1
35,Nonmatching,544.6323,1
35,Nonmatching,598.5599998,1
35,Nonmatching,714.4682,1
35,Nonmatching,569.7464,1
35,Nonmatching,742.6547999,1
35,Nonmatching,756.4284001,1
35,Nonmatching,801.827,0
35,Nonmatching,717.0814001,1
35,Nonmatching,876.6656001,1
35,Nonmatching,676.6204999,1
35,Nonmatching,741.1583001,1
36,Matching,761.8582998,1
36,Matching,510.4868002,1
36,Matching,693.5760002,1
36,Matching,549.7001,1
36,Matching,491.8277999,1
36,Matching,723.5647999,1
36,Matching,746.4969996,1
36,Matching,591.7727998,1
36,Matching,619.6221001,1
36,Matching,502.4436996,0
36,Matching,733.3492003,1
36,Matching,500.2353997,1
36,Matching,852.4722997,1
36,Matching,565.8021001,1
36,Matching,434.7530999,1
36,Matching,677.1060997,1
36,Matching,1069.7203,0
36,Matching,750.3887,1
36,Matching,668.3286997,1
36,Matching,525.6616003,1
36,Nonmatching,1027.0068,1
36,Nonmatching,605.6954004,1
36,Nonmatching,577.0427003,1
36,Nonmatching,1301.5512,1
36,Nonmatching,653.4798997,1
36,Nonmatching,582.9715999,1
36,Nonmatching,1083.7158,1
36,Nonmatching,620.2525003,1
36,Nonmatching,830.9133998,1
36,Nonmatching,761.6621,1
36,Nonmatching,694.9573001,1
36,Nonmatching,854.1796999,1
36,Nonmatching,567.5528999,1
36,Nonmatching,852.9208,1
36,Nonmatching,1086.0761,1
36,Nonmatching,1310.3265,1
36,Nonmatching,613.6940001,1
36,Nonmatching,864.8684998,1
36,Nonmatching,681.4870001,1
36,Nonmatching,594.358,1
37,Nonmatching,1050.6956,1
37,Nonmatching,1357.0902,0
37,Nonmatching,538.2026,1
37,Nonmatching,728.375,1
37,Nonmatching,911.1446,1
37,Nonmatching,710.4811,1
37,Nonmatching,630.0405,1
37,Nonmatching,1016.3473,1
37,Nonmatching,1043.8557,1
37,Nonmatching,717.7019001,1
37,Nonmatching,1436.803,1
37,Nonmatching,598.2531,0
37,Nonmatching,1962.2789,1
37,Nonmatching,727.6704,1
37,Nonmatching,1334.3567,1
37,Nonmatching,540.8568,1
37,Nonmatching,1202.8392,1
37,Nonmatching,726.4288,1
37,Nonmatching,701.242,0
37,Nonmatching,1284.3112,1
37,Matching,687.5836,1
37,Matching,847.546,1
37,Matching,872.9969,1
37,Matching,689.4575,1
37,Matching,601.6127,1
37,Matching,620.8408,1
37,Matching,599.8256,1
37,Matching,1147.4158,1
37,Matching,745.5962,1
37,Matching,1295.574,1
37,Matching,1063.8505,1
37,Matching,752.1492,1
37,Matching,1333.7745,1
37,Matching,1220.1452,1
37,Matching,599.0079,1
37,Matching,586.75,1
37,Matching,790.911,1
37,Matching,675.0603,1
37,Matching,731.3319,1
37,Matching,746.3488,1
38,Nonmatching,1062.9226,1
38,Nonmatching,623.3427,1
38,Nonmatching,602.2557,1
38,Nonmatching,445.5025,1
38,Nonmatching,559.764,1
38,Nonmatching,772.7146,1
38,Nonmatching,489.271,1
38,Nonmatching,705.3077,1
38,Nonmatching,672.7069,1
38,Nonmatching,673.2448,1
38,Nonmatching,850.1554,1
38,Nonmatching,1284.0694,1
38,Nonmatching,1003.9862,1
38,Nonmatching,751.2791,0
38,Nonmatching,1029.43,1
38,Nonmatching,792.2496,1
38,Nonmatching,619.2463,1
38,Nonmatching,646.1358,1
38,Nonmatching,976.0794,0
38,Nonmatching,988.7357,1
38,Matching,743.5196,1
38,Matching,757.4127,1
38,Matching,866.7435,1
38,Matching,876.1519,1
38,Matching,588.5999,1
38,Matching,2432.5172,1
38,Matching,635.3353,1
38,Matching,893.3819,1
38,Matching,453.2934,1
38,Matching,598.6411,1
38,Matching,754.6168,1
38,Matching,1071.8781,1
38,Matching,904.668,1
38,Matching,463.5442,0
38,Matching,2208.8029,1
38,Matching,868.068,1
38,Matching,701.4339,1
38,Matching,725.379,1
38,Matching,771.8169,1
38,Matching,704.6556,1
39,Nonmatching,1239.886,1
39,Nonmatching,577.4922,1
39,Nonmatching,662.1117,1
39,Nonmatching,807.5304,1
39,Nonmatching,746.8889,1
39,Nonmatching,952.6,1
39,Nonmatching,374.1834,0
39,Nonmatching,1098.603,1
39,Nonmatching,1826.7163,1
39,Nonmatching,653.2117,1
39,Nonmatching,1566.8602,1
39,Nonmatching,763.4668,1
39,Nonmatching,1192.6728,1
39,Nonmatching,684.5747,1
39,Nonmatching,1932.6205,1
39,Nonmatching,1051.1725,1
39,Nonmatching,1437.0736,1
39,Nonmatching,1559.2377,1
39,Nonmatching,932.6715,1
39,Nonmatching,731.2986,1
39,Matching,687.1609,1
39,Matching,2215.1841,1
39,Matching,1002.4845,1
39,Matching,886.025,1
39,Matching,1317.9954,1
39,Matching,868.3132,1
39,Matching,645.3446,1
39,Matching,695.1026,1
39,Matching,727.1595,1
39,Matching,621.7796,1
39,Matching,992.4497,0
39,Matching,1476.5833,1
39,Matching,757.4383,1
39,Matching,810.4873,1
39,Matching,669.8706,1
39,Matching,1582.5609,1
39,Matching,755.0048,1
39,Matching,848.4983,1
39,Matching,770.2722,1
39,Matching,1303.2047,1
3,Matching,754.6619,1
3,Matching,591.5017,1
3,Matching,667.4678,1
3,Matching,636.9021001,1
3,Matching,622.6249001,1
3,Matching,632.6318,1
3,Matching,475.4711,1
3,Matching,451.4309,0
3,Matching,533.3253,1
3,Matching,500.0233999,1
3,Matching,612.2502,1
3,Matching,431.3335,1
3,Matching,673.8729,1
3,Matching,426.2299,1
3,Matching,612.8335999,1
3,Matching,592.0318,1
3,Matching,420.0223,1
3,Matching,422.5189999,1
3,Matching,473.2065001,1
3,Matching,546.1559,1
3,Nonmatching,505.812,1
3,Nonmatching,529.3929001,0
3,Nonmatching,968.3642,0
3,Nonmatching,725.3663,1
3,Nonmatching,803.908,1
3,Nonmatching,1031.425,1
3,Nonmatching,762.0822,1
3,Nonmatching,695.5847,1
3,Nonmatching,479.3215999,1
3,Nonmatching,591.8975,1
3,Nonmatching,580.085,1
3,Nonmatching,384.9446001,1
3,Nonmatching,461.5903001,1
3,Nonmatching,622.5664,1
3,Nonmatching,433.2462001,1
3,Nonmatching,747.6317,1
3,Nonmatching,889.8438,1
3,Nonmatching,681.9720999,1
3,Nonmatching,770.4873,1
3,Nonmatching,655.1373,1
40,Nonmatching,3853.1857,0
40,Nonmatching,798.4422,1
40,Nonmatching,602.451,1
40,Nonmatching,765.6173,1
40,Nonmatching,563.4629,1
40,Nonmatching,848.44,1
40,Nonmatching,538.3553,1
40,Nonmatching,575.7724,1
40,Nonmatching,1460.4009,1
40,Nonmatching,637.1964,1
40,Nonmatching,631.2763999,1
40,Nonmatching,641.847,1
40,Nonmatching,771.6572,1
40,Nonmatching,616.429,1
40,Nonmatching,539.8306,1
40,Nonmatching,409.7854,1
40,Nonmatching,861.221,1
40,Nonmatching,422.2662,1
40,Nonmatching,488.9915,0
40,Nonmatching,641.1492,1
40,Matching,1024.374,1
40,Matching,546.902,1
40,Matching,945.2142,1
40,Matching,614.9195,1
40,Matching,2058.5223,1
40,Matching,667.6589,1
40,Matching,484.7975,1
40,Matching,1733.0228,1
40,Matching,2171.5524,1
40,Matching,1152.3222,1
40,Matching,621.5141,1
40,Matching,504.0771,1
40,Matching,967.85,1
40,Matching,925.0262,1
40,Matching,1107.7064,1
40,Matching,1530.8442,1
40,Matching,2081.5393,1
40,Matching,2842.3636,1
40,Matching,692.2716,1
40,Matching,1076.475,1
4,Matching,637.5487,1
4,Matching,654.955,1
4,Matching,808.2224,1
4,Matching,571.5726,1
4,Matching,800.4963001,1
4,Matching,460.3973,1
4,Matching,493.779,1
4,Matching,765.669,1
4,Matching,659.1249,1
4,Matching,539.4849001,1
4,Matching,585.7746,1
4,Matching,541.6247001,1
4,Matching,515.5801,1
4,Matching,579.1249,1
4,Matching,607.4796999,1
4,Matching,771.0415,1
4,Matching,543.7811,1
4,Matching,653.6089,1
4,Matching,670.8429001,1
4,Matching,575.5685001,0
4,Nonmatching,1447.6032,1
4,Nonmatching,833.0633,1
4,Nonmatching,515.1177,1
4,Nonmatching,1515.0087,1
4,Nonmatching,954.0178,1
4,Nonmatching,591.2395,1
4,Nonmatching,651.4618,1
4,Nonmatching,724.666,1
4,Nonmatching,1211.7311,1
4,Nonmatching,958.9425001,0
4,Nonmatching,1180.5086,1
4,Nonmatching,984.8977,1
4,Nonmatching,765.0049999,1
4,Nonmatching,962.3966999,1
4,Nonmatching,1255.4798,1
4,Nonmatching,729.0363,1
4,Nonmatching,847.4232,1
4,Nonmatching,1649.3754,1
4,Nonmatching,1315.3835,1
4,Nonmatching,690.8939,1
5,Nonmatching,1447.3387,1
5,Nonmatching,592.9354,1
5,Nonmatching,1060.8386,1
5,Nonmatching,846.2917,1
5,Nonmatching,688.0199,1
5,Nonmatching,848.0554,1
5,Nonmatching,1121.989,1
5,Nonmatching,592.9271,1
5,Nonmatching,571.8681,1
5,Nonmatching,697.0862,1
5,Nonmatching,616.6552,1
5,Nonmatching,724.0257,1
5,Nonmatching,570.6278001,1
5,Nonmatching,551.2867001,1
5,Nonmatching,588.6797999,1
5,Nonmatching,776.8560001,1
5,Nonmatching,565.3985001,1
5,Nonmatching,586.6773,1
5,Nonmatching,1390.5755,1
5,Nonmatching,674.8166999,1
5,Matching,660.695,1
5,Matching,485.8343999,1
5,Matching,1213.7826,1
5,Matching,913.4239,1
5,Matching,1256.5375,0
5,Matching,2194.165,1
5,Matching,2102.2267,1
5,Matching,1317.311,1
5,Matching,1140.6557,1
5,Matching,1610.7304,1
5,Matching,1102.0979,1
5,Matching,1469.3938,1
5,Matching,1069.9254,1
5,Matching,606.6290999,1
5,Matching,897.9060999,1
5,Matching,730.2368,1
5,Matching,1448.7038,1
5,Matching,850.5277999,1
5,Matching,444.7028,1
5,Matching,878.7187,1
6,Nonmatching,763.8987,1
6,Nonmatching,544.2628999,1
6,Nonmatching,822.0869999,0
6,Nonmatching,960.8591,1
6,Nonmatching,502.2218999,1
6,Nonmatching,469.3943,1
6,Nonmatching,478.2773,1
6,Nonmatching,470.8853,1
6,Nonmatching,575.8948999,1
6,Nonmatching,507.4003,0
6,Nonmatching,682.8627001,1
6,Nonmatching,651.4395,1
6,Nonmatching,1420.7346,1
6,Nonmatching,1655.3618,1
6,Nonmatching,504.6789,1
6,Nonmatching,688.0514,0
6,Nonmatching,1000.1765,1
6,Nonmatching,1420.1094,1
6,Nonmatching,854.8689,1
6,Nonmatching,1096.1274,0
6,Matching,568.1871,1
6,Matching,748.0472,1
6,Matching,978.1771001,1
6,Matching,926.8470999,0
6,Matching,645.5482,1
6,Matching,2199.3739,1
6,Matching,571.3547,1
6,Matching,568.1029001,1
6,Matching,772.5774,1
6,Matching,473.2779,1
6,Matching,570.2703,1
6,Matching,494.8858001,1
6,Matching,1318.8541,1
6,Matching,1189.2644,1
6,Matching,633.3805,1
6,Matching,587.9462999,1
6,Matching,671.9767,0
6,Matching,664.7317,1
6,Matching,913.9534,0
6,Matching,1217.3017,1
7,Nonmatching,881.4037,1
7,Nonmatching,601.4715,0
7,Nonmatching,844.0156999,1
7,Nonmatching,557.8329,1
7,Nonmatching,531.1089,1
7,Nonmatching,585.9031,1
7,Nonmatching,621.1381,1
7,Nonmatching,503.9829001,1
7,Nonmatching,559.4227001,1
7,Nonmatching,764.5787001,1
7,Nonmatching,466.1624,1
7,Nonmatching,883.3324,1
7,Nonmatching,668.1177,1
7,Nonmatching,597.334,0
7,Nonmatching,561.3269,1
7,Nonmatching,558.6566,1
7,Nonmatching,900.0061001,1
7,Nonmatching,571.8978,1
7,Nonmatching,488.5335,1
7,Nonmatching,848.7498,0
7,Matching,955.8672,1
7,Matching,649.3003001,1
7,Matching,651.1555001,1
7,Matching,581.2391,1
7,Matching,761.9973,1
7,Matching,1015.1256,1
7,Matching,586.4817,1
7,Matching,558.6434,1
7,Matching,563.677,1
7,Matching,457.1009,0
7,Matching,562.7419001,0
7,Matching,1207.9155,1
7,Matching,731.0587,1
7,Matching,730.0428,1
7,Matching,552.4064,1
7,Matching,621.8063,1
7,Matching,760.6243,1
7,Matching,678.0569,1
7,Matching,742.6762,1
7,Matching,548.5527,1
8,Nonmatching,1021.4512,1
8,Nonmatching,687.9989,1
8,Nonmatching,1087.4376,0
8,Nonmatching,1038.6274,1
8,Nonmatching,632.7956,1
8,Nonmatching,795.5563,1
8,Nonmatching,735.7166,1
8,Nonmatching,701.3246,1
8,Nonmatching,1413.5767,1
8,Nonmatching,720.6677,1
8,Nonmatching,1279.4868,1
8,Nonmatching,720.0713,1
8,Nonmatching,918.8824,1
8,Nonmatching,525.5599,1
8,Nonmatching,532.0728,1
8,Nonmatching,673.9258,1
8,Nonmatching,986.7158,1
8,Nonmatching,574.7,1
8,Nonmatching,683.6666,1
8,Nonmatching,580.2933,1
8,Matching,750.0751,1
8,Matching,539.9154,1
8,Matching,617.8898,1
8,Matching,725.3532,1
8,Matching,932.0072,1
8,Matching,770.7744,1
8,Matching,583.3299,1
8,Matching,483.8526,1
8,Matching,556.5381,1
8,Matching,937.2565,1
8,Matching,607.2692,1
8,Matching,482.5095,1
8,Matching,659.391,1
8,Matching,852.6872,1
8,Matching,565.879,1
8,Matching,867.1684,0
8,Matching,876.8194,1
8,Matching,1092.6907,1
8,Matching,700.75,1
8,Matching,620.5567,1
9,Matching,611.2788,1
9,Matching,526.0754,1
9,Matching,524.5538,1
9,Matching,771.2518,1
9,Matching,480.0001,1
9,Matching,512.5985,1
9,Matching,448.1452,1
9,Matching,449.8092,1
9,Matching,483.7323,1
9,Matching,476.1838,1
9,Matching,541.2184,1
9,Matching,595.0677,1
9,Matching,511.1734,1
9,Matching,518.671,1
9,Matching,533.2345,0
9,Matching,675.8865,1
9,Matching,564.4345,1
9,Matching,529.9123,1
9,Matching,584.5022,1
9,Matching,581.1264,1
9,Nonmatching,1021.7548,1
9,Nonmatching,488.4056,1
9,Nonmatching,792.4971,1
9,Nonmatching,716.3523,1
9,Nonmatching,723.7366,0
9,Nonmatching,1114.1418,1
9,Nonmatching,825.8124,1
9,Nonmatching,684.4082,1
9,Nonmatching,676.4779,1
9,Nonmatching,477.1909,1
9,Nonmatching,669.4037,0
9,Nonmatching,726.4785,0
9,Nonmatching,693.1298,1
9,Nonmatching,725.1545,1
9,Nonmatching,467.6389,1
9,Nonmatching,548.9481,1
9,Nonmatching,1002.9051,0
9,Nonmatching,1222.2846,1
9,Nonmatching,1129.0047,1
9,Nonmatching,695.7509,1
