Source,Subject,Matching,Comparison,Cohens_d_RT,Cohens_d_ACC
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_12,Nonmatching,Self vs Stranger,0.3023393313550708,-0.15480128759010905
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_13,Matching,Self vs Stranger,0.290102936146267,1.227291159761751
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_13,Nonmatching,Self vs Stranger,0.037844614560567154,0.15977628033127805
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_14,Matching,Self vs Stranger,0.48401869850228924,0.3738746343279996
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_14,Nonmatching,Self vs Stranger,0.3096473230661092,0.13569466659952945
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_15,Matching,Self vs Stranger,0.8401587171285957,0.47444325546858734
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_15,Nonmatching,Self vs Stranger,-0.07814703512911483,0.0038807388516333583
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_16,Matching,Self vs Stranger,0.07255571426894919,0.0570993550656381
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_16,Nonmatching,Self vs Stranger,0.15260542422262588,0.014942263385702955
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_17,Matching,Self vs Stranger,0.20048267255440003,0.03926644176696832
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_17,Nonmatching,Self vs Stranger,0.07834595152335025,-0.14723736296447815
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_18,Matching,Self vs Stranger,-0.027055622089566207,0
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_18,Nonmatching,Self vs Stranger,0.31625211022233723,-0.11014904126805374
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_19,Matching,Self vs Stranger,0.6912532363181257,0.4383636771982791
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_19,Nonmatching,Self vs Stranger,-0.15968055044066462,0.1392392624458529
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_20,Matching,Self vs Stranger,0.6468755627507384,0.33132194439071483
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_20,Nonmatching,Self vs Stranger,0.3168649481773147,7.592247531358318e-4
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_21,Matching,Self vs Stranger,0.19709410638188105,0.1582900299829495
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_21,Nonmatching,Self vs Stranger,-0.031376970317646864,0.1624282766205739
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_22,Matching,Self vs Stranger,-0.32717100256300113,0
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_22,Nonmatching,Self vs Stranger,0.8076465935850136,0.6071553619768656
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_23,Matching,Self vs Stranger,0.4132087732754542,0.4694104864520989
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_23,Nonmatching,Self vs Stranger,-0.0495960090304153,-0.14888469476059538
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_24,Matching,Self vs Stranger,-0.026297569841075886,0.18378955895289872
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_24,Nonmatching,Self vs Stranger,0.2143976193141616,-0.11856114853809735
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_25,Matching,Self vs Stranger,0.008078932901733386,0.10544293759337618
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_25,Nonmatching,Self vs Stranger,-0.11056262155067324,-0.022413597916454597
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_26,Matching,Self vs Stranger,0.05495673883440245,0.06558148313653316
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_26,Nonmatching,Self vs Stranger,0.21869175432797713,0.07813136075045661
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_27,Matching,Self vs Stranger,0.04331921842331421,-0.12212115598768794
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_27,Nonmatching,Self vs Stranger,0.07650930457981148,0.06945800060130419
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_28,Matching,Self vs Stranger,-6.144767146515361e-4,0.001414089489498282
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_28,Nonmatching,Self vs Stranger,0.07752992486077477,0.09269882619875063
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_29,Matching,Self vs Stranger,0.7005197652603734,0.5045619172264668
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_29,Nonmatching,Self vs Stranger,-0.1818808008540663,0.04433392438008518
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_30,Matching,Self vs Stranger,-0.007599008075676408,-0.04276214801697153
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_30,Nonmatching,Self vs Stranger,0.19419461431381738,-0.1585293759954228
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_31,Matching,Self vs Stranger,0.5314569282211605,0.4027520457899759
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_31,Nonmatching,Self vs Stranger,-0.10068477053012943,0.09590899655708068
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_32,Matching,Self vs Stranger,0.2025107741492217,0.43637348745585086
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_32,Nonmatching,Self vs Stranger,0.2836837840241763,0.17459383550039184
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_33,Matching,Self vs Stranger,0.23914811338628889,0.2904357762999226
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_33,Nonmatching,Self vs Stranger,0.01780804143947918,-0.054345768813202786
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_34,Matching,Self vs Stranger,-0.05593085203714436,-0.1571300364525961
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_34,Nonmatching,Self vs Stranger,0.41669948547988594,-0.1029813700568428
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_35,Matching,Self vs Stranger,0.0963058566164912,-0.08519203155157357
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_35,Nonmatching,Self vs Stranger,0.019030084643243517,0.09973472697619425
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_36,Matching,Self vs Stranger,0.8038656720203925,0.4301405682311219
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_36,Nonmatching,Self vs Stranger,0.366315785402243,0.10983946037698789
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_37,Matching,Self vs Stranger,0.3687620188655956,0.06389815158441155
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_37,Nonmatching,Self vs Stranger,-3.438057999851323e-4,0.043757935335333356
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_38,Matching,Self vs Stranger,-0.11292456107508131,-0.0740970881411635
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_38,Nonmatching,Self vs Stranger,0.07483501231455775,-0.040037694564266105
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_39,Matching,Self vs Stranger,0.5695378423358868,0.26392067496411464
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_39,Nonmatching,Self vs Stranger,0.1254519924909486,0.07587471802820589
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_40,Matching,Self vs Stranger,0.9550303770054636,0.14558652889434487
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_40,Nonmatching,Self vs Stranger,0.0022247491900500484,0.05534454950523627
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_41,Matching,Self vs Stranger,0.6116761303394935,0.4224024674571854
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_41,Nonmatching,Self vs Stranger,-0.07185433897749355,0.020335653692680505
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_42,Matching,Self vs Stranger,0.2557535257093279,-0.21761292943257926
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_42,Nonmatching,Self vs Stranger,0.13208660803598832,0.2610385507813546
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_43,Matching,Self vs Stranger,0.44353521520105327,0.37263767051955526
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_43,Nonmatching,Self vs Stranger,-0.05443765942726364,0.3023158509911739
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_44,Matching,Self vs Stranger,0.4177414334597442,0.28517604820466225
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_44,Nonmatching,Self vs Stranger,0.3586732805893736,-0.005413232226420287
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_45,Matching,Self vs Stranger,0.16482538539988792,0.2630453530832415
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_45,Nonmatching,Self vs Stranger,-0.07914997825915374,-0.179708489435918
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_46,Matching,Self vs Stranger,0.21881660744351103,0.5103774076665293
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_46,Nonmatching,Self vs Stranger,0.06266413607680456,0.42947457025899943
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_47,Matching,Self vs Stranger,0.9142582291236763,0.5436086637048358
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_47,Nonmatching,Self vs Stranger,-0.031805833292452616,0.11386206765226468
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_48,Matching,Self vs Stranger,-0.003598526441233592,0.05190816285660981
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_48,Nonmatching,Self vs Stranger,0.248730947133232,0.06900550270336805
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_49,Matching,Self vs Stranger,0.04020266052542753,0.06820909036704821
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_49,Nonmatching,Self vs Stranger,-0.30009059581821423,-0.19257653504595618
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_50,Matching,Self vs Stranger,-0.02862546705007528,-0.13150917531241457
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_50,Nonmatching,Self vs Stranger,0.2578289663756755,0.35958675239671806
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_51,Matching,Self vs Stranger,0.8805205435783313,0.37277315225631813
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_51,Nonmatching,Self vs Stranger,0.05303623698169587,0.11198484013262361
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_52,Matching,Self vs Stranger,-0.046193052640690214,0.03882725382823242
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_52,Nonmatching,Self vs Stranger,0.23071613138643846,-0.05664983638979168
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_53,Matching,Self vs Stranger,-0.07928543284094071,-0.05008846071788711
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_53,Nonmatching,Self vs Stranger,-0.05349177332059791,-0.018865503882823376
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_54,Matching,Self vs Stranger,0.1335151771076913,0.19862859029571014
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_54,Nonmatching,Self vs Stranger,-0.052302428327893426,-0.06307596192396603
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_55,Matching,Self vs Stranger,1.3502270784415418,0.4704735046209374
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_55,Nonmatching,Self vs Stranger,0.12783868543029495,0.1713998355066995
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_56,Matching,Self vs Stranger,0.4314168113234383,0.7027859762931159
Constable_2020_CE_Exp1_Clean.csv,Constable_2020_CE_Exp1_Clean.csv_56,Nonmatching,Self vs Stranger,0.21187630948130098,-0.031010184816361506
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_1,Matching,Self vs Stranger,0.8653425299904137,0.3354097542471855
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_1,Nonmatching,Self vs Stranger,0.3273393664752529,0.0984571911984574
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_2,Matching,Self vs Stranger,0.2887398719657488,0.5371766306950233
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_2,Nonmatching,Self vs Stranger,0.2134228970943294,0.0026863224852839633
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_3,Matching,Self vs Stranger,0.2826610664893713,0.5946106861583869
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_3,Nonmatching,Self vs Stranger,0.14753288453858499,-0.08986905434359203
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_4,Matching,Self vs Stranger,-0.09204896760758319,0.1464482000835263
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_4,Nonmatching,Self vs Stranger,0.5271325475881417,-0.04765793378250649
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_5,Matching,Self vs Stranger,0.12296258941138859,0.31646549510059663
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_5,Nonmatching,Self vs Stranger,-0.07563126888642559,-0.08680237088073715
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_6,Matching,Self vs Stranger,0.5870395379620901,0.06484294979498924
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_6,Nonmatching,Self vs Stranger,0.12722656953977027,-0.0708651686235255
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_7,Matching,Self vs Stranger,-0.04328621736657384,0.24408180559305623
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_7,Nonmatching,Self vs Stranger,0.22230084672035055,0.17119213263499702
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_8,Matching,Self vs Stranger,0.5447790682721256,0.6778354344480354
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_8,Nonmatching,Self vs Stranger,0.3061199291042327,-0.11717991666932032
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_9,Matching,Self vs Stranger,0.5407625777704895,0.13353823477121327
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_9,Nonmatching,Self vs Stranger,0.17777727089181192,0.23992376642474933
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_10,Matching,Self vs Stranger,1.210026495914544,0.3147818102730543
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_10,Nonmatching,Self vs Stranger,-0.09986833797639286,0.3149901344547188
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_11,Matching,Self vs Stranger,0.32107259530386806,0.4926319136119587
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_11,Nonmatching,Self vs Stranger,-0.02849046349633185,0.3792407213584902
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_12,Matching,Self vs Stranger,0.34381483240896166,0.5885001328417416
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_12,Nonmatching,Self vs Stranger,0.07695999786931598,-0.1452728469096771
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_13,Matching,Self vs Stranger,0.9760916384777865,0.4192539469475984
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_13,Nonmatching,Self vs Stranger,0.21054482714279463,0.2796039382912768
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_14,Matching,Self vs Stranger,-0.00419643994475585,0.5219833703498439
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_14,Nonmatching,Self vs Stranger,0.16265244614666993,0.2541482437477526
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_15,Matching,Self vs Stranger,0.20901911960797764,0.4570432262833373
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_15,Nonmatching,Self vs Stranger,0.4028786497394771,0.2025799654718034
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_16,Matching,Self vs Stranger,0.2093964436822403,-0.04704997463658401
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_16,Nonmatching,Self vs Stranger,-0.05618974358419908,-0.22858241442334623
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_17,Matching,Self vs Stranger,0.17129416656074223,-0.1427671041180434
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_17,Nonmatching,Self vs Stranger,0.057199666308139184,0.07855568485873754
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_18,Matching,Self vs Stranger,0.3563801190930906,0.2862190334211989
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_18,Nonmatching,Self vs Stranger,0.19215343636411408,0.15213503696508876
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_19,Matching,Self vs Stranger,0.5301670217902154,0.5712793261913042
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_19,Nonmatching,Self vs Stranger,0.11509484964889277,-0.22524629511093822
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_20,Matching,Self vs Stranger,0.5849372510822359,0.2717359108353665
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_20,Nonmatching,Self vs Stranger,0.08433426065988395,0.005416272964933359
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_21,Matching,Self vs Stranger,0.7625591444408668,0.3256983410068374
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_21,Nonmatching,Self vs Stranger,-0.09218682143753315,-0.05377134841424684
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_22,Matching,Self vs Stranger,1.3101503281801765,0.4180611628922229
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_22,Nonmatching,Self vs Stranger,0.20873757015151023,0.23219204528382695
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_23,Matching,Self vs Stranger,0.5037769397284112,0.6474367026349219
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_23,Nonmatching,Self vs Stranger,0.34437948451527617,0.29093279710850384
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_24,Matching,Self vs Stranger,0.07981340945925279,0
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_24,Nonmatching,Self vs Stranger,0.3487999716690128,0.21369136625429272
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_25,Matching,Self vs Stranger,0.3818736944161664,0.20790504035451057
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_25,Nonmatching,Self vs Stranger,-0.17696685172895948,0.004118501993474648
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_26,Matching,Self vs Stranger,0.7007793120586293,0.4548687817276706
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_26,Nonmatching,Self vs Stranger,-0.4149361023999112,0.1791409795705327
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_27,Matching,Self vs Stranger,-0.3643209162145598,-0.2564652887403376
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_27,Nonmatching,Self vs Stranger,0.05936538586528074,-0.06902877634482364
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_28,Matching,Self vs Stranger,0.5820545972651673,0.4621506944555066
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_28,Nonmatching,Self vs Stranger,0.10282054495328882,-0.03588500836243636
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_29,Matching,Self vs Stranger,0.9373840514752914,-0.041978892534999146
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_29,Nonmatching,Self vs Stranger,-0.08394308069143364,0.5490311424782381
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_30,Matching,Self vs Stranger,0.5239765617291348,0.8963494962292703
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_30,Nonmatching,Self vs Stranger,-0.3352318937450127,0.4161559681613524
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_31,Matching,Self vs Stranger,0.06432664897218981,0.06330096162471276
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_31,Nonmatching,Self vs Stranger,0.1786440570306262,-0.022268033093586503
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_32,Matching,Self vs Stranger,0.47991434587435167,0.26206215504752667
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_32,Nonmatching,Self vs Stranger,0.2743745970061957,0.2147184150744598
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_33,Matching,Self vs Stranger,0.8437014131878391,0.30394801792639675
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_33,Nonmatching,Self vs Stranger,0.05031638442945036,0.23585006195015892
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_34,Matching,Self vs Stranger,0.1813590279826552,0.12935502823624817
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_34,Nonmatching,Self vs Stranger,0.05545455468078229,-0.04116768936312072
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_35,Matching,Self vs Stranger,0.48170144801279546,0.5219458994118606
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_35,Nonmatching,Self vs Stranger,0.15413172796840036,-0.3880251184951399
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_36,Matching,Self vs Stranger,0.1593486947184283,0.2973582933410747
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_36,Nonmatching,Self vs Stranger,0.502098127979552,-0.02557230299564343
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_37,Matching,Self vs Stranger,0.19203324990447984,-0.03815637887469327
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_37,Nonmatching,Self vs Stranger,-0.04088771377994452,0.11139649569426684
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_38,Matching,Self vs Stranger,0.3430467050606775,0.0708651686235255
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_38,Nonmatching,Self vs Stranger,-0.02995211967843541,0.23719242145730335
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_39,Matching,Self vs Stranger,0.06246742114497799,0.4375674742517951
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_39,Nonmatching,Self vs Stranger,-0.01446134579487646,0.0347684852580086
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_40,Matching,Self vs Stranger,0.37657427388434817,0.40424412813453786
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_40,Nonmatching,Self vs Stranger,0.09501285801588472,0.05796793529360801
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_41,Matching,Self vs Stranger,0.3914646153508781,0.8426619367988053
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_41,Nonmatching,Self vs Stranger,0.2179798963951265,0.24187047266365713
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_42,Matching,Self vs Stranger,0.2334463928155261,-0.22550960996287875
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_42,Nonmatching,Self vs Stranger,0.017023322984264472,-0.39655881296772966
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_43,Matching,Self vs Stranger,-0.0010532169465614883,0.2908649955920481
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_43,Nonmatching,Self vs Stranger,0.20379687897656482,0.1348765503813085
Constable_2020_CE_Exp2_Clean.csv,Constable_2020_CE_Exp2_Clean.csv_44,Matching,Self vs Stranger,0.4804489593740836,0.1724381415134755
