rt_self,rt_close,rt_stranger,rt_non_person,rt_acquaintance,cohens_d_self_close,cohens_d_self_stranger,cohens_d_self_non_person,cohens_d_self_acquaintance
853.084745762712,907.890756302521,898.391666666667,NA,NA,-0.281402308,-0.24214685,NA,NA
709.508474576271,772.966666666667,819.408333333333,NA,NA,-0.593488132,-0.861199208,NA,NA
772.441666666667,810.159663865546,840.873949579832,NA,NA,-0.216773441,-0.388276373,NA,NA
826.084033613445,874.810344827586,912.566666666667,NA,NA,-0.218751894,-0.381325065,NA,NA
796.218487394958,925.808333333333,928.325,NA,NA,-0.765517726,-0.773752894,NA,NA
764.831932773109,766.794871794872,883.581196581197,NA,NA,-0.009760077,-0.520777694,NA,NA
759.386554621849,853.208333333333,828.27731092437,NA,NA,-0.589970209,-0.437524994,NA,NA
678.865546218487,770.826086956522,767.034188034188,NA,NA,-0.458229175,-0.43399257,NA,NA
710.391666666667,720.275,757.516666666667,NA,NA,-0.082151797,-0.418143891,NA,NA
767.083333333333,769.411764705882,756.191666666667,NA,NA,-0.016847874,0.0757957320305345,NA,NA
741.1,847.516666666667,814.325,NA,NA,-0.694495125,-0.460120793,NA,NA
773.1,823.252100840336,874.416666666667,NA,NA,-0.281560504,-0.553936632,NA,NA
737.875,744.825,782.991596638655,NA,NA,-0.045734995,-0.298932113,NA,NA
757.872881355932,872.344537815126,895.27731092437,NA,NA,-0.645844076,-0.714291006,NA,NA
758.533333333333,758.883333333333,763.466666666667,NA,NA,-0.002605423,-0.042092555,NA,NA
876.862068965517,896.316239316239,931.234782608696,NA,NA,-0.085540349,-0.255357222,NA,NA
863.452173913043,909.886956521739,903.789473684211,NA,NA,-0.224535039,-0.193921804,NA,NA
783.933333333333,911.830508474576,883.358333333333,NA,NA,-0.653450576,-0.566315297,NA,NA
796.652542372881,835.394957983193,796.689075630252,NA,NA,-0.221405428,-0.000203862,NA,NA
654.593220338983,649.290598290598,688.869565217391,NA,NA,0.0429275111923993,-0.199500643,NA,NA
799.226890756303,947.272727272727,918.582608695652,NA,NA,-0.658157119,-0.534795768,NA,NA
838.888888888889,917.194915254237,788.118644067797,NA,NA,-0.332075368,0.261977213998487,NA,NA
797.521367521368,835.268907563025,864.666666666667,NA,NA,-0.196664491,-0.341132287,NA,NA
876.709401709402,991.543103448276,1011.81818181818,NA,NA,-0.59956571,-0.677762689,NA,NA
814.840336134454,863.478991596639,891.571428571429,NA,NA,-0.232529597,-0.377743907,NA,NA
941.318584070796,978.881818181818,967.603773584906,NA,NA,-0.16622412,-0.110257193,NA,NA
702.558333333333,715.655462184874,723.731092436975,NA,NA,-0.085085404,-0.139559427,NA,NA
901.210084033613,985.058333333333,942.389830508475,NA,NA,-0.550068666,-0.325034026,NA,NA
767.881355932203,895.964912280702,899.51724137931,NA,NA,-0.619504296,-0.626893163,NA,NA
966.025,992.680672268908,1094.29661016949,NA,NA,-0.149385568,-0.684016121,NA,NA
914.756302521008,895.301724137931,970.559322033898,NA,NA,0.105146907471516,-0.316618367,NA,NA
809.789915966387,831.538461538462,860.372881355932,NA,NA,-0.117444277,-0.267143284,NA,NA
725.579831932773,820.042735042735,812.65811965812,NA,NA,-0.456023678,-0.416065595,NA,NA
672.925,661.8,687.041666666667,NA,NA,0.0925865541903709,-0.101203969,NA,NA
930.215517241379,990.612612612613,972.616666666667,NA,NA,-0.272026526,-0.200563748,NA,NA
800.26724137931,846.350877192982,938.948717948718,NA,NA,-0.18967624,-0.574941699,NA,NA
737.616666666667,815.191666666667,846.25,NA,NA,-0.449083517,-0.657288137,NA,NA
869.153846153846,984.127272727273,1048.04504504505,NA,NA,-0.527412162,-0.757231884,NA,NA
965.578947368421,1077.80392156863,1066.78823529412,NA,NA,-0.310665147,-0.286130258,NA,NA
857.908333333333,909.974789915966,826.033333333333,NA,NA,-0.342541158,0.209496375821913,NA,NA
644.725,687.666666666667,752.798319327731,NA,NA,-0.325990258,-0.664744948,NA,NA
977.764705882353,991.575221238938,1013.88034188034,NA,NA,-0.067264452,-0.181675566,NA,NA
934.457627118644,1063.84545454545,1001.76785714286,NA,NA,-0.535465818,-0.278558849,NA,NA
299.527472527473,299.565217391304,308.726315789474,NA,NA,-0.000410431,-0.096707705,NA,NA
741.470588235294,776.666666666667,820.3,NA,NA,-0.256742289,-0.535577612,NA,NA
991.865168539326,899.858823529412,966.425531914894,NA,NA,0.26108493984989,0.0764582199736862,NA,NA
731.567796610169,890.483050847458,905.739495798319,NA,NA,-1.04994129,-1.262048563,NA,NA
903.525423728814,1161.72277227723,1093.01785714286,NA,NA,-1.016974356,-0.731088409,NA,NA
1041.05882352941,949.168224299065,1037.28301886792,NA,NA,0.393838388787883,0.0155919245339193,NA,NA
880.274336283186,925.491228070175,917.84347826087,NA,NA,-0.216984067,-0.188404085,NA,NA
1014.40707964602,1091.09174311927,1077.05504587156,NA,NA,-0.313778433,-0.254037773,NA,NA
739.991525423729,789.864406779661,790.434782608696,NA,NA,-0.269756552,-0.264536324,NA,NA
730.116666666667,756.17094017094,758.457627118644,NA,NA,-0.172104,-0.198194017,NA,NA
889.560344827586,928.608333333333,928.940677966102,NA,NA,-0.214098929,-0.212232943,NA,NA
990.5,1024.37254901961,1096.04347826087,NA,NA,-0.129343802,-0.43029119,NA,NA
758.825,804.882352941176,819.330508474576,NA,NA,-0.291798391,-0.35726738,NA,NA
978.396396396396,902.628318584071,920.55652173913,NA,NA,0.316934709107124,0.222707850831335,NA,NA
790.983193277311,885.18487394958,848.840336134454,NA,NA,-0.681576052,-0.433033695,NA,NA
644.621848739496,734.285714285714,727.103448275862,NA,NA,-0.61804372,-0.569543071,NA,NA
1004.45535714286,1042.99082568807,1127.21153846154,NA,NA,-0.165357289,-0.539451403,NA,NA
778.050847457627,860.559322033898,894.949579831933,NA,NA,-0.506322626,-0.753909058,NA,NA
759.458333333333,788.739495798319,785.541666666667,NA,NA,-0.185933002,-0.16250524,NA,NA
928.350427350427,1010.62608695652,1023.7264957265,NA,NA,-0.386464168,-0.4927579,NA,NA
696.920353982301,810.839622641509,824.358490566038,NA,NA,-0.380814737,-0.452450003,NA,NA
802.9,803.175,835.341666666667,NA,NA,-0.001932342,-0.235667982,NA,NA
751.254237288136,768.386554621849,792.591666666667,NA,NA,-0.101723746,-0.242742089,NA,NA
1085.36283185841,989.313043478261,997.923076923077,NA,NA,0.384343544517609,0.370941733727948,NA,NA
852.571428571429,NA,951.2,NA,NA,NA,-0.495703292,NA,NA
1025.23376623377,NA,1065.03947368421,NA,NA,NA,-0.176326291,NA,NA
663.454545454545,NA,693.558441558442,NA,NA,NA,-0.259405769,NA,NA
847.753246753247,NA,870.714285714286,NA,NA,NA,-0.132812572,NA,NA
775.118421052632,NA,872.068493150685,NA,NA,NA,-0.495901394,NA,NA
735.922077922078,NA,933.894736842105,NA,NA,NA,-1.184091847,NA,NA
958.133333333333,NA,1124.91891891892,NA,NA,NA,-0.700146205,NA,NA
859.394736842105,NA,913.342105263158,NA,NA,NA,-0.303003729,NA,NA
720.197368421053,NA,934.368421052632,NA,NA,NA,-1.077462433,NA,NA
745.25974025974,NA,854.480519480519,NA,NA,NA,-0.527650224,NA,NA
688.217391304348,NA,873.455882352941,NA,NA,NA,-0.905133158,NA,NA
