rt_self,rt_close,rt_stranger,rt_non_person,rt_acquaintance,cohens_d_self_close,cohens_d_self_stranger,cohens_d_self_non_person,cohens_d_self_acquaintance
845.723684210526,NA,1011.70666666667,NA,NA,NA,-0.856859109,NA,NA
855.527027027027,NA,994.32,NA,NA,NA,-0.585736408,NA,NA
703.025974025974,NA,885.857142857143,NA,NA,NA,-1.283240838,NA,NA
702.38961038961,NA,742.12987012987,NA,NA,NA,-0.2806662,NA,NA
705.181818181818,NA,805.506666666667,NA,NA,NA,-0.573577614,NA,NA
732.051948051948,NA,776.727272727273,NA,NA,NA,-0.373052645,NA,NA
883.921052631579,NA,1007.43835616438,NA,NA,NA,-0.588110431,NA,NA
820.802631578947,NA,919.24,NA,NA,NA,-0.42899271,NA,NA
795.623376623377,NA,890.934210526316,NA,NA,NA,-0.540583244,NA,NA
792.883116883117,NA,963.142857142857,NA,NA,NA,-0.810987948,NA,NA
685.434210526316,NA,931.24,NA,NA,NA,-1.237527915,NA,NA
650.657894736842,NA,715.090909090909,NA,NA,NA,-0.602786524,NA,NA
690.727272727273,NA,702.68,NA,NA,NA,-0.088306127,NA,NA
746.948051948052,NA,848.428571428571,NA,NA,NA,-0.49770046,NA,NA
861.118421052632,NA,946.88,NA,NA,NA,-0.511108161,NA,NA
668.597402597403,NA,713.946666666667,NA,NA,NA,-0.21922383,NA,NA
661.493506493507,NA,737.805194805195,NA,NA,NA,-0.625332453,NA,NA
793.493506493507,NA,839.253333333333,NA,NA,NA,-0.295352001,NA,NA
666.87012987013,NA,728.181818181818,NA,NA,NA,-0.47092126,NA,NA
961.805194805195,NA,1003.86842105263,NA,NA,NA,-0.187747151,NA,NA
809.272727272727,NA,1010.45454545455,NA,NA,NA,-1.415118086,NA,NA
921.907894736842,NA,1047.67123287671,NA,NA,NA,-0.515260034,NA,NA
830,NA,853.972972972973,NA,NA,NA,-0.131092132,NA,NA
752.155844155844,NA,861.789473684211,NA,NA,NA,-0.612144486,NA,NA
902.092105263158,NA,1080.76,NA,NA,NA,-0.794518456,NA,NA
762.842105263158,NA,791.789473684211,NA,NA,NA,-0.183633892,NA,NA
849.25974025974,NA,875.842105263158,NA,NA,NA,-0.127199485,NA,NA
725.773333333333,NA,713.27397260274,NA,NA,NA,0.0514756868750281,NA,NA
769.513157894737,NA,788.051948051948,NA,NA,NA,-0.092856061,NA,NA
859.012987012987,NA,932.473684210526,NA,NA,NA,-0.349444681,NA,NA
874.552631578947,NA,971.293333333333,NA,NA,NA,-0.415341469,NA,NA
846.210526315789,NA,829.986842105263,NA,NA,NA,0.0723061684107976,NA,NA
830.013333333333,NA,869.28,NA,NA,NA,-0.173244989,NA,NA
873.592105263158,NA,997.506666666667,NA,NA,NA,-0.576214387,NA,NA
753.947368421053,NA,777.688311688312,NA,NA,NA,-0.12431781,NA,NA
799.116883116883,NA,888.173333333333,NA,NA,NA,-0.509983337,NA,NA
701.802631578947,NA,797.597402597403,NA,NA,NA,-0.553970928,NA,NA
925.675324675325,NA,957.493506493507,NA,NA,NA,-0.234351662,NA,NA
992.905405405405,NA,800.842105263158,NA,NA,NA,0.767891298373295,NA,NA
589.459459459459,NA,713.8,NA,NA,NA,-0.483927183,NA,NA
982.216216216216,NA,907.131578947368,NA,NA,NA,0.360628154396405,NA,NA
684.842105263158,NA,705.376623376623,NA,NA,NA,-0.160043317,NA,NA
788.298701298701,NA,741.236842105263,NA,NA,NA,0.269190887274787,NA,NA
786.376623376623,NA,810.710526315789,NA,NA,NA,-0.154490864,NA,NA
789.831168831169,NA,872.315789473684,NA,NA,NA,-0.371446068,NA,NA
713.931506849315,NA,1028.60563380282,NA,NA,NA,-0.897291608,NA,NA
784.636363636364,NA,987.381578947368,NA,NA,NA,-0.964738283,NA,NA
783.428571428571,NA,1046.40845070423,NA,NA,NA,-1.005688224,NA,NA
921.92,NA,935.480519480519,NA,NA,NA,-0.058666387,NA,NA
923.38961038961,NA,1035.54166666667,NA,NA,NA,-0.476281996,NA,NA
631.578947368421,NA,664,NA,NA,NA,-0.097143163,NA,NA
753.855263157895,NA,868.571428571429,NA,NA,NA,-0.533102285,NA,NA
786.75,NA,834.012987012987,NA,NA,NA,-0.25438843,NA,NA
934.246753246753,NA,944.657894736842,NA,NA,NA,-0.046408469,NA,NA
786.381578947368,NA,814.662337662338,NA,NA,NA,-0.171045755,NA,NA
709.74025974026,NA,836.337662337662,NA,NA,NA,-0.768035026,NA,NA
700.805194805195,NA,780.184210526316,NA,NA,NA,-0.469354546,NA,NA
765.773333333333,NA,866.333333333333,NA,NA,NA,-0.492713006,NA,NA
658.831168831169,NA,831.96,NA,NA,NA,-0.991954635,NA,NA
738.935064935065,NA,775.76,NA,NA,NA,-0.253233633,NA,NA
748.688311688312,NA,745.467532467532,NA,NA,NA,0.0219742895161587,NA,NA
773.545454545455,NA,963.539473684211,NA,NA,NA,-1.074887229,NA,NA
683.714285714286,NA,746,NA,NA,NA,-0.487260127,NA,NA
899.052631578947,NA,993.038961038961,NA,NA,NA,-0.76966971,NA,NA
732.233766233766,NA,838.662337662338,NA,NA,NA,-0.677355598,NA,NA
896.921052631579,NA,927.844155844156,NA,NA,NA,-0.146507499,NA,NA
686.868421052632,NA,843.605263157895,NA,NA,NA,-0.799808188,NA,NA
748.974025974026,NA,886.571428571429,NA,NA,NA,-0.708698247,NA,NA
747.415584415584,NA,864.186666666667,NA,NA,NA,-0.558377661,NA,NA
724.285714285714,NA,797.546666666667,NA,NA,NA,-0.356201439,NA,NA
756.355263157895,NA,870.355263157895,NA,NA,NA,-0.5311671,NA,NA
925.342105263158,NA,1054.38666666667,NA,NA,NA,-0.482157467,NA,NA
681.714285714286,NA,811.038961038961,NA,NA,NA,-0.829102216,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
554.616187989556,NA,603.918421052632,NA,NA,NA,-0.32613724,NA,NA
343.542105263158,NA,334.084432717678,NA,NA,NA,0.0536860499696909,NA,NA
627.002840909091,NA,666.725490196078,NA,NA,NA,-0.181763759,NA,NA
588.575520833333,NA,687.934210526316,NA,NA,NA,-0.533883202,NA,NA
688.28125,NA,729.182291666667,NA,NA,NA,-0.215910311,NA,NA
709.509186351706,NA,736.368421052632,NA,NA,NA,-0.129284391,NA,NA
768.503957783641,NA,807.388888888889,NA,NA,NA,-0.235699092,NA,NA
819.922252010724,NA,951.884408602151,NA,NA,NA,-0.482638702,NA,NA
768.658402203857,NA,799.502702702703,NA,NA,NA,-0.128075232,NA,NA
733.59375,NA,752.359580052493,NA,NA,NA,-0.091542293,NA,NA
569.026525198939,NA,617.802110817942,NA,NA,NA,-0.338923957,NA,NA
707.583113456464,NA,757.897196261682,NA,NA,NA,-0.231107632,NA,NA
513.879265091864,NA,543.80585106383,NA,NA,NA,-0.155658744,NA,NA
811.104838709677,NA,931.887387387387,NA,NA,NA,-0.399913698,NA,NA
752.402088772846,NA,830.330708661417,NA,NA,NA,-0.362264959,NA,NA
722.622047244094,NA,755.871657754011,NA,NA,NA,-0.114803679,NA,NA
657.320209973753,NA,680.713157894737,NA,NA,NA,-0.138721688,NA,NA
677.7421875,NA,706.638020833333,NA,NA,NA,-0.139389116,NA,NA
699.8772846,NA,747.041775456919,NA,NA,NA,-0.234668069,NA,NA
790.309895833333,NA,868.698952879581,NA,NA,NA,-0.482195753,NA,NA
439.510471204188,NA,463.643979057592,NA,NA,NA,-0.079399879,NA,NA
649.620418848168,NA,687.102362204724,NA,NA,NA,-0.196809903,NA,NA
745.201072386059,NA,794.040431266846,NA,NA,NA,-0.187581427,NA,NA
751.522193211488,NA,771.311518324607,NA,NA,NA,-0.09480415,NA,NA
299.811111111111,NA,288.689750692521,NA,NA,NA,0.0485590430842399,NA,NA
610.1328125,NA,629.730366492147,NA,NA,NA,-0.131436422,NA,NA
508.220159151194,NA,529.708994708995,NA,NA,NA,-0.059817219,NA,NA
775.196850393701,NA,785.410052910053,NA,NA,NA,-0.039327691,NA,NA
840.415143603133,NA,905.273209549072,NA,NA,NA,-0.247585875,NA,NA
408.047872340426,NA,424.831550802139,NA,NA,NA,-0.086194098,NA,NA
608.411458333333,NA,641.067708333333,NA,NA,NA,-0.216786687,NA,NA
1020.56910569106,NA,1078.98319327731,NA,NA,NA,-0.246553112,NA,NA
537.7890625,NA,553.744791666667,NA,NA,NA,-0.128429554,NA,NA
772.439790575916,NA,813.883289124668,NA,NA,NA,-0.167684367,NA,NA
694.350404312669,NA,714.748648648649,NA,NA,NA,-0.059354026,NA,NA
679.520833333333,NA,788.872679045093,NA,NA,NA,-0.565133932,NA,NA
624.567708333333,NA,656.588541666667,NA,NA,NA,-0.174894744,NA,NA
774.050264550265,NA,769.110526315789,NA,NA,NA,0.0203160664949294,NA,NA
688.133159268929,NA,744.602094240838,NA,NA,NA,-0.339960825,NA,NA
651.2734375,NA,722.916666666667,NA,NA,NA,-0.393046661,NA,NA
714.321989528796,NA,763.785340314136,NA,NA,NA,-0.258051215,NA,NA
771.845144356955,NA,811.746073298429,NA,NA,NA,-0.195242665,NA,NA
733.12962962963,NA,778.77308707124,NA,NA,NA,-0.186935265,NA,NA
805.424802110818,NA,894.021052631579,NA,NA,NA,-0.39012631,NA,NA
542.1015625,NA,552.284595300261,NA,NA,NA,-0.05198863,NA,NA
621.288828337875,NA,660.652173913043,NA,NA,NA,-0.137727607,NA,NA
658.506527415144,NA,725.362204724409,NA,NA,NA,-0.398900767,NA,NA
845.651041666667,NA,870.126315789474,NA,NA,NA,-0.116207778,NA,NA
749.594164456233,NA,722.421465968586,NA,NA,NA,0.111344626424662,NA,NA
591.140211640212,NA,625.975935828877,NA,NA,NA,-0.104743447,NA,NA
645.403645833333,NA,713.241469816273,NA,NA,NA,-0.423314323,NA,NA
470.199453551913,NA,486.735135135135,NA,NA,NA,-0.092802206,NA,NA
266.064606741573,NA,257.152354570637,NA,NA,NA,0.0641489757979505,NA,NA
635.390625,NA,640.501305483029,NA,NA,NA,-0.03461692,NA,NA
679.950391644909,NA,807.586387434555,NA,NA,NA,-0.699073671,NA,NA
521.854881266491,NA,582.914893617021,NA,NA,NA,-0.320195574,NA,NA
962.858638743455,NA,1099.20744680851,NA,NA,NA,-0.609752636,NA,NA
867.447916666667,NA,911.853403141361,NA,NA,NA,-0.248245782,NA,NA
1022.66480446927,NA,1081.2380952381,NA,NA,NA,-0.212014319,NA,NA
1195.61403508772,NA,1239.11801242236,NA,NA,NA,-0.185977572,NA,NA
803.52380952381,NA,810.559139784946,NA,NA,NA,-0.02138476,NA,NA
865.567708333333,NA,930.984375,NA,NA,NA,-0.357429372,NA,NA
828.989528795812,NA,844.520833333333,NA,NA,NA,-0.082298739,NA,NA
695.53125,NA,775.010416666667,NA,NA,NA,-0.410612318,NA,NA
763.015625,NA,816.572916666667,NA,NA,NA,-0.367029509,NA,NA
860.3125,NA,957.119791666667,NA,NA,NA,-0.478283063,NA,NA
666.984375,NA,690.261780104712,NA,NA,NA,-0.153237297,NA,NA
583.81052631579,NA,635.780104712042,NA,NA,NA,-0.212270076,NA,NA
785.270833333333,NA,899.640211640212,NA,NA,NA,-0.581161786,NA,NA
710.774011299435,NA,739.47191011236,NA,NA,NA,-0.085133638,NA,NA
901.494791666667,NA,964.670157068063,NA,NA,NA,-0.298105189,NA,NA
842.84375,NA,862.302083333333,NA,NA,NA,-0.075274353,NA,NA
1023.02688172043,NA,1054,NA,NA,NA,-0.115308427,NA,NA
815.242105263158,NA,877.198952879581,NA,NA,NA,-0.273947855,NA,NA
966.052631578947,NA,1037.61375661376,NA,NA,NA,-0.317731219,NA,NA
841.963541666667,NA,905.605263157895,NA,NA,NA,-0.299600472,NA,NA
864.289473684211,NA,945.879581151832,NA,NA,NA,-0.322376337,NA,NA
949.282608695652,NA,1140.43093922652,NA,NA,NA,-0.736914822,NA,NA
810.748691099476,NA,892.380208333333,NA,NA,NA,-0.421085569,NA,NA
778.291666666667,NA,805.557291666667,NA,NA,NA,-0.212606143,NA,NA
1042.48958333333,NA,1071.77894736842,NA,NA,NA,-0.104753664,NA,NA
1033.98360655738,NA,1085.32954545455,NA,NA,NA,-0.189587239,NA,NA
906.110526315789,NA,868.361256544503,NA,NA,NA,0.155486533336432,NA,NA
839.520833333333,NA,923.93085106383,NA,NA,NA,-0.346810492,NA,NA
872.984375,NA,940.693121693122,NA,NA,NA,-0.407431008,NA,NA
925.385474860335,NA,954.395348837209,NA,NA,NA,-0.112509226,NA,NA
1074.35483870968,NA,1107.21428571429,NA,NA,NA,-0.123598146,NA,NA
994.356020942408,NA,1090,NA,NA,NA,-0.378132691,NA,NA
922.428571428571,NA,1023.83597883598,NA,NA,NA,-0.442005785,NA,NA
255.989130434783,NA,267.897849462366,NA,NA,NA,-0.116848501,NA,NA
926.890625,NA,994.084210526316,NA,NA,NA,-0.301115783,NA,NA
888.770833333333,NA,948.230366492147,NA,NA,NA,-0.324978789,NA,NA
1036.79787234043,NA,1053.43617021277,NA,NA,NA,-0.075165492,NA,NA
826.4375,NA,856.5625,NA,NA,NA,-0.15307947,NA,NA
831.005235602094,NA,835.610526315789,NA,NA,NA,-0.025692889,NA,NA
882.588235294118,NA,935.731578947368,NA,NA,NA,-0.24191464,NA,NA
834.838888888889,NA,921.687861271676,NA,NA,NA,-0.306180938,NA,NA
874.354166666667,NA,898.526041666667,NA,NA,NA,-0.121033082,NA,NA
886.925925925926,NA,912.946808510638,NA,NA,NA,-0.105015568,NA,NA
764.806282722513,NA,827.557894736842,NA,NA,NA,-0.333031622,NA,NA
704.941798941799,NA,878.639784946237,NA,NA,NA,-0.721285114,NA,NA
727.333333333333,NA,856.575916230366,NA,NA,NA,-0.752263916,NA,NA
975.447916666667,NA,1067.58378378378,NA,NA,NA,-0.379588235,NA,NA
889.567708333333,NA,992.832432432432,NA,NA,NA,-0.529086692,NA,NA
783.119791666667,NA,895.005235602094,NA,NA,NA,-0.637954213,NA,NA
696.005434782609,NA,746.978723404255,NA,NA,NA,-0.193562003,NA,NA
784.588541666667,NA,847.586387434555,NA,NA,NA,-0.285229509,NA,NA
940.978947368421,NA,1031.02617801047,NA,NA,NA,-0.351804065,NA,NA
730.1,NA,728.994252873563,NA,NA,NA,0.00361442475550899,NA,NA
1024.16842105263,NA,1177.0972972973,NA,NA,NA,-0.615735246,NA,NA
930.862637362637,NA,859.435483870968,NA,NA,NA,0.192207130778254,NA,NA
769.560209424084,NA,844.229166666667,NA,NA,NA,-0.386197268,NA,NA
709.75,751.65,NA,NA,NA,-0.217840351,NA,NA,NA
845.075,NA,779.5875,NA,NA,NA,0.323193050010745,NA,NA
740.13125,713.9625,NA,NA,NA,0.115923750180326,NA,NA,NA
766.8375,NA,689.3375,NA,NA,NA,0.337856361189175,NA,NA
720.7125,NA,758.83125,NA,NA,NA,-0.099473564,NA,NA
860.56875,865.09375,NA,NA,NA,-0.021147512,NA,NA,NA
762.70625,NA,763.46875,NA,NA,NA,-0.003523236,NA,NA
830.0375,NA,886.1375,NA,NA,NA,-0.143723323,NA,NA
751.9625,NA,718.2125,NA,NA,NA,0.157437015684198,NA,NA
664.09375,NA,792.29375,NA,NA,NA,-0.631952314,NA,NA
714.95625,773.45625,NA,NA,NA,-0.334391549,NA,NA,NA
819.06875,767.09375,NA,NA,NA,0.270733590516747,NA,NA,NA
751.33125,NA,698.49375,NA,NA,NA,0.285915460749763,NA,NA
671.18125,693.5875,NA,NA,NA,-0.136977434,NA,NA,NA
792.65,NA,871.19375,NA,NA,NA,-0.438362152,NA,NA
781.51875,NA,877.46875,NA,NA,NA,-0.537728061,NA,NA
646.5625,NA,656.8625,NA,NA,NA,-0.064495573,NA,NA
836.761006289308,818.283018867925,NA,NA,NA,0.0541950884073527,NA,NA,NA
319.0625,NA,282.880503144654,NA,NA,NA,0.156144780639752,NA,NA
666.45625,715.89375,NA,NA,NA,-0.270677209,NA,NA,NA
600.96875,587.7125,NA,NA,NA,0.100780789618509,NA,NA,NA
728.79375,NA,703.1,NA,NA,NA,0.11430449886467,NA,NA
748.04375,NA,831.16875,NA,NA,NA,-0.264915126,NA,NA
724.85,788.35625,NA,NA,NA,-0.394242885,NA,NA,NA
634.89375,660.45,NA,NA,NA,-0.142315207,NA,NA,NA
782.03125,NA,883.6875,NA,NA,NA,-0.413433312,NA,NA
783.24375,NA,828.475,NA,NA,NA,-0.192330408,NA,NA
393.85,447.893081761006,NA,NA,NA,-0.191172881,NA,NA,NA
741.34375,732.645569620253,NA,NA,NA,0.0232335191840773,NA,NA,NA
669.3375,NA,765.50625,NA,NA,NA,-0.417648121,NA,NA
772.49375,NA,796.3875,NA,NA,NA,-0.085025552,NA,NA
680.75625,639.1625,NA,NA,NA,0.208359320746014,NA,NA,NA
661.06875,712.26875,NA,NA,NA,-0.15406623,NA,NA,NA
288.632911392405,261.87898089172,NA,NA,NA,0.0605682971781041,NA,NA,NA
732.725,724.3625,NA,NA,NA,0.0365061831533661,NA,NA,NA
803.75,794.31875,NA,NA,NA,0.0293390257907668,NA,NA,NA
577.936416184971,NA,194.047619047619,NA,NA,NA,0.441548724578925,NA,NA
620.9875,NA,603.80625,NA,NA,NA,0.11596605134711,NA,NA
717.591194968554,NA,754,NA,NA,NA,-0.104605524,NA,NA
733.4625,733.5125,NA,NA,NA,-0.000177579,NA,NA,NA
656.2,NA,720.2125,NA,NA,NA,-0.354473805,NA,NA
605.2,NA,646.775,NA,NA,NA,-0.221392843,NA,NA
701.725,743.2875,NA,NA,NA,-0.209432192,NA,NA,NA
681.955974842767,NA,701.675,NA,NA,NA,-0.062390183,NA,NA
636.28125,NA,681.1875,NA,NA,NA,-0.30484175,NA,NA
578.0125,652.275,NA,NA,NA,-0.479444619,NA,NA,NA
325.8625,329.689873417722,NA,NA,NA,-0.023427658,NA,NA,NA
683.425,774.675,NA,NA,NA,-0.546805991,NA,NA,NA
619.80625,NA,629.6625,NA,NA,NA,-0.050415366,NA,NA
786.51875,NA,812.8875,NA,NA,NA,-0.144932055,NA,NA
705.54375,712.875,NA,NA,NA,-0.0439954,NA,NA,NA
866.53125,NA,851.5125,NA,NA,NA,0.0637437158288059,NA,NA
447.607594936709,538.924528301887,NA,NA,NA,-0.2202936,NA,NA,NA
827.41875,NA,784.71875,NA,NA,NA,0.174608293436152,NA,NA
937.2,903.14375,NA,NA,NA,0.136350193357759,NA,NA,NA
607.21875,NA,514.70625,NA,NA,NA,0.571707246260544,NA,NA
918.14375,859.33125,NA,NA,NA,0.279397415981845,NA,NA,NA
678.925,NA,831.0125,NA,NA,NA,-0.658406554,NA,NA
510.53125,460.705128205128,NA,NA,NA,0.133985753947679,NA,NA,NA
243.602564102564,NA,287.267973856209,NA,NA,NA,-0.167804068,NA,NA
853.08125,836.03125,NA,NA,NA,0.0856052695820314,NA,NA,NA
740.7875,759.65,NA,NA,NA,-0.111622595,NA,NA,NA
770.4875,NA,873.025,NA,NA,NA,-0.430659567,NA,NA
862.85,NA,896.29375,NA,NA,NA,-0.140333417,NA,NA
813.7625,829.95625,NA,NA,NA,-0.112543028,NA,NA,NA
714.91875,NA,715.84375,NA,NA,NA,-0.00552592,NA,NA
675.5125,626.5375,NA,NA,NA,0.271949891364821,NA,NA,NA
629.918238993711,575.411392405063,NA,NA,NA,0.121445666254676,NA,NA,NA
755.823899371069,828.2375,NA,NA,NA,-0.189083636,NA,NA,NA
721.19375,736.74375,NA,NA,NA,-0.041590768,NA,NA,NA
706.04375,NA,719.25,NA,NA,NA,-0.047802853,NA,NA
