"","Subject","Matching","Identity","ShapeLoc","RT_ms","RT_sec","ACC","Phase"
"8384",19,"Matching","Partner","1",567,0.567,1,2
"8385",19,"Matching","Partner","1",700,0.7,1,2
"8386",19,"Matching","Partner","1",634,0.634,1,2
"8387",19,"Matching","Partner","1",684,0.684,1,2
"8388",19,"Matching","Partner","1",667,0.667,1,2
"8389",19,"Matching","Partner","1",650,0.65,1,2
"8390",19,"Matching","Partner","1",717,0.717,1,2
"8391",19,"Matching","Partner","1",600,0.6,1,2
"8392",19,"Matching","Partner","1",650,0.65,1,2
"8393",19,"Matching","Partner","2",1267,1.267,1,1
"8394",19,"Matching","Partner","2",1233,1.233,1,1
"8395",19,"Matching","Partner","2",500,0.5,0,1
"8396",19,"Matching","Partner","2",1483,1.483,1,1
"8397",19,"Matching","Partner","2",450,0.45,0,1
"8398",19,"Matching","Partner","2",583,0.583,1,1
"8399",19,"Matching","Partner","2",817,0.817,1,1
"8400",19,"Matching","Partner","2",650,0.65,1,1
"8401",19,"Matching","Partner","2",633,0.633,1,1
"8402",19,"Matching","Partner","2",700,0.7,0,1
"8403",19,"Matching","Partner","2",667,0.667,1,1
"8404",19,"Matching","Partner","2",1350,1.35,1,1
"8405",19,"Matching","Partner","2",550,0.55,0,1
"8406",19,"Matching","Partner","2",1000,1,1,1
"8407",19,"Matching","Partner","2",684,0.684,1,1
"8408",19,"Matching","Partner","2",883,0.883,1,1
"8409",19,"Matching","Partner","2",767,0.767,1,1
"8410",19,"Matching","Partner","2",550,0.55,1,1
"8411",19,"Matching","Partner","2",900,0.9,1,2
"8412",19,"Matching","Partner","2",483,0.483,1,2
"8413",19,"Matching","Partner","2",533,0.533,1,2
"8414",19,"Matching","Partner","2",500,0.5,1,2
"8415",19,"Matching","Partner","2",667,0.667,1,2
"8416",19,"Matching","Partner","2",850,0.85,1,2
"8417",19,"Matching","Partner","2",517,0.517,1,2
"8418",19,"Matching","Partner","2",433,0.433,1,2
"8419",19,"Matching","Partner","2",617,0.617,1,2
"8420",19,"Matching","Partner","2",584,0.584,1,2
"8421",19,"Matching","Partner","2",950,0.95,1,2
"8422",19,"Matching","Partner","2",634,0.634,1,2
"8423",19,"Matching","Partner","2",683,0.683,1,2
"8424",19,"Matching","Partner","2",701,0.701,1,2
"8425",19,"Matching","Partner","2",633,0.633,1,2
"8426",19,"Matching","Partner","2",717,0.717,1,2
"8427",19,"Matching","Partner","2",667,0.667,1,2
"8428",19,"Matching","Partner","2",451,0.451,1,2
"8429",19,"Matching","Partner","2",634,0.634,1,2
"8430",19,"Matching","Partner","2",584,0.584,1,2
"8431",19,"Matching","Stranger","1",900,0.9,1,1
"8432",19,"Matching","Stranger","1",1117,1.117,1,1
"8433",19,"Matching","Stranger","1",750,0.75,1,1
"8434",19,"Matching","Stranger","1",833,0.833,1,1
"8435",19,"Matching","Stranger","1",933,0.933,1,1
"8436",19,"Matching","Stranger","1",800,0.8,1,1
"8437",19,"Matching","Stranger","1",583,0.583,0,1
"8438",19,"Matching","Stranger","1",550,0.55,0,1
"8439",19,"Matching","Stranger","1",883,0.883,1,1
"8440",19,"Matching","Stranger","1",650,0.65,1,1
"8441",19,"Matching","Stranger","1",1283,1.283,1,1
"8442",19,"Matching","Stranger","1",650,0.65,0,1
"8443",19,"Matching","Stranger","1",934,0.934,1,1
"8444",19,"Matching","Stranger","1",1050,1.05,1,1
"8445",19,"Matching","Stranger","1",750,0.75,1,1
"8446",19,"Matching","Stranger","1",700,0.7,1,1
"8447",19,"Matching","Stranger","1",883,0.883,1,1
"8448",19,"Matching","Stranger","1",650,0.65,0,1
"8449",19,"Matching","Stranger","1",750,0.75,1,1
"8450",19,"Matching","Stranger","1",1033,1.033,1,1
"8451",19,"Matching","Stranger","1",1217,1.217,1,2
"8452",19,"Matching","Stranger","1",1067,1.067,1,2
"8453",19,"Matching","Stranger","1",683,0.683,0,2
"8454",19,"Matching","Stranger","1",1200,1.2,1,2
"8455",19,"Matching","Stranger","1",833,0.833,1,2
"8456",19,"Matching","Stranger","1",767,0.767,1,2
"8457",19,"Matching","Stranger","1",517,0.517,1,2
"8458",19,"Matching","Stranger","1",600,0.6,1,2
"8459",19,"Matching","Stranger","1",683,0.683,1,2
"8460",19,"Matching","Stranger","1",700,0.7,1,2
"8461",19,"Matching","Stranger","1",650,0.65,1,2
"8462",19,"Matching","Stranger","1",550,0.55,0,2
"8463",19,"Matching","Stranger","1",834,0.834,1,2
"8464",19,"Matching","Stranger","1",667,0.667,1,2
"8465",19,"Matching","Stranger","1",900,0.9,1,2
"8466",19,"Matching","Stranger","1",617,0.617,1,2
"8467",19,"Matching","Stranger","1",734,0.734,0,2
"8468",19,"Matching","Stranger","1",750,0.75,1,2
"8469",19,"Matching","Stranger","2",817,0.817,1,1
"8470",19,"Matching","Stranger","2",1267,1.267,1,1
"8471",19,"Matching","Stranger","2",667,0.667,0,1
"8472",19,"Matching","Stranger","2",534,0.534,0,1
"8473",19,"Matching","Stranger","2",1083,1.083,1,1
"8474",19,"Matching","Stranger","2",650,0.65,0,1
"8475",19,"Matching","Stranger","2",1317,1.317,1,1
"8476",19,"Matching","Stranger","2",617,0.617,1,1
"8477",19,"Matching","Stranger","2",717,0.717,1,1
"8478",19,"Matching","Stranger","2",567,0.567,0,1
"8479",19,"Matching","Stranger","2",1033,1.033,1,1
"8480",19,"Matching","Stranger","2",950,0.95,1,1
"8481",19,"Matching","Stranger","2",700,0.7,1,1
"8482",19,"Matching","Stranger","2",617,0.617,1,1
"8483",19,"Matching","Stranger","2",667,0.667,1,1
"8484",19,"Matching","Stranger","2",617,0.617,1,1
"8485",19,"Matching","Stranger","2",967,0.967,1,1
"8486",19,"Matching","Stranger","2",617,0.617,1,1
"8487",19,"Matching","Stranger","2",983,0.983,1,2
"8488",19,"Matching","Stranger","2",1133,1.133,1,2
"8489",19,"Matching","Stranger","2",900,0.9,1,2
"8490",19,"Matching","Stranger","2",1017,1.017,1,2
"8491",19,"Matching","Stranger","2",1117,1.117,1,2
"8492",19,"Matching","Stranger","2",600,0.6,1,2
"8493",19,"Matching","Stranger","2",983,0.983,1,2
"8494",19,"Matching","Stranger","2",717,0.717,1,2
"8495",19,"Matching","Stranger","2",917,0.917,1,2
"8496",19,"Matching","Stranger","2",617,0.617,1,2
"8497",19,"Matching","Stranger","2",483,0.483,1,2
"8498",19,"Matching","Stranger","2",600,0.6,0,2
"8499",19,"Matching","Stranger","2",634,0.634,1,2
"8500",19,"Matching","Stranger","2",684,0.684,1,2
"8501",19,"Matching","Stranger","2",817,0.817,0,2
"8502",19,"Matching","Stranger","2",684,0.684,0,2
"8503",19,"Matching","Stranger","2",733,0.733,1,2
"8504",19,"Matching","Stranger","2",750,0.75,1,2
"8505",19,"Matching","Stranger","2",750,0.75,1,2
"8506",19,"Nonmatching","Self","1",817,0.817,1,1
"8507",19,"Nonmatching","Self","1",667,0.667,1,1
"8508",19,"Nonmatching","Self","1",1250,1.25,0,1
"8509",19,"Nonmatching","Self","1",583,0.583,1,1
"8510",19,"Nonmatching","Self","1",684,0.684,1,1
"8511",19,"Nonmatching","Self","1",1283,1.283,1,1
"8512",19,"Nonmatching","Self","1",717,0.717,0,1
"8513",19,"Nonmatching","Self","1",1133,1.133,1,1
"8514",19,"Nonmatching","Self","1",1050,1.05,1,1
"8515",19,"Nonmatching","Self","1",1067,1.067,1,1
"8516",19,"Nonmatching","Self","1",783,0.783,1,1
"8517",19,"Nonmatching","Self","1",667,0.667,1,1
"8518",19,"Nonmatching","Self","1",400,0.4,1,1
"8519",19,"Nonmatching","Self","1",633,0.633,1,1
"8520",19,"Nonmatching","Self","1",817,0.817,1,1
"8521",19,"Nonmatching","Self","1",583,0.583,1,1
"8522",19,"Nonmatching","Self","1",883,0.883,1,1
"8523",19,"Nonmatching","Self","1",1117,1.117,1,1
"8524",19,"Nonmatching","Self","1",867,0.867,1,1
"8525",19,"Nonmatching","Self","1",1017,1.017,1,1
"8526",19,"Nonmatching","Self","1",717,0.717,1,2
"8527",19,"Nonmatching","Self","1",600,0.6,1,2
"8528",19,"Nonmatching","Self","1",1000,1,0,2
"8529",19,"Nonmatching","Self","1",1000,1,1,2
"8530",19,"Nonmatching","Self","1",650,0.65,1,2
"8531",19,"Nonmatching","Self","1",684,0.684,1,2
"8532",19,"Nonmatching","Self","1",567,0.567,1,2
"8533",19,"Nonmatching","Self","1",600,0.6,1,2
"8534",19,"Nonmatching","Self","1",1000,1,1,2
"8535",19,"Nonmatching","Self","1",617,0.617,1,2
"8536",19,"Nonmatching","Self","1",517,0.517,1,2
"8537",19,"Nonmatching","Self","1",583,0.583,1,2
"8538",19,"Nonmatching","Self","1",650,0.65,1,2
"8539",19,"Nonmatching","Self","1",617,0.617,1,2
"8540",19,"Nonmatching","Self","1",784,0.784,1,2
"8541",19,"Nonmatching","Self","1",600,0.6,1,2
"8542",19,"Nonmatching","Self","1",650,0.65,1,2
"8543",19,"Nonmatching","Self","1",567,0.567,1,2
"8544",19,"Nonmatching","Self","2",700,0.7,1,1
"8545",19,"Nonmatching","Self","2",484,0.484,1,1
"8546",19,"Nonmatching","Self","2",600,0.6,1,1
"8547",19,"Nonmatching","Self","2",783,0.783,1,1
"8548",19,"Nonmatching","Self","2",750,0.75,0,1
"8549",19,"Nonmatching","Self","2",1317,1.317,1,1
"8550",19,"Nonmatching","Self","2",717,0.717,1,1
"8551",19,"Nonmatching","Self","2",567,0.567,1,1
"8552",19,"Nonmatching","Self","2",700,0.7,1,1
"8553",19,"Nonmatching","Self","2",650,0.65,1,1
"8554",19,"Nonmatching","Self","2",850,0.85,1,1
"8555",19,"Nonmatching","Self","2",700,0.7,1,1
"8556",19,"Nonmatching","Self","2",667,0.667,1,1
"8557",19,"Nonmatching","Self","2",883,0.883,0,1
"8558",19,"Nonmatching","Self","2",650,0.65,0,1
"8559",19,"Nonmatching","Self","2",567,0.567,1,1
"8560",19,"Nonmatching","Self","2",967,0.967,0,1
"8561",19,"Nonmatching","Self","2",817,0.817,0,1
"8562",19,"Nonmatching","Self","2",1300,1.3,0,1
"8563",19,"Nonmatching","Self","2",617,0.617,0,1
"8564",19,"Nonmatching","Self","2",1050,1.05,1,2
"8565",19,"Nonmatching","Self","2",1050,1.05,1,2
"8566",19,"Nonmatching","Self","2",883,0.883,1,2
"8567",19,"Nonmatching","Self","2",934,0.934,1,2
"8568",19,"Nonmatching","Self","2",550,0.55,1,2
"8569",19,"Nonmatching","Self","2",967,0.967,1,2
"8570",19,"Nonmatching","Self","2",950,0.95,1,2
"8571",19,"Nonmatching","Self","2",717,0.717,1,2
"8572",19,"Nonmatching","Self","2",967,0.967,1,2
"8573",19,"Nonmatching","Self","2",900,0.9,1,2
"8574",19,"Nonmatching","Self","2",1117,1.117,1,2
"8575",19,"Nonmatching","Self","2",650,0.65,1,2
"8576",19,"Nonmatching","Self","2",600,0.6,1,2
"8577",19,"Nonmatching","Self","2",717,0.717,1,2
"8578",19,"Nonmatching","Self","2",850,0.85,1,2
"8579",19,"Nonmatching","Self","2",667,0.667,1,2
"8580",19,"Nonmatching","Self","2",684,0.684,1,2
"8581",19,"Nonmatching","Self","2",584,0.584,1,2
"8582",19,"Nonmatching","Self","2",550,0.55,1,2
"8583",19,"Nonmatching","Self","2",1150,1.15,1,2
"8584",19,"Nonmatching","Partner","1",1100,1.1,1,1
"8585",19,"Nonmatching","Partner","1",933,0.933,0,1
"8586",19,"Nonmatching","Partner","1",1300,1.3,1,1
"8587",19,"Nonmatching","Partner","1",1333,1.333,0,1
"8588",19,"Nonmatching","Partner","1",1100,1.1,1,1
"8589",19,"Nonmatching","Partner","1",717,0.717,0,1
"8590",19,"Nonmatching","Partner","1",583,0.583,1,1
"8591",19,"Nonmatching","Partner","1",833,0.833,1,1
"8592",19,"Nonmatching","Partner","1",534,0.534,1,1
"8593",19,"Nonmatching","Partner","1",717,0.717,0,1
"8594",19,"Nonmatching","Partner","1",800,0.8,1,1
"8595",19,"Nonmatching","Partner","1",967,0.967,1,1
"8596",19,"Nonmatching","Partner","1",1117,1.117,1,1
"8597",19,"Nonmatching","Partner","1",667,0.667,1,1
"8598",19,"Nonmatching","Partner","1",850,0.85,0,1
"8599",19,"Nonmatching","Partner","1",517,0.517,1,1
"8600",19,"Nonmatching","Partner","1",900,0.9,1,1
"8601",19,"Nonmatching","Partner","1",833,0.833,1,1
"8602",19,"Nonmatching","Partner","1",783,0.783,1,2
"8603",19,"Nonmatching","Partner","1",851,0.851,1,2
"8604",19,"Nonmatching","Partner","1",617,0.617,1,2
"8605",19,"Nonmatching","Partner","1",1333,1.333,1,2
"8606",19,"Nonmatching","Partner","1",1283,1.283,1,2
"8607",19,"Nonmatching","Partner","1",1083,1.083,1,2
"8608",19,"Nonmatching","Partner","1",783,0.783,1,2
"8609",19,"Nonmatching","Partner","1",950,0.95,1,2
"8610",19,"Nonmatching","Partner","1",717,0.717,0,2
"8611",19,"Nonmatching","Partner","1",717,0.717,1,2
"8612",19,"Nonmatching","Partner","1",800,0.8,1,2
"8613",19,"Nonmatching","Partner","1",684,0.684,1,2
"8614",19,"Nonmatching","Partner","1",667,0.667,1,2
"8615",19,"Nonmatching","Partner","1",617,0.617,1,2
"8616",19,"Nonmatching","Partner","1",867,0.867,1,2
"8617",19,"Nonmatching","Partner","1",1050,1.05,1,2
"8618",19,"Nonmatching","Partner","1",550,0.55,0,2
"8619",19,"Nonmatching","Partner","2",650,0.65,0,1
"8620",19,"Nonmatching","Partner","2",650,0.65,1,1
"8621",19,"Nonmatching","Partner","2",1317,1.317,1,1
"8622",19,"Nonmatching","Partner","2",983,0.983,1,1
"8623",19,"Nonmatching","Partner","2",750,0.75,1,1
"8624",19,"Nonmatching","Partner","2",783,0.783,1,1
"8625",19,"Nonmatching","Partner","2",750,0.75,0,1
"8626",19,"Nonmatching","Partner","2",767,0.767,1,1
"8627",19,"Nonmatching","Partner","2",767,0.767,0,1
"8628",19,"Nonmatching","Partner","2",900,0.9,1,1
"8629",19,"Nonmatching","Partner","2",533,0.533,1,1
"8630",19,"Nonmatching","Partner","2",700,0.7,1,1
"8631",19,"Nonmatching","Partner","2",917,0.917,1,1
"8632",19,"Nonmatching","Partner","2",800,0.8,1,1
"8633",19,"Nonmatching","Partner","2",633,0.633,1,1
"8634",19,"Nonmatching","Partner","2",917,0.917,1,1
"8635",19,"Nonmatching","Partner","2",1050,1.05,1,1
"8636",19,"Nonmatching","Partner","2",1100,1.1,1,1
"8637",19,"Nonmatching","Partner","2",667,0.667,1,1
"8638",19,"Nonmatching","Partner","2",1267,1.267,1,1
"8639",19,"Nonmatching","Partner","2",883,0.883,1,2
"8640",19,"Nonmatching","Partner","2",1133,1.133,1,2
"8641",19,"Nonmatching","Partner","2",950,0.95,1,2
"8642",19,"Nonmatching","Partner","2",1183,1.183,1,2
"8643",19,"Nonmatching","Partner","2",1083,1.083,1,2
"8644",19,"Nonmatching","Partner","2",1067,1.067,1,2
"8645",19,"Nonmatching","Partner","2",1133,1.133,1,2
"8646",19,"Nonmatching","Partner","2",684,0.684,1,2
"8647",19,"Nonmatching","Partner","2",617,0.617,1,2
"8648",19,"Nonmatching","Partner","2",1250,1.25,1,2
"8649",19,"Nonmatching","Partner","2",850,0.85,1,2
"8650",19,"Nonmatching","Partner","2",817,0.817,1,2
"8651",19,"Nonmatching","Partner","2",667,0.667,1,2
"8652",19,"Nonmatching","Partner","2",850,0.85,1,2
"8653",19,"Nonmatching","Partner","2",800,0.8,1,2
"8654",19,"Nonmatching","Partner","2",750,0.75,1,2
"8655",19,"Nonmatching","Partner","2",1017,1.017,1,2
"8656",19,"Nonmatching","Partner","2",600,0.6,1,2
"8657",19,"Nonmatching","Stranger","1",567,0.567,1,1
"8658",19,"Nonmatching","Stranger","1",834,0.834,1,1
"8659",19,"Nonmatching","Stranger","1",600,0.6,1,1
"8660",19,"Nonmatching","Stranger","1",633,0.633,1,1
"8661",19,"Nonmatching","Stranger","1",567,0.567,1,1
"8662",19,"Nonmatching","Stranger","1",700,0.7,1,1
"8663",19,"Nonmatching","Stranger","1",750,0.75,1,1
"8664",19,"Nonmatching","Stranger","1",650,0.65,1,1
"8665",19,"Nonmatching","Stranger","1",800,0.8,1,1
"8666",19,"Nonmatching","Stranger","1",950,0.95,1,1
"8667",19,"Nonmatching","Stranger","1",633,0.633,1,1
"8668",19,"Nonmatching","Stranger","1",700,0.7,1,1
"8669",19,"Nonmatching","Stranger","1",850,0.85,0,1
"8670",19,"Nonmatching","Stranger","1",600,0.6,1,1
"8671",19,"Nonmatching","Stranger","1",700,0.7,1,1
"8672",19,"Nonmatching","Stranger","1",683,0.683,1,1
"8673",19,"Nonmatching","Stranger","1",783,0.783,1,1
"8674",19,"Nonmatching","Stranger","1",783,0.783,1,1
"8675",19,"Nonmatching","Stranger","1",584,0.584,0,1
"8676",19,"Nonmatching","Stranger","1",800,0.8,1,1
"8677",19,"Nonmatching","Stranger","1",1117,1.117,1,2
"8678",19,"Nonmatching","Stranger","1",850,0.85,1,2
"8679",19,"Nonmatching","Stranger","1",1067,1.067,1,2
"8680",19,"Nonmatching","Stranger","1",1183,1.183,1,2
"8681",19,"Nonmatching","Stranger","1",783,0.783,1,2
"8682",19,"Nonmatching","Stranger","1",783,0.783,1,2
"8683",19,"Nonmatching","Stranger","1",1500,1.5,1,2
"8684",19,"Nonmatching","Stranger","1",967,0.967,1,2
"8685",19,"Nonmatching","Stranger","1",717,0.717,1,2
"8686",19,"Nonmatching","Stranger","1",867,0.867,1,2
"8687",19,"Nonmatching","Stranger","1",833,0.833,1,2
"8688",19,"Nonmatching","Stranger","1",1250,1.25,1,2
"8689",19,"Nonmatching","Stranger","1",750,0.75,1,2
"8690",19,"Nonmatching","Stranger","1",734,0.734,1,2
"8691",19,"Nonmatching","Stranger","1",684,0.684,1,2
"8692",19,"Nonmatching","Stranger","1",767,0.767,1,2
"8693",19,"Nonmatching","Stranger","1",734,0.734,0,2
"8694",19,"Nonmatching","Stranger","1",783,0.783,1,2
"8695",19,"Nonmatching","Stranger","1",750,0.75,1,2
"8696",19,"Nonmatching","Stranger","2",650,0.65,1,1
"8697",19,"Nonmatching","Stranger","2",1033,1.033,1,1
"8698",19,"Nonmatching","Stranger","2",483,0.483,1,1
"8699",19,"Nonmatching","Stranger","2",917,0.917,1,1
"8700",19,"Nonmatching","Stranger","2",1183,1.183,1,1
"8701",19,"Nonmatching","Stranger","2",600,0.6,1,1
"8702",19,"Nonmatching","Stranger","2",800,0.8,1,1
"8703",19,"Nonmatching","Stranger","2",683,0.683,1,1
"8704",19,"Nonmatching","Stranger","2",684,0.684,1,1
"8705",19,"Nonmatching","Stranger","2",800,0.8,1,1
"8706",19,"Nonmatching","Stranger","2",934,0.934,1,1
"8707",19,"Nonmatching","Stranger","2",667,0.667,1,1
"8708",19,"Nonmatching","Stranger","2",700,0.7,1,1
"8709",19,"Nonmatching","Stranger","2",733,0.733,1,1
"8710",19,"Nonmatching","Stranger","2",583,0.583,1,1
"8711",19,"Nonmatching","Stranger","2",767,0.767,1,1
"8712",19,"Nonmatching","Stranger","2",1250,1.25,1,1
"8713",19,"Nonmatching","Stranger","2",967,0.967,1,1
"8714",19,"Nonmatching","Stranger","2",633,0.633,1,1
"8715",19,"Nonmatching","Stranger","2",700,0.7,1,1
"8716",19,"Nonmatching","Stranger","2",1467,1.467,1,2
"8717",19,"Nonmatching","Stranger","2",667,0.667,0,2
"8718",19,"Nonmatching","Stranger","2",1100,1.1,0,2
"8719",19,"Nonmatching","Stranger","2",717,0.717,1,2
"8720",19,"Nonmatching","Stranger","2",1050,1.05,1,2
"8721",19,"Nonmatching","Stranger","2",633,0.633,1,2
"8722",19,"Nonmatching","Stranger","2",1050,1.05,1,2
"8723",19,"Nonmatching","Stranger","2",767,0.767,1,2
"8724",19,"Nonmatching","Stranger","2",683,0.683,1,2
"8725",19,"Nonmatching","Stranger","2",600,0.6,1,2
"8726",19,"Nonmatching","Stranger","2",934,0.934,1,2
"8727",19,"Nonmatching","Stranger","2",850,0.85,1,2
"8728",19,"Nonmatching","Stranger","2",1234,1.234,1,2
"8729",19,"Nonmatching","Stranger","2",567,0.567,0,2
"8730",19,"Nonmatching","Stranger","2",983,0.983,1,2
"8731",19,"Nonmatching","Stranger","2",734,0.734,1,2
"8732",19,"Nonmatching","Stranger","2",1283,1.283,1,2
"8733",19,"Nonmatching","Stranger","2",867,0.867,1,2
"8734",19,"Nonmatching","Stranger","2",1267,1.267,1,2
"8735",20,"Matching","Self","1",467,0.467,1,1
"8736",20,"Matching","Self","1",583,0.583,1,1
"8737",20,"Matching","Self","1",533,0.533,1,1
"8738",20,"Matching","Self","1",500,0.5,1,1
"8739",20,"Matching","Self","1",700,0.7,1,1
"8740",20,"Matching","Self","1",867,0.867,1,1
"8741",20,"Matching","Self","1",600,0.6,1,1
"8742",20,"Matching","Self","1",667,0.667,1,1
"8743",20,"Matching","Self","1",750,0.75,1,1
"8744",20,"Matching","Self","1",733,0.733,1,1
"8745",20,"Matching","Self","1",417,0.417,1,1
"8746",20,"Matching","Self","1",650,0.65,1,1
"8747",20,"Matching","Self","1",617,0.617,1,1
"8748",20,"Matching","Self","1",700,0.7,1,1
"8749",20,"Matching","Self","1",767,0.767,1,1
"8750",20,"Matching","Self","1",567,0.567,1,1
"8751",20,"Matching","Self","1",567,0.567,1,1
"8752",20,"Matching","Self","1",683,0.683,1,1
"8753",20,"Matching","Self","1",633,0.633,1,1
"8754",20,"Matching","Self","1",667,0.667,0,1
"8755",20,"Matching","Self","1",683,0.683,1,2
"8756",20,"Matching","Self","1",633,0.633,1,2
"8757",20,"Matching","Self","1",550,0.55,1,2
"8758",20,"Matching","Self","1",817,0.817,1,2
"8759",20,"Matching","Self","1",500,0.5,1,2
"8760",20,"Matching","Self","1",500,0.5,1,2
"8761",20,"Matching","Self","1",700,0.7,1,2
"8762",20,"Matching","Self","1",550,0.55,1,2
"8763",20,"Matching","Self","1",450,0.45,1,2
"8764",20,"Matching","Self","1",500,0.5,1,2
"8765",20,"Matching","Self","1",567,0.567,1,2
"8766",20,"Matching","Self","1",617,0.617,1,2
"8767",20,"Matching","Self","1",617,0.617,0,2
"8768",20,"Matching","Self","1",834,0.834,1,2
"8769",20,"Matching","Self","1",767,0.767,1,2
"8770",20,"Matching","Self","1",700,0.7,1,2
"8771",20,"Matching","Self","1",584,0.584,1,2
"8772",20,"Matching","Self","1",617,0.617,1,2
"8773",20,"Matching","Self","1",817,0.817,0,2
"8774",20,"Matching","Self","1",467,0.467,1,2
"8775",20,"Matching","Self","2",550,0.55,1,1
"8776",20,"Matching","Self","2",684,0.684,1,1
"8777",20,"Matching","Self","2",617,0.617,1,1
"8778",20,"Matching","Self","2",517,0.517,1,1
"8779",20,"Matching","Self","2",450,0.45,1,1
"8780",20,"Matching","Self","2",683,0.683,1,1
"8781",20,"Matching","Self","2",550,0.55,1,1
"8782",20,"Matching","Self","2",600,0.6,1,1
"8783",20,"Matching","Self","2",700,0.7,1,1
"8784",20,"Matching","Self","2",450,0.45,1,1
"8785",20,"Matching","Self","2",633,0.633,1,1
"8786",20,"Matching","Self","2",617,0.617,1,1
"8787",20,"Matching","Self","2",817,0.817,1,1
"8788",20,"Matching","Self","2",467,0.467,1,1
"8789",20,"Matching","Self","2",417,0.417,1,1
"8790",20,"Matching","Self","2",484,0.484,1,1
"8791",20,"Matching","Self","2",650,0.65,0,1
"8792",20,"Matching","Self","2",434,0.434,1,1
"8793",20,"Matching","Self","2",633,0.633,1,1
"8794",20,"Matching","Self","2",667,0.667,1,1
"8795",20,"Matching","Self","2",600,0.6,1,2
"8796",20,"Matching","Self","2",733,0.733,1,2
"8797",20,"Matching","Self","2",517,0.517,1,2
"8798",20,"Matching","Self","2",517,0.517,1,2
"8799",20,"Matching","Self","2",533,0.533,1,2
"8800",20,"Matching","Self","2",617,0.617,1,2
"8801",20,"Matching","Self","2",400,0.4,1,2
"8802",20,"Matching","Self","2",533,0.533,1,2
"8803",20,"Matching","Self","2",850,0.85,1,2
"8804",20,"Matching","Self","2",667,0.667,1,2
"8805",20,"Matching","Self","2",600,0.6,1,2
"8806",20,"Matching","Self","2",550,0.55,1,2
"8807",20,"Matching","Self","2",617,0.617,1,2
"8808",20,"Matching","Self","2",600,0.6,1,2
"8809",20,"Matching","Self","2",1367,1.367,1,2
"8810",20,"Matching","Self","2",750,0.75,1,2
"8811",20,"Matching","Self","2",684,0.684,1,2
"8812",20,"Matching","Self","2",450,0.45,1,2
"8813",20,"Matching","Self","2",683,0.683,1,2
"8814",20,"Matching","Self","2",667,0.667,1,2
"8815",20,"Matching","Partner","1",817,0.817,0,1
"8816",20,"Matching","Partner","1",850,0.85,0,1
"8817",20,"Matching","Partner","1",584,0.584,0,1
"8818",20,"Matching","Partner","1",700,0.7,0,1
"8819",20,"Matching","Partner","1",667,0.667,0,1
"8820",20,"Matching","Partner","1",950,0.95,1,1
"8821",20,"Matching","Partner","1",817,0.817,1,1
"8822",20,"Matching","Partner","1",583,0.583,1,1
"8823",20,"Matching","Partner","1",550,0.55,1,1
"8824",20,"Matching","Partner","1",417,0.417,1,1
"8825",20,"Matching","Partner","1",600,0.6,1,1
"8826",20,"Matching","Partner","1",483,0.483,1,1
"8827",20,"Matching","Partner","1",583,0.583,0,1
"8828",20,"Matching","Partner","1",700,0.7,0,1
"8829",20,"Matching","Partner","1",617,0.617,1,1
"8830",20,"Matching","Partner","1",650,0.65,0,1
"8831",20,"Matching","Partner","1",567,0.567,1,1
"8832",20,"Matching","Partner","1",800,0.8,1,1
"8833",20,"Matching","Partner","1",800,0.8,1,1
"8834",20,"Matching","Partner","1",1000,1,1,1
"8835",20,"Matching","Partner","1",1000,1,1,2
"8836",20,"Matching","Partner","1",733,0.733,1,2
"8837",20,"Matching","Partner","1",417,0.417,1,2
"8838",20,"Matching","Partner","1",867,0.867,1,2
"8839",20,"Matching","Partner","1",717,0.717,1,2
"8840",20,"Matching","Partner","1",817,0.817,1,2
"8841",20,"Matching","Partner","1",767,0.767,1,2
"8842",20,"Matching","Partner","1",667,0.667,1,2
"8843",20,"Matching","Partner","1",617,0.617,1,2
"8844",20,"Matching","Partner","1",700,0.7,1,2
"8845",20,"Matching","Partner","1",617,0.617,1,2
"8846",20,"Matching","Partner","1",617,0.617,1,2
"8847",20,"Matching","Partner","1",734,0.734,1,2
"8848",20,"Matching","Partner","1",700,0.7,1,2
"8849",20,"Matching","Partner","1",483,0.483,0,2
"8850",20,"Matching","Partner","1",467,0.467,1,2
"8851",20,"Matching","Partner","1",500,0.5,1,2
"8852",20,"Matching","Partner","1",517,0.517,0,2
"8853",20,"Matching","Partner","2",700,0.7,0,1
"8854",20,"Matching","Partner","2",600,0.6,0,1
"8855",20,"Matching","Partner","2",550,0.55,0,1
"8856",20,"Matching","Partner","2",567,0.567,0,1
"8857",20,"Matching","Partner","2",683,0.683,0,1
"8858",20,"Matching","Partner","2",550,0.55,0,1
"8859",20,"Matching","Partner","2",584,0.584,1,1
"8860",20,"Matching","Partner","2",633,0.633,1,1
"8861",20,"Matching","Partner","2",717,0.717,1,1
"8862",20,"Matching","Partner","2",667,0.667,1,1
"8863",20,"Matching","Partner","2",600,0.6,1,1
"8864",20,"Matching","Partner","2",550,0.55,1,1
"8865",20,"Matching","Partner","2",1133,1.133,1,1
"8866",20,"Matching","Partner","2",617,0.617,1,1
"8867",20,"Matching","Partner","2",750,0.75,1,1
"8868",20,"Matching","Partner","2",450,0.45,1,1
"8869",20,"Matching","Partner","2",817,0.817,1,1
"8870",20,"Matching","Partner","2",717,0.717,0,2
"8871",20,"Matching","Partner","2",1067,1.067,1,2
"8872",20,"Matching","Partner","2",1333,1.333,1,2
