"","Subject","Gender","Shape","Label1","Label2","Label3","Identity","Matching","Response","RT_ms","RT_sec","ACC"
"1390",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",847,0.847,1
"1391",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",802,0.802,1
"1392",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",1227,1.227,1
"1393",2504,2,"none","Gyuri","none","You","None","Nonmatching","m",1076,1.076,0
"1394",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",660,0.66,1
"1395",2504,2,"none","Gyuri","none","You","None","Nonmatching","m",646,0.646,0
"1396",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",808,0.808,1
"1397",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",714,0.714,1
"1398",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",819,0.819,1
"1399",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",712,0.712,1
"1400",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",639,0.639,1
"1401",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",496,0.496,1
"1402",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",954,0.954,1
"1403",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",1083,1.083,1
"1404",2504,2,"none","Gyuri","none","You","None","Nonmatching","m",714,0.714,0
"1405",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",883,0.883,1
"1406",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",733,0.733,1
"1407",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",827,0.827,1
"1408",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",808,0.808,1
"1409",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",696,0.696,1
"1410",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",900,0.9,1
"1411",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",976,0.976,1
"1412",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",656,0.656,1
"1413",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",841,0.841,1
"1414",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",627,0.627,1
"1415",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",636,0.636,1
"1416",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",752,0.752,1
"1417",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",894,0.894,1
"1418",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",669,0.669,1
"1419",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",703,0.703,1
"1420",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",769,0.769,1
"1421",2504,2,"none","Gyuri","none","You","None","Nonmatching","m",811,0.811,0
"1422",2504,2,"none","Gyuri","none","You","None","Nonmatching","m",213,0.213,0
"1423",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",921,0.921,1
"1424",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",894,0.894,1
"1425",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",791,0.791,1
"1426",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",722,0.722,1
"1427",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",870,0.87,1
"1428",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",791,0.791,1
"1429",2504,2,"none","Gyuri","none","You","None","Nonmatching","m",118,0.118,0
"1430",2504,2,"none","Gyuri","none","You","None","Nonmatching","m",656,0.656,0
"1431",2504,2,"none","Gyuri","none","You","None","Nonmatching","m",222,0.222,0
"1432",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",680,0.68,1
"1433",2504,2,"none","Gyuri","none","You","None","Nonmatching","m",142,0.142,0
"1434",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",681,0.681,1
"1435",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",699,0.699,1
"1436",2504,2,"none","Gyuri","none","You","None","Nonmatching","x",1499,1.499,0
"1437",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",951,0.951,1
"1438",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",626,0.626,1
"1439",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",838,0.838,1
"1440",2504,2,"none","Gyuri","none","You","None","Nonmatching","z",1126,1.126,1
"1441",2505,1,"You","none","You","Csilla","Self","Matching","z",823,0.823,1
"1442",2505,1,"You","none","You","Csilla","Self","Matching","z",585,0.585,1
"1443",2505,1,"You","none","You","Csilla","Self","Matching","z",646,0.646,1
"1444",2505,1,"You","none","You","Csilla","Self","Matching","z",738,0.738,1
"1445",2505,1,"You","none","You","Csilla","Self","Matching","z",694,0.694,1
"1446",2505,1,"You","none","You","Csilla","Self","Matching","m",787,0.787,0
"1447",2505,1,"You","none","You","Csilla","Self","Matching","z",793,0.793,1
"1448",2505,1,"You","none","You","Csilla","Self","Matching","z",765,0.765,1
"1449",2505,1,"You","none","You","Csilla","Self","Matching","m",1312,1.312,0
"1450",2505,1,"You","none","You","Csilla","Self","Matching","z",723,0.723,1
"1451",2505,1,"You","none","You","Csilla","Self","Matching","z",743,0.743,1
"1452",2505,1,"You","none","You","Csilla","Self","Matching","z",725,0.725,1
"1453",2505,1,"You","none","You","Csilla","Self","Matching","z",681,0.681,1
"1454",2505,1,"You","none","You","Csilla","Self","Matching","z",824,0.824,1
"1455",2505,1,"You","none","You","Csilla","Self","Matching","z",789,0.789,1
"1456",2505,1,"You","none","You","Csilla","Self","Matching","z",889,0.889,1
"1457",2505,1,"You","none","You","Csilla","Self","Matching","z",852,0.852,1
"1458",2505,1,"You","none","You","Csilla","Self","Matching","z",861,0.861,1
"1459",2505,1,"You","none","You","Csilla","Self","Matching","z",738,0.738,1
"1460",2505,1,"You","none","You","Csilla","Self","Matching","z",659,0.659,1
"1461",2505,1,"You","none","You","Csilla","Self","Matching","z",829,0.829,1
"1462",2505,1,"You","none","You","Csilla","Self","Matching","z",823,0.823,1
"1463",2505,1,"You","none","You","Csilla","Self","Matching","z",688,0.688,1
"1464",2505,1,"You","none","You","Csilla","Self","Matching","z",689,0.689,1
"1465",2505,1,"You","none","You","Csilla","Self","Matching","z",672,0.672,1
"1466",2505,1,"You","none","You","Csilla","Self","Matching","z",633,0.633,1
"1467",2505,1,"You","none","You","Csilla","Self","Matching","z",700,0.7,1
"1468",2505,1,"You","none","You","Csilla","Self","Matching","z",643,0.643,1
"1469",2505,1,"You","none","You","Csilla","Self","Matching","z",988,0.988,1
"1470",2505,1,"You","none","You","Csilla","Self","Matching","z",646,0.646,1
"1471",2505,1,"You","none","You","Csilla","Self","Matching","z",869,0.869,1
"1472",2505,1,"You","none","You","Csilla","Self","Matching","z",729,0.729,1
"1473",2505,1,"You","none","You","Csilla","Self","Matching","z",649,0.649,1
"1474",2505,1,"You","none","You","Csilla","Self","Matching","z",707,0.707,1
"1475",2505,1,"You","none","You","Csilla","Self","Matching","z",553,0.553,1
"1476",2505,1,"You","none","You","Csilla","Self","Matching","z",518,0.518,1
"1477",2505,1,"You","none","You","Csilla","Self","Matching","z",790,0.79,1
"1478",2505,1,"You","none","You","Csilla","Self","Matching","z",640,0.64,1
"1479",2505,1,"You","none","You","Csilla","Self","Matching","z",961,0.961,1
"1480",2505,1,"You","none","You","Csilla","Self","Matching","z",783,0.783,1
"1481",2505,1,"You","none","You","Csilla","Self","Matching","z",906,0.906,1
"1482",2505,1,"You","none","You","Csilla","Self","Matching","z",658,0.658,1
"1483",2505,1,"You","none","You","Csilla","Self","Matching","z",719,0.719,1
"1484",2505,1,"You","none","You","Csilla","Self","Matching","z",754,0.754,1
"1485",2505,1,"You","none","You","Csilla","Self","Matching","z",1416,1.416,1
"1486",2505,1,"You","none","You","Csilla","Self","Matching","z",829,0.829,1
"1487",2505,1,"You","none","You","Csilla","Self","Matching","z",904,0.904,1
"1488",2505,1,"You","none","You","Csilla","Self","Matching","z",668,0.668,1
"1489",2505,1,"You","none","You","Csilla","Self","Matching","z",591,0.591,1
"1490",2505,1,"You","none","You","Csilla","Self","Matching","z",671,0.671,1
"1491",2505,1,"You","none","You","Csilla","Self","Matching","z",699,0.699,1
"1492",2505,1,"You","none","You","Csilla","Self","Matching","m",652,0.652,0
"1493",2505,1,"You","none","You","Csilla","Self","Matching","z",582,0.582,1
"1494",2505,1,"You","none","You","Csilla","Self","Matching","z",670,0.67,1
"1495",2505,1,"You","none","You","Csilla","Self","Matching","z",766,0.766,1
"1496",2505,1,"You","none","You","Csilla","Self","Matching","m",554,0.554,0
"1497",2505,1,"You","none","You","Csilla","Self","Matching","z",868,0.868,1
"1498",2505,1,"You","none","You","Csilla","Self","Matching","z",685,0.685,1
"1499",2505,1,"You","none","You","Csilla","Self","Matching","z",790,0.79,1
"1500",2505,1,"You","none","You","Csilla","Self","Matching","z",507,0.507,1
"1501",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",810,0.81,1
"1502",2505,1,"Csilla","none","You","Csilla","Friend","Matching","m",554,0.554,0
"1503",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",782,0.782,1
"1504",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",869,0.869,1
"1505",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",782,0.782,1
"1506",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",826,0.826,1
"1507",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",525,0.525,1
"1508",2505,1,"Csilla","none","You","Csilla","Friend","Matching","m",737,0.737,0
"1509",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",682,0.682,1
"1510",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",1033,1.033,1
"1511",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",603,0.603,1
"1512",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",757,0.757,1
"1513",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",753,0.753,1
"1514",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",690,0.69,1
"1515",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",709,0.709,1
"1516",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",684,0.684,1
"1517",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",749,0.749,1
"1518",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",650,0.65,1
"1519",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",801,0.801,1
"1520",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",663,0.663,1
"1521",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",1136,1.136,1
"1522",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",847,0.847,1
"1523",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",780,0.78,1
"1524",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",708,0.708,1
"1525",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",1232,1.232,1
"1526",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",979,0.979,1
"1527",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",861,0.861,1
"1528",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",785,0.785,1
"1529",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",648,0.648,1
"1530",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",880,0.88,1
"1531",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",676,0.676,1
"1532",2505,1,"Csilla","none","You","Csilla","Friend","Matching","m",707,0.707,0
"1533",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",688,0.688,1
"1534",2505,1,"Csilla","none","You","Csilla","Friend","Matching","m",1174,1.174,0
"1535",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",1049,1.049,1
"1536",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",904,0.904,1
"1537",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",742,0.742,1
"1538",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",745,0.745,1
"1539",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",679,0.679,1
"1540",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",841,0.841,1
"1541",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",1025,1.025,1
"1542",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",1003,1.003,1
"1543",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",698,0.698,1
"1544",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",1055,1.055,1
"1545",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",755,0.755,1
"1546",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",652,0.652,1
"1547",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",1023,1.023,1
"1548",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",703,0.703,1
"1549",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",755,0.755,1
"1550",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",833,0.833,1
"1551",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",767,0.767,1
"1552",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",795,0.795,1
"1553",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",537,0.537,1
"1554",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",791,0.791,1
"1555",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",785,0.785,1
"1556",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",797,0.797,1
"1557",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",591,0.591,1
"1558",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",933,0.933,1
"1559",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",605,0.605,1
"1560",2505,1,"Csilla","none","You","Csilla","Friend","Matching","z",693,0.693,1
"1561",2505,1,"none","none","You","Csilla","None","Matching","z",899,0.899,1
"1562",2505,1,"none","none","You","Csilla","None","Matching","m",649,0.649,0
"1563",2505,1,"none","none","You","Csilla","None","Matching","z",795,0.795,1
"1564",2505,1,"none","none","You","Csilla","None","Matching","z",607,0.607,1
"1565",2505,1,"none","none","You","Csilla","None","Matching","z",803,0.803,1
"1566",2505,1,"none","none","You","Csilla","None","Matching","z",787,0.787,1
"1567",2505,1,"none","none","You","Csilla","None","Matching","m",816,0.816,0
"1568",2505,1,"none","none","You","Csilla","None","Matching","z",1033,1.033,1
"1569",2505,1,"none","none","You","Csilla","None","Matching","z",857,0.857,1
"1570",2505,1,"none","none","You","Csilla","None","Matching","z",698,0.698,1
"1571",2505,1,"none","none","You","Csilla","None","Matching","z",726,0.726,1
"1572",2505,1,"none","none","You","Csilla","None","Matching","z",459,0.459,1
"1573",2505,1,"none","none","You","Csilla","None","Matching","z",834,0.834,1
"1574",2505,1,"none","none","You","Csilla","None","Matching","z",783,0.783,1
"1575",2505,1,"none","none","You","Csilla","None","Matching","z",1027,1.027,1
"1576",2505,1,"none","none","You","Csilla","None","Matching","z",784,0.784,1
"1577",2505,1,"none","none","You","Csilla","None","Matching","m",1339,1.339,0
"1578",2505,1,"none","none","You","Csilla","None","Matching","x",1500,1.5,0
"1579",2505,1,"none","none","You","Csilla","None","Matching","z",842,0.842,1
"1580",2505,1,"none","none","You","Csilla","None","Matching","z",974,0.974,1
"1581",2505,1,"none","none","You","Csilla","None","Matching","z",776,0.776,1
"1582",2505,1,"none","none","You","Csilla","None","Matching","z",1051,1.051,1
"1583",2505,1,"none","none","You","Csilla","None","Matching","z",1010,1.01,1
"1584",2505,1,"none","none","You","Csilla","None","Matching","z",1177,1.177,1
"1585",2505,1,"none","none","You","Csilla","None","Matching","z",900,0.9,1
"1586",2505,1,"none","none","You","Csilla","None","Matching","z",827,0.827,1
"1587",2505,1,"none","none","You","Csilla","None","Matching","z",722,0.722,1
"1588",2505,1,"none","none","You","Csilla","None","Matching","z",595,0.595,1
"1589",2505,1,"none","none","You","Csilla","None","Matching","z",896,0.896,1
"1590",2505,1,"none","none","You","Csilla","None","Matching","z",874,0.874,1
"1591",2505,1,"none","none","You","Csilla","None","Matching","z",831,0.831,1
"1592",2505,1,"none","none","You","Csilla","None","Matching","z",913,0.913,1
"1593",2505,1,"none","none","You","Csilla","None","Matching","z",680,0.68,1
"1594",2505,1,"none","none","You","Csilla","None","Matching","z",789,0.789,1
"1595",2505,1,"none","none","You","Csilla","None","Matching","z",1426,1.426,1
"1596",2505,1,"none","none","You","Csilla","None","Matching","z",719,0.719,1
"1597",2505,1,"none","none","You","Csilla","None","Matching","z",726,0.726,1
"1598",2505,1,"none","none","You","Csilla","None","Matching","z",1006,1.006,1
"1599",2505,1,"none","none","You","Csilla","None","Matching","z",761,0.761,1
"1600",2505,1,"none","none","You","Csilla","None","Matching","m",665,0.665,0
"1601",2505,1,"none","none","You","Csilla","None","Matching","z",831,0.831,1
"1602",2505,1,"none","none","You","Csilla","None","Matching","m",695,0.695,0
"1603",2505,1,"none","none","You","Csilla","None","Matching","z",489,0.489,1
"1604",2505,1,"none","none","You","Csilla","None","Matching","z",973,0.973,1
"1605",2505,1,"none","none","You","Csilla","None","Matching","z",894,0.894,1
"1606",2505,1,"none","none","You","Csilla","None","Matching","z",718,0.718,1
"1607",2505,1,"none","none","You","Csilla","None","Matching","z",656,0.656,1
"1608",2505,1,"none","none","You","Csilla","None","Matching","z",740,0.74,1
"1609",2505,1,"none","none","You","Csilla","None","Matching","z",1043,1.043,1
"1610",2505,1,"none","none","You","Csilla","None","Matching","z",652,0.652,1
"1611",2505,1,"none","none","You","Csilla","None","Matching","z",899,0.899,1
"1612",2505,1,"none","none","You","Csilla","None","Matching","z",1016,1.016,1
"1613",2505,1,"none","none","You","Csilla","None","Matching","z",984,0.984,1
"1614",2505,1,"none","none","You","Csilla","None","Matching","z",867,0.867,1
"1615",2505,1,"none","none","You","Csilla","None","Matching","z",595,0.595,1
"1616",2505,1,"none","none","You","Csilla","None","Matching","z",972,0.972,1
"1617",2505,1,"none","none","You","Csilla","None","Matching","z",641,0.641,1
"1618",2505,1,"none","none","You","Csilla","None","Matching","z",871,0.871,1
"1619",2505,1,"none","none","You","Csilla","None","Matching","z",787,0.787,1
"1620",2505,1,"none","none","You","Csilla","None","Matching","z",937,0.937,1
"1621",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",1115,1.115,1
"1622",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",884,0.884,1
"1623",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",874,0.874,1
"1624",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",1101,1.101,1
"1625",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",715,0.715,1
"1626",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",918,0.918,1
"1627",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",1201,1.201,1
"1628",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",838,0.838,1
"1629",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",733,0.733,1
"1630",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",881,0.881,1
"1631",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",805,0.805,1
"1632",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",639,0.639,1
"1633",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",887,0.887,1
"1634",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",719,0.719,1
"1635",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",699,0.699,1
"1636",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",723,0.723,1
"1637",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",821,0.821,1
"1638",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",982,0.982,1
"1639",2505,1,"You","none","You","Csilla","Self","Nonmatching","z",739,0.739,0
"1640",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",1113,1.113,1
"1641",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",881,0.881,1
"1642",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",870,0.87,1
"1643",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",1449,1.449,1
"1644",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",872,0.872,1
"1645",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",772,0.772,1
"1646",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",809,0.809,1
"1647",2505,1,"You","none","You","Csilla","Self","Nonmatching","x",1499,1.499,0
"1648",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",892,0.892,1
"1649",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",956,0.956,1
"1650",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",1115,1.115,1
"1651",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",1127,1.127,1
"1652",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",780,0.78,1
"1653",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",945,0.945,1
"1654",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",689,0.689,1
"1655",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",977,0.977,1
"1656",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",865,0.865,1
"1657",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",878,0.878,1
"1658",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",1205,1.205,1
"1659",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",1232,1.232,1
"1660",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",698,0.698,1
"1661",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",982,0.982,1
"1662",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",1164,1.164,1
"1663",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",934,0.934,1
"1664",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",931,0.931,1
"1665",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",718,0.718,1
"1666",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",737,0.737,1
"1667",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",757,0.757,1
"1668",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",626,0.626,1
"1669",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",693,0.693,1
"1670",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",904,0.904,1
"1671",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",785,0.785,1
"1672",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",1223,1.223,1
"1673",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",657,0.657,1
"1674",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",912,0.912,1
"1675",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",661,0.661,1
"1676",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",742,0.742,1
"1677",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",977,0.977,1
"1678",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",919,0.919,1
"1679",2505,1,"You","none","You","Csilla","Self","Nonmatching","m",625,0.625,1
"1680",2505,1,"You","none","You","Csilla","Self","Nonmatching","z",761,0.761,0
"1681",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",787,0.787,1
"1682",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",803,0.803,1
"1683",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",861,0.861,1
"1684",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",832,0.832,1
"1685",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",923,0.923,1
"1686",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",1019,1.019,1
"1687",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",928,0.928,1
"1688",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",723,0.723,1
"1689",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",1046,1.046,1
"1690",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",824,0.824,1
"1691",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",721,0.721,1
"1692",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",774,0.774,1
"1693",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",843,0.843,1
"1694",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",1041,1.041,1
"1695",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","x",1499,1.499,0
"1696",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",874,0.874,1
"1697",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",855,0.855,1
"1698",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",810,0.81,1
"1699",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",1013,1.013,1
"1700",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",986,0.986,1
"1701",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",896,0.896,1
"1702",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",689,0.689,1
"1703",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",916,0.916,1
"1704",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",766,0.766,1
"1705",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",1176,1.176,1
"1706",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","z",639,0.639,0
"1707",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",912,0.912,1
"1708",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",1117,1.117,1
"1709",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",673,0.673,1
"1710",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",824,0.824,1
"1711",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",879,0.879,1
"1712",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","x",1500,1.5,0
"1713",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",882,0.882,1
"1714",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",886,0.886,1
"1715",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",1004,1.004,1
"1716",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",815,0.815,1
"1717",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",725,0.725,1
"1718",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",911,0.911,1
"1719",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",1119,1.119,1
"1720",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",713,0.713,1
"1721",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",817,0.817,1
"1722",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",816,0.816,1
"1723",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",725,0.725,1
"1724",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",855,0.855,1
"1725",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",1250,1.25,1
"1726",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",741,0.741,1
"1727",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",993,0.993,1
"1728",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",862,0.862,1
"1729",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",774,0.774,1
"1730",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",668,0.668,1
"1731",2505,1,"Csilla","none","You","Csilla","Friend","Nonmatching","m",917,0.917,1
