"Subject","Gender","Shape","Label1","Label2","Label3","Origin_Identity","English_Identity","Standarlized_Identity","Matching","Response","RT_ms","RT_sec","ACC"
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",667,0.667,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",465,0.465,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",660,0.66,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",774,0.774,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",1434,1.434,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",586,0.586,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",693,0.693,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",549,0.549,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",587,0.587,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",840,0.84,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",577,0.577,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",718,0.718,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",644,0.644,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","m",567,0.567,0
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","z",523,0.523,0
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","z",621,0.621,0
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",870,0.87,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",790,0.79,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",826,0.826,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","m",829,0.829,0
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",551,0.551,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",692,0.692,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",741,0.741,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",1090,1.09,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",833,0.833,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",794,0.794,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",582,0.582,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","m",826,0.826,0
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","z",372,0.372,0
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",627,0.627,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",645,0.645,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","z",718,0.718,0
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",557,0.557,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",733,0.733,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",841,0.841,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",962,0.962,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",455,0.455,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",425,0.425,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",973,0.973,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",793,0.793,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",1101,1.101,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",731,0.731,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",592,0.592,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",821,0.821,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",735,0.735,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",590,0.59,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",642,0.642,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",683,0.683,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",829,0.829,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",551,0.551,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",523,0.523,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",913,0.913,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",769,0.769,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",694,0.694,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","z",903,0.903,0
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",1078,1.078,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",749,0.749,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",905,0.905,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",1073,1.073,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",976,0.976,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",827,0.827,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",661,0.661,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",592,0.592,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",987,0.987,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","m",742,0.742,0
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",572,0.572,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","z",424,0.424,0
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",854,0.854,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",894,0.894,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",1021,1.021,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",1270,1.27,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",797,0.797,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",609,0.609,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",932,0.932,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",1402,1.402,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",810,0.81,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",990,0.99,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",616,0.616,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","z",596,0.596,0
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",832,0.832,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",793,0.793,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",979,0.979,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",857,0.857,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",680,0.68,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",1009,1.009,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",676,0.676,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",692,0.692,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",1029,1.029,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","m",678,0.678,0
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",623,0.623,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",626,0.626,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",676,0.676,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",669,0.669,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",1014,1.014,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",625,0.625,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",852,0.852,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",933,0.933,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",993,0.993,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",804,0.804,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",568,0.568,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",724,0.724,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",867,0.867,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","m",668,0.668,0
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",756,0.756,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",672,0.672,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",617,0.617,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",941,0.941,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",769,0.769,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",590,0.59,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",1026,1.026,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",1243,1.243,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",725,0.725,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",707,0.707,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",1115,1.115,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",568,0.568,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",837,0.837,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",824,0.824,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",784,0.784,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",636,0.636,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",591,0.591,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",860,0.86,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",716,0.716,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",729,0.729,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",873,0.873,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",641,0.641,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",987,0.987,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",1079,1.079,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",759,0.759,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","m",811,0.811,0
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",734,0.734,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",1003,1.003,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",653,0.653,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",895,0.895,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","m",895,0.895,0
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",1294,1.294,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",686,0.686,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",668,0.668,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",1076,1.076,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",724,0.724,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",660,0.66,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",805,0.805,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",471,0.471,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",495,0.495,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",506,0.506,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",368,0.368,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",760,0.76,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",524,0.524,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",676,0.676,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","z",579,0.579,0
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",633,0.633,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",1082,1.082,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",882,0.882,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",1081,1.081,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",738,0.738,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",679,0.679,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",790,0.79,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","m",1010,1.01,0
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",669,0.669,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",614,0.614,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",770,0.77,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",735,0.735,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",757,0.757,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",993,0.993,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",885,0.885,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",852,0.852,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",644,0.644,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",743,0.743,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",565,0.565,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",721,0.721,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",720,0.72,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",839,0.839,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",1238,1.238,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","z",1097,1.097,0
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","m",950,0.95,0
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",931,0.931,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",1482,1.482,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",704,0.704,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",1103,1.103,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",1365,1.365,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",632,0.632,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",747,0.747,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",761,0.761,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",837,0.837,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",880,0.88,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",1015,1.015,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",594,0.594,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",614,0.614,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",985,0.985,1
3003,1,"none","Arsen","You","none","None","None","NonPerson","Matching","z",676,0.676,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",725,0.725,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",851,0.851,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","m",1205,1.205,0
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","z",902,0.902,0
3003,1,"none","Arsen","You","none","None","None","NonPerson","Nonmatching","m",669,0.669,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Nonmatching","m",790,0.79,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",611,0.611,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",540,0.54,1
3003,1,"Arsen","Arsen","You","none","Friend","Friend","Close","Matching","z",483,0.483,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Nonmatching","m",596,0.596,1
3003,1,"You","Arsen","You","none","Self","Self","Self","Matching","z",1087,1.087,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","x",1500,1.5,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","z",1330,1.33,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","x",1498,1.498,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","x",1499,1.499,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",1207,1.207,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",1231,1.231,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",883,0.883,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",762,0.762,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","x",1499,1.499,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",1082,1.082,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",1200,1.2,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",1201,1.201,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","m",1068,1.068,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","z",1484,1.484,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","x",1499,1.499,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","x",1499,1.499,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",682,0.682,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","m",793,0.793,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","m",909,0.909,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","x",1499,1.499,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",1351,1.351,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",1411,1.411,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","x",1499,1.499,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",1304,1.304,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",980,0.98,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","z",1464,1.464,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","x",1499,1.499,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",1267,1.267,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",698,0.698,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",1321,1.321,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","x",1498,1.498,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",1393,1.393,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","x",1499,1.499,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",1112,1.112,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",1239,1.239,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",1221,1.221,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","z",847,0.847,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","m",856,0.856,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","m",1338,1.338,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","z",885,0.885,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",1396,1.396,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",1398,1.398,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","m",1376,1.376,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","x",1499,1.499,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","x",1500,1.5,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","x",1500,1.5,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","x",1499,1.499,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",1163,1.163,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",788,0.788,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","m",1065,1.065,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","x",1499,1.499,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",1348,1.348,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",793,0.793,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",900,0.9,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",890,0.89,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",835,0.835,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","z",1267,1.267,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",1131,1.131,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","x",1498,1.498,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",988,0.988,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",1176,1.176,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",945,0.945,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",1056,1.056,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",1007,1.007,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",1066,1.066,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",1251,1.251,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",1090,1.09,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",1040,1.04,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",1201,1.201,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",1267,1.267,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",1048,1.048,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",633,0.633,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","m",773,0.773,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",1185,1.185,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",930,0.93,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",849,0.849,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",1145,1.145,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",1317,1.317,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","m",1307,1.307,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",1408,1.408,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",1057,1.057,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","z",1433,1.433,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",1130,1.13,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",1383,1.383,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",841,0.841,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",1356,1.356,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",1094,1.094,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","x",1498,1.498,0
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",1234,1.234,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",1050,1.05,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","z",650,0.65,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",1235,1.235,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",700,0.7,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",978,0.978,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","x",1500,1.5,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Nonmatching","z",955,0.955,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",566,0.566,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","z",589,0.589,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",977,0.977,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",932,0.932,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",864,0.864,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",898,0.898,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","z",529,0.529,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",1192,1.192,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",1011,1.011,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Matching","m",958,0.958,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","z",898,0.898,0
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","m",960,0.96,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",716,0.716,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","z",851,0.851,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",996,0.996,1
3004,2,"You","Daniel","none","You","Self","Self","Self","Matching","z",743,0.743,0
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",876,0.876,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Matching","m",966,0.966,1
3004,2,"Daniel","Daniel","none","You","Friend","Friend","Close","Nonmatching","z",1040,1.04,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",720,0.72,1
3004,2,"none","Daniel","none","You","None","None","NonPerson","Nonmatching","z",1161,1.161,1
