"Subject","Gender","Shape","Label1","Label2","Label3","Origin_Identity","English_Identity","Standarlized_Identity","Matching","Response","RT_ms","RT_sec","ACC"
3017,1,"none","none","You","Gabor","None","None","NonPerson","Nonmatching","m",827,0.827,1
3017,1,"You","none","You","Gabor","Self","Self","Self","Nonmatching","m",1270,1.27,1
3017,1,"none","none","You","Gabor","None","None","NonPerson","Nonmatching","m",788,0.788,1
3017,1,"You","none","You","Gabor","Self","Self","Self","Matching","z",737,0.737,1
3017,1,"none","none","You","Gabor","None","None","NonPerson","Nonmatching","m",615,0.615,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",845,0.845,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",848,0.848,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",736,0.736,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Nonmatching","z",934,0.934,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",876,0.876,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",740,0.74,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",688,0.688,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",978,0.978,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",804,0.804,1
3018,2,"You","none","Milan","You","Self","Self","Self","Matching","m",961,0.961,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Matching","m",852,0.852,1
3018,2,"Milan","none","Milan","You","Friend","Friend","Close","Matching","m",613,0.613,1
3018,2,"You","none","Milan","You","Self","Self","Self","Nonmatching","z",953,0.953,1
3018,2,"none","none","Milan","You","None","None","NonPerson","Nonmatching","z",861,0.861,1
