"","Subject","Matching","Identity","RT_ms","RT_sec","ACC","Face_Gender","ScreenResolution","RefreshRate","LuminanceBackground","LuminanceStrongDark","LuminanceWeakDark","LuminanceWeakLight","LuminanceStrongLight","BackgroundColor","StimuliColor","VisualAngle","Contrast"
"3291",1006,"Nonmatching","Self",608,0.608,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3292",1006,"Nonmatching","Self",1132,1.132,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3293",1006,"Nonmatching","Self",640,0.64,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3294",1006,"Nonmatching","Self",691,0.691,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3295",1006,"Nonmatching","Self",435,0.435,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3296",1006,"Nonmatching","Self",560,0.56,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3297",1006,"Nonmatching","Self",761,0.761,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3298",1006,"Nonmatching","Self",682,0.682,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3299",1006,"Nonmatching","Self",496,0.496,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3300",1006,"Nonmatching","Self",455,0.455,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3301",1006,"Nonmatching","Self",679,0.679,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3302",1006,"Nonmatching","Self",556,0.556,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3303",1006,"Nonmatching","Self",633,0.633,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3304",1006,"Nonmatching","Self",647,0.647,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3305",1006,"Nonmatching","Self",595,0.595,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3306",1006,"Nonmatching","Self",778,0.778,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3307",1006,"Nonmatching","Self",579,0.579,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3308",1006,"Nonmatching","Self",1455,1.455,0,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3309",1006,"Nonmatching","Self",570,0.57,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3310",1006,"Nonmatching","Self",742,0.742,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3311",1006,"Nonmatching","Self",1017,1.017,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3312",1006,"Nonmatching","Self",796,0.796,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3313",1006,"Nonmatching","Self",604,0.604,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3314",1006,"Nonmatching","Self",417,0.417,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3315",1006,"Nonmatching","Self",876,0.876,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3316",1006,"Nonmatching","Self",554,0.554,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3317",1006,"Nonmatching","Self",622,0.622,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3318",1006,"Nonmatching","Self",585,0.585,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3319",1006,"Nonmatching","Self",366,0.366,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3320",1006,"Nonmatching","Self",632,0.632,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3321",1006,"Nonmatching","Self",583,0.583,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3322",1006,"Nonmatching","Self",1124,1.124,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3323",1006,"Nonmatching","Self",454,0.454,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3324",1006,"Nonmatching","Self",645,0.645,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3325",1006,"Nonmatching","Self",703,0.703,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3326",1006,"Nonmatching","Self",733,0.733,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3327",1006,"Nonmatching","Self",353,0.353,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3328",1006,"Nonmatching","Self",535,0.535,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3329",1006,"Nonmatching","Self",488,0.488,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3330",1006,"Nonmatching","Self",792,0.792,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3331",1006,"Nonmatching","Self",522,0.522,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3332",1006,"Nonmatching","Self",845,0.845,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3333",1006,"Nonmatching","Self",599,0.599,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3334",1006,"Nonmatching","Self",405,0.405,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3335",1006,"Nonmatching","Self",1145,1.145,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3336",1006,"Nonmatching","Self",544,0.544,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3337",1006,"Nonmatching","Self",526,0.526,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3338",1006,"Nonmatching","Self",596,0.596,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3339",1006,"Nonmatching","Self",1062,1.062,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3340",1006,"Nonmatching","Self",644,0.644,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3341",1006,"Nonmatching","Self",602,0.602,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3342",1006,"Nonmatching","Self",905,0.905,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3343",1006,"Nonmatching","Self",586,0.586,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3344",1006,"Nonmatching","Self",538,0.538,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3345",1006,"Nonmatching","Self",427,0.427,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3346",1006,"Nonmatching","Self",481,0.481,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3347",1006,"Nonmatching","Self",410,0.41,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3348",1006,"Nonmatching","Self",531,0.531,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3349",1006,"Nonmatching","Self",666,0.666,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3350",1006,"Nonmatching","Self",428,0.428,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3351",1006,"Nonmatching","Self",530,0.53,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3352",1006,"Nonmatching","Self",597,0.597,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3353",1006,"Nonmatching","Self",496,0.496,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3354",1006,"Nonmatching","Self",413,0.413,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3355",1006,"Nonmatching","Self",501,0.501,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3356",1006,"Nonmatching","Self",429,0.429,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3357",1006,"Nonmatching","Self",543,0.543,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3358",1006,"Nonmatching","Self",466,0.466,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3359",1006,"Nonmatching","Self",479,0.479,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3360",1006,"Nonmatching","Self",494,0.494,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3361",1006,"Nonmatching","Self",468,0.468,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3362",1006,"Nonmatching","Self",629,0.629,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3363",1006,"Nonmatching","Self",649,0.649,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3364",1006,"Nonmatching","Self",402,0.402,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3365",1006,"Nonmatching","Self",428,0.428,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3366",1006,"Nonmatching","Self",422,0.422,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3367",1006,"Nonmatching","Self",492,0.492,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3368",1006,"Nonmatching","Self",629,0.629,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3369",1006,"Nonmatching","Self",507,0.507,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3370",1006,"Nonmatching","Self",617,0.617,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3371",1006,"Nonmatching","Self",418,0.418,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3372",1006,"Nonmatching","Self",1157,1.157,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3373",1006,"Nonmatching","Self",1038,1.038,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3374",1006,"Nonmatching","Self",486,0.486,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3375",1006,"Nonmatching","Self",360,0.36,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3376",1006,"Nonmatching","Self",802,0.802,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3377",1006,"Nonmatching","Self",411,0.411,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3378",1006,"Nonmatching","Self",401,0.401,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3379",1006,"Nonmatching","Self",805,0.805,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3380",1006,"Nonmatching","Self",628,0.628,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3381",1006,"Nonmatching","Self",433,0.433,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3382",1006,"Nonmatching","Self",520,0.52,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3383",1006,"Nonmatching","Self",586,0.586,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3384",1006,"Nonmatching","Self",668,0.668,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3385",1006,"Nonmatching","Self",594,0.594,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3386",1006,"Nonmatching","Self",436,0.436,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3387",1006,"Nonmatching","Self",352,0.352,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3388",1006,"Nonmatching","Self",333,0.333,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3389",1006,"Nonmatching","Self",655,0.655,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3390",1006,"Nonmatching","Self",373,0.373,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3391",1006,"Nonmatching","Self",403,0.403,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3392",1006,"Nonmatching","Self",847,0.847,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3393",1006,"Nonmatching","Self",847,0.847,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3394",1006,"Nonmatching","Self",617,0.617,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3395",1006,"Nonmatching","Self",357,0.357,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3396",1006,"Nonmatching","Self",724,0.724,0,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3397",1006,"Nonmatching","Self",350,0.35,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3398",1006,"Nonmatching","Self",788,0.788,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3399",1006,"Nonmatching","Self",440,0.44,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3400",1006,"Nonmatching","Self",526,0.526,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3401",1006,"Nonmatching","Self",403,0.403,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3402",1006,"Nonmatching","Self",647,0.647,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3403",1006,"Nonmatching","Self",936,0.936,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3404",1006,"Nonmatching","Self",959,0.959,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3405",1006,"Nonmatching","Self",355,0.355,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3406",1006,"Nonmatching","Self",381,0.381,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3407",1006,"Nonmatching","Self",824,0.824,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3408",1006,"Nonmatching","Self",457,0.457,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3409",1006,"Nonmatching","Self",328,0.328,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3410",1006,"Nonmatching","Self",340,0.34,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3411",1006,"Nonmatching","Self",400,0.4,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3412",1006,"Nonmatching","Self",417,0.417,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3413",1006,"Nonmatching","Self",616,0.616,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3414",1006,"Nonmatching","Self",474,0.474,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3415",1006,"Nonmatching","Self",828,0.828,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3416",1006,"Nonmatching","Self",413,0.413,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3417",1006,"Nonmatching","Self",689,0.689,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3418",1006,"Nonmatching","Self",491,0.491,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3419",1006,"Nonmatching","Self",333,0.333,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3420",1006,"Nonmatching","Self",657,0.657,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3421",1006,"Nonmatching","Self",513,0.513,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3422",1006,"Nonmatching","Self",549,0.549,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3423",1006,"Nonmatching","Self",512,0.512,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3424",1006,"Nonmatching","Self",521,0.521,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3425",1006,"Nonmatching","Self",305,0.305,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3426",1006,"Nonmatching","Self",533,0.533,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3427",1006,"Nonmatching","Self",801,0.801,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3428",1006,"Nonmatching","Self",553,0.553,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3429",1006,"Nonmatching","Self",712,0.712,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3430",1006,"Nonmatching","Self",646,0.646,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3431",1006,"Nonmatching","Self",335,0.335,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3432",1006,"Nonmatching","Self",400,0.4,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3433",1006,"Nonmatching","Self",480,0.48,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3434",1006,"Nonmatching","Self",1055,1.055,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3435",1006,"Nonmatching","Self",467,0.467,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3436",1006,"Nonmatching","Self",821,0.821,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3437",1006,"Nonmatching","Self",333,0.333,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3438",1006,"Nonmatching","Self",385,0.385,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3439",1006,"Nonmatching","Self",418,0.418,0,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3440",1006,"Nonmatching","Self",415,0.415,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3441",1006,"Nonmatching","Self",387,0.387,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3442",1006,"Nonmatching","Self",388,0.388,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3443",1006,"Nonmatching","Self",528,0.528,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3444",1006,"Nonmatching","Self",1003,1.003,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3445",1006,"Nonmatching","Self",566,0.566,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3446",1006,"Nonmatching","Self",677,0.677,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3447",1006,"Nonmatching","Self",739,0.739,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3448",1006,"Nonmatching","Self",981,0.981,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3449",1006,"Nonmatching","Self",418,0.418,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3450",1006,"Nonmatching","Self",582,0.582,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3451",1006,"Nonmatching","Self",670,0.67,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3452",1006,"Nonmatching","Self",836,0.836,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3453",1006,"Nonmatching","Self",484,0.484,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3454",1006,"Nonmatching","Self",444,0.444,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3455",1006,"Nonmatching","Self",393,0.393,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3456",1006,"Nonmatching","Self",627,0.627,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3457",1006,"Nonmatching","Self",1435,1.435,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3458",1006,"Nonmatching","Self",1038,1.038,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3459",1006,"Nonmatching","Self",708,0.708,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3460",1006,"Nonmatching","Self",358,0.358,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3461",1006,"Nonmatching","Self",711,0.711,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3462",1006,"Nonmatching","Self",973,0.973,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3463",1006,"Nonmatching","Self",509,0.509,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3464",1006,"Nonmatching","Self",402,0.402,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3465",1006,"Nonmatching","Self",575,0.575,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3466",1006,"Nonmatching","Self",1007,1.007,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3467",1006,"Nonmatching","Self",1289,1.289,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3468",1006,"Nonmatching","Self",395,0.395,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3469",1006,"Nonmatching","Self",733,0.733,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3470",1006,"Nonmatching","Self",817,0.817,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3471",1006,"Nonmatching","Self",815,0.815,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3472",1006,"Nonmatching","Self",558,0.558,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3473",1006,"Nonmatching","Friend",1133,1.133,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3474",1006,"Nonmatching","Friend",1232,1.232,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3475",1006,"Nonmatching","Friend",673,0.673,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3476",1006,"Nonmatching","Friend",898,0.898,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3477",1006,"Nonmatching","Friend",1480,1.48,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3478",1006,"Nonmatching","Friend",1034,1.034,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3479",1006,"Nonmatching","Friend",1330,1.33,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3480",1006,"Nonmatching","Friend",770,0.77,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3481",1006,"Nonmatching","Friend",709,0.709,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3482",1006,"Nonmatching","Friend",637,0.637,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3483",1006,"Nonmatching","Friend",664,0.664,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"3484",1006,"Nonmatching","Friend",650,0.65,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
