"","Subject","Matching","Identity","RT_ms","RT_sec","ACC","Face_Gender","ScreenResolution","RefreshRate","LuminanceBackground","LuminanceStrongDark","LuminanceWeakDark","LuminanceWeakLight","LuminanceStrongLight","BackgroundColor","StimuliColor","VisualAngle","Contrast"
"4778",1008,"Nonmatching","Self",794,0.794,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4779",1008,"Nonmatching","Self",929,0.929,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4780",1008,"Nonmatching","Self",1040,1.04,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4781",1008,"Nonmatching","Self",724,0.724,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4782",1008,"Nonmatching","Self",949,0.949,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4783",1008,"Nonmatching","Self",1298,1.298,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4784",1008,"Nonmatching","Self",1615,1.615,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4785",1008,"Nonmatching","Self",1358,1.358,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4786",1008,"Nonmatching","Self",808,0.808,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4787",1008,"Nonmatching","Self",1038,1.038,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4788",1008,"Nonmatching","Self",1202,1.202,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4789",1008,"Nonmatching","Self",732,0.732,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4790",1008,"Nonmatching","Self",836,0.836,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4791",1008,"Nonmatching","Self",1128,1.128,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4792",1008,"Nonmatching","Self",1075,1.075,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4793",1008,"Nonmatching","Self",1078,1.078,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4794",1008,"Nonmatching","Self",1010,1.01,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4795",1008,"Nonmatching","Self",829,0.829,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4796",1008,"Nonmatching","Self",568,0.568,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4797",1008,"Nonmatching","Self",1284,1.284,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4798",1008,"Nonmatching","Self",861,0.861,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4799",1008,"Nonmatching","Self",1429,1.429,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4800",1008,"Nonmatching","Self",814,0.814,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4801",1008,"Nonmatching","Self",973,0.973,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4802",1008,"Nonmatching","Self",749,0.749,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4803",1008,"Nonmatching","Self",1510,1.51,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4804",1008,"Nonmatching","Self",2250,2.25,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4805",1008,"Nonmatching","Self",830,0.83,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4806",1008,"Nonmatching","Self",1054,1.054,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4807",1008,"Nonmatching","Self",840,0.84,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4808",1008,"Nonmatching","Self",669,0.669,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4809",1008,"Nonmatching","Self",1003,1.003,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4810",1008,"Nonmatching","Self",838,0.838,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4811",1008,"Nonmatching","Self",978,0.978,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4812",1008,"Nonmatching","Self",974,0.974,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4813",1008,"Nonmatching","Self",646,0.646,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4814",1008,"Nonmatching","Self",1294,1.294,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4815",1008,"Nonmatching","Self",872,0.872,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4816",1008,"Nonmatching","Self",650,0.65,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4817",1008,"Nonmatching","Friend",1021,1.021,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4818",1008,"Nonmatching","Friend",1316,1.316,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4819",1008,"Nonmatching","Friend",1107,1.107,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4820",1008,"Nonmatching","Friend",947,0.947,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4821",1008,"Nonmatching","Friend",1075,1.075,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4822",1008,"Nonmatching","Friend",2066,2.066,0,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4823",1008,"Nonmatching","Friend",1217,1.217,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4824",1008,"Nonmatching","Friend",1034,1.034,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4825",1008,"Nonmatching","Friend",1645,1.645,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4826",1008,"Nonmatching","Friend",2819,2.819,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4827",1008,"Nonmatching","Friend",1721,1.721,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4828",1008,"Nonmatching","Friend",680,0.68,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4829",1008,"Nonmatching","Friend",1253,1.253,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4830",1008,"Nonmatching","Friend",670,0.67,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4831",1008,"Nonmatching","Friend",842,0.842,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4832",1008,"Nonmatching","Friend",693,0.693,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4833",1008,"Nonmatching","Friend",1013,1.013,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4834",1008,"Nonmatching","Friend",822,0.822,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4835",1008,"Nonmatching","Friend",1482,1.482,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4836",1008,"Nonmatching","Friend",1555,1.555,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4837",1008,"Nonmatching","Friend",1017,1.017,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4838",1008,"Nonmatching","Friend",1102,1.102,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4839",1008,"Nonmatching","Friend",2297,2.297,0,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4840",1008,"Nonmatching","Friend",1377,1.377,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4841",1008,"Nonmatching","Friend",1147,1.147,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4842",1008,"Nonmatching","Friend",1135,1.135,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4843",1008,"Nonmatching","Friend",997,0.997,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4844",1008,"Nonmatching","Friend",909,0.909,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4845",1008,"Nonmatching","Friend",694,0.694,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4846",1008,"Nonmatching","Friend",1954,1.954,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4847",1008,"Nonmatching","Friend",1133,1.133,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4848",1008,"Nonmatching","Friend",1302,1.302,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4849",1008,"Nonmatching","Friend",1709,1.709,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4850",1008,"Nonmatching","Friend",740,0.74,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4851",1008,"Nonmatching","Friend",577,0.577,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4852",1008,"Nonmatching","Friend",595,0.595,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4853",1008,"Nonmatching","Friend",1995,1.995,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4854",1008,"Nonmatching","Friend",1576,1.576,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4855",1008,"Nonmatching","Friend",1909,1.909,0,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4856",1008,"Nonmatching","Friend",1489,1.489,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4857",1008,"Nonmatching","Friend",1242,1.242,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4858",1008,"Nonmatching","Friend",1020,1.02,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4859",1008,"Nonmatching","Friend",902,0.902,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4860",1008,"Nonmatching","Friend",835,0.835,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4861",1008,"Nonmatching","Friend",1884,1.884,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4862",1008,"Nonmatching","Friend",1016,1.016,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4863",1008,"Nonmatching","Friend",668,0.668,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4864",1008,"Nonmatching","Friend",1290,1.29,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4865",1008,"Nonmatching","Friend",1055,1.055,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4866",1008,"Nonmatching","Friend",1540,1.54,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4867",1008,"Nonmatching","Friend",1220,1.22,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4868",1008,"Nonmatching","Friend",1647,1.647,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4869",1008,"Nonmatching","Friend",1509,1.509,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4870",1008,"Nonmatching","Friend",1407,1.407,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4871",1008,"Nonmatching","Friend",947,0.947,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4872",1008,"Nonmatching","Friend",764,0.764,0,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4873",1008,"Nonmatching","Friend",933,0.933,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4874",1008,"Nonmatching","Friend",1554,1.554,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4875",1008,"Nonmatching","Friend",1373,1.373,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4876",1008,"Nonmatching","Friend",1496,1.496,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4877",1008,"Nonmatching","Friend",1727,1.727,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4878",1008,"Nonmatching","Friend",924,0.924,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4879",1008,"Nonmatching","Friend",1734,1.734,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4880",1008,"Nonmatching","Friend",803,0.803,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4881",1008,"Nonmatching","Friend",737,0.737,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4882",1008,"Nonmatching","Friend",1420,1.42,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4883",1008,"Nonmatching","Friend",1205,1.205,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4884",1008,"Nonmatching","Friend",1769,1.769,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4885",1008,"Nonmatching","Friend",1276,1.276,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4886",1008,"Nonmatching","Friend",709,0.709,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4887",1008,"Nonmatching","Friend",752,0.752,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4888",1008,"Nonmatching","Friend",1472,1.472,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4889",1008,"Nonmatching","Friend",895,0.895,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4890",1008,"Nonmatching","Friend",613,0.613,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4891",1008,"Nonmatching","Friend",1675,1.675,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4892",1008,"Nonmatching","Friend",1333,1.333,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4893",1008,"Nonmatching","Friend",1191,1.191,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4894",1008,"Nonmatching","Friend",1173,1.173,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4895",1008,"Nonmatching","Friend",1092,1.092,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4896",1008,"Nonmatching","Friend",508,0.508,0,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4897",1008,"Nonmatching","Friend",1029,1.029,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4898",1008,"Nonmatching","Friend",1787,1.787,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4899",1008,"Nonmatching","Friend",1042,1.042,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4900",1008,"Nonmatching","Friend",1342,1.342,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4901",1008,"Nonmatching","Friend",1354,1.354,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4902",1008,"Nonmatching","Friend",1275,1.275,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4903",1008,"Nonmatching","Friend",1523,1.523,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4904",1008,"Nonmatching","Friend",1078,1.078,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4905",1008,"Nonmatching","Friend",999,0.999,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4906",1008,"Nonmatching","Friend",1123,1.123,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4907",1008,"Nonmatching","Friend",1689,1.689,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4908",1008,"Nonmatching","Friend",1826,1.826,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4909",1008,"Nonmatching","Friend",1793,1.793,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4910",1008,"Nonmatching","Friend",1127,1.127,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4911",1008,"Nonmatching","Friend",859,0.859,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4912",1008,"Nonmatching","Friend",1229,1.229,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4913",1008,"Nonmatching","Friend",859,0.859,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4914",1008,"Nonmatching","Friend",1315,1.315,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4915",1008,"Nonmatching","Friend",990,0.99,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4916",1008,"Nonmatching","Friend",637,0.637,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4917",1008,"Nonmatching","Friend",1056,1.056,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4918",1008,"Nonmatching","Friend",945,0.945,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4919",1008,"Nonmatching","Friend",2269,2.269,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4920",1008,"Nonmatching","Friend",1449,1.449,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4921",1008,"Nonmatching","Friend",820,0.82,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4922",1008,"Nonmatching","Friend",1193,1.193,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4923",1008,"Nonmatching","Friend",1596,1.596,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4924",1008,"Nonmatching","Friend",1167,1.167,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4925",1008,"Nonmatching","Friend",1217,1.217,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4926",1008,"Nonmatching","Friend",1102,1.102,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4927",1008,"Nonmatching","Friend",716,0.716,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4928",1008,"Nonmatching","Friend",1304,1.304,1,"F","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4929",1008,"Nonmatching","Stranger",2482,2.482,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4930",1008,"Nonmatching","Stranger",1055,1.055,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4931",1008,"Nonmatching","Stranger",1024,1.024,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4932",1008,"Nonmatching","Stranger",1272,1.272,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4933",1008,"Nonmatching","Stranger",1447,1.447,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4934",1008,"Nonmatching","Stranger",880,0.88,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4935",1008,"Nonmatching","Stranger",1342,1.342,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4936",1008,"Nonmatching","Stranger",1720,1.72,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4937",1008,"Nonmatching","Stranger",1169,1.169,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4938",1008,"Nonmatching","Stranger",1524,1.524,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4939",1008,"Nonmatching","Stranger",1639,1.639,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4940",1008,"Nonmatching","Stranger",497,0.497,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4941",1008,"Nonmatching","Stranger",609,0.609,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4942",1008,"Nonmatching","Stranger",1873,1.873,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4943",1008,"Nonmatching","Stranger",583,0.583,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4944",1008,"Nonmatching","Stranger",673,0.673,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4945",1008,"Nonmatching","Stranger",1256,1.256,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4946",1008,"Nonmatching","Stranger",936,0.936,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4947",1008,"Nonmatching","Stranger",1719,1.719,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4948",1008,"Nonmatching","Stranger",2210,2.21,0,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4949",1008,"Nonmatching","Stranger",1825,1.825,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4950",1008,"Nonmatching","Stranger",1846,1.846,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4951",1008,"Nonmatching","Stranger",1259,1.259,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4952",1008,"Nonmatching","Stranger",1358,1.358,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4953",1008,"Nonmatching","Stranger",1575,1.575,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4954",1008,"Nonmatching","Stranger",955,0.955,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4955",1008,"Nonmatching","Stranger",1040,1.04,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4956",1008,"Nonmatching","Stranger",1962,1.962,0,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4957",1008,"Nonmatching","Stranger",824,0.824,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4958",1008,"Nonmatching","Stranger",1065,1.065,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4959",1008,"Nonmatching","Stranger",2248,2.248,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4960",1008,"Nonmatching","Stranger",1540,1.54,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4961",1008,"Nonmatching","Stranger",2131,2.131,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4962",1008,"Nonmatching","Stranger",1037,1.037,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4963",1008,"Nonmatching","Stranger",805,0.805,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4964",1008,"Nonmatching","Stranger",871,0.871,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4965",1008,"Nonmatching","Stranger",835,0.835,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4966",1008,"Nonmatching","Stranger",1030,1.03,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
"4967",1008,"Nonmatching","Stranger",1296,1.296,1,"M","24’’ widescreen LED monito",NA,NA,NA,NA,NA,NA,"black","white",NA,NA
