"","Subject","Matching","Identity","Session","RT_ms","RT_sec","ACC"
"1",17,"Matching","Self","1",358,0.358,1
"2",17,"Matching","Self","1",435,0.435,1
"3",17,"Matching","Self","1",402,0.402,1
"4",17,"Matching","Self","1",396,0.396,1
"5",17,"Matching","Self","1",371,0.371,1
"6",17,"Matching","Self","1",268,0.268,1
"7",17,"Matching","Self","1",354,0.354,1
"8",17,"Matching","Self","1",415,0.415,0
"9",17,"Matching","Self","1",296,0.296,1
"10",17,"Matching","Self","1",390,0.39,1
"11",17,"Matching","Self","1",319,0.319,1
"12",17,"Matching","Self","1",381,0.381,1
"13",17,"Matching","Self","1",410,0.41,1
"14",17,"Matching","Self","1",319,0.319,1
"15",17,"Matching","Self","1",332,0.332,1
"16",17,"Matching","Self","1",393,0.393,1
"17",17,"Matching","Self","1",320,0.32,0
"18",17,"Matching","Self","1",292,0.292,1
"19",17,"Matching","Self","1",386,0.386,1
"20",17,"Matching","Self","1",382,0.382,1
"21",17,"Matching","Self","1",327,0.327,0
"22",17,"Matching","Self","1",319,0.319,1
"23",17,"Matching","Self","1",429,0.429,1
"24",17,"Matching","Self","1",239,0.239,1
"25",17,"Matching","Self","2",452,0.452,1
"26",17,"Matching","Self","2",433,0.433,1
"27",17,"Matching","Self","2",279,0.279,1
"28",17,"Matching","Self","2",366,0.366,1
"29",17,"Matching","Self","2",361,0.361,1
"30",17,"Matching","Self","2",305,0.305,1
"31",17,"Matching","Self","2",409,0.409,1
"32",17,"Matching","Self","2",222,0.222,1
"33",17,"Matching","Self","2",255,0.255,1
"34",17,"Matching","Self","2",229,0.229,1
"35",17,"Matching","Self","2",225,0.225,1
"36",17,"Matching","Self","2",379,0.379,1
"37",17,"Matching","Self","2",332,0.332,1
"38",17,"Matching","Self","2",359,0.359,1
"39",17,"Matching","Self","2",400,0.4,1
"40",17,"Matching","Self","2",349,0.349,1
"41",17,"Matching","Self","2",301,0.301,1
"42",17,"Matching","Self","2",464,0.464,1
"43",17,"Matching","Self","2",376,0.376,1
"44",17,"Matching","Self","2",230,0.23,1
"45",17,"Matching","Self","2",327,0.327,1
"46",17,"Matching","Self","2",357,0.357,1
"47",17,"Matching","Self","2",434,0.434,1
"48",17,"Matching","Self","2",389,0.389,0
"49",17,"Matching","Self","3",428,0.428,1
"50",17,"Matching","Self","3",420,0.42,1
"51",17,"Matching","Self","3",308,0.308,1
"52",17,"Matching","Self","3",390,0.39,1
"53",17,"Matching","Self","3",268,0.268,1
"54",17,"Matching","Self","3",483,0.483,1
"55",17,"Matching","Self","3",398,0.398,1
"56",17,"Matching","Self","3",407,0.407,1
"57",17,"Matching","Self","3",419,0.419,1
"58",17,"Matching","Self","3",333,0.333,1
"59",17,"Matching","Self","3",433,0.433,1
"60",17,"Matching","Self","3",327,0.327,1
"61",17,"Matching","Self","3",362,0.362,1
"62",17,"Matching","Self","3",339,0.339,1
"63",17,"Matching","Self","3",422,0.422,1
"64",17,"Matching","Self","3",300,0.3,0
"65",17,"Matching","Self","3",351,0.351,1
"66",17,"Matching","Self","3",359,0.359,1
"67",17,"Matching","Self","3",374,0.374,1
"68",17,"Matching","Self","3",242,0.242,1
"69",17,"Matching","Self","3",379,0.379,1
"70",17,"Matching","Self","3",402,0.402,1
"71",17,"Matching","Self","3",400,0.4,1
"72",17,"Matching","Self","3",313,0.313,0
"73",17,"Matching","Self","4",427,0.427,1
"74",17,"Matching","Self","4",366,0.366,1
"75",17,"Matching","Self","4",378,0.378,1
"76",17,"Matching","Self","4",384,0.384,1
"77",17,"Matching","Self","4",332,0.332,1
"78",17,"Matching","Self","4",414,0.414,1
"79",17,"Matching","Self","4",436,0.436,1
"80",17,"Matching","Self","4",437,0.437,1
"81",17,"Matching","Self","4",267,0.267,1
"82",17,"Matching","Self","4",447,0.447,1
"83",17,"Matching","Self","4",369,0.369,1
"84",17,"Matching","Self","4",365,0.365,1
"85",17,"Matching","Self","4",408,0.408,1
"86",17,"Matching","Self","4",412,0.412,1
"87",17,"Matching","Self","4",378,0.378,1
"88",17,"Matching","Self","4",437,0.437,1
"89",17,"Matching","Self","4",263,0.263,1
"90",17,"Matching","Self","4",368,0.368,1
"91",17,"Matching","Self","4",377,0.377,1
"92",17,"Matching","Self","4",380,0.38,1
"93",17,"Matching","Self","4",376,0.376,1
"94",17,"Matching","Self","4",365,0.365,1
"95",17,"Matching","Self","4",343,0.343,1
"96",17,"Matching","Self","4",360,0.36,1
"97",17,"Matching","Celebrity","1",599,0.599,1
"98",17,"Matching","Celebrity","1",623,0.623,1
"99",17,"Matching","Celebrity","1",509,0.509,1
"100",17,"Matching","Celebrity","1",376,0.376,1
"101",17,"Matching","Celebrity","1",549,0.549,1
"102",17,"Matching","Celebrity","1",352,0.352,1
"103",17,"Matching","Celebrity","1",370,0.37,0
"104",17,"Matching","Celebrity","1",450,0.45,1
"105",17,"Matching","Celebrity","1",442,0.442,1
"106",17,"Matching","Celebrity","1",437,0.437,1
"107",17,"Matching","Celebrity","1",621,0.621,1
"108",17,"Matching","Celebrity","1",532,0.532,1
"109",17,"Matching","Celebrity","1",400,0.4,1
"110",17,"Matching","Celebrity","1",487,0.487,1
"111",17,"Matching","Celebrity","1",482,0.482,1
"112",17,"Matching","Celebrity","1",433,0.433,0
"113",17,"Matching","Celebrity","1",412,0.412,1
"114",17,"Matching","Celebrity","1",416,0.416,1
"115",17,"Matching","Celebrity","1",431,0.431,1
"116",17,"Matching","Celebrity","1",812,0.812,1
"117",17,"Matching","Celebrity","1",514,0.514,1
"118",17,"Matching","Celebrity","1",335,0.335,0
"119",17,"Matching","Celebrity","1",461,0.461,1
"120",17,"Matching","Celebrity","2",233,0.233,0
"121",17,"Matching","Celebrity","2",522,0.522,1
"122",17,"Matching","Celebrity","2",527,0.527,1
"123",17,"Matching","Celebrity","2",426,0.426,0
"124",17,"Matching","Celebrity","2",355,0.355,0
"125",17,"Matching","Celebrity","2",548,0.548,1
"126",17,"Matching","Celebrity","2",566,0.566,1
"127",17,"Matching","Celebrity","2",411,0.411,1
"128",17,"Matching","Celebrity","2",464,0.464,1
"129",17,"Matching","Celebrity","2",444,0.444,1
"130",17,"Matching","Celebrity","2",480,0.48,0
"131",17,"Matching","Celebrity","2",409,0.409,1
"132",17,"Matching","Celebrity","2",488,0.488,1
"133",17,"Matching","Celebrity","2",461,0.461,1
"134",17,"Matching","Celebrity","2",461,0.461,1
"135",17,"Matching","Celebrity","2",421,0.421,1
"136",17,"Matching","Celebrity","2",544,0.544,1
"137",17,"Matching","Celebrity","2",440,0.44,1
"138",17,"Matching","Celebrity","2",397,0.397,1
"139",17,"Matching","Celebrity","2",430,0.43,1
"140",17,"Matching","Celebrity","2",503,0.503,1
"141",17,"Matching","Celebrity","2",342,0.342,1
"142",17,"Matching","Celebrity","2",453,0.453,1
"143",17,"Matching","Celebrity","2",430,0.43,1
"144",17,"Matching","Celebrity","3",401,0.401,1
