"Subject","Age","Gender","Session","Shape","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Response","Phase","RT_ms","RT_sec","ACC"
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",1,"post",669,0.669,0
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",759,0.759,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",801,0.801,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",747,0.747,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",893,0.893,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",1,"post",967,0.967,0
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",874,0.874,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",708,0.708,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",646,0.646,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",680,0.68,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",798,0.798,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",688,0.688,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",778,0.778,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",564,0.564,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",767,0.767,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",1,"post",729,0.729,0
12,27,"male","post","self","Nonmatching","Self","Self","Self",1,"post",691,0.691,0
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",941,0.941,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",599,0.599,1
12,27,"male","post","self","Matching","Self","Self","Self",0,"post",961,0.961,0
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",771,0.771,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",862,0.862,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",648,0.648,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",956,0.956,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",910,0.91,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",952,0.952,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",985,0.985,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",820,0.82,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",1,"post",870,0.87,0
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",920,0.92,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",650,0.65,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",788,0.788,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",1,"post",1014,1.014,0
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",1008,1.008,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",811,0.811,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",1,"post",661,0.661,0
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",847,0.847,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",0,"post",737,0.737,0
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",923,0.923,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",877,0.877,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",1,"post",751,0.751,0
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",753,0.753,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",732,0.732,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",694,0.694,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",736,0.736,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",1,"post",714,0.714,0
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",1,"post",596,0.596,0
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",622,0.622,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",855,0.855,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",674,0.674,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",668,0.668,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",926,0.926,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",608,0.608,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",922,0.922,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",1004,1.004,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",726,0.726,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",921,0.921,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",763,0.763,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",645,0.645,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",679,0.679,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",825,0.825,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",797,0.797,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",864,0.864,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",922,0.922,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",724,0.724,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",1,"post",854,0.854,0
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",1,"post",656,0.656,0
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",1009,1.009,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",872,0.872,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",690,0.69,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",845,0.845,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",831,0.831,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",793,0.793,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",603,0.603,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",693,0.693,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",1,"post",703,0.703,0
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",777,0.777,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",700,0.7,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",1,"post",614,0.614,0
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",832,0.832,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",698,0.698,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",963,0.963,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",0,"post",877,0.877,0
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",863,0.863,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",690,0.69,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",1028,1.028,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",734,0.734,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",704,0.704,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",1,"post",794,0.794,0
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",1,"post",756,0.756,0
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",918,0.918,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",680,0.68,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",827,0.827,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",709,0.709,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",711,0.711,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",1049,1.049,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",763,0.763,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",581,0.581,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",847,0.847,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",1042,1.042,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",1,"post",732,0.732,0
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",606,0.606,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",825,0.825,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",803,0.803,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",765,0.765,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",888,0.888,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",754,0.754,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",876,0.876,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",1,"post",878,0.878,0
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",648,0.648,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",1,"post",866,0.866,0
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",700,0.7,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",647,0.647,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",881,0.881,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",787,0.787,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",757,0.757,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",655,0.655,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",1057,1.057,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",915,0.915,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",933,0.933,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",776,0.776,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",802,0.802,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",804,0.804,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",813,0.813,1
12,27,"male","post","self","Matching","Self","Self","Self",0,"post",1031,1.031,0
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",817,0.817,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",643,0.643,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",1,"post",1020,1.02,0
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",815,0.815,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",897,0.897,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",755,0.755,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",1,"post",957,0.957,0
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",855,0.855,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",713,0.713,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",867,0.867,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",1,"post",758,0.758,0
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",937,0.937,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",651,0.651,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",0,"post",821,0.821,0
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",975,0.975,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",689,0.689,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",964,0.964,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",614,0.614,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",640,0.64,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",818,0.818,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",772,0.772,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",894,0.894,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",840,0.84,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",843,0.843,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",1,"post",837,0.837,0
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",663,0.663,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",809,0.809,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",1,"post",715,0.715,0
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",917,0.917,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",807,0.807,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",754,0.754,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",644,0.644,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",677,0.677,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",943,0.943,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",929,0.929,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",883,0.883,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",840,0.84,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",754,0.754,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",684,0.684,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",798,0.798,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",752,0.752,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",1066,1.066,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",796,0.796,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",838,0.838,1
12,27,"male","post","self","Matching","Self","Self","Self",0,"post",737,0.737,0
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",699,0.699,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",773,0.773,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",919,0.919,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",761,0.761,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",939,0.939,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",781,0.781,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",616,0.616,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",929,0.929,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",749,0.749,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",0,"post",783,0.783,0
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",761,0.761,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",947,0.947,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",718,0.718,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",792,0.792,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",815,0.815,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",697,0.697,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",611,0.611,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",925,0.925,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",591,0.591,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",681,0.681,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",1035,1.035,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",613,0.613,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",623,0.623,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",737,0.737,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",899,0.899,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",949,0.949,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",703,0.703,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",762,0.762,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",836,0.836,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",646,0.646,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",0,"post",832,0.832,0
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",698,0.698,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",868,0.868,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",718,0.718,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",1065,1.065,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",795,0.795,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",1,"post",557,0.557,0
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",655,0.655,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",785,0.785,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",827,0.827,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",709,0.709,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",686,0.686,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",1,"post",841,0.841,1
12,27,"male","post","self","Nonmatching","Self","Self","Self",0,"post",851,0.851,1
12,27,"male","post","friend","Nonmatching","Friend","Friend","Close",0,"post",693,0.693,1
12,27,"male","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",759,0.759,1
12,27,"male","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",697,0.697,1
12,27,"male","post","friend","Matching","Friend","Friend","Close",0,"post",971,0.971,0
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",805,0.805,1
12,27,"male","post","self","Matching","Self","Self","Self",1,"post",808,0.808,1
