"Subject","Age","Gender","Session","Shape","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Response","Phase","RT_ms","RT_sec","ACC"
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",645,0.645,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",726,0.726,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",800,0.8,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",602,0.602,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",708,0.708,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",807,0.807,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",617,0.617,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",667,0.667,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",709,0.709,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",607,0.607,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",753,0.753,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",1,"post",667,0.667,0
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",613,0.613,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",720,0.72,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",746,0.746,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",596,0.596,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",638,0.638,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",664,0.664,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",618,0.618,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",620,0.62,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",766,0.766,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",761,0.761,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",1,"post",739,0.739,0
115,21,"female","post","self","Nonmatching","Self","Self","Self",1,"post",717,0.717,0
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",863,0.863,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",705,0.705,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",571,0.571,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",473,0.473,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",555,0.555,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",525,0.525,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",632,0.632,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",658,0.658,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",628,0.628,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",662,0.662,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",736,0.736,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",466,0.466,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",556,0.556,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",846,0.846,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",833,0.833,1
115,21,"female","post","self","Matching","Self","Self","Self",0,"post",851,0.851,0
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",717,0.717,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",647,0.647,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",617,0.617,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",835,0.835,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",781,0.781,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",599,0.599,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",914,0.914,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",844,0.844,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",958,0.958,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",568,0.568,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",1,"post",578,0.578,0
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",564,0.564,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",1054,1.054,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",648,0.648,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",859,0.859,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",748,0.748,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",798,0.798,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",1008,1.008,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",618,0.618,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",668,0.668,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",792,0.792,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",595,0.595,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",613,0.613,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",623,0.623,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",585,0.585,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",859,0.859,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",669,0.669,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",503,0.503,1
115,21,"female","post","self","Matching","Self","Self","Self",0,"post",585,0.585,0
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",668,0.668,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",758,0.758,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",640,0.64,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",666,0.666,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",764,0.764,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",966,0.966,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",640,0.64,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",722,0.722,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",853,0.853,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",607,0.607,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",673,0.673,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",635,0.635,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",501,0.501,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",559,0.559,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",1,"post",680,0.68,0
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",794,0.794,1
115,21,"female","post","self","Matching","Self","Self","Self",0,"post",757,0.757,0
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",574,0.574,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",904,0.904,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",674,0.674,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",492,0.492,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",494,0.494,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",496,0.496,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",586,0.586,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",884,0.884,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",799,0.799,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",641,0.641,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",0,"post",715,0.715,0
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",589,0.589,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",615,0.615,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",617,0.617,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",923,0.923,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",1021,1.021,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",696,0.696,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",1,"post",522,0.522,0
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",580,0.58,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",646,0.646,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",583,0.583,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",441,0.441,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",547,0.547,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",1005,1.005,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",560,0.56,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",1010,1.01,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",716,0.716,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",606,0.606,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",672,0.672,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",618,0.618,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",628,0.628,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",702,0.702,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",681,0.681,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",699,0.699,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",645,0.645,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",695,0.695,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",641,0.641,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",595,0.595,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",653,0.653,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",599,0.599,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",610,0.61,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",652,0.652,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",670,0.67,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",608,0.608,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",586,0.586,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",732,0.732,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",550,0.55,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",696,0.696,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",691,0.691,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",613,0.613,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",574,0.574,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",560,0.56,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",0,"post",522,0.522,0
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",700,0.7,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",662,0.662,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",784,0.784,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",675,0.675,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",501,0.501,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",703,0.703,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",657,0.657,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",600,0.6,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",538,0.538,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",604,0.604,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",486,0.486,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",552,0.552,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",667,0.667,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",677,0.677,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",599,0.599,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",553,0.553,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",651,0.651,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",701,0.701,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",775,0.775,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",625,0.625,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",763,0.763,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",669,0.669,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",615,0.615,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",529,0.529,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",643,0.643,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",869,0.869,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",719,0.719,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",721,0.721,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",836,0.836,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",606,0.606,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",696,0.696,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",882,0.882,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",660,0.66,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",566,0.566,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",640,0.64,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",594,0.594,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",677,0.677,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",591,0.591,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",737,0.737,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",659,0.659,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",749,0.749,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",559,0.559,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",649,0.649,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",667,0.667,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",654,0.654,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",680,0.68,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",674,0.674,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",748,0.748,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",790,0.79,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",896,0.896,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",818,0.818,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",779,0.779,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",862,0.862,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",816,0.816,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",882,0.882,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",860,0.86,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",590,0.59,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",704,0.704,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",866,0.866,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",652,0.652,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",687,0.687,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",665,0.665,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",611,0.611,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",637,0.637,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",631,0.631,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",817,0.817,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",731,0.731,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",650,0.65,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",500,0.5,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",703,0.703,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",641,0.641,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",595,0.595,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",605,0.605,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",535,0.535,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",552,0.552,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",538,0.538,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",540,0.54,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",583,0.583,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",553,0.553,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",595,0.595,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",533,0.533,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",655,0.655,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",545,0.545,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",555,0.555,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",741,0.741,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",664,0.664,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",634,0.634,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",588,0.588,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",582,0.582,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",576,0.576,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",490,0.49,1
115,21,"female","post","self","Matching","Self","Self","Self",0,"post",556,0.556,0
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",534,0.534,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",825,0.825,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",803,0.803,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",781,0.781,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",719,0.719,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",713,0.713,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",707,0.707,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",605,0.605,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",671,0.671,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",802,0.802,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",700,0.7,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",669,0.669,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",551,0.551,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",633,0.633,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",747,0.747,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",661,0.661,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",631,0.631,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",562,0.562,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",732,0.732,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",542,0.542,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",664,0.664,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",842,0.842,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",924,0.924,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",942,0.942,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",776,0.776,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",863,0.863,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",993,0.993,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",775,0.775,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",721,0.721,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",980,0.98,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",910,0.91,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",700,0.7,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",502,0.502,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",480,0.48,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",650,0.65,1
115,21,"female","post","self","Matching","Self","Self","Self",0,"post",708,0.708,0
115,21,"female","post","self","Nonmatching","Self","Self","Self",1,"post",638,0.638,0
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",528,0.528,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",803,0.803,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",765,0.765,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",831,0.831,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",681,0.681,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",675,0.675,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",813,0.813,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",503,0.503,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",481,0.481,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",798,0.798,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",712,0.712,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",682,0.682,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",676,0.676,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",654,0.654,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",784,0.784,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",506,0.506,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",653,0.653,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",815,0.815,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",1,"post",737,0.737,0
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",699,0.699,1
115,21,"female","post","self","Matching","Self","Self","Self",0,"post",661,0.661,0
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",623,0.623,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",648,0.648,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",562,0.562,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",701,0.701,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",647,0.647,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",713,0.713,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",597,0.597,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",719,0.719,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",713,0.713,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",835,0.835,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",702,0.702,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",1,"post",696,0.696,0
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",570,0.57,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",572,0.572,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",582,0.582,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",704,0.704,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",698,0.698,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",685,0.685,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",863,0.863,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",649,0.649,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",579,0.579,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",757,0.757,1
115,21,"female","post","stranger","Matching","Stranger","Stranger","Stranger",1,"post",799,0.799,1
115,21,"female","post","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"post",689,0.689,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",707,0.707,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",694,0.694,1
115,21,"female","post","friend","Nonmatching","Friend","Friend","Close",0,"post",832,0.832,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",698,0.698,1
115,21,"female","post","friend","Matching","Friend","Friend","Close",1,"post",708,0.708,1
115,21,"female","post","self","Matching","Self","Self","Self",1,"post",718,0.718,1
115,21,"female","post","self","Nonmatching","Self","Self","Self",0,"post",591,0.591,1
115,21,"female","pre","self","Matching","Self","Self","Self",1,"pre",432,0.432,1
115,21,"female","pre","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"pre",656,0.656,1
115,21,"female","pre","stranger","Matching","Stranger","Stranger","Stranger",0,"pre",849,0.849,0
115,21,"female","pre","stranger","Nonmatching","Stranger","Stranger","Stranger",0,"pre",794,0.794,1
115,21,"female","pre","self","Nonmatching","Self","Self","Self",0,"pre",1003,1.003,1
115,21,"female","pre","friend","Matching","Friend","Friend","Close",1,"pre",812,0.812,1
115,21,"female","pre","friend","Nonmatching","Friend","Friend","Close",0,"pre",676,0.676,1
115,21,"female","pre","friend","Matching","Friend","Friend","Close",1,"pre",1085,1.085,1
115,21,"female","pre","friend","Nonmatching","Friend","Friend","Close",0,"pre",662,0.662,1
115,21,"female","pre","self","Nonmatching","Self","Self","Self",0,"pre",711,0.711,1
