"","Subject","Block","Trial","Shape","Label","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Response","RT_ms","RT_sec","ACC"
"2083",7,5,43,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",729,0.729,0
"2084",7,5,44,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",899,0.899,1
"2085",7,5,45,"T.bmp","Ikzelf","Matching","Self","Self","Self","n",604,0.604,1
"2086",7,5,46,"T.bmp","Bekende","Nonmatching","Self","Self","Self","m",822,0.822,1
"2087",7,5,47,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",1248,1.248,1
"2088",7,5,48,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","m",746,0.746,1
"2089",7,5,49,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",933,0.933,1
"2090",7,5,50,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","m",1167,1.167,1
"2091",7,5,51,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","",0,0,0
"2092",7,5,52,"C.bmp","Bekende","Matching","Friend","Friend","Close","n",643,0.643,1
"2093",7,5,53,"C.bmp","Bekende","Matching","Friend","Friend","Close","n",637,0.637,1
"2094",7,5,54,"T.bmp","Ikzelf","Matching","Self","Self","Self","n",727,0.727,1
"2095",7,5,55,"T.bmp","Bekende","Nonmatching","Self","Self","Self","n",1105,1.105,0
"2096",7,5,56,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",1243,1.243,1
"2097",7,5,57,"T.bmp","Ikzelf","Matching","Self","Self","Self","n",645,0.645,1
"2098",7,5,58,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",1039,1.039,1
"2099",7,5,59,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","",0,0,0
"2100",7,5,60,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",899,0.899,1
"2101",7,6,1,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","m",905,0.905,1
"2102",7,6,2,"T.bmp","Ikzelf","Matching","Self","Self","Self","n",595,0.595,1
"2103",7,6,3,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",733,0.733,1
"2104",7,6,4,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",600,0.6,1
"2105",7,6,5,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",1058,1.058,1
"2106",7,6,6,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",732,0.732,1
"2107",7,6,7,"T.bmp","Ikzelf","Matching","Self","Self","Self","n",1174,1.174,1
"2108",7,6,8,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",704,0.704,1
"2109",7,6,9,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",634,0.634,1
"2110",7,6,10,"C.bmp","Bekende","Matching","Friend","Friend","Close","n",628,0.628,1
"2111",7,6,11,"C.bmp","Bekende","Matching","Friend","Friend","Close","n",670,0.67,1
"2112",7,6,12,"T.bmp","Bekende","Nonmatching","Self","Self","Self","m",616,0.616,1
"2113",7,6,13,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",770,0.77,0
"2114",7,6,14,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",636,0.636,1
"2115",7,6,15,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",1079,1.079,1
"2116",7,6,16,"C.bmp","Bekende","Matching","Friend","Friend","Close","n",609,0.609,1
"2117",7,6,17,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",794,0.794,0
"2118",7,6,18,"T.bmp","Ikzelf","Matching","Self","Self","Self","n",692,0.692,1
"2119",7,6,19,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",1054,1.054,1
"2120",7,6,20,"T.bmp","Bekende","Nonmatching","Self","Self","Self","m",1032,1.032,1
"2121",7,6,21,"T.bmp","Ikzelf","Matching","Self","Self","Self","n",866,0.866,1
"2122",7,6,22,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","m",1068,1.068,1
"2123",7,6,23,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",1302,1.302,1
"2124",7,6,24,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",880,0.88,1
"2125",7,6,25,"T.bmp","Ikzelf","Matching","Self","Self","Self","n",442,0.442,1
"2126",7,6,26,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","m",613,0.613,1
"2127",7,6,27,"T.bmp","Bekende","Nonmatching","Self","Self","Self","m",991,0.991,1
"2128",7,6,28,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",1257,1.257,1
"2129",7,6,29,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",707,0.707,1
"2130",7,6,30,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",1005,1.005,1
"2131",7,6,31,"T.bmp","Ikzelf","Matching","Self","Self","Self","n",663,0.663,1
"2132",7,6,32,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",753,0.753,1
"2133",7,6,33,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",651,0.651,1
"2134",7,6,34,"C.bmp","Bekende","Matching","Friend","Friend","Close","n",581,0.581,1
"2135",7,6,35,"C.bmp","Bekende","Matching","Friend","Friend","Close","n",687,0.687,1
"2136",7,6,36,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",649,0.649,1
"2137",7,6,37,"T.bmp","Ikzelf","Matching","Self","Self","Self","n",962,0.962,1
"2138",7,6,38,"C.bmp","Bekende","Matching","Friend","Friend","Close","n",685,0.685,1
"2139",7,6,39,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",1047,1.047,1
"2140",7,6,40,"C.bmp","Bekende","Matching","Friend","Friend","Close","n",545,0.545,1
"2141",7,6,41,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",859,0.859,0
"2142",7,6,42,"T.bmp","Bekende","Nonmatching","Self","Self","Self","m",837,0.837,1
"2143",7,6,43,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",719,0.719,1
"2144",7,6,44,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",713,0.713,1
"2145",7,6,45,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",771,0.771,1
"2146",7,6,46,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","m",925,0.925,1
"2147",7,6,47,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",887,0.887,1
"2148",7,6,48,"T.bmp","Ikzelf","Matching","Self","Self","Self","n",705,0.705,1
"2149",7,6,49,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",636,0.636,1
"2150",7,6,50,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",694,0.694,1
"2151",7,6,51,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",1056,1.056,1
"2152",7,6,52,"T.bmp","Ikzelf","Matching","Self","Self","Self","n",554,0.554,1
"2153",7,6,53,"C.bmp","Bekende","Matching","Friend","Friend","Close","n",596,0.596,1
"2154",7,6,54,"T.bmp","Vreemde","Nonmatching","Self","Self","Self","m",958,0.958,1
"2155",7,6,55,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",904,0.904,1
"2156",7,6,56,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",817,0.817,1
"2157",7,6,57,"C.bmp","Bekende","Matching","Friend","Friend","Close","n",651,0.651,1
"2158",7,6,58,"T.bmp","Ikzelf","Matching","Self","Self","Self","n",565,0.565,1
"2159",7,6,59,"T.bmp","Bekende","Nonmatching","Self","Self","Self","m",768,0.768,1
"2160",7,6,60,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",1178,1.178,1
"2161",8,1,1,"C.bmp","Bekende","Nonmatching","Self","Self","Self","",0,0,0
"2162",8,1,2,"S.bmp","Bekende","Matching","Friend","Friend","Close","n",576,0.576,0
"2163",8,1,3,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","",0,0,0
"2164",8,1,4,"S.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",612,0.612,1
"2165",8,1,5,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",494,0.494,0
"2166",8,1,6,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",1208,1.208,1
"2167",8,1,7,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",642,0.642,1
"2168",8,1,8,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",428,0.428,0
"2169",8,1,9,"S.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",1207,1.207,1
"2170",8,1,10,"T.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",529,0.529,1
"2171",8,1,11,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",395,0.395,1
"2172",8,1,12,"T.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",581,0.581,1
"2173",8,1,13,"S.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",431,0.431,0
"2174",8,1,14,"S.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",457,0.457,0
"2175",8,1,15,"S.bmp","Bekende","Matching","Friend","Friend","Close","n",787,0.787,0
"2176",8,1,16,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",477,0.477,1
"2177",8,1,17,"T.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",487,0.487,1
"2178",8,1,18,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",513,0.513,1
"2179",8,1,19,"T.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",699,0.699,1
"2180",8,1,20,"S.bmp","Bekende","Matching","Friend","Friend","Close","n",613,0.613,0
"2181",8,1,21,"C.bmp","Bekende","Nonmatching","Self","Self","Self","n",847,0.847,1
"2182",8,1,22,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",601,0.601,0
"2183",8,1,23,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",707,0.707,1
"2184",8,1,24,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","n",813,0.813,1
"2185",8,1,25,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",807,0.807,1
"2186",8,1,26,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",929,0.929,1
"2187",8,1,27,"S.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",907,0.907,1
"2188",8,1,28,"T.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",757,0.757,1
"2189",8,1,29,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",575,0.575,1
"2190",8,1,30,"T.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",1129,1.129,1
"2191",8,1,31,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","n",868,0.868,1
"2192",8,1,32,"C.bmp","Bekende","Nonmatching","Self","Self","Self","n",734,0.734,1
"2193",8,1,33,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",952,0.952,1
"2194",8,1,34,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",546,0.546,1
"2195",8,1,35,"S.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",748,0.748,1
"2196",8,1,36,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",790,0.79,1
"2197",8,1,37,"S.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",864,0.864,1
"2198",8,1,38,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",1034,1.034,1
"2199",8,1,39,"T.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",691,0.691,1
"2200",8,1,40,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",557,0.557,1
"2201",8,1,41,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",935,0.935,1
"2202",8,1,42,"T.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",802,0.802,1
"2203",8,1,43,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",556,0.556,1
"2204",8,1,44,"S.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",630,0.63,0
"2205",8,1,45,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",832,0.832,1
"2206",8,1,46,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","n",1082,1.082,1
"2207",8,1,47,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",772,0.772,1
"2208",8,1,48,"C.bmp","Bekende","Nonmatching","Self","Self","Self","n",846,0.846,1
"2209",8,1,49,"T.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",872,0.872,1
"2210",8,1,50,"S.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",850,0.85,1
"2211",8,1,51,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",588,0.588,1
"2212",8,1,52,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",1446,1.446,1
"2213",8,1,53,"C.bmp","Bekende","Nonmatching","Self","Self","Self","n",897,0.897,1
"2214",8,1,54,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",667,0.667,1
"2215",8,1,55,"T.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",1189,1.189,1
"2216",8,1,56,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","n",927,0.927,1
"2217",8,1,57,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",713,0.713,1
"2218",8,1,58,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",835,0.835,1
"2219",8,1,59,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",861,0.861,1
"2220",8,1,60,"S.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",1030,1.03,1
"2221",8,2,1,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","n",1022,1.022,1
"2222",8,2,2,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",904,0.904,1
"2223",8,2,3,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",722,0.722,1
"2224",8,2,4,"T.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",748,0.748,1
"2225",8,2,5,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",598,0.598,1
"2226",8,2,6,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",608,0.608,1
"2227",8,2,7,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",890,0.89,1
"2228",8,2,8,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",596,0.596,1
"2229",8,2,9,"C.bmp","Bekende","Nonmatching","Self","Self","Self","n",718,0.718,1
"2230",8,2,10,"T.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",1112,1.112,1
"2231",8,2,11,"S.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",1122,1.122,1
"2232",8,2,12,"S.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",797,0.797,1
"2233",8,2,13,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",695,0.695,1
"2234",8,2,14,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","n",960,0.96,1
"2235",8,2,15,"T.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",730,0.73,1
"2236",8,2,16,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",788,0.788,1
"2237",8,2,17,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",750,0.75,1
"2238",8,2,18,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",808,0.808,1
"2239",8,2,19,"S.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",898,0.898,1
"2240",8,2,20,"T.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",892,0.892,1
"2241",8,2,21,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",758,0.758,1
"2242",8,2,22,"C.bmp","Bekende","Nonmatching","Self","Self","Self","n",912,0.912,1
"2243",8,2,23,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",987,0.987,1
"2244",8,2,24,"S.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",901,0.901,0
"2245",8,2,25,"C.bmp","Bekende","Nonmatching","Self","Self","Self","n",975,0.975,1
"2246",8,2,26,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",905,0.905,1
"2247",8,2,27,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",643,0.643,1
"2248",8,2,28,"S.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",925,0.925,1
"2249",8,2,29,"T.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",903,0.903,1
"2250",8,2,30,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","n",913,0.913,1
"2251",8,2,31,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",843,0.843,1
"2252",8,2,32,"S.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",805,0.805,1
"2253",8,2,33,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",910,0.91,1
"2254",8,2,34,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",744,0.744,1
"2255",8,2,35,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",547,0.547,1
"2256",8,2,36,"T.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",717,0.717,1
"2257",8,2,37,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",887,0.887,1
"2258",8,2,38,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",977,0.977,1
"2259",8,2,39,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",699,0.699,1
"2260",8,2,40,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","n",837,0.837,1
"2261",8,2,41,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",815,0.815,1
"2262",8,2,42,"T.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",793,0.793,1
"2263",8,2,43,"T.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",1155,1.155,0
"2264",8,2,44,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",669,0.669,1
"2265",8,2,45,"S.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",919,0.919,1
"2266",8,2,46,"C.bmp","Bekende","Nonmatching","Self","Self","Self","n",850,0.85,1
"2267",8,2,47,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",908,0.908,1
"2268",8,2,48,"S.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",854,0.854,1
"2269",8,2,49,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",656,0.656,1
"2270",8,2,50,"S.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",1114,1.114,1
"2271",8,2,51,"T.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",836,0.836,1
"2272",8,2,52,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","n",942,0.942,1
"2273",8,2,53,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",839,0.839,1
"2274",8,2,54,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",737,0.737,1
"2275",8,2,55,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",747,0.747,1
"2276",8,2,56,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",597,0.597,1
"2277",8,2,57,"S.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",960,0.96,1
"2278",8,2,58,"T.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",858,0.858,1
"2279",8,2,59,"C.bmp","Bekende","Nonmatching","Self","Self","Self","n",948,0.948,1
"2280",8,2,60,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",894,0.894,1
"2281",8,3,1,"T.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",789,0.789,1
"2282",8,3,2,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","n",751,0.751,1
"2283",8,3,3,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",617,0.617,1
"2284",8,3,4,"T.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",996,0.996,1
"2285",8,3,5,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",718,0.718,1
"2286",8,3,6,"S.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",935,0.935,1
"2287",8,3,7,"S.bmp","Bekende","Matching","Friend","Friend","Close","n",977,0.977,0
"2288",8,3,8,"C.bmp","Bekende","Nonmatching","Self","Self","Self","n",731,0.731,1
"2289",8,3,9,"S.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",709,0.709,1
"2290",8,3,10,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",607,0.607,1
"2291",8,3,11,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",809,0.809,1
"2292",8,3,12,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",707,0.707,1
"2293",8,3,13,"C.bmp","Bekende","Nonmatching","Self","Self","Self","n",781,0.781,1
"2294",8,3,14,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",967,0.967,1
"2295",8,3,15,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","n",818,0.818,1
"2296",8,3,16,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",636,0.636,1
"2297",8,3,17,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",630,0.63,1
"2298",8,3,18,"S.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",832,0.832,1
"2299",8,3,19,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",778,0.778,1
"2300",8,3,20,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",772,0.772,1
"2301",8,3,21,"T.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",798,0.798,1
"2302",8,3,22,"S.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",1112,1.112,0
"2303",8,3,23,"T.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",930,0.93,1
"2304",8,3,24,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",523,0.523,1
"2305",8,3,25,"T.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",885,0.885,1
"2306",8,3,26,"S.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",879,0.879,1
"2307",8,3,27,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",522,0.522,1
"2308",8,3,28,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",964,0.964,1
"2309",8,3,29,"T.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",702,0.702,1
"2310",8,3,30,"C.bmp","Bekende","Nonmatching","Self","Self","Self","n",872,0.872,1
"2311",8,3,31,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",818,0.818,1
"2312",8,3,32,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","n",1036,1.036,1
"2313",8,3,33,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",886,0.886,1
"2314",8,3,34,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",768,0.768,1
"2315",8,3,35,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",522,0.522,1
"2316",8,3,36,"S.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",964,0.964,1
"2317",8,3,37,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",670,0.67,1
"2318",8,3,38,"T.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",825,0.825,1
"2319",8,3,39,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",579,0.579,1
"2320",8,3,40,"C.bmp","Bekende","Nonmatching","Self","Self","Self","n",829,0.829,1
"2321",8,3,41,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",919,0.919,1
"2322",8,3,42,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",545,0.545,1
"2323",8,3,43,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","n",811,0.811,1
"2324",8,3,44,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",980,0.98,1
"2325",8,3,45,"S.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",910,0.91,1
"2326",8,3,46,"T.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",824,0.824,1
"2327",8,3,47,"S.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",914,0.914,1
"2328",8,3,48,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",732,0.732,1
"2329",8,3,49,"C.bmp","Bekende","Nonmatching","Self","Self","Self","n",855,0.855,1
"2330",8,3,50,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",817,0.817,1
"2331",8,3,51,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",715,0.715,1
"2332",8,3,52,"S.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",917,0.917,1
"2333",8,3,53,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",703,0.703,1
"2334",8,3,54,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","n",969,0.969,1
"2335",8,3,55,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",723,0.723,1
"2336",8,3,56,"T.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",957,0.957,1
"2337",8,3,57,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",759,0.759,1
"2338",8,3,58,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",721,0.721,1
"2339",8,3,59,"S.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",747,0.747,1
"2340",8,3,60,"T.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",870,0.87,1
"2341",8,4,1,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",891,0.891,1
"2342",8,4,2,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",565,0.565,1
"2343",8,4,3,"T.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",799,0.799,1
"2344",8,4,4,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",1002,1.002,1
"2345",8,4,5,"S.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",852,0.852,1
"2346",8,4,6,"T.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",1022,1.022,1
"2347",8,4,7,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","n",1000,1,1
"2348",8,4,8,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",834,0.834,1
"2349",8,4,9,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",796,0.796,1
"2350",8,4,10,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",534,0.534,1
"2351",8,4,11,"C.bmp","Bekende","Nonmatching","Self","Self","Self","n",864,0.864,1
"2352",8,4,12,"S.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",762,0.762,0
"2353",8,4,13,"S.bmp","Bekende","Matching","Friend","Friend","Close","m",788,0.788,1
"2354",8,4,14,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",798,0.798,1
"2355",8,4,15,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",601,0.601,1
"2356",8,4,16,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",771,0.771,1
"2357",8,4,17,"T.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",1021,1.021,1
"2358",8,4,18,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","n",902,0.902,1
"2359",8,4,19,"C.bmp","Ikzelf","Matching","Self","Self","Self","m",704,0.704,1
