"","Subject","Block","Trial","Shape","Label","Matching","Origin_Identity","English_Identity","Standarlized_Identity","Response","RT_ms","RT_sec","ACC"
"15092",62,6,32,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",672,0.672,1
"15093",62,6,33,"S.bmp","Vreemde","Nonmatching","Self","Self","Self","n",970,0.97,1
"15094",62,6,34,"S.bmp","Bekende","Nonmatching","Self","Self","Self","n",1204,1.204,1
"15095",62,6,35,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",798,0.798,1
"15096",62,6,36,"T.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",745,0.745,1
"15097",62,6,37,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",851,0.851,1
"15098",62,6,38,"S.bmp","Ikzelf","Matching","Self","Self","Self","m",909,0.909,1
"15099",62,6,39,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",647,0.647,1
"15100",62,6,40,"S.bmp","Ikzelf","Matching","Self","Self","Self","m",1009,1.009,1
"15101",62,6,41,"S.bmp","Bekende","Nonmatching","Self","Self","Self","m",443,0.443,0
"15102",62,6,42,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",948,0.948,1
"15103",62,6,43,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",1198,1.198,1
"15104",62,6,44,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",1112,1.112,1
"15105",62,6,45,"T.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",899,0.899,1
"15106",62,6,46,"T.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",909,0.909,1
"15107",62,6,47,"S.bmp","Vreemde","Nonmatching","Self","Self","Self","n",919,0.919,1
"15108",62,6,48,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",801,0.801,1
"15109",62,6,49,"S.bmp","Bekende","Nonmatching","Self","Self","Self","n",1067,1.067,1
"15110",62,6,50,"S.bmp","Vreemde","Nonmatching","Self","Self","Self","n",1045,1.045,1
"15111",62,6,51,"S.bmp","Ikzelf","Matching","Self","Self","Self","m",703,0.703,1
"15112",62,6,52,"C.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",937,0.937,1
"15113",62,6,53,"T.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",915,0.915,1
"15114",62,6,54,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",846,0.846,1
"15115",62,6,55,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",1256,1.256,1
"15116",62,6,56,"C.bmp","Bekende","Matching","Friend","Friend","Close","m",1073,1.073,1
"15117",62,6,57,"T.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",1019,1.019,1
"15118",62,6,58,"T.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",821,0.821,1
"15119",62,6,59,"S.bmp","Ikzelf","Matching","Self","Self","Self","m",799,0.799,1
"15120",62,6,60,"C.bmp","Vreemde","Nonmatching","Friend","Friend","Close","n",777,0.777,1
"15121",63,1,1,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",1126,1.126,0
"15122",63,1,2,"T.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",800,0.8,1
"15123",63,1,3,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",714,0.714,1
"15124",63,1,4,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",724,0.724,1
"15125",63,1,5,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",750,0.75,1
"15126",63,1,6,"C.bmp","Bekende","Nonmatching","Self","Self","Self","m",1016,1.016,1
"15127",63,1,7,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",1090,1.09,1
"15128",63,1,8,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",1148,1.148,1
"15129",63,1,9,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",887,0.887,1
"15130",63,1,10,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",1025,1.025,1
"15131",63,1,11,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","n",1034,1.034,0
"15132",63,1,12,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",980,0.98,1
"15133",63,1,13,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",1086,1.086,1
"15134",63,1,14,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",1160,1.16,1
"15135",63,1,15,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",1346,1.346,1
"15136",63,1,16,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",892,0.892,1
"15137",63,1,17,"C.bmp","Bekende","Nonmatching","Self","Self","Self","m",1207,1.207,1
"15138",63,1,18,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",1233,1.233,1
"15139",63,1,19,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",1163,1.163,1
"15140",63,1,20,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",1157,1.157,1
"15141",63,1,21,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",703,0.703,1
"15142",63,1,22,"T.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",1209,1.209,1
"15143",63,1,23,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",979,0.979,1
"15144",63,1,24,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",988,0.988,1
"15145",63,1,25,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",1430,1.43,1
"15146",63,1,26,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",1265,1.265,1
"15147",63,1,27,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",987,0.987,1
"15148",63,1,28,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",853,0.853,1
"15149",63,1,29,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",1039,1.039,1
"15150",63,1,30,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","",0,0,0
"15151",63,1,31,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",1171,1.171,1
"15152",63,1,32,"C.bmp","Bekende","Nonmatching","Self","Self","Self","m",1165,1.165,1
"15153",63,1,33,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",823,0.823,1
"15154",63,1,34,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",770,0.77,1
"15155",63,1,35,"T.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",1052,1.052,1
"15156",63,1,36,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",901,0.901,1
"15157",63,1,37,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",1391,1.391,1
"15158",63,1,38,"T.bmp","Vreemde","Nonmatching","Friend","Friend","Close","",0,0,0
"15159",63,1,39,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",1155,1.155,1
"15160",63,1,40,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",701,0.701,1
"15161",63,1,41,"C.bmp","Bekende","Nonmatching","Self","Self","Self","m",1383,1.383,1
"15162",63,1,42,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",994,0.994,0
"15163",63,1,43,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",1388,1.388,1
"15164",63,1,44,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",710,0.71,1
"15165",63,1,45,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",1072,1.072,1
"15166",63,1,46,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",874,0.874,1
"15167",63,1,47,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",1411,1.411,1
"15168",63,1,48,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",1117,1.117,1
"15169",63,1,49,"C.bmp","Bekende","Nonmatching","Self","Self","Self","m",1367,1.367,1
"15170",63,1,50,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",961,0.961,1
"15171",63,1,51,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",972,0.972,1
"15172",63,1,52,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",1286,1.286,1
"15173",63,1,53,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",736,0.736,1
"15174",63,1,54,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",1562,1.562,1
"15175",63,1,55,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",1220,1.22,1
"15176",63,1,56,"T.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",1134,1.134,1
"15177",63,1,57,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",1128,1.128,1
"15178",63,1,58,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",1058,1.058,1
"15179",63,1,59,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",1085,1.085,1
"15180",63,1,60,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","",0,0,0
"15181",63,2,1,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",877,0.877,1
"15182",63,2,2,"C.bmp","Bekende","Nonmatching","Self","Self","Self","m",759,0.759,1
"15183",63,2,3,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","",0,0,0
"15184",63,2,4,"T.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",1227,1.227,1
"15185",63,2,5,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",948,0.948,1
"15186",63,2,6,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",1454,1.454,1
"15187",63,2,7,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",1096,1.096,1
"15188",63,2,8,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",755,0.755,1
"15189",63,2,9,"T.bmp","Bekende","Matching","Friend","Friend","Close","",0,0,0
"15190",63,2,10,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",727,0.727,1
"15191",63,2,11,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",897,0.897,1
"15192",63,2,12,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",1291,1.291,1
"15193",63,2,13,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",1029,1.029,1
"15194",63,2,14,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",1455,1.455,1
"15195",63,2,15,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",1081,1.081,1
"15196",63,2,16,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",963,0.963,1
"15197",63,2,17,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",749,0.749,1
"15198",63,2,18,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",743,0.743,1
"15199",63,2,19,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",1137,1.137,1
"15200",63,2,20,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",651,0.651,1
"15201",63,2,21,"T.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",981,0.981,1
"15202",63,2,22,"T.bmp","Bekende","Matching","Friend","Friend","Close","m",1359,1.359,0
"15203",63,2,23,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",809,0.809,1
"15204",63,2,24,"C.bmp","Bekende","Nonmatching","Self","Self","Self","",0,0,0
"15205",63,2,25,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",990,0.99,1
"15206",63,2,26,"C.bmp","Bekende","Nonmatching","Self","Self","Self","m",984,0.984,1
"15207",63,2,27,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",1362,1.362,1
"15208",63,2,28,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",780,0.78,1
"15209",63,2,29,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",1093,1.093,1
"15210",63,2,30,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",911,0.911,1
"15211",63,2,31,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",1065,1.065,1
"15212",63,2,32,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","",0,0,0
"15213",63,2,33,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",926,0.926,1
"15214",63,2,34,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",808,0.808,1
"15215",63,2,35,"T.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",738,0.738,1
"15216",63,2,36,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",1292,1.292,1
"15217",63,2,37,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",1030,1.03,1
"15218",63,2,38,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",1232,1.232,1
"15219",63,2,39,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",1322,1.322,1
"15220",63,2,40,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",1060,1.06,1
"15221",63,2,41,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",1182,1.182,0
"15222",63,2,42,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",1000,1,1
"15223",63,2,43,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",1554,1.554,0
"15224",63,2,44,"C.bmp","Ikzelf","Matching","Self","Self","Self","",0,0,0
"15225",63,2,45,"C.bmp","Bekende","Nonmatching","Self","Self","Self","m",902,0.902,1
"15226",63,2,46,"T.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",1248,1.248,1
"15227",63,2,47,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",1146,1.146,1
"15228",63,2,48,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",1140,1.14,0
"15229",63,2,49,"T.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",1278,1.278,1
"15230",63,2,50,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",777,0.777,1
"15231",63,2,51,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",563,0.563,1
"15232",63,2,52,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",861,0.861,1
"15233",63,2,53,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",1334,1.334,1
"15234",63,2,54,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",1008,1.008,1
"15235",63,2,55,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","m",1050,1.05,0
"15236",63,2,56,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",1380,1.38,1
"15237",63,2,57,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",1150,1.15,1
"15238",63,2,58,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",633,0.633,1
"15239",63,2,59,"C.bmp","Bekende","Nonmatching","Self","Self","Self","m",787,0.787,1
"15240",63,2,60,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",541,0.541,1
"15241",63,3,1,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",691,0.691,1
"15242",63,3,2,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",845,0.845,1
"15243",63,3,3,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","",0,0,0
"15244",63,3,4,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",721,0.721,1
"15245",63,3,5,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",1547,1.547,1
"15246",63,3,6,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",757,0.757,1
"15247",63,3,7,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","n",880,0.88,0
"15248",63,3,8,"T.bmp","Bekende","Matching","Friend","Friend","Close","",0,0,0
"15249",63,3,9,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",1332,1.332,1
"15250",63,3,10,"C.bmp","Bekende","Nonmatching","Self","Self","Self","m",1261,1.261,1
"15251",63,3,11,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",583,0.583,1
"15252",63,3,12,"T.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",945,0.945,1
"15253",63,3,13,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",587,0.587,1
"15254",63,3,14,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",1221,1.221,1
"15255",63,3,15,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",880,0.88,1
"15256",63,3,16,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",1002,1.002,1
"15257",63,3,17,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",1204,1.204,1
"15258",63,3,18,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",1006,1.006,1
"15259",63,3,19,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",584,0.584,1
"15260",63,3,20,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",802,0.802,1
"15261",63,3,21,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",556,0.556,1
"15262",63,3,22,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",997,0.997,1
"15263",63,3,23,"C.bmp","Bekende","Nonmatching","Self","Self","Self","m",687,0.687,1
"15264",63,3,24,"T.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",1322,1.322,1
"15265",63,3,25,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",724,0.724,1
"15266",63,3,26,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",1006,1.006,1
"15267",63,3,27,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",696,0.696,1
"15268",63,3,28,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",930,0.93,1
"15269",63,3,29,"C.bmp","Bekende","Nonmatching","Self","Self","Self","m",1228,1.228,1
"15270",63,3,30,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",774,0.774,1
"15271",63,3,31,"T.bmp","Bekende","Matching","Friend","Friend","Close","m",1120,1.12,0
"15272",63,3,32,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",1019,1.019,1
"15273",63,3,33,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",789,0.789,1
"15274",63,3,34,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",1007,1.007,1
"15275",63,3,35,"T.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",1288,1.288,1
"15276",63,3,36,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",978,0.978,1
"15277",63,3,37,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",1100,1.1,1
"15278",63,3,38,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",502,0.502,1
"15279",63,3,39,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",816,0.816,1
"15280",63,3,40,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","",0,0,0
"15281",63,3,41,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",1077,1.077,1
"15282",63,3,42,"C.bmp","Bekende","Nonmatching","Self","Self","Self","m",1087,1.087,1
"15283",63,3,43,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",713,0.713,1
"15284",63,3,44,"T.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",1155,1.155,1
"15285",63,3,45,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",1389,1.389,1
"15286",63,3,46,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",759,0.759,1
"15287",63,3,47,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",848,0.848,1
"15288",63,3,48,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",1114,1.114,1
"15289",63,3,49,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",1349,1.349,1
"15290",63,3,50,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",991,0.991,1
"15291",63,3,51,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",697,0.697,1
"15292",63,3,52,"T.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",1507,1.507,1
"15293",63,3,53,"T.bmp","Bekende","Matching","Friend","Friend","Close","",0,0,0
"15294",63,3,54,"C.bmp","Bekende","Nonmatching","Self","Self","Self","m",1063,1.063,1
"15295",63,3,55,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",897,0.897,1
"15296",63,3,56,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",859,0.859,1
"15297",63,3,57,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",1094,1.094,0
"15298",63,3,58,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",1152,1.152,1
"15299",63,3,59,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",889,0.889,1
"15300",63,3,60,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",1059,1.059,1
"15301",63,4,1,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",1066,1.066,1
"15302",63,4,2,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",996,0.996,1
"15303",63,4,3,"C.bmp","Bekende","Nonmatching","Self","Self","Self","m",1134,1.134,1
"15304",63,4,4,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",887,0.887,1
"15305",63,4,5,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",657,0.657,1
"15306",63,4,6,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",796,0.796,1
"15307",63,4,7,"T.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",966,0.966,1
"15308",63,4,8,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",1232,1.232,1
"15309",63,4,9,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",842,0.842,1
"15310",63,4,10,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",980,0.98,1
"15311",63,4,11,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",1534,1.534,1
"15312",63,4,12,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",1512,1.512,1
"15313",63,4,13,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",1586,1.586,1
"15314",63,4,14,"C.bmp","Bekende","Nonmatching","Self","Self","Self","m",1069,1.069,1
"15315",63,4,15,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",887,0.887,1
"15316",63,4,16,"T.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",928,0.928,1
"15317",63,4,17,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",666,0.666,1
"15318",63,4,18,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",804,0.804,1
"15319",63,4,19,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",686,0.686,1
"15320",63,4,20,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",824,0.824,1
"15321",63,4,21,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",978,0.978,1
"15322",63,4,22,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",796,0.796,1
"15323",63,4,23,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",1463,1.463,1
"15324",63,4,24,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",545,0.545,1
"15325",63,4,25,"C.bmp","Bekende","Nonmatching","Self","Self","Self","m",939,0.939,1
"15326",63,4,26,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",1317,1.317,1
"15327",63,4,27,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","",0,0,0
"15328",63,4,28,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",729,0.729,1
"15329",63,4,29,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",898,0.898,1
"15330",63,4,30,"T.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",1100,1.1,1
"15331",63,4,31,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",1175,1.175,1
"15332",63,4,32,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",657,0.657,1
"15333",63,4,33,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",1499,1.499,1
"15334",63,4,34,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",661,0.661,1
"15335",63,4,35,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",639,0.639,1
"15336",63,4,36,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",937,0.937,1
"15337",63,4,37,"T.bmp","Vreemde","Nonmatching","Friend","Friend","Close","m",1283,1.283,1
"15338",63,4,38,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",749,0.749,1
"15339",63,4,39,"C.bmp","Bekende","Nonmatching","Self","Self","Self","m",920,0.92,1
"15340",63,4,40,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",802,0.802,1
"15341",63,4,41,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","m",1115,1.115,1
"15342",63,4,42,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",709,0.709,1
"15343",63,4,43,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",767,0.767,1
"15344",63,4,44,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",921,0.921,1
"15345",63,4,45,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",659,0.659,1
"15346",63,4,46,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",685,0.685,1
"15347",63,4,47,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",600,0.6,1
"15348",63,4,48,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",1058,1.058,1
"15349",63,4,49,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",1052,1.052,1
"15350",63,4,50,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",854,0.854,1
"15351",63,4,51,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",864,0.864,1
"15352",63,4,52,"C.bmp","Vreemde","Nonmatching","Self","Self","Self","m",1146,1.146,1
"15353",63,4,53,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",1075,1.075,1
"15354",63,4,54,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",749,0.749,1
"15355",63,4,55,"S.bmp","Ikzelf","Nonmatching","Stranger","Stranger","Stranger","m",1031,1.031,1
"15356",63,4,56,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",722,0.722,1
"15357",63,4,57,"T.bmp","Vreemde","Nonmatching","Friend","Friend","Close","",0,0,0
"15358",63,4,58,"C.bmp","Bekende","Nonmatching","Self","Self","Self","m",1126,1.126,1
"15359",63,4,59,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",1008,1.008,1
"15360",63,4,60,"S.bmp","Bekende","Nonmatching","Stranger","Stranger","Stranger","n",1226,1.226,0
"15361",63,5,1,"C.bmp","Bekende","Nonmatching","Self","Self","Self","m",864,0.864,1
"15362",63,5,2,"C.bmp","Ikzelf","Matching","Self","Self","Self","n",762,0.762,1
"15363",63,5,3,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",756,0.756,1
"15364",63,5,4,"T.bmp","Bekende","Matching","Friend","Friend","Close","m",1262,1.262,0
"15365",63,5,5,"T.bmp","Bekende","Matching","Friend","Friend","Close","n",1113,1.113,1
"15366",63,5,6,"T.bmp","Ikzelf","Nonmatching","Friend","Friend","Close","m",835,0.835,1
"15367",63,5,7,"S.bmp","Vreemde","Matching","Stranger","Stranger","Stranger","n",957,0.957,1
