"","Subject","Gender","Shape","Label1","Label2","Label3","Identity","Matching","Response","RT_ms","RT_sec","ACC","ScreenResolution","RefreshRate","Luminance","TextColor","BackgroundColor","VisualAngle","Contrast"
"34",2501,1,"You","You","Anna","none","Self","Matching","z",558,0.558,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"35",2501,1,"You","You","Anna","none","Self","Matching","z",562,0.562,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"36",2501,1,"You","You","Anna","none","Self","Matching","z",464,0.464,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"37",2501,1,"You","You","Anna","none","Self","Matching","z",424,0.424,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"38",2501,1,"You","You","Anna","none","Self","Matching","m",857,0.857,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"39",2501,1,"You","You","Anna","none","Self","Matching","z",972,0.972,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"40",2501,1,"You","You","Anna","none","Self","Matching","z",401,0.401,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"41",2501,1,"You","You","Anna","none","Self","Matching","z",539,0.539,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"42",2501,1,"You","You","Anna","none","Self","Matching","z",507,0.507,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"43",2501,1,"You","You","Anna","none","Self","Matching","z",1123,1.123,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"44",2501,1,"You","You","Anna","none","Self","Matching","z",555,0.555,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"45",2501,1,"You","You","Anna","none","Self","Matching","z",533,0.533,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"46",2501,1,"You","You","Anna","none","Self","Matching","z",506,0.506,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"47",2501,1,"You","You","Anna","none","Self","Matching","z",627,0.627,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"48",2501,1,"You","You","Anna","none","Self","Matching","z",471,0.471,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"49",2501,1,"You","You","Anna","none","Self","Matching","z",961,0.961,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"50",2501,1,"You","You","Anna","none","Self","Matching","z",467,0.467,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"51",2501,1,"You","You","Anna","none","Self","Matching","z",719,0.719,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"52",2501,1,"You","You","Anna","none","Self","Matching","z",446,0.446,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"53",2501,1,"You","You","Anna","none","Self","Matching","z",552,0.552,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"54",2501,1,"You","You","Anna","none","Self","Matching","z",470,0.47,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"55",2501,1,"You","You","Anna","none","Self","Matching","z",480,0.48,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"56",2501,1,"You","You","Anna","none","Self","Matching","z",503,0.503,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"57",2501,1,"You","You","Anna","none","Self","Matching","z",419,0.419,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"58",2501,1,"You","You","Anna","none","Self","Matching","z",731,0.731,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"59",2501,1,"You","You","Anna","none","Self","Matching","z",577,0.577,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"60",2501,1,"You","You","Anna","none","Self","Matching","z",366,0.366,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"61",2501,1,"Anna","You","Anna","none","Friend","Matching","z",609,0.609,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"62",2501,1,"Anna","You","Anna","none","Friend","Matching","m",470,0.47,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"63",2501,1,"Anna","You","Anna","none","Friend","Matching","z",569,0.569,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"64",2501,1,"Anna","You","Anna","none","Friend","Matching","z",765,0.765,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"65",2501,1,"Anna","You","Anna","none","Friend","Matching","z",763,0.763,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"66",2501,1,"Anna","You","Anna","none","Friend","Matching","z",598,0.598,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"67",2501,1,"Anna","You","Anna","none","Friend","Matching","z",542,0.542,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"68",2501,1,"Anna","You","Anna","none","Friend","Matching","z",611,0.611,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"69",2501,1,"Anna","You","Anna","none","Friend","Matching","z",534,0.534,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"70",2501,1,"Anna","You","Anna","none","Friend","Matching","m",781,0.781,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"71",2501,1,"Anna","You","Anna","none","Friend","Matching","z",754,0.754,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"72",2501,1,"Anna","You","Anna","none","Friend","Matching","m",591,0.591,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"73",2501,1,"Anna","You","Anna","none","Friend","Matching","z",498,0.498,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"74",2501,1,"Anna","You","Anna","none","Friend","Matching","z",565,0.565,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"75",2501,1,"Anna","You","Anna","none","Friend","Matching","z",377,0.377,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"76",2501,1,"Anna","You","Anna","none","Friend","Matching","z",746,0.746,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"77",2501,1,"Anna","You","Anna","none","Friend","Matching","z",651,0.651,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"78",2501,1,"Anna","You","Anna","none","Friend","Matching","z",606,0.606,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"79",2501,1,"Anna","You","Anna","none","Friend","Matching","z",375,0.375,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"80",2501,1,"Anna","You","Anna","none","Friend","Matching","z",573,0.573,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"81",2501,1,"Anna","You","Anna","none","Friend","Matching","z",566,0.566,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"82",2501,1,"Anna","You","Anna","none","Friend","Matching","z",456,0.456,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"83",2501,1,"Anna","You","Anna","none","Friend","Matching","z",510,0.51,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"84",2501,1,"Anna","You","Anna","none","Friend","Matching","z",585,0.585,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"85",2501,1,"Anna","You","Anna","none","Friend","Matching","z",761,0.761,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"86",2501,1,"Anna","You","Anna","none","Friend","Matching","z",1091,1.091,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"87",2501,1,"Anna","You","Anna","none","Friend","Matching","z",590,0.59,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"88",2501,1,"Anna","You","Anna","none","Friend","Matching","m",476,0.476,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"89",2501,1,"Anna","You","Anna","none","Friend","Matching","z",508,0.508,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"90",2501,1,"Anna","You","Anna","none","Friend","Matching","z",698,0.698,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"91",2501,1,"Anna","You","Anna","none","Friend","Matching","z",928,0.928,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"92",2501,1,"Anna","You","Anna","none","Friend","Matching","z",385,0.385,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"93",2501,1,"Anna","You","Anna","none","Friend","Matching","z",549,0.549,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"94",2501,1,"Anna","You","Anna","none","Friend","Matching","z",578,0.578,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"95",2501,1,"Anna","You","Anna","none","Friend","Matching","z",437,0.437,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"96",2501,1,"Anna","You","Anna","none","Friend","Matching","z",476,0.476,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"97",2501,1,"Anna","You","Anna","none","Friend","Matching","m",606,0.606,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"98",2501,1,"Anna","You","Anna","none","Friend","Matching","z",622,0.622,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"99",2501,1,"Anna","You","Anna","none","Friend","Matching","z",599,0.599,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"100",2501,1,"Anna","You","Anna","none","Friend","Matching","z",561,0.561,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"101",2501,1,"Anna","You","Anna","none","Friend","Matching","z",511,0.511,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"102",2501,1,"Anna","You","Anna","none","Friend","Matching","z",585,0.585,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"103",2501,1,"Anna","You","Anna","none","Friend","Matching","m",850,0.85,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"104",2501,1,"Anna","You","Anna","none","Friend","Matching","z",602,0.602,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"105",2501,1,"Anna","You","Anna","none","Friend","Matching","z",627,0.627,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"106",2501,1,"Anna","You","Anna","none","Friend","Matching","z",495,0.495,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"107",2501,1,"Anna","You","Anna","none","Friend","Matching","z",649,0.649,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"108",2501,1,"Anna","You","Anna","none","Friend","Matching","z",562,0.562,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"109",2501,1,"Anna","You","Anna","none","Friend","Matching","z",617,0.617,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"110",2501,1,"Anna","You","Anna","none","Friend","Matching","z",611,0.611,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"111",2501,1,"Anna","You","Anna","none","Friend","Matching","m",477,0.477,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"112",2501,1,"Anna","You","Anna","none","Friend","Matching","z",558,0.558,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"113",2501,1,"Anna","You","Anna","none","Friend","Matching","z",519,0.519,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"114",2501,1,"Anna","You","Anna","none","Friend","Matching","z",826,0.826,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"115",2501,1,"Anna","You","Anna","none","Friend","Matching","z",525,0.525,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"116",2501,1,"Anna","You","Anna","none","Friend","Matching","z",533,0.533,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"117",2501,1,"Anna","You","Anna","none","Friend","Matching","z",611,0.611,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"118",2501,1,"Anna","You","Anna","none","Friend","Matching","z",559,0.559,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"119",2501,1,"Anna","You","Anna","none","Friend","Matching","z",451,0.451,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"120",2501,1,"Anna","You","Anna","none","Friend","Matching","z",516,0.516,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"121",2501,1,"none","You","Anna","none","None","Matching","m",512,0.512,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"122",2501,1,"none","You","Anna","none","None","Matching","m",441,0.441,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"123",2501,1,"none","You","Anna","none","None","Matching","z",523,0.523,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"124",2501,1,"none","You","Anna","none","None","Matching","z",704,0.704,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"125",2501,1,"none","You","Anna","none","None","Matching","z",686,0.686,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"126",2501,1,"none","You","Anna","none","None","Matching","z",500,0.5,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"127",2501,1,"none","You","Anna","none","None","Matching","m",544,0.544,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"128",2501,1,"none","You","Anna","none","None","Matching","z",743,0.743,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"129",2501,1,"none","You","Anna","none","None","Matching","z",635,0.635,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"130",2501,1,"none","You","Anna","none","None","Matching","z",677,0.677,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"131",2501,1,"none","You","Anna","none","None","Matching","z",688,0.688,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"132",2501,1,"none","You","Anna","none","None","Matching","z",692,0.692,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"133",2501,1,"none","You","Anna","none","None","Matching","z",564,0.564,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"134",2501,1,"none","You","Anna","none","None","Matching","z",535,0.535,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"135",2501,1,"none","You","Anna","none","None","Matching","z",610,0.61,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"136",2501,1,"none","You","Anna","none","None","Matching","m",463,0.463,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"137",2501,1,"none","You","Anna","none","None","Matching","z",612,0.612,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"138",2501,1,"none","You","Anna","none","None","Matching","z",530,0.53,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"139",2501,1,"none","You","Anna","none","None","Matching","z",702,0.702,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"140",2501,1,"none","You","Anna","none","None","Matching","z",630,0.63,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"141",2501,1,"none","You","Anna","none","None","Matching","z",692,0.692,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"142",2501,1,"none","You","Anna","none","None","Matching","z",1271,1.271,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"143",2501,1,"none","You","Anna","none","None","Matching","z",540,0.54,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"144",2501,1,"none","You","Anna","none","None","Matching","z",790,0.79,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"145",2501,1,"none","You","Anna","none","None","Matching","z",533,0.533,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"146",2501,1,"none","You","Anna","none","None","Matching","z",728,0.728,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"147",2501,1,"none","You","Anna","none","None","Matching","m",527,0.527,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"148",2501,1,"none","You","Anna","none","None","Matching","z",670,0.67,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"149",2501,1,"none","You","Anna","none","None","Matching","z",321,0.321,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"150",2501,1,"none","You","Anna","none","None","Matching","z",512,0.512,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"151",2501,1,"none","You","Anna","none","None","Matching","z",693,0.693,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"152",2501,1,"none","You","Anna","none","None","Matching","z",585,0.585,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"153",2501,1,"none","You","Anna","none","None","Matching","z",617,0.617,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"154",2501,1,"none","You","Anna","none","None","Matching","z",583,0.583,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"155",2501,1,"none","You","Anna","none","None","Matching","z",771,0.771,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"156",2501,1,"none","You","Anna","none","None","Matching","z",501,0.501,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"157",2501,1,"none","You","Anna","none","None","Matching","z",540,0.54,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"158",2501,1,"none","You","Anna","none","None","Matching","z",563,0.563,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"159",2501,1,"none","You","Anna","none","None","Matching","m",478,0.478,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"160",2501,1,"none","You","Anna","none","None","Matching","z",585,0.585,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"161",2501,1,"none","You","Anna","none","None","Matching","z",514,0.514,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"162",2501,1,"none","You","Anna","none","None","Matching","m",464,0.464,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"163",2501,1,"none","You","Anna","none","None","Matching","z",400,0.4,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"164",2501,1,"none","You","Anna","none","None","Matching","z",525,0.525,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"165",2501,1,"none","You","Anna","none","None","Matching","z",707,0.707,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"166",2501,1,"none","You","Anna","none","None","Matching","z",513,0.513,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"167",2501,1,"none","You","Anna","none","None","Matching","z",588,0.588,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"168",2501,1,"none","You","Anna","none","None","Matching","z",572,0.572,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"169",2501,1,"none","You","Anna","none","None","Matching","z",409,0.409,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"170",2501,1,"none","You","Anna","none","None","Matching","z",522,0.522,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"171",2501,1,"none","You","Anna","none","None","Matching","z",498,0.498,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"172",2501,1,"none","You","Anna","none","None","Matching","z",985,0.985,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"173",2501,1,"none","You","Anna","none","None","Matching","z",732,0.732,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"174",2501,1,"none","You","Anna","none","None","Matching","z",813,0.813,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"175",2501,1,"none","You","Anna","none","None","Matching","z",494,0.494,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"176",2501,1,"none","You","Anna","none","None","Matching","z",636,0.636,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"177",2501,1,"none","You","Anna","none","None","Matching","z",755,0.755,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"178",2501,1,"none","You","Anna","none","None","Matching","z",656,0.656,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"179",2501,1,"none","You","Anna","none","None","Matching","z",534,0.534,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"180",2501,1,"none","You","Anna","none","None","Matching","m",471,0.471,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"181",2501,1,"You","You","Anna","none","Self","Nonmatching","m",679,0.679,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"182",2501,1,"You","You","Anna","none","Self","Nonmatching","m",657,0.657,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"183",2501,1,"You","You","Anna","none","Self","Nonmatching","m",960,0.96,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"184",2501,1,"You","You","Anna","none","Self","Nonmatching","m",620,0.62,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"185",2501,1,"You","You","Anna","none","Self","Nonmatching","m",642,0.642,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"186",2501,1,"You","You","Anna","none","Self","Nonmatching","z",489,0.489,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"187",2501,1,"You","You","Anna","none","Self","Nonmatching","m",1023,1.023,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"188",2501,1,"You","You","Anna","none","Self","Nonmatching","m",718,0.718,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"189",2501,1,"You","You","Anna","none","Self","Nonmatching","m",472,0.472,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"190",2501,1,"You","You","Anna","none","Self","Nonmatching","m",725,0.725,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"191",2501,1,"You","You","Anna","none","Self","Nonmatching","m",651,0.651,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"192",2501,1,"You","You","Anna","none","Self","Nonmatching","m",644,0.644,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"193",2501,1,"You","You","Anna","none","Self","Nonmatching","m",693,0.693,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"194",2501,1,"You","You","Anna","none","Self","Nonmatching","m",638,0.638,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"195",2501,1,"You","You","Anna","none","Self","Nonmatching","m",536,0.536,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"196",2501,1,"You","You","Anna","none","Self","Nonmatching","m",675,0.675,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"197",2501,1,"You","You","Anna","none","Self","Nonmatching","m",761,0.761,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"198",2501,1,"You","You","Anna","none","Self","Nonmatching","m",878,0.878,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"199",2501,1,"You","You","Anna","none","Self","Nonmatching","m",768,0.768,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"200",2501,1,"You","You","Anna","none","Self","Nonmatching","m",857,0.857,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"201",2501,1,"You","You","Anna","none","Self","Nonmatching","z",469,0.469,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"202",2501,1,"You","You","Anna","none","Self","Nonmatching","m",662,0.662,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"203",2501,1,"You","You","Anna","none","Self","Nonmatching","m",605,0.605,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"204",2501,1,"You","You","Anna","none","Self","Nonmatching","m",699,0.699,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"205",2501,1,"You","You","Anna","none","Self","Nonmatching","m",717,0.717,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"206",2501,1,"You","You","Anna","none","Self","Nonmatching","m",859,0.859,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"207",2501,1,"You","You","Anna","none","Self","Nonmatching","m",540,0.54,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"208",2501,1,"You","You","Anna","none","Self","Nonmatching","m",660,0.66,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"209",2501,1,"You","You","Anna","none","Self","Nonmatching","z",540,0.54,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"210",2501,1,"You","You","Anna","none","Self","Nonmatching","m",781,0.781,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"211",2501,1,"You","You","Anna","none","Self","Nonmatching","z",586,0.586,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"212",2501,1,"You","You","Anna","none","Self","Nonmatching","m",592,0.592,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"213",2501,1,"You","You","Anna","none","Self","Nonmatching","m",649,0.649,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"214",2501,1,"You","You","Anna","none","Self","Nonmatching","m",450,0.45,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"215",2501,1,"You","You","Anna","none","Self","Nonmatching","m",718,0.718,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"216",2501,1,"You","You","Anna","none","Self","Nonmatching","m",886,0.886,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"217",2501,1,"You","You","Anna","none","Self","Nonmatching","m",1073,1.073,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"218",2501,1,"You","You","Anna","none","Self","Nonmatching","m",547,0.547,1,"21.5-inch",NA,NA,"white","grey",NA,NA
