"","Subject","Gender","Shape","Label1","Label2","Label3","Identity","Matching","Response","RT_ms","RT_sec","ACC","ScreenResolution","RefreshRate","Luminance","TextColor","BackgroundColor","VisualAngle","Contrast"
"110",1002,2,"Masha","You","none","Masha","Friend","Matching","m",513,0.513,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"111",1002,2,"Masha","You","none","Masha","Friend","Matching","m",601,0.601,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"112",1002,2,"Masha","You","none","Masha","Friend","Matching","m",539,0.539,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"113",1002,2,"Masha","You","none","Masha","Friend","Matching","m",531,0.531,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"114",1002,2,"Masha","You","none","Masha","Friend","Matching","m",551,0.551,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"115",1002,2,"Masha","You","none","Masha","Friend","Matching","m",682,0.682,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"116",1002,2,"Masha","You","none","Masha","Friend","Matching","m",954,0.954,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"117",1002,2,"Masha","You","none","Masha","Friend","Matching","m",582,0.582,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"118",1002,2,"Masha","You","none","Masha","Friend","Matching","m",570,0.57,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"119",1002,2,"Masha","You","none","Masha","Friend","Matching","m",650,0.65,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"120",1002,2,"Masha","You","none","Masha","Friend","Matching","m",622,0.622,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"121",1002,2,"none","You","none","Masha","None","Matching","z",517,0.517,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"122",1002,2,"none","You","none","Masha","None","Matching","m",610,0.61,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"123",1002,2,"none","You","none","Masha","None","Matching","m",813,0.813,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"124",1002,2,"none","You","none","Masha","None","Matching","z",690,0.69,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"125",1002,2,"none","You","none","Masha","None","Matching","m",743,0.743,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"126",1002,2,"none","You","none","Masha","None","Matching","m",635,0.635,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"127",1002,2,"none","You","none","Masha","None","Matching","m",676,0.676,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"128",1002,2,"none","You","none","Masha","None","Matching","z",641,0.641,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"129",1002,2,"none","You","none","Masha","None","Matching","z",593,0.593,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"130",1002,2,"none","You","none","Masha","None","Matching","z",763,0.763,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"131",1002,2,"none","You","none","Masha","None","Matching","m",801,0.801,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"132",1002,2,"none","You","none","Masha","None","Matching","m",907,0.907,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"133",1002,2,"none","You","none","Masha","None","Matching","m",561,0.561,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"134",1002,2,"none","You","none","Masha","None","Matching","m",529,0.529,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"135",1002,2,"none","You","none","Masha","None","Matching","m",959,0.959,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"136",1002,2,"none","You","none","Masha","None","Matching","m",635,0.635,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"137",1002,2,"none","You","none","Masha","None","Matching","m",604,0.604,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"138",1002,2,"none","You","none","Masha","None","Matching","m",762,0.762,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"139",1002,2,"none","You","none","Masha","None","Matching","m",715,0.715,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"140",1002,2,"none","You","none","Masha","None","Matching","m",844,0.844,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"141",1002,2,"none","You","none","Masha","None","Matching","m",753,0.753,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"142",1002,2,"none","You","none","Masha","None","Matching","m",724,0.724,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"143",1002,2,"none","You","none","Masha","None","Matching","m",569,0.569,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"144",1002,2,"none","You","none","Masha","None","Matching","z",554,0.554,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"145",1002,2,"none","You","none","Masha","None","Matching","m",626,0.626,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"146",1002,2,"none","You","none","Masha","None","Matching","m",635,0.635,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"147",1002,2,"none","You","none","Masha","None","Matching","m",567,0.567,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"148",1002,2,"none","You","none","Masha","None","Matching","m",776,0.776,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"149",1002,2,"none","You","none","Masha","None","Matching","m",612,0.612,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"150",1002,2,"none","You","none","Masha","None","Matching","m",706,0.706,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"151",1002,2,"none","You","none","Masha","None","Matching","m",628,0.628,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"152",1002,2,"none","You","none","Masha","None","Matching","m",714,0.714,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"153",1002,2,"none","You","none","Masha","None","Matching","m",577,0.577,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"154",1002,2,"none","You","none","Masha","None","Matching","z",951,0.951,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"155",1002,2,"none","You","none","Masha","None","Matching","m",813,0.813,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"156",1002,2,"none","You","none","Masha","None","Matching","m",644,0.644,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"157",1002,2,"none","You","none","Masha","None","Matching","m",782,0.782,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"158",1002,2,"none","You","none","Masha","None","Matching","m",722,0.722,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"159",1002,2,"none","You","none","Masha","None","Matching","m",752,0.752,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"160",1002,2,"none","You","none","Masha","None","Matching","m",641,0.641,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"161",1002,2,"none","You","none","Masha","None","Matching","m",716,0.716,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"162",1002,2,"none","You","none","Masha","None","Matching","m",617,0.617,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"163",1002,2,"none","You","none","Masha","None","Matching","m",635,0.635,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"164",1002,2,"none","You","none","Masha","None","Matching","m",723,0.723,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"165",1002,2,"none","You","none","Masha","None","Matching","m",625,0.625,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"166",1002,2,"none","You","none","Masha","None","Matching","m",741,0.741,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"167",1002,2,"none","You","none","Masha","None","Matching","m",707,0.707,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"168",1002,2,"none","You","none","Masha","None","Matching","m",709,0.709,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"169",1002,2,"none","You","none","Masha","None","Matching","m",555,0.555,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"170",1002,2,"none","You","none","Masha","None","Matching","m",805,0.805,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"171",1002,2,"none","You","none","Masha","None","Matching","m",722,0.722,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"172",1002,2,"none","You","none","Masha","None","Matching","m",497,0.497,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"173",1002,2,"none","You","none","Masha","None","Matching","m",645,0.645,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"174",1002,2,"none","You","none","Masha","None","Matching","m",603,0.603,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"175",1002,2,"none","You","none","Masha","None","Matching","m",663,0.663,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"176",1002,2,"none","You","none","Masha","None","Matching","m",649,0.649,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"177",1002,2,"none","You","none","Masha","None","Matching","m",638,0.638,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"178",1002,2,"none","You","none","Masha","None","Matching","m",590,0.59,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"179",1002,2,"none","You","none","Masha","None","Matching","m",615,0.615,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"180",1002,2,"none","You","none","Masha","None","Matching","m",649,0.649,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"181",1002,2,"You","You","none","Masha","Self","Nonmatching","z",705,0.705,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"182",1002,2,"You","You","none","Masha","Self","Nonmatching","z",497,0.497,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"183",1002,2,"You","You","none","Masha","Self","Nonmatching","z",573,0.573,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"184",1002,2,"You","You","none","Masha","Self","Nonmatching","z",821,0.821,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"185",1002,2,"You","You","none","Masha","Self","Nonmatching","z",661,0.661,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"186",1002,2,"You","You","none","Masha","Self","Nonmatching","m",733,0.733,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"187",1002,2,"You","You","none","Masha","Self","Nonmatching","z",667,0.667,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"188",1002,2,"You","You","none","Masha","Self","Nonmatching","z",801,0.801,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"189",1002,2,"You","You","none","Masha","Self","Nonmatching","m",791,0.791,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"190",1002,2,"You","You","none","Masha","Self","Nonmatching","z",904,0.904,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"191",1002,2,"You","You","none","Masha","Self","Nonmatching","z",875,0.875,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"192",1002,2,"You","You","none","Masha","Self","Nonmatching","z",765,0.765,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"193",1002,2,"You","You","none","Masha","Self","Nonmatching","m",489,0.489,0,"21.5-inch",NA,NA,"white","grey",NA,NA
"194",1002,2,"You","You","none","Masha","Self","Nonmatching","z",655,0.655,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"195",1002,2,"You","You","none","Masha","Self","Nonmatching","z",797,0.797,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"196",1002,2,"You","You","none","Masha","Self","Nonmatching","z",792,0.792,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"197",1002,2,"You","You","none","Masha","Self","Nonmatching","z",767,0.767,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"198",1002,2,"You","You","none","Masha","Self","Nonmatching","z",727,0.727,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"199",1002,2,"You","You","none","Masha","Self","Nonmatching","z",678,0.678,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"200",1002,2,"You","You","none","Masha","Self","Nonmatching","z",639,0.639,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"201",1002,2,"You","You","none","Masha","Self","Nonmatching","z",602,0.602,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"202",1002,2,"You","You","none","Masha","Self","Nonmatching","z",590,0.59,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"203",1002,2,"You","You","none","Masha","Self","Nonmatching","z",755,0.755,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"204",1002,2,"You","You","none","Masha","Self","Nonmatching","z",598,0.598,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"205",1002,2,"You","You","none","Masha","Self","Nonmatching","z",775,0.775,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"206",1002,2,"You","You","none","Masha","Self","Nonmatching","z",861,0.861,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"207",1002,2,"You","You","none","Masha","Self","Nonmatching","z",632,0.632,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"208",1002,2,"You","You","none","Masha","Self","Nonmatching","z",521,0.521,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"209",1002,2,"You","You","none","Masha","Self","Nonmatching","z",618,0.618,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"210",1002,2,"You","You","none","Masha","Self","Nonmatching","z",636,0.636,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"211",1002,2,"You","You","none","Masha","Self","Nonmatching","z",880,0.88,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"212",1002,2,"You","You","none","Masha","Self","Nonmatching","z",607,0.607,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"213",1002,2,"You","You","none","Masha","Self","Nonmatching","z",802,0.802,1,"21.5-inch",NA,NA,"white","grey",NA,NA
"214",1002,2,"You","You","none","Masha","Self","Nonmatching","z",809,0.809,1,"21.5-inch",NA,NA,"white","grey",NA,NA
