"Subject","Block","Trial","Gender","Age","Handedness","First_Lanugage","Shape","Matching","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","Response","ShapeLoc","FaceIdentity","Stimulus","Strength","textColour","Stimuli_Type","RT_ms","RT_sec","ACC"
6,4,17,"Male",30,"Right","Russian","Self","Matching","Self","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Positive",633.518848,0.633518848,1
6,4,18,"Male",30,"Right","Russian","Self","Matching","Self","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",866.91523,0.86691523,1
6,4,19,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",800.211373,0.800211373,1
6,4,20,"Male",30,"Right","Russian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",766.923797,0.766923797,1
6,4,21,"Male",30,"Right","Russian","Self","Nonmatching","Stranger","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Positive",716.875573,0.716875573,1
6,4,22,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Positive",716.852674,0.716852674,1
6,4,23,"Male",30,"Right","Russian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Positive",633.510952,0.633510952,0
6,4,24,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",883.587444,0.883587444,1
6,4,25,"Male",30,"Right","Russian","Self","Nonmatching","Stranger","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",750.175388,0.750175388,1
6,4,26,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",650.20251,0.65020251,1
6,4,27,"Male",30,"Right","Russian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",566.943695,0.566943695,0
6,4,28,"Male",30,"Right","Russian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",1366.857787,1.366857787,1
6,4,29,"Male",30,"Right","Russian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",816.880034,0.816880034,1
6,4,30,"Male",30,"Right","Russian","Self","Matching","Self","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",816.890694,0.816890694,1
6,4,31,"Male",30,"Right","Russian","Self","Matching","Self","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Positive",733.578975,0.733578975,1
6,4,32,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Positive",733.5316,0.7335316,1
6,4,33,"Male",30,"Right","Russian","Self","Matching","Self","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",1016.869611,1.016869611,0
6,4,34,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",716.85149,0.71685149,1
6,4,35,"Male",30,"Right","Russian","Self","Nonmatching","Stranger","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Positive",1133.54747,1.13354747,1
6,4,36,"Male",30,"Right","Russian","Self","Nonmatching","Stranger","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1033.496423,1.033496423,1
6,4,37,"Male",30,"Right","Russian","Self","Nonmatching","Stranger","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",785.200459,0.785200459,1
6,4,38,"Male",30,"Right","Russian","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",666.865249,0.666865249,0
6,4,39,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1083.498851,1.083498851,1
6,4,40,"Male",30,"Right","Russian","Self","Matching","Self","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Positive",750.231054,0.750231054,1
6,4,41,"Male",30,"Right","Russian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",800.235061,0.800235061,1
6,4,42,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Positive",1016.866453,1.016866453,1
6,4,43,"Male",30,"Right","Russian","Self","Nonmatching","Stranger","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",766.84997,0.76684997,1
6,4,44,"Male",30,"Right","Russian","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",650.255413,0.650255413,0
6,4,45,"Male",30,"Right","Russian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1283.538568,1.283538568,0
6,4,46,"Male",30,"Right","Russian","Self","Matching","Self","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",950.246688,0.950246688,1
6,4,47,"Male",30,"Right","Russian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",766.884317,0.766884317,1
6,4,48,"Male",30,"Right","Russian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",950.206024,0.950206024,1
6,4,49,"Male",30,"Right","Russian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",666.986056,0.666986056,1
6,4,50,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Positive",750.19118,0.75019118,1
6,4,51,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Positive",866.838245,0.866838245,1
6,4,52,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",666.907097,0.666907097,1
6,4,53,"Male",30,"Right","Russian","Self","Matching","Self","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Positive",1016.863689,1.016863689,1
6,4,54,"Male",30,"Right","Russian","Self","Nonmatching","Stranger","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1050.199431,1.050199431,1
6,4,55,"Male",30,"Right","Russian","Self","Matching","Self","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Positive",766.842864,0.766842864,1
6,4,56,"Male",30,"Right","Russian","Self","Matching","Self","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",931.647477,0.931647477,1
6,4,57,"Male",30,"Right","Russian","Self","Nonmatching","Stranger","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",883.560992,0.883560992,1
6,4,58,"Male",30,"Right","Russian","Self","Nonmatching","Stranger","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",900.21465,0.90021465,1
6,4,59,"Male",30,"Right","Russian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",850.191298,0.850191298,1
6,4,60,"Male",30,"Right","Russian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",883.497825,0.883497825,1
6,4,61,"Male",30,"Right","Russian","Self","Nonmatching","Stranger","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Positive",816.87727,0.81687727,1
6,4,62,"Male",30,"Right","Russian","Self","Nonmatching","Stranger","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",767.127511,0.767127511,1
6,4,63,"Male",30,"Right","Russian","Self","Nonmatching","Stranger","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Positive",716.930449,0.716930449,1
6,4,64,"Male",30,"Right","Russian","Self","Matching","Self","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Positive",1166.865841,1.166865841,1
6,4,65,"Male",30,"Right","Russian","Self","Matching","Self","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Positive",683.605762,0.683605762,1
6,4,66,"Male",30,"Right","Russian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",766.866946,0.766866946,1
6,4,67,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",833.538035,0.833538035,0
6,4,68,"Male",30,"Right","Russian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",916.836725,0.916836725,1
6,4,69,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",966.868368,0.966868368,1
6,4,70,"Male",30,"Right","Russian","Self","Matching","Self","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Positive",883.512038,0.883512038,1
6,4,71,"Male",30,"Right","Russian","Self","Matching","Self","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Positive",1233.616678,1.233616678,1
6,4,72,"Male",30,"Right","Russian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",700.180461,0.700180461,0
6,4,73,"Male",30,"Right","Russian","Self","Nonmatching","Stranger","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",800.223612,0.800223612,1
6,4,74,"Male",30,"Right","Russian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",733.53989,0.73353989,1
6,4,75,"Male",30,"Right","Russian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",850.184587,0.850184587,1
6,4,76,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",1283.490798,1.283490798,1
6,4,77,"Male",30,"Right","Russian","Self","Matching","Self","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Positive",783.519815,0.783519815,1
6,4,78,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",850.175901,0.850175901,1
6,4,79,"Male",30,"Right","Russian","Self","Matching","Self","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1133.578659,1.133578659,1
6,4,80,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",800.177816,0.800177816,1
6,4,81,"Male",30,"Right","Russian","Self","Nonmatching","Stranger","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",800.216506,0.800216506,1
6,4,82,"Male",30,"Right","Russian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1048.364816,1.048364816,1
6,4,83,"Male",30,"Right","Russian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",783.543898,0.783543898,1
6,4,84,"Male",30,"Right","Russian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",900.20636,0.90020636,1
6,4,85,"Male",30,"Right","Russian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",850.203142,0.850203142,1
6,4,86,"Male",30,"Right","Russian","Self","Nonmatching","Stranger","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",733.583713,0.733583713,1
6,4,87,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",883.58468,0.88358468,1
6,4,88,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",700.170196,0.700170196,1
6,4,89,"Male",30,"Right","Russian","Self","Matching","Self","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",866.848904,0.866848904,1
6,4,90,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",785.204802,0.785204802,1
6,4,91,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",900.222152,0.900222152,1
6,4,92,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",666.921705,0.666921705,1
6,4,93,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",883.497825,0.883497825,0
6,4,94,"Male",30,"Right","Russian","Self","Matching","Self","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Positive",650.210012,0.650210012,1
6,4,95,"Male",30,"Right","Russian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",883.57481,0.88357481,1
6,4,96,"Male",30,"Right","Russian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",783.532843,0.783532843,1
7,1,1,"Female",20,"Right","Hungarian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Negative",883.563361,0.883563361,0
7,1,2,"Female",20,"Right","Hungarian","Self","Nonmatching","Stranger","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Negative",1150.836354,1.150836354,0
7,1,3,"Female",20,"Right","Hungarian","Self","Nonmatching","Stranger","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Negative",1150.342465,1.150342465,0
7,1,4,"Female",20,"Right","Hungarian","Self","Matching","Self","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Negative",1400.261828,1.400261828,1
7,1,5,"Female",20,"Right","Hungarian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Negative",1366.957275,1.366957275,1
7,1,6,"Female",20,"Right","Hungarian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Negative",917.170722,0.917170722,0
7,1,7,"Female",20,"Right","Hungarian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Negative",1435.237945,1.435237945,1
7,1,8,"Female",20,"Right","Hungarian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Negative",1166.941247,1.166941247,1
7,1,9,"Female",20,"Right","Hungarian","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Negative",967.048,0.967048,1
7,1,10,"Female",20,"Right","Hungarian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Negative",850.261966,0.850261966,1
7,1,11,"Female",20,"Right","Hungarian","Self","Matching","Self","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Negative",633.62031,0.63362031,1
7,1,12,"Female",20,"Right","Hungarian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Negative",950.243924,0.950243924,1
7,1,13,"Female",20,"Right","Hungarian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Negative",983.584404,0.983584404,1
7,1,14,"Female",20,"Right","Hungarian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Negative",900.315718,0.900315718,1
7,1,15,"Female",20,"Right","Hungarian","Self","Matching","Self","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Negative",750.201444,0.750201444,1
7,1,16,"Female",20,"Right","Hungarian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Negative",1050.282733,1.050282733,1
7,1,17,"Female",20,"Right","Hungarian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Negative",866.94326,0.86694326,1
7,1,18,"Female",20,"Right","Hungarian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Negative",700.331668,0.700331668,1
7,1,19,"Female",20,"Right","Hungarian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Negative",1033.636971,1.033636971,1
7,1,20,"Female",20,"Right","Hungarian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Negative",1050.235752,1.050235752,1
7,1,21,"Female",20,"Right","Hungarian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Negative",683.678404,0.683678404,1
7,1,22,"Female",20,"Right","Hungarian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Negative",600.406166,0.600406166,1
7,1,23,"Female",20,"Right","Hungarian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Negative",850.308552,0.850308552,1
7,1,24,"Female",20,"Right","Hungarian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Negative",650.324502,0.650324502,0
7,1,25,"Female",20,"Right","Hungarian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Negative",900.322824,0.900322824,1
7,1,26,"Female",20,"Right","Hungarian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Negative",698.448888,0.698448888,0
7,1,27,"Female",20,"Right","Hungarian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Negative",1050.234568,1.050234568,0
7,1,28,"Female",20,"Right","Hungarian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Negative",866.953525,0.866953525,1
7,1,29,"Female",20,"Right","Hungarian","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Negative",816.885561,0.816885561,1
7,1,30,"Female",20,"Right","Hungarian","Self","Nonmatching","Stranger","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Negative",1016.869216,1.016869216,0
7,1,31,"Female",20,"Right","Hungarian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Negative",1183.620172,1.183620172,1
7,1,32,"Female",20,"Right","Hungarian","Self","Matching","Self","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Negative",767.277929,0.767277929,1
7,1,33,"Female",20,"Right","Hungarian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Negative",1016.996735,1.016996735,0
7,1,34,"Female",20,"Right","Hungarian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Negative",1316.961559,1.316961559,0
7,1,35,"Female",20,"Right","Hungarian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Negative",1150.277719,1.150277719,1
7,1,36,"Female",20,"Right","Hungarian","Self","Matching","Self","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Negative",900.319271,0.900319271,0
7,1,37,"Female",20,"Right","Hungarian","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Negative",1066.868486,1.066868486,1
7,1,38,"Female",20,"Right","Hungarian","Self","Matching","Self","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Negative",866.928258,0.866928258,1
7,1,39,"Female",20,"Right","Hungarian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Negative",850.321581,0.850321581,1
7,1,40,"Female",20,"Right","Hungarian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Negative",666.907492,0.666907492,1
7,1,41,"Female",20,"Right","Hungarian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Negative",700.31706,0.70031706,0
7,1,42,"Female",20,"Right","Hungarian","Self","Nonmatching","Stranger","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Negative",983.578876,0.983578876,0
7,1,43,"Female",20,"Right","Hungarian","Self","Matching","Self","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Negative",1283.861116,1.283861116,0
7,1,44,"Female",20,"Right","Hungarian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Negative",866.954709,0.866954709,1
7,1,45,"Female",20,"Right","Hungarian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Negative",933.775031,0.933775031,1
7,1,46,"Female",20,"Right","Hungarian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Negative",951.923779,0.951923779,1
7,1,47,"Female",20,"Right","Hungarian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Negative",666.972239,0.666972239,1
7,1,48,"Female",20,"Right","Hungarian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Negative",866.975239,0.866975239,0
7,1,49,"Female",20,"Right","Hungarian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Negative",750.397658,0.750397658,1
7,1,50,"Female",20,"Right","Hungarian","Self","Nonmatching","Stranger","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Negative",817.297333,0.817297333,0
7,1,51,"Female",20,"Right","Hungarian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Negative",683.587601,0.683587601,1
7,1,52,"Female",20,"Right","Hungarian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Negative",650.258571,0.650258571,1
7,1,53,"Female",20,"Right","Hungarian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Negative",800.380346,0.800380346,1
7,1,54,"Female",20,"Right","Hungarian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Negative",950.356836,0.950356836,0
7,1,55,"Female",20,"Right","Hungarian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Negative",1100.232653,1.100232653,1
7,1,56,"Female",20,"Right","Hungarian","Self","Matching","Self","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Negative",816.936095,0.816936095,1
7,1,57,"Female",20,"Right","Hungarian","Self","Matching","Self","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Negative",883.561387,0.883561387,1
7,1,58,"Female",20,"Right","Hungarian","Self","Matching","Self","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Negative",817.337207,0.817337207,1
7,1,59,"Female",20,"Right","Hungarian","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Negative",800.272962,0.800272962,1
7,1,60,"Female",20,"Right","Hungarian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Negative",750.285141,0.750285141,1
7,1,61,"Female",20,"Right","Hungarian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Negative",1066.896517,1.066896517,1
7,1,62,"Female",20,"Right","Hungarian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Negative",783.654045,0.783654045,0
7,1,63,"Female",20,"Right","Hungarian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Negative",966.914559,0.966914559,1
7,1,64,"Female",20,"Right","Hungarian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Negative",666.925258,0.666925258,1
7,1,65,"Female",20,"Right","Hungarian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Negative",700.275212,0.700275212,1
7,1,66,"Female",20,"Right","Hungarian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Negative",883.648637,0.883648637,1
7,1,67,"Female",20,"Right","Hungarian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Negative",983.583614,0.983583614,1
7,1,68,"Female",20,"Right","Hungarian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Negative",800.194002,0.800194002,0
7,1,69,"Female",20,"Right","Hungarian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Negative",766.868921,0.766868921,1
7,1,70,"Female",20,"Right","Hungarian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Negative",983.531501,0.983531501,1
7,1,71,"Female",20,"Right","Hungarian","Self","Matching","Self","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Negative",666.898807,0.666898807,1
7,1,72,"Female",20,"Right","Hungarian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Negative",816.932936,0.816932936,0
7,1,73,"Female",20,"Right","Hungarian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Negative",1033.611704,1.033611704,1
7,1,74,"Female",20,"Right","Hungarian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Negative",583.548793,0.583548793,1
7,1,75,"Female",20,"Right","Hungarian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Negative",900.215835,0.900215835,1
