"Subject","Block","Trial","Gender","Age","Handedness","First_Lanugage","Shape","Matching","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","Response","ShapeLoc","FaceIdentity","Stimulus","Strength","textColour","Stimuli_Type","RT_ms","RT_sec","ACC"
1,1,1,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",766.876816,0.766876816,1
1,1,2,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",1216.912881,1.216912881,1
1,1,3,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",1116.891049,1.116891049,1
1,1,4,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",1050.194693,1.050194693,1
1,1,5,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1366.863314,1.366863314,1
1,1,6,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Positive",1266.946498,1.266946498,1
1,1,7,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1100.255946,1.100255946,0
1,1,8,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",1050.263388,1.050263388,1
1,1,9,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1183.55582,1.18355582,1
1,1,10,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",1166.854392,1.166854392,1
1,1,11,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Positive",1683.542989,1.683542989,1
1,1,12,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Positive",1200.188554,1.200188554,1
1,1,13,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1383.526053,1.383526053,1
1,1,14,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1200.244615,1.200244615,1
1,1,15,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Positive",1285.134726,1.285134726,1
1,1,16,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",1483.478796,1.483478796,1
1,1,17,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Positive",766.862209,0.766862209,1
1,1,18,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",783.551004,0.783551004,1
1,1,19,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Positive",1166.854787,1.166854787,1
1,1,20,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",1266.860038,1.266860038,1
1,1,21,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1350.21163,1.35021163,0
1,1,22,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1116.857096,1.116857096,1
1,1,23,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Positive",1250.28218,1.25028218,1
1,1,24,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",850.213407,0.850213407,1
1,1,25,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",1016.866058,1.016866058,1
1,1,26,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Positive",883.515591,0.883515591,1
1,1,27,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",1383.50276,1.38350276,1
1,1,28,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1516.836646,1.516836646,1
1,1,29,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",1350.167808,1.350167808,1
1,1,30,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Positive",1133.589714,1.133589714,1
1,1,31,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",900.179908,0.900179908,1
1,1,32,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1283.550806,1.283550806,1
1,1,33,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",1166.922297,1.166922297,1
1,1,34,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Positive",1150.20863,1.15020863,1
1,1,35,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Positive",1383.555662,1.383555662,1
1,1,36,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",1066.883093,1.066883093,1
1,1,37,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",1100.199885,1.100199885,1
1,1,38,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1535.141339,1.535141339,1
1,1,39,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",916.864755,0.916864755,1
1,1,40,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Positive",783.539555,0.783539555,0
1,1,41,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",750.259085,0.750259085,1
1,1,42,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",1600.132178,1.600132178,0
1,1,43,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",800.265855,0.800265855,1
1,1,44,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1000.2124,1.0002124,1
1,1,45,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1333.689439,1.333689439,1
1,1,46,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1033.534324,1.033534324,1
1,1,47,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1516.820065,1.516820065,1
1,1,48,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",1616.877823,1.616877823,0
1,1,49,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1083.495298,1.083495298,0
1,1,50,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",966.869157,0.966869157,1
1,1,51,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1033.514979,1.033514979,1
1,1,52,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",816.917145,0.816917145,1
1,1,53,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Positive",1250.188219,1.250188219,1
1,1,54,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Positive",1350.187942,1.350187942,1
1,1,55,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Positive",633.552011,0.633552011,1
1,1,56,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",550.305828,0.550305828,0
1,1,57,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1066.919809,1.066919809,1
1,1,58,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1133.528125,1.133528125,1
1,1,59,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1483.484323,1.483484323,1
1,1,60,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",900.197279,0.900197279,1
1,1,61,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",1200.222112,1.200222112,0
1,1,62,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Positive",850.212222,0.850212222,0
1,1,63,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Positive",966.898372,0.966898372,1
1,1,64,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1116.879205,1.116879205,1
1,1,65,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Positive",762.141244,0.762141244,1
1,1,66,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Positive",733.537522,0.733537522,1
1,1,67,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",1100.191989,1.100191989,1
1,1,68,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1233.528638,1.233528638,1
1,1,69,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Positive",750.214078,0.750214078,1
1,1,70,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Positive",1033.530376,1.033530376,1
1,1,71,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",833.534876,0.833534876,1
1,1,72,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",1366.844364,1.366844364,1
1,1,73,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",950.200892,0.950200892,1
1,1,74,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1066.85072,1.06685072,1
1,1,75,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Positive",800.210979,0.800210979,1
1,1,76,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1066.868091,1.066868091,1
1,1,77,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Positive",700.206123,0.700206123,1
1,1,78,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1100.232258,1.100232258,1
1,1,79,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",816.876876,0.816876876,1
1,1,80,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Positive",1083.52096,1.08352096,1
1,1,81,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Positive",883.531777,0.883531777,1
1,1,82,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",933.549207,0.933549207,1
1,1,83,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Positive",983.578482,0.983578482,1
1,1,84,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",950.199313,0.950199313,1
1,1,85,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",1083.524908,1.083524908,1
1,1,86,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Positive",916.874231,0.916874231,1
1,1,87,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Positive",1285.229477,1.285229477,1
1,1,88,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",833.548694,0.833548694,1
1,1,89,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1150.185731,1.150185731,1
1,1,90,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",766.885107,0.766885107,1
1,1,91,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1116.878415,1.116878415,1
1,1,92,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",900.20557,0.90020557,1
1,1,93,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Positive",766.881159,0.766881159,1
1,1,94,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",900.306638,0.900306638,1
1,1,95,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",816.904116,0.816904116,1
1,1,96,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",766.864183,0.766864183,1
1,2,1,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Positive",864.96573,0.86496573,1
1,2,2,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",800.219664,0.800219664,1
1,2,3,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",816.975574,0.816975574,1
1,2,4,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",883.548753,0.883548753,0
1,2,5,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",666.840377,0.666840377,1
1,2,6,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",866.957868,0.866957868,1
1,2,7,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",916.877389,0.916877389,1
1,2,8,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Bottom",1,"SelfStrong","Strong","white","Self = Positive",783.575086,0.783575086,1
1,2,9,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",733.612138,0.733612138,1
1,2,10,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",1516.822433,1.516822433,1
1,2,11,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1000.207663,1.000207663,1
1,2,12,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1333.579686,1.333579686,1
1,2,13,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1100.20936,1.10020936,1
1,2,14,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1450.169506,1.450169506,1
1,2,15,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Positive",866.889963,0.866889963,1
1,2,16,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",950.196944,0.950196944,1
1,2,17,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Positive",1116.857491,1.116857491,1
1,2,18,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",850.206695,0.850206695,1
1,2,19,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Positive",1033.576962,1.033576962,1
1,2,20,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1100.220414,1.100220414,1
1,2,21,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Positive",766.894187,0.766894187,1
1,2,22,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Positive",816.882008,0.816882008,1
1,2,23,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",883.530988,0.883530988,1
1,2,24,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1033.581304,1.033581304,1
1,2,25,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",933.54526,0.93354526,1
1,2,26,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",965.018356,0.965018356,1
1,2,27,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Positive",1283.487244,1.283487244,1
1,2,28,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1383.518946,1.383518946,1
1,2,29,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",866.876145,0.866876145,1
1,2,30,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1583.484441,1.583484441,1
1,2,31,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",1,"SelfStrong","Strong","white","Self = Positive",1200.196845,1.200196845,1
1,2,32,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",1250.223356,1.250223356,1
1,2,33,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",916.881731,0.916881731,1
1,2,34,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Top",1,"StrangerStrong","Strong","white","Self = Positive",1100.208965,1.100208965,0
1,2,35,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",1,"StrangerStrong","Strong","white","Self = Positive",933.514071,0.933514071,1
1,2,36,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",866.874566,0.866874566,1
1,2,37,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Top",1,"SelfStrong","Strong","white","Self = Positive",1016.876718,1.016876718,1
1,2,38,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",1083.514643,1.083514643,0
1,2,39,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",930.512046,0.930512046,1
1,2,40,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Positive",1050.215223,1.050215223,1
1,2,41,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Bottom",2,"SelfWeak","Weak","white","Self = Positive",1100.224362,1.100224362,1
1,2,42,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",1216.880902,1.216880902,1
1,2,43,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",800.272172,0.800272172,1
1,2,44,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",2,"SelfWeak","Weak","white","Self = Positive",1216.836685,1.216836685,1
1,2,45,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Top",2,"StrangerWeak","Weak","white","Self = Positive",916.929502,0.916929502,1
1,2,46,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Bottom",1,"StrangerStrong","Strong","white","Self = Positive",1200.151444,1.200151444,1
1,2,47,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1150.192048,1.150192048,0
1,2,48,"Male",24,"Right","Ukrainian","Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","k","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",1316.849832,1.316849832,1
1,2,49,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","None","Bottom",2,"StrangerWeak","Weak","white","Self = Positive",NA,NA,3
1,2,50,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Top",2,"SelfWeak","Weak","white","Self = Positive",833.543562,0.833543562,1
1,2,51,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",716.915052,0.716915052,1
1,2,52,"Male",24,"Right","Ukrainian","Self","Matching","Self","Self","Self","Self","l","Bottom",2,"SelfWeak","Weak","white","Self = Positive",583.549977,0.583549977,1
1,2,53,"Male",24,"Right","Ukrainian","Self","Nonmatching","Stranger","Self","Self","Self","k","Top",1,"SelfStrong","Strong","white","Self = Positive",933.535784,0.933535784,1
1,2,54,"Male",24,"Right","Ukrainian","Stranger","Matching","Stranger","Stranger","Stranger","Stranger","l","Top",2,"StrangerWeak","Weak","white","Self = Positive",1116.909604,1.116909604,1
