"","Subject","Age_Participant1","Age_Participant2","StrangerShape","P1Shape","P2Shape","Shape","Matching","Identity","ShapeLoc","Response","RT_ms","RT_sec","ACC","Phase"
"4375",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Matching","Stranger","Top","o",1183.445999,1.183445999,1,2
"4376",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Matching","P1","Top","o",633.479892,0.633479892,1,2
"4377",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Matching","P2","Top","o",566.844861,0.566844861,1,2
"4378",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Matching","Stranger","Top","o",766.796144,0.766796144,1,2
"4379",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Matching","P1","Top","o",600.150335,0.600150335,1,2
"4380",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Matching","Stranger","Top","o",633.509501,0.633509501,1,2
"4381",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P2","Bottom","w",716.74496,0.71674496,1,1
"4382",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","Stranger","Bottom","o",966.822042,0.966822042,0,1
"4383",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","Stranger","Bottom","w",1100.163955,1.100163955,1,1
"4384",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","P2","Bottom","w",716.844051,0.716844051,1,1
"4385",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","P1","Bottom","w",1150.129076,1.150129076,1,1
"4386",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P2","Bottom","o",850.165436,0.850165436,0,1
"4387",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P1","Bottom","w",983.49669,0.98349669,1,1
"4388",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","P2","Bottom","w",1116.813337,1.116813337,1,1
"4389",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","P1","Bottom","w",800.48022,0.80048022,1,1
"4390",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P1","Bottom","w",1133.503776,1.133503776,1,1
"4391",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P2","Bottom","w",783.655158,0.783655158,1,1
"4392",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P1","Bottom","w",750.120312,0.750120312,1,1
"4393",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P2","Bottom","w",716.82826,0.71682826,1,1
"4394",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P2","Bottom","w",950.147394,0.950147394,1,1
"4395",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","P2","Bottom","w",1300.13103,1.30013103,1,1
"4396",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P1","Bottom","w",633.474759,0.633474759,1,1
"4397",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","P1","Bottom","o",550.159553,0.550159553,0,1
"4398",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","P2","Bottom","w",733.501329,0.733501329,1,1
"4399",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","P1","Bottom","w",1100.12803,1.10012803,1,1
"4400",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","Stranger","Bottom","w",866.810475,0.866810475,1,1
"4401",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","Stranger","Bottom","w",633.480681,0.633480681,1,1
"4402",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","Stranger","Bottom","w",900.134109,0.900134109,1,1
"4403",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","P1","Bottom","w",800.088196,0.800088196,1,1
"4404",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","P2","Bottom","w",800.168337,0.800168337,1,1
"4405",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","Stranger","Bottom","o",700.207698,0.700207698,0,1
"4406",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","Stranger","Bottom","w",1083.449434,1.083449434,1,1
"4407",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P1","Bottom","o",483.496098,0.483496098,0,1
"4408",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","Stranger","Bottom","w",983.820811,0.983820811,1,1
"4409",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","P1","Bottom","w",800.139518,0.800139518,1,1
"4410",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P2","Bottom","w",916.843893,0.916843893,1,1
"4411",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","Stranger","Bottom","w",733.483958,0.733483958,1,1
"4412",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P1","Bottom","w",1083.472726,1.083472726,1,1
"4413",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P1","Bottom","w",600.426292,0.600426292,1,1
"4414",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","P2","Bottom","w",767.089076,0.767089076,1,1
"4415",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","Stranger","Bottom","w",683.50423,0.68350423,1,1
"4416",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","Stranger","Bottom","w",1016.794269,1.016794269,1,1
"4417",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","P2","Bottom","w",900.158191,0.900158191,1,1
"4418",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","P2","Bottom","w",616.814324,0.616814324,1,1
"4419",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","P1","Bottom","w",666.799973,0.666799973,1,1
"4420",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","P2","Bottom","w",633.47318,0.63347318,1,1
"4421",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","P1","Bottom","w",750.183083,0.750183083,1,1
"4422",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","P1","Bottom","w",700.170983,0.700170983,1,1
"4423",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","P1","Bottom","w",700.165061,0.700165061,1,1
"4424",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P2","Bottom","o",800.205842,0.800205842,0,1
"4425",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","P2","Bottom","w",833.461574,0.833461574,1,1
"4426",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","Stranger","Bottom","w",1033.497341,1.033497341,1,1
"4427",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P1","Bottom","w",1000.142913,1.000142913,1,1
"4428",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P2","Bottom","w",700.127161,0.700127161,1,1
"4429",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P2","Bottom","w",966.795196,0.966795196,1,1
"4430",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","Stranger","Bottom","o",583.516745,0.583516745,0,1
"4431",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","Stranger","Bottom","w",800.504697,0.800504697,1,1
"4432",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P2","Bottom","w",716.801414,0.716801414,1,1
"4433",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","P2","Bottom","w",933.452217,0.933452217,1,2
"4434",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","Stranger","Bottom","w",900.149901,0.900149901,1,2
"4435",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P1","Bottom","o",616.820246,0.616820246,0,2
"4436",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","Stranger","Bottom","w",1400.172601,1.400172601,1,2
"4437",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","Stranger","Bottom","w",1033.494183,1.033494183,1,2
"4438",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","Stranger","Bottom","w",833.769903,0.833769903,1,2
"4439",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P2","Bottom","w",1116.802678,1.116802678,1,2
"4440",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","P2","Bottom","w",733.475273,0.733475273,1,2
"4441",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","P2","Bottom","w",700.198223,0.700198223,1,2
"4442",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","P1","Bottom","w",1000.14844,1.00014844,1,2
"4443",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","P2","Bottom","w",950.100809,0.950100809,1,2
"4444",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","P1","Bottom","w",783.481846,0.783481846,1,2
"4445",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P1","Bottom","w",783.482635,0.783482635,1,2
"4446",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","Stranger","Bottom","w",883.519469,0.883519469,1,2
"4447",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","Stranger","Bottom","w",666.81616,0.66681616,1,2
"4448",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P2","Bottom","w",650.147433,0.650147433,1,2
"4449",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P2","Bottom","w",850.163857,0.850163857,1,2
"4450",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","Stranger","Bottom","w",1133.4793,1.1334793,1,2
"4451",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","P2","Bottom","w",650.172305,0.650172305,1,2
"4452",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P1","Bottom","w",900.162929,0.900162929,1,2
"4453",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P2","Bottom","w",666.942886,0.666942886,1,2
"4454",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","Stranger","Bottom","w",833.535004,0.833535004,1,2
"4455",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","P1","Bottom","w",733.494222,0.733494222,1,2
"4456",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P2","Bottom","w",683.485281,0.683485281,1,2
"4457",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","Stranger","Bottom","w",766.847466,0.766847466,1,2
"4458",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","Stranger","Bottom","w",800.141492,0.800141492,1,2
"4459",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P1","Bottom","w",600.136518,0.600136518,1,2
"4460",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P2","Bottom","w",850.158724,0.850158724,1,2
"4461",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P2","Bottom","w",433.52545,0.43352545,1,2
"4462",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","P1","Bottom","o",616.838801,0.616838801,0,2
"4463",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","Stranger","Bottom","o",583.49819,0.58349819,0,2
"4464",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P1","Bottom","w",633.488182,0.633488182,1,2
"4465",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","P1","Bottom","w",733.418818,0.733418818,1,2
"4466",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","P2","Bottom","w",533.826792,0.533826792,1,2
"4467",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P1","Bottom","w",666.813396,0.666813396,1,2
"4468",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","P1","Bottom","w",616.842354,0.616842354,1,2
"4469",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","Stranger","Bottom","w",767.087892,0.767087892,1,2
"4470",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P1","Bottom","w",1033.47247,1.03347247,1,2
"4471",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","Stranger","Bottom","o",616.779188,0.616779188,0,2
"4472",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","Stranger","Bottom","w",700.172562,0.700172562,1,2
"4473",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","P2","Bottom","w",966.821252,0.966821252,1,2
"4474",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","Stranger","Bottom","w",1083.472332,1.083472332,1,2
"4475",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","P2","Bottom","w",750.161369,0.750161369,1,2
"4476",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","Stranger","Bottom","w",1233.44823,1.23344823,1,2
"4477",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P2","Bottom","w",866.796262,0.866796262,1,2
"4478",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P1","Bottom","o",466.81079,0.46681079,0,2
"4479",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","P2","Bottom","w",783.474345,0.783474345,1,2
"4480",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","P2","Bottom","w",716.835761,0.716835761,1,2
"4481",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","P1","Bottom","w",1067.089037,1.067089037,1,2
"4482",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P2","Bottom","w",800.212159,0.800212159,1,2
"4483",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","P1","Bottom","w",800.13557,0.80013557,1,2
"4484",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P2","Bottom","w",783.477503,0.783477503,1,2
"4485",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","P2","Top","w",583.543196,0.583543196,1,1
"4486",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","Stranger","Top","w",1300.44686,1.30044686,1,1
"4487",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","Stranger","Top","w",1250.474239,1.250474239,1,1
"4488",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P2","Top","w",883.490255,0.883490255,1,1
"4489",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P1","Top","w",850.159119,0.850159119,1,1
"4490",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","Stranger","Top","w",833.481708,0.833481708,1,1
"4491",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","P2","Top","w",816.841406,0.816841406,1,1
"4492",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","P2","Top","w",883.506046,0.883506046,1,1
"4493",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","P2","Top","w",966.848493,0.966848493,1,1
"4494",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","P1","Top","o",416.867383,0.416867383,0,1
"4495",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","Stranger","Top","w",1467.124252,1.467124252,1,1
"4496",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P2","Top","w",900.173983,0.900173983,1,1
"4497",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","Stranger","Top","o",733.521068,0.733521068,0,1
"4498",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","Stranger","Top","w",1466.778023,1.466778023,1,1
"4499",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P1","Top","w",1300.119581,1.300119581,1,1
"4500",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P2","Top","o",766.8222,0.7668222,0,1
"4501",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P2","Top","w",800.150572,0.800150572,1,1
"4502",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","Stranger","Top","w",1050.079609,1.050079609,1,1
"4503",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","Stranger","Top","w",1183.479951,1.183479951,1,1
"4504",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","P2","Top","w",800.150572,0.800150572,1,1
"4505",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P1","Top","w",883.485912,0.883485912,1,1
"4506",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","P1","Top","w",916.786649,0.916786649,1,1
"4507",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","P1","Top","w",883.499335,0.883499335,1,1
"4508",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","Stranger","Top","w",600.121121,0.600121121,1,1
"4509",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","Stranger","Top","w",983.508139,0.983508139,1,1
"4510",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P2","Top","o",633.531214,0.633531214,0,1
"4511",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P1","Top","o",533.526753,0.533526753,0,1
"4512",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","P1","Top","w",1050.131721,1.050131721,1,1
"4513",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","P1","Top","w",1166.775694,1.166775694,1,1
"4514",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","Stranger","Top","w",1350.372897,1.350372897,1,1
"4515",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P1","Top","w",1083.702888,1.083702888,1,1
"4516",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","P1","Top","w",1150.428325,1.150428325,1,1
"4517",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","P2","Top","o",717.174094,0.717174094,0,1
"4518",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","Stranger","Top","o",633.428174,0.633428174,0,1
"4519",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","P1","Top","w",1000.107382,1.000107382,1,1
"4520",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","Stranger","Top","w",983.4959,0.9834959,1,1
"4521",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P2","Top","w",1150.1121,1.1501121,1,1
"4522",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","Stranger","Top","w",1166.78201,1.16678201,1,1
"4523",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","Stranger","Top","w",866.869693,0.866869693,1,1
"4524",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","Stranger","Top","w",766.789432,0.766789432,1,1
"4525",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P2","Top","w",666.817344,0.666817344,1,1
"4526",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P1","Top","w",816.794821,0.816794821,1,1
"4527",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","P1","Top","w",1050.421495,1.050421495,1,1
"4528",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","P2","Top","w",716.824312,0.716824312,1,1
"4529",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P1","Top","w",1167.202065,1.167202065,1,1
"4530",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P2","Top","w",983.476556,0.983476556,1,1
"4531",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","Stranger","Top","o",566.82749,0.56682749,0,1
"4532",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","P2","Top","w",800.136754,0.800136754,1,1
"4533",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","P2","Top","w",700.167824,0.700167824,1,1
"4534",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","P1","Top","w",1050.168041,1.050168041,1,1
"4535",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","Stranger","Top","w",733.510014,0.733510014,1,1
"4536",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","Stranger","Top","w",700.144927,0.700144927,1,1
"4537",10,20,24,"DIAMOND","STAR","PENTAGON","P2","Nonmatching","Stranger","Top","w",1033.543137,1.033543137,1,1
"4538",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P2","Top","o",633.464495,0.633464495,0,1
"4539",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P2","Top","w",1000.13107,1.00013107,1,1
"4540",10,20,24,"DIAMOND","STAR","PENTAGON","P1","Nonmatching","P2","Top","w",566.84565,0.56684565,1,1
"4541",10,20,24,"DIAMOND","STAR","PENTAGON","Stranger","Nonmatching","P1","Top","w",916.744012,0.916744012,1,1
"4542",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P2","Top","w",550.184425,0.550184425,1,2
"4543",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","Stranger","Top","o",783.458948,0.783458948,0,2
"4544",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","P2","Top","w",1233.452572,1.233452572,1,2
"4545",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","Stranger","Top","o",1066.793341,1.066793341,0,2
"4546",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P2","Top","w",733.549888,0.733549888,1,2
"4547",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","Stranger","Top","o",733.481194,0.733481194,0,2
"4548",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","P1","Top","o",633.485814,0.633485814,0,2
"4549",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P1","Top","w",666.798394,0.666798394,1,2
"4550",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","P2","Top","w",783.497637,0.783497637,1,2
"4551",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","Stranger","Top","w",666.839057,0.666839057,1,2
"4552",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P1","Top","w",1066.790577,1.066790577,1,2
"4553",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","P2","Top","o",566.832622,0.566832622,0,2
"4554",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","P1","Top","w",1083.469963,1.083469963,1,2
"4555",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","Stranger","Top","w",900.130556,0.900130556,1,2
"4556",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","P1","Top","o",433.521502,0.433521502,0,2
"4557",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P2","Top","w",683.473832,0.683473832,1,2
"4558",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","P1","Top","w",883.503678,0.883503678,1,2
"4559",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P2","Top","o",683.529497,0.683529497,0,2
"4560",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P1","Top","w",916.822575,0.916822575,1,2
"4561",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","P1","Top","w",866.74494,0.86674494,1,2
"4562",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P2","Top","w",700.176904,0.700176904,1,2
"4563",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","P2","Top","w",633.51937,0.63351937,1,2
"4564",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","Stranger","Top","w",850.1757,0.8501757,1,2
"4565",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","Stranger","Top","w",800.194393,0.800194393,1,2
"4566",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P1","Top","w",716.817601,0.716817601,1,2
"4567",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","Stranger","Top","w",883.498545,0.883498545,1,2
"4568",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P1","Top","w",783.51185,0.78351185,1,2
"4569",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","P2","Top","w",833.482102,0.833482102,1,2
"4570",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","P1","Top","w",583.586228,0.583586228,1,2
"4571",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","P2","Top","w",766.845492,0.766845492,1,2
"4572",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","P2","Top","w",600.179549,0.600179549,1,2
"4573",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P2","Top","w",566.8267,0.5668267,1,2
"4574",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P1","Top","w",950.154895,0.950154895,1,2
"4575",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","Stranger","Top","w",650.164409,0.650164409,1,2
"4576",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","P1","Top","w",716.866949,0.716866949,1,2
"4577",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","P2","Top","w",733.458297,0.733458297,1,2
"4578",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P2","Top","w",733.501723,0.733501723,1,2
"4579",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","P1","Top","w",567.105815,0.567105815,1,2
"4580",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P1","Top","w",1350.151421,1.350151421,1,2
"4581",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P2","Top","w",700.146111,0.700146111,1,2
"4582",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P1","Top","w",466.856981,0.466856981,1,2
"4583",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","P1","Top","w",1383.435972,1.383435972,1,2
"4584",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P2","Top","w",850.168199,0.850168199,1,2
"4585",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","P2","Top","w",550.208112,0.550208112,1,2
"4586",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","Stranger","Top","w",483.494124,0.483494124,1,2
"4587",10,20,24,"PENTAGON","DIAMOND","STAR","P1","Nonmatching","Stranger","Top","w",1016.805717,1.016805717,1,2
"4588",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P1","Top","w",600.17797,0.60017797,1,2
"4589",10,20,24,"PENTAGON","DIAMOND","STAR","P2","Nonmatching","Stranger","Top","w",1000.1212,1.0001212,1,2
"4590",10,20,24,"PENTAGON","DIAMOND","STAR","Stranger","Nonmatching","P2","Top","w",733.473694,0.733473694,1,2
