"","Subject","Age_Participant1","Age_Participant2","StrangerShape","P1Shape","P2Shape","Shape","Matching","Identity","ShapeLoc","Response","RT_ms","RT_sec","ACC","Phase"
"221",1,23,21,"TRIANGLE","PENTAGON","STAR","P1","Matching","P1","Top","w",666.808264,0.666808264,1,2
"222",1,23,21,"TRIANGLE","PENTAGON","STAR","Stranger","Matching","Stranger","Top","w",716.813258,0.716813258,1,2
"223",1,23,21,"TRIANGLE","PENTAGON","STAR","P2","Matching","P2","Top","w",683.527918,0.683527918,1,2
"224",1,23,21,"TRIANGLE","PENTAGON","STAR","P2","Matching","P2","Top","w",866.847585,0.866847585,1,2
"225",1,23,21,"TRIANGLE","PENTAGON","STAR","P1","Matching","P1","Top","w",833.924265,0.833924265,1,2
"226",1,23,21,"TRIANGLE","PENTAGON","STAR","P1","Matching","P1","Top","w",616.813929,0.616813929,1,2
"227",1,23,21,"TRIANGLE","PENTAGON","STAR","Stranger","Matching","Stranger","Top","w",733.478036,0.733478036,1,2
"228",1,23,21,"TRIANGLE","PENTAGON","STAR","P2","Matching","P2","Top","w",700.133083,0.700133083,1,2
"229",1,23,21,"TRIANGLE","PENTAGON","STAR","Stranger","Matching","Stranger","Top","w",600.080063,0.600080063,1,2
"230",1,23,21,"TRIANGLE","PENTAGON","STAR","Stranger","Matching","Stranger","Top","w",800.19084,0.80019084,1,2
"231",1,23,21,"TRIANGLE","PENTAGON","STAR","P2","Matching","P2","Top","w",883.506046,0.883506046,1,2
"232",1,23,21,"TRIANGLE","PENTAGON","STAR","P2","Matching","P2","Top","w",850.447709,0.850447709,1,2
"233",1,23,21,"TRIANGLE","PENTAGON","STAR","Stranger","Matching","Stranger","Top","w",616.796953,0.616796953,1,2
"234",1,23,21,"TRIANGLE","PENTAGON","STAR","Stranger","Matching","Stranger","Top","w",750.106494,0.750106494,1,2
"235",1,23,21,"TRIANGLE","PENTAGON","STAR","P1","Matching","P1","Top","o",850.128326,0.850128326,0,2
"236",1,23,21,"TRIANGLE","PENTAGON","STAR","Stranger","Matching","Stranger","Top","w",600.204026,0.600204026,1,2
"237",1,23,21,"TRIANGLE","PENTAGON","STAR","P1","Matching","P1","Top","w",650.14388,0.65014388,1,2
"238",1,23,21,"TRIANGLE","PENTAGON","STAR","P2","Matching","P2","Top","w",766.827332,0.766827332,1,2
"239",1,23,21,"TRIANGLE","PENTAGON","STAR","P1","Matching","P1","Top","w",783.56791,0.78356791,1,2
"240",1,23,21,"TRIANGLE","PENTAGON","STAR","P1","Matching","P1","Top","w",616.819851,0.616819851,1,2
"241",1,23,21,"STAR","TRIANGLE","PENTAGON","P1","Nonmatching","P2","Bottom","o",783.496453,0.783496453,1,1
"242",1,23,21,"STAR","TRIANGLE","PENTAGON","Stranger","Nonmatching","P1","Bottom","o",650.179411,0.650179411,1,1
"243",1,23,21,"STAR","TRIANGLE","PENTAGON","P2","Nonmatching","P1","Bottom","w",566.874075,0.566874075,0,1
"244",1,23,21,"STAR","TRIANGLE","PENTAGON","P1","Nonmatching","P2","Bottom","o",967.094051,0.967094051,1,1
"245",1,23,21,"STAR","TRIANGLE","PENTAGON","Stranger","Nonmatching","P2","Bottom","o",600.178365,0.600178365,1,1
"246",1,23,21,"STAR","TRIANGLE","PENTAGON","P2","Nonmatching","P1","Bottom","o",700.117291,0.700117291,1,1
"247",1,23,21,"STAR","TRIANGLE","PENTAGON","Stranger","Nonmatching","P2","Bottom","o",700.153217,0.700153217,1,1
"248",1,23,21,"STAR","TRIANGLE","PENTAGON","P1","Nonmatching","P2","Bottom","o",683.460804,0.683460804,1,1
"249",1,23,21,"STAR","TRIANGLE","PENTAGON","P2","Nonmatching","Stranger","Bottom","o",1416.785267,1.416785267,1,1
"250",1,23,21,"STAR","TRIANGLE","PENTAGON","P1","Nonmatching","Stranger","Bottom","o",1383.454527,1.383454527,1,1
"251",1,23,21,"STAR","TRIANGLE","PENTAGON","P2","Nonmatching","P1","Bottom","o",866.818765,0.866818765,1,1
"252",1,23,21,"STAR","TRIANGLE","PENTAGON","Stranger","Nonmatching","P2","Bottom","o",616.836432,0.616836432,1,1
"253",1,23,21,"STAR","TRIANGLE","PENTAGON","P1","Nonmatching","Stranger","Bottom","o",1383.51256,1.38351256,1,1
"254",1,23,21,"STAR","TRIANGLE","PENTAGON","P2","Nonmatching","P1","Bottom","o",733.496986,0.733496986,1,1
"255",1,23,21,"STAR","TRIANGLE","PENTAGON","Stranger","Nonmatching","P2","Bottom","o",833.769508,0.833769508,1,1
"256",1,23,21,"STAR","TRIANGLE","PENTAGON","P2","Nonmatching","P1","Bottom","o",1366.819357,1.366819357,1,1
"257",1,23,21,"STAR","TRIANGLE","PENTAGON","P2","Nonmatching","Stranger","Bottom","o",1016.814403,1.016814403,1,1
"258",1,23,21,"STAR","TRIANGLE","PENTAGON","P1","Nonmatching","P2","Bottom","o",866.808501,0.866808501,1,1
"259",1,23,21,"STAR","TRIANGLE","PENTAGON","P2","Nonmatching","Stranger","Bottom","o",767.129739,0.767129739,1,1
"260",1,23,21,"STAR","TRIANGLE","PENTAGON","P1","Nonmatching","P2","Bottom","o",1100.090525,1.100090525,1,1
"261",1,23,21,"STAR","TRIANGLE","PENTAGON","Stranger","Nonmatching","P1","Bottom","o",1150.09394,1.15009394,1,1
"262",1,23,21,"STAR","TRIANGLE","PENTAGON","P2","Nonmatching","Stranger","Bottom","o",1333.451506,1.333451506,1,1
"263",1,23,21,"STAR","TRIANGLE","PENTAGON","Stranger","Nonmatching","P2","Bottom","o",1283.438222,1.283438222,1,1
"264",1,23,21,"STAR","TRIANGLE","PENTAGON","P2","Nonmatching","Stranger","Bottom","o",1217.140734,1.217140734,1,1
