"X","Subject","Matching","Identity","RT_ms","RT_sec","ACC"
208,1,"Nonmatching","Self",769,0.769,1
209,1,"Nonmatching","Self",696,0.696,1
210,1,"Nonmatching","Self",693,0.693,1
211,1,"Nonmatching","Self",723,0.723,1
212,1,"Nonmatching","Self",1008,1.008,1
213,1,"Nonmatching","Self",979,0.979,1
214,1,"Nonmatching","Self",391,0.391,1
215,1,"Nonmatching","Self",899,0.899,1
216,1,"Nonmatching","Self",644,0.644,1
217,1,"Nonmatching","Friend",289,0.289,0
218,1,"Nonmatching","Friend",257,0.257,0
219,1,"Nonmatching","Friend",871,0.871,0
220,1,"Nonmatching","Friend",249,0.249,0
221,1,"Nonmatching","Friend",425,0.425,0
222,1,"Nonmatching","Friend",494,0.494,0
223,1,"Nonmatching","Friend",540,0.54,0
224,1,"Nonmatching","Friend",316,0.316,0
225,1,"Nonmatching","Friend",505,0.505,0
226,1,"Nonmatching","Friend",791,0.791,0
227,1,"Nonmatching","Friend",554,0.554,0
228,1,"Nonmatching","Friend",690,0.69,0
229,1,"Nonmatching","Friend",516,0.516,0
230,1,"Nonmatching","Friend",505,0.505,0
231,1,"Nonmatching","Friend",473,0.473,0
232,1,"Nonmatching","Friend",245,0.245,0
233,1,"Nonmatching","Friend",512,0.512,0
234,1,"Nonmatching","Friend",547,0.547,0
235,1,"Nonmatching","Friend",502,0.502,0
236,1,"Nonmatching","Friend",534,0.534,0
237,1,"Nonmatching","Friend",517,0.517,0
238,1,"Nonmatching","Friend",615,0.615,0
239,1,"Nonmatching","Friend",457,0.457,1
240,1,"Nonmatching","Friend",528,0.528,1
241,1,"Nonmatching","Friend",429,0.429,1
242,1,"Nonmatching","Friend",548,0.548,1
243,1,"Nonmatching","Friend",771,0.771,1
244,1,"Nonmatching","Friend",688,0.688,1
245,1,"Nonmatching","Friend",973,0.973,1
246,1,"Nonmatching","Friend",652,0.652,1
247,1,"Nonmatching","Friend",544,0.544,1
248,1,"Nonmatching","Friend",631,0.631,1
249,1,"Nonmatching","Friend",509,0.509,1
250,1,"Nonmatching","Friend",777,0.777,1
251,1,"Nonmatching","Friend",340,0.34,1
252,1,"Nonmatching","Friend",467,0.467,1
253,1,"Nonmatching","Friend",413,0.413,1
254,1,"Nonmatching","Friend",502,0.502,1
255,1,"Nonmatching","Friend",466,0.466,1
256,1,"Nonmatching","Friend",661,0.661,1
257,1,"Nonmatching","Friend",712,0.712,1
258,1,"Nonmatching","Friend",840,0.84,1
259,1,"Nonmatching","Friend",710,0.71,1
260,1,"Nonmatching","Friend",811,0.811,1
261,1,"Nonmatching","Friend",607,0.607,1
262,1,"Nonmatching","Friend",980,0.98,1
263,1,"Nonmatching","Friend",536,0.536,1
264,1,"Nonmatching","Friend",472,0.472,1
265,1,"Nonmatching","Friend",638,0.638,1
266,1,"Nonmatching","Friend",1018,1.018,1
267,1,"Nonmatching","Friend",525,0.525,1
268,1,"Nonmatching","Friend",454,0.454,1
269,1,"Nonmatching","Friend",732,0.732,1
270,1,"Nonmatching","Friend",693,0.693,1
271,1,"Nonmatching","Friend",583,0.583,1
272,1,"Nonmatching","Friend",1038,1.038,1
273,1,"Nonmatching","Friend",881,0.881,1
274,1,"Nonmatching","Friend",481,0.481,1
275,1,"Nonmatching","Friend",802,0.802,1
276,1,"Nonmatching","Friend",852,0.852,1
277,1,"Nonmatching","Friend",648,0.648,1
278,1,"Nonmatching","Friend",421,0.421,1
279,1,"Nonmatching","Friend",882,0.882,1
280,1,"Nonmatching","Friend",736,0.736,1
281,1,"Nonmatching","Friend",677,0.677,1
282,1,"Nonmatching","Friend",690,0.69,1
283,1,"Nonmatching","Friend",931,0.931,1
284,1,"Nonmatching","Friend",469,0.469,1
285,1,"Nonmatching","Friend",982,0.982,1
286,1,"Nonmatching","Friend",536,0.536,1
287,1,"Nonmatching","Friend",658,0.658,1
288,1,"Nonmatching","Friend",831,0.831,1
289,1,"Nonmatching","Friend",755,0.755,1
290,1,"Nonmatching","Friend",740,0.74,1
291,1,"Nonmatching","Friend",625,0.625,1
292,1,"Nonmatching","Friend",615,0.615,1
293,1,"Nonmatching","Friend",618,0.618,1
294,1,"Nonmatching","Friend",487,0.487,1
295,1,"Nonmatching","Friend",529,0.529,1
296,2,"Matching","Self",329,0.329,0
297,2,"Matching","Self",460,0.46,0
298,2,"Matching","Self",348,0.348,0
299,2,"Matching","Self",301,0.301,0
300,2,"Matching","Self",389,0.389,0
301,2,"Matching","Self",372,0.372,0
302,2,"Matching","Self",342,0.342,0
303,2,"Matching","Self",364,0.364,0
304,2,"Matching","Self",382,0.382,0
305,2,"Matching","Self",639,0.639,0
306,2,"Matching","Self",442,0.442,0
307,2,"Matching","Self",930,0.93,0
308,2,"Matching","Self",542,0.542,1
309,2,"Matching","Self",530,0.53,1
310,2,"Matching","Self",338,0.338,1
311,2,"Matching","Self",369,0.369,1
312,2,"Matching","Self",646,0.646,1
313,2,"Matching","Self",583,0.583,1
314,2,"Matching","Self",571,0.571,1
315,2,"Matching","Self",577,0.577,1
316,2,"Matching","Self",456,0.456,1
317,2,"Matching","Self",667,0.667,1
318,2,"Matching","Self",378,0.378,1
319,2,"Matching","Self",601,0.601,1
320,2,"Matching","Self",574,0.574,1
321,2,"Matching","Self",637,0.637,1
322,2,"Matching","Self",736,0.736,1
323,2,"Matching","Self",426,0.426,1
324,2,"Matching","Self",531,0.531,1
325,2,"Matching","Self",566,0.566,1
326,2,"Matching","Self",609,0.609,1
327,2,"Matching","Self",483,0.483,1
328,2,"Matching","Self",352,0.352,1
329,2,"Matching","Self",294,0.294,1
330,2,"Matching","Self",470,0.47,1
331,2,"Matching","Self",498,0.498,1
332,2,"Matching","Self",364,0.364,1
333,2,"Matching","Self",1060,1.06,1
334,2,"Matching","Self",461,0.461,1
335,2,"Matching","Self",508,0.508,1
336,2,"Matching","Self",309,0.309,1
337,2,"Matching","Self",428,0.428,1
338,2,"Matching","Self",485,0.485,1
339,2,"Matching","Self",355,0.355,1
340,2,"Matching","Self",610,0.61,1
341,2,"Matching","Self",630,0.63,1
342,2,"Matching","Self",597,0.597,1
343,2,"Matching","Self",852,0.852,1
344,2,"Matching","Self",922,0.922,1
345,2,"Matching","Self",766,0.766,1
346,2,"Matching","Self",304,0.304,1
347,2,"Matching","Self",355,0.355,1
348,2,"Matching","Self",639,0.639,1
349,2,"Matching","Self",495,0.495,1
350,2,"Matching","Self",607,0.607,1
351,2,"Matching","Self",384,0.384,1
352,2,"Matching","Self",494,0.494,1
353,2,"Matching","Self",710,0.71,1
354,2,"Matching","Self",349,0.349,1
355,2,"Matching","Self",516,0.516,1
356,2,"Matching","Self",742,0.742,1
357,2,"Matching","Self",629,0.629,1
358,2,"Matching","Self",654,0.654,1
359,2,"Matching","Self",598,0.598,1
360,2,"Matching","Self",566,0.566,1
361,2,"Matching","Self",405,0.405,1
362,2,"Matching","Self",498,0.498,1
363,2,"Matching","Self",529,0.529,1
364,2,"Matching","Self",408,0.408,1
365,2,"Matching","Self",543,0.543,1
366,2,"Matching","Self",543,0.543,1
367,2,"Matching","Self",438,0.438,1
368,2,"Matching","Self",425,0.425,1
369,2,"Matching","Self",393,0.393,1
370,2,"Matching","Self",530,0.53,1
371,2,"Matching","Self",560,0.56,1
372,2,"Matching","Self",549,0.549,1
373,2,"Matching","Self",391,0.391,1
374,2,"Matching","Self",399,0.399,1
375,2,"Matching","Self",394,0.394,1
376,2,"Matching","Self",425,0.425,1
377,2,"Matching","Self",444,0.444,1
378,2,"Matching","Self",626,0.626,1
379,2,"Matching","Self",433,0.433,1
380,2,"Matching","Self",464,0.464,1
381,2,"Matching","Self",539,0.539,1
382,2,"Matching","Self",498,0.498,1
383,2,"Matching","Self",890,0.89,1
384,2,"Matching","Self",524,0.524,1
385,2,"Matching","Self",500,0.5,1
386,2,"Matching","Friend",559,0.559,0
387,2,"Matching","Friend",630,0.63,0
388,2,"Matching","Friend",501,0.501,0
389,2,"Matching","Friend",659,0.659,0
390,2,"Matching","Friend",388,0.388,0
391,2,"Matching","Friend",476,0.476,0
392,2,"Matching","Friend",259,0.259,0
393,2,"Matching","Friend",515,0.515,0
394,2,"Matching","Friend",367,0.367,0
395,2,"Matching","Friend",367,0.367,0
396,2,"Matching","Friend",712,0.712,0
397,2,"Matching","Friend",626,0.626,0
398,2,"Matching","Friend",376,0.376,0
399,2,"Matching","Friend",219,0.219,0
400,2,"Matching","Friend",394,0.394,0
401,2,"Matching","Friend",480,0.48,0
402,2,"Matching","Friend",1063,1.063,0
403,2,"Matching","Friend",551,0.551,0
404,2,"Matching","Friend",557,0.557,0
405,2,"Matching","Friend",586,0.586,0
406,2,"Matching","Friend",572,0.572,0
407,2,"Matching","Friend",603,0.603,0
408,2,"Matching","Friend",432,0.432,0
409,2,"Matching","Friend",521,0.521,0
410,2,"Matching","Friend",684,0.684,0
411,2,"Matching","Friend",842,0.842,0
412,2,"Matching","Friend",731,0.731,1
413,2,"Matching","Friend",360,0.36,1
414,2,"Matching","Friend",952,0.952,1
415,2,"Matching","Friend",421,0.421,1
416,2,"Matching","Friend",595,0.595,1
417,2,"Matching","Friend",313,0.313,1
418,2,"Matching","Friend",383,0.383,1
419,2,"Matching","Friend",255,0.255,1
420,2,"Matching","Friend",697,0.697,1
421,2,"Matching","Friend",409,0.409,1
422,2,"Matching","Friend",763,0.763,1
423,2,"Matching","Friend",764,0.764,1
424,2,"Matching","Friend",407,0.407,1
425,2,"Matching","Friend",602,0.602,1
426,2,"Matching","Friend",830,0.83,1
427,2,"Matching","Friend",1022,1.022,1
428,2,"Matching","Friend",1070,1.07,1
429,2,"Matching","Friend",368,0.368,1
430,2,"Matching","Friend",373,0.373,1
431,2,"Matching","Friend",560,0.56,1
432,2,"Matching","Friend",362,0.362,1
433,2,"Matching","Friend",945,0.945,1
434,2,"Matching","Friend",637,0.637,1
435,2,"Matching","Friend",632,0.632,1
436,2,"Matching","Friend",722,0.722,1
437,2,"Matching","Friend",882,0.882,1
438,2,"Matching","Friend",674,0.674,1
439,2,"Matching","Friend",775,0.775,1
440,2,"Matching","Friend",476,0.476,1
441,2,"Matching","Friend",543,0.543,1
442,2,"Matching","Friend",601,0.601,1
443,2,"Matching","Friend",401,0.401,1
444,2,"Matching","Friend",678,0.678,1
445,2,"Matching","Friend",686,0.686,1
446,2,"Matching","Friend",365,0.365,1
447,2,"Matching","Friend",431,0.431,1
448,2,"Matching","Friend",686,0.686,1
449,2,"Matching","Friend",350,0.35,1
450,2,"Matching","Friend",529,0.529,1
451,2,"Matching","Friend",559,0.559,1
452,2,"Matching","Friend",498,0.498,1
453,2,"Matching","Friend",616,0.616,1
454,2,"Matching","Friend",418,0.418,1
455,2,"Matching","Friend",422,0.422,1
456,2,"Matching","Friend",367,0.367,1
457,2,"Matching","Friend",467,0.467,1
458,2,"Matching","Friend",406,0.406,1
459,2,"Matching","Friend",363,0.363,1
460,2,"Matching","Friend",512,0.512,1
461,2,"Matching","Friend",515,0.515,1
462,2,"Matching","Friend",517,0.517,1
463,2,"Matching","Friend",689,0.689,1
464,2,"Matching","Friend",493,0.493,1
465,2,"Matching","Friend",685,0.685,1
466,2,"Matching","Friend",841,0.841,1
467,2,"Matching","Friend",968,0.968,1
468,2,"Matching","Friend",583,0.583,1
469,2,"Matching","Friend",643,0.643,1
470,2,"Matching","Friend",821,0.821,1
471,2,"Matching","Friend",648,0.648,1
472,2,"Nonmatching","Self",432,0.432,0
473,2,"Nonmatching","Self",385,0.385,0
474,2,"Nonmatching","Self",402,0.402,0
475,2,"Nonmatching","Self",377,0.377,0
476,2,"Nonmatching","Self",374,0.374,0
477,2,"Nonmatching","Self",627,0.627,0
478,2,"Nonmatching","Self",551,0.551,0
479,2,"Nonmatching","Self",450,0.45,0
480,2,"Nonmatching","Self",557,0.557,0
481,2,"Nonmatching","Self",493,0.493,0
482,2,"Nonmatching","Self",291,0.291,0
483,2,"Nonmatching","Self",591,0.591,0
484,2,"Nonmatching","Self",555,0.555,0
485,2,"Nonmatching","Self",540,0.54,0
486,2,"Nonmatching","Self",647,0.647,1
487,2,"Nonmatching","Self",735,0.735,1
488,2,"Nonmatching","Self",507,0.507,1
489,2,"Nonmatching","Self",286,0.286,1
490,2,"Nonmatching","Self",386,0.386,1
491,2,"Nonmatching","Self",871,0.871,1
492,2,"Nonmatching","Self",772,0.772,1
493,2,"Nonmatching","Self",921,0.921,1
494,2,"Nonmatching","Self",598,0.598,1
495,2,"Nonmatching","Self",458,0.458,1
496,2,"Nonmatching","Self",754,0.754,1
497,2,"Nonmatching","Self",845,0.845,1
498,2,"Nonmatching","Self",536,0.536,1
499,2,"Nonmatching","Self",601,0.601,1
500,2,"Nonmatching","Self",738,0.738,1
501,2,"Nonmatching","Self",593,0.593,1
502,2,"Nonmatching","Self",600,0.6,1
503,2,"Nonmatching","Self",476,0.476,1
504,2,"Nonmatching","Self",663,0.663,1
505,2,"Nonmatching","Self",460,0.46,1
506,2,"Nonmatching","Self",425,0.425,1
507,2,"Nonmatching","Self",393,0.393,1
508,2,"Nonmatching","Self",648,0.648,1
509,2,"Nonmatching","Self",469,0.469,1
510,2,"Nonmatching","Self",600,0.6,1
511,2,"Nonmatching","Self",492,0.492,1
512,2,"Nonmatching","Self",530,0.53,1
513,2,"Nonmatching","Self",709,0.709,1
514,2,"Nonmatching","Self",402,0.402,1
515,2,"Nonmatching","Self",388,0.388,1
516,2,"Nonmatching","Self",673,0.673,1
517,2,"Nonmatching","Self",493,0.493,1
518,2,"Nonmatching","Self",419,0.419,1
519,2,"Nonmatching","Self",683,0.683,1
520,2,"Nonmatching","Self",334,0.334,1
521,2,"Nonmatching","Self",366,0.366,1
522,2,"Nonmatching","Self",295,0.295,1
523,2,"Nonmatching","Self",992,0.992,1
524,2,"Nonmatching","Self",707,0.707,1
525,2,"Nonmatching","Self",538,0.538,1
526,2,"Nonmatching","Self",438,0.438,1
527,2,"Nonmatching","Self",738,0.738,1
528,2,"Nonmatching","Self",548,0.548,1
529,2,"Nonmatching","Self",439,0.439,1
530,2,"Nonmatching","Self",437,0.437,1
531,2,"Nonmatching","Self",444,0.444,1
532,2,"Nonmatching","Self",784,0.784,1
533,2,"Nonmatching","Self",721,0.721,1
534,2,"Nonmatching","Self",370,0.37,1
535,2,"Nonmatching","Self",378,0.378,1
536,2,"Nonmatching","Self",491,0.491,1
537,2,"Nonmatching","Self",540,0.54,1
538,2,"Nonmatching","Self",561,0.561,1
539,2,"Nonmatching","Self",492,0.492,1
540,2,"Nonmatching","Self",576,0.576,1
541,2,"Nonmatching","Self",366,0.366,1
542,2,"Nonmatching","Self",243,0.243,1
543,2,"Nonmatching","Self",895,0.895,1
544,2,"Nonmatching","Self",244,0.244,1
545,2,"Nonmatching","Self",559,0.559,1
546,2,"Nonmatching","Self",671,0.671,1
547,2,"Nonmatching","Self",489,0.489,1
548,2,"Nonmatching","Self",577,0.577,1
549,2,"Nonmatching","Self",951,0.951,1
550,2,"Nonmatching","Self",592,0.592,1
551,2,"Nonmatching","Self",547,0.547,1
552,2,"Nonmatching","Friend",660,0.66,0
553,2,"Nonmatching","Friend",445,0.445,0
554,2,"Nonmatching","Friend",569,0.569,0
555,2,"Nonmatching","Friend",737,0.737,0
556,2,"Nonmatching","Friend",378,0.378,0
557,2,"Nonmatching","Friend",407,0.407,0
558,2,"Nonmatching","Friend",477,0.477,0
559,2,"Nonmatching","Friend",445,0.445,0
560,2,"Nonmatching","Friend",673,0.673,0
561,2,"Nonmatching","Friend",997,0.997,0
562,2,"Nonmatching","Friend",607,0.607,0
563,2,"Nonmatching","Friend",399,0.399,0
564,2,"Nonmatching","Friend",562,0.562,0
565,2,"Nonmatching","Friend",398,0.398,0
566,2,"Nonmatching","Friend",543,0.543,0
567,2,"Nonmatching","Friend",449,0.449,0
568,2,"Nonmatching","Friend",295,0.295,0
569,2,"Nonmatching","Friend",753,0.753,0
570,2,"Nonmatching","Friend",465,0.465,0
571,2,"Nonmatching","Friend",522,0.522,0
572,2,"Nonmatching","Friend",595,0.595,1
573,2,"Nonmatching","Friend",848,0.848,1
574,2,"Nonmatching","Friend",693,0.693,1
575,2,"Nonmatching","Friend",591,0.591,1
576,2,"Nonmatching","Friend",254,0.254,1
577,2,"Nonmatching","Friend",764,0.764,1
578,2,"Nonmatching","Friend",653,0.653,1
579,2,"Nonmatching","Friend",799,0.799,1
580,2,"Nonmatching","Friend",521,0.521,1
581,2,"Nonmatching","Friend",244,0.244,1
582,2,"Nonmatching","Friend",354,0.354,1
583,2,"Nonmatching","Friend",696,0.696,1
584,2,"Nonmatching","Friend",656,0.656,1
585,2,"Nonmatching","Friend",602,0.602,1
586,2,"Nonmatching","Friend",678,0.678,1
587,2,"Nonmatching","Friend",850,0.85,1
588,2,"Nonmatching","Friend",532,0.532,1
589,2,"Nonmatching","Friend",531,0.531,1
590,2,"Nonmatching","Friend",666,0.666,1
591,2,"Nonmatching","Friend",546,0.546,1
592,2,"Nonmatching","Friend",1074,1.074,1
593,2,"Nonmatching","Friend",575,0.575,1
594,2,"Nonmatching","Friend",484,0.484,1
595,2,"Nonmatching","Friend",551,0.551,1
596,2,"Nonmatching","Friend",885,0.885,1
597,2,"Nonmatching","Friend",659,0.659,1
598,2,"Nonmatching","Friend",703,0.703,1
599,2,"Nonmatching","Friend",549,0.549,1
600,2,"Nonmatching","Friend",699,0.699,1
601,2,"Nonmatching","Friend",1051,1.051,1
602,2,"Nonmatching","Friend",357,0.357,1
603,2,"Nonmatching","Friend",801,0.801,1
604,2,"Nonmatching","Friend",205,0.205,1
605,2,"Nonmatching","Friend",445,0.445,1
606,2,"Nonmatching","Friend",772,0.772,1
607,2,"Nonmatching","Friend",355,0.355,1
608,2,"Nonmatching","Friend",512,0.512,1
609,2,"Nonmatching","Friend",451,0.451,1
610,2,"Nonmatching","Friend",557,0.557,1
611,2,"Nonmatching","Friend",633,0.633,1
612,2,"Nonmatching","Friend",676,0.676,1
613,2,"Nonmatching","Friend",606,0.606,1
614,2,"Nonmatching","Friend",1054,1.054,1
615,2,"Nonmatching","Friend",582,0.582,1
616,2,"Nonmatching","Friend",269,0.269,1
617,2,"Nonmatching","Friend",374,0.374,1
618,2,"Nonmatching","Friend",674,0.674,1
619,2,"Nonmatching","Friend",678,0.678,1
620,2,"Nonmatching","Friend",549,0.549,1
621,2,"Nonmatching","Friend",784,0.784,1
622,2,"Nonmatching","Friend",608,0.608,1
623,2,"Nonmatching","Friend",492,0.492,1
624,2,"Nonmatching","Friend",896,0.896,1
625,2,"Nonmatching","Friend",559,0.559,1
626,2,"Nonmatching","Friend",456,0.456,1
627,2,"Nonmatching","Friend",534,0.534,1
628,2,"Nonmatching","Friend",587,0.587,1
629,2,"Nonmatching","Friend",762,0.762,1
630,2,"Nonmatching","Friend",852,0.852,1
631,2,"Nonmatching","Friend",744,0.744,1
632,2,"Nonmatching","Friend",978,0.978,1
633,2,"Nonmatching","Friend",629,0.629,1
