"X","Subject","Matching","Identity","Session","RT_ms","RT_sec","ACC","Mood","Arouse","Valence"
1,17,"Matching","Self",1,358,0.358,1,3,5,5
2,17,"Matching","Self",1,435,0.435,1,3,5,5
3,17,"Matching","Self",1,402,0.402,1,3,5,5
4,17,"Matching","Self",1,396,0.396,1,3,5,5
5,17,"Matching","Self",1,371,0.371,1,3,5,5
6,17,"Matching","Self",1,268,0.268,1,3,5,5
7,17,"Matching","Self",1,354,0.354,1,3,5,5
8,17,"Matching","Self",1,415,0.415,0,3,5,5
9,17,"Matching","Self",1,296,0.296,1,3,5,5
10,17,"Matching","Self",1,390,0.39,1,3,5,5
11,17,"Matching","Self",1,319,0.319,1,3,5,5
12,17,"Matching","Self",1,381,0.381,1,3,5,5
13,17,"Matching","Self",1,410,0.41,1,3,5,5
14,17,"Matching","Self",1,319,0.319,1,3,5,5
15,17,"Matching","Self",1,332,0.332,1,3,5,5
16,17,"Matching","Self",1,393,0.393,1,3,5,5
17,17,"Matching","Self",1,320,0.32,0,3,5,5
18,17,"Matching","Self",1,292,0.292,1,3,5,5
19,17,"Matching","Self",1,386,0.386,1,3,5,5
20,17,"Matching","Self",1,382,0.382,1,3,5,5
21,17,"Matching","Self",1,327,0.327,0,3,5,5
22,17,"Matching","Self",1,319,0.319,1,3,5,5
23,17,"Matching","Self",1,429,0.429,1,3,5,5
24,17,"Matching","Self",1,239,0.239,1,3,5,5
25,17,"Matching","Self",2,452,0.452,1,1,7,3
26,17,"Matching","Self",2,433,0.433,1,1,7,3
27,17,"Matching","Self",2,279,0.279,1,1,7,3
28,17,"Matching","Self",2,366,0.366,1,1,7,3
29,17,"Matching","Self",2,361,0.361,1,1,7,3
30,17,"Matching","Self",2,305,0.305,1,1,7,3
31,17,"Matching","Self",2,409,0.409,1,1,7,3
32,17,"Matching","Self",2,222,0.222,1,1,7,3
33,17,"Matching","Self",2,255,0.255,1,1,7,3
34,17,"Matching","Self",2,229,0.229,1,1,7,3
35,17,"Matching","Self",2,225,0.225,1,1,7,3
36,17,"Matching","Self",2,379,0.379,1,1,7,3
37,17,"Matching","Self",2,332,0.332,1,1,7,3
38,17,"Matching","Self",2,359,0.359,1,1,7,3
39,17,"Matching","Self",2,400,0.4,1,1,7,3
40,17,"Matching","Self",2,349,0.349,1,1,7,3
41,17,"Matching","Self",2,301,0.301,1,1,7,3
42,17,"Matching","Self",2,464,0.464,1,1,7,3
43,17,"Matching","Self",2,376,0.376,1,1,7,3
44,17,"Matching","Self",2,230,0.23,1,1,7,3
45,17,"Matching","Self",2,327,0.327,1,1,7,3
46,17,"Matching","Self",2,357,0.357,1,1,7,3
47,17,"Matching","Self",2,434,0.434,1,1,7,3
48,17,"Matching","Self",2,389,0.389,0,1,7,3
49,17,"Matching","Self",3,428,0.428,1,4,4,8
50,17,"Matching","Self",3,420,0.42,1,4,4,8
51,17,"Matching","Self",3,308,0.308,1,4,4,8
52,17,"Matching","Self",3,390,0.39,1,4,4,8
53,17,"Matching","Self",3,268,0.268,1,4,4,8
54,17,"Matching","Self",3,483,0.483,1,4,4,8
55,17,"Matching","Self",3,398,0.398,1,4,4,8
56,17,"Matching","Self",3,407,0.407,1,4,4,8
57,17,"Matching","Self",3,419,0.419,1,4,4,8
58,17,"Matching","Self",3,333,0.333,1,4,4,8
59,17,"Matching","Self",3,433,0.433,1,4,4,8
60,17,"Matching","Self",3,327,0.327,1,4,4,8
61,17,"Matching","Self",3,362,0.362,1,4,4,8
62,17,"Matching","Self",3,339,0.339,1,4,4,8
63,17,"Matching","Self",3,422,0.422,1,4,4,8
64,17,"Matching","Self",3,300,0.3,0,4,4,8
65,17,"Matching","Self",3,351,0.351,1,4,4,8
66,17,"Matching","Self",3,359,0.359,1,4,4,8
67,17,"Matching","Self",3,374,0.374,1,4,4,8
68,17,"Matching","Self",3,242,0.242,1,4,4,8
69,17,"Matching","Self",3,379,0.379,1,4,4,8
70,17,"Matching","Self",3,402,0.402,1,4,4,8
71,17,"Matching","Self",3,400,0.4,1,4,4,8
72,17,"Matching","Self",3,313,0.313,0,4,4,8
73,17,"Matching","Self",4,427,0.427,1,2,2,2
74,17,"Matching","Self",4,366,0.366,1,2,2,2
75,17,"Matching","Self",4,378,0.378,1,2,2,2
76,17,"Matching","Self",4,384,0.384,1,2,2,2
77,17,"Matching","Self",4,332,0.332,1,2,2,2
78,17,"Matching","Self",4,414,0.414,1,2,2,2
79,17,"Matching","Self",4,436,0.436,1,2,2,2
80,17,"Matching","Self",4,437,0.437,1,2,2,2
81,17,"Matching","Self",4,267,0.267,1,2,2,2
82,17,"Matching","Self",4,447,0.447,1,2,2,2
83,17,"Matching","Self",4,369,0.369,1,2,2,2
84,17,"Matching","Self",4,365,0.365,1,2,2,2
85,17,"Matching","Self",4,408,0.408,1,2,2,2
86,17,"Matching","Self",4,412,0.412,1,2,2,2
87,17,"Matching","Self",4,378,0.378,1,2,2,2
88,17,"Matching","Self",4,437,0.437,1,2,2,2
89,17,"Matching","Self",4,263,0.263,1,2,2,2
90,17,"Matching","Self",4,368,0.368,1,2,2,2
91,17,"Matching","Self",4,377,0.377,1,2,2,2
92,17,"Matching","Self",4,380,0.38,1,2,2,2
93,17,"Matching","Self",4,376,0.376,1,2,2,2
94,17,"Matching","Self",4,365,0.365,1,2,2,2
95,17,"Matching","Self",4,343,0.343,1,2,2,2
96,17,"Matching","Self",4,360,0.36,1,2,2,2
97,17,"Matching","Celebrity",1,599,0.599,1,3,5,5
98,17,"Matching","Celebrity",1,623,0.623,1,3,5,5
99,17,"Matching","Celebrity",1,509,0.509,1,3,5,5
100,17,"Matching","Celebrity",1,376,0.376,1,3,5,5
101,17,"Matching","Celebrity",1,549,0.549,1,3,5,5
102,17,"Matching","Celebrity",1,352,0.352,1,3,5,5
103,17,"Matching","Celebrity",1,370,0.37,0,3,5,5
104,17,"Matching","Celebrity",1,450,0.45,1,3,5,5
105,17,"Matching","Celebrity",1,442,0.442,1,3,5,5
106,17,"Matching","Celebrity",1,437,0.437,1,3,5,5
107,17,"Matching","Celebrity",1,621,0.621,1,3,5,5
108,17,"Matching","Celebrity",1,532,0.532,1,3,5,5
109,17,"Matching","Celebrity",1,400,0.4,1,3,5,5
110,17,"Matching","Celebrity",1,487,0.487,1,3,5,5
111,17,"Matching","Celebrity",1,482,0.482,1,3,5,5
112,17,"Matching","Celebrity",1,433,0.433,0,3,5,5
113,17,"Matching","Celebrity",1,412,0.412,1,3,5,5
114,17,"Matching","Celebrity",1,416,0.416,1,3,5,5
115,17,"Matching","Celebrity",1,431,0.431,1,3,5,5
116,17,"Matching","Celebrity",1,812,0.812,1,3,5,5
117,17,"Matching","Celebrity",1,514,0.514,1,3,5,5
118,17,"Matching","Celebrity",1,335,0.335,0,3,5,5
119,17,"Matching","Celebrity",1,461,0.461,1,3,5,5
120,17,"Matching","Celebrity",2,233,0.233,0,1,7,3
121,17,"Matching","Celebrity",2,522,0.522,1,1,7,3
122,17,"Matching","Celebrity",2,527,0.527,1,1,7,3
123,17,"Matching","Celebrity",2,426,0.426,0,1,7,3
124,17,"Matching","Celebrity",2,355,0.355,0,1,7,3
125,17,"Matching","Celebrity",2,548,0.548,1,1,7,3
126,17,"Matching","Celebrity",2,566,0.566,1,1,7,3
127,17,"Matching","Celebrity",2,411,0.411,1,1,7,3
128,17,"Matching","Celebrity",2,464,0.464,1,1,7,3
129,17,"Matching","Celebrity",2,444,0.444,1,1,7,3
130,17,"Matching","Celebrity",2,480,0.48,0,1,7,3
131,17,"Matching","Celebrity",2,409,0.409,1,1,7,3
132,17,"Matching","Celebrity",2,488,0.488,1,1,7,3
133,17,"Matching","Celebrity",2,461,0.461,1,1,7,3
134,17,"Matching","Celebrity",2,461,0.461,1,1,7,3
135,17,"Matching","Celebrity",2,421,0.421,1,1,7,3
136,17,"Matching","Celebrity",2,544,0.544,1,1,7,3
137,17,"Matching","Celebrity",2,440,0.44,1,1,7,3
138,17,"Matching","Celebrity",2,397,0.397,1,1,7,3
139,17,"Matching","Celebrity",2,430,0.43,1,1,7,3
140,17,"Matching","Celebrity",2,503,0.503,1,1,7,3
141,17,"Matching","Celebrity",2,342,0.342,1,1,7,3
142,17,"Matching","Celebrity",2,453,0.453,1,1,7,3
143,17,"Matching","Celebrity",2,430,0.43,1,1,7,3
144,17,"Matching","Celebrity",3,401,0.401,1,4,4,8
145,17,"Matching","Celebrity",3,424,0.424,1,4,4,8
146,17,"Matching","Celebrity",3,577,0.577,1,4,4,8
147,17,"Matching","Celebrity",3,583,0.583,0,4,4,8
148,17,"Matching","Celebrity",3,509,0.509,1,4,4,8
149,17,"Matching","Celebrity",3,592,0.592,1,4,4,8
150,17,"Matching","Celebrity",3,475,0.475,1,4,4,8
151,17,"Matching","Celebrity",3,407,0.407,1,4,4,8
152,17,"Matching","Celebrity",3,684,0.684,1,4,4,8
153,17,"Matching","Celebrity",3,521,0.521,1,4,4,8
154,17,"Matching","Celebrity",3,477,0.477,1,4,4,8
155,17,"Matching","Celebrity",3,343,0.343,1,4,4,8
156,17,"Matching","Celebrity",3,589,0.589,1,4,4,8
157,17,"Matching","Celebrity",3,357,0.357,1,4,4,8
158,17,"Matching","Celebrity",3,565,0.565,1,4,4,8
159,17,"Matching","Celebrity",3,405,0.405,1,4,4,8
160,17,"Matching","Celebrity",3,408,0.408,0,4,4,8
161,17,"Matching","Celebrity",3,411,0.411,1,4,4,8
162,17,"Matching","Celebrity",3,489,0.489,1,4,4,8
163,17,"Matching","Celebrity",3,362,0.362,1,4,4,8
164,17,"Matching","Celebrity",3,580,0.58,1,4,4,8
165,17,"Matching","Celebrity",3,269,0.269,1,4,4,8
166,17,"Matching","Celebrity",3,435,0.435,1,4,4,8
167,17,"Matching","Celebrity",3,489,0.489,1,4,4,8
168,17,"Matching","Celebrity",4,382,0.382,0,2,2,2
169,17,"Matching","Celebrity",4,380,0.38,0,2,2,2
170,17,"Matching","Celebrity",4,398,0.398,0,2,2,2
171,17,"Matching","Celebrity",4,476,0.476,1,2,2,2
172,17,"Matching","Celebrity",4,548,0.548,1,2,2,2
173,17,"Matching","Celebrity",4,373,0.373,1,2,2,2
174,17,"Matching","Celebrity",4,514,0.514,0,2,2,2
175,17,"Matching","Celebrity",4,605,0.605,1,2,2,2
176,17,"Matching","Celebrity",4,431,0.431,0,2,2,2
177,17,"Matching","Celebrity",4,390,0.39,1,2,2,2
178,17,"Matching","Celebrity",4,337,0.337,0,2,2,2
179,17,"Matching","Celebrity",4,371,0.371,0,2,2,2
180,17,"Matching","Celebrity",4,455,0.455,0,2,2,2
181,17,"Matching","Celebrity",4,595,0.595,0,2,2,2
182,17,"Matching","Celebrity",4,521,0.521,1,2,2,2
183,17,"Matching","Celebrity",4,465,0.465,1,2,2,2
184,17,"Matching","Celebrity",4,390,0.39,1,2,2,2
185,17,"Matching","Celebrity",4,436,0.436,1,2,2,2
186,17,"Matching","Celebrity",4,457,0.457,1,2,2,2
187,17,"Matching","Celebrity",4,320,0.32,1,2,2,2
188,17,"Matching","Celebrity",4,581,0.581,1,2,2,2
189,17,"Matching","Celebrity",4,435,0.435,0,2,2,2
190,17,"Matching","Celebrity",4,480,0.48,1,2,2,2
191,17,"Matching","Celebrity",4,550,0.55,1,2,2,2
192,17,"Matching","Stranger",1,343,0.343,0,3,5,5
193,17,"Matching","Stranger",1,371,0.371,0,3,5,5
194,17,"Matching","Stranger",1,549,0.549,1,3,5,5
195,17,"Matching","Stranger",1,907,0.907,1,3,5,5
196,17,"Matching","Stranger",1,373,0.373,0,3,5,5
197,17,"Matching","Stranger",1,394,0.394,1,3,5,5
198,17,"Matching","Stranger",1,297,0.297,0,3,5,5
199,17,"Matching","Stranger",1,344,0.344,0,3,5,5
200,17,"Matching","Stranger",1,475,0.475,0,3,5,5
201,17,"Matching","Stranger",1,527,0.527,1,3,5,5
202,17,"Matching","Stranger",1,370,0.37,0,3,5,5
203,17,"Matching","Stranger",1,473,0.473,1,3,5,5
204,17,"Matching","Stranger",1,428,0.428,1,3,5,5
205,17,"Matching","Stranger",1,534,0.534,1,3,5,5
206,17,"Matching","Stranger",1,535,0.535,1,3,5,5
207,17,"Matching","Stranger",1,539,0.539,1,3,5,5
208,17,"Matching","Stranger",1,347,0.347,1,3,5,5
209,17,"Matching","Stranger",1,464,0.464,1,3,5,5
210,17,"Matching","Stranger",1,418,0.418,1,3,5,5
211,17,"Matching","Stranger",1,470,0.47,1,3,5,5
212,17,"Matching","Stranger",1,385,0.385,0,3,5,5
213,17,"Matching","Stranger",1,314,0.314,0,3,5,5
214,17,"Matching","Stranger",1,448,0.448,1,3,5,5
215,17,"Matching","Stranger",1,443,0.443,1,3,5,5
216,17,"Matching","Stranger",2,520,0.52,0,1,7,3
217,17,"Matching","Stranger",2,551,0.551,1,1,7,3
218,17,"Matching","Stranger",2,464,0.464,1,1,7,3
219,17,"Matching","Stranger",2,420,0.42,0,1,7,3
220,17,"Matching","Stranger",2,411,0.411,1,1,7,3
221,17,"Matching","Stranger",2,256,0.256,0,1,7,3
222,17,"Matching","Stranger",2,460,0.46,1,1,7,3
223,17,"Matching","Stranger",2,275,0.275,1,1,7,3
224,17,"Matching","Stranger",2,387,0.387,0,1,7,3
225,17,"Matching","Stranger",2,431,0.431,0,1,7,3
226,17,"Matching","Stranger",2,495,0.495,1,1,7,3
227,17,"Matching","Stranger",2,360,0.36,1,1,7,3
228,17,"Matching","Stranger",2,464,0.464,1,1,7,3
229,17,"Matching","Stranger",2,382,0.382,0,1,7,3
230,17,"Matching","Stranger",2,296,0.296,0,1,7,3
231,17,"Matching","Stranger",2,673,0.673,1,1,7,3
232,17,"Matching","Stranger",2,417,0.417,1,1,7,3
233,17,"Matching","Stranger",2,540,0.54,0,1,7,3
234,17,"Matching","Stranger",2,434,0.434,1,1,7,3
235,17,"Matching","Stranger",2,450,0.45,0,1,7,3
236,17,"Matching","Stranger",2,469,0.469,1,1,7,3
237,17,"Matching","Stranger",2,380,0.38,0,1,7,3
238,17,"Matching","Stranger",2,383,0.383,1,1,7,3
239,17,"Matching","Stranger",2,313,0.313,0,1,7,3
240,17,"Matching","Stranger",3,487,0.487,1,4,4,8
241,17,"Matching","Stranger",3,259,0.259,0,4,4,8
242,17,"Matching","Stranger",3,485,0.485,1,4,4,8
243,17,"Matching","Stranger",3,351,0.351,1,4,4,8
244,17,"Matching","Stranger",3,328,0.328,0,4,4,8
245,17,"Matching","Stranger",3,355,0.355,1,4,4,8
246,17,"Matching","Stranger",3,279,0.279,0,4,4,8
247,17,"Matching","Stranger",3,337,0.337,1,4,4,8
248,17,"Matching","Stranger",3,528,0.528,1,4,4,8
249,17,"Matching","Stranger",3,558,0.558,0,4,4,8
250,17,"Matching","Stranger",3,428,0.428,1,4,4,8
251,17,"Matching","Stranger",3,355,0.355,1,4,4,8
252,17,"Matching","Stranger",3,397,0.397,1,4,4,8
253,17,"Matching","Stranger",3,429,0.429,1,4,4,8
254,17,"Matching","Stranger",3,425,0.425,0,4,4,8
255,17,"Matching","Stranger",3,343,0.343,0,4,4,8
256,17,"Matching","Stranger",3,305,0.305,1,4,4,8
257,17,"Matching","Stranger",3,427,0.427,1,4,4,8
258,17,"Matching","Stranger",3,366,0.366,1,4,4,8
259,17,"Matching","Stranger",3,456,0.456,1,4,4,8
260,17,"Matching","Stranger",3,502,0.502,1,4,4,8
261,17,"Matching","Stranger",3,408,0.408,1,4,4,8
262,17,"Matching","Stranger",3,446,0.446,1,4,4,8
263,17,"Matching","Stranger",3,449,0.449,1,4,4,8
264,17,"Matching","Stranger",4,602,0.602,1,2,2,2
265,17,"Matching","Stranger",4,539,0.539,1,2,2,2
266,17,"Matching","Stranger",4,478,0.478,0,2,2,2
267,17,"Matching","Stranger",4,359,0.359,1,2,2,2
268,17,"Matching","Stranger",4,265,0.265,0,2,2,2
269,17,"Matching","Stranger",4,571,0.571,1,2,2,2
270,17,"Matching","Stranger",4,544,0.544,1,2,2,2
271,17,"Matching","Stranger",4,464,0.464,1,2,2,2
272,17,"Matching","Stranger",4,439,0.439,1,2,2,2
273,17,"Matching","Stranger",4,398,0.398,1,2,2,2
274,17,"Matching","Stranger",4,275,0.275,1,2,2,2
275,17,"Matching","Stranger",4,454,0.454,1,2,2,2
276,17,"Matching","Stranger",4,558,0.558,1,2,2,2
277,17,"Matching","Stranger",4,507,0.507,1,2,2,2
278,17,"Matching","Stranger",4,468,0.468,1,2,2,2
279,17,"Matching","Stranger",4,285,0.285,1,2,2,2
280,17,"Matching","Stranger",4,763,0.763,1,2,2,2
281,17,"Matching","Stranger",4,317,0.317,1,2,2,2
282,17,"Matching","Stranger",4,461,0.461,1,2,2,2
283,17,"Matching","Stranger",4,525,0.525,1,2,2,2
284,17,"Matching","Stranger",4,525,0.525,1,2,2,2
285,17,"Matching","Stranger",4,456,0.456,1,2,2,2
286,17,"Matching","Stranger",4,250,0.25,1,2,2,2
287,17,"Matching","Stranger",4,366,0.366,1,2,2,2
288,17,"Nonmatching","Self",1,392,0.392,1,3,5,5
289,17,"Nonmatching","Self",1,493,0.493,1,3,5,5
290,17,"Nonmatching","Self",1,330,0.33,1,3,5,5
291,17,"Nonmatching","Self",1,405,0.405,0,3,5,5
292,17,"Nonmatching","Self",1,590,0.59,1,3,5,5
293,17,"Nonmatching","Self",1,363,0.363,1,3,5,5
294,17,"Nonmatching","Self",1,395,0.395,1,3,5,5
295,17,"Nonmatching","Self",1,499,0.499,1,3,5,5
296,17,"Nonmatching","Self",1,471,0.471,1,3,5,5
297,17,"Nonmatching","Self",1,283,0.283,1,3,5,5
298,17,"Nonmatching","Self",1,406,0.406,1,3,5,5
299,17,"Nonmatching","Self",1,347,0.347,1,3,5,5
300,17,"Nonmatching","Self",1,379,0.379,1,3,5,5
301,17,"Nonmatching","Self",1,323,0.323,1,3,5,5
302,17,"Nonmatching","Self",1,371,0.371,1,3,5,5
303,17,"Nonmatching","Self",1,452,0.452,1,3,5,5
304,17,"Nonmatching","Self",1,383,0.383,1,3,5,5
305,17,"Nonmatching","Self",1,384,0.384,1,3,5,5
306,17,"Nonmatching","Self",1,312,0.312,1,3,5,5
307,17,"Nonmatching","Self",1,619,0.619,1,3,5,5
308,17,"Nonmatching","Self",1,326,0.326,1,3,5,5
309,17,"Nonmatching","Self",1,459,0.459,1,3,5,5
310,17,"Nonmatching","Self",1,430,0.43,1,3,5,5
311,17,"Nonmatching","Self",1,481,0.481,1,3,5,5
312,17,"Nonmatching","Self",2,408,0.408,1,1,7,3
313,17,"Nonmatching","Self",2,741,0.741,1,1,7,3
314,17,"Nonmatching","Self",2,644,0.644,1,1,7,3
315,17,"Nonmatching","Self",2,471,0.471,1,1,7,3
316,17,"Nonmatching","Self",2,339,0.339,1,1,7,3
317,17,"Nonmatching","Self",2,557,0.557,1,1,7,3
318,17,"Nonmatching","Self",2,471,0.471,1,1,7,3
319,17,"Nonmatching","Self",2,471,0.471,1,1,7,3
320,17,"Nonmatching","Self",2,387,0.387,0,1,7,3
321,17,"Nonmatching","Self",2,444,0.444,1,1,7,3
322,17,"Nonmatching","Self",2,419,0.419,1,1,7,3
323,17,"Nonmatching","Self",2,502,0.502,1,1,7,3
324,17,"Nonmatching","Self",2,477,0.477,1,1,7,3
325,17,"Nonmatching","Self",2,464,0.464,1,1,7,3
326,17,"Nonmatching","Self",2,492,0.492,1,1,7,3
327,17,"Nonmatching","Self",2,356,0.356,1,1,7,3
328,17,"Nonmatching","Self",2,499,0.499,1,1,7,3
329,17,"Nonmatching","Self",2,403,0.403,1,1,7,3
330,17,"Nonmatching","Self",2,429,0.429,1,1,7,3
331,17,"Nonmatching","Self",2,413,0.413,0,1,7,3
332,17,"Nonmatching","Self",2,438,0.438,1,1,7,3
333,17,"Nonmatching","Self",2,598,0.598,1,1,7,3
334,17,"Nonmatching","Self",2,482,0.482,1,1,7,3
335,17,"Nonmatching","Self",2,387,0.387,1,1,7,3
336,17,"Nonmatching","Self",3,398,0.398,1,4,4,8
337,17,"Nonmatching","Self",3,407,0.407,1,4,4,8
338,17,"Nonmatching","Self",3,549,0.549,1,4,4,8
339,17,"Nonmatching","Self",3,441,0.441,1,4,4,8
340,17,"Nonmatching","Self",3,692,0.692,1,4,4,8
341,17,"Nonmatching","Self",3,467,0.467,1,4,4,8
342,17,"Nonmatching","Self",3,391,0.391,1,4,4,8
343,17,"Nonmatching","Self",3,396,0.396,1,4,4,8
344,17,"Nonmatching","Self",3,463,0.463,1,4,4,8
345,17,"Nonmatching","Self",3,539,0.539,1,4,4,8
346,17,"Nonmatching","Self",3,523,0.523,1,4,4,8
347,17,"Nonmatching","Self",3,530,0.53,1,4,4,8
348,17,"Nonmatching","Self",3,425,0.425,1,4,4,8
349,17,"Nonmatching","Self",3,439,0.439,1,4,4,8
350,17,"Nonmatching","Self",3,518,0.518,1,4,4,8
351,17,"Nonmatching","Self",3,310,0.31,1,4,4,8
352,17,"Nonmatching","Self",3,370,0.37,1,4,4,8
353,17,"Nonmatching","Self",3,394,0.394,1,4,4,8
354,17,"Nonmatching","Self",3,377,0.377,1,4,4,8
355,17,"Nonmatching","Self",3,464,0.464,1,4,4,8
356,17,"Nonmatching","Self",3,420,0.42,1,4,4,8
357,17,"Nonmatching","Self",3,650,0.65,0,4,4,8
358,17,"Nonmatching","Self",3,533,0.533,1,4,4,8
359,17,"Nonmatching","Self",3,385,0.385,1,4,4,8
360,17,"Nonmatching","Self",4,579,0.579,1,2,2,2
361,17,"Nonmatching","Self",4,342,0.342,1,2,2,2
362,17,"Nonmatching","Self",4,437,0.437,1,2,2,2
363,17,"Nonmatching","Self",4,598,0.598,1,2,2,2
364,17,"Nonmatching","Self",4,446,0.446,1,2,2,2
365,17,"Nonmatching","Self",4,423,0.423,0,2,2,2
366,17,"Nonmatching","Self",4,586,0.586,0,2,2,2
367,17,"Nonmatching","Self",4,519,0.519,1,2,2,2
368,17,"Nonmatching","Self",4,493,0.493,1,2,2,2
369,17,"Nonmatching","Self",4,548,0.548,0,2,2,2
370,17,"Nonmatching","Self",4,541,0.541,1,2,2,2
371,17,"Nonmatching","Self",4,501,0.501,1,2,2,2
372,17,"Nonmatching","Self",4,440,0.44,1,2,2,2
373,17,"Nonmatching","Self",4,478,0.478,1,2,2,2
374,17,"Nonmatching","Self",4,624,0.624,1,2,2,2
375,17,"Nonmatching","Self",4,490,0.49,1,2,2,2
376,17,"Nonmatching","Self",4,590,0.59,1,2,2,2
377,17,"Nonmatching","Self",4,452,0.452,1,2,2,2
378,17,"Nonmatching","Self",4,485,0.485,1,2,2,2
379,17,"Nonmatching","Self",4,334,0.334,1,2,2,2
380,17,"Nonmatching","Self",4,451,0.451,0,2,2,2
381,17,"Nonmatching","Self",4,482,0.482,0,2,2,2
382,17,"Nonmatching","Self",4,375,0.375,1,2,2,2
383,17,"Nonmatching","Self",4,313,0.313,1,2,2,2
384,17,"Nonmatching","Celebrity",1,465,0.465,1,3,5,5
385,17,"Nonmatching","Celebrity",1,512,0.512,1,3,5,5
386,17,"Nonmatching","Celebrity",1,328,0.328,1,3,5,5
387,17,"Nonmatching","Celebrity",1,304,0.304,1,3,5,5
388,17,"Nonmatching","Celebrity",1,470,0.47,1,3,5,5
389,17,"Nonmatching","Celebrity",1,319,0.319,1,3,5,5
390,17,"Nonmatching","Celebrity",1,339,0.339,1,3,5,5
391,17,"Nonmatching","Celebrity",1,568,0.568,1,3,5,5
392,17,"Nonmatching","Celebrity",1,316,0.316,1,3,5,5
393,17,"Nonmatching","Celebrity",1,441,0.441,1,3,5,5
394,17,"Nonmatching","Celebrity",1,449,0.449,1,3,5,5
395,17,"Nonmatching","Celebrity",1,395,0.395,1,3,5,5
396,17,"Nonmatching","Celebrity",1,347,0.347,0,3,5,5
397,17,"Nonmatching","Celebrity",1,476,0.476,1,3,5,5
398,17,"Nonmatching","Celebrity",1,463,0.463,1,3,5,5
399,17,"Nonmatching","Celebrity",1,323,0.323,1,3,5,5
400,17,"Nonmatching","Celebrity",1,434,0.434,1,3,5,5
401,17,"Nonmatching","Celebrity",1,427,0.427,1,3,5,5
402,17,"Nonmatching","Celebrity",1,392,0.392,1,3,5,5
403,17,"Nonmatching","Celebrity",1,616,0.616,1,3,5,5
404,17,"Nonmatching","Celebrity",1,490,0.49,1,3,5,5
405,17,"Nonmatching","Celebrity",1,457,0.457,1,3,5,5
406,17,"Nonmatching","Celebrity",1,515,0.515,1,3,5,5
407,17,"Nonmatching","Celebrity",1,413,0.413,1,3,5,5
408,17,"Nonmatching","Celebrity",2,375,0.375,1,1,7,3
409,17,"Nonmatching","Celebrity",2,339,0.339,1,1,7,3
410,17,"Nonmatching","Celebrity",2,253,0.253,1,1,7,3
411,17,"Nonmatching","Celebrity",2,482,0.482,1,1,7,3
412,17,"Nonmatching","Celebrity",2,557,0.557,1,1,7,3
413,17,"Nonmatching","Celebrity",2,429,0.429,1,1,7,3
414,17,"Nonmatching","Celebrity",2,362,0.362,1,1,7,3
415,17,"Nonmatching","Celebrity",2,447,0.447,1,1,7,3
416,17,"Nonmatching","Celebrity",2,368,0.368,1,1,7,3
417,17,"Nonmatching","Celebrity",2,522,0.522,1,1,7,3
418,17,"Nonmatching","Celebrity",2,496,0.496,1,1,7,3
419,17,"Nonmatching","Celebrity",2,657,0.657,1,1,7,3
420,17,"Nonmatching","Celebrity",2,580,0.58,0,1,7,3
421,17,"Nonmatching","Celebrity",2,464,0.464,1,1,7,3
422,17,"Nonmatching","Celebrity",2,266,0.266,1,1,7,3
423,17,"Nonmatching","Celebrity",2,572,0.572,1,1,7,3
424,17,"Nonmatching","Celebrity",2,432,0.432,0,1,7,3
425,17,"Nonmatching","Celebrity",2,266,0.266,0,1,7,3
426,17,"Nonmatching","Celebrity",2,464,0.464,1,1,7,3
427,17,"Nonmatching","Celebrity",2,537,0.537,1,1,7,3
428,17,"Nonmatching","Celebrity",2,433,0.433,1,1,7,3
429,17,"Nonmatching","Celebrity",2,545,0.545,1,1,7,3
430,17,"Nonmatching","Celebrity",2,404,0.404,1,1,7,3
431,17,"Nonmatching","Celebrity",2,346,0.346,1,1,7,3
432,17,"Nonmatching","Celebrity",3,502,0.502,0,4,4,8
433,17,"Nonmatching","Celebrity",3,429,0.429,0,4,4,8
434,17,"Nonmatching","Celebrity",3,324,0.324,1,4,4,8
435,17,"Nonmatching","Celebrity",3,516,0.516,1,4,4,8
436,17,"Nonmatching","Celebrity",3,750,0.75,1,4,4,8
437,17,"Nonmatching","Celebrity",3,366,0.366,1,4,4,8
438,17,"Nonmatching","Celebrity",3,368,0.368,1,4,4,8
439,17,"Nonmatching","Celebrity",3,438,0.438,1,4,4,8
440,17,"Nonmatching","Celebrity",3,619,0.619,0,4,4,8
441,17,"Nonmatching","Celebrity",3,495,0.495,1,4,4,8
442,17,"Nonmatching","Celebrity",3,279,0.279,0,4,4,8
443,17,"Nonmatching","Celebrity",3,523,0.523,1,4,4,8
444,17,"Nonmatching","Celebrity",3,405,0.405,1,4,4,8
445,17,"Nonmatching","Celebrity",3,487,0.487,1,4,4,8
446,17,"Nonmatching","Celebrity",3,497,0.497,1,4,4,8
447,17,"Nonmatching","Celebrity",3,431,0.431,1,4,4,8
448,17,"Nonmatching","Celebrity",3,489,0.489,1,4,4,8
449,17,"Nonmatching","Celebrity",3,438,0.438,0,4,4,8
450,17,"Nonmatching","Celebrity",3,362,0.362,0,4,4,8
451,17,"Nonmatching","Celebrity",3,489,0.489,1,4,4,8
452,17,"Nonmatching","Celebrity",3,443,0.443,1,4,4,8
453,17,"Nonmatching","Celebrity",3,481,0.481,0,4,4,8
454,17,"Nonmatching","Celebrity",3,516,0.516,1,4,4,8
455,17,"Nonmatching","Celebrity",3,427,0.427,1,4,4,8
