"X","Subject","Matching","Identity","Session","RT_ms","RT_sec","ACC","Mood","Arouse","Valence"
3998,24,"Matching","Self",1,349,0.349,1,3,5,7
3999,24,"Matching","Self",1,307,0.307,1,3,5,7
4000,24,"Matching","Self",1,401,0.401,1,3,5,7
4001,24,"Matching","Self",1,441,0.441,1,3,5,7
4002,24,"Matching","Self",1,506,0.506,1,3,5,7
4003,24,"Matching","Self",1,470,0.47,1,3,5,7
4004,24,"Matching","Self",1,425,0.425,1,3,5,7
4005,24,"Matching","Self",1,459,0.459,1,3,5,7
4006,24,"Matching","Self",1,396,0.396,1,3,5,7
4007,24,"Matching","Self",1,495,0.495,1,3,5,7
4008,24,"Matching","Self",1,442,0.442,1,3,5,7
4009,24,"Matching","Self",1,508,0.508,1,3,5,7
4010,24,"Matching","Self",1,546,0.546,1,3,5,7
4011,24,"Matching","Self",1,352,0.352,1,3,5,7
4012,24,"Matching","Self",2,339,0.339,1,1,5,6
4013,24,"Matching","Self",2,338,0.338,1,1,5,6
4014,24,"Matching","Self",2,466,0.466,1,1,5,6
4015,24,"Matching","Self",2,306,0.306,1,1,5,6
4016,24,"Matching","Self",2,406,0.406,1,1,5,6
4017,24,"Matching","Self",2,542,0.542,1,1,5,6
4018,24,"Matching","Self",2,402,0.402,1,1,5,6
4019,24,"Matching","Self",2,421,0.421,1,1,5,6
4020,24,"Matching","Self",2,523,0.523,1,1,5,6
4021,24,"Matching","Self",2,551,0.551,1,1,5,6
4022,24,"Matching","Self",2,529,0.529,1,1,5,6
4023,24,"Matching","Self",2,766,0.766,0,1,5,6
4024,24,"Matching","Self",2,469,0.469,1,1,5,6
4025,24,"Matching","Self",2,695,0.695,1,1,5,6
4026,24,"Matching","Self",2,354,0.354,1,1,5,6
4027,24,"Matching","Self",2,416,0.416,1,1,5,6
4028,24,"Matching","Self",2,632,0.632,1,1,5,6
4029,24,"Matching","Self",2,413,0.413,1,1,5,6
4030,24,"Matching","Self",2,442,0.442,1,1,5,6
4031,24,"Matching","Self",2,347,0.347,1,1,5,6
4032,24,"Matching","Self",2,355,0.355,1,1,5,6
4033,24,"Matching","Self",2,372,0.372,1,1,5,6
4034,24,"Matching","Self",2,427,0.427,1,1,5,6
4035,24,"Matching","Self",3,526,0.526,1,2,2,2
4036,24,"Matching","Self",3,830,0.83,1,2,2,2
4037,24,"Matching","Self",3,495,0.495,1,2,2,2
4038,24,"Matching","Self",3,819,0.819,1,2,2,2
4039,24,"Matching","Self",3,336,0.336,1,2,2,2
4040,24,"Matching","Self",3,379,0.379,1,2,2,2
4041,24,"Matching","Self",3,424,0.424,1,2,2,2
4042,24,"Matching","Self",3,236,0.236,0,2,2,2
4043,24,"Matching","Self",3,489,0.489,1,2,2,2
4044,24,"Matching","Self",3,478,0.478,1,2,2,2
4045,24,"Matching","Self",3,465,0.465,1,2,2,2
4046,24,"Matching","Self",3,530,0.53,1,2,2,2
4047,24,"Matching","Self",3,547,0.547,1,2,2,2
4048,24,"Matching","Self",3,432,0.432,1,2,2,2
4049,24,"Matching","Self",3,443,0.443,1,2,2,2
4050,24,"Matching","Self",3,945,0.945,1,2,2,2
4051,24,"Matching","Self",3,541,0.541,1,2,2,2
4052,24,"Matching","Self",3,385,0.385,0,2,2,2
4053,24,"Matching","Self",3,548,0.548,1,2,2,2
4054,24,"Matching","Self",3,476,0.476,1,2,2,2
4055,24,"Matching","Self",3,586,0.586,1,2,2,2
4056,24,"Matching","Self",3,937,0.937,1,2,2,2
4057,24,"Matching","Self",3,365,0.365,1,2,2,2
4058,24,"Matching","Self",3,526,0.526,1,2,2,2
4059,24,"Matching","Self",4,460,0.46,1,4,2,6
4060,24,"Matching","Self",4,412,0.412,1,4,2,6
4061,24,"Matching","Self",4,439,0.439,1,4,2,6
4062,24,"Matching","Self",4,516,0.516,0,4,2,6
4063,24,"Matching","Self",4,391,0.391,1,4,2,6
4064,24,"Matching","Self",4,445,0.445,1,4,2,6
4065,24,"Matching","Self",4,613,0.613,1,4,2,6
4066,24,"Matching","Self",4,321,0.321,1,4,2,6
4067,24,"Matching","Self",4,497,0.497,1,4,2,6
4068,24,"Matching","Self",4,435,0.435,1,4,2,6
4069,24,"Matching","Self",4,420,0.42,1,4,2,6
4070,24,"Matching","Self",4,363,0.363,1,4,2,6
4071,24,"Matching","Self",4,474,0.474,1,4,2,6
4072,24,"Matching","Self",4,345,0.345,1,4,2,6
4073,24,"Matching","Self",4,441,0.441,1,4,2,6
4074,24,"Matching","Self",4,655,0.655,1,4,2,6
4075,24,"Matching","Self",4,501,0.501,1,4,2,6
4076,24,"Matching","Self",4,490,0.49,1,4,2,6
4077,24,"Matching","Self",4,446,0.446,1,4,2,6
4078,24,"Matching","Self",4,366,0.366,0,4,2,6
4079,24,"Matching","Self",4,316,0.316,1,4,2,6
4080,24,"Matching","Self",4,851,0.851,1,4,2,6
4081,24,"Matching","Self",4,350,0.35,1,4,2,6
4082,24,"Matching","Self",4,316,0.316,1,4,2,6
4083,24,"Matching","Celebrity",1,552,0.552,1,3,5,7
4084,24,"Matching","Celebrity",1,304,0.304,1,3,5,7
4085,24,"Matching","Celebrity",1,734,0.734,1,3,5,7
4086,24,"Matching","Celebrity",1,647,0.647,1,3,5,7
4087,24,"Matching","Celebrity",1,391,0.391,1,3,5,7
4088,24,"Matching","Celebrity",1,400,0.4,1,3,5,7
4089,24,"Matching","Celebrity",1,461,0.461,1,3,5,7
4090,24,"Matching","Celebrity",1,461,0.461,1,3,5,7
4091,24,"Matching","Celebrity",1,550,0.55,1,3,5,7
4092,24,"Matching","Celebrity",1,503,0.503,1,3,5,7
4093,24,"Matching","Celebrity",1,595,0.595,1,3,5,7
4094,24,"Matching","Celebrity",1,460,0.46,1,3,5,7
4095,24,"Matching","Celebrity",1,476,0.476,1,3,5,7
4096,24,"Matching","Celebrity",1,698,0.698,1,3,5,7
4097,24,"Matching","Celebrity",1,427,0.427,1,3,5,7
4098,24,"Matching","Celebrity",1,370,0.37,1,3,5,7
4099,24,"Matching","Celebrity",1,432,0.432,0,3,5,7
4100,24,"Matching","Celebrity",1,415,0.415,1,3,5,7
4101,24,"Matching","Celebrity",1,382,0.382,1,3,5,7
4102,24,"Matching","Celebrity",1,419,0.419,1,3,5,7
4103,24,"Matching","Celebrity",1,427,0.427,1,3,5,7
4104,24,"Matching","Celebrity",1,282,0.282,1,3,5,7
4105,24,"Matching","Celebrity",1,297,0.297,1,3,5,7
4106,24,"Matching","Celebrity",1,446,0.446,1,3,5,7
4107,24,"Matching","Celebrity",2,407,0.407,1,1,5,6
4108,24,"Matching","Celebrity",2,482,0.482,1,1,5,6
4109,24,"Matching","Celebrity",2,480,0.48,0,1,5,6
4110,24,"Matching","Celebrity",2,560,0.56,1,1,5,6
4111,24,"Matching","Celebrity",2,573,0.573,1,1,5,6
4112,24,"Matching","Celebrity",2,697,0.697,1,1,5,6
4113,24,"Matching","Celebrity",2,390,0.39,1,1,5,6
4114,24,"Matching","Celebrity",2,791,0.791,1,1,5,6
4115,24,"Matching","Celebrity",2,390,0.39,1,1,5,6
4116,24,"Matching","Celebrity",2,546,0.546,1,1,5,6
4117,24,"Matching","Celebrity",2,482,0.482,1,1,5,6
4118,24,"Matching","Celebrity",2,523,0.523,1,1,5,6
4119,24,"Matching","Celebrity",2,459,0.459,1,1,5,6
4120,24,"Matching","Celebrity",2,530,0.53,1,1,5,6
4121,24,"Matching","Celebrity",2,513,0.513,1,1,5,6
4122,24,"Matching","Celebrity",2,616,0.616,1,1,5,6
4123,24,"Matching","Celebrity",2,495,0.495,1,1,5,6
4124,24,"Matching","Celebrity",2,563,0.563,1,1,5,6
4125,24,"Matching","Celebrity",2,418,0.418,1,1,5,6
4126,24,"Matching","Celebrity",2,400,0.4,1,1,5,6
4127,24,"Matching","Celebrity",2,502,0.502,1,1,5,6
4128,24,"Matching","Celebrity",2,423,0.423,1,1,5,6
4129,24,"Matching","Celebrity",2,404,0.404,1,1,5,6
4130,24,"Matching","Celebrity",2,634,0.634,1,1,5,6
4131,24,"Matching","Celebrity",3,292,0.292,0,2,2,2
4132,24,"Matching","Celebrity",3,364,0.364,1,2,2,2
4133,24,"Matching","Celebrity",3,633,0.633,1,2,2,2
4134,24,"Matching","Celebrity",3,426,0.426,1,2,2,2
4135,24,"Matching","Celebrity",3,819,0.819,1,2,2,2
4136,24,"Matching","Celebrity",3,636,0.636,1,2,2,2
4137,24,"Matching","Celebrity",3,599,0.599,1,2,2,2
4138,24,"Matching","Celebrity",3,487,0.487,1,2,2,2
4139,24,"Matching","Celebrity",3,504,0.504,1,2,2,2
4140,24,"Matching","Celebrity",3,445,0.445,1,2,2,2
4141,24,"Matching","Celebrity",3,491,0.491,1,2,2,2
4142,24,"Matching","Celebrity",3,357,0.357,1,2,2,2
4143,24,"Matching","Celebrity",3,529,0.529,1,2,2,2
4144,24,"Matching","Celebrity",3,587,0.587,1,2,2,2
4145,24,"Matching","Celebrity",3,478,0.478,1,2,2,2
4146,24,"Matching","Celebrity",3,709,0.709,1,2,2,2
4147,24,"Matching","Celebrity",3,525,0.525,1,2,2,2
4148,24,"Matching","Celebrity",3,591,0.591,1,2,2,2
4149,24,"Matching","Celebrity",3,491,0.491,1,2,2,2
4150,24,"Matching","Celebrity",3,333,0.333,1,2,2,2
4151,24,"Matching","Celebrity",3,372,0.372,1,2,2,2
4152,24,"Matching","Celebrity",3,578,0.578,1,2,2,2
4153,24,"Matching","Celebrity",3,486,0.486,1,2,2,2
4154,24,"Matching","Celebrity",3,475,0.475,1,2,2,2
4155,24,"Matching","Celebrity",4,482,0.482,1,4,2,6
4156,24,"Matching","Celebrity",4,500,0.5,1,4,2,6
4157,24,"Matching","Celebrity",4,524,0.524,1,4,2,6
4158,24,"Matching","Celebrity",4,572,0.572,1,4,2,6
4159,24,"Matching","Celebrity",4,525,0.525,1,4,2,6
4160,24,"Matching","Celebrity",4,630,0.63,1,4,2,6
4161,24,"Matching","Celebrity",4,564,0.564,1,4,2,6
4162,24,"Matching","Celebrity",4,684,0.684,0,4,2,6
4163,24,"Matching","Celebrity",4,328,0.328,1,4,2,6
4164,24,"Matching","Celebrity",4,415,0.415,1,4,2,6
4165,24,"Matching","Celebrity",4,572,0.572,1,4,2,6
4166,24,"Matching","Celebrity",4,499,0.499,1,4,2,6
4167,24,"Matching","Celebrity",4,666,0.666,1,4,2,6
4168,24,"Matching","Celebrity",4,540,0.54,1,4,2,6
4169,24,"Matching","Celebrity",4,439,0.439,1,4,2,6
4170,24,"Matching","Celebrity",4,383,0.383,1,4,2,6
4171,24,"Matching","Celebrity",4,522,0.522,1,4,2,6
4172,24,"Matching","Celebrity",4,479,0.479,1,4,2,6
4173,24,"Matching","Celebrity",4,645,0.645,1,4,2,6
4174,24,"Matching","Celebrity",4,343,0.343,1,4,2,6
4175,24,"Matching","Celebrity",4,404,0.404,1,4,2,6
4176,24,"Matching","Celebrity",4,507,0.507,1,4,2,6
4177,24,"Matching","Celebrity",4,521,0.521,1,4,2,6
4178,24,"Matching","Celebrity",4,581,0.581,1,4,2,6
4179,24,"Matching","Stranger",1,590,0.59,1,3,5,7
4180,24,"Matching","Stranger",1,421,0.421,1,3,5,7
4181,24,"Matching","Stranger",1,527,0.527,1,3,5,7
4182,24,"Matching","Stranger",1,451,0.451,1,3,5,7
4183,24,"Matching","Stranger",1,457,0.457,1,3,5,7
4184,24,"Matching","Stranger",1,496,0.496,1,3,5,7
4185,24,"Matching","Stranger",1,336,0.336,1,3,5,7
4186,24,"Matching","Stranger",1,583,0.583,1,3,5,7
4187,24,"Matching","Stranger",1,305,0.305,1,3,5,7
4188,24,"Matching","Stranger",1,331,0.331,1,3,5,7
4189,24,"Matching","Stranger",1,538,0.538,1,3,5,7
4190,24,"Matching","Stranger",1,487,0.487,1,3,5,7
4191,24,"Matching","Stranger",1,494,0.494,1,3,5,7
4192,24,"Matching","Stranger",1,547,0.547,1,3,5,7
4193,24,"Matching","Stranger",1,427,0.427,1,3,5,7
4194,24,"Matching","Stranger",1,328,0.328,1,3,5,7
4195,24,"Matching","Stranger",1,469,0.469,1,3,5,7
4196,24,"Matching","Stranger",1,464,0.464,1,3,5,7
4197,24,"Matching","Stranger",1,321,0.321,1,3,5,7
4198,24,"Matching","Stranger",1,356,0.356,1,3,5,7
4199,24,"Matching","Stranger",1,481,0.481,1,3,5,7
4200,24,"Matching","Stranger",1,370,0.37,1,3,5,7
4201,24,"Matching","Stranger",1,477,0.477,1,3,5,7
4202,24,"Matching","Stranger",1,449,0.449,1,3,5,7
4203,24,"Matching","Stranger",2,768,0.768,0,1,5,6
4204,24,"Matching","Stranger",2,498,0.498,0,1,5,6
4205,24,"Matching","Stranger",2,504,0.504,0,1,5,6
4206,24,"Matching","Stranger",2,339,0.339,1,1,5,6
4207,24,"Matching","Stranger",2,814,0.814,1,1,5,6
4208,24,"Matching","Stranger",2,538,0.538,1,1,5,6
4209,24,"Matching","Stranger",2,551,0.551,1,1,5,6
4210,24,"Matching","Stranger",2,932,0.932,1,1,5,6
4211,24,"Matching","Stranger",2,528,0.528,1,1,5,6
4212,24,"Matching","Stranger",2,332,0.332,1,1,5,6
4213,24,"Matching","Stranger",2,802,0.802,1,1,5,6
4214,24,"Matching","Stranger",2,665,0.665,1,1,5,6
4215,24,"Matching","Stranger",2,468,0.468,1,1,5,6
4216,24,"Matching","Stranger",2,775,0.775,1,1,5,6
4217,24,"Matching","Stranger",2,582,0.582,0,1,5,6
4218,24,"Matching","Stranger",2,707,0.707,1,1,5,6
4219,24,"Matching","Stranger",2,577,0.577,1,1,5,6
4220,24,"Matching","Stranger",2,323,0.323,1,1,5,6
4221,24,"Matching","Stranger",2,485,0.485,1,1,5,6
4222,24,"Matching","Stranger",2,531,0.531,1,1,5,6
4223,24,"Matching","Stranger",2,763,0.763,1,1,5,6
4224,24,"Matching","Stranger",2,769,0.769,1,1,5,6
4225,24,"Matching","Stranger",2,466,0.466,1,1,5,6
4226,24,"Matching","Stranger",3,565,0.565,1,2,2,2
4227,24,"Matching","Stranger",3,743,0.743,1,2,2,2
4228,24,"Matching","Stranger",3,728,0.728,1,2,2,2
4229,24,"Matching","Stranger",3,384,0.384,0,2,2,2
4230,24,"Matching","Stranger",3,635,0.635,1,2,2,2
4231,24,"Matching","Stranger",3,522,0.522,1,2,2,2
4232,24,"Matching","Stranger",3,556,0.556,1,2,2,2
4233,24,"Matching","Stranger",3,387,0.387,1,2,2,2
4234,24,"Matching","Stranger",3,322,0.322,1,2,2,2
4235,24,"Matching","Stranger",3,316,0.316,1,2,2,2
4236,24,"Matching","Stranger",3,674,0.674,1,2,2,2
4237,24,"Matching","Stranger",3,736,0.736,1,2,2,2
4238,24,"Matching","Stranger",3,544,0.544,1,2,2,2
4239,24,"Matching","Stranger",3,619,0.619,1,2,2,2
4240,24,"Matching","Stranger",3,432,0.432,1,2,2,2
4241,24,"Matching","Stranger",3,521,0.521,1,2,2,2
4242,24,"Matching","Stranger",3,389,0.389,1,2,2,2
4243,24,"Matching","Stranger",3,502,0.502,1,2,2,2
4244,24,"Matching","Stranger",3,687,0.687,1,2,2,2
4245,24,"Matching","Stranger",3,461,0.461,1,2,2,2
4246,24,"Matching","Stranger",3,349,0.349,1,2,2,2
4247,24,"Matching","Stranger",3,645,0.645,1,2,2,2
4248,24,"Matching","Stranger",3,485,0.485,1,2,2,2
4249,24,"Matching","Stranger",3,477,0.477,1,2,2,2
4250,24,"Matching","Stranger",4,727,0.727,1,4,2,6
4251,24,"Matching","Stranger",4,550,0.55,1,4,2,6
4252,24,"Matching","Stranger",4,512,0.512,1,4,2,6
4253,24,"Matching","Stranger",4,408,0.408,1,4,2,6
4254,24,"Matching","Stranger",4,774,0.774,1,4,2,6
4255,24,"Matching","Stranger",4,484,0.484,1,4,2,6
4256,24,"Matching","Stranger",4,850,0.85,1,4,2,6
4257,24,"Matching","Stranger",4,824,0.824,1,4,2,6
4258,24,"Matching","Stranger",4,708,0.708,1,4,2,6
4259,24,"Matching","Stranger",4,673,0.673,1,4,2,6
4260,24,"Matching","Stranger",4,683,0.683,1,4,2,6
4261,24,"Matching","Stranger",4,482,0.482,1,4,2,6
4262,24,"Matching","Stranger",4,417,0.417,1,4,2,6
4263,24,"Matching","Stranger",4,605,0.605,1,4,2,6
4264,24,"Matching","Stranger",4,515,0.515,1,4,2,6
4265,24,"Matching","Stranger",4,505,0.505,1,4,2,6
4266,24,"Matching","Stranger",4,633,0.633,0,4,2,6
4267,24,"Matching","Stranger",4,571,0.571,1,4,2,6
4268,24,"Matching","Stranger",4,525,0.525,1,4,2,6
4269,24,"Matching","Stranger",4,558,0.558,1,4,2,6
4270,24,"Matching","Stranger",4,637,0.637,1,4,2,6
4271,24,"Matching","Stranger",4,360,0.36,1,4,2,6
4272,24,"Matching","Stranger",4,503,0.503,1,4,2,6
4273,24,"Matching","Stranger",4,423,0.423,1,4,2,6
4274,24,"Nonmatching","Self",1,692,0.692,1,3,5,7
4275,24,"Nonmatching","Self",1,568,0.568,1,3,5,7
4276,24,"Nonmatching","Self",1,526,0.526,1,3,5,7
4277,24,"Nonmatching","Self",1,612,0.612,1,3,5,7
4278,24,"Nonmatching","Self",1,405,0.405,1,3,5,7
4279,24,"Nonmatching","Self",1,423,0.423,1,3,5,7
4280,24,"Nonmatching","Self",1,737,0.737,1,3,5,7
4281,24,"Nonmatching","Self",1,460,0.46,1,3,5,7
4282,24,"Nonmatching","Self",1,481,0.481,1,3,5,7
4283,24,"Nonmatching","Self",1,399,0.399,1,3,5,7
4284,24,"Nonmatching","Self",1,394,0.394,1,3,5,7
4285,24,"Nonmatching","Self",1,526,0.526,1,3,5,7
4286,24,"Nonmatching","Self",1,549,0.549,1,3,5,7
4287,24,"Nonmatching","Self",1,614,0.614,1,3,5,7
4288,24,"Nonmatching","Self",1,619,0.619,1,3,5,7
4289,24,"Nonmatching","Self",1,424,0.424,0,3,5,7
4290,24,"Nonmatching","Self",1,668,0.668,1,3,5,7
4291,24,"Nonmatching","Self",1,454,0.454,1,3,5,7
4292,24,"Nonmatching","Self",1,570,0.57,1,3,5,7
4293,24,"Nonmatching","Self",1,350,0.35,1,3,5,7
4294,24,"Nonmatching","Self",1,425,0.425,1,3,5,7
4295,24,"Nonmatching","Self",1,493,0.493,1,3,5,7
4296,24,"Nonmatching","Self",1,508,0.508,1,3,5,7
4297,24,"Nonmatching","Self",1,480,0.48,1,3,5,7
4298,24,"Nonmatching","Self",2,663,0.663,1,1,5,6
4299,24,"Nonmatching","Self",2,666,0.666,1,1,5,6
4300,24,"Nonmatching","Self",2,558,0.558,1,1,5,6
4301,24,"Nonmatching","Self",2,798,0.798,1,1,5,6
4302,24,"Nonmatching","Self",2,668,0.668,1,1,5,6
4303,24,"Nonmatching","Self",2,684,0.684,1,1,5,6
4304,24,"Nonmatching","Self",2,538,0.538,1,1,5,6
4305,24,"Nonmatching","Self",2,458,0.458,0,1,5,6
4306,24,"Nonmatching","Self",2,495,0.495,1,1,5,6
4307,24,"Nonmatching","Self",2,670,0.67,1,1,5,6
4308,24,"Nonmatching","Self",2,564,0.564,1,1,5,6
4309,24,"Nonmatching","Self",2,716,0.716,1,1,5,6
4310,24,"Nonmatching","Self",2,466,0.466,1,1,5,6
4311,24,"Nonmatching","Self",2,544,0.544,1,1,5,6
4312,24,"Nonmatching","Self",2,555,0.555,1,1,5,6
4313,24,"Nonmatching","Self",2,793,0.793,1,1,5,6
4314,24,"Nonmatching","Self",2,519,0.519,1,1,5,6
4315,24,"Nonmatching","Self",2,463,0.463,1,1,5,6
4316,24,"Nonmatching","Self",2,551,0.551,1,1,5,6
4317,24,"Nonmatching","Self",2,595,0.595,1,1,5,6
4318,24,"Nonmatching","Self",2,545,0.545,1,1,5,6
4319,24,"Nonmatching","Self",2,795,0.795,1,1,5,6
4320,24,"Nonmatching","Self",2,503,0.503,1,1,5,6
4321,24,"Nonmatching","Self",3,491,0.491,1,2,2,2
4322,24,"Nonmatching","Self",3,515,0.515,1,2,2,2
4323,24,"Nonmatching","Self",3,535,0.535,1,2,2,2
4324,24,"Nonmatching","Self",3,565,0.565,1,2,2,2
4325,24,"Nonmatching","Self",3,445,0.445,1,2,2,2
4326,24,"Nonmatching","Self",3,569,0.569,1,2,2,2
4327,24,"Nonmatching","Self",3,515,0.515,1,2,2,2
4328,24,"Nonmatching","Self",3,678,0.678,1,2,2,2
4329,24,"Nonmatching","Self",3,472,0.472,1,2,2,2
4330,24,"Nonmatching","Self",3,795,0.795,1,2,2,2
4331,24,"Nonmatching","Self",3,569,0.569,1,2,2,2
4332,24,"Nonmatching","Self",3,503,0.503,1,2,2,2
4333,24,"Nonmatching","Self",3,725,0.725,1,2,2,2
4334,24,"Nonmatching","Self",3,713,0.713,1,2,2,2
4335,24,"Nonmatching","Self",3,593,0.593,1,2,2,2
4336,24,"Nonmatching","Self",3,547,0.547,1,2,2,2
4337,24,"Nonmatching","Self",3,635,0.635,1,2,2,2
4338,24,"Nonmatching","Self",3,507,0.507,1,2,2,2
4339,24,"Nonmatching","Self",3,658,0.658,1,2,2,2
4340,24,"Nonmatching","Self",3,393,0.393,1,2,2,2
4341,24,"Nonmatching","Self",3,704,0.704,1,2,2,2
4342,24,"Nonmatching","Self",3,540,0.54,1,2,2,2
4343,24,"Nonmatching","Self",3,674,0.674,1,2,2,2
4344,24,"Nonmatching","Self",3,751,0.751,1,2,2,2
4345,24,"Nonmatching","Self",4,525,0.525,1,4,2,6
4346,24,"Nonmatching","Self",4,570,0.57,1,4,2,6
4347,24,"Nonmatching","Self",4,693,0.693,1,4,2,6
4348,24,"Nonmatching","Self",4,563,0.563,1,4,2,6
4349,24,"Nonmatching","Self",4,521,0.521,0,4,2,6
4350,24,"Nonmatching","Self",4,674,0.674,1,4,2,6
4351,24,"Nonmatching","Self",4,776,0.776,1,4,2,6
4352,24,"Nonmatching","Self",4,509,0.509,1,4,2,6
4353,24,"Nonmatching","Self",4,544,0.544,1,4,2,6
4354,24,"Nonmatching","Self",4,541,0.541,1,4,2,6
4355,24,"Nonmatching","Self",4,552,0.552,1,4,2,6
4356,24,"Nonmatching","Self",4,568,0.568,1,4,2,6
4357,24,"Nonmatching","Self",4,457,0.457,1,4,2,6
4358,24,"Nonmatching","Self",4,478,0.478,1,4,2,6
4359,24,"Nonmatching","Self",4,535,0.535,1,4,2,6
4360,24,"Nonmatching","Self",4,463,0.463,1,4,2,6
4361,24,"Nonmatching","Self",4,628,0.628,1,4,2,6
4362,24,"Nonmatching","Self",4,621,0.621,1,4,2,6
4363,24,"Nonmatching","Self",4,538,0.538,1,4,2,6
4364,24,"Nonmatching","Self",4,553,0.553,1,4,2,6
4365,24,"Nonmatching","Self",4,600,0.6,1,4,2,6
4366,24,"Nonmatching","Self",4,504,0.504,1,4,2,6
4367,24,"Nonmatching","Self",4,565,0.565,1,4,2,6
4368,24,"Nonmatching","Celebrity",1,535,0.535,1,3,5,7
4369,24,"Nonmatching","Celebrity",1,453,0.453,1,3,5,7
4370,24,"Nonmatching","Celebrity",1,608,0.608,1,3,5,7
4371,24,"Nonmatching","Celebrity",1,399,0.399,1,3,5,7
4372,24,"Nonmatching","Celebrity",1,643,0.643,1,3,5,7
4373,24,"Nonmatching","Celebrity",1,516,0.516,0,3,5,7
4374,24,"Nonmatching","Celebrity",1,731,0.731,1,3,5,7
4375,24,"Nonmatching","Celebrity",1,469,0.469,1,3,5,7
4376,24,"Nonmatching","Celebrity",1,636,0.636,1,3,5,7
4377,24,"Nonmatching","Celebrity",1,853,0.853,1,3,5,7
4378,24,"Nonmatching","Celebrity",1,472,0.472,1,3,5,7
4379,24,"Nonmatching","Celebrity",1,592,0.592,1,3,5,7
4380,24,"Nonmatching","Celebrity",1,462,0.462,1,3,5,7
4381,24,"Nonmatching","Celebrity",1,598,0.598,1,3,5,7
4382,24,"Nonmatching","Celebrity",1,581,0.581,1,3,5,7
4383,24,"Nonmatching","Celebrity",1,434,0.434,1,3,5,7
4384,24,"Nonmatching","Celebrity",1,573,0.573,1,3,5,7
4385,24,"Nonmatching","Celebrity",1,508,0.508,1,3,5,7
4386,24,"Nonmatching","Celebrity",2,722,0.722,0,1,5,6
4387,24,"Nonmatching","Celebrity",2,461,0.461,1,1,5,6
4388,24,"Nonmatching","Celebrity",2,504,0.504,1,1,5,6
4389,24,"Nonmatching","Celebrity",2,434,0.434,1,1,5,6
4390,24,"Nonmatching","Celebrity",2,485,0.485,1,1,5,6
4391,24,"Nonmatching","Celebrity",2,620,0.62,1,1,5,6
4392,24,"Nonmatching","Celebrity",2,862,0.862,1,1,5,6
4393,24,"Nonmatching","Celebrity",2,585,0.585,1,1,5,6
4394,24,"Nonmatching","Celebrity",2,631,0.631,1,1,5,6
4395,24,"Nonmatching","Celebrity",2,553,0.553,1,1,5,6
4396,24,"Nonmatching","Celebrity",2,690,0.69,1,1,5,6
4397,24,"Nonmatching","Celebrity",2,554,0.554,1,1,5,6
4398,24,"Nonmatching","Celebrity",2,386,0.386,1,1,5,6
4399,24,"Nonmatching","Celebrity",2,500,0.5,1,1,5,6
4400,24,"Nonmatching","Celebrity",2,475,0.475,1,1,5,6
4401,24,"Nonmatching","Celebrity",2,616,0.616,1,1,5,6
4402,24,"Nonmatching","Celebrity",2,580,0.58,1,1,5,6
4403,24,"Nonmatching","Celebrity",2,432,0.432,1,1,5,6
4404,24,"Nonmatching","Celebrity",2,408,0.408,1,1,5,6
4405,24,"Nonmatching","Celebrity",2,490,0.49,1,1,5,6
4406,24,"Nonmatching","Celebrity",2,533,0.533,1,1,5,6
4407,24,"Nonmatching","Celebrity",2,466,0.466,1,1,5,6
4408,24,"Nonmatching","Celebrity",2,586,0.586,1,1,5,6
4409,24,"Nonmatching","Celebrity",2,614,0.614,1,1,5,6
4410,24,"Nonmatching","Celebrity",3,755,0.755,0,2,2,2
4411,24,"Nonmatching","Celebrity",3,354,0.354,1,2,2,2
4412,24,"Nonmatching","Celebrity",3,442,0.442,1,2,2,2
4413,24,"Nonmatching","Celebrity",3,607,0.607,0,2,2,2
4414,24,"Nonmatching","Celebrity",3,704,0.704,1,2,2,2
4415,24,"Nonmatching","Celebrity",3,603,0.603,1,2,2,2
4416,24,"Nonmatching","Celebrity",3,891,0.891,1,2,2,2
4417,24,"Nonmatching","Celebrity",3,503,0.503,1,2,2,2
4418,24,"Nonmatching","Celebrity",3,490,0.49,1,2,2,2
4419,24,"Nonmatching","Celebrity",3,520,0.52,1,2,2,2
4420,24,"Nonmatching","Celebrity",3,458,0.458,1,2,2,2
4421,24,"Nonmatching","Celebrity",3,453,0.453,0,2,2,2
4422,24,"Nonmatching","Celebrity",3,653,0.653,1,2,2,2
4423,24,"Nonmatching","Celebrity",3,418,0.418,1,2,2,2
4424,24,"Nonmatching","Celebrity",3,472,0.472,1,2,2,2
4425,24,"Nonmatching","Celebrity",3,471,0.471,1,2,2,2
4426,24,"Nonmatching","Celebrity",3,810,0.81,1,2,2,2
4427,24,"Nonmatching","Celebrity",3,418,0.418,1,2,2,2
4428,24,"Nonmatching","Celebrity",3,518,0.518,1,2,2,2
4429,24,"Nonmatching","Celebrity",3,651,0.651,0,2,2,2
4430,24,"Nonmatching","Celebrity",3,528,0.528,1,2,2,2
4431,24,"Nonmatching","Celebrity",3,636,0.636,1,2,2,2
4432,24,"Nonmatching","Celebrity",3,647,0.647,1,2,2,2
4433,24,"Nonmatching","Celebrity",4,907,0.907,1,4,2,6
4434,24,"Nonmatching","Celebrity",4,573,0.573,1,4,2,6
4435,24,"Nonmatching","Celebrity",4,703,0.703,1,4,2,6
4436,24,"Nonmatching","Celebrity",4,482,0.482,1,4,2,6
4437,24,"Nonmatching","Celebrity",4,646,0.646,1,4,2,6
