"X","Subject","Matching","Identity","Group","RT_ms","RT_sec","ACC"
16154,54,"Matching","Friend",1,615,0.615,1
16155,54,"Matching","Friend",1,539,0.539,1
16156,54,"Matching","Friend",1,654,0.654,1
16157,54,"Matching","Friend",1,576,0.576,1
16158,54,"Matching","Friend",1,474,0.474,1
16159,54,"Matching","Friend",1,570,0.57,1
16160,54,"Matching","Friend",1,425,0.425,1
16161,54,"Matching","Friend",1,407,0.407,0
16162,54,"Matching","Friend",1,571,0.571,1
16163,54,"Matching","Friend",1,599,0.599,1
16164,54,"Matching","Friend",1,563,0.563,1
16165,54,"Matching","Friend",1,553,0.553,1
16166,54,"Matching","Friend",1,564,0.564,1
16167,54,"Matching","Friend",1,617,0.617,1
16168,54,"Matching","Friend",1,682,0.682,1
16169,54,"Matching","Friend",1,706,0.706,1
16170,54,"Matching","Friend",1,743,0.743,1
16171,54,"Matching","Friend",1,528,0.528,1
16172,54,"Matching","Friend",1,483,0.483,1
16173,54,"Matching","Friend",1,484,0.484,0
16174,54,"Matching","Friend",1,630,0.63,1
16175,54,"Matching","Friend",1,683,0.683,1
16176,54,"Matching","Friend",1,506,0.506,1
16177,54,"Matching","Friend",1,612,0.612,1
16178,54,"Matching","Friend",1,535,0.535,1
16179,54,"Matching","Friend",1,751,0.751,1
16180,54,"Matching","Friend",1,578,0.578,1
16181,54,"Matching","Friend",1,526,0.526,1
16182,54,"Matching","Friend",1,528,0.528,1
16183,54,"Matching","Friend",1,543,0.543,1
16184,54,"Matching","Friend",1,528,0.528,1
16185,54,"Matching","Friend",1,481,0.481,1
16186,54,"Matching","Friend",1,618,0.618,1
16187,54,"Matching","Friend",1,553,0.553,1
16188,54,"Matching","Friend",1,594,0.594,1
16189,54,"Matching","Friend",1,504,0.504,1
16190,54,"Matching","Friend",1,528,0.528,1
16191,54,"Matching","Friend",1,733,0.733,1
16192,54,"Matching","Friend",1,756,0.756,1
16193,54,"Matching","Friend",1,535,0.535,1
16194,54,"Matching","Stranger",1,344,0.344,0
16195,54,"Matching","Stranger",1,448,0.448,0
16196,54,"Matching","Stranger",1,557,0.557,1
16197,54,"Matching","Stranger",1,455,0.455,1
16198,54,"Matching","Stranger",1,492,0.492,1
16199,54,"Matching","Stranger",1,401,0.401,1
16200,54,"Matching","Stranger",1,454,0.454,1
16201,54,"Matching","Stranger",1,543,0.543,1
16202,54,"Matching","Stranger",1,405,0.405,1
16203,54,"Matching","Stranger",1,473,0.473,1
16204,54,"Matching","Stranger",1,445,0.445,1
16205,54,"Matching","Stranger",1,427,0.427,1
16206,54,"Matching","Stranger",1,408,0.408,1
16207,54,"Matching","Stranger",1,464,0.464,1
16208,54,"Matching","Stranger",1,424,0.424,1
16209,54,"Matching","Stranger",1,428,0.428,1
16210,54,"Matching","Stranger",1,427,0.427,1
16211,54,"Matching","Stranger",1,437,0.437,1
16212,54,"Matching","Stranger",1,539,0.539,1
16213,54,"Matching","Stranger",1,468,0.468,1
16214,54,"Matching","Stranger",1,442,0.442,1
16215,54,"Matching","Stranger",1,438,0.438,1
16216,54,"Matching","Stranger",1,514,0.514,1
16217,54,"Matching","Stranger",1,533,0.533,1
16218,54,"Matching","Stranger",1,512,0.512,1
16219,54,"Matching","Stranger",1,627,0.627,1
16220,54,"Matching","Stranger",1,482,0.482,1
16221,54,"Matching","Stranger",1,639,0.639,1
16222,54,"Matching","Stranger",1,477,0.477,1
16223,54,"Matching","Stranger",1,480,0.48,1
16224,54,"Matching","Stranger",1,567,0.567,1
16225,54,"Matching","Stranger",1,706,0.706,1
16226,54,"Matching","Stranger",1,543,0.543,1
16227,54,"Matching","Stranger",1,463,0.463,1
16228,54,"Matching","Stranger",1,473,0.473,1
16229,54,"Matching","Stranger",1,540,0.54,1
16230,54,"Matching","Stranger",1,455,0.455,1
16231,54,"Matching","Stranger",1,509,0.509,1
16232,54,"Matching","Stranger",1,522,0.522,1
16233,54,"Matching","Stranger",1,562,0.562,1
16234,54,"Matching","Stranger",1,605,0.605,1
16235,54,"Matching","Stranger",1,578,0.578,1
16236,54,"Matching","Stranger",1,491,0.491,1
16237,54,"Matching","Stranger",1,626,0.626,1
16238,54,"Matching","Stranger",1,534,0.534,1
16239,54,"Matching","Stranger",1,425,0.425,1
16240,54,"Matching","Stranger",1,493,0.493,1
16241,54,"Matching","Stranger",1,485,0.485,1
16242,54,"Matching","Stranger",1,546,0.546,1
16243,54,"Matching","Stranger",1,479,0.479,1
16244,54,"Matching","Stranger",1,533,0.533,1
16245,54,"Matching","Stranger",1,473,0.473,1
16246,54,"Matching","Stranger",1,485,0.485,1
16247,54,"Matching","Stranger",1,437,0.437,1
16248,54,"Matching","Stranger",1,573,0.573,1
16249,54,"Matching","Stranger",1,584,0.584,1
16250,54,"Matching","Stranger",1,510,0.51,1
16251,54,"Matching","Stranger",1,568,0.568,1
16252,54,"Matching","Stranger",1,487,0.487,1
16253,54,"Matching","Stranger",1,563,0.563,1
16254,54,"Nonmatching","Self",1,239,0.239,1
16255,54,"Nonmatching","Self",1,333,0.333,1
16256,54,"Nonmatching","Self",1,439,0.439,1
16257,54,"Nonmatching","Self",1,413,0.413,1
16258,54,"Nonmatching","Self",1,385,0.385,1
16259,54,"Nonmatching","Self",1,361,0.361,1
16260,54,"Nonmatching","Self",1,416,0.416,1
16261,54,"Nonmatching","Self",1,421,0.421,0
16262,54,"Nonmatching","Self",1,466,0.466,1
16263,54,"Nonmatching","Self",1,519,0.519,1
16264,54,"Nonmatching","Self",1,436,0.436,0
16265,54,"Nonmatching","Self",1,416,0.416,1
16266,54,"Nonmatching","Self",1,425,0.425,1
16267,54,"Nonmatching","Self",1,422,0.422,1
16268,54,"Nonmatching","Self",1,465,0.465,1
16269,54,"Nonmatching","Self",1,487,0.487,1
16270,54,"Nonmatching","Self",1,454,0.454,1
16271,54,"Nonmatching","Self",1,461,0.461,1
16272,54,"Nonmatching","Self",1,458,0.458,1
16273,54,"Nonmatching","Self",1,408,0.408,1
16274,54,"Nonmatching","Self",1,410,0.41,1
16275,54,"Nonmatching","Self",1,372,0.372,1
16276,54,"Nonmatching","Self",1,374,0.374,1
16277,54,"Nonmatching","Self",1,421,0.421,1
16278,54,"Nonmatching","Self",1,450,0.45,1
16279,54,"Nonmatching","Self",1,470,0.47,1
16280,54,"Nonmatching","Self",1,420,0.42,1
16281,54,"Nonmatching","Self",1,416,0.416,1
16282,54,"Nonmatching","Self",1,557,0.557,1
16283,54,"Nonmatching","Self",1,436,0.436,1
16284,54,"Nonmatching","Self",1,397,0.397,1
16285,54,"Nonmatching","Self",1,624,0.624,1
16286,54,"Nonmatching","Self",1,423,0.423,1
16287,54,"Nonmatching","Self",1,427,0.427,1
16288,54,"Nonmatching","Self",1,488,0.488,1
16289,54,"Nonmatching","Self",1,409,0.409,1
16290,54,"Nonmatching","Self",1,502,0.502,1
16291,54,"Nonmatching","Self",1,401,0.401,1
16292,54,"Nonmatching","Self",1,422,0.422,1
16293,54,"Nonmatching","Self",1,291,0.291,1
16294,54,"Nonmatching","Self",1,424,0.424,1
16295,54,"Nonmatching","Self",1,438,0.438,1
16296,54,"Nonmatching","Self",1,528,0.528,1
16297,54,"Nonmatching","Self",1,479,0.479,1
16298,54,"Nonmatching","Self",1,368,0.368,1
16299,54,"Nonmatching","Self",1,408,0.408,1
16300,54,"Nonmatching","Self",1,402,0.402,1
16301,54,"Nonmatching","Self",1,428,0.428,1
16302,54,"Nonmatching","Self",1,530,0.53,1
16303,54,"Nonmatching","Self",1,542,0.542,1
16304,54,"Nonmatching","Self",1,484,0.484,1
16305,54,"Nonmatching","Self",1,447,0.447,1
16306,54,"Nonmatching","Self",1,424,0.424,1
16307,54,"Nonmatching","Self",1,394,0.394,1
16308,54,"Nonmatching","Self",1,478,0.478,1
16309,54,"Nonmatching","Self",1,453,0.453,1
16310,54,"Nonmatching","Self",1,426,0.426,1
16311,54,"Nonmatching","Self",1,401,0.401,1
16312,54,"Nonmatching","Self",1,446,0.446,1
16313,54,"Nonmatching","Self",1,411,0.411,1
16314,54,"Nonmatching","Friend",1,651,0.651,1
16315,54,"Nonmatching","Friend",1,733,0.733,1
16316,54,"Nonmatching","Friend",1,519,0.519,1
16317,54,"Nonmatching","Friend",1,557,0.557,1
16318,54,"Nonmatching","Friend",1,687,0.687,1
16319,54,"Nonmatching","Friend",1,462,0.462,1
16320,54,"Nonmatching","Friend",1,618,0.618,1
16321,54,"Nonmatching","Friend",1,488,0.488,1
16322,54,"Nonmatching","Friend",1,505,0.505,1
16323,54,"Nonmatching","Friend",1,544,0.544,1
16324,54,"Nonmatching","Friend",1,376,0.376,1
16325,54,"Nonmatching","Friend",1,303,0.303,1
16326,54,"Nonmatching","Friend",1,460,0.46,1
16327,54,"Nonmatching","Friend",1,797,0.797,1
16328,54,"Nonmatching","Friend",1,439,0.439,1
16329,54,"Nonmatching","Friend",1,614,0.614,1
16330,54,"Nonmatching","Friend",1,464,0.464,1
16331,54,"Nonmatching","Friend",1,512,0.512,1
16332,54,"Nonmatching","Friend",1,506,0.506,1
16333,54,"Nonmatching","Friend",1,610,0.61,1
16334,54,"Nonmatching","Friend",1,626,0.626,1
16335,54,"Nonmatching","Friend",1,414,0.414,1
16336,54,"Nonmatching","Friend",1,440,0.44,1
16337,54,"Nonmatching","Friend",1,605,0.605,0
16338,54,"Nonmatching","Friend",1,564,0.564,1
16339,54,"Nonmatching","Friend",1,654,0.654,1
16340,54,"Nonmatching","Friend",1,499,0.499,1
16341,54,"Nonmatching","Friend",1,432,0.432,1
16342,54,"Nonmatching","Friend",1,591,0.591,1
16343,54,"Nonmatching","Friend",1,444,0.444,1
16344,54,"Nonmatching","Friend",1,475,0.475,1
16345,54,"Nonmatching","Friend",1,470,0.47,1
16346,54,"Nonmatching","Friend",1,828,0.828,1
16347,54,"Nonmatching","Friend",1,509,0.509,1
16348,54,"Nonmatching","Friend",1,526,0.526,1
16349,54,"Nonmatching","Friend",1,537,0.537,1
16350,54,"Nonmatching","Friend",1,474,0.474,1
16351,54,"Nonmatching","Friend",1,513,0.513,0
16352,54,"Nonmatching","Friend",1,515,0.515,1
16353,54,"Nonmatching","Friend",1,558,0.558,0
16354,54,"Nonmatching","Friend",1,483,0.483,1
16355,54,"Nonmatching","Friend",1,528,0.528,1
16356,54,"Nonmatching","Friend",1,467,0.467,1
16357,54,"Nonmatching","Friend",1,487,0.487,1
16358,54,"Nonmatching","Friend",1,502,0.502,1
16359,54,"Nonmatching","Friend",1,572,0.572,1
16360,54,"Nonmatching","Friend",1,457,0.457,1
16361,54,"Nonmatching","Friend",1,478,0.478,0
16362,54,"Nonmatching","Friend",1,618,0.618,1
16363,54,"Nonmatching","Friend",1,486,0.486,1
16364,54,"Nonmatching","Friend",1,430,0.43,1
16365,54,"Nonmatching","Friend",1,427,0.427,1
16366,54,"Nonmatching","Friend",1,461,0.461,1
16367,54,"Nonmatching","Friend",1,438,0.438,1
16368,54,"Nonmatching","Friend",1,415,0.415,1
16369,54,"Nonmatching","Friend",1,480,0.48,1
16370,54,"Nonmatching","Friend",1,548,0.548,1
16371,54,"Nonmatching","Friend",1,527,0.527,1
16372,54,"Nonmatching","Friend",1,518,0.518,1
16373,54,"Nonmatching","Friend",1,569,0.569,1
16374,54,"Nonmatching","Stranger",1,448,0.448,1
16375,54,"Nonmatching","Stranger",1,482,0.482,1
16376,54,"Nonmatching","Stranger",1,611,0.611,1
16377,54,"Nonmatching","Stranger",1,654,0.654,1
16378,54,"Nonmatching","Stranger",1,436,0.436,1
16379,54,"Nonmatching","Stranger",1,553,0.553,1
16380,54,"Nonmatching","Stranger",1,515,0.515,1
16381,54,"Nonmatching","Stranger",1,430,0.43,1
16382,54,"Nonmatching","Stranger",1,497,0.497,1
16383,54,"Nonmatching","Stranger",1,518,0.518,1
16384,54,"Nonmatching","Stranger",1,380,0.38,1
16385,54,"Nonmatching","Stranger",1,460,0.46,1
16386,54,"Nonmatching","Stranger",1,472,0.472,1
16387,54,"Nonmatching","Stranger",1,515,0.515,1
16388,54,"Nonmatching","Stranger",1,435,0.435,1
16389,54,"Nonmatching","Stranger",1,539,0.539,1
16390,54,"Nonmatching","Stranger",1,495,0.495,1
16391,54,"Nonmatching","Stranger",1,566,0.566,1
16392,54,"Nonmatching","Stranger",1,555,0.555,1
16393,54,"Nonmatching","Stranger",1,494,0.494,1
16394,54,"Nonmatching","Stranger",1,458,0.458,1
16395,54,"Nonmatching","Stranger",1,600,0.6,1
16396,54,"Nonmatching","Stranger",1,460,0.46,1
16397,54,"Nonmatching","Stranger",1,459,0.459,1
16398,54,"Nonmatching","Stranger",1,452,0.452,1
16399,54,"Nonmatching","Stranger",1,537,0.537,1
16400,54,"Nonmatching","Stranger",1,478,0.478,1
16401,54,"Nonmatching","Stranger",1,477,0.477,1
16402,54,"Nonmatching","Stranger",1,431,0.431,1
16403,54,"Nonmatching","Stranger",1,481,0.481,1
16404,54,"Nonmatching","Stranger",1,738,0.738,1
16405,54,"Nonmatching","Stranger",1,495,0.495,1
16406,54,"Nonmatching","Stranger",1,492,0.492,1
16407,54,"Nonmatching","Stranger",1,455,0.455,1
16408,54,"Nonmatching","Stranger",1,430,0.43,1
16409,54,"Nonmatching","Stranger",1,354,0.354,1
16410,54,"Nonmatching","Stranger",1,489,0.489,1
16411,54,"Nonmatching","Stranger",1,438,0.438,1
16412,54,"Nonmatching","Stranger",1,464,0.464,1
16413,54,"Nonmatching","Stranger",1,499,0.499,1
16414,54,"Nonmatching","Stranger",1,479,0.479,1
16415,54,"Nonmatching","Stranger",1,484,0.484,1
16416,54,"Nonmatching","Stranger",1,398,0.398,1
16417,54,"Nonmatching","Stranger",1,497,0.497,1
16418,54,"Nonmatching","Stranger",1,490,0.49,1
16419,54,"Nonmatching","Stranger",1,449,0.449,1
16420,54,"Nonmatching","Stranger",1,531,0.531,1
16421,54,"Nonmatching","Stranger",1,492,0.492,1
16422,54,"Nonmatching","Stranger",1,443,0.443,1
16423,54,"Nonmatching","Stranger",1,440,0.44,1
16424,54,"Nonmatching","Stranger",1,435,0.435,1
16425,54,"Nonmatching","Stranger",1,459,0.459,1
16426,54,"Nonmatching","Stranger",1,458,0.458,1
16427,54,"Nonmatching","Stranger",1,441,0.441,0
16428,54,"Nonmatching","Stranger",1,417,0.417,1
16429,54,"Nonmatching","Stranger",1,571,0.571,1
16430,54,"Nonmatching","Stranger",1,464,0.464,1
16431,54,"Nonmatching","Stranger",1,510,0.51,0
16432,54,"Nonmatching","Stranger",1,442,0.442,1
16433,54,"Nonmatching","Stranger",1,454,0.454,1
16434,55,"Matching","Self",1,703,0.703,0
16435,55,"Matching","Self",1,439,0.439,1
16436,55,"Matching","Self",1,493,0.493,0
16437,55,"Matching","Self",1,446,0.446,1
16438,55,"Matching","Self",1,594,0.594,1
16439,55,"Matching","Self",1,428,0.428,1
16440,55,"Matching","Self",1,542,0.542,1
16441,55,"Matching","Self",1,382,0.382,1
16442,55,"Matching","Self",1,501,0.501,1
16443,55,"Matching","Self",1,369,0.369,1
16444,55,"Matching","Self",1,396,0.396,1
16445,55,"Matching","Self",1,328,0.328,1
16446,55,"Matching","Self",1,425,0.425,1
16447,55,"Matching","Self",1,292,0.292,1
16448,55,"Matching","Self",1,323,0.323,0
16449,55,"Matching","Self",1,340,0.34,1
16450,55,"Matching","Self",1,530,0.53,1
16451,55,"Matching","Self",1,357,0.357,1
16452,55,"Matching","Self",1,374,0.374,1
16453,55,"Matching","Self",1,478,0.478,1
16454,55,"Matching","Self",1,341,0.341,1
16455,55,"Matching","Self",1,389,0.389,1
16456,55,"Matching","Self",1,393,0.393,1
16457,55,"Matching","Self",1,421,0.421,0
16458,55,"Matching","Self",1,471,0.471,1
16459,55,"Matching","Self",1,413,0.413,1
16460,55,"Matching","Self",1,354,0.354,1
16461,55,"Matching","Self",1,379,0.379,1
16462,55,"Matching","Self",1,296,0.296,1
16463,55,"Matching","Self",1,435,0.435,1
16464,55,"Matching","Self",1,429,0.429,1
16465,55,"Matching","Self",1,289,0.289,1
16466,55,"Matching","Self",1,342,0.342,1
16467,55,"Matching","Self",1,459,0.459,1
16468,55,"Matching","Self",1,547,0.547,1
16469,55,"Matching","Self",1,542,0.542,1
16470,55,"Matching","Self",1,314,0.314,1
16471,55,"Matching","Self",1,351,0.351,1
16472,55,"Matching","Self",1,277,0.277,1
16473,55,"Matching","Self",1,275,0.275,1
16474,55,"Matching","Self",1,400,0.4,1
16475,55,"Matching","Self",1,414,0.414,1
16476,55,"Matching","Self",1,411,0.411,1
16477,55,"Matching","Self",1,431,0.431,1
16478,55,"Matching","Self",1,349,0.349,1
16479,55,"Matching","Self",1,438,0.438,1
16480,55,"Matching","Self",1,434,0.434,1
16481,55,"Matching","Self",1,410,0.41,1
16482,55,"Matching","Self",1,577,0.577,1
16483,55,"Matching","Self",1,395,0.395,1
16484,55,"Matching","Self",1,342,0.342,1
16485,55,"Matching","Self",1,455,0.455,1
16486,55,"Matching","Self",1,450,0.45,1
16487,55,"Matching","Self",1,554,0.554,1
16488,55,"Matching","Self",1,369,0.369,1
16489,55,"Matching","Self",1,339,0.339,1
16490,55,"Matching","Self",1,477,0.477,1
16491,55,"Matching","Self",1,506,0.506,1
16492,55,"Matching","Friend",1,470,0.47,0
16493,55,"Matching","Friend",1,763,0.763,0
16494,55,"Matching","Friend",1,581,0.581,0
16495,55,"Matching","Friend",1,759,0.759,0
16496,55,"Matching","Friend",1,480,0.48,1
16497,55,"Matching","Friend",1,747,0.747,0
16498,55,"Matching","Friend",1,729,0.729,1
16499,55,"Matching","Friend",1,672,0.672,1
16500,55,"Matching","Friend",1,611,0.611,0
16501,55,"Matching","Friend",1,304,0.304,1
16502,55,"Matching","Friend",1,372,0.372,0
16503,55,"Matching","Friend",1,671,0.671,0
16504,55,"Matching","Friend",1,470,0.47,1
16505,55,"Matching","Friend",1,560,0.56,0
16506,55,"Matching","Friend",1,579,0.579,0
16507,55,"Matching","Friend",1,524,0.524,0
16508,55,"Matching","Friend",1,401,0.401,0
16509,55,"Matching","Friend",1,829,0.829,0
16510,55,"Matching","Friend",1,721,0.721,0
16511,55,"Matching","Friend",1,607,0.607,1
16512,55,"Matching","Friend",1,263,0.263,0
16513,55,"Matching","Friend",1,235,0.235,1
16514,55,"Matching","Friend",1,350,0.35,0
16515,55,"Matching","Friend",1,429,0.429,1
16516,55,"Matching","Friend",1,346,0.346,0
16517,55,"Matching","Friend",1,483,0.483,0
16518,55,"Matching","Friend",1,444,0.444,1
16519,55,"Matching","Friend",1,586,0.586,0
16520,55,"Matching","Friend",1,499,0.499,1
16521,55,"Matching","Friend",1,491,0.491,0
16522,55,"Matching","Friend",1,465,0.465,1
16523,55,"Matching","Friend",1,483,0.483,1
16524,55,"Matching","Friend",1,319,0.319,1
16525,55,"Matching","Friend",1,743,0.743,1
16526,55,"Matching","Friend",1,594,0.594,1
16527,55,"Matching","Friend",1,588,0.588,1
16528,55,"Matching","Friend",1,459,0.459,0
16529,55,"Matching","Friend",1,499,0.499,1
16530,55,"Matching","Friend",1,390,0.39,0
16531,55,"Matching","Friend",1,779,0.779,1
16532,55,"Matching","Friend",1,521,0.521,1
16533,55,"Matching","Friend",1,553,0.553,1
16534,55,"Matching","Friend",1,593,0.593,0
16535,55,"Matching","Friend",1,604,0.604,1
16536,55,"Matching","Friend",1,340,0.34,1
16537,55,"Matching","Friend",1,380,0.38,1
16538,55,"Matching","Friend",1,667,0.667,1
16539,55,"Matching","Friend",1,503,0.503,0
16540,55,"Matching","Friend",1,610,0.61,1
16541,55,"Matching","Friend",1,515,0.515,0
16542,55,"Matching","Friend",1,461,0.461,0
16543,55,"Matching","Friend",1,283,0.283,1
16544,55,"Matching","Friend",1,578,0.578,0
16545,55,"Matching","Friend",1,639,0.639,1
16546,55,"Matching","Friend",1,490,0.49,0
16547,55,"Matching","Friend",1,425,0.425,1
16548,55,"Matching","Friend",1,479,0.479,1
16549,55,"Matching","Friend",1,597,0.597,1
16550,55,"Matching","Stranger",1,351,0.351,0
16551,55,"Matching","Stranger",1,766,0.766,1
16552,55,"Matching","Stranger",1,454,0.454,0
16553,55,"Matching","Stranger",1,893,0.893,0
16554,55,"Matching","Stranger",1,353,0.353,1
16555,55,"Matching","Stranger",1,477,0.477,0
16556,55,"Matching","Stranger",1,291,0.291,1
16557,55,"Matching","Stranger",1,711,0.711,0
16558,55,"Matching","Stranger",1,831,0.831,1
16559,55,"Matching","Stranger",1,508,0.508,0
16560,55,"Matching","Stranger",1,749,0.749,0
16561,55,"Matching","Stranger",1,743,0.743,1
16562,55,"Matching","Stranger",1,582,0.582,0
16563,55,"Matching","Stranger",1,638,0.638,0
16564,55,"Matching","Stranger",1,724,0.724,1
16565,55,"Matching","Stranger",1,863,0.863,1
16566,55,"Matching","Stranger",1,412,0.412,0
16567,55,"Matching","Stranger",1,425,0.425,0
16568,55,"Matching","Stranger",1,829,0.829,1
16569,55,"Matching","Stranger",1,565,0.565,1
16570,55,"Matching","Stranger",1,775,0.775,1
16571,55,"Matching","Stranger",1,452,0.452,0
16572,55,"Matching","Stranger",1,421,0.421,1
16573,55,"Matching","Stranger",1,218,0.218,1
16574,55,"Matching","Stranger",1,459,0.459,1
16575,55,"Matching","Stranger",1,511,0.511,0
16576,55,"Matching","Stranger",1,906,0.906,1
16577,55,"Matching","Stranger",1,434,0.434,0
16578,55,"Matching","Stranger",1,491,0.491,0
16579,55,"Matching","Stranger",1,501,0.501,1
16580,55,"Matching","Stranger",1,599,0.599,0
16581,55,"Matching","Stranger",1,569,0.569,0
16582,55,"Matching","Stranger",1,415,0.415,1
16583,55,"Matching","Stranger",1,418,0.418,1
16584,55,"Matching","Stranger",1,614,0.614,0
16585,55,"Matching","Stranger",1,387,0.387,0
16586,55,"Matching","Stranger",1,352,0.352,0
16587,55,"Matching","Stranger",1,462,0.462,0
16588,55,"Matching","Stranger",1,612,0.612,1
16589,55,"Matching","Stranger",1,660,0.66,1
16590,55,"Matching","Stranger",1,528,0.528,1
16591,55,"Matching","Stranger",1,612,0.612,1
16592,55,"Matching","Stranger",1,409,0.409,1
16593,55,"Matching","Stranger",1,570,0.57,1
16594,55,"Matching","Stranger",1,438,0.438,0
16595,55,"Matching","Stranger",1,453,0.453,0
16596,55,"Matching","Stranger",1,681,0.681,1
16597,55,"Matching","Stranger",1,658,0.658,1
16598,55,"Matching","Stranger",1,515,0.515,1
16599,55,"Matching","Stranger",1,566,0.566,0
16600,55,"Matching","Stranger",1,632,0.632,1
16601,55,"Matching","Stranger",1,632,0.632,1
16602,55,"Matching","Stranger",1,518,0.518,0
16603,55,"Matching","Stranger",1,610,0.61,1
16604,55,"Matching","Stranger",1,760,0.76,1
16605,55,"Matching","Stranger",1,572,0.572,0
16606,55,"Matching","Stranger",1,823,0.823,1
16607,55,"Matching","Stranger",1,481,0.481,0
16608,55,"Nonmatching","Self",1,549,0.549,1
16609,55,"Nonmatching","Self",1,631,0.631,1
16610,55,"Nonmatching","Self",1,624,0.624,1
16611,55,"Nonmatching","Self",1,333,0.333,0
16612,55,"Nonmatching","Self",1,744,0.744,0
16613,55,"Nonmatching","Self",1,802,0.802,1
16614,55,"Nonmatching","Self",1,703,0.703,1
16615,55,"Nonmatching","Self",1,583,0.583,0
16616,55,"Nonmatching","Self",1,617,0.617,1
16617,55,"Nonmatching","Self",1,593,0.593,1
16618,55,"Nonmatching","Self",1,827,0.827,0
16619,55,"Nonmatching","Self",1,669,0.669,1
16620,55,"Nonmatching","Self",1,334,0.334,1
16621,55,"Nonmatching","Self",1,253,0.253,0
16622,55,"Nonmatching","Self",1,679,0.679,1
16623,55,"Nonmatching","Self",1,479,0.479,1
16624,55,"Nonmatching","Self",1,443,0.443,1
16625,55,"Nonmatching","Self",1,321,0.321,0
16626,55,"Nonmatching","Self",1,968,0.968,1
16627,55,"Nonmatching","Self",1,560,0.56,1
16628,55,"Nonmatching","Self",1,469,0.469,1
16629,55,"Nonmatching","Self",1,311,0.311,0
16630,55,"Nonmatching","Self",1,540,0.54,1
16631,55,"Nonmatching","Self",1,534,0.534,1
16632,55,"Nonmatching","Self",1,231,0.231,1
16633,55,"Nonmatching","Self",1,438,0.438,0
16634,55,"Nonmatching","Self",1,389,0.389,1
16635,55,"Nonmatching","Self",1,534,0.534,1
16636,55,"Nonmatching","Self",1,664,0.664,1
16637,55,"Nonmatching","Self",1,478,0.478,1
16638,55,"Nonmatching","Self",1,660,0.66,0
16639,55,"Nonmatching","Self",1,440,0.44,1
16640,55,"Nonmatching","Self",1,430,0.43,0
16641,55,"Nonmatching","Self",1,540,0.54,1
16642,55,"Nonmatching","Self",1,523,0.523,1
16643,55,"Nonmatching","Self",1,413,0.413,0
16644,55,"Nonmatching","Self",1,747,0.747,1
16645,55,"Nonmatching","Self",1,622,0.622,1
16646,55,"Nonmatching","Self",1,524,0.524,0
16647,55,"Nonmatching","Self",1,705,0.705,1
16648,55,"Nonmatching","Self",1,610,0.61,1
16649,55,"Nonmatching","Self",1,377,0.377,0
16650,55,"Nonmatching","Self",1,489,0.489,1
16651,55,"Nonmatching","Self",1,547,0.547,1
16652,55,"Nonmatching","Self",1,633,0.633,1
16653,55,"Nonmatching","Self",1,364,0.364,0
16654,55,"Nonmatching","Self",1,395,0.395,0
16655,55,"Nonmatching","Self",1,418,0.418,0
16656,55,"Nonmatching","Self",1,407,0.407,0
16657,55,"Nonmatching","Self",1,498,0.498,1
16658,55,"Nonmatching","Self",1,418,0.418,0
16659,55,"Nonmatching","Self",1,715,0.715,1
16660,55,"Nonmatching","Self",1,616,0.616,1
16661,55,"Nonmatching","Self",1,715,0.715,0
16662,55,"Nonmatching","Self",1,524,0.524,1
16663,55,"Nonmatching","Self",1,344,0.344,0
16664,55,"Nonmatching","Self",1,380,0.38,0
16665,55,"Nonmatching","Self",1,789,0.789,1
16666,55,"Nonmatching","Self",1,535,0.535,1
16667,55,"Nonmatching","Friend",1,805,0.805,1
16668,55,"Nonmatching","Friend",1,469,0.469,1
16669,55,"Nonmatching","Friend",1,716,0.716,0
16670,55,"Nonmatching","Friend",1,537,0.537,1
16671,55,"Nonmatching","Friend",1,613,0.613,1
16672,55,"Nonmatching","Friend",1,631,0.631,1
16673,55,"Nonmatching","Friend",1,464,0.464,1
16674,55,"Nonmatching","Friend",1,622,0.622,1
16675,55,"Nonmatching","Friend",1,597,0.597,1
16676,55,"Nonmatching","Friend",1,627,0.627,0
16677,55,"Nonmatching","Friend",1,421,0.421,0
16678,55,"Nonmatching","Friend",1,665,0.665,1
16679,55,"Nonmatching","Friend",1,522,0.522,1
16680,55,"Nonmatching","Friend",1,558,0.558,1
16681,55,"Nonmatching","Friend",1,583,0.583,1
16682,55,"Nonmatching","Friend",1,591,0.591,0
16683,55,"Nonmatching","Friend",1,691,0.691,1
16684,55,"Nonmatching","Friend",1,685,0.685,1
16685,55,"Nonmatching","Friend",1,681,0.681,0
16686,55,"Nonmatching","Friend",1,620,0.62,1
16687,55,"Nonmatching","Friend",1,532,0.532,0
16688,55,"Nonmatching","Friend",1,572,0.572,1
16689,55,"Nonmatching","Friend",1,239,0.239,1
16690,55,"Nonmatching","Friend",1,552,0.552,0
16691,55,"Nonmatching","Friend",1,531,0.531,1
16692,55,"Nonmatching","Friend",1,562,0.562,1
16693,55,"Nonmatching","Friend",1,676,0.676,0
16694,55,"Nonmatching","Friend",1,281,0.281,0
16695,55,"Nonmatching","Friend",1,594,0.594,1
16696,55,"Nonmatching","Friend",1,415,0.415,0
16697,55,"Nonmatching","Friend",1,543,0.543,0
16698,55,"Nonmatching","Friend",1,419,0.419,1
16699,55,"Nonmatching","Friend",1,444,0.444,1
16700,55,"Nonmatching","Friend",1,684,0.684,1
