"X","Subject","Matching","Identity","ShapeLoc","RT_ms","RT_sec","ACC"
10666,15,"Nonmatching","Stranger",1,800,0.8,1
10667,15,"Nonmatching","Stranger",1,900,0.9,1
10668,15,"Nonmatching","Stranger",1,750,0.75,1
10669,15,"Nonmatching","Stranger",1,917,0.917,1
10670,15,"Nonmatching","Stranger",1,617,0.617,1
10671,15,"Nonmatching","Stranger",1,833,0.833,1
10672,15,"Nonmatching","Stranger",1,1000,1,1
10673,15,"Nonmatching","Stranger",1,1150,1.15,1
10674,15,"Nonmatching","Stranger",1,1217,1.217,1
10675,15,"Nonmatching","Stranger",1,917,0.917,1
10676,15,"Nonmatching","Stranger",1,733,0.733,1
10677,15,"Nonmatching","Stranger",1,1400,1.4,1
10678,15,"Nonmatching","Stranger",1,633,0.633,1
10679,15,"Nonmatching","Stranger",1,733,0.733,1
10680,15,"Nonmatching","Stranger",1,1183,1.183,1
10681,15,"Nonmatching","Stranger",1,833,0.833,1
10682,15,"Nonmatching","Stranger",1,833,0.833,1
10683,15,"Nonmatching","Stranger",1,750,0.75,1
10684,15,"Nonmatching","Stranger",1,817,0.817,1
10685,15,"Nonmatching","Stranger",1,817,0.817,1
10686,15,"Nonmatching","Stranger",1,667,0.667,1
10687,15,"Nonmatching","Stranger",1,833,0.833,1
10688,15,"Nonmatching","Stranger",1,1033,1.033,1
10689,15,"Nonmatching","Stranger",1,667,0.667,1
10690,15,"Nonmatching","Stranger",1,617,0.617,1
10691,15,"Nonmatching","Stranger",1,800,0.8,1
10692,15,"Nonmatching","Stranger",1,733,0.733,1
10693,15,"Nonmatching","Stranger",1,767,0.767,1
10694,15,"Nonmatching","Stranger",1,767,0.767,1
10695,15,"Nonmatching","Stranger",1,1017,1.017,0
10696,15,"Nonmatching","Stranger",1,783,0.783,1
10697,15,"Nonmatching","Stranger",1,683,0.683,1
10698,15,"Nonmatching","Stranger",1,817,0.817,1
10699,15,"Nonmatching","Stranger",1,767,0.767,0
10700,15,"Nonmatching","Stranger",1,717,0.717,1
10701,15,"Nonmatching","Stranger",1,783,0.783,1
10702,15,"Nonmatching","Stranger",1,767,0.767,1
10703,15,"Nonmatching","Stranger",1,1017,1.017,1
10704,15,"Nonmatching","Stranger",1,950,0.95,1
10705,15,"Nonmatching","Stranger",1,1317,1.317,1
10706,15,"Nonmatching","Stranger",1,733,0.733,1
10707,15,"Nonmatching","Stranger",1,517,0.517,1
10708,15,"Nonmatching","Stranger",1,550,0.55,1
10709,15,"Nonmatching","Stranger",1,850,0.85,1
10710,15,"Nonmatching","Stranger",1,967,0.967,1
10711,15,"Nonmatching","Stranger",1,750,0.75,1
10712,15,"Nonmatching","Stranger",2,933,0.933,1
10713,15,"Nonmatching","Stranger",2,1000,1,1
10714,15,"Nonmatching","Stranger",2,683,0.683,1
10715,15,"Nonmatching","Stranger",2,783,0.783,1
10716,15,"Nonmatching","Stranger",2,850,0.85,1
10717,15,"Nonmatching","Stranger",2,1017,1.017,1
10718,15,"Nonmatching","Stranger",2,767,0.767,0
10719,15,"Nonmatching","Stranger",2,800,0.8,1
10720,15,"Nonmatching","Stranger",2,683,0.683,1
10721,15,"Nonmatching","Stranger",2,967,0.967,1
10722,15,"Nonmatching","Stranger",2,900,0.9,1
10723,15,"Nonmatching","Stranger",2,767,0.767,1
10724,15,"Nonmatching","Stranger",2,967,0.967,1
10725,15,"Nonmatching","Stranger",2,650,0.65,1
10726,15,"Nonmatching","Stranger",2,783,0.783,1
10727,15,"Nonmatching","Stranger",2,900,0.9,1
10728,15,"Nonmatching","Stranger",2,850,0.85,1
10729,15,"Nonmatching","Stranger",2,533,0.533,1
10730,15,"Nonmatching","Stranger",2,767,0.767,1
10731,15,"Nonmatching","Stranger",2,933,0.933,1
10732,15,"Nonmatching","Stranger",2,800,0.8,1
10733,15,"Nonmatching","Stranger",2,767,0.767,1
10734,15,"Nonmatching","Stranger",2,800,0.8,1
10735,15,"Nonmatching","Stranger",2,767,0.767,0
10736,15,"Nonmatching","Stranger",2,700,0.7,1
10737,15,"Nonmatching","Stranger",2,917,0.917,1
10738,15,"Nonmatching","Stranger",2,850,0.85,1
10739,15,"Nonmatching","Stranger",2,550,0.55,0
10740,15,"Nonmatching","Stranger",2,733,0.733,1
10741,15,"Nonmatching","Stranger",2,750,0.75,1
10742,15,"Nonmatching","Stranger",2,850,0.85,1
10743,15,"Nonmatching","Stranger",2,633,0.633,0
10744,15,"Nonmatching","Stranger",2,1267,1.267,1
10745,15,"Nonmatching","Stranger",2,1033,1.033,1
10746,15,"Nonmatching","Stranger",2,933,0.933,1
10747,15,"Nonmatching","Stranger",2,867,0.867,1
10748,15,"Nonmatching","Stranger",2,1117,1.117,1
10749,15,"Nonmatching","Stranger",2,667,0.667,1
10750,15,"Nonmatching","Stranger",2,1000,1,1
10751,15,"Nonmatching","Stranger",2,783,0.783,1
10752,15,"Nonmatching","Stranger",2,833,0.833,0
10753,15,"Nonmatching","Stranger",2,767,0.767,1
10754,15,"Nonmatching","Stranger",2,750,0.75,1
10755,15,"Nonmatching","Stranger",2,1067,1.067,1
10756,15,"Nonmatching","Stranger",2,683,0.683,1
10757,15,"Nonmatching","Stranger",2,717,0.717,1
10758,15,"Nonmatching","Stranger",2,817,0.817,1
10759,15,"Nonmatching","Stranger",2,733,0.733,1
10760,15,"Nonmatching","Stranger",2,833,0.833,1
10761,15,"Nonmatching","Stranger",2,700,0.7,1
10762,15,"Nonmatching","Stranger",2,783,0.783,1
10763,15,"Nonmatching","Stranger",2,633,0.633,1
10764,15,"Nonmatching","Stranger",2,650,0.65,1
10765,15,"Nonmatching","Stranger",2,700,0.7,1
10766,15,"Nonmatching","Stranger",2,800,0.8,1
10767,15,"Nonmatching","Stranger",2,633,0.633,1
10768,15,"Nonmatching","Stranger",2,767,0.767,1
10769,15,"Nonmatching","Stranger",2,717,0.717,1
10770,15,"Nonmatching","Stranger",2,900,0.9,1
10771,15,"Nonmatching","Stranger",2,683,0.683,1
10772,15,"Nonmatching","Stranger",2,600,0.6,1
10773,15,"Nonmatching","Stranger",2,850,0.85,1
10774,15,"Nonmatching","Stranger",2,950,0.95,1
10775,15,"Nonmatching","Stranger",2,967,0.967,1
10776,15,"Nonmatching","Stranger",2,883,0.883,1
10777,15,"Nonmatching","Stranger",2,783,0.783,1
10778,15,"Nonmatching","Stranger",2,667,0.667,1
10779,15,"Nonmatching","Stranger",2,667,0.667,1
10780,15,"Nonmatching","Stranger",2,717,0.717,1
10781,15,"Nonmatching","Stranger",2,650,0.65,1
10782,15,"Nonmatching","Stranger",2,933,0.933,1
10783,15,"Nonmatching","Stranger",2,900,0.9,1
10784,15,"Nonmatching","Stranger",2,733,0.733,1
10785,15,"Nonmatching","Stranger",2,917,0.917,1
10786,15,"Nonmatching","Stranger",2,750,0.75,1
10787,15,"Nonmatching","Stranger",2,900,0.9,1
10788,15,"Nonmatching","Stranger",2,717,0.717,1
10789,15,"Nonmatching","Stranger",2,683,0.683,1
10790,15,"Nonmatching","Stranger",2,900,0.9,1
10791,15,"Nonmatching","Stranger",2,833,0.833,1
10792,15,"Nonmatching","Stranger",2,1067,1.067,1
10793,15,"Nonmatching","Stranger",2,633,0.633,1
10794,15,"Nonmatching","Stranger",2,600,0.6,1
10795,15,"Nonmatching","Stranger",2,883,0.883,1
10796,15,"Nonmatching","Stranger",2,633,0.633,1
10797,15,"Nonmatching","Stranger",2,783,0.783,1
10798,15,"Nonmatching","Stranger",2,833,0.833,1
10799,15,"Nonmatching","Stranger",2,700,0.7,1
10800,15,"Nonmatching","Stranger",2,500,0.5,0
10801,15,"Nonmatching","Stranger",2,650,0.65,1
10802,15,"Nonmatching","Stranger",2,800,0.8,1
10803,15,"Nonmatching","Stranger",2,1067,1.067,1
10804,16,"Matching","Self",1,900,0.9,1
10805,16,"Matching","Self",1,517,0.517,1
10806,16,"Matching","Self",1,400,0.4,0
10807,16,"Matching","Self",1,417,0.417,1
10808,16,"Matching","Self",1,300,0.3,1
10809,16,"Matching","Self",1,567,0.567,0
10810,16,"Matching","Self",1,267,0.267,0
10811,16,"Matching","Self",1,217,0.217,1
10812,16,"Matching","Self",1,383,0.383,1
10813,16,"Matching","Self",1,300,0.3,1
10814,16,"Matching","Self",1,567,0.567,1
10815,16,"Matching","Self",1,283,0.283,0
10816,16,"Matching","Self",1,384,0.384,1
10817,16,"Matching","Self",1,283,0.283,0
10818,16,"Matching","Self",1,467,0.467,1
10819,16,"Matching","Self",1,667,0.667,1
10820,16,"Matching","Self",1,234,0.234,1
10821,16,"Matching","Self",1,384,0.384,1
10822,16,"Matching","Self",1,217,0.217,1
10823,16,"Matching","Self",1,350,0.35,0
10824,16,"Matching","Self",1,750,0.75,0
10825,16,"Matching","Self",1,467,0.467,0
10826,16,"Matching","Self",1,217,0.217,1
10827,16,"Matching","Self",1,550,0.55,1
10828,16,"Matching","Self",1,434,0.434,1
10829,16,"Matching","Self",1,534,0.534,1
10830,16,"Matching","Self",1,384,0.384,1
10831,16,"Matching","Self",1,383,0.383,1
10832,16,"Matching","Self",1,383,0.383,1
10833,16,"Matching","Self",1,450,0.45,1
10834,16,"Matching","Self",1,434,0.434,1
10835,16,"Matching","Self",1,367,0.367,1
10836,16,"Matching","Self",1,833,0.833,1
10837,16,"Matching","Self",1,950,0.95,1
10838,16,"Matching","Self",1,850,0.85,1
10839,16,"Matching","Self",1,850,0.85,1
10840,16,"Matching","Self",1,834,0.834,1
10841,16,"Matching","Self",1,1033,1.033,1
10842,16,"Matching","Self",1,784,0.784,1
10843,16,"Matching","Self",1,683,0.683,1
10844,16,"Matching","Self",1,950,0.95,1
10845,16,"Matching","Self",1,700,0.7,1
10846,16,"Matching","Self",1,467,0.467,1
10847,16,"Matching","Self",1,833,0.833,0
10848,16,"Matching","Self",1,850,0.85,1
10849,16,"Matching","Self",1,700,0.7,1
10850,16,"Matching","Self",1,500,0.5,1
10851,16,"Matching","Self",1,967,0.967,1
10852,16,"Matching","Self",1,800,0.8,1
10853,16,"Matching","Self",1,950,0.95,1
10854,16,"Matching","Self",1,667,0.667,1
10855,16,"Matching","Self",1,850,0.85,1
10856,16,"Matching","Self",1,600,0.6,1
10857,16,"Matching","Self",1,883,0.883,1
10858,16,"Matching","Self",1,1050,1.05,1
10859,16,"Matching","Self",1,717,0.717,1
10860,16,"Matching","Self",1,617,0.617,1
10861,16,"Matching","Self",1,734,0.734,1
10862,16,"Matching","Self",1,950,0.95,1
10863,16,"Matching","Self",1,600,0.6,1
10864,16,"Matching","Self",1,650,0.65,1
10865,16,"Matching","Self",1,1183,1.183,1
10866,16,"Matching","Self",1,850,0.85,1
10867,16,"Matching","Self",1,817,0.817,1
10868,16,"Matching","Self",1,1367,1.367,0
10869,16,"Matching","Self",1,383,0.383,1
10870,16,"Matching","Self",1,783,0.783,1
10871,16,"Matching","Self",1,784,0.784,1
10872,16,"Matching","Self",1,800,0.8,1
10873,16,"Matching","Self",1,833,0.833,0
10874,16,"Matching","Self",1,1133,1.133,1
10875,16,"Matching","Self",1,600,0.6,1
10876,16,"Matching","Self",1,633,0.633,1
10877,16,"Matching","Self",1,733,0.733,1
10878,16,"Matching","Self",1,883,0.883,1
10879,16,"Matching","Self",1,533,0.533,1
10880,16,"Matching","Self",1,1250,1.25,1
10881,16,"Matching","Self",1,633,0.633,1
10882,16,"Matching","Self",1,683,0.683,1
10883,16,"Matching","Self",1,950,0.95,1
10884,16,"Matching","Self",1,717,0.717,1
10885,16,"Matching","Self",1,1183,1.183,1
10886,16,"Matching","Self",1,1067,1.067,1
10887,16,"Matching","Self",1,917,0.917,1
10888,16,"Matching","Self",1,1000,1,1
10889,16,"Matching","Self",1,1400,1.4,1
10890,16,"Matching","Self",1,633,0.633,1
10891,16,"Matching","Self",1,683,0.683,1
10892,16,"Matching","Self",1,750,0.75,1
10893,16,"Matching","Self",1,1017,1.017,1
10894,16,"Matching","Self",1,883,0.883,1
10895,16,"Matching","Self",1,917,0.917,1
10896,16,"Matching","Self",1,667,0.667,1
10897,16,"Matching","Self",1,1117,1.117,1
10898,16,"Matching","Self",2,650,0.65,0
10899,16,"Matching","Self",2,217,0.217,0
10900,16,"Matching","Self",2,317,0.317,1
10901,16,"Matching","Self",2,234,0.234,1
10902,16,"Matching","Self",2,1417,1.417,0
10903,16,"Matching","Self",2,434,0.434,0
10904,16,"Matching","Self",2,284,0.284,0
10905,16,"Matching","Self",2,317,0.317,1
10906,16,"Matching","Self",2,350,0.35,0
10907,16,"Matching","Self",2,450,0.45,1
10908,16,"Matching","Self",2,300,0.3,0
10909,16,"Matching","Self",2,233,0.233,0
10910,16,"Matching","Self",2,234,0.234,1
10911,16,"Matching","Self",2,233,0.233,1
10912,16,"Matching","Self",2,267,0.267,1
10913,16,"Matching","Self",2,617,0.617,0
10914,16,"Matching","Self",2,383,0.383,1
10915,16,"Matching","Self",2,317,0.317,1
10916,16,"Matching","Self",2,217,0.217,1
10917,16,"Matching","Self",2,834,0.834,0
10918,16,"Matching","Self",2,483,0.483,1
10919,16,"Matching","Self",2,317,0.317,1
10920,16,"Matching","Self",2,217,0.217,1
10921,16,"Matching","Self",2,250,0.25,1
10922,16,"Matching","Self",2,367,0.367,0
10923,16,"Matching","Self",2,367,0.367,1
10924,16,"Matching","Self",2,733,0.733,1
10925,16,"Matching","Self",2,1050,1.05,1
10926,16,"Matching","Self",2,967,0.967,0
10927,16,"Matching","Self",2,750,0.75,1
10928,16,"Matching","Self",2,684,0.684,1
10929,16,"Matching","Self",2,667,0.667,1
10930,16,"Matching","Self",2,1383,1.383,1
10931,16,"Matching","Self",2,484,0.484,1
10932,16,"Matching","Self",2,600,0.6,1
10933,16,"Matching","Self",2,767,0.767,1
10934,16,"Matching","Self",2,1017,1.017,1
10935,16,"Matching","Self",2,683,0.683,1
10936,16,"Matching","Self",2,767,0.767,1
10937,16,"Matching","Self",2,933,0.933,1
10938,16,"Matching","Self",2,767,0.767,1
10939,16,"Matching","Self",2,667,0.667,1
10940,16,"Matching","Self",2,817,0.817,0
10941,16,"Matching","Self",2,550,0.55,1
10942,16,"Matching","Self",2,450,0.45,1
10943,16,"Matching","Self",2,617,0.617,0
10944,16,"Matching","Self",2,217,0.217,1
10945,16,"Matching","Self",2,767,0.767,0
10946,16,"Matching","Self",2,850,0.85,1
10947,16,"Matching","Self",2,833,0.833,1
10948,16,"Matching","Self",2,800,0.8,1
10949,16,"Matching","Self",2,1250,1.25,1
10950,16,"Matching","Self",2,833,0.833,1
10951,16,"Matching","Self",2,850,0.85,1
10952,16,"Matching","Self",2,783,0.783,1
10953,16,"Matching","Self",2,700,0.7,1
10954,16,"Matching","Self",2,933,0.933,1
10955,16,"Matching","Self",2,950,0.95,1
10956,16,"Matching","Self",2,1050,1.05,1
10957,16,"Matching","Self",2,650,0.65,1
10958,16,"Matching","Self",2,800,0.8,1
10959,16,"Matching","Self",2,917,0.917,1
10960,16,"Matching","Self",2,1084,1.084,1
10961,16,"Matching","Self",2,983,0.983,0
10962,16,"Matching","Self",2,800,0.8,1
10963,16,"Matching","Self",2,1033,1.033,1
10964,16,"Matching","Self",2,633,0.633,1
10965,16,"Matching","Self",2,734,0.734,1
10966,16,"Matching","Self",2,1000,1,1
10967,16,"Matching","Self",2,633,0.633,1
10968,16,"Matching","Self",2,667,0.667,1
10969,16,"Matching","Self",2,1150,1.15,1
10970,16,"Matching","Self",2,800,0.8,1
10971,16,"Matching","Self",2,767,0.767,1
10972,16,"Matching","Self",2,450,0.45,1
10973,16,"Matching","Self",2,683,0.683,1
10974,16,"Matching","Self",2,833,0.833,1
10975,16,"Matching","Self",2,633,0.633,1
10976,16,"Matching","Self",2,917,0.917,1
10977,16,"Matching","Self",2,717,0.717,1
10978,16,"Matching","Self",2,900,0.9,1
10979,16,"Matching","Self",2,1133,1.133,1
10980,16,"Matching","Self",2,950,0.95,1
10981,16,"Matching","Self",2,667,0.667,1
10982,16,"Matching","Self",2,1184,1.184,0
10983,16,"Matching","Self",2,617,0.617,1
10984,16,"Matching","Self",2,1133,1.133,1
10985,16,"Matching","Self",2,950,0.95,1
10986,16,"Matching","Self",2,800,0.8,1
10987,16,"Matching","Self",2,800,0.8,1
10988,16,"Matching","Self",2,800,0.8,1
10989,16,"Matching","Self",2,783,0.783,1
10990,16,"Matching","Self",2,900,0.9,1
10991,16,"Matching","Self",2,733,0.733,1
10992,16,"Matching","Self",2,850,0.85,1
10993,16,"Matching","Self",2,917,0.917,1
10994,16,"Matching","Stranger",1,450,0.45,1
10995,16,"Matching","Stranger",1,433,0.433,1
10996,16,"Matching","Stranger",1,250,0.25,0
10997,16,"Matching","Stranger",1,217,0.217,1
10998,16,"Matching","Stranger",1,300,0.3,1
10999,16,"Matching","Stranger",1,217,0.217,1
11000,16,"Matching","Stranger",1,233,0.233,1
11001,16,"Matching","Stranger",1,250,0.25,1
11002,16,"Matching","Stranger",1,667,0.667,1
11003,16,"Matching","Stranger",1,217,0.217,0
11004,16,"Matching","Stranger",1,867,0.867,0
11005,16,"Matching","Stranger",1,217,0.217,1
11006,16,"Matching","Stranger",1,900,0.9,1
11007,16,"Matching","Stranger",1,633,0.633,1
11008,16,"Matching","Stranger",1,584,0.584,1
11009,16,"Matching","Stranger",1,817,0.817,0
11010,16,"Matching","Stranger",1,533,0.533,1
11011,16,"Matching","Stranger",1,217,0.217,0
11012,16,"Matching","Stranger",1,383,0.383,1
11013,16,"Matching","Stranger",1,533,0.533,1
11014,16,"Matching","Stranger",1,300,0.3,1
11015,16,"Matching","Stranger",1,333,0.333,0
11016,16,"Matching","Stranger",1,400,0.4,0
11017,16,"Matching","Stranger",1,1017,1.017,0
11018,16,"Matching","Stranger",1,1200,1.2,0
11019,16,"Matching","Stranger",1,1267,1.267,1
11020,16,"Matching","Stranger",1,1083,1.083,1
11021,16,"Matching","Stranger",1,1184,1.184,1
11022,16,"Matching","Stranger",1,800,0.8,1
11023,16,"Matching","Stranger",1,450,0.45,1
11024,16,"Matching","Stranger",1,400,0.4,1
11025,16,"Matching","Stranger",1,983,0.983,0
11026,16,"Matching","Stranger",1,567,0.567,1
11027,16,"Matching","Stranger",1,1167,1.167,0
11028,16,"Matching","Stranger",1,983,0.983,1
11029,16,"Matching","Stranger",1,883,0.883,1
11030,16,"Matching","Stranger",1,517,0.517,1
11031,16,"Matching","Stranger",1,750,0.75,1
11032,16,"Matching","Stranger",1,667,0.667,1
11033,16,"Matching","Stranger",1,1000,1,1
11034,16,"Matching","Stranger",1,833,0.833,1
11035,16,"Matching","Stranger",1,767,0.767,1
11036,16,"Matching","Stranger",1,567,0.567,1
11037,16,"Matching","Stranger",1,550,0.55,1
11038,16,"Matching","Stranger",1,500,0.5,1
11039,16,"Matching","Stranger",1,567,0.567,1
11040,16,"Matching","Stranger",1,1000,1,1
11041,16,"Matching","Stranger",1,1033,1.033,1
11042,16,"Matching","Stranger",1,983,0.983,1
11043,16,"Matching","Stranger",1,883,0.883,1
11044,16,"Matching","Stranger",1,567,0.567,1
11045,16,"Matching","Stranger",1,750,0.75,1
11046,16,"Matching","Stranger",1,1050,1.05,1
11047,16,"Matching","Stranger",1,617,0.617,0
11048,16,"Matching","Stranger",1,983,0.983,1
11049,16,"Matching","Stranger",1,700,0.7,1
11050,16,"Matching","Stranger",1,733,0.733,1
11051,16,"Matching","Stranger",1,817,0.817,1
11052,16,"Matching","Stranger",1,667,0.667,1
11053,16,"Matching","Stranger",1,1267,1.267,1
11054,16,"Matching","Stranger",1,717,0.717,1
11055,16,"Matching","Stranger",1,650,0.65,0
11056,16,"Matching","Stranger",1,1000,1,1
11057,16,"Matching","Stranger",1,217,0.217,0
11058,16,"Matching","Stranger",1,1067,1.067,1
11059,16,"Matching","Stranger",1,1200,1.2,1
11060,16,"Matching","Stranger",1,650,0.65,1
11061,16,"Matching","Stranger",1,650,0.65,0
11062,16,"Matching","Stranger",1,733,0.733,1
11063,16,"Matching","Stranger",1,1000,1,1
11064,16,"Matching","Stranger",1,600,0.6,1
11065,16,"Matching","Stranger",1,650,0.65,1
11066,16,"Matching","Stranger",1,1033,1.033,1
11067,16,"Matching","Stranger",1,667,0.667,1
11068,16,"Matching","Stranger",1,1067,1.067,1
11069,16,"Matching","Stranger",1,667,0.667,1
11070,16,"Matching","Stranger",1,800,0.8,1
11071,16,"Matching","Stranger",1,833,0.833,1
11072,16,"Matching","Stranger",1,717,0.717,1
11073,16,"Matching","Stranger",1,1317,1.317,0
11074,16,"Matching","Stranger",1,750,0.75,1
11075,16,"Matching","Stranger",1,883,0.883,1
11076,16,"Matching","Stranger",1,850,0.85,1
11077,16,"Matching","Stranger",1,717,0.717,1
11078,16,"Matching","Stranger",1,817,0.817,1
11079,16,"Matching","Stranger",1,1200,1.2,1
11080,16,"Matching","Stranger",1,784,0.784,1
11081,16,"Matching","Stranger",1,967,0.967,1
11082,16,"Matching","Stranger",1,1167,1.167,1
11083,16,"Matching","Stranger",1,867,0.867,1
11084,16,"Matching","Stranger",1,900,0.9,1
11085,16,"Matching","Stranger",1,967,0.967,1
11086,16,"Matching","Stranger",1,617,0.617,1
11087,16,"Matching","Stranger",2,350,0.35,1
11088,16,"Matching","Stranger",2,217,0.217,1
11089,16,"Matching","Stranger",2,217,0.217,1
11090,16,"Matching","Stranger",2,550,0.55,0
11091,16,"Matching","Stranger",2,967,0.967,1
11092,16,"Matching","Stranger",2,1000,1,1
11093,16,"Matching","Stranger",2,300,0.3,1
11094,16,"Matching","Stranger",2,933,0.933,0
11095,16,"Matching","Stranger",2,583,0.583,0
11096,16,"Matching","Stranger",2,217,0.217,1
11097,16,"Matching","Stranger",2,383,0.383,0
11098,16,"Matching","Stranger",2,667,0.667,1
11099,16,"Matching","Stranger",2,267,0.267,0
11100,16,"Matching","Stranger",2,283,0.283,1
11101,16,"Matching","Stranger",2,367,0.367,0
11102,16,"Matching","Stranger",2,283,0.283,1
11103,16,"Matching","Stranger",2,967,0.967,0
11104,16,"Matching","Stranger",2,450,0.45,0
11105,16,"Matching","Stranger",2,533,0.533,1
11106,16,"Matching","Stranger",2,217,0.217,1
11107,16,"Matching","Stranger",2,217,0.217,1
11108,16,"Matching","Stranger",2,1117,1.117,0
11109,16,"Matching","Stranger",2,1017,1.017,1
11110,16,"Matching","Stranger",2,1217,1.217,0
11111,16,"Matching","Stranger",2,1183,1.183,0
11112,16,"Matching","Stranger",2,883,0.883,1
11113,16,"Matching","Stranger",2,850,0.85,1
11114,16,"Matching","Stranger",2,1150,1.15,1
11115,16,"Matching","Stranger",2,667,0.667,1
11116,16,"Matching","Stranger",2,833,0.833,1
11117,16,"Matching","Stranger",2,650,0.65,1
11118,16,"Matching","Stranger",2,967,0.967,0
11119,16,"Matching","Stranger",2,367,0.367,1
11120,16,"Matching","Stranger",2,367,0.367,1
11121,16,"Matching","Stranger",2,867,0.867,1
11122,16,"Matching","Stranger",2,883,0.883,1
11123,16,"Matching","Stranger",2,684,0.684,1
11124,16,"Matching","Stranger",2,667,0.667,1
11125,16,"Matching","Stranger",2,667,0.667,1
11126,16,"Matching","Stranger",2,783,0.783,1
11127,16,"Matching","Stranger",2,850,0.85,1
11128,16,"Matching","Stranger",2,350,0.35,1
11129,16,"Matching","Stranger",2,367,0.367,1
11130,16,"Matching","Stranger",2,617,0.617,1
11131,16,"Matching","Stranger",2,650,0.65,1
11132,16,"Matching","Stranger",2,750,0.75,1
11133,16,"Matching","Stranger",2,717,0.717,1
11134,16,"Matching","Stranger",2,667,0.667,1
11135,16,"Matching","Stranger",2,717,0.717,1
11136,16,"Matching","Stranger",2,767,0.767,1
11137,16,"Matching","Stranger",2,750,0.75,1
11138,16,"Matching","Stranger",2,983,0.983,0
11139,16,"Matching","Stranger",2,550,0.55,1
11140,16,"Matching","Stranger",2,1183,1.183,0
11141,16,"Matching","Stranger",2,1033,1.033,0
11142,16,"Matching","Stranger",2,1217,1.217,1
11143,16,"Matching","Stranger",2,850,0.85,1
11144,16,"Matching","Stranger",2,500,0.5,1
11145,16,"Matching","Stranger",2,1234,1.234,1
11146,16,"Matching","Stranger",2,750,0.75,1
11147,16,"Matching","Stranger",2,667,0.667,0
11148,16,"Matching","Stranger",2,217,0.217,1
11149,16,"Matching","Stranger",2,867,0.867,1
11150,16,"Matching","Stranger",2,767,0.767,1
11151,16,"Matching","Stranger",2,633,0.633,1
11152,16,"Matching","Stranger",2,500,0.5,1
11153,16,"Matching","Stranger",2,650,0.65,1
11154,16,"Matching","Stranger",2,667,0.667,1
11155,16,"Matching","Stranger",2,700,0.7,1
11156,16,"Matching","Stranger",2,683,0.683,1
11157,16,"Matching","Stranger",2,750,0.75,1
11158,16,"Matching","Stranger",2,783,0.783,1
11159,16,"Matching","Stranger",2,683,0.683,1
11160,16,"Matching","Stranger",2,733,0.733,1
11161,16,"Matching","Stranger",2,700,0.7,1
11162,16,"Matching","Stranger",2,717,0.717,1
11163,16,"Matching","Stranger",2,983,0.983,1
11164,16,"Matching","Stranger",2,1084,1.084,1
11165,16,"Matching","Stranger",2,783,0.783,1
11166,16,"Matching","Stranger",2,550,0.55,1
11167,16,"Matching","Stranger",2,817,0.817,1
11168,16,"Matching","Stranger",2,717,0.717,1
11169,16,"Matching","Stranger",2,817,0.817,1
11170,16,"Matching","Stranger",2,783,0.783,1
11171,16,"Matching","Stranger",2,583,0.583,1
11172,16,"Matching","Stranger",2,850,0.85,1
11173,16,"Matching","Stranger",2,1200,1.2,1
11174,16,"Matching","Stranger",2,1100,1.1,1
11175,16,"Matching","Stranger",2,733,0.733,1
11176,16,"Matching","Stranger",2,767,0.767,1
11177,16,"Matching","Stranger",2,800,0.8,1
11178,16,"Matching","Stranger",2,684,0.684,1
11179,16,"Nonmatching","Self",1,517,0.517,0
11180,16,"Nonmatching","Self",1,367,0.367,0
11181,16,"Nonmatching","Self",1,417,0.417,0
11182,16,"Nonmatching","Self",1,217,0.217,0
11183,16,"Nonmatching","Self",1,583,0.583,0
11184,16,"Nonmatching","Self",1,417,0.417,1
11185,16,"Nonmatching","Self",1,217,0.217,1
11186,16,"Nonmatching","Self",1,283,0.283,1
11187,16,"Nonmatching","Self",1,383,0.383,1
11188,16,"Nonmatching","Self",1,917,0.917,0
11189,16,"Nonmatching","Self",1,650,0.65,0
11190,16,"Nonmatching","Self",1,433,0.433,0
11191,16,"Nonmatching","Self",1,517,0.517,0
11192,16,"Nonmatching","Self",1,217,0.217,0
11193,16,"Nonmatching","Self",1,550,0.55,1
11194,16,"Nonmatching","Self",1,267,0.267,0
11195,16,"Nonmatching","Self",1,1500,1.5,1
11196,16,"Nonmatching","Self",1,217,0.217,0
11197,16,"Nonmatching","Self",1,267,0.267,0
11198,16,"Nonmatching","Self",1,400,0.4,0
11199,16,"Nonmatching","Self",1,283,0.283,1
11200,16,"Nonmatching","Self",1,217,0.217,1
11201,16,"Nonmatching","Self",1,350,0.35,1
11202,16,"Nonmatching","Self",1,217,0.217,0
11203,16,"Nonmatching","Self",1,933,0.933,1
11204,16,"Nonmatching","Self",1,967,0.967,1
11205,16,"Nonmatching","Self",1,1000,1,1
11206,16,"Nonmatching","Self",1,800,0.8,1
11207,16,"Nonmatching","Self",1,750,0.75,0
11208,16,"Nonmatching","Self",1,817,0.817,1
11209,16,"Nonmatching","Self",1,1267,1.267,1
11210,16,"Nonmatching","Self",1,850,0.85,1
11211,16,"Nonmatching","Self",1,650,0.65,1
11212,16,"Nonmatching","Self",1,467,0.467,1
11213,16,"Nonmatching","Self",1,834,0.834,1
11214,16,"Nonmatching","Self",1,917,0.917,1
11215,16,"Nonmatching","Self",1,550,0.55,1
11216,16,"Nonmatching","Self",1,817,0.817,1
11217,16,"Nonmatching","Self",1,834,0.834,1
11218,16,"Nonmatching","Self",1,733,0.733,1
