"X","Subject","Matching","Identity","ShapeLoc","RT_ms","RT_sec","ACC"
149,1,"Matching","Stranger",2,1334,1.334,1
150,1,"Matching","Stranger",2,867,0.867,1
151,1,"Matching","Stranger",2,931,0.931,1
152,1,"Matching","Stranger",2,1200,1.2,1
153,1,"Matching","Stranger",2,1150,1.15,0
154,1,"Matching","Stranger",2,1284,1.284,1
155,1,"Matching","Stranger",2,1117,1.117,1
156,1,"Matching","Stranger",2,734,0.734,0
157,1,"Matching","Stranger",2,1434,1.434,1
158,1,"Matching","Stranger",2,1000,1,1
159,1,"Matching","Stranger",2,867,0.867,1
160,1,"Matching","Stranger",2,767,0.767,1
161,1,"Matching","Stranger",2,1350,1.35,1
162,1,"Matching","Stranger",2,817,0.817,0
163,1,"Matching","Stranger",2,850,0.85,1
164,1,"Matching","Stranger",2,767,0.767,1
165,1,"Matching","Stranger",2,784,0.784,1
166,1,"Matching","Stranger",2,734,0.734,1
167,1,"Matching","Stranger",2,1217,1.217,1
168,1,"Matching","Stranger",2,1017,1.017,0
169,1,"Matching","Stranger",2,1467,1.467,1
170,1,"Matching","Stranger",2,850,0.85,1
171,1,"Matching","Stranger",2,950,0.95,1
172,1,"Matching","Stranger",2,1467,1.467,1
173,1,"Matching","Stranger",2,1134,1.134,1
174,1,"Matching","Stranger",2,1317,1.317,1
175,1,"Matching","Stranger",2,1450,1.45,1
176,1,"Matching","Stranger",2,917,0.917,1
177,1,"Matching","Stranger",2,1135,1.135,1
178,1,"Matching","Stranger",2,900,0.9,1
179,1,"Nonmatching","Self",1,1267,1.267,1
180,1,"Nonmatching","Self",1,1285,1.285,1
181,1,"Nonmatching","Self",1,884,0.884,1
182,1,"Nonmatching","Self",1,1150,1.15,1
183,1,"Nonmatching","Self",1,1384,1.384,1
184,1,"Nonmatching","Self",1,550,0.55,0
185,1,"Nonmatching","Self",1,1034,1.034,1
186,1,"Nonmatching","Self",1,800,0.8,1
187,1,"Nonmatching","Self",1,1084,1.084,1
188,1,"Nonmatching","Self",1,984,0.984,1
189,1,"Nonmatching","Self",1,917,0.917,1
190,1,"Nonmatching","Self",1,865,0.865,1
191,1,"Nonmatching","Self",1,867,0.867,1
192,1,"Nonmatching","Self",1,1034,1.034,1
193,1,"Nonmatching","Self",1,767,0.767,1
194,1,"Nonmatching","Self",1,1050,1.05,1
195,1,"Nonmatching","Self",1,1217,1.217,1
196,1,"Nonmatching","Self",1,934,0.934,1
197,1,"Nonmatching","Self",1,1084,1.084,1
198,1,"Nonmatching","Self",1,1433,1.433,1
199,1,"Nonmatching","Self",1,950,0.95,1
200,1,"Nonmatching","Self",1,1385,1.385,1
201,1,"Nonmatching","Self",1,867,0.867,0
202,1,"Nonmatching","Self",1,1084,1.084,1
203,1,"Nonmatching","Self",1,1167,1.167,1
204,1,"Nonmatching","Self",1,767,0.767,1
205,1,"Nonmatching","Self",1,1067,1.067,1
206,1,"Nonmatching","Self",1,1184,1.184,1
207,1,"Nonmatching","Self",1,867,0.867,1
208,1,"Nonmatching","Self",1,867,0.867,0
209,1,"Nonmatching","Self",1,1117,1.117,1
210,1,"Nonmatching","Self",1,1000,1,1
211,1,"Nonmatching","Self",1,950,0.95,1
212,1,"Nonmatching","Self",1,900,0.9,1
213,1,"Nonmatching","Self",1,1100,1.1,1
214,1,"Nonmatching","Self",1,867,0.867,1
215,1,"Nonmatching","Self",1,817,0.817,1
216,1,"Nonmatching","Self",1,850,0.85,1
217,1,"Nonmatching","Self",1,917,0.917,1
218,1,"Nonmatching","Self",1,984,0.984,1
219,1,"Nonmatching","Self",1,1067,1.067,1
220,1,"Nonmatching","Self",1,867,0.867,1
221,1,"Nonmatching","Self",1,850,0.85,1
222,1,"Nonmatching","Self",1,1333,1.333,1
223,1,"Nonmatching","Self",1,982,0.982,1
224,1,"Nonmatching","Self",2,1100,1.1,0
225,1,"Nonmatching","Self",2,1200,1.2,1
226,1,"Nonmatching","Self",2,1384,1.384,1
227,1,"Nonmatching","Self",2,1167,1.167,1
228,1,"Nonmatching","Self",2,1250,1.25,1
229,1,"Nonmatching","Self",2,1134,1.134,1
230,1,"Nonmatching","Self",2,1284,1.284,1
231,1,"Nonmatching","Self",2,1000,1,1
232,1,"Nonmatching","Self",2,1334,1.334,1
233,1,"Nonmatching","Self",2,1034,1.034,1
234,1,"Nonmatching","Self",2,967,0.967,1
235,1,"Nonmatching","Self",2,884,0.884,1
236,1,"Nonmatching","Self",2,950,0.95,1
237,1,"Nonmatching","Self",2,1117,1.117,1
238,1,"Nonmatching","Self",2,1100,1.1,1
239,1,"Nonmatching","Self",2,1283,1.283,1
240,1,"Nonmatching","Self",2,1384,1.384,1
241,1,"Nonmatching","Self",2,1200,1.2,1
242,1,"Nonmatching","Self",2,1100,1.1,1
243,1,"Nonmatching","Self",2,1468,1.468,1
244,1,"Nonmatching","Self",2,1200,1.2,1
245,1,"Nonmatching","Self",2,1184,1.184,1
246,1,"Nonmatching","Self",2,848,0.848,1
247,1,"Nonmatching","Self",2,967,0.967,1
248,1,"Nonmatching","Self",2,1300,1.3,1
249,1,"Nonmatching","Self",2,1050,1.05,1
250,1,"Nonmatching","Self",2,884,0.884,1
251,1,"Nonmatching","Self",2,1265,1.265,1
252,1,"Nonmatching","Self",2,917,0.917,1
253,1,"Nonmatching","Self",2,967,0.967,1
254,1,"Nonmatching","Self",2,735,0.735,1
255,1,"Nonmatching","Self",2,1350,1.35,1
256,1,"Nonmatching","Self",2,817,0.817,1
257,1,"Nonmatching","Self",2,1100,1.1,1
258,1,"Nonmatching","Self",2,1167,1.167,1
259,1,"Nonmatching","Self",2,1000,1,0
260,1,"Nonmatching","Self",2,984,0.984,1
261,1,"Nonmatching","Self",2,984,0.984,1
262,1,"Nonmatching","Self",2,1317,1.317,0
263,1,"Nonmatching","Self",2,1150,1.15,1
264,1,"Nonmatching","Self",2,1100,1.1,1
265,1,"Nonmatching","Self",2,967,0.967,1
266,1,"Nonmatching","Self",2,1200,1.2,1
267,1,"Nonmatching","Self",2,817,0.817,1
268,1,"Nonmatching","Self",2,800,0.8,1
269,1,"Nonmatching","Self",2,1317,1.317,1
270,1,"Nonmatching","Self",2,1184,1.184,1
271,1,"Nonmatching","Stranger",1,1217,1.217,1
272,1,"Nonmatching","Stranger",1,1050,1.05,1
273,1,"Nonmatching","Stranger",1,850,0.85,1
274,1,"Nonmatching","Stranger",1,1017,1.017,1
275,1,"Nonmatching","Stranger",1,1384,1.384,1
276,1,"Nonmatching","Stranger",1,1100,1.1,1
277,1,"Nonmatching","Stranger",1,917,0.917,1
278,1,"Nonmatching","Stranger",1,750,0.75,1
279,1,"Nonmatching","Stranger",1,850,0.85,0
280,1,"Nonmatching","Stranger",1,1100,1.1,1
281,1,"Nonmatching","Stranger",1,834,0.834,1
282,1,"Nonmatching","Stranger",1,767,0.767,1
283,1,"Nonmatching","Stranger",1,800,0.8,1
284,1,"Nonmatching","Stranger",1,917,0.917,1
285,1,"Nonmatching","Stranger",1,734,0.734,1
286,1,"Nonmatching","Stranger",1,965,0.965,1
287,1,"Nonmatching","Stranger",1,917,0.917,1
288,1,"Nonmatching","Stranger",1,784,0.784,1
289,1,"Nonmatching","Stranger",1,1183,1.183,0
290,1,"Nonmatching","Stranger",1,750,0.75,1
291,1,"Nonmatching","Stranger",1,800,0.8,1
292,1,"Nonmatching","Stranger",1,800,0.8,1
293,1,"Nonmatching","Stranger",1,1100,1.1,1
294,1,"Nonmatching","Stranger",1,884,0.884,1
295,1,"Nonmatching","Stranger",1,950,0.95,1
296,1,"Nonmatching","Stranger",1,784,0.784,1
297,1,"Nonmatching","Stranger",1,800,0.8,1
298,1,"Nonmatching","Stranger",1,717,0.717,1
299,1,"Nonmatching","Stranger",1,967,0.967,1
300,1,"Nonmatching","Stranger",1,767,0.767,1
301,1,"Nonmatching","Stranger",1,900,0.9,1
302,1,"Nonmatching","Stranger",1,1400,1.4,1
303,1,"Nonmatching","Stranger",1,700,0.7,1
304,1,"Nonmatching","Stranger",1,750,0.75,1
305,1,"Nonmatching","Stranger",1,1200,1.2,1
306,1,"Nonmatching","Stranger",1,867,0.867,1
307,1,"Nonmatching","Stranger",1,1267,1.267,1
308,1,"Nonmatching","Stranger",1,1200,1.2,1
309,1,"Nonmatching","Stranger",1,934,0.934,1
310,1,"Nonmatching","Stranger",1,817,0.817,1
311,1,"Nonmatching","Stranger",1,1400,1.4,1
312,1,"Nonmatching","Stranger",1,1284,1.284,1
313,1,"Nonmatching","Stranger",1,1267,1.267,1
314,1,"Nonmatching","Stranger",1,817,0.817,1
315,1,"Nonmatching","Stranger",1,900,0.9,1
316,1,"Nonmatching","Stranger",1,1067,1.067,1
317,1,"Nonmatching","Stranger",1,984,0.984,1
318,1,"Nonmatching","Stranger",2,1367,1.367,1
319,1,"Nonmatching","Stranger",2,1184,1.184,1
320,1,"Nonmatching","Stranger",2,1117,1.117,1
321,1,"Nonmatching","Stranger",2,967,0.967,1
322,1,"Nonmatching","Stranger",2,1067,1.067,1
323,1,"Nonmatching","Stranger",2,1134,1.134,1
324,1,"Nonmatching","Stranger",2,1234,1.234,1
325,1,"Nonmatching","Stranger",2,1067,1.067,1
326,1,"Nonmatching","Stranger",2,817,0.817,1
327,1,"Nonmatching","Stranger",2,900,0.9,1
328,1,"Nonmatching","Stranger",2,817,0.817,1
329,1,"Nonmatching","Stranger",2,817,0.817,1
330,1,"Nonmatching","Stranger",2,867,0.867,1
331,1,"Nonmatching","Stranger",2,1100,1.1,1
332,1,"Nonmatching","Stranger",2,1450,1.45,1
333,1,"Nonmatching","Stranger",2,850,0.85,1
334,1,"Nonmatching","Stranger",2,1034,1.034,1
335,1,"Nonmatching","Stranger",2,867,0.867,1
336,1,"Nonmatching","Stranger",2,917,0.917,1
337,1,"Nonmatching","Stranger",2,800,0.8,1
338,1,"Nonmatching","Stranger",2,1317,1.317,1
339,1,"Nonmatching","Stranger",2,1184,1.184,1
340,1,"Nonmatching","Stranger",2,817,0.817,1
341,1,"Nonmatching","Stranger",2,734,0.734,0
342,1,"Nonmatching","Stranger",2,952,0.952,1
343,1,"Nonmatching","Stranger",2,900,0.9,1
344,1,"Nonmatching","Stranger",2,1034,1.034,1
345,1,"Nonmatching","Stranger",2,1034,1.034,1
346,1,"Nonmatching","Stranger",2,1050,1.05,1
347,1,"Nonmatching","Stranger",2,1017,1.017,1
348,1,"Nonmatching","Stranger",2,917,0.917,1
349,1,"Nonmatching","Stranger",2,1117,1.117,1
350,1,"Nonmatching","Stranger",2,917,0.917,1
351,1,"Nonmatching","Stranger",2,1167,1.167,1
352,1,"Nonmatching","Stranger",2,1300,1.3,1
353,1,"Nonmatching","Stranger",2,867,0.867,1
354,1,"Nonmatching","Stranger",2,1300,1.3,1
355,1,"Nonmatching","Stranger",2,984,0.984,1
356,1,"Nonmatching","Stranger",2,817,0.817,1
357,1,"Nonmatching","Stranger",2,1384,1.384,1
358,1,"Nonmatching","Stranger",2,984,0.984,1
359,1,"Nonmatching","Stranger",2,784,0.784,0
360,1,"Nonmatching","Stranger",2,1084,1.084,1
361,1,"Nonmatching","Stranger",2,884,0.884,1
362,1,"Nonmatching","Stranger",2,850,0.85,1
363,1,"Nonmatching","Stranger",2,1034,1.034,1
364,1,"Nonmatching","Stranger",2,1234,1.234,1
365,2,"Matching","Self",1,834,0.834,1
366,2,"Matching","Self",1,934,0.934,1
367,2,"Matching","Self",1,850,0.85,1
368,2,"Matching","Self",1,1034,1.034,1
369,2,"Matching","Self",1,1017,1.017,1
370,2,"Matching","Self",1,834,0.834,1
371,2,"Matching","Self",1,750,0.75,1
372,2,"Matching","Self",1,767,0.767,1
373,2,"Matching","Self",1,700,0.7,1
374,2,"Matching","Self",1,684,0.684,1
375,2,"Matching","Self",1,817,0.817,1
376,2,"Matching","Self",1,750,0.75,1
377,2,"Matching","Self",1,800,0.8,1
378,2,"Matching","Self",1,984,0.984,1
379,2,"Matching","Self",1,700,0.7,1
380,2,"Matching","Self",1,750,0.75,1
381,2,"Matching","Self",1,869,0.869,1
382,2,"Matching","Self",1,1084,1.084,1
383,2,"Matching","Self",1,867,0.867,1
384,2,"Matching","Self",1,734,0.734,1
385,2,"Matching","Self",1,900,0.9,1
386,2,"Matching","Self",1,734,0.734,1
387,2,"Matching","Self",1,750,0.75,1
388,2,"Matching","Self",1,835,0.835,1
389,2,"Matching","Self",1,784,0.784,1
390,2,"Matching","Self",1,1000,1,1
391,2,"Matching","Self",1,817,0.817,1
392,2,"Matching","Self",1,967,0.967,1
393,2,"Matching","Self",1,834,0.834,1
394,2,"Matching","Self",1,834,0.834,1
395,2,"Matching","Self",1,950,0.95,1
396,2,"Matching","Self",1,767,0.767,1
397,2,"Matching","Self",1,767,0.767,1
398,2,"Matching","Self",1,784,0.784,1
399,2,"Matching","Self",1,984,0.984,1
400,2,"Matching","Self",1,734,0.734,1
401,2,"Matching","Self",1,900,0.9,1
402,2,"Matching","Self",1,817,0.817,1
403,2,"Matching","Self",1,717,0.717,1
404,2,"Matching","Self",1,750,0.75,1
405,2,"Matching","Self",1,1167,1.167,1
406,2,"Matching","Self",1,750,0.75,1
407,2,"Matching","Self",1,700,0.7,1
408,2,"Matching","Self",1,850,0.85,1
409,2,"Matching","Self",1,1384,1.384,0
410,2,"Matching","Self",1,817,0.817,1
411,2,"Matching","Self",1,767,0.767,1
412,2,"Matching","Self",2,1367,1.367,1
413,2,"Matching","Self",2,834,0.834,1
414,2,"Matching","Self",2,867,0.867,1
415,2,"Matching","Self",2,1084,1.084,1
416,2,"Matching","Self",2,1084,1.084,1
417,2,"Matching","Self",2,850,0.85,1
418,2,"Matching","Self",2,934,0.934,1
419,2,"Matching","Self",2,867,0.867,1
420,2,"Matching","Self",2,700,0.7,1
421,2,"Matching","Self",2,800,0.8,1
422,2,"Matching","Self",2,784,0.784,1
423,2,"Matching","Self",2,717,0.717,1
424,2,"Matching","Self",2,732,0.732,1
425,2,"Matching","Self",2,1184,1.184,1
426,2,"Matching","Self",2,734,0.734,1
427,2,"Matching","Self",2,900,0.9,1
428,2,"Matching","Self",2,867,0.867,1
429,2,"Matching","Self",2,800,0.8,1
430,2,"Matching","Self",2,934,0.934,0
431,2,"Matching","Self",2,750,0.75,1
432,2,"Matching","Self",2,700,0.7,1
433,2,"Matching","Self",2,767,0.767,1
434,2,"Matching","Self",2,767,0.767,1
435,2,"Matching","Self",2,834,0.834,1
436,2,"Matching","Self",2,834,0.834,1
437,2,"Matching","Self",2,817,0.817,1
438,2,"Matching","Self",2,784,0.784,1
439,2,"Matching","Self",2,834,0.834,1
440,2,"Matching","Self",2,800,0.8,1
441,2,"Matching","Self",2,717,0.717,1
442,2,"Matching","Self",2,817,0.817,1
443,2,"Matching","Self",2,748,0.748,1
444,2,"Matching","Self",2,700,0.7,1
445,2,"Matching","Self",2,717,0.717,1
446,2,"Matching","Self",2,717,0.717,1
447,2,"Matching","Self",2,700,0.7,1
448,2,"Matching","Self",2,850,0.85,1
449,2,"Matching","Self",2,600,0.6,1
450,2,"Matching","Self",2,834,0.834,1
451,2,"Matching","Self",2,750,0.75,1
452,2,"Matching","Self",2,767,0.767,1
453,2,"Matching","Self",2,750,0.75,1
454,2,"Matching","Self",2,667,0.667,1
455,2,"Matching","Self",2,684,0.684,1
456,2,"Matching","Self",2,667,0.667,1
457,2,"Matching","Self",2,684,0.684,1
458,2,"Matching","Self",2,717,0.717,1
459,2,"Matching","Self",2,1000,1,1
460,2,"Matching","Stranger",1,934,0.934,0
461,2,"Matching","Stranger",1,984,0.984,1
462,2,"Matching","Stranger",1,934,0.934,1
463,2,"Matching","Stranger",1,1050,1.05,0
464,2,"Matching","Stranger",1,984,0.984,1
465,2,"Matching","Stranger",1,1000,1,1
466,2,"Matching","Stranger",1,1134,1.134,0
467,2,"Matching","Stranger",1,834,0.834,0
468,2,"Matching","Stranger",1,867,0.867,1
469,2,"Matching","Stranger",1,750,0.75,0
470,2,"Matching","Stranger",1,784,0.784,1
471,2,"Matching","Stranger",1,834,0.834,1
472,2,"Matching","Stranger",1,750,0.75,1
473,2,"Matching","Stranger",1,834,0.834,1
474,2,"Matching","Stranger",1,834,0.834,1
475,2,"Matching","Stranger",1,817,0.817,1
476,2,"Matching","Stranger",1,750,0.75,1
477,2,"Matching","Stranger",1,717,0.717,1
478,2,"Matching","Stranger",1,850,0.85,1
479,2,"Matching","Stranger",1,784,0.784,1
480,2,"Matching","Stranger",1,817,0.817,1
481,2,"Matching","Stranger",1,719,0.719,1
482,2,"Matching","Stranger",1,684,0.684,1
483,2,"Matching","Stranger",1,734,0.734,1
484,2,"Matching","Stranger",1,800,0.8,1
485,2,"Matching","Stranger",1,934,0.934,1
486,2,"Matching","Stranger",1,817,0.817,1
487,2,"Matching","Stranger",1,800,0.8,1
488,2,"Matching","Stranger",1,1234,1.234,0
489,2,"Matching","Stranger",1,1384,1.384,1
490,2,"Matching","Stranger",1,1000,1,1
491,2,"Matching","Stranger",1,834,0.834,0
492,2,"Matching","Stranger",1,817,0.817,0
493,2,"Matching","Stranger",1,717,0.717,1
494,2,"Matching","Stranger",1,667,0.667,1
495,2,"Matching","Stranger",1,717,0.717,1
496,2,"Matching","Stranger",1,750,0.75,0
497,2,"Matching","Stranger",1,817,0.817,1
498,2,"Matching","Stranger",1,800,0.8,1
499,2,"Matching","Stranger",1,950,0.95,1
500,2,"Matching","Stranger",1,750,0.75,1
501,2,"Matching","Stranger",1,1084,1.084,1
502,2,"Matching","Stranger",1,934,0.934,1
503,2,"Matching","Stranger",1,700,0.7,1
504,2,"Matching","Stranger",1,817,0.817,1
505,2,"Matching","Stranger",1,750,0.75,1
506,2,"Matching","Stranger",1,767,0.767,1
507,2,"Matching","Stranger",1,800,0.8,1
508,2,"Matching","Stranger",2,1017,1.017,0
509,2,"Matching","Stranger",2,1084,1.084,1
510,2,"Matching","Stranger",2,1034,1.034,1
511,2,"Matching","Stranger",2,950,0.95,1
512,2,"Matching","Stranger",2,1334,1.334,1
513,2,"Matching","Stranger",2,884,0.884,1
514,2,"Matching","Stranger",2,1067,1.067,1
515,2,"Matching","Stranger",2,1250,1.25,1
516,2,"Matching","Stranger",2,734,0.734,1
517,2,"Matching","Stranger",2,867,0.867,1
518,2,"Matching","Stranger",2,850,0.85,1
519,2,"Matching","Stranger",2,1084,1.084,0
520,2,"Matching","Stranger",2,800,0.8,1
521,2,"Matching","Stranger",2,1050,1.05,1
522,2,"Matching","Stranger",2,784,0.784,1
523,2,"Matching","Stranger",2,634,0.634,0
524,2,"Matching","Stranger",2,784,0.784,1
525,2,"Matching","Stranger",2,767,0.767,1
526,2,"Matching","Stranger",2,734,0.734,1
527,2,"Matching","Stranger",2,1084,1.084,1
528,2,"Matching","Stranger",2,800,0.8,1
529,2,"Matching","Stranger",2,865,0.865,1
530,2,"Matching","Stranger",2,1000,1,1
531,2,"Matching","Stranger",2,850,0.85,0
532,2,"Matching","Stranger",2,984,0.984,1
533,2,"Matching","Stranger",2,884,0.884,1
534,2,"Matching","Stranger",2,767,0.767,1
535,2,"Matching","Stranger",2,684,0.684,1
536,2,"Matching","Stranger",2,1117,1.117,1
537,2,"Matching","Stranger",2,734,0.734,1
538,2,"Matching","Stranger",2,784,0.784,1
539,2,"Matching","Stranger",2,734,0.734,1
540,2,"Matching","Stranger",2,767,0.767,0
541,2,"Matching","Stranger",2,800,0.8,1
542,2,"Matching","Stranger",2,684,0.684,0
543,2,"Matching","Stranger",2,850,0.85,1
544,2,"Matching","Stranger",2,784,0.784,1
545,2,"Matching","Stranger",2,717,0.717,1
546,2,"Matching","Stranger",2,800,0.8,1
547,2,"Matching","Stranger",2,784,0.784,1
548,2,"Matching","Stranger",2,700,0.7,1
549,2,"Matching","Stranger",2,934,0.934,0
550,2,"Matching","Stranger",2,917,0.917,1
551,2,"Matching","Stranger",2,800,0.8,1
552,2,"Matching","Stranger",2,934,0.934,1
553,2,"Nonmatching","Self",1,1050,1.05,1
554,2,"Nonmatching","Self",1,1000,1,1
555,2,"Nonmatching","Self",1,1017,1.017,1
556,2,"Nonmatching","Self",1,1185,1.185,1
557,2,"Nonmatching","Self",1,967,0.967,1
558,2,"Nonmatching","Self",1,1117,1.117,1
559,2,"Nonmatching","Self",1,934,0.934,1
560,2,"Nonmatching","Self",1,1383,1.383,1
561,2,"Nonmatching","Self",1,1100,1.1,1
562,2,"Nonmatching","Self",1,1034,1.034,1
563,2,"Nonmatching","Self",1,784,0.784,0
564,2,"Nonmatching","Self",1,767,0.767,1
565,2,"Nonmatching","Self",1,834,0.834,1
566,2,"Nonmatching","Self",1,750,0.75,1
567,2,"Nonmatching","Self",1,967,0.967,1
568,2,"Nonmatching","Self",1,1317,1.317,1
569,2,"Nonmatching","Self",1,1034,1.034,1
570,2,"Nonmatching","Self",1,850,0.85,1
571,2,"Nonmatching","Self",1,1183,1.183,1
