"Subject","Shape","Matching","Label_Identity","Origin_Identity","English_Identity","Standarlized_Identity","Group","RT_ms","RT_sec","ACC"
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",709,0.709,0
74,"Friend","Matching","Friend","Friend","Friend","Close","1",540,0.54,1
74,"Self","Matching","Self","Self","Self","Self","1",444,0.444,1
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",508,0.508,1
74,"Self","Nonmatching","Friend","Self","Self","Self","1",562,0.562,1
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",723,0.723,1
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",602,0.602,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",377,0.377,0
74,"Friend","Matching","Friend","Friend","Friend","Close","1",623,0.623,1
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",467,0.467,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",582,0.582,0
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",531,0.531,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",489,0.489,1
74,"Self","Matching","Self","Self","Self","Self","1",271,0.271,1
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",528,0.528,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",363,0.363,1
74,"Self","Matching","Self","Self","Self","Self","1",385,0.385,1
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",380,0.38,0
74,"Self","Nonmatching","Friend","Self","Self","Self","1",838,0.838,1
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",394,0.394,0
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",525,0.525,0
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",576,0.576,0
74,"Self","Nonmatching","Friend","Self","Self","Self","1",767,0.767,0
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",0,0,0
74,"Self","Matching","Self","Self","Self","Self","1",474,0.474,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",474,0.474,0
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",461,0.461,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",450,0.45,0
74,"Friend","Matching","Friend","Friend","Friend","Close","1",509,0.509,0
74,"Friend","Matching","Friend","Friend","Friend","Close","1",444,0.444,1
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",456,0.456,1
74,"Self","Matching","Self","Self","Self","Self","1",543,0.543,1
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",514,0.514,1
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",596,0.596,0
74,"Self","Nonmatching","Friend","Self","Self","Self","1",698,0.698,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",634,0.634,0
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",578,0.578,1
74,"Self","Matching","Self","Self","Self","Self","1",347,0.347,1
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",472,0.472,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",534,0.534,1
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",572,0.572,1
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",638,0.638,1
74,"Self","Matching","Self","Self","Self","Self","1",399,0.399,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",682,0.682,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",429,0.429,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",0,0,0
74,"Friend","Matching","Friend","Friend","Friend","Close","1",631,0.631,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",473,0.473,0
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",491,0.491,1
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",718,0.718,0
74,"Self","Matching","Self","Self","Self","Self","1",412,0.412,1
74,"Self","Matching","Self","Self","Self","Self","1",797,0.797,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",447,0.447,0
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",0,0,0
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",726,0.726,1
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",643,0.643,1
74,"Self","Nonmatching","Friend","Self","Self","Self","1",500,0.5,1
74,"Self","Matching","Self","Self","Self","Self","1",592,0.592,0
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",480,0.48,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",462,0.462,0
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",472,0.472,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",543,0.543,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",455,0.455,0
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",376,0.376,0
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",836,0.836,1
74,"Self","Matching","Self","Self","Self","Self","1",462,0.462,0
74,"Self","Nonmatching","Friend","Self","Self","Self","1",419,0.419,1
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",880,0.88,0
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",719,0.719,0
74,"Self","Matching","Self","Self","Self","Self","1",451,0.451,1
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",475,0.475,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",372,0.372,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",604,0.604,0
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",520,0.52,0
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",459,0.459,0
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",744,0.744,1
74,"Self","Nonmatching","Friend","Self","Self","Self","1",244,0.244,0
74,"Self","Matching","Self","Self","Self","Self","1",291,0.291,1
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",746,0.746,1
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",420,0.42,0
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",428,0.428,0
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",575,0.575,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",538,0.538,1
74,"Self","Matching","Self","Self","Self","Self","1",402,0.402,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",325,0.325,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",628,0.628,0
74,"Friend","Matching","Friend","Friend","Friend","Close","1",714,0.714,1
74,"Self","Matching","Self","Self","Self","Self","1",324,0.324,1
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",603,0.603,1
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",685,0.685,0
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",406,0.406,0
74,"Self","Nonmatching","Friend","Self","Self","Self","1",684,0.684,1
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",531,0.531,1
74,"Self","Matching","Self","Self","Self","Self","1",371,0.371,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",661,0.661,1
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",493,0.493,1
74,"Self","Matching","Self","Self","Self","Self","1",500,0.5,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",785,0.785,1
74,"Self","Nonmatching","Friend","Self","Self","Self","1",549,0.549,1
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",599,0.599,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",482,0.482,0
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",492,0.492,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",586,0.586,1
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",512,0.512,1
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",727,0.727,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",0,0,0
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",582,0.582,0
74,"Friend","Matching","Friend","Friend","Friend","Close","1",841,0.841,1
74,"Self","Matching","Self","Self","Self","Self","1",483,0.483,1
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",576,0.576,1
74,"Self","Matching","Self","Self","Self","Self","1",648,0.648,1
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",510,0.51,1
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",719,0.719,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",614,0.614,0
74,"Friend","Matching","Friend","Friend","Friend","Close","1",604,0.604,1
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",622,0.622,0
74,"Self","Nonmatching","Friend","Self","Self","Self","1",658,0.658,1
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",651,0.651,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",499,0.499,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",507,0.507,0
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",569,0.569,1
74,"Self","Nonmatching","Friend","Self","Self","Self","1",896,0.896,1
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",710,0.71,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",399,0.399,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",387,0.387,0
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",634,0.634,1
74,"Self","Matching","Self","Self","Self","Self","1",636,0.636,1
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",589,0.589,1
74,"Self","Matching","Self","Self","Self","Self","1",480,0.48,1
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",552,0.552,0
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",468,0.468,0
74,"Friend","Matching","Friend","Friend","Friend","Close","1",487,0.487,1
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",641,0.641,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",418,0.418,1
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",713,0.713,1
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",488,0.488,1
74,"Self","Matching","Self","Self","Self","Self","1",280,0.28,1
74,"Self","Nonmatching","Friend","Self","Self","Self","1",315,0.315,0
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",552,0.552,0
74,"Self","Matching","Self","Self","Self","Self","1",325,0.325,1
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",793,0.793,0
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",822,0.822,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",422,0.422,1
74,"Self","Nonmatching","Friend","Self","Self","Self","1",312,0.312,0
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",446,0.446,0
74,"Self","Matching","Self","Self","Self","Self","1",671,0.671,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",455,0.455,1
74,"Self","Matching","Self","Self","Self","Self","1",599,0.599,0
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",588,0.588,1
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",641,0.641,1
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",584,0.584,1
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",690,0.69,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",399,0.399,0
74,"Friend","Matching","Friend","Friend","Friend","Close","1",883,0.883,1
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",478,0.478,1
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",764,0.764,0
74,"Friend","Matching","Friend","Friend","Friend","Close","1",806,0.806,1
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",479,0.479,1
74,"Self","Matching","Self","Self","Self","Self","1",582,0.582,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",544,0.544,0
74,"Self","Nonmatching","Friend","Self","Self","Self","1",585,0.585,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",458,0.458,1
74,"Self","Matching","Self","Self","Self","Self","1",473,0.473,1
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",425,0.425,1
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",799,0.799,0
74,"Self","Matching","Self","Self","Self","Self","1",480,0.48,1
74,"Self","Matching","Self","Self","Self","Self","1",554,0.554,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",492,0.492,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",543,0.543,1
74,"Self","Nonmatching","Friend","Self","Self","Self","1",485,0.485,0
74,"Friend","Matching","Friend","Friend","Friend","Close","1",400,0.4,1
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",539,0.539,1
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",720,0.72,0
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",759,0.759,1
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",643,0.643,1
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",849,0.849,1
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",539,0.539,0
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",698,0.698,1
74,"Self","Nonmatching","Friend","Self","Self","Self","1",641,0.641,1
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",634,0.634,1
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",591,0.591,1
74,"Self","Matching","Self","Self","Self","Self","1",549,0.549,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",584,0.584,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",573,0.573,0
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",752,0.752,1
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",582,0.582,1
74,"Self","Matching","Self","Self","Self","Self","1",372,0.372,1
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",513,0.513,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",827,0.827,1
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",613,0.613,1
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",638,0.638,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",641,0.641,1
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",719,0.719,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",481,0.481,1
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",715,0.715,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",742,0.742,1
74,"Self","Nonmatching","Friend","Self","Self","Self","1",745,0.745,1
74,"Self","Matching","Self","Self","Self","Self","1",253,0.253,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",456,0.456,1
74,"Self","Matching","Self","Self","Self","Self","1",505,0.505,1
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",404,0.404,0
74,"Self","Nonmatching","Friend","Self","Self","Self","1",668,0.668,1
74,"Self","Matching","Self","Self","Self","Self","1",427,0.427,1
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",635,0.635,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",565,0.565,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",473,0.473,0
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",578,0.578,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",435,0.435,1
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",508,0.508,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",646,0.646,0
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",650,0.65,1
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",497,0.497,1
74,"Self","Matching","Self","Self","Self","Self","1",577,0.577,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",497,0.497,1
74,"Self","Nonmatching","Friend","Self","Self","Self","1",531,0.531,1
74,"Self","Matching","Self","Self","Self","Self","1",801,0.801,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",540,0.54,0
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",637,0.637,0
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",664,0.664,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",629,0.629,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",521,0.521,1
74,"Self","Matching","Self","Self","Self","Self","1",331,0.331,1
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",599,0.599,1
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",0,0,0
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",0,0,0
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",656,0.656,0
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",712,0.712,1
74,"Self","Matching","Self","Self","Self","Self","1",411,0.411,1
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",396,0.396,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",651,0.651,0
74,"Friend","Matching","Friend","Friend","Friend","Close","1",406,0.406,1
74,"Self","Nonmatching","Friend","Self","Self","Self","1",471,0.471,1
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",471,0.471,0
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",668,0.668,0
74,"Self","Matching","Self","Self","Self","Self","1",650,0.65,1
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",414,0.414,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",268,0.268,1
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",327,0.327,0
74,"Self","Nonmatching","Friend","Self","Self","Self","1",573,0.573,1
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",702,0.702,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",689,0.689,1
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",394,0.394,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",658,0.658,1
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",597,0.597,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",318,0.318,1
74,"Self","Matching","Self","Self","Self","Self","1",406,0.406,1
74,"Self","Matching","Self","Self","Self","Self","1",416,0.416,0
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",573,0.573,0
74,"Friend","Matching","Friend","Friend","Friend","Close","1",471,0.471,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",498,0.498,0
74,"Self","Nonmatching","Friend","Self","Self","Self","1",512,0.512,1
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",0,0,0
74,"Self","Matching","Self","Self","Self","Self","1",635,0.635,1
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",547,0.547,1
74,"Self","Matching","Self","Self","Self","Self","1",627,0.627,1
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",483,0.483,1
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",631,0.631,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",472,0.472,1
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",359,0.359,0
74,"Friend","Matching","Friend","Friend","Friend","Close","1",754,0.754,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",518,0.518,0
74,"Friend","Matching","Friend","Friend","Friend","Close","1",347,0.347,1
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",412,0.412,1
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",499,0.499,1
74,"Self","Matching","Self","Self","Self","Self","1",514,0.514,1
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",737,0.737,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",698,0.698,0
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",704,0.704,1
74,"Self","Matching","Self","Self","Self","Self","1",412,0.412,1
74,"Self","Nonmatching","Friend","Self","Self","Self","1",526,0.526,1
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",505,0.505,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",522,0.522,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",440,0.44,1
74,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",488,0.488,1
74,"Friend","Nonmatching","Self","Friend","Friend","Close","1",425,0.425,0
74,"Self","Matching","Self","Self","Self","Self","1",591,0.591,1
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",499,0.499,0
74,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",700,0.7,0
74,"Self","Nonmatching","Friend","Self","Self","Self","1",624,0.624,1
74,"Self","Matching","Self","Self","Self","Self","1",520,0.52,1
74,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",833,0.833,1
74,"Self","Nonmatching","Stranger","Self","Self","Self","1",855,0.855,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",448,0.448,1
74,"Friend","Matching","Friend","Friend","Friend","Close","1",515,0.515,1
74,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",610,0.61,1
76,"Self","Nonmatching","Stranger","Self","Self","Self","1",NA,NA,NA
76,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",NA,NA,NA
76,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",NA,NA,NA
76,"Self","Matching","Self","Self","Self","Self","1",NA,NA,NA
76,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",NA,NA,NA
76,"Friend","Matching","Friend","Friend","Friend","Close","1",NA,NA,NA
76,"Self","Nonmatching","Friend","Self","Self","Self","1",NA,NA,NA
76,"Friend","Nonmatching","Self","Friend","Friend","Close","1",NA,NA,NA
76,"Self","Matching","Self","Self","Self","Self","1",NA,NA,NA
76,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",NA,NA,NA
76,"Friend","Matching","Friend","Friend","Friend","Close","1",NA,NA,NA
76,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",NA,NA,NA
76,"Friend","Nonmatching","Self","Friend","Friend","Close","1",NA,NA,NA
76,"Self","Matching","Self","Self","Self","Self","1",NA,NA,NA
76,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",NA,NA,NA
76,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",NA,NA,NA
76,"Self","Nonmatching","Friend","Self","Self","Self","1",NA,NA,NA
76,"Self","Matching","Self","Self","Self","Self","1",NA,NA,NA
76,"Self","Nonmatching","Stranger","Self","Self","Self","1",NA,NA,NA
76,"Friend","Matching","Friend","Friend","Friend","Close","1",NA,NA,NA
76,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",NA,NA,NA
76,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",NA,NA,NA
76,"Friend","Matching","Friend","Friend","Friend","Close","1",NA,NA,NA
76,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",NA,NA,NA
76,"Self","Nonmatching","Friend","Self","Self","Self","1",NA,NA,NA
76,"Self","Matching","Self","Self","Self","Self","1",NA,NA,NA
76,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",NA,NA,NA
76,"Friend","Matching","Friend","Friend","Friend","Close","1",NA,NA,NA
76,"Friend","Nonmatching","Self","Friend","Friend","Close","1",NA,NA,NA
76,"Friend","Matching","Friend","Friend","Friend","Close","1",NA,NA,NA
76,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",NA,NA,NA
76,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",NA,NA,NA
76,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",NA,NA,NA
76,"Self","Matching","Self","Self","Self","Self","1",NA,NA,NA
76,"Self","Nonmatching","Stranger","Self","Self","Self","1",NA,NA,NA
76,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",NA,NA,NA
76,"Self","Nonmatching","Stranger","Self","Self","Self","1",NA,NA,NA
76,"Self","Matching","Self","Self","Self","Self","1",NA,NA,NA
76,"Friend","Nonmatching","Self","Friend","Friend","Close","1",NA,NA,NA
76,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",NA,NA,NA
76,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",NA,NA,NA
76,"Self","Nonmatching","Friend","Self","Self","Self","1",NA,NA,NA
76,"Friend","Matching","Friend","Friend","Friend","Close","1",NA,NA,NA
76,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",NA,NA,NA
76,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",NA,NA,NA
76,"Friend","Matching","Friend","Friend","Friend","Close","1",NA,NA,NA
76,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",NA,NA,NA
76,"Self","Matching","Self","Self","Self","Self","1",NA,NA,NA
76,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",0,0,0
76,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",707,0.707,0
76,"Friend","Matching","Friend","Friend","Friend","Close","1",504,0.504,1
76,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",466,0.466,1
76,"Friend","Nonmatching","Self","Friend","Friend","Close","1",398,0.398,0
76,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",418,0.418,0
76,"Self","Matching","Self","Self","Self","Self","1",583,0.583,0
76,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",0,0,0
76,"Friend","Matching","Friend","Friend","Friend","Close","1",531,0.531,0
76,"Self","Nonmatching","Stranger","Self","Self","Self","1",296,0.296,0
76,"Self","Matching","Self","Self","Self","Self","1",503,0.503,1
76,"Self","Nonmatching","Friend","Self","Self","Self","1",428,0.428,1
76,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",807,0.807,1
76,"Friend","Matching","Friend","Friend","Friend","Close","1",793,0.793,1
76,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",560,0.56,1
76,"Friend","Nonmatching","Self","Friend","Friend","Close","1",596,0.596,1
76,"Friend","Matching","Friend","Friend","Friend","Close","1",1024,1.024,1
76,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",698,0.698,1
76,"Stranger","Nonmatching","Friend","Stranger","Stranger","Stranger","1",524,0.524,1
76,"Friend","Nonmatching","Stranger","Friend","Friend","Close","1",769,0.769,0
76,"Self","Nonmatching","Stranger","Self","Self","Self","1",0,0,0
76,"Self","Matching","Self","Self","Self","Self","1",373,0.373,1
76,"Self","Matching","Self","Self","Self","Self","1",487,0.487,0
76,"Self","Nonmatching","Friend","Self","Self","Self","1",232,0.232,0
76,"Self","Matching","Self","Self","Self","Self","1",110,0.11,0
76,"Self","Nonmatching","Friend","Self","Self","Self","1",655,0.655,1
76,"Friend","Nonmatching","Self","Friend","Friend","Close","1",828,0.828,1
76,"Friend","Matching","Friend","Friend","Friend","Close","1",662,0.662,1
76,"Stranger","Nonmatching","Self","Stranger","Stranger","Stranger","1",479,0.479,1
76,"Stranger","Matching","Stranger","Stranger","Stranger","Stranger","1",558,0.558,1
76,"Self","Nonmatching","Stranger","Self","Self","Self","1",440,0.44,1
