Shape,Label,ShapeLoc,Condition,FaceIdentity,Stimulus,Strength,textColour,resp,rt,Exclude,corr,nCorr,trialinBlock,BlankFrames,Block,6. Stimuli Type (Self = Negative/Self = Positive),4. Handedness,3. Age,5. First Language,2. Gender,Subject
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,l,1.333759449,0,1,27,35,57,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,k,0.716944155,0,1,28,36,75,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,0.800266566,0,0,28,37,68,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,0.733552419,0,1,29,38,77,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.650205136,0,0,29,39,60,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,0.633568447,0,0,29,40,63,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,0.783573027,0,1,30,41,75,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,1.016948972,0,1,31,42,65,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,l,0.866970844,0,1,32,43,48,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,0.766912256,0,1,33,44,60,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,0.650253301,0,1,34,45,67,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,0.733552813,0,1,35,46,69,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,0.683611954,0,1,36,47,53,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,0.566924179,0,1,37,48,48,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,0.583620876,0,0,37,49,76,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,0.600287964,0,1,38,50,73,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,0.816964053,0,0,38,51,50,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,k,0.550264197,0,1,39,52,73,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,0.566898517,0,1,40,53,73,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,0.500267671,0,1,41,54,57,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,l,0.86690057,0,1,42,55,48,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,1.266849878,0,0,42,56,63,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,k,0.465025054,0,1,43,57,53,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.533533153,0,0,43,58,56,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,1.083552971,0,1,44,59,49,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,0.783565921,0,0,44,60,49,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,0.71696508,0,0,44,61,75,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,0.416900254,0,1,45,62,73,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Top,Match,2,SelfWeak,Weak,white,k,0.55024051,0,1,46,63,64,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,l,0.633532126,0,1,47,64,77,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Top,Match,1,SelfStrong,Strong,white,k,1.035249329,0,1,48,65,68,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Top,Match,2,SelfWeak,Weak,white,k,0.766878303,0,1,49,66,60,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,l,0.616907676,0,1,50,67,75,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,0.600278094,0,1,51,68,73,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,l,0.783531968,0,1,52,69,50,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,0.850192029,0,0,52,70,69,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,0.650252116,0,1,53,71,76,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,0.500290964,0,1,54,72,67,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,l,0.566871671,0,1,55,73,77,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,0.483619534,0,0,55,74,59,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,k,0.533546576,0,1,56,75,62,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.550274462,0,0,56,76,59,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Top,Match,1,SelfStrong,Strong,white,k,0.800216427,0,1,57,77,55,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,k,0.550238141,0,1,58,78,77,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,l,0.750199372,0,1,59,79,65,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,0.533561973,0,1,60,80,51,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,l,0.683529441,0,1,61,81,62,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,0.58359324,0,0,61,82,66,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,0.633528573,0,0,61,83,52,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,0.416957499,0,1,62,84,73,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.833570342,0,0,62,85,71,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,l,0.800250379,0,1,63,86,68,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,1.065064296,0,1,64,87,65,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,0.450209558,0,1,65,88,51,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,k,0.400246984,0,1,66,89,65,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,0.666895911,0,0,66,90,68,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,0.666840245,0,0,66,91,63,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,0.450286543,0,0,66,92,77,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.700230482,0,0,66,93,69,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,l,0.983570184,0,1,67,94,57,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,0.550328549,0,1,68,95,60,2,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.552184483,0,0,68,96,70,2,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,0.566884304,0,1,1,1,56,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Top,Match,2,SelfWeak,Weak,white,k,0.783742789,0,1,2,2,67,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.533609743,0,0,2,3,53,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,l,0.950195345,0,1,3,4,60,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.533543022,0,0,3,5,51,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,0.616945577,0,0,3,6,62,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,k,0.616916757,0,1,4,7,67,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Top,Match,1,SelfStrong,Strong,white,k,0.466902702,0,1,5,8,66,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,l,0.71700219,0,0,5,9,70,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,l,0.833540338,0,1,6,10,69,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,l,0.666890384,0,1,7,11,64,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,k,1.083553761,0,1,8,12,48,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,0.833536785,0,0,8,13,65,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,0.566889832,0,0,8,14,50,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.650217374,0,0,8,15,63,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Top,Match,1,SelfStrong,Strong,white,k,0.53357658,0,1,9,16,68,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,k,0.466853352,0,1,10,17,68,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.415010367,0,0,10,18,75,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,0.55023064,0,1,11,19,68,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,l,0.600241378,0,1,12,20,62,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.483567421,0,0,12,21,54,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,1.033561578,0,1,13,22,59,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,0.55022985,0,1,14,23,73,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,0.91691802,0,1,15,24,77,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Top,Match,2,SelfWeak,Weak,white,k,0.583607848,0,1,16,25,55,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,k,0.736635773,0,1,17,26,72,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,l,0.550247221,0,0,17,27,49,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Top,Match,2,SelfWeak,Weak,white,k,0.700243115,0,1,18,28,64,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,l,0.950319311,0,1,19,29,56,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.450219033,0,0,19,30,66,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,l,0.616902939,0,0,19,31,70,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.616961368,0,0,19,32,55,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,k,1.016930022,0,1,20,33,70,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Top,Match,2,SelfWeak,Weak,white,k,0.666923942,0,1,21,34,71,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,0.866854774,0,0,21,35,75,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,0.783597504,0,0,21,36,51,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,None,None,1,3,21,37,76,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,0.483538601,0,0,21,38,64,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,0.683582344,0,0,21,39,54,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.900310151,0,0,21,40,56,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,k,0.716882567,0,1,22,41,63,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,0.516886199,0,0,22,42,70,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,k,0.533667778,0,1,23,43,76,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,k,0.51690515,0,0,23,44,51,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.400225665,0,0,23,45,75,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,0.716887305,0,1,24,46,65,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,0.86497752,0,1,25,47,68,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,k,0.900196056,0,1,26,48,56,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.800254327,0,0,26,49,61,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,1.100203478,0,1,27,50,57,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,0.683616297,0,1,28,51,71,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,0.75026096,0,1,29,52,74,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,k,0.800471465,0,1,30,53,49,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,0.766889358,0,1,31,54,60,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,0.900244221,0,1,32,55,67,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,0.766949367,0,0,32,56,68,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Top,Match,1,SelfStrong,Strong,white,k,0.666934996,0,1,33,57,71,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,l,0.900292386,0,1,34,58,60,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.816956157,0,0,34,59,59,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,0.633573974,0,0,34,60,48,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,0.916869855,0,1,35,61,58,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,0.850212163,0,1,36,62,64,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,0.800186817,0,1,37,63,69,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,l,0.916897491,0,1,38,64,57,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,None,None,1,3,38,65,49,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,1.066863775,0,1,39,66,54,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,0.600292307,0,1,40,67,59,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,0.933607611,0,1,41,68,70,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,l,0.783513808,0,1,42,69,64,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,0.716852563,0,1,43,70,59,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,k,0.700260881,0,1,44,71,58,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,0.550223928,0,1,45,72,66,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,l,0.65027462,0,0,45,73,77,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,1,StrangerStrong,Strong,white,k,0.931691273,0,0,45,74,73,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,1.016876724,0,1,46,75,53,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Top,Match,2,SelfWeak,Weak,white,l,0.633594109,0,0,46,76,54,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,0.666862749,0,1,47,77,66,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,k,0.850235456,0,1,48,78,66,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,k,0.600233482,0,0,48,79,62,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,l,0.716866381,0,0,48,80,57,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Top,Match,1,SelfStrong,Strong,white,k,0.816928521,0,1,49,81,49,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,k,0.433544444,0,0,49,82,67,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,l,1.133546339,0,1,50,83,73,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,l,0.733607295,0,1,51,84,60,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,1.100234272,0,1,52,85,53,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,0.666918415,0,1,53,86,77,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,k,0.700187844,0,1,54,87,65,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,0.916934996,0,1,55,88,52,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,0.866943208,0,0,55,89,51,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,0.683596557,0,1,56,90,66,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,l,0.850215716,0,1,57,91,61,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,l,0.950256933,0,1,58,92,48,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Top,Match,1,SelfStrong,Strong,white,k,0.783592767,0,1,59,93,60,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,0.850221243,0,1,60,94,69,3,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,k,0.800218006,0,0,60,95,66,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,l,0.583589293,0,1,61,96,68,3,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,1.200210742,0,0,0,1,50,4,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Top,Match,2,StrangerWeak,Weak,white,l,1.000196213,0,0,0,2,51,4,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Bottom,Match,1,SelfStrong,Strong,white,k,0.850261907,0,1,1,3,69,4,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,l,0.781659847,0,1,2,4,77,4,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,0.88361069,0,1,3,5,63,4,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.733566236,0,0,3,6,48,4,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,1.083526915,0,1,4,7,74,4,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Top,Mismatch,2,StrangerWeak,Weak,white,l,0.716887305,0,1,5,8,53,4,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,0.883614638,0,1,6,9,70,4,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,1,SelfStrong,Strong,white,l,0.833779584,0,1,7,10,67,4,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,2,StrangerWeak,Weak,white,l,0.816896148,0,1,8,11,69,4,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,0.816946682,0,1,9,12,48,4,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Top,Match,1,SelfStrong,Strong,white,l,0.950275094,0,0,9,13,68,4,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Top,Match,2,SelfWeak,Weak,white,k,0.53354855,0,1,10,14,51,4,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,2,SelfWeak,Weak,white,k,0.833557314,0,0,10,15,57,4,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,l,0.633620166,0,1,11,16,77,4,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,k,0.666923547,0,0,11,17,59,4,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Bottom,Mismatch,2,SelfWeak,Weak,white,k,0.950228508,0,0,11,18,68,4,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Self,Bottom,Mismatch,1,StrangerStrong,Strong,white,l,0.783612112,0,1,12,19,51,4,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,1,StrangerStrong,Strong,white,k,0.883599241,0,1,13,20,67,4,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Top,Match,1,StrangerStrong,Strong,white,k,0.750230955,0,1,14,21,73,4,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Bottom,Match,2,SelfWeak,Weak,white,k,1.016868434,0,1,15,22,64,4,Self = Negative,Right,23,Hungarian,Male,44
Self,Self,Top,Match,1,SelfStrong,Strong,white,k,0.700274304,0,1,16,23,70,4,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,l,0.933563789,0,1,17,24,51,4,Self = Negative,Right,23,Hungarian,Male,44
Self,Stranger,Top,Mismatch,1,SelfStrong,Strong,white,l,0.700200872,0,1,18,25,70,4,Self = Negative,Right,23,Hungarian,Male,44
Stranger,Stranger,Bottom,Match,2,StrangerWeak,Weak,white,k,0.816927337,0,1,19,26,74,4,Self = Negative,Right,23,Hungarian,Male,44
